0	Index      	 *	Score 	Summary	Detail	
1	43642 22222	 * 	195.97	DCR|3VULN|2DMG|1AART|2ZMB|1DUR	1DUR|24ZMB|34DMG|4BPWR|5RCVC|678VULN|9RCR|aAART
470	52513 24231	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	18BEXP|23VULN|4CDMG|5DMG|6RCR|7AART|9DUST|aDUR
471	26313 24324	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2aVULN|3MLV|4CDMG|5DMG|6RCR|7AART|8DUR|9DUST
472	36323 31312	   	167.49	DCR|2VULN|1AART|1DMG|2CDMG	19CDMG|2AART|3MLV|49VULN|5DMG|6TLV|7RCR|89DUST|9BPWR|aCGEN
473	31234 25532	   	167.46	ACR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1CDMG|2DUST|3RCR|4aDMG|57VULN|6LHND|8ASPD|9DUR
474	42513 31131	   	167.42	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5DMG|6AART|7RCR|8CGEN|9RCVC|aFEWX
475	42513 31132	   	167.42	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5DMG|6AART|7RCR|8CGEN|9RCVC|aRMIN
476	42513 31133	   	167.42	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5DMG|6AART|7RCR|8CGEN|9RCVC|aBEXP
477	42513 31135	   	167.42	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5DMG|6AART|7RCR|8CGEN|9RCVC|aLWND
478	42513 31431	   	167.42	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5DMG|6AART|7RCR|8RMIN|9RCVC|aBELT
479	42513 31432	   	167.42	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5DMG|6AART|7RCR|8RMIN|9RCVC|aCGEN
480	42513 31433	   	167.42	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5DMG|6AART|7RCR|8RMIN|9RCVC|aFEWX
481	42513 24312	   	167.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5DMG|6RCR|7AART|8DUST|9MGNLIT|aERES
482	42513 24323	   	167.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5DMG|6RCR|7AART|8DUST|9RMIN|aERES
483	21143 65122	   	167.41	DCR|2VULN|2DMG|1AART	1CGEN|2AART|3FEWX|47VULN|58DMG|6RCR|9SNIHEL|aLSRREG
484	21143 65123	   	167.41	DCR|2VULN|2DMG|1AART	1CGEN|2AART|3FEWX|47VULN|58DMG|6RCR|9SNIHEL|aTLV
485	42513 23125	   	167.41	DCR|3VULN|1DMG|1CDMG|1DUR|1ASPD	1DUR|23aVULN|4CDMG|5DMG|6RCR|7RCVC|8ASPD|9LWND
486	42513 23132	   	167.41	DCR|3VULN|1DMG|1CDMG|1ASPD|1DUR	1DUR|239VULN|4CDMG|5DMG|6RCR|7RCVC|8ASPD|aLHND
487	42513 23133	   	167.41	DCR|3VULN|1DMG|1CDMG|1DUR|1ASPD	1DUR|239VULN|4CDMG|5DMG|6RCR|7RCVC|8ASPD|aLWND
488	42513 23135	   	167.41	DCR|3VULN|1DMG|1CDMG|1ASPD|1DUR	1DUR|239VULN|4CDMG|5DMG|6RCR|7RCVC|8ASPD|aLIT
489	52513 23115	   	167.41	DCR|3VULN|1DMG|1CDMG|1ASPD|1DUR	1BEXP|23aVULN|4CDMG|5DMG|6RCR|7RCVC|8ASPD|9DUR
490	36323 31314	   	167.39	DCR|2VULN|1AART|2CDMG|1DMG	19CDMG|2AART|3MLV|49VULN|5DMG|6TLV|7RCR|89DUST|9BPWR|aERES
491	36323 31316	   	167.39	DCR|2VULN|1AART|1DMG|2CDMG	19CDMG|2AART|3MLV|49VULN|5DMG|6TLV|7RCR|89aDUST|9BPWR
492	36423 31312	   	167.39	DCR|2VULN|1AART|1DMG|2CDMG	19CDMG|2AART|3ERES|49VULN|5DMG|6TLV|7RCR|89DUST|9BPWR|aCGEN
493	36423 31315	   	167.39	DCR|2VULN|1AART|2CDMG|1DMG	19CDMG|2AART|3ERES|49VULN|5DMG|6TLV|7RCR|89DUST|9BPWR|aMLV
494	31261 21136	 * 	167.34	ACR|2VULN|1AART|2CDMG|2ZMB|1ASPD	19CDMG|29DUST|3RCR|4RPLT|5ASPD|67ZMB|89VULN|9BPWR|aAART
495	31252 56311	   	167.33	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|2DUST|3RCR|4aVULN|5ASPD|6FEWX|7DMG|8AART|9LWND
496	31215 11341	   	167.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUST|3RCR|4BEXP|5DMG|6CGEN|7DUR|8AART|9aVULN
497	31236 11341	   	167.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUST|3RCR|4DMG|5FEWX|6CGEN|7DUR|8AART|9aVULN
498	52513 36122	   	167.33	DCR|3VULN|1AART|1DMG|1CDMG	1BEXP|239VULN|4CDMG|5DMG|6AART|7LWND|8CGEN|aRCR
499	53161 22214	   	167.32	ACR|2AART|2VULN|1CDMG|1ZMB|1DUR	1BEXP|2ZMB|3DUST|49AART|5RCR|6DUR|7aVULN|8CDMG
500	42513 23131	   	167.31	DCR|3VULN|1DMG|1CDMG|1ASPD|1DUR	1DUR|239VULN|4CDMG|5DMG|6RCR|7RCVC|8ASPD|aDUST
501	42513 23134	   	167.31	DCR|3VULN|1DMG|1CDMG|1DUR|1ASPD	1DUR|239VULN|4CDMG|5DMG|6RCR|7RCVC|8ASPD|aERES
502	36423 31336	   	167.29	DCR|2VULN|1AART|2CDMG|1DMG	1aCDMG|2AART|3ERES|49VULN|5DMG|6TLV|7RCR|8DUST
503	34231 51254	   	167.24	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB|1MSE	1CDMG|2MSE|3RCR|4aDMG|5AART|6MBVNT|7ZMB|89VULN
504	31215 31341	   	167.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUST|3RCR|4BEXP|5DMG|6ERES|7DUR|8AART|9aVULN
505	31236 31341	   	167.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUST|3RCR|4DMG|5FEWX|6ERES|7DUR|8AART|9aVULN
506	31234 62322	   	167.23	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|27DUST|3RCR|49DMG|5VULN|6LIT|8AART|aDUR
507	31255 62322	   	167.23	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|27DUST|3RCR|4VULN|59DMG|6LIT|8AART|aDUR
508	31142 25222	   	167.19	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR|1ASPD	1CDMG|2DUST|3ASPD|4AART|5LIT|6RCR|79DMG|8ZMB|aDUR
509	31231 21522	   	167.06	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|58AART|69FEWX|7ZMB|aVULN
510	31231 41452	   	167.06	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|56AART|7RMIN|8MLV|9ZMB|aVULN
511	31231 42124	   	167.06	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|56AART|7BEXP|8CGEN|9VULN|aZMB
512	31231 42252	   	167.06	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|56AART|78BEXP|9ZMB|aVULN
513	31231 42352	   	167.06	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|56AART|7BEXP|8DMSP|9ZMB|aVULN
514	31231 42424	   	167.06	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|56AART|7BEXP|8RMIN|9VULN|aZMB
515	31231 42512	   	167.06	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|56AART|79BEXP|8ZMB|aVULN
516	31231 42521	   	167.06	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|56AART|7BEXP|8ZMB|9VULN|aLIT
517	31231 42526	   	167.06	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|56AART|7BEXP|8ZMB|9VULN|aCGEN
518	31231 43114	   	167.06	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|56AART|7VULN|8CGEN|9BEXP|aZMB
519	31231 43124	   	167.06	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|56AART|7VULN|8CGEN|9FEWX|aZMB
520	31231 43144	   	167.06	ACR|2AART|1DMG|1VULN|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|56AART|7VULN|8CGEN|9LWND|aZMB
521	31231 43154	   	167.06	ACR|2AART|1DMG|1VULN|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|56AART|7VULN|8CGEN|9LHND|aZMB
522	31231 43224	   	167.06	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|56AART|7VULN|8BEXP|9RMIN|aZMB
523	31231 43244	   	167.06	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|56AART|7VULN|8BEXP|9CGEN|aZMB
524	31231 43414	   	167.06	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|56AART|7VULN|8RMIN|9BEXP|aZMB
525	31231 43424	   	167.06	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|56AART|7VULN|8RMIN|9FEWX|aZMB
526	31231 43511	   	167.06	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|56AART|7VULN|8ZMB|9BEXP|aLIT
527	31231 43516	   	167.06	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|56AART|7VULN|8ZMB|9BEXP|aCGEN
528	31231 43521	   	167.06	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|56AART|7VULN|8ZMB|9FEWX|aLIT
529	31231 43526	   	167.06	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|56AART|7VULN|8ZMB|9FEWX|aCGEN
530	31231 43541	   	167.06	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|56AART|7VULN|8ZMB|9LWND|aLIT
531	31231 43551	   	167.06	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|56AART|7VULN|8ZMB|9LHND|aLIT
532	31231 24522	   	167.06	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|57AART|69FEWX|8ZMB|aVULN
533	42242 32513	   	167.04	DCR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1DUR|28VULN|3MLV|4aDMG|5CDMG|6RCR|7ERES|9ASPD
534	42513 21413	   	167.04	DCR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1DUR|23VULN|4CDMG|5aDMG|6RCR|7RMIN|8TLV|9ASPD
535	31231 41346	   	167.03	ACR|2AART|2DMG|2CDMG|1DUR	19CDMG|2DUST|3RCR|49DMG|56AART|7RMIN|89LHND|9BPWR|aDUR
536	42513 25311	   	167.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5DMG|6RCR|7LIT|8AART|9BEXP|aRPLT
537	42513 25312	   	167.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5DMG|6RCR|7aLIT|8AART|9BEXP
538	52513 25312	   	167.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	19BEXP|23VULN|4CDMG|5DMG|6RCR|7LIT|8AART|aDUR
539	21143 65233	   	166.98	DCR|3VULN|1AART|1DMG	1CGEN|2AART|3FEWX|478VULN|5DMG|6RCR|9LHND|aRCVC
540	31231 21553	   	166.96	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|58AART|6FEWX|7ZMB|9ERES|aVULN
541	31231 42523	   	166.96	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|56AART|7BEXP|8ZMB|9VULN|aERES
542	31231 42553	   	166.96	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|56AART|7BEXP|8ZMB|9ERES|aVULN
543	31231 43513	   	166.96	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|56AART|7VULN|8ZMB|9BEXP|aERES
544	31231 43523	   	166.96	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|56AART|7VULN|8ZMB|9FEWX|aERES
545	31231 43543	   	166.96	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|56AART|7VULN|8ZMB|9LWND|aERES
546	31231 43553	   	166.96	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|56AART|7VULN|8ZMB|9LHND|aERES
547	31231 55143	   	166.96	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|57AART|6MBVNT|8CGEN|9ZMB|aVULN
548	31231 55543	   	166.96	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|57AART|6MBVNT|8RMIN|9ZMB|aVULN
549	31231 24352	   	166.96	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|28DUST|3RCR|4DMG|57AART|6FEWX|9ZMB|aVULN
550	31231 24553	   	166.96	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|57AART|6FEWX|8ZMB|9ERES|aVULN
551	31231 57643	   	166.96	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|58AART|6MBVNT|7MLV|9ZMB|aVULN
552	31231 58643	   	166.96	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|58AART|6MBVNT|7CGEN|9ZMB|aVULN
553	31121 64113	   	166.91	ACR|3VULN|1DMG|2CDMG|2ASPD	17CDMG|2DUST|37ASPD|4RPLT|5RCR|678VULN|7BPWR|9LHND|aDMG
554	31121 64433	   	166.91	ACR|3VULN|1DMG|2CDMG|2ASPD	17CDMG|2DUST|37ASPD|4RPLT|5RCR|679VULN|7BPWR|8LHND|aDMG
555	31231 43336	   	166.86	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|289DUST|3RCR|4DMG|56AART|7VULN|aZMB
556	31231 51663	   	166.86	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|58AART|6MBVNT|7ZMB|9ERES|aVULN
557	31121 64534	   	166.81	ACR|3VULN|1DMG|2CDMG|2ASPD	17CDMG|2DUST|37ASPD|4RPLT|5RCR|679VULN|7BPWR|8MBVNT|aDMG
558	31231 52651	   	166.78	ACR|2DMG|1AART|2CDMG|2ZMB	19CDMG|2DUST|3RCR|49DMG|5AART|6MBVNT|7aRCVC|89ZMB|9BPWR
559	43313 21325	 * 	166.78	DCR|2DMG|1VULN|3DUR|2ZMB|1CDMG	189DUR|29ZMB|3MLV|4CDMG|59DMG|6RCR|7RMIN|9BPWR|aVULN
560	31234 62336	   	166.71	ACR|2VULN|1AART|2CDMG|1DMG	19CDMG|279DUST|3RCR|4DMG|5aVULN|69LIT|8AART|9BPWR
561	31231 56438	   	166.68	ACR|2DMG|1AART|1FLTHEA|1CDMG|1ZMB	1CDMG|2DUST|3RCR|48DMG|5AART|6MBVNT|7LIT|9FLTHEA|aZMB
562	43413 21325	   	166.68	DCR|2DMG|1VULN|3DUR|2ZMB|1CDMG	189DUR|29ZMB|3ERES|4CDMG|59DMG|6RCR|7RMIN|9BPWR|aVULN
563	21232 12141	   	166.66	DCR|2AART|1VULN|1CDMG|1FLTHEA|1ZMB|1DUR	1CGEN|2aAART|3ZMB|4FLTHEA|5CDMG|6FEWX|7RCR|8DUR|9VULN
564	26632 23126	   	166.57	DCR|3DMG|2VULN|1ZMB	1CGEN|28VULN|349DMG|5RCVC|6TLV|7RCR|aZMB
565	43632 23423	   	166.47	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	19DUR|2ZMB|34DMG|5RCVC|6VULN|7LIT|8RCR|aAART
566	43632 22114	   	166.41	DCR|3DMG|2VULN|1ZMB|1DUR	1DUR|2ZMB|349DMG|5RCVC|67VULN|8LHND|aRCR
567	52513 25331	   	166.39	DCR|2VULN|1AART|1DMG|2CDMG	1BEXP|23VULN|49CDMG|5DMG|6RCR|7LIT|8AART|aCGEN
568	52513 25333	   	166.39	DCR|2VULN|1AART|1DMG|2CDMG	1BEXP|23VULN|49CDMG|5DMG|6RCR|7LIT|8AART|aLHND
569	21331 62211	   	166.33	ACR|2AART|2VULN|1DMG|1ASPD	1CGEN|23AART|4RCR|5TLV|6BELT|79VULN|8DMG|aASPD
570	21334 62211	   	166.33	ACR|2AART|2VULN|1DMG|1ASPD	1CGEN|23AART|4RCR|5ERES|6BELT|79VULN|8DMG|aASPD
571	43632 22314	   	166.31	DCR|3DMG|2VULN|1ZMB|1DUR	1DUR|2ZMB|349DMG|5RCVC|67VULN|8DUST|aRCR
572	31231 21144	   	166.28	ACR|3ZMB|1AART|1DMG|2CDMG|1DUR	19CDMG|29DUST|3RCR|4DMG|5AART|6FEWX|789ZMB|9BPWR|aDUR
573	15216 32214	   	166.23	ACR|2VULN|2DMG|1AART	1DMSP|2BELT|3RCR|46LHND|5AART|79VULN|8aDMG
574	52513 23413	   	166.22	DCR|2VULN|2DMG|1CDMG|1ZMB|1SELL	1BEXP|23VULN|4CDMG|59DMG|6RCR|7RCVC|8SELL|aZMB
575	21425 21217	   	166.21	DCR|2AART|2VULN|1CDMG|1FLTHEA	1CGEN|25AART|3CDMG|4aVULN|6MBVNT|7RCR|8LHND|9FLTHEA
576	36325 21217	   	166.21	DCR|2AART|2VULN|1CDMG|1FLTHEA	1CDMG|25AART|3MLV|4aVULN|6MBVNT|7RCR|8BEXP|9FLTHEA
577	21413 51313	   	166.14	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB	1CGEN|28AART|3CDMG|4BEXP|5DMG|6ZMB|7RCR|9LHND|aVULN
578	21423 51321	   	166.14	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CGEN|28AART|3CDMG|4VULN|5DMG|6ZMB|7RCR|9MLV|aBELT
579	21423 51323	   	166.14	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CGEN|28AART|3CDMG|4VULN|5DMG|6ZMB|7RCR|9MLV|aFEWX
580	21423 51325	   	166.14	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CGEN|28AART|3CDMG|4VULN|5DMG|6ZMB|7RCR|9MLV|aLWND
581	21423 51361	   	166.14	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB	19CGEN|28AART|3CDMG|4VULN|5DMG|6ZMB|7RCR|aLWND
582	31211 42516	   	166.13	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CDMG|2DUST|3RCR|4BEXP|5LHND|6ASPD|7VULN|89DMG|aAART
583	31211 42536	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|2DUST|3RCR|4BEXP|5LHND|6ASPD|79VULN|8DMG|aAART
584	31212 22516	   	166.13	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CDMG|2DUST|3RCR|4BEXP|5ASPD|6LHND|7VULN|89DMG|aAART
585	31212 22536	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|2DUST|3RCR|4BEXP|5ASPD|6LHND|79VULN|8DMG|aAART
586	31215 11416	   	166.13	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2DUST|3RCR|4BEXP|59DMG|6CGEN|7DUR|8VULN|aAART
587	31215 11436	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUST|3RCR|4BEXP|5DMG|6CGEN|7DUR|89VULN|aAART
588	31215 22236	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUST|3RCR|4BEXP|5DMG|6LHND|79VULN|8DUR|aAART
589	31215 52236	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUST|3RCR|4BEXP|5DMG|6FEWX|79VULN|8DUR|aAART
590	31234 13316	   	166.13	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2DUST|3RCR|49DMG|5VULN|6CGEN|7LWND|8DUR|aAART
591	31234 21236	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUST|3RCR|4DMG|59VULN|6LHND|7BEXP|8DUR|aAART
592	31234 25412	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|2DUST|3RCR|4DMG|57VULN|68LHND|9ASPD|aAART
593	31234 25522	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|2DUST|3RCR|4DMG|57VULN|6LHND|8ASPD|9DMSP|aAART
594	31234 51236	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUST|3RCR|4DMG|59VULN|6FEWX|7BEXP|8DUR|aAART
595	31236 11416	   	166.13	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2DUST|3RCR|49DMG|5FEWX|6CGEN|7DUR|8VULN|aAART
596	31236 11436	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUST|3RCR|4DMG|5FEWX|6CGEN|7DUR|89VULN|aAART
597	31236 62236	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUST|3RCR|4DMG|5FEWX|6BEXP|79VULN|8DUR|aAART
598	31251 24236	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUST|3RCR|49VULN|5LHND|6BEXP|7DMG|8DUR|aAART
599	31251 62316	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUST|3RCR|48VULN|5LHND|6DUR|7FEWX|9DMG|aAART
600	31252 21516	   	166.13	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CDMG|2DUST|3RCR|4VULN|5ASPD|6LHND|7BEXP|89DMG|aAART
601	31252 21536	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|2DUST|3RCR|49VULN|5ASPD|6LHND|7BEXP|8DMG|aAART
602	31252 25432	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|2DUST|3RCR|47VULN|5ASPD|68LHND|9DMG|aAART
603	31253 23516	   	166.13	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2DUST|3RCR|4VULN|5MLV|6LHND|7DUR|89DMG|aAART
604	31253 23536	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUST|3RCR|49VULN|5MLV|6LHND|7DUR|8DMG|aAART
605	31255 13316	   	166.13	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2DUST|3RCR|4VULN|59DMG|6CGEN|7LWND|8DUR|aAART
606	31255 21236	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUST|3RCR|49VULN|5DMG|6LHND|7BEXP|8DUR|aAART
607	31234 13436	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUST|3RCR|4DMG|58VULN|6CGEN|7LWND|9DUR|aAART
608	31231 41145	 * 	166.13	ACR|2AART|2DMG|3CDMG	19aCDMG|2DUST|3RCR|49DMG|56AART|7RMIN|89FEWX|9BPWR
609	31223 62653	   	166.11	ACR|2DMG|1AART|1VULN|2CDMG	14CDMG|2DUST|3RCR|5LWND|68DMG|7BEXP|9AART|aVULN
610	36323 53634	   	166.07	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1CDMG|2AART|3MLV|4VULN|5DMG|6ZMB|7MBVNT|8RCR|9DUR|aASPD
611	21413 51333	   	166.04	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CGEN|28AART|3CDMG|4BEXP|5DMG|6ZMB|7RCR|9DUST|aVULN
612	21423 51312	   	166.04	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CGEN|28AART|3CDMG|4VULN|5DMG|6ZMB|7RCR|9LHND|aERES
613	21423 51315	   	166.04	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CGEN|28AART|3CDMG|4VULN|5DMG|6ZMB|7RCR|9LHND|aTLV
614	21423 51322	   	166.04	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CGEN|28AART|3CDMG|4VULN|5DMG|6ZMB|7RCR|9MLV|aERES
615	21423 51342	   	166.04	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CGEN|28AART|3CDMG|4VULN|5DMG|6ZMB|7RCR|9FEWX|aERES
616	21423 51362	   	166.04	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	19CGEN|28AART|3CDMG|4VULN|5DMG|6ZMB|7RCR|aDUST
617	21423 51363	   	166.04	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	19CGEN|28AART|3CDMG|4VULN|5DMG|6ZMB|7RCR|aERES
618	21352 11423	   	166.04	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB	15CGEN|23AART|4LSRHEA|6VULN|7RCR|8ZMB|9DMG|aCDMG
619	31215 31416	   	166.03	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2DUST|3RCR|4BEXP|59DMG|6ERES|7DUR|8VULN|aAART
620	31215 31436	   	166.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUST|3RCR|4BEXP|5DMG|6ERES|7DUR|89VULN|aAART
621	31234 25236	   	166.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUST|3RCR|4DMG|57VULN|6LHND|8TLV|9DUR|aAART
622	31234 36316	   	166.03	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2DUST|3RCR|49DMG|5VULN|6ERES|7LWND|8DUR|aAART
623	31236 31416	   	166.03	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2DUST|3RCR|49DMG|5FEWX|6ERES|7DUR|8VULN|aAART
624	31236 31436	   	166.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUST|3RCR|4DMG|5FEWX|6ERES|7DUR|89VULN|aAART
625	21335 51433	   	165.97	ACR|3AART|2VULN|1DMG	1CGEN|236AART|4RCR|5FEWX|7RCVC|89VULN|aDMG
