0	Index      	 *	Score 	Summary	Detail	
1	21112 16334	 * 	202.73	ACR|3VULN|3DMG|2CDMG|1DUR|1ASPD|1SELL	18CDMG|2DUR|38aDMG|4RCR|568VULN|7SELL|8BPWR|9ASPD
492	21114 12115	   	175.44	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2DUR|3DMG|4RCR|5LHND|6aVULN|7ZMB|8RMIN|9AART
493	22115 25413	   	175.44	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1CDMG|2VULN|3aDMG|4RCR|5FEWX|6CGEN|7DUR|8ZMB|9AART
494	22115 33415	   	175.44	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2aVULN|3DMG|4RCR|5FEWX|6ASPD|7LHND|8ZMB|9AART
495	25212 12615	   	175.44	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2ASPD|3BEXP|4RCR|5LHND|6aVULN|7ZMB|8DMG|9AART
496	21312 43315	   	175.34	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1CDMG|2DUR|3ERES|4RCR|5VULN|6ZMB|7aDMG|8LWND|9AART
497	21315 23413	   	175.34	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1CDMG|2DUR|3ERES|4RCR|5FEWX|6ZMB|7aDMG|8VULN|9AART
498	22114 33415	   	175.34	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2aVULN|3DMG|4RCR|5LHND|6ASPD|7LEGI|8ZMB|9AART
499	22116 33415	   	175.34	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2aVULN|3DMG|4RCR|5DUST|6ASPD|7LHND|8ZMB|9AART
500	26112 33415	   	175.34	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1CDMG|2LWND|3aDMG|4RCR|5VULN|6ASPD|7LEGI|8ZMB|9AART
501	22116 16313	   	175.29	ACR|2VULN|2DMG|2CDMG|1ZMB|1DUR|1SELL	18CDMG|26VULN|38DMG|4RCR|58DUST|7SELL|8BPWR|9DUR|aZMB
502	21112 15233	   	175.29	ACR|2VULN|2DMG|2CDMG|1ZMB|1DUR|1SELL	1aCDMG|2DUR|3aDMG|4RCR|56VULN|7ZMB|8SELL|9aDUST|aBPWR
503	22111 33341	   	175.25	ACR|2AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	1CDMG|2VULN|3DMG|4RCR|5RCVC|67ASPD|8aAART|9DUR
504	25611 32341	   	175.25	ACR|2AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	1CDMG|26ASPD|3VULN|4RCR|5RCVC|7DMG|8aAART|9DUR
505	22112 35261	   	175.18	ACR|3DMG|2VULN|1CDMG|1ASPD	1CDMG|25VULN|379DMG|4RCR|6ASPD|8CGEN|aRCVC
506	22151 31236	   	175.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|24VULN|3DMG|5LWND|6ASPD|7AART|8RCR|9ZMB|aRCVC
507	22562 31236	   	175.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|25VULN|3LHND|4DMG|6ASPD|7AART|8RCR|9ZMB|aRCVC
508	26152 31236	   	175.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2LWND|3DMG|45VULN|6ASPD|7AART|8RCR|9ZMB|aRCVC
509	22112 13615	   	175.08	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|25VULN|3aDMG|4RCR|6FEWX|7LWND|8LHND|9AART
510	22112 61315	   	175.08	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|25VULN|3aDMG|4RCR|6BEXP|7FEWX|8LWND|9AART
511	22114 11315	   	175.08	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|26VULN|3aDMG|4RCR|5LHND|7FEWX|8LWND|9AART
512	22114 11535	   	175.08	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|26VULN|3aDMG|4RCR|5LHND|7FEWX|8CGEN|9AART
513	22114 26135	   	175.08	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|27VULN|3aDMG|4RCR|5LHND|6CGEN|8FEWX|9AART
514	22115 13615	   	175.08	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|26VULN|3aDMG|4RCR|5FEWX|7LWND|8LHND|9AART
515	26112 11615	   	175.08	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|2LWND|3aDMG|4RCR|56VULN|7FEWX|8LHND|9AART
516	22112 35161	   	175.08	ACR|3DMG|2VULN|1CDMG|1ASPD	1CDMG|25VULN|379DMG|4RCR|6ASPD|8ERES|aRCVC
517	22112 62313	   	175.05	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|257VULN|3DMG|4RCR|6BEXP|8AART|9FEWX|aRCVC
518	22112 25142	   	174.98	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|25VULN|37DMG|4RCR|6CGEN|8ERES|9AART|aMLV
519	22112 25145	   	174.98	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|25VULN|37DMG|4RCR|6CGEN|8ERES|9AART|aFEWX
520	22112 25146	   	174.98	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|25VULN|37DMG|4RCR|6CGEN|8ERES|9AART|aLHND
521	22112 45242	   	174.98	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|25VULN|37DMG|4RCR|6ERES|8aMLV|9AART
522	22112 45243	   	174.98	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|25VULN|37DMG|4RCR|6ERES|8MLV|9AART|aCGEN
523	22116 11315	   	174.98	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|26VULN|3aDMG|4RCR|5DUST|7FEWX|8LWND|9AART
524	22116 13315	   	174.98	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|26VULN|3aDMG|4RCR|5DUST|7BEXP|8LWND|9AART
525	22112 62333	   	174.95	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|257VULN|3DMG|4RCR|6BEXP|8AART|9DUST|aRCVC
526	22116 12313	   	174.95	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|267VULN|3DMG|4RCR|5DUST|8AART|9FEWX|aRCVC
527	21111 33342	   	174.95	ACR|2AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	17CDMG|2DUR|3DMG|4RCR|5RCVC|6ASPD|89AART|aVULN
528	22226 51532	   	174.94	DCR|3VULN|1AART|1DMG|2CDMG	15CDMG|26aVULN|3DMSP|46CGEN|6BPWR|7DMG|8AART|9RCR
529	21116 15422	   	174.93	ACR|3VULN|1DMG|2CDMG|2DUR|1ASPD	17CDMG|27DUR|3DMG|4RCR|5DUST|678VULN|7BPWR|9CGEN|aASPD
530	22112 25141	   	174.88	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|25VULN|37DMG|4RCR|6CGEN|8ERES|9AART|aBASICY
531	22112 25144	   	174.88	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|25VULN|37DMG|4RCR|6CGEN|8ERES|9AART|aLEGI
532	22112 45241	   	174.88	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|25VULN|37DMG|4RCR|6ERES|8MLV|9AART|aBASICY
533	22226 11532	   	174.84	DCR|3VULN|1AART|1DMG|2CDMG	15CDMG|26aVULN|3DMSP|4CGEN|7DMG|8AART|9RCR
534	26112 16312	   	174.81	ACR|3VULN|2DMG|2CDMG|1SELL	18CDMG|2LWND|38DMG|4RCR|568VULN|7SELL|8BPWR|9RCVC|aLIT
535	26112 16314	   	174.81	ACR|3VULN|2DMG|2CDMG|1SELL	18CDMG|2LWND|38DMG|4RCR|568VULN|7SELL|8BPWR|9RCVC|aMLV
536	22111 35343	   	174.78	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1CDMG|2VULN|37DMG|4RCR|5RCVC|6ASPD|8AART|9DUR|aCGEN
537	22111 36343	   	174.78	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1CDMG|27VULN|3DMG|4RCR|5RCVC|6ASPD|8AART|9DUR|aCGEN
538	22234 11532	   	174.74	DCR|3VULN|1AART|2CDMG|1DMG	1aCDMG|256VULN|3DMSP|4ERES|7DMG|8AART|9RCR
539	22234 51532	   	174.74	DCR|3VULN|1AART|1DMG|2CDMG	1aCDMG|256VULN|3DMSP|46ERES|6BPWR|7DMG|8AART|9RCR
540	22246 11532	   	174.74	DCR|3VULN|1AART|1DMG|2CDMG	15CDMG|26aVULN|3DMSP|4TLV|7DMG|8AART|9RCR
541	26112 33452	   	174.74	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2LWND|3DMG|4RCR|59VULN|6ASPD|7LEGI|8ZMB|aAART
542	26112 16313	   	174.71	ACR|3VULN|2DMG|2CDMG|1SELL	18CDMG|2LWND|38DMG|4RCR|568VULN|7SELL|8BPWR|9RCVC|aDUST
543	22111 35345	   	174.68	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1CDMG|2VULN|37DMG|4RCR|5RCVC|6ASPD|8AART|9DUR|aDUST
544	22111 35356	   	174.68	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1CDMG|2VULN|37DMG|4RCR|5RCVC|6ASPD|8AART|9DUST|aDUR
545	22111 36345	   	174.68	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1CDMG|27VULN|3DMG|4RCR|5RCVC|6ASPD|8AART|9DUR|aDUST
546	22111 36356	   	174.68	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1CDMG|27VULN|3DMG|4RCR|5RCVC|6ASPD|8AART|9DUST|aDUR
547	22334 11532	   	174.64	DCR|3VULN|1AART|2CDMG|1DMG	1aCDMG|256VULN|34ERES|7DMG|8AART|9RCR
548	22352 11532	   	174.64	DCR|3VULN|1AART|2CDMG|1DMG	1aCDMG|246VULN|35ERES|7DMG|8AART|9RCR
549	22356 11531	   	174.64	DCR|3VULN|1AART|2CDMG|1DMG	15CDMG|246VULN|3aERES|7DMG|8AART|9RCR
550	21312 12361	   	174.63	ACR|4VULN|1AART|1CDMG|1DUR	1CDMG|2DUR|3ERES|4RCR|5679VULN|8AART|aMLV
551	21312 12363	   	174.63	ACR|4VULN|1AART|1CDMG|1DUR	1CDMG|2DUR|3ERES|4RCR|5679VULN|8AART|aDMSP
552	21312 12365	   	174.63	ACR|4VULN|1AART|1CDMG|1DUR	1CDMG|2DUR|3ERES|4RCR|5679VULN|8AART|aFEWX
553	21312 12366	   	174.63	ACR|4VULN|1AART|1CDMG|1DUR	1CDMG|2DUR|3ERES|4RCR|5679VULN|8AART|aLHND
554	25351 12231	 * 	174.57	DCR|2VULN|2DMG|2ZMB|2ASPD|1CDMG	1CDMG|24ASPD|34ZMB|4BPWR|57DMG|68VULN|9RCR|aBEXP
555	25351 12234	   	174.57	DCR|2VULN|2DMG|2ZMB|2ASPD|1CDMG	1CDMG|24ASPD|34ZMB|4BPWR|57DMG|68VULN|9RCR|aCGEN
556	25351 12235	   	174.57	DCR|2VULN|2DMG|2ZMB|2ASPD|1CDMG	1CDMG|24ASPD|34ZMB|4BPWR|57DMG|68VULN|9RCR|aLHND
557	26112 16311	   	174.56	ACR|3VULN|2DMG|2CDMG|2SELL	18CDMG|2LWND|38DMG|4RCR|568VULN|7aSELL|8BPWR|9RCVC
558	21312 12362	   	174.53	ACR|4VULN|1AART|1CDMG|1DUR	1CDMG|2DUR|3ERES|4RCR|5679VULN|8AART|aNUKE
559	21312 12364	   	174.53	ACR|4VULN|1AART|1CDMG|1DUR	1CDMG|2DUR|3ERES|4RCR|5679VULN|8AART|aLEGI
560	22112 12115	   	174.48	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|25VULN|37DMG|4RCR|6FEWX|8LHND|9BEXP|aAART
561	22112 12425	   	174.48	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|25VULN|37DMG|4RCR|69FEWX|8CGEN|aAART
562	22112 25215	   	174.48	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|25VULN|37DMG|4RCR|68CGEN|9LHND|aAART
563	22112 25245	   	174.48	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|25VULN|37DMG|4RCR|68CGEN|9FEWX|aAART
564	22112 25265	   	174.48	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|25VULN|37DMG|4RCR|68CGEN|9LWND|aAART
565	22114 26421	   	174.48	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|27VULN|39DMG|4RCR|5LHND|6CGEN|8RPLT|aAART
566	22115 12115	   	174.48	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|26VULN|37DMG|4RCR|5FEWX|8LHND|9BEXP|aAART
567	22115 12425	   	174.48	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|26VULN|37DMG|4RCR|59FEWX|8CGEN|aAART
568	26112 26421	   	174.48	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|2LWND|39DMG|4RCR|57VULN|6CGEN|8RPLT|aAART
569	25351 12232	   	174.47	DCR|2VULN|2DMG|2ZMB|2ASPD|1CDMG	1CDMG|24ASPD|34ZMB|4BPWR|57DMG|68VULN|9RCR|aBASHEA
570	25351 12236	   	174.47	DCR|2VULN|2DMG|2ZMB|2ASPD|1CDMG	1CDMG|24ASPD|34ZMB|4BPWR|57DMG|68VULN|9RCR|aERES
571	22111 33314	   	174.45	ACR|2DMG|1AART|1VULN|2ASPD|1CDMG	1CDMG|2VULN|3aDMG|4RCR|5RCVC|67ASPD|8AART|9LIT
572	25611 32314	   	174.45	ACR|2DMG|1AART|1VULN|2ASPD|1CDMG	1CDMG|26ASPD|3VULN|4RCR|5RCVC|7aDMG|8AART|9LIT
573	22112 12135	   	174.38	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|25VULN|37DMG|4RCR|6FEWX|8LHND|9DUST|aAART
574	22112 12225	   	174.38	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|25VULN|37DMG|4RCR|69FEWX|8ERES|aAART
575	22113 54136	   	174.38	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|29VULN|38DMG|4RCR|5LIT|6ERES|7CGEN|aAART
576	22114 14421	   	174.38	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|26VULN|39DMG|4RCR|5LHND|7ERES|8RPLT|aAART
577	22115 12135	   	174.38	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|26VULN|37DMG|4RCR|5FEWX|8LHND|9DUST|aAART
578	22115 12225	   	174.38	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|26VULN|37DMG|4RCR|59FEWX|8ERES|aAART
579	22314 15421	   	174.38	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|26VULN|3ERES|4RCR|5LHND|79DMG|8RPLT|aAART
580	26112 14421	   	174.38	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|2LWND|39DMG|4RCR|56VULN|7ERES|8RPLT|aAART
581	26312 15421	   	174.38	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|2LWND|3ERES|4RCR|56VULN|79DMG|8RPLT|aAART
582	22111 23315	   	174.35	ACR|2DMG|1AART|1VULN|2CDMG|1ASPD	1aCDMG|2VULN|3aDMG|4RCR|5RCVC|6CGEN|7ASPD|8AART|9aFEWX|aBPWR
583	22112 14643	   	174.35	ACR|4VULN|1DMG|1CDMG|1ZMB	1CDMG|258aVULN|3DMG|4RCR|6FEWX|7ERES|9ZMB
584	22112 44633	   	174.35	ACR|4VULN|1DMG|1CDMG|1ZMB	1CDMG|258aVULN|3DMG|4RCR|6ERES|7BEXP|9ZMB
585	22112 46633	   	174.35	ACR|4VULN|1DMG|1CDMG|1ZMB	1CDMG|257aVULN|3DMG|4RCR|6ERES|8BEXP|9ZMB
586	22112 62233	   	174.35	ACR|4VULN|1DMG|1CDMG|1ZMB	1CDMG|257aVULN|3DMG|4RCR|6BEXP|8ERES|9ZMB
587	22112 64633	   	174.35	ACR|4VULN|1DMG|1CDMG|1ZMB	1CDMG|258aVULN|3DMG|4RCR|6BEXP|7ERES|9ZMB
588	22114 12533	   	174.35	ACR|4VULN|1DMG|1CDMG|1ZMB	1CDMG|267aVULN|3DMG|4RCR|5LHND|8ERES|9ZMB
589	22114 14633	   	174.35	ACR|4VULN|1DMG|1CDMG|1ZMB	1CDMG|268aVULN|3DMG|4RCR|5LHND|7ERES|9ZMB
590	22312 12643	   	174.35	ACR|4VULN|1DMG|1CDMG|1ZMB	1CDMG|258aVULN|3ERES|4RCR|6FEWX|7DMG|9ZMB
591	22312 55633	   	174.35	ACR|4VULN|1DMG|1CDMG|1ZMB	1CDMG|258aVULN|3ERES|4RCR|6BEXP|7DMG|9ZMB
592	22314 15633	   	174.35	ACR|4VULN|1DMG|1CDMG|1ZMB	1CDMG|268aVULN|3ERES|4RCR|5LHND|7DMG|9ZMB
593	22315 12643	   	174.35	ACR|4VULN|1DMG|1CDMG|1ZMB	1CDMG|268aVULN|3ERES|4RCR|5FEWX|7DMG|9ZMB
594	26312 15633	   	174.35	ACR|4VULN|1DMG|1CDMG|1ZMB	1CDMG|2LWND|3ERES|4RCR|568aVULN|7DMG|9ZMB
595	26112 12233	   	174.35	ACR|4VULN|1DMG|1CDMG|1ZMB	1CDMG|2LWND|3DMG|4RCR|567aVULN|8ERES|9ZMB
596	26112 14633	   	174.35	ACR|4VULN|1DMG|1CDMG|1ZMB	1CDMG|2LWND|3DMG|4RCR|568aVULN|7ERES|9ZMB
597	22112 25151	   	174.28	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|25VULN|37DMG|4RCR|6CGEN|8ERES|9SNIHEL|aAART
598	22112 45115	   	174.28	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|25VULN|37DMG|4RCR|68ERES|9LHND|aAART
599	22112 45251	   	174.28	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|25VULN|37DMG|4RCR|6ERES|8MLV|9SNIHEL|aAART
600	21112 15214	   	174.27	ACR|2VULN|2DMG|1CDMG|2DUR|1ZMB|1SELL	1CDMG|29DUR|3aDMG|4RCR|56VULN|7ZMB|8SELL
601	22151 31241	 * 	174.26	DCR|2VULN|2AART|1DMG|1CDMG|1ASPD	1CDMG|24VULN|3DMG|5LWND|6ASPD|7aAART|8RCR|9DMSP
602	22562 31241	   	174.26	DCR|2VULN|2AART|1DMG|1CDMG|1ASPD	1CDMG|25VULN|3LHND|4DMG|6ASPD|7aAART|8RCR|9DMSP
603	26152 31241	   	174.26	DCR|2VULN|2AART|1DMG|1CDMG|1ASPD	1CDMG|2LWND|3DMG|45VULN|6ASPD|7aAART|8RCR|9DMSP
604	22111 43315	   	174.25	ACR|2DMG|1AART|1VULN|2CDMG|1ASPD	1aCDMG|2VULN|3aDMG|4RCR|5RCVC|6ERES|7ASPD|8AART|9aFEWX|aBPWR
605	22112 46333	   	174.25	ACR|4VULN|1DMG|1CDMG|1ZMB	1CDMG|257aVULN|3DMG|4RCR|6ERES|8DUST|9ZMB
606	22116 12233	   	174.25	ACR|4VULN|1DMG|1CDMG|1ZMB	1CDMG|267aVULN|3DMG|4RCR|5DUST|8ERES|9ZMB
607	22116 14633	   	174.25	ACR|4VULN|1DMG|1CDMG|1ZMB	1CDMG|268aVULN|3DMG|4RCR|5DUST|7ERES|9ZMB
608	22316 15633	   	174.25	ACR|4VULN|1DMG|1CDMG|1ZMB	1CDMG|268aVULN|3ERES|4RCR|5DUST|7DMG|9ZMB
609	22312 21114	   	174.25	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|258VULN|3ERES|4RCR|6CGEN|7AART|9LIT|aDMG
610	22312 21162	   	174.25	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|258VULN|3ERES|4RCR|6CGEN|7AART|9DMG|aMLV
611	22312 21165	   	174.25	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|258VULN|3ERES|4RCR|6CGEN|7AART|9DMG|aFEWX
612	22312 21166	   	174.25	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|258VULN|3ERES|4RCR|6CGEN|7AART|9DMG|aLHND
613	21112 31141	   	174.23	ACR|3DMG|1VULN|1CDMG|1ZMB|1DUR|1ASPD	1CDMG|2DUR|389DMG|4RCR|5VULN|6ASPD|7LIT|aZMB
614	21115 12355	   	174.23	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1CDMG|2DUR|3DMG|4RCR|5FEWX|69aVULN|7ZMB|8ASPD
615	22312 52315	 * 	174.20	ACR|4VULN|1AART|2CDMG	1aCDMG|257aVULN|3ERES|4RCR|6BEXP|8AART|9aFEWX|aBPWR
616	22111 23335	   	174.15	ACR|2DMG|1AART|1VULN|2CDMG|1ASPD	1aCDMG|2VULN|3aDMG|4RCR|5RCVC|6CGEN|7ASPD|8AART|9aDUST|aBPWR
617	22111 35322	   	174.15	ACR|2DMG|1AART|1VULN|2CDMG|1ASPD	1aCDMG|2VULN|37DMG|4RCR|5RCVC|6ASPD|8AART|9MLV
618	22111 35332	   	174.15	ACR|2DMG|1AART|1VULN|2CDMG|1ASPD	1aCDMG|2VULN|37DMG|4RCR|5RCVC|6ASPD|8AART|9FEWX
619	22111 36322	   	174.15	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	1aCDMG|27VULN|3DMG|4RCR|5RCVC|6ASPD|8AART|9MLV
620	22111 36332	   	174.15	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	1aCDMG|27VULN|3DMG|4RCR|5RCVC|6ASPD|8AART|9FEWX
621	26311 35325	   	174.15	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	1aCDMG|2LWND|3aERES|4RCR|5RCVC|6ASPD|7DMG|8AART|9aVULN|aBPWR
622	22312 21161	   	174.15	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|258VULN|3ERES|4RCR|6CGEN|7AART|9DMG|aBASICY
623	22312 21164	   	174.15	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|258VULN|3ERES|4RCR|6CGEN|7AART|9DMG|aLEGI
624	21116 12355	   	174.13	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1CDMG|2DUR|3DMG|4RCR|5DUST|69aVULN|7ZMB|8ASPD
625	21112 12232	   	174.13	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1CDMG|2DUR|3DMG|4RCR|567VULN|8ERES|9ZMB|aASPD
626	21112 14632	   	174.13	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1CDMG|2DUR|3DMG|4RCR|568VULN|7ERES|9ZMB|aASPD
627	21312 15632	   	174.13	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1CDMG|2DUR|3ERES|4RCR|568VULN|7DMG|9ZMB|aASPD
628	16312 12241	   	174.13	ACR|4VULN|1AART|1CDMG|1ASPD	1LHND|2ASPD|3CDMG|4RCR|5678VULN|9AART|aMLV
629	16312 12243	   	174.13	ACR|4VULN|1AART|1CDMG|1ASPD	1LHND|2ASPD|3CDMG|4RCR|5678VULN|9AART|aLIT
630	16312 12245	   	174.13	ACR|4VULN|1AART|1CDMG|1ASPD	1LHND|2ASPD|3CDMG|4RCR|5678VULN|9AART|aFEWX
631	16312 12246	   	174.13	ACR|4VULN|1AART|1CDMG|1ASPD	1aLHND|2ASPD|3CDMG|4RCR|5678VULN|9AART
632	22316 12315	   	174.10	ACR|4VULN|1AART|2CDMG	1aCDMG|267aVULN|3ERES|4RCR|5DUST|8AART|9aFEWX|aBPWR
633	22563 31136	   	174.06	DCR|2VULN|2DMG|1AART|1CDMG	1CDMG|29VULN|3LHND|48DMG|5LIT|6DMSP|7RCR|aAART
634	26153 31136	   	174.06	DCR|2VULN|2DMG|1AART|1CDMG	1CDMG|2LWND|38DMG|49VULN|5LIT|6DMSP|7RCR|aAART
635	22111 43335	   	174.05	ACR|2DMG|1AART|1VULN|2CDMG|1ASPD	1aCDMG|2VULN|3aDMG|4RCR|5RCVC|6ERES|7ASPD|8AART|9aDUST|aBPWR
636	22111 35352	   	174.05	ACR|2DMG|1AART|1VULN|2CDMG|1ASPD	1aCDMG|2VULN|37DMG|4RCR|5RCVC|6ASPD|8AART|9DUST
637	22111 36352	   	174.05	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	1aCDMG|27VULN|3DMG|4RCR|5RCVC|6ASPD|8AART|9DUST
638	22152 11536	   	174.04	DCR|2VULN|2DMG|1AART|1CDMG	1CDMG|24VULN|37DMG|5ERES|6aRCVC|8AART|9RCR
639	16312 12244	   	174.03	ACR|4VULN|1AART|1CDMG|1ASPD	1LHND|2ASPD|3CDMG|4RCR|5678VULN|9AART|aLEGI
640	21312 12541	   	174.03	ACR|4VULN|1AART|1CDMG|1DUR	1CDMG|2DUR|3ERES|4RCR|5678VULN|9AART|aMLV
641	21312 12543	   	174.03	ACR|4VULN|1AART|1CDMG|1DUR	1CDMG|2DUR|3ERES|4RCR|5678VULN|9AART|aDMSP
642	21312 12545	   	174.03	ACR|4VULN|1AART|1CDMG|1DUR	1CDMG|2DUR|3ERES|4RCR|5678VULN|9AART|aFEWX
643	21312 12546	   	174.03	ACR|4VULN|1AART|1CDMG|1DUR	1CDMG|2DUR|3ERES|4RCR|5678VULN|9AART|aLHND
644	24332 12234	   	174.00	ACR|3VULN|1AART|2CDMG|1ZMB	1aCDMG|2LIT|3RCR|4FEWX|568VULN|7AART|9ZMB
645	22312 52335	   	174.00	ACR|4VULN|1AART|2CDMG	1aCDMG|257aVULN|3ERES|4RCR|6BEXP|8AART|9aDUST|aBPWR
646	21312 12542	   	173.93	ACR|4VULN|1AART|1CDMG|1DUR	1CDMG|2DUR|3ERES|4RCR|5678VULN|9AART|aNUKE
647	21312 12544	   	173.93	ACR|4VULN|1AART|1CDMG|1DUR	1CDMG|2DUR|3ERES|4RCR|5678VULN|9AART|aLEGI
648	14122 51431	 * 	173.92	DCR|3VULN|2AART|1CDMG	17LHND|2RCVC|3aAART|457VULN|6RCR|7BPWR|8CDMG|9FEWX
649	22112 25323	   	173.87	ACR|3VULN|2DMG|1CDMG|1DUR	1CDMG|25aVULN|37DMG|4RCR|6CGEN|8DUR|9FEWX
650	22112 25363	   	173.87	ACR|3VULN|2DMG|1CDMG|1DUR	1CDMG|25aVULN|37DMG|4RCR|6CGEN|8DUR|9LWND
651	22112 36261	   	173.87	ACR|3VULN|2DMG|1CDMG|1ASPD	1CDMG|257VULN|39DMG|4RCR|6ASPD|8CGEN|aBEXP
652	22112 36264	   	173.87	ACR|3VULN|2DMG|1CDMG|1ASPD	1CDMG|257VULN|39DMG|4RCR|6ASPD|8aCGEN
653	22112 36266	   	173.87	ACR|3VULN|2DMG|1CDMG|1ASPD	1CDMG|257VULN|39DMG|4RCR|6ASPD|8CGEN|aDMSP
654	21112 21146	   	173.87	ACR|3DMG|2VULN|1CDMG|1DUR	1CDMG|2DUR|389DMG|4RCR|5aVULN|6CGEN|7LIT
655	21112 41146	   	173.87	ACR|3DMG|2VULN|1CDMG|1DUR	1CDMG|2DUR|389DMG|4RCR|5aVULN|6RMIN|7LIT
656	22112 34424	   	173.87	ACR|3VULN|2DMG|1CDMG|1ASPD	1CDMG|25aVULN|39DMG|4RCR|6ASPD|7BEXP|8RPLT
657	22112 35262	   	173.87	ACR|3DMG|2VULN|1CDMG|1ASPD	1CDMG|25VULN|379DMG|4RCR|6ASPD|8CGEN|aLWND
658	22112 35263	   	173.87	ACR|3DMG|2VULN|1CDMG|1ASPD	1CDMG|25VULN|379DMG|4RCR|6ASPD|8CGEN|aLHND
