0	Index      	 *	Score 	Summary	Detail	
1	61251 64214	 * 	192.90	DCR|3VULN|2DMG|1AART|2DUR	1aDUR|26aVULN|3AART|4MBVNT|5RCVC|7NUKE|8RCR|9aDMG|aBPWR
503	61141 37426	   	163.22	ACR|3DMG|2VULN|2DUR	17DUR|27VULN|3MBVNT|479DMG|5RCR|6RMIN|7BPWR|8BELT|aDMSP
504	61141 37433	   	163.22	ACR|3VULN|2DMG|2DUR	17DUR|279VULN|3MBVNT|47DMG|5RCR|6RMIN|7BPWR|8BELT|aFEWX
505	61141 37436	   	163.22	ACR|3VULN|2DMG|2DUR	17DUR|279VULN|3MBVNT|47DMG|5RCR|6RMIN|7BPWR|8BELT|aLWND
506	61141 37437	   	163.22	ACR|3VULN|2DMG|2DUR	17DUR|279VULN|3MBVNT|47DMG|5RCR|6RMIN|7BPWR|8BELT|aLHND
507	61141 37452	   	163.22	ACR|3VULN|2DMG|2DUR	17DUR|27aVULN|3MBVNT|47DMG|5RCR|6RMIN|7BPWR|8BELT|9CGEN
508	61141 37484	   	163.22	ACR|3VULN|2DMG|2DUR	17DUR|27aVULN|3MBVNT|47DMG|5RCR|6RMIN|7BPWR|8BELT|9BEXP
509	61141 61215	   	163.22	ACR|3DMG|2VULN|2DUR	17DUR|27VULN|3MBVNT|47aDMG|5RCR|6BELT|7BPWR|8LWND|9RMIN
510	61141 61232	   	163.22	ACR|3VULN|2DMG|2DUR	17DUR|27aVULN|3MBVNT|47DMG|5RCR|6BELT|7BPWR|8LWND|9BEXP
511	61141 61327	   	163.22	ACR|3DMG|2VULN|2DUR	17DUR|27VULN|3MBVNT|47aDMG|5RCR|6BELT|7BPWR|8RPLT|9CGEN
512	61141 61332	   	163.22	ACR|3VULN|2DMG|2DUR	17DUR|279VULN|3MBVNT|47DMG|5RCR|6BELT|7BPWR|8RPLT|aLIT
513	61141 61333	   	163.22	ACR|3VULN|2DMG|2DUR	17DUR|279VULN|3MBVNT|47DMG|5RCR|6BELT|7BPWR|8RPLT|aLWND
514	61141 61338	   	163.22	ACR|3VULN|2DMG|2DUR	17DUR|279VULN|3MBVNT|47DMG|5RCR|6BELT|7BPWR|8RPLT|aFEWX
515	61141 61415	   	163.22	ACR|3DMG|2VULN|2DUR	17DUR|27VULN|3MBVNT|47aDMG|5RCR|6BELT|7BPWR|8FEWX|9RMIN
516	61141 61432	   	163.22	ACR|3VULN|2DMG|2DUR	17DUR|27aVULN|3MBVNT|47DMG|5RCR|6BELT|7BPWR|8FEWX|9BEXP
517	61141 61481	   	163.22	ACR|3VULN|2DMG|2DUR	17DUR|279VULN|3MBVNT|47DMG|5RCR|6BELT|7BPWR|8FEWX|aCGEN
518	61141 61514	   	163.22	ACR|3VULN|2DMG|2DUR	17DUR|27aVULN|3MBVNT|47DMG|5RCR|6BELT|7BPWR|8BEXP|9RMIN
519	61141 61532	   	163.22	ACR|3VULN|2DMG|2DUR	17DUR|27aVULN|3MBVNT|47DMG|5RCR|6BELT|7BPWR|8BEXP|9FEWX
520	61141 87111	   	163.22	ACR|3VULN|2DMG|2DUR	17DUR|289VULN|3MBVNT|47DMG|5RCR|67CGEN|7BPWR|aFEWX
521	61141 87113	   	163.22	ACR|3VULN|2DMG|2DUR	17DUR|289VULN|3MBVNT|47DMG|5RCR|67aCGEN|7BPWR
522	61141 87114	   	163.22	ACR|3VULN|2DMG|2DUR	17DUR|289VULN|3MBVNT|47DMG|5RCR|67CGEN|7BPWR|aLWND
523	61141 87144	   	163.22	ACR|3VULN|2DMG|2DUR	17DUR|28aVULN|3MBVNT|47DMG|5RCR|67CGEN|7BPWR|9LIT
524	21431 27128	   	163.22	ACR|3VULN|2DMG|2DUR	17aMLV|2aDUST|378VULN|4MBVNT|5RCR|67DMG|7aBPWR|9aDUR
525	61151 27111	   	163.22	ACR|3VULN|2DMG|2DUR	17DUR|289VULN|3MBVNT|47MLV|5RCR|67DMG|7BPWR|aFEWX
526	61151 27113	   	163.22	ACR|3VULN|2DMG|2DUR	17DUR|289VULN|3MBVNT|47MLV|5RCR|67DMG|7BPWR|aCGEN
527	61151 27144	   	163.22	ACR|3VULN|2DMG|2DUR	17DUR|28aVULN|3MBVNT|47MLV|5RCR|67DMG|7BPWR|9LIT
528	61431 14438	   	163.22	ACR|3VULN|2DMG|2DUR	1aDUR|26aVULN|37CGEN|4MBVNT|5RCR|8FEWX|9aDMG|aBPWR
529	45322 36213	   	163.21	DCR|2VULN|2DMG|3CDMG	13aCDMG|24VULN|5aDMG|6TLV|7RCR|8DUST|9aFEWX|aBPWR
530	62431 35211	   	163.20	DCR|2DMG|1AART|1VULN|2DUR|1ASPD	12DUR|3CGEN|4AART|59DMG|6VULN|7ASPD|8RCR|aFEWX
531	62431 35212	   	163.20	DCR|2DMG|1AART|1VULN|2DUR|1ASPD	12DUR|3CGEN|4AART|59DMG|6VULN|7ASPD|8RCR|aMLV
532	41113 63123	   	163.18	DCR|2VULN|2DMG|2CDMG|1ZMB	1aCDMG|2NUKE|3TLV|4aDMG|58DUST|6ZMB|7aVULN|9RCR|aBPWR
533	11236 51322	   	163.17	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1LEGI|23CGEN|4aAART|5CDMG|6RCR|7DUR|8DMG|9VULN
534	31254 47336	 * 	163.17	DCR|3VULN|2DMG|1AART|1CDMG|2MSE	19MSE|279VULN|3AART|4MBVNT|5MLV|6CDMG|89DMG|9BPWR|aRCR
535	21431 27362	   	163.12	ACR|3DMG|2VULN|2DUR	17MLV|2DUST|37VULN|4MBVNT|5RCR|679DMG|7BPWR|8aDUR
536	61141 37142	   	163.12	ACR|3VULN|2DMG|2DUR	17DUR|278VULN|3MBVNT|47DMG|5RCR|69RMIN|7BPWR|aTLV
537	61141 37144	   	163.12	ACR|3VULN|2DMG|2DUR	17DUR|278VULN|3MBVNT|47DMG|5RCR|69RMIN|7BPWR|aDUST
538	61141 37147	   	163.12	ACR|3VULN|2DMG|2DUR	17DUR|278VULN|3MBVNT|47DMG|5RCR|69RMIN|7BPWR|aLEGI
539	61141 37162	   	163.12	ACR|3VULN|2DMG|2DUR	17DUR|278VULN|3MBVNT|47DMG|5RCR|6RMIN|7BPWR|9RPLT|aTLV
540	61141 37415	   	163.12	ACR|3DMG|2VULN|2DUR	17DUR|27VULN|3MBVNT|47aDMG|5RCR|6RMIN|7BPWR|8BELT|9DUST
541	61141 37421	   	163.12	ACR|3DMG|2VULN|2DUR	17DUR|27VULN|3MBVNT|479DMG|5RCR|6RMIN|7BPWR|8BELT|aCANSTR
542	61141 37423	   	163.12	ACR|3DMG|2VULN|2DUR	17DUR|27VULN|3MBVNT|479DMG|5RCR|6RMIN|7BPWR|8BELT|aDUST
543	61141 37427	   	163.12	ACR|3DMG|2VULN|2DUR	17DUR|27VULN|3MBVNT|479DMG|5RCR|6RMIN|7BPWR|8BELT|aERES
544	61141 37431	   	163.12	ACR|3VULN|2DMG|2DUR	17DUR|279VULN|3MBVNT|47DMG|5RCR|6RMIN|7BPWR|8BELT|aDUST
545	61141 37432	   	163.12	ACR|3VULN|2DMG|2DUR	17DUR|279VULN|3MBVNT|47DMG|5RCR|6RMIN|7BPWR|8BELT|aERES
546	61141 37438	   	163.12	ACR|3VULN|2DMG|2DUR	17DUR|279VULN|3MBVNT|47DMG|5RCR|6RMIN|7BPWR|8BELT|aCANSTR
547	61141 37531	   	163.12	ACR|3DMG|2VULN|2DUR	17DUR|27VULN|3MBVNT|479DMG|5RCR|6RMIN|7BPWR|8ERES|aLIT
548	61141 37534	   	163.12	ACR|3DMG|2VULN|2DUR	17DUR|27VULN|3MBVNT|479DMG|5RCR|6RMIN|7BPWR|8ERES|aRPLT
549	61141 61245	   	163.12	ACR|3DMG|2VULN|2DUR	17DUR|27VULN|3MBVNT|47aDMG|5RCR|6BELT|7BPWR|8LWND|9TLV
550	61141 61337	   	163.12	ACR|3VULN|2DMG|2DUR	17DUR|279VULN|3MBVNT|47DMG|5RCR|6BELT|7BPWR|8RPLT|aTLV
551	61141 61445	   	163.12	ACR|3DMG|2VULN|2DUR	17DUR|27VULN|3MBVNT|47aDMG|5RCR|6BELT|7BPWR|8FEWX|9TLV
552	61141 61483	   	163.12	ACR|3VULN|2DMG|2DUR	17DUR|279VULN|3MBVNT|47DMG|5RCR|6BELT|7BPWR|8FEWX|aLSRHEA
553	61141 61484	   	163.12	ACR|3VULN|2DMG|2DUR	17DUR|279VULN|3MBVNT|47DMG|5RCR|6BELT|7BPWR|8FEWX|aDUST
554	61141 61821	   	163.12	ACR|3DMG|2VULN|2DUR	17DUR|27VULN|3MBVNT|479DMG|5RCR|6BELT|7BPWR|8ERES|aMGNSTR
555	61141 61822	   	163.12	ACR|3DMG|2VULN|2DUR	17DUR|27VULN|3MBVNT|479DMG|5RCR|6BELT|7BPWR|8ERES|aRPLT
556	61141 61823	   	163.12	ACR|3DMG|2VULN|2DUR	17DUR|27VULN|3MBVNT|479DMG|5RCR|6BELT|7BPWR|8ERES|aRMIN
557	61141 61824	   	163.12	ACR|3DMG|2VULN|2DUR	17DUR|27VULN|3MBVNT|479DMG|5RCR|6BELT|7BPWR|8ERES|aFEWX
558	61141 61833	   	163.12	ACR|3VULN|2DMG|2DUR	17DUR|279VULN|3MBVNT|47DMG|5RCR|6BELT|7BPWR|8ERES|aLHND
559	61141 61834	   	163.12	ACR|3VULN|2DMG|2DUR	17DUR|279VULN|3MBVNT|47DMG|5RCR|6BELT|7BPWR|8ERES|aCGEN
560	61141 87112	   	163.12	ACR|3VULN|2DMG|2DUR	17DUR|289VULN|3MBVNT|47DMG|5RCR|67CGEN|7BPWR|aTLV
561	61151 27112	   	163.12	ACR|3VULN|2DMG|2DUR	17DUR|289VULN|3MBVNT|47MLV|5RCR|67DMG|7BPWR|aTLV
562	61151 27114	   	163.12	ACR|3VULN|2DMG|2DUR	17DUR|289VULN|3MBVNT|47MLV|5RCR|67DMG|7BPWR|aDUST
563	64213 31351	 * 	163.11	DCR|3VULN|2AART|3DUR	156DUR|2MLV|3CGEN|456VULN|56BPWR|78AART|9RCR|aBEXP
564	64213 31352	   	163.11	DCR|3VULN|2AART|3DUR	156DUR|2MLV|3CGEN|456VULN|56BPWR|78AART|9RCR|aRMIN
565	64213 31353	   	163.11	DCR|3VULN|2AART|3DUR	156DUR|2aMLV|3CGEN|456VULN|56BPWR|78AART|9RCR
566	61141 52153	 * 	163.10	ACR|3VULN|1DMG|3DUR|1CDMG	18aDUR|27aVULN|3MBVNT|4DMG|5RCR|6CDMG|9aMLV|aBPWR
567	61141 52373	   	163.10	ACR|3VULN|1DMG|3DUR|1CDMG	19aDUR|27aVULN|3MBVNT|4DMG|5RCR|6CDMG|8aMLV|aBPWR
568	61141 17111	   	163.02	ACR|3VULN|2DMG|2DUR	17DUR|289VULN|3MBVNT|47DMG|5RCR|67ERES|7BPWR|aFEWX
569	61141 17113	   	163.02	ACR|3VULN|2DMG|2DUR	17DUR|289VULN|3MBVNT|47DMG|5RCR|67ERES|7BPWR|aCGEN
570	61141 17117	   	163.02	ACR|3VULN|2DMG|2DUR	17DUR|289VULN|3MBVNT|47DMG|5RCR|67ERES|7BPWR|aDMSP
571	61141 17143	   	163.02	ACR|3VULN|2DMG|2DUR	17DUR|28aVULN|3MBVNT|47DMG|5RCR|67ERES|7BPWR|9LIT
572	61141 17824	   	163.02	ACR|3DMG|2VULN|2DUR	17DUR|2aVULN|3MBVNT|478DMG|5RCR|67ERES|7BPWR|9LWND
573	61141 23112	   	163.02	ACR|3DMG|2VULN|2DUR	18DUR|2aVULN|3MBVNT|469DMG|5RCR|7BELT
574	61141 24128	   	163.02	ACR|3DMG|2VULN|2DUR	19DUR|28VULN|3MBVNT|46aDMG|5RCR|7CGEN
575	61141 24418	   	163.02	ACR|3DMG|2VULN|2DUR	18DUR|29VULN|3MBVNT|46aDMG|5RCR|7CGEN
576	61141 37532	   	163.02	ACR|3DMG|2VULN|2DUR	17DUR|27VULN|3MBVNT|479DMG|5RCR|6RMIN|7BPWR|8aERES
577	61141 37533	   	163.02	ACR|3DMG|2VULN|2DUR	17DUR|27VULN|3MBVNT|479DMG|5RCR|6RMIN|7BPWR|8ERES|aDUST
578	61141 37842	   	163.02	ACR|3VULN|2DMG|2DUR	17DUR|27aVULN|3MBVNT|47DMG|5RCR|6RMIN|7BPWR|8VENICY|9ERES
579	61141 61831	   	163.02	ACR|3VULN|2DMG|2DUR	17DUR|279VULN|3MBVNT|47DMG|5RCR|6BELT|7BPWR|8ERES|aDUST
580	61141 61832	   	163.02	ACR|3VULN|2DMG|2DUR	17DUR|279VULN|3MBVNT|47DMG|5RCR|6BELT|7BPWR|8aERES
581	61141 42553	   	162.97	ACR|3DMG|2VULN|2DUR|1SELL	1aDUR|27VULN|3MBVNT|48aDMG|5RCR|6SELL|9aMLV|aBPWR
582	61141 17112	   	162.92	ACR|3VULN|2DMG|2DUR	17DUR|289VULN|3MBVNT|47DMG|5RCR|67ERES|7BPWR|aTLV
583	61141 17114	   	162.92	ACR|3VULN|2DMG|2DUR	17DUR|289VULN|3MBVNT|47DMG|5RCR|67ERES|7BPWR|aDUST
584	61141 17844	   	162.92	ACR|3DMG|2VULN|2DUR	17DUR|2aVULN|3MBVNT|478DMG|5RCR|67ERES|7BPWR|9DUST
