0	Index      	 *	Score 	Summary	Detail	
1	26422 46134	 * 	190.42	ACR|2VULN|2DMG|1AART|2ASPD|1DUR	19CGEN|2RCR|3AART|4MBVNT|59DMG|6aVULN|7DUR|89ASPD|9BPWR
489	26424 52311	   	163.05	ACR|2VULN|1AART|1DMG|1ZMB	1CGEN|2RCR|3AART|4MBVNT|56VULN|7ZMB|8FEWX|9DUST|aDMG
490	26426 41231	   	163.05	ACR|2VULN|1AART|1DMG|1ZMB	1CGEN|2RCR|3AART|4MBVNT|5ZMB|68VULN|7DUST|9FEWX|aDMG
491	26412 35111	   	163.04	ACR|3ZMB|1AART|1DMG|1VULN	147CGEN|2RCR|3AART|57DUST|679ZMB|7BPWR|8VULN|aDMG
492	26251 54222	   	162.99	ACR|2VULN|1AART|1DMG|1CDMG	1aCGEN|2RCR|3LWND|4MBVNT|5aMGNLIT|6DMG|7CDMG|8AART|9aVULN|aBPWR
493	26422 12246	   	162.96	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG	1CGEN|2RCR|3AART|4MBVNT|5DMG|6ERES|78ZMB|9CDMG|aVULN
494	26422 12273	   	162.96	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG	1CGEN|2RCR|3AART|4MBVNT|5DMG|6ERES|78ZMB|9VULN|aCDMG
495	26422 12811	   	162.95	ACR|2DMG|1AART|1VULN|1ZMB	1CGEN|2RCR|3AART|4MBVNT|5aDMG|6ERES|7ZMB|8VULN|9DUST
496	26424 52111	   	162.95	ACR|2VULN|1AART|1DMG|1ZMB	1CGEN|2RCR|3AART|4MBVNT|56VULN|7ZMB|8LEGI|9DUST|aDMG
497	26426 41211	   	162.95	ACR|2VULN|1AART|1DMG|1ZMB	1CGEN|2RCR|3AART|4MBVNT|5ZMB|68VULN|79DUST|aDMG
498	63341 53343	   	162.91	DCR|2AART|2DMG|1VULN|1DUR	1aDMG|2LWND|39AART|4MBVNT|5DUR|6VULN|7LHND|8RCR
499	63341 61343	   	162.91	DCR|2AART|2DMG|1VULN|1DUR	1aDMG|2LWND|39AART|4MBVNT|5DUR|6LHND|7VULN|8RCR
500	63365 33213	   	162.89	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	18DMG|2LWND|3AART|4ERES|5RCR|6LHND|7ZMB|9DUR|aVULN
501	64323 23333	   	162.81	DCR|2VULN|2DMG|1AART	18DMG|25VULN|3RPLT|4CGEN|6RCR|7FEWX|9MLV|aAART
502	26254 54222	   	162.79	ACR|2VULN|1AART|1DMG|1CDMG	1aCGEN|2RCR|3LWND|4MBVNT|5aLSRREG|6DMG|7CDMG|8AART|9aVULN|aBPWR
503	64323 26223	   	162.78	DCR|4VULN|1DMG|1ZMB	1DMG|2578VULN|3RPLT|4CGEN|6RCR|9ZMB|aLHND
504	64323 21221	   	162.78	DCR|4VULN|1DMG|1ZMB	1DMG|258aVULN|3RPLT|4CGEN|6RCR|7DMSP|9ZMB
505	64323 24221	   	162.78	DCR|4VULN|1DMG|1ZMB	1DMG|258aVULN|3RPLT|47CGEN|6RCR|9ZMB
506	64323 26222	   	162.68	DCR|4VULN|1DMG|1ZMB	1DMG|2578VULN|3RPLT|4CGEN|6RCR|9ZMB|aERES
507	26433 13262	   	162.67	ACR|2AART|3ZMB|1VULN|1ASPD	1CGEN|2RCR|34AART|579ZMB|6ASPD|8VULN|aRCVC
508	14633 23612	   	162.65	DCR|2VULN|2AART|1DMG|1DUR|1ASPD	1ASPD|28VULN|3DMG|4FEWX|5CANSTR|6DUR|79AART|aRCR
509	26632 11263	   	162.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2RCR|38FEWX|4ZMB|5DUR|6VULN|7CDMG|9AART|aDMG
510	52323 35244	 * 	162.62	DCR|3DMG|2VULN|1CDMG	1LWND|28VULN|3RCVC|467DMG|5MBVNT|9CDMG|aRCR
511	63324 42322	   	162.58	DCR|3VULN|1AART|1DMG	1DMG|2LWND|3AART|4BEXP|5SNIHEL|6LHND|7RCR|89aVULN
512	63342 83112	   	162.57	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	15DMG|2LWND|3AART|4MBVNT|6RCVC|7ZMB|8VULN|9RCR|aDUR
513	14631 24212	   	162.56	DCR|3VULN|1DMG|1ZMB|1ASPD|1DUR	1ASPD|28aVULN|3DMG|49FEWX|5ZMB|6RCR|7DUR
514	26362 21133	   	162.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2RCR|3RPLT|4DUR|5VULN|6BASHEA|7CDMG|8DMG|9AART|aZMB
515	63315 12263	   	162.53	ACR|2VULN|2DMG|1AART	18DMG|2LWND|3AART|4CGEN|5RCR|6ERES|7LHND|9aVULN
516	63315 23263	   	162.53	ACR|2VULN|2DMG|1AART	18DMG|2LWND|3AART|4CGEN|5RCR|6LHND|7TLV|9aVULN
517	26321 24161	   	162.49	ACR|2AART|2DMG|1VULN	14CGEN|2RCR|3RPLT|58AART|67DMG|9VULN|aMLV
518	14323 26221	   	162.48	DCR|5VULN|1ZMB|1ASPD	1ASPD|2578aVULN|3RPLT|4CGEN|6RCR|9ZMB
519	66162 13123	 * 	162.48	DCR|3DMG|1VULN|2ASPD|1FLTHEA	15aDMG|2RMIN|35ASPD|4RPLT|5BPWR|6ERES|7RCR|8VULN|9FLTHEA
520	63223 35412	   	162.42	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	13DMG|23LWND|3BPWR|4CDMG|5RPLT|6VULN|7AART|8RCVC|9RCR|aDUR
521	26321 24162	   	162.39	ACR|2AART|2DMG|1VULN	14CGEN|2RCR|3RPLT|58AART|67DMG|9VULN|aDUST
522	26321 24163	   	162.39	ACR|2AART|2DMG|1VULN	14CGEN|2RCR|3RPLT|58AART|67DMG|9VULN|aLSRREG
523	64223 35244	   	162.32	DCR|3DMG|2VULN|1CDMG	167DMG|28VULN|3LWND|4RCVC|5MBVNT|9CDMG|aRCR
524	26612 11321	   	162.22	ACR|2VULN|1AART|1CDMG|1FLTHEA|1DUR	1CGEN|2RCR|3FEWX|4RMIN|5DUR|68VULN|7CDMG|9FLTHEA|aAART
525	26623 11321	   	162.22	ACR|2VULN|1AART|1CDMG|1FLTHEA|1DUR	1CGEN|2RCR|3FEWX|4DUR|5RMIN|68VULN|7CDMG|9FLTHEA|aAART
526	26343 53213	   	162.15	ACR|2VULN|1AART|1DMG|1ZMB	1CGEN|2RCR|3RPLT|4RCVC|5BEXP|6DMG|7ZMB|89VULN|aAART
527	11123 64521	   	162.13	DCR|3VULN|1DMG|2ASPD|1ZMB	13ASPD|2ERES|49aVULN|5ZMB|6RCR|7DMG|8CGEN
528	46612 11321	   	162.12	ACR|2VULN|1AART|1FLTHEA|1CDMG|1DUR	1ERES|2RCR|3FEWX|4RMIN|5DUR|68VULN|7CDMG|9FLTHEA|aAART
529	46623 11321	   	162.12	ACR|2VULN|1AART|1FLTHEA|1CDMG|1DUR	1ERES|2RCR|3FEWX|4DUR|5RMIN|68VULN|7CDMG|9FLTHEA|aAART
530	24151 26211	   	162.08	DCR|2VULN|2AART|1DMG|1ZMB	1CGEN|25VULN|35DUST|4MBVNT|5BPWR|6ZMB|78AART|9RCR|aDMG
531	26326 34121	   	162.05	ACR|1AART|1DMG|1VULN|1FLTHEA|1ZMB|1ASPD	14CGEN|2RCR|3RPLT|5ZMB|6DMG|7ASPD|8VULN|9FLTHEA|aAART
532	26536 21232	 * 	162.05	ACR|3VULN|1DMG|2ZMB|1ASPD|1SELL	1CGEN|2RCR|3SELL|489VULN|56ZMB|7ASPD|aDMG
533	26536 23212	 * 	162.05	ACR|3VULN|1DMG|2ZMB|1DUR|1SELL	1CGEN|2RCR|3SELL|489VULN|56ZMB|7DUR|aDMG
534	11123 62226	   	162.03	DCR|3VULN|1DMG|2ASPD|1ZMB	13ASPD|27ERES|489VULN|5ZMB|6RCR|aDMG
535	52323 25262	   	162.02	DCR|4VULN|1DMG|1DUR	1LWND|289aVULN|3RCVC|4DMG|5MBVNT|6RCR|7DUR
536	26421 53144	   	161.98	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1CGEN|2RCR|3AART|4MBVNT|5DUR|6VULN|7TLV|8ASPD|9CDMG|aDMG
537	26424 46144	   	161.98	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1CGEN|2RCR|3AART|4MBVNT|5VULN|6ERES|7DUR|8ASPD|9CDMG|aDMG
538	24432 25211	   	161.97	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	1CGEN|2VULN|38AART|47DUR|5CDMG|6RPLT|9RCR|aDMG
539	26413 12235	   	161.91	ACR|3AART|1VULN|1CDMG|1ZMB|1ASPD	14CGEN|2RCR|39aAART|5ZMB|6ASPD|7CDMG|8VULN
540	26433 12222	   	161.91	ACR|3AART|1VULN|1CDMG|1ZMB|1ASPD	1CGEN|2RCR|34aAART|5ZMB|6ASPD|7CDMG|8VULN|9RPLT
541	26433 12233	   	161.91	ACR|3AART|1VULN|1CDMG|1ZMB|1ASPD	1CGEN|2RCR|349AART|5ZMB|6ASPD|7CDMG|8VULN|aFEWX
542	26433 12234	   	161.91	ACR|3AART|1VULN|1CDMG|1ZMB|1ASPD	1CGEN|2RCR|349AART|5ZMB|6ASPD|7CDMG|8VULN|aRPLT
543	26433 12332	   	161.91	ACR|3AART|1VULN|1CDMG|1ZMB|1ASPD	1CGEN|2RCR|349AART|5ZMB|6ASPD|7CDMG|8LWND|aVULN
544	14263 13136	   	161.91	DCR|3VULN|1AART|1CDMG|1ASPD	1ASPD|28aVULN|3LWND|4LIT|5CDMG|6RCR|7DUST|9AART
545	11123 63232	   	161.89	DCR|3VULN|1DMG|2ASPD|1ZMB|1SELL	13ASPD|2ERES|489VULN|5ZMB|6RCR|7SELL|aDMG
546	26433 12231	   	161.81	ACR|3AART|1VULN|1CDMG|1ZMB|1ASPD	1CGEN|2RCR|349AART|5ZMB|6ASPD|7CDMG|8VULN|aDUST
547	24432 62111	 * 	161.80	DCR|2VULN|1AART|2ASPD|1CDMG|2DUR	17CGEN|27VULN|3AART|48DUR|5CDMG|67ASPD|7BPWR|9RCR|aMLV
548	63223 35413	   	161.79	DCR|2DMG|1AART|1VULN|2CDMG	13DMG|23LWND|3BPWR|4aCDMG|5RPLT|6VULN|7AART|8RCVC|9RCR
549	63252 25133	   	161.78	DCR|3DMG|1AART|1VULN	137DMG|237LWND|37BPWR|478FEWX|5BELT|6RCR|9AART|aVULN
550	63252 25333	   	161.78	DCR|3DMG|1AART|1VULN	137DMG|237LWND|378BPWR|478FEWX|5BELT|6RCR|9AART|aVULN
551	26436 22213	   	161.78	ACR|3AART|2VULN|1ASPD|1DUR	1CGEN|2RCR|348AART|5ASPD|6LWND|7DUR|9aVULN
552	26436 32213	   	161.78	ACR|3AART|2VULN|1ASPD|1DUR	1CGEN|2RCR|348AART|5ASPD|6LHND|7DUR|9aVULN
553	64163 12131	   	161.78	DCR|2VULN|2DMG|2CDMG	19DMG|29VULN|3aDUST|4LIT|59CDMG|6RCR|7RCVC|8BELT|9BPWR
554	64163 12132	   	161.78	DCR|2VULN|2DMG|2CDMG	19DMG|29VULN|3DUST|4LIT|59CDMG|6RCR|7RCVC|8BELT|9BPWR|aERES
555	64163 12133	   	161.78	DCR|2VULN|2DMG|2CDMG	19DMG|29VULN|3DUST|4LIT|59CDMG|6RCR|7RCVC|8BELT|9BPWR|aBASHEA
556	64121 42212	   	161.75	DCR|2VULN|2DMG|1AART|1DUR	16DMG|28VULN|3DUST|4DUR|5LSRHEA|7AART|9CGEN|aRCR
557	63223 24125	   	161.72	DCR|2VULN|2DMG|1CDMG|1ZMB|1SELL	13DMG|23LWND|3BPWR|4CDMG|5RPLT|6SELL|7RCR|89VULN|aZMB
558	64333 32532	 * 	161.72	DCR|3VULN|2DMG|1CDMG	19DMG|279VULN|3RPLT|4CDMG|5CANSTR|6RCVC|89ERES|9BPWR|aRCR
559	64333 32632	   	161.72	DCR|3VULN|2DMG|1CDMG	19DMG|279VULN|3RPLT|4CDMG|5CANSTR|6RCVC|89TLV|9BPWR|aRCR
560	26135 43121	   	161.70	ACR|1AART|1DMG|1VULN|1FLTHEA|1ZMB|1ASPD|1SELL	1CGEN|2RCR|3DUST|4ZMB|5ASPD|6DMG|7SELL|8VULN|9FLTHEA|aAART
561	24432 62112	   	161.70	DCR|2VULN|1AART|2ASPD|1CDMG|2DUR	17CGEN|27VULN|3AART|48DUR|5CDMG|67ASPD|7BPWR|9RCR|aDUST
562	24432 62113	   	161.70	DCR|2VULN|1AART|2ASPD|1CDMG|2DUR	17CGEN|27VULN|3AART|48DUR|5CDMG|67ASPD|7BPWR|9RCR|aLSRREG
563	26643 11313	   	161.69	ACR|2VULN|1AART|1DMG|1CDMG	1CGEN|2RCR|3FEWX|4BEXP|5RMIN|69VULN|7CDMG|8DMG|aAART
564	26312 56321	   	161.69	ACR|2DMG|1AART|1VULN|1FLTHEA	1CGEN|2RCR|3RPLT|45BEXP|68DMG|7VULN|9FLTHEA|aAART
565	26323 56321	   	161.69	ACR|2DMG|1AART|1VULN|1FLTHEA	14CGEN|2RCR|3RPLT|5BEXP|68DMG|7VULN|9FLTHEA|aAART
566	64121 42222	   	161.65	DCR|2VULN|2DMG|1AART|1DUR	16DMG|28VULN|3DUST|4DUR|5LSRHEA|7AART|9TLV|aRCR
567	11367 33417	   	161.62	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|2ERES|3RMIN|4MBVNT|57aVULN|6DMG|8AART|9RCR
568	26421 51222	   	161.61	ACR|3VULN|1AART|1ASPD|1DUR	1CGEN|2RCR|3AART|4MBVNT|5DUR|679VULN|8MGNSTR|aASPD
569	26143 11313	   	161.59	ACR|2VULN|1AART|1DMG|1CDMG	1CGEN|2RCR|3DUST|4BEXP|5RMIN|69VULN|7CDMG|8DMG|aAART
570	61553 31211	   	161.59	DCR|2DMG|1AART|1VULN|2CDMG	17DMG|26ERES|37CDMG|4AART|57LWND|7BPWR|8VULN|9RCR|aMLV
571	63163 12336	   	161.58	DCR|2VULN|1AART|1DMG|1CDMG	1DMG|2LWND|3DUST|4LIT|5CDMG|6RCR|7RCVC|8aVULN|9AART
572	26435 31222	   	161.57	ACR|2AART|2DMG|1ZMB|1DUR	1CGEN|2RCR|34AART|5FEWX|6ZMB|7MLV|89DMG|aDUR
573	26435 33222	   	161.57	ACR|2AART|2DMG|1ZMB|1DUR	1CGEN|2RCR|34AART|5FEWX|6ZMB|7RMIN|89DMG|aDUR
574	26433 51221	   	161.57	ACR|2AART|2DMG|1ZMB|1DUR	1CGEN|2RCR|34AART|5ZMB|6DUR|7MLV|89DMG|aFEWX
575	26433 51222	   	161.57	ACR|2AART|2DMG|1ZMB|1DUR	1aCGEN|2RCR|34AART|5ZMB|6DUR|7MLV|89DMG
576	26433 53231	   	161.57	ACR|2AART|2DMG|1ZMB|1DUR	1CGEN|2RCR|34AART|5ZMB|6DUR|7LIT|8RMIN|9aDMG
577	46431 23222	   	161.57	ACR|2AART|2DMG|1ZMB|1DUR	19ERES|2RCR|3aAART|49LWND|5DUR|6RMIN|7ZMB|89DMG|9BPWR
578	26433 21222	   	161.57	ACR|2AART|2DMG|1ZMB|1DUR	1CGEN|2RCR|34AART|5ZMB|6FEWX|7MLV|89DMG|aDUR
579	26433 23222	   	161.57	ACR|2AART|2DMG|1ZMB|1DUR	1CGEN|2RCR|34AART|5ZMB|6FEWX|7RMIN|89DMG|aDUR
580	26433 31226	   	161.57	ACR|2AART|2DMG|1ZMB|1DUR	1CGEN|2RCR|34AART|5ZMB|6BEXP|7MLV|89DMG|aDUR
581	52323 25264	   	161.57	DCR|3VULN|1DMG|1CDMG|1DUR	1LWND|289VULN|3RCVC|4DMG|5MBVNT|6RCR|7DUR|aCDMG
582	52323 23368	   	161.56	DCR|2DMG|1AART|1VULN|2DUR	1aLWND|2VULN|3RCVC|4aDMG|5MBVNT|6RCR|7RPLT|8aDUR|9AART|aBPWR
583	26422 44541	   	161.56	ACR|2AART|1VULN|1DMG|1CDMG	1CGEN|2RCR|37AART|4MBVNT|5DMG|6VULN|8RCVC|9CDMG|aMLV
584	52323 46217	   	161.52	DCR|2VULN|2AART|1DMG|1ASPD	1LWND|2aVULN|3RCVC|4DMG|5MBVNT|6ASPD|78AART|9RCR
585	26421 51422	   	161.51	ACR|3VULN|1AART|1ASPD|1DUR	1CGEN|2RCR|3AART|4MBVNT|5DUR|679VULN|8AIRHEL|aASPD
586	46143 11313	   	161.49	ACR|2VULN|1AART|1DMG|1CDMG	1ERES|2RCR|3DUST|4BEXP|5RMIN|69VULN|7CDMG|8DMG|aAART
587	61553 31212	   	161.49	DCR|2DMG|1AART|1VULN|2CDMG	17DMG|26ERES|37CDMG|4AART|57LWND|7BPWR|8VULN|9RCR|aDUST
588	61553 31213	   	161.49	DCR|2DMG|1AART|1VULN|2CDMG	17DMG|26ERES|37CDMG|4AART|57LWND|7BPWR|8VULN|9RCR|aLSRREG
589	26632 11361	   	161.48	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CGEN|2RCR|3FEWX|4ZMB|5DUR|68VULN|7CDMG|9AART|aRCVC
590	26424 12274	   	161.47	ACR|2AART|2VULN|1ZMB|1DUR	16CGEN|2RCR|38AART|4MBVNT|59VULN|7ZMB|aDUR
591	26424 52214	   	161.47	ACR|2AART|2VULN|1ZMB|1DUR	1CGEN|2RCR|38AART|4MBVNT|56VULN|7ZMB|9RMIN|aDUR
592	26424 52223	   	161.47	ACR|2AART|2VULN|1ZMB|1ASPD	1CGEN|2RCR|38AART|4MBVNT|56VULN|7ZMB|9BEXP|aASPD
593	26424 52234	   	161.47	ACR|2AART|2VULN|1ZMB|1DUR	19CGEN|2RCR|38AART|4MBVNT|56VULN|7ZMB|aDUR
594	26432 31226	   	161.47	ACR|2AART|2DMG|1ZMB|1DUR	1CGEN|2RCR|34AART|5DUST|6ZMB|7MLV|89DMG|aDUR
595	26433 11133	   	161.47	ACR|2AART|2VULN|1ZMB|1ASPD	19CGEN|2RCR|34AART|5ZMB|6ASPD|7ERES|8aVULN
596	26433 11161	   	161.47	ACR|2AART|2VULN|1ZMB|1ASPD	1CGEN|2RCR|34AART|5ZMB|6ASPD|7ERES|89VULN|aFEWX
597	26433 11162	   	161.47	ACR|2AART|2VULN|1ZMB|1ASPD	1aCGEN|2RCR|34AART|5ZMB|6ASPD|7ERES|89VULN
598	26433 51223	   	161.47	ACR|2AART|2DMG|1ZMB|1DUR	1CGEN|2RCR|34AART|5ZMB|6DUR|7MLV|89DMG|aERES
599	26422 44542	   	161.46	ACR|2AART|1VULN|1DMG|1CDMG	1CGEN|2RCR|37AART|4MBVNT|5DMG|6VULN|8RCVC|9CDMG|aDUST
600	26422 44543	   	161.46	ACR|2AART|1DMG|1VULN|1CDMG	1CGEN|2RCR|37AART|4MBVNT|5DMG|6VULN|8RCVC|9CDMG|aLSRREG
601	44421 23231	   	161.46	DCR|2VULN|1AART|1DMG|2DUR	1ERES|28VULN|3AART|4BEXP|59DUR|6RCR|7TLV|aDMG
602	26432 61213	 * 	161.45	ACR|3AART|2DMG|1CDMG	1CGEN|2RCR|349AART|5DUST|68DMG|7MLV|aCDMG
603	26432 63233	   	161.45	ACR|3AART|2DMG|1CDMG	1CGEN|2RCR|349AART|5DUST|68DMG|7RMIN|aCDMG
604	52111 41161	   	161.43	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LWND|2VULN|3FEWX|4RPLT|5RCR|67DMG|8ASPD|9CDMG|aAART
605	14323 26321	   	161.41	DCR|3VULN|1AART|1FLTHEA|1ASPD	1ASPD|257VULN|3RPLT|4CGEN|6RCR|8BEXP|9FLTHEA|aAART
606	26424 51431	   	161.39	ACR|3VULN|2AART	1CGEN|2RCR|38AART|4MBVNT|569VULN|7RCVC|aFEWX
607	26424 51432	   	161.39	ACR|3VULN|2AART	1CGEN|2RCR|38AART|4MBVNT|569VULN|7RCVC|aRPLT
608	26433 23262	   	161.38	ACR|3AART|1VULN|1DMG|1ZMB	1CGEN|2RCR|34aAART|5ZMB|6FEWX|7RMIN|8DMG|9VULN
609	26424 53214	   	161.37	ACR|2AART|2VULN|1ZMB|1DUR	1CGEN|2RCR|38AART|4MBVNT|56VULN|7TLV|9ZMB|aDUR
610	26433 62133	   	161.37	ACR|2AART|2VULN|1ZMB|1DUR	1CGEN|2RCR|34AART|5ZMB|6aVULN|7DUR|8LEGI|9NUKE
611	26433 13263	   	161.37	ACR|2AART|3ZMB|1VULN|1ASPD	1CGEN|2RCR|34AART|579ZMB|6ASPD|8VULN|aBEXP
612	26532 42321	   	161.35	ACR|2VULN|1AART|1DMG|1FLTHEA|1SELL	1CGEN|2RCR|3SELL|45VULN|6DMG|7DUST|8BEXP|9FLTHEA|aAART
613	26533 28421	   	161.35	ACR|2VULN|1AART|1DMG|1FLTHEA|1SELL	17CGEN|2RCR|3SELL|47VULN|5MBVNT|67DUST|7BPWR|8DMG|9FLTHEA|aAART
614	26533 81313	   	161.35	ACR|2VULN|1AART|1DMG|1CDMG|1SELL	1CGEN|2RCR|3SELL|49VULN|5MBVNT|6RPLT|7CDMG|8DMG|aAART
615	64633 31333	 * 	161.32	DCR|3VULN|3DMG	139DMG|289VULN|46LIT|5MLV|79ERES|9BPWR|aRCR
616	26532 41231	   	161.29	ACR|4VULN|1DMG|1ASPD|1SELL	1CGEN|2RCR|3SELL|4589VULN|6DMG|7ASPD|aLSRICY
617	26532 43231	   	161.29	ACR|4VULN|1DMG|1DUR|1SELL	1CGEN|2RCR|3SELL|458aVULN|6DMG|7DUR|9RMIN
618	26532 24212	   	161.29	ACR|4VULN|1DMG|1ASPD|1SELL	1CGEN|2RCR|3SELL|4589VULN|6LHND|7ASPD|aDMG
619	26424 11274	   	161.29	ACR|2VULN|1AART|1DMG|1DUR	16CGEN|2RCR|3AART|4MBVNT|59VULN|7RCVC|8DMG|aDUR
620	26424 51214	   	161.29	ACR|2VULN|1AART|1DMG|1DUR	1CGEN|2RCR|3AART|4MBVNT|56VULN|7RCVC|8DMG|9RMIN|aDUR
621	26424 51234	   	161.29	ACR|2VULN|1AART|1DMG|1DUR	19CGEN|2RCR|3AART|4MBVNT|56VULN|7RCVC|8DMG|aDUR
622	26424 51433	   	161.29	ACR|3VULN|2AART	1CGEN|2RCR|38AART|4MBVNT|569VULN|7RCVC|aERES
623	26424 51434	   	161.29	ACR|3VULN|2AART	1CGEN|2RCR|38AART|4MBVNT|569VULN|7RCVC|aTLV
624	26422 24215	   	161.28	ACR|3AART|1DMG|1VULN|1ZMB	1CGEN|2RCR|378AART|4MBVNT|5DMG|6LHND|9VULN|aZMB
625	26432 33262	   	161.28	ACR|3AART|1VULN|1DMG|1ZMB	1CGEN|2RCR|34aAART|5DUST|6ZMB|7RMIN|8DMG|9VULN
626	61233 62422	   	161.25	DCR|2VULN|2DMG|1AART|1DUR	16DMG|2ERES|3BEXP|47VULN|5MGNSTR|8AART|9DUR|aRCR
627	46533 14421	   	161.25	ACR|2VULN|1AART|1DMG|1FLTHEA|1SELL	1ERES|2RCR|3SELL|47VULN|5MBVNT|6BEXP|8DMG|9FLTHEA|aAART
628	64632 11333	   	161.22	DCR|3VULN|3DMG	139DMG|289VULN|45LIT|6TLV|79ERES|9BPWR|aRCR
629	14223 36217	   	161.22	DCR|2VULN|2AART|1DMG|1ASPD	1ASPD|2aVULN|3LWND|4RCVC|5MBVNT|6DMG|78AART|9RCR
630	26532 41233	   	161.19	ACR|4VULN|1DMG|1ASPD|1SELL	1CGEN|2RCR|3SELL|4589VULN|6DMG|7ASPD|aTLV
631	26532 43121	   	161.19	ACR|4VULN|1DMG|1DUR|1SELL	1CGEN|2RCR|3SELL|459aVULN|6DMG|7DUR|8TLV
632	26532 43213	   	161.19	ACR|4VULN|1DMG|1DUR|1SELL	1CGEN|2RCR|3SELL|4589VULN|6DMG|7DUR|aTLV
633	26422 11414	   	161.19	ACR|2VULN|1AART|1DMG|1DUR	1CGEN|2RCR|3AART|4MBVNT|5DMG|6ERES|7RCVC|8aVULN|9DUR
634	26422 11234	   	161.19	ACR|2DMG|1AART|1VULN|1DUR	1CGEN|2RCR|3AART|4MBVNT|58DMG|6ERES|7RCVC|9VULN|aDUR
635	62341 62112	   	161.19	DCR|2AART|1VULN|1DMG|2CDMG|1DUR	1DMG|2MLV|3DUR|45CDMG|68AART|7BEXP|9RCR|aVULN
636	26226 33261	   	161.19	ACR|3VULN|2DMG	1CGEN|2RCR|3LWND|4RCVC|58DMG|679VULN|aDMSP
637	26226 33263	   	161.19	ACR|3VULN|2DMG	1CGEN|2RCR|3aLWND|4RCVC|58DMG|679VULN
638	26433 25121	   	161.16	ACR|2AART|1DMG|1VULN|2ZMB	17CGEN|2RCR|34AART|57ZMB|67aFEWX|7BPWR|8VULN|9DMG
639	26433 25123	   	161.16	ACR|2AART|1DMG|1VULN|2ZMB	17CGEN|2RCR|34AART|57ZMB|67FEWX|7BPWR|8VULN|9DMG|aLWND
640	26433 35121	   	161.16	ACR|2AART|1DMG|1VULN|2ZMB	17CGEN|2RCR|34AART|57ZMB|67BEXP|7BPWR|8VULN|9DMG|aFEWX
641	26433 35122	   	161.16	ACR|2AART|1DMG|1VULN|2ZMB	17CGEN|2RCR|34AART|57ZMB|67BEXP|7BPWR|8VULN|9DMG|aLWND
642	46533 23421	   	161.15	ACR|2VULN|1AART|1DMG|1FLTHEA|1SELL	17ERES|2RCR|3SELL|47VULN|5MBVNT|67DUST|7BPWR|8DMG|9FLTHEA|aAART
643	52334 22445	 * 	161.14	DCR|3DMG|1VULN|2CDMG	1aLWND|2VULN|3RCVC|4BELT|58aDMG|6RCR|7MBVNT|9aCDMG|aBPWR
644	24432 32116	   	161.14	DCR|2AART|2VULN|1CDMG|1ASPD|1DUR	1CGEN|27VULN|36AART|4DUR|5CDMG|8MLV|9RCR|aASPD
645	64323 25321	   	161.08	DCR|2VULN|1AART|1DMG|1FLTHEA	1DMG|25VULN|3RPLT|4CGEN|6RCR|7RCVC|8BEXP|9FLTHEA|aAART
646	26433 25122	   	161.06	ACR|2AART|1DMG|1VULN|2ZMB	17CGEN|2RCR|34AART|57ZMB|67FEWX|7BPWR|8VULN|9DMG|aMBVNT
647	26433 35123	   	161.06	ACR|2AART|1DMG|1VULN|2ZMB	17CGEN|2RCR|34AART|57ZMB|67BEXP|7BPWR|8VULN|9DMG|aMBVNT
648	52323 23684	   	161.06	DCR|2VULN|2DMG|1ZMB|1DUR	18LWND|28VULN|3RCVC|48DMG|5MBVNT|6RCR|7RPLT|8BPWR|9ZMB|aDUR
649	26362 21112	 * 	160.98	ACR|3VULN|1DMG|1CDMG|1DUR	1CGEN|2RCR|3RPLT|4DUR|59aVULN|6BASHEA|7CDMG|8DMG
650	26432 35121	   	160.96	ACR|2AART|1DMG|1VULN|2ZMB	17CGEN|2RCR|34AART|57DUST|67ZMB|7BPWR|8VULN|9DMG|aFEWX
651	26432 35122	   	160.96	ACR|2AART|1DMG|1VULN|2ZMB	17CGEN|2RCR|34AART|57DUST|67ZMB|7BPWR|8VULN|9DMG|aLWND
652	26433 61211	   	160.96	ACR|2AART|1VULN|1DMG|2ZMB	1CGEN|2RCR|34AART|59ZMB|6VULN|7MLV|8DMG|aFEWX
653	26433 61212	   	160.96	ACR|2AART|1VULN|1DMG|2ZMB	1aCGEN|2RCR|34AART|59ZMB|6VULN|7MLV|8DMG
654	26433 63211	   	160.96	ACR|2AART|1VULN|1DMG|2ZMB	1CGEN|2RCR|34AART|59ZMB|6VULN|7RMIN|8DMG|aFEWX
655	26433 63212	   	160.96	ACR|2AART|1VULN|1DMG|2ZMB	1aCGEN|2RCR|34AART|59ZMB|6VULN|7RMIN|8DMG
