0	Index      	 *	Score 	Summary	Detail	
1	31112 64111	 * 	190.59	ACR|3DMG|1AART|1VULN|2ASPD|1ZMB|1DUR	179DMG|2DUR|37ASPD|47CGEN|5RCR|6AART|7BPWR|8ZMB|aVULN
485	31342 36216	   	161.79	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1DMG|2DUR|38RCVC|4ZMB|5RCR|6ASPD|7CDMG|9VULN|aAART
486	31342 52152	 * 	161.72	ACR|2DMG|1AART|2ZMB|1FLTHEA|2DUR	17DMG|27DUR|3RCVC|47ZMB|5RCR|6DMSP|7BPWR|8CGEN|9FLTHEA|aAART
487	33331 66234	   	161.72	DCR|3DMG|1AART|1VULN|1ASPD	189DMG|2LHND|3VULN|4AART|5ASPD|6LSRICY|7MBVNT|aRCR
488	32212 41553	   	161.71	DCR|3DMG|2VULN|1CDMG	137DMG|23CGEN|3BPWR|4CDMG|5aVULN|6ERES|8RPLT|9RCR
489	36141 24761	   	161.71	DCR|3DMG|2VULN|2ASPD	148DMG|2MBVNT|38ASPD|5CGEN|6LHND|78VULN|8BPWR|9RCR|aLWND
490	36141 24762	   	161.71	DCR|3DMG|2VULN|2ASPD	148DMG|2MBVNT|38ASPD|5CGEN|6LHND|78VULN|8BPWR|9RCR|aBELT
491	36141 24763	   	161.71	DCR|3DMG|2VULN|2ASPD	148DMG|2MBVNT|38ASPD|5CGEN|6aLHND|78VULN|8BPWR|9RCR
492	32563 13234	   	161.71	DCR|2VULN|2AART|1DMG|1DUR	1DMG|2CGEN|36VULN|4LEGI|5MLV|7RCR|8DUR|9aAART
493	31116 13651	   	161.70	DCR|2VULN|2DMG|2ASPD|1ZMB|1DUR	18DMG|2DUR|38ASPD|4CGEN|57LWND|68VULN|8BPWR|9ZMB|aRCR
494	33162 51113	   	161.63	ACR|2DMG|2AART|1VULN|1ASPD	19DMG|24LHND|3ASPD|5RCR|67AART|8VULN|aFEWX
495	33162 51114	   	161.63	ACR|2DMG|2AART|1VULN|1ASPD	19DMG|24LHND|3ASPD|5RCR|67AART|8VULN|aLWND
496	33162 51115	   	161.63	ACR|2DMG|2AART|1VULN|1ASPD	19DMG|24LHND|3ASPD|5RCR|67AART|8VULN|aBEXP
497	33132 65224	   	161.61	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	18DMG|2LHND|3ASPD|4VULN|5AART|6LSRICY|7LWND|9RCR|aCDMG
498	36172 18241	   	161.61	DCR|2DMG|1AART|1VULN|2ASPD|1DUR	18DMG|2MBVNT|38ASPD|4LHND|5AART|6DUR|78BEXP|8BPWR|9RCR|aVULN
499	36123 34661	   	161.61	DCR|3DMG|2VULN|2ASPD	158DMG|2MBVNT|35ASPD|4RMIN|58BPWR|68ERES|78VULN|9RCR|aFEWX
500	36141 24764	   	161.61	DCR|3DMG|2VULN|2ASPD	148DMG|2MBVNT|38ASPD|5CGEN|6LHND|78VULN|8BPWR|9RCR|aTLV
501	32561 13334	   	161.61	DCR|2VULN|2AART|1DMG|1DUR	1DMG|2CGEN|36VULN|4LEGI|5ERES|7RCR|8DUR|9aAART
502	31561 13241	   	161.61	DCR|4VULN|1DMG|2DUR	1DMG|26DUR|389aVULN|4RCVC|5CGEN|7RCR
503	31131 12651	   	161.60	DCR|2VULN|2DMG|2ASPD|1ZMB|1DUR	18DMG|2DUR|38ASPD|46VULN|5ERES|78LWND|8BPWR|9ZMB|aRCR
504	31131 14651	   	161.60	DCR|2VULN|2DMG|2ASPD|1ZMB|1DUR	18DMG|2DUR|38ASPD|46VULN|5ERES|78BEXP|8BPWR|9ZMB|aRCR
505	31136 13651	   	161.60	DCR|2VULN|2DMG|2ASPD|1ZMB|1DUR	18DMG|2DUR|38ASPD|46VULN|5TLV|78LHND|8BPWR|9ZMB|aRCR
506	36314 12241	   	161.57	DCR|3VULN|2DMG|1ZMB	19DMG|2MBVNT|39aVULN|4LWND|5ZMB|69LIT|7RPLT|8RCR|9BPWR
507	36324 12241	   	161.57	DCR|3VULN|2DMG|1ZMB	19DMG|2MBVNT|39aVULN|4LHND|5ZMB|69LIT|7RPLT|8RCR|9BPWR
508	22332 51614	   	161.57	DCR|2AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1MLV|2ASPD|3CGEN|4DUR|5ZMB|67AART|8RCR|9DMG|aVULN
509	36251 74114	 * 	161.54	DCR|2DMG|2AART|1CDMG|1ASPD|1DUR	17DMG|2MBVNT|3DUR|4ASPD|5ERES|6aAART|8RCR|9CDMG
510	26152 61111	   	161.53	ACR|2DMG|2AART|1VULN|1ASPD	14MLV|2MBVNT|3ASPD|5RCR|67AART|8VULN|9aDMG
511	33162 51111	   	161.53	ACR|2DMG|2AART|1VULN|1ASPD	19DMG|24LHND|3ASPD|5RCR|67AART|8VULN|aTLV
512	33162 51131	   	161.53	ACR|2DMG|2AART|1VULN|1ASPD	1aDMG|24LHND|3ASPD|5RCR|67AART|8VULN|9ERES
513	33162 51134	 * 	161.53	ACR|2VULN|2AART|1DMG|1ASPD	1DMG|24LHND|3ASPD|5RCR|67AART|8aVULN|9ERES
514	33162 51141	   	161.53	ACR|2DMG|2AART|1VULN|1ASPD	1aDMG|24LHND|3ASPD|5RCR|67AART|8VULN|9TLV
515	33162 51511	   	161.53	ACR|2DMG|2AART|1VULN|1ASPD	19DMG|24LHND|3ASPD|5RCR|67AART|8DUST|aVULN
516	31342 42252	   	161.52	ACR|2DMG|1AART|2ZMB|1FLTHEA|2DUR	17DMG|28DUR|3RCVC|47ZMB|5RCR|67ERES|7BPWR|9FLTHEA|aAART
517	33132 31224	   	161.51	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	18DMG|2LHND|3ASPD|4VULN|5AART|6BEXP|7BASHEA|9RCR|aCDMG
518	33342 31224	   	161.51	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	18DMG|2LHND|3VULN|4ASPD|5AART|6BEXP|7BASHEA|9RCR|aCDMG
519	35132 21224	   	161.51	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	18DMG|2LWND|3ASPD|4VULN|5AART|6LHND|7BASHEA|9RCR|aCDMG
520	35132 21524	   	161.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DMG|2LWND|3ASPD|48VULN|5AART|6LHND|7BASHEA|9RCR|aCDMG
521	35342 21224	   	161.51	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	18DMG|2LWND|3VULN|4ASPD|5AART|6LHND|7BASHEA|9RCR|aCDMG
522	32234 22452	   	161.47	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	13DMG|23CGEN|3BPWR|4RPLT|5AART|6VULN|7RCVC|8RCR|9ZMB|aASPD
523	31242 36211	   	161.47	ACR|2DMG|1VULN|1CDMG|2DUR|1ZMB|1ASPD	1aDMG|23DUR|4ZMB|5RCR|6ASPD|7CDMG|8RCVC|9VULN
524	36161 61424	   	161.47	DCR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1DMG|2MBVNT|3ASPD|4ZMB|5CGEN|67AART|8RCR|9DUR|aVULN
525	31634 61121	   	161.43	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	18DMG|2DUR|3BELT|4LHND|5RCR|6CDMG|7VULN|9RMIN|aAART
526	31132 21226	   	161.41	DCR|2DMG|1AART|1VULN|2ASPD|1DUR	1aDMG|2DUR|38ASPD|4VULN|5AART|6BEXP|7BASHEA|9RCR
527	31542 21226	   	161.41	DCR|2DMG|1AART|1VULN|2ASPD|1DUR	1aDMG|2DUR|3VULN|48ASPD|5AART|6BEXP|7BASHEA|9RCR
528	31536 13241	   	161.41	DCR|4VULN|1DMG|2DUR	1DMG|26DUR|389aVULN|45TLV|7RCR
529	31154 11521	   	161.40	DCR|2VULN|2DMG|2ASPD|1ZMB|1DUR	18DMG|2DUR|38ASPD|4ZMB|56VULN|78ERES|8BPWR|9LEGI|aRCR
530	33634 21521	   	161.33	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	16DMG|2LHND|3BELT|4LEGI|5RCR|7ASPD|8VULN|9CDMG|aAART
531	36425 14441	   	161.32	DCR|3VULN|3DMG	148DMG|2MBVNT|3LWND|568VULN|78FEWX|8BPWR|9VENICY|aRCR
532	36332 11225	   	161.31	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	18DMG|2MBVNT|3VULN|4TLV|5AART|6DUR|7CANHEL|9RCR|aCDMG
533	36132 53353	   	161.27	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DMG|2MBVNT|3ASPD|4aVULN|5AART|6MLV|7FEWX|8RCR|9ZMB
534	36161 14362	 * 	161.24	DCR|2VULN|2DMG|2ZMB|1ASPD|1DUR	1aDMG|2MBVNT|3ASPD|4aZMB|5CGEN|6DUR|7aVULN|8RPLT|9RCR|aBPWR
535	13322 63226	 * 	161.21	DCR|2DMG|1AART|2ZMB|1FLTHEA|1DUR	1DUR|2LWND|3CGEN|48DMG|5AART|6FLTHEA|7RCR|9aZMB
536	25222 63226	   	161.21	DCR|2DMG|1AART|2ZMB|1FLTHEA|1DUR	1MLV|2LWND|3DUR|48DMG|5AART|6FLTHEA|7RCR|9aZMB
537	36132 23356	   	161.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DMG|2MBVNT|3ASPD|4aVULN|5AART|6LHND|7TLV|8RCR|9ZMB
538	36132 43356	   	161.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DMG|2MBVNT|3ASPD|4aVULN|5AART|6FEWX|7TLV|8RCR|9ZMB
539	33132 66234	   	161.12	DCR|3DMG|1AART|1VULN|1ASPD	189DMG|2LHND|3ASPD|4VULN|5AART|6LSRICY|7MBVNT|aRCR
540	33342 66234	   	161.12	DCR|3DMG|1AART|1VULN|1ASPD	189DMG|2LHND|3VULN|4ASPD|5AART|6LSRICY|7MBVNT|aRCR
541	36132 78234	   	161.12	DCR|3DMG|1AART|1VULN|1ASPD	189DMG|2MBVNT|3ASPD|4VULN|5AART|6LSRICY|7LHND|aRCR
542	12532 63253	   	161.06	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	14DUR|2FEWX|3VULN|5AART|6LSRICY|7RCR|8ASPD|9DMG|aCDMG
543	12531 13531	   	161.06	DCR|3VULN|1DMG|1CDMG|2DUR	14DUR|2FEWX|369VULN|5ERES|7RCR|8CDMG|aDMG
544	31154 62323	   	161.04	DCR|3AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1DMG|2DUR|3ASPD|4ZMB|5VULN|678AART|9LWND|aRCR
545	36132 21234	   	161.02	DCR|3DMG|1AART|1VULN|1ASPD	189DMG|2MBVNT|3ASPD|4VULN|5AART|6LHND|7BASHEA|aRCR
546	36132 71234	   	161.02	DCR|3DMG|1AART|1VULN|1ASPD	189DMG|2MBVNT|3ASPD|4VULN|5AART|6LSRICY|7LEGI|aRCR
547	36172 81234	   	161.02	DCR|3DMG|1AART|1VULN|1ASPD	189DMG|2MBVNT|3ASPD|4LHND|5AART|6VULN|7BASHEA|aRCR
548	36352 21234	   	161.02	DCR|3DMG|1AART|1VULN|1ASPD	189DMG|2MBVNT|3VULN|4ASPD|5AART|6LHND|7BASHEA|aRCR
549	36352 71234	   	161.02	DCR|3DMG|1AART|1VULN|1ASPD	189DMG|2MBVNT|3VULN|4ASPD|5AART|6LSRICY|7LEGI|aRCR
550	32251 23634	   	161.01	DCR|2VULN|2DMG|1AART	13DMG|235CGEN|3BPWR|4aVULN|6FEWX|7RCR|8TLV|9AART
551	32521 23634	   	160.91	DCR|2VULN|2DMG|1AART	14DMG|25CGEN|3aVULN|6FEWX|7RCR|8TLV|9AART
552	31242 33154	 * 	160.89	ACR|3DMG|3ZMB|2DUR|1ASPD	19aDMG|23DUR|49aZMB|5RCR|6ASPD|7LHND|89aTLV|9aBPWR
553	32241 31112	   	160.88	DCR|3DMG|1AART|1VULN	139DMG|235CGEN|3BPWR|4DUST|6AART|7RCR|8VULN|aLWND
554	32241 31113	   	160.88	DCR|3DMG|1AART|1VULN	139DMG|235CGEN|3BPWR|4DUST|6AART|7RCR|8VULN|aMLV
555	32241 31141	   	160.88	DCR|3DMG|1AART|1VULN	13aDMG|235CGEN|3BPWR|4DUST|6AART|7RCR|8VULN|9MLV
556	32241 31311	   	160.88	DCR|3DMG|1AART|1VULN	139DMG|235CGEN|3BPWR|4DUST|6AART|7RCR|8BEXP|aVULN
557	32241 31111	   	160.78	DCR|3DMG|1AART|1VULN	139DMG|235CGEN|3BPWR|4DUST|6AART|7RCR|8VULN|aTLV
558	32241 31114	   	160.78	DCR|3DMG|1AART|1VULN	139DMG|235CGEN|3BPWR|4DUST|6AART|7RCR|8VULN|aBASICY
559	32241 31131	   	160.78	DCR|3DMG|1AART|1VULN	13aDMG|235CGEN|3BPWR|4DUST|6AART|7RCR|8VULN|9ERES
560	32241 31411	   	160.78	DCR|3DMG|1AART|1VULN	139DMG|235CGEN|3BPWR|4DUST|6AART|7RCR|8MBVNT|aVULN
561	36148 42117	   	160.71	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	14DMG|2MBVNT|3ASPD|5VULN|6DLOT|7TLV|8RCR|9CDMG|aAART
562	31154 61113	 * 	160.68	DCR|1AART|1VULN|1DMG|3DUR|2ZMB|1ASPD	1DMG|27aDUR|3ASPD|48ZMB|5VULN|6AART|9RCR
563	32251 35352	   	160.60	DCR|3DMG|2VULN|2DUR	137DMG|235aCGEN|3aBPWR|4aVULN|6aDUR|8RPLT|9RCR
