0	Index      	 *	Score 	Summary	Detail	
1	62222 34423	 * 	188.61	DCR|5VULN|3CDMG|1DMG	1489aVULN|2RCVC|3DMG|59aCDMG|69aLHND|7RCR|9aBPWR
511	31221 13351	   	159.70	DCR|3VULN|2AART|2DUR	13LIT|24AART|589VULN|67DUR|aRCR
512	13632 33625	   	159.69	DCR|3VULN|1DMG|1CDMG|1ZMB|1SELL	1SELL|248VULN|3BEXP|5CDMG|6DMG|7RCR|9MLV|aZMB
513	32622 12362	   	159.63	ACR|2VULN|2DMG|1AART	1LIT|26VULN|3CGEN|49DMG|5RCR|7FEWX|8AART|aBEXP
514	32622 12364	   	159.63	ACR|2VULN|2DMG|1AART	1LIT|26VULN|3CGEN|49DMG|5RCR|7FEWX|8AART|aRMIN
515	43323 13631	   	159.63	DCR|2VULN|1AART|2CDMG|1ZMB	13DUST|23CDMG|3BPWR|4AART|58VULN|6RCR|7RMIN|9ZMB|aCGEN
516	43323 13633	   	159.63	DCR|2VULN|1AART|2CDMG|1ZMB	13DUST|23CDMG|3BPWR|4AART|58VULN|6RCR|7RMIN|9ZMB|aDMSP
517	43323 13635	   	159.63	DCR|2VULN|1AART|2CDMG|1ZMB	13DUST|23CDMG|3BPWR|4AART|58VULN|6RCR|7RMIN|9ZMB|aLHND
518	43323 13636	   	159.63	DCR|2VULN|1AART|2CDMG|1ZMB	13DUST|23CDMG|3BPWR|4AART|58VULN|6RCR|7RMIN|9ZMB|aLWND
519	43323 16214	   	159.63	DCR|2VULN|1AART|2CDMG|1ZMB	13DUST|23CDMG|3BPWR|4AART|59VULN|6RCR|7CGEN|8LIT|aZMB
520	43323 16263	   	159.63	DCR|2VULN|1AART|2CDMG|1ZMB	13DUST|23CDMG|3BPWR|4AART|5aVULN|6RCR|7CGEN|8LIT|9ZMB
521	25521 23332	   	159.62	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1RMIN|2AART|3ERES|4ZMB|5VULN|6CDMG|78DUR|9DMG|aRCR
522	13632 33255	   	159.59	DCR|3VULN|1DMG|1CDMG|1ZMB|1SELL	1SELL|24aVULN|3BEXP|5CDMG|6DMG|7RCR|8DUST|9ZMB
523	31534 23421	   	159.57	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1LIT|2aAART|3TLV|4LWND|5DMG|6DUR|7CDMG|8RCR|9VULN
524	31634 23421	   	159.57	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1LIT|2aAART|3ERES|4LWND|5DMG|6DUR|7CDMG|8RCR|9VULN
525	31212 52526	   	159.57	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	13LIT|27AART|4ERES|5CDMG|6DMG|8RCR|9ASPD|aVULN
526	32622 12361	   	159.53	ACR|2VULN|2DMG|1AART	1LIT|26VULN|3CGEN|49DMG|5RCR|7FEWX|8AART|aTLV
527	32622 12365	   	159.53	ACR|2VULN|2DMG|1AART	1LIT|26VULN|3CGEN|49DMG|5RCR|7FEWX|8AART|aERES
528	25621 33521	   	159.49	ACR|2AART|2VULN|1DMG	1RMIN|23AART|4RCR|5aLWND|67VULN|8CGEN|9DMG
529	25621 33522	   	159.49	ACR|2AART|2VULN|1DMG	1RMIN|23AART|4RCR|5LWND|67VULN|8CGEN|9DMG|aLHND
530	25624 33311	   	159.49	ACR|2AART|2VULN|1DMG	1RMIN|23AART|4RCR|58LHND|67VULN|9DMG|aBEXP
531	25624 33313	   	159.49	ACR|2AART|2VULN|1DMG	1RMIN|23AART|4RCR|58LHND|67VULN|9DMG|aRCVC
532	25621 12124	   	159.49	ACR|2AART|2VULN|1DMG	1RMIN|23AART|4RCR|5LWND|6BEXP|7aVULN|8DMG|9RPLT
533	25621 31124	   	159.49	ACR|2AART|2VULN|1DMG	1RMIN|23AART|4RCR|5LWND|6aVULN|7BEXP|8DMG|9RPLT
534	25624 12132	   	159.49	ACR|2AART|2VULN|1DMG	1RMIN|23AART|4RCR|5LHND|69BEXP|7aVULN|8DMG
535	25624 31132	   	159.49	ACR|2AART|2VULN|1DMG	1RMIN|23AART|4RCR|5LHND|6aVULN|79BEXP|8DMG
536	13462 31423	   	159.43	DCR|3VULN|1AART|1DMG|1SELL	1SELL|29aVULN|3FEWX|4AART|5DMG|6CGEN|7LIT|8RCR
537	25125 32116	   	159.43	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1RMIN|2aAART|3MLV|4ZMB|5DUR|6VULN|7RCR|8DMG|9CGEN
538	25125 32133	   	159.43	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1RMIN|2aAART|3MLV|4ZMB|5DUR|6VULN|7RCR|8DMG|9BEXP
539	25125 32153	   	159.43	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1RMIN|2aAART|3MLV|4ZMB|5DUR|6VULN|7RCR|8DMG|9FEWX
540	25233 32123	   	159.43	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1RMIN|2aAART|3CGEN|4FEWX|5ZMB|6VULN|7RCR|8DMG|9DUR
541	25361 32123	   	159.43	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1RMIN|2aAART|3FEWX|4ZMB|5CGEN|6VULN|7RCR|8DMG|9DUR
542	25622 13124	   	159.39	ACR|2AART|2VULN|1DMG	1RMIN|23AART|4RCR|5DUST|6FEWX|7aVULN|8DMG|9RPLT
543	25622 31124	   	159.39	ACR|2AART|2VULN|1DMG	1RMIN|23AART|4RCR|5DUST|6aVULN|7BEXP|8DMG|9RPLT
544	25622 33431	   	159.39	ACR|2AART|2VULN|1DMG	1RMIN|23AART|4RCR|5DUST|67VULN|8BEXP|9DMG|aLWND
545	25622 33433	   	159.39	ACR|2AART|2VULN|1DMG	1RMIN|23AART|4RCR|5DUST|67VULN|8BEXP|9DMG|aCGEN
546	25622 33521	   	159.39	ACR|2AART|2VULN|1DMG	1RMIN|23AART|4RCR|5DUST|67VULN|8CGEN|9DMG|aLWND
547	25621 33121	   	159.39	ACR|2AART|2VULN|1DMG	1RMIN|23AART|4RCR|5aLWND|67VULN|8ERES|9DMG
548	25621 33122	   	159.39	ACR|2AART|2VULN|1DMG	1RMIN|23AART|4RCR|5LWND|67VULN|8ERES|9DMG|aLHND
549	25621 33125	   	159.39	ACR|2AART|2VULN|1DMG	1RMIN|23AART|4RCR|5LWND|67VULN|8ERES|9DMG|aBELT
550	25624 33121	   	159.39	ACR|2AART|2VULN|1DMG	1RMIN|23AART|4RCR|5LHND|67VULN|8ERES|9DMG|aLWND
551	25624 33122	   	159.39	ACR|2AART|2VULN|1DMG	1RMIN|23AART|4RCR|5LHND|67VULN|8ERES|9DMG|aRCVC
552	25624 33312	   	159.39	ACR|2AART|2VULN|1DMG	1RMIN|23AART|4RCR|58LHND|67VULN|9DMG|aDLOT
553	25622 21243	 * 	159.39	ACR|2AART|2DMG|2CDMG	1RMIN|23AART|4RCR|5aDUST|6aCDMG|7LIT|8LWND|9aDMG|aBPWR
554	25622 31332	   	159.39	ACR|2AART|2VULN|1DMG	1RMIN|23AART|4RCR|5DUST|6aVULN|78BEXP|9DMG
555	25622 32432	   	159.39	ACR|2AART|2VULN|1DMG	17RMIN|23AART|4RCR|5DUST|6aVULN|8BEXP|9DMG
556	25622 62332	   	159.39	ACR|2AART|2VULN|1DMG	1RMIN|23AART|4RCR|5DUST|68BEXP|7aVULN|9DMG
557	63132 31635	   	159.38	ACR|3VULN|1DMG|1CDMG|2DUR	168VULN|28LHND|3FEWX|4LIT|5RCR|78DUR|8BPWR|9DMG|aCDMG
558	13462 21423	   	159.33	DCR|3VULN|1AART|1DMG|1SELL	1SELL|29aVULN|3FEWX|4AART|5DMG|6ERES|7LIT|8RCR
559	25125 32163	   	159.33	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1RMIN|2aAART|3MLV|4ZMB|5DUR|6VULN|7RCR|8DMG|9DUST
560	25221 52123	   	159.33	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1RMIN|2aAART|3CGEN|4ZMB|5VULN|6DUST|7RCR|8DMG|9DUR
561	25525 32133	   	159.33	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1RMIN|2aAART|3ERES|4ZMB|5DUR|6VULN|7RCR|8DMG|9BEXP
562	62212 26124	   	159.31	DCR|3VULN|2DMG|1CDMG	169VULN|25RCVC|39DMG|4BEXP|7CDMG|89DUST|9BPWR|aRCR
563	25622 32216	   	159.29	ACR|2AART|2VULN|1DMG	17RMIN|23AART|4RCR|58DUST|6aVULN|9DMG
564	25622 33121	   	159.29	ACR|2AART|2VULN|1DMG	1RMIN|23AART|4RCR|5DUST|67VULN|8ERES|9DMG|aLWND
565	25622 33125	   	159.29	ACR|2AART|2VULN|1DMG	1RMIN|23AART|4RCR|5DUST|67VULN|8ERES|9DMG|aMLV
566	25622 33126	   	159.29	ACR|2AART|2VULN|1DMG	1RMIN|23AART|4RCR|5DUST|67VULN|8ERES|9DMG|aCGEN
567	25622 33211	   	159.29	ACR|2AART|2VULN|1DMG	1RMIN|23AART|4RCR|58DUST|67VULN|9DMG|aFEWX
568	25622 33213	   	159.29	ACR|2AART|2VULN|1DMG	1RMIN|23AART|4RCR|58DUST|67VULN|9DMG|aRCVC
569	25622 33215	   	159.29	ACR|2AART|2VULN|1DMG	1RMIN|23AART|4RCR|58DUST|67VULN|9DMG|aCGEN
570	25621 33124	   	159.29	ACR|2AART|2VULN|1DMG	1RMIN|23AART|4RCR|5LWND|67VULN|8ERES|9DMG|aDUST
571	32112 11221	   	159.28	ACR|4VULN|1AART|1DUR	14LIT|268aVULN|3DUR|5RCR|7AART|9BEXP
572	32112 11253	   	159.28	ACR|4VULN|1AART|1DUR	14LIT|2689VULN|3DUR|5RCR|7AART|aCGEN
573	32112 11341	   	159.28	ACR|4VULN|1AART|1DUR	14LIT|269aVULN|3DUR|5RCR|7AART|8LWND
574	32112 11441	   	159.28	ACR|4VULN|1AART|1DUR	14LIT|269aVULN|3DUR|5RCR|7AART|8LHND
575	32152 11221	   	159.28	ACR|4VULN|1AART|1DUR	1LIT|268aVULN|3DUR|4DMSP|5RCR|7AART|9BEXP
576	32152 11253	   	159.28	ACR|4VULN|1AART|1DUR	1LIT|2689VULN|3DUR|4DMSP|5RCR|7AART|aCGEN
577	32152 11341	   	159.28	ACR|4VULN|1AART|1DUR	1LIT|269aVULN|3DUR|4DMSP|5RCR|7AART|8LWND
578	32152 11441	   	159.28	ACR|4VULN|1AART|1DUR	1LIT|269aVULN|3DUR|4DMSP|5RCR|7AART|8LHND
579	62132 11221	   	159.28	ACR|4VULN|1AART|1DUR	168aVULN|2RCVC|3DUR|4LIT|5RCR|7AART|9BEXP
580	62132 11253	   	159.28	ACR|4VULN|1AART|1DUR	1689VULN|2RCVC|3DUR|4LIT|5RCR|7AART|aCGEN
581	62132 11341	   	159.28	ACR|4VULN|1AART|1DUR	169aVULN|2RCVC|3DUR|4LIT|5RCR|7AART|8LWND
582	62132 11441	   	159.28	ACR|4VULN|1AART|1DUR	169aVULN|2RCVC|3DUR|4LIT|5RCR|7AART|8LHND
583	32512 11241	   	159.28	ACR|4VULN|1AART|1DUR	14LIT|268aVULN|3FEWX|5RCR|7AART|9DUR
584	32552 11241	   	159.28	ACR|4VULN|1AART|1DUR	1LIT|268aVULN|3FEWX|4DMSP|5RCR|7AART|9DUR
585	31331 23423	   	159.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LIT|2AART|3FEWX|4CGEN|5ZMB|6DUR|7CDMG|8RCR|9VULN|aDMG
586	31341 23423	   	159.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LIT|2AART|3FEWX|4RMIN|5ZMB|6DUR|7CDMG|8RCR|9VULN|aDMG
587	31362 23423	   	159.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LIT|2AART|3FEWX|4ZMB|5RMIN|6DUR|7CDMG|8RCR|9VULN|aDMG
588	25622 33124	   	159.19	ACR|2AART|2VULN|1DMG	1RMIN|23AART|4RCR|5aDUST|67VULN|8ERES|9DMG
589	25622 33212	   	159.19	ACR|2AART|2VULN|1DMG	1RMIN|23AART|4RCR|58DUST|67VULN|9DMG|aDLOT
590	32112 11231	   	159.18	ACR|4VULN|1AART|1DUR	14LIT|268aVULN|3DUR|5RCR|7AART|9DUST
591	32112 11251	   	159.18	ACR|4VULN|1AART|1DUR	14LIT|2689VULN|3DUR|5RCR|7AART|aTLV
592	32112 11255	   	159.18	ACR|4VULN|1AART|1DUR	14LIT|2689VULN|3DUR|5RCR|7AART|aMBVNT
593	32112 11256	   	159.18	ACR|4VULN|1AART|1DUR	14LIT|2689VULN|3DUR|5RCR|7AART|aERES
594	32152 11231	   	159.18	ACR|4VULN|1AART|1DUR	1LIT|268aVULN|3DUR|4DMSP|5RCR|7AART|9DUST
595	32152 11251	   	159.18	ACR|4VULN|1AART|1DUR	1LIT|2689VULN|3DUR|4DMSP|5RCR|7AART|aTLV
596	32152 11255	   	159.18	ACR|4VULN|1AART|1DUR	1LIT|2689VULN|3DUR|4DMSP|5RCR|7AART|aMBVNT
597	32152 11256	   	159.18	ACR|4VULN|1AART|1DUR	1LIT|2689VULN|3DUR|4DMSP|5RCR|7AART|aERES
598	62132 11231	   	159.18	ACR|4VULN|1AART|1DUR	168aVULN|2RCVC|3DUR|4LIT|5RCR|7AART|9DUST
599	62132 11251	   	159.18	ACR|4VULN|1AART|1DUR	1689VULN|2RCVC|3DUR|4LIT|5RCR|7AART|aTLV
600	62132 11255	   	159.18	ACR|4VULN|1AART|1DUR	1689VULN|2RCVC|3DUR|4LIT|5RCR|7AART|aMBVNT
601	62132 11256	   	159.18	ACR|4VULN|1AART|1DUR	1689VULN|2RCVC|3DUR|4LIT|5RCR|7AART|aERES
602	25622 33523	   	159.15	ACR|2AART|2VULN|1DMG|1SELL	1RMIN|23AART|4RCR|5DUST|67VULN|8CGEN|9DMG|aSELL
603	31351 23423	   	159.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LIT|2AART|3FEWX|4ERES|5ZMB|6DUR|7CDMG|8RCR|9VULN|aDMG
604	25311 36411	   	159.10	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1RMIN|2AART|3FEWX|4LHND|59DMG|6DUR|7VULN|8RCR|aASPD
605	25311 36421	   	159.10	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1RMIN|2AART|3FEWX|4LHND|5DMG|6DUR|79VULN|8RCR|aASPD
606	25331 36411	   	159.10	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1RMIN|2AART|3FEWX|4LWND|59DMG|6DUR|7VULN|8RCR|aASPD
607	25331 36421	   	159.10	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1RMIN|2AART|3FEWX|4LWND|5DMG|6DUR|79VULN|8RCR|aASPD
608	25412 11412	   	159.10	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1RMIN|2AART|3ASPD|4LWND|5VULN|6BEXP|7DUR|8RCR|9aDMG
609	22234 23421	   	159.07	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1RMIN|2LIT|3aAART|4LWND|5DMG|6DUR|7CDMG|8RCR|9VULN
610	31523 63115	   	159.07	DCR|3VULN|1AART|1CDMG	18LIT|2AART|3TLV|458DUST|6RCR|789VULN|8BPWR|aCDMG
611	25622 33123	   	159.05	ACR|2AART|2VULN|1DMG|1SELL	1RMIN|23AART|4RCR|5DUST|67VULN|8ERES|9DMG|aSELL
612	25412 33412	   	159.00	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1RMIN|2AART|3ASPD|4LWND|5VULN|6DUR|7DUST|8RCR|9aDMG
613	25216 32126	   	158.97	DCR|2AART|2DMG|1VULN	1RMIN|2aAART|3CGEN|4LWND|58DMG|6DUST|7RCR|9VULN
614	25113 33632	   	158.94	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1RMIN|25AART|3MLV|4LWND|6VULN|7DMG|8CDMG|9ZMB|aRCR
615	12422 24521	   	158.87	DCR|2VULN|2DMG|1AART|1SELL	1SELL|258ERES|3CGEN|4AART|68DMG|78VULN|8BPWR|9RCR|aLSRICY
616	12422 24522	   	158.87	DCR|2VULN|2DMG|1AART|1SELL	1SELL|258ERES|3CGEN|4AART|68DMG|78VULN|8BPWR|9RCR|aRCVC
617	12422 24523	   	158.87	DCR|2VULN|2DMG|1AART|1SELL	1SELL|258ERES|3CGEN|4AART|68DMG|78VULN|8BPWR|9RCR|aBEXP
618	63636 33213	   	158.86	DCR|4VULN|1AART|1DUR	1568VULN|27LHND|3AART|4CGEN|9RCR|aDUR
619	25513 33632	   	158.84	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1RMIN|25AART|3ERES|4LWND|6VULN|7DMG|8CDMG|9ZMB|aRCR
620	31221 16434	   	158.81	DCR|2AART|2VULN|1DMG|1DUR	13LIT|24AART|58VULN|6DUR|7DMG|9RPLT|aRCR
621	32332 45362	   	158.77	DCR|3VULN|1AART|1DMG|1ASPD|1SELL	18LIT|248VULN|3SELL|5ASPD|6DMG|78LHND|8BPWR|9AART|aRCR
622	65161 21111	   	158.76	DCR|3VULN|1DMG|1CDMG|2DUR	167VULN|27DUR|3FEWX|4CDMG|57TLV|7BPWR|8RCR|9RMIN|aDMG
623	32333 62112	   	158.68	DCR|4VULN|2AART|2SELL	1LIT|2458VULN|39SELL|67AART|aRCR
624	32412 11541	   	158.68	ACR|4VULN|1AART|1DUR	14LIT|269aVULN|3LHND|5RCR|7DUR|8AART
625	32462 11521	   	158.68	ACR|4VULN|1AART|1DUR	1LIT|246aVULN|3LHND|5RCR|7DUR|8AART|9RCVC
626	54132 31215	   	158.68	ACR|4VULN|1AART|1DUR	1LHND|269aVULN|3FEWX|4LIT|5RCR|7DUR|8AART
627	63132 31215	   	158.68	ACR|4VULN|1AART|1DUR	169aVULN|2LHND|3FEWX|4LIT|5RCR|7DUR|8AART
628	43326 32413	   	158.67	DCR|2AART|2VULN|3CDMG|1SELL	135DUST|235CDMG|35BPWR|4aAART|67VULN|8SELL|9RCR
629	43326 36313	   	158.67	DCR|2AART|2VULN|3CDMG|1SELL	135DUST|235CDMG|35BPWR|4aAART|68VULN|7SELL|9RCR
630	23146 62123	   	158.66	DCR|2DMG|1AART|1VULN|2DUR	1RMIN|2CGEN|3aDUR|4AART|58DMG|6VULN|7RCR|9RCVC
631	32331 42514	 * 	158.64	DCR|2VULN|1AART|1DMG|2ZMB|1SELL	1LIT|24VULN|3SELL|5aZMB|6DMG|7RCR|8AART|9CGEN
632	32331 42534	 * 	158.64	DCR|2VULN|1AART|1DMG|2ZMB|1SELL	1LIT|24VULN|3SELL|5aZMB|6DMG|7RCR|8AART|9FEWX
633	32241 23433	   	158.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LIT|2VULN|3AART|4RMIN|5ZMB|6DUR|7CDMG|8RCR|9FEWX|aDMG
634	32241 23453	   	158.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LIT|2VULN|3AART|4RMIN|5ZMB|6DUR|7CDMG|8RCR|9BEXP|aDMG
635	32262 23433	   	158.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LIT|2VULN|3AART|4ZMB|5RMIN|6DUR|7CDMG|8RCR|9FEWX|aDMG
636	32262 23453	   	158.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LIT|2VULN|3AART|4ZMB|5RMIN|6DUR|7CDMG|8RCR|9BEXP|aDMG
637	34231 23423	   	158.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LIT|2FEWX|3AART|4CGEN|5ZMB|6DUR|7CDMG|8RCR|9VULN|aDMG
638	34241 23423	   	158.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LIT|2FEWX|3AART|4RMIN|5ZMB|6DUR|7CDMG|8RCR|9VULN|aDMG
639	34262 23423	   	158.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LIT|2FEWX|3AART|4ZMB|5RMIN|6DUR|7CDMG|8RCR|9VULN|aDMG
640	25233 32131	   	158.63	DCR|2DMG|1AART|1VULN|1ZMB	1RMIN|2AART|3CGEN|4FEWX|5ZMB|6VULN|7RCR|89DMG|aLWND
641	25233 32133	   	158.63	DCR|2DMG|1AART|1VULN|1ZMB	1RMIN|2AART|3CGEN|4FEWX|5ZMB|6VULN|7RCR|89DMG|aRCVC
642	25233 32135	   	158.63	DCR|2DMG|1AART|1VULN|1ZMB	1RMIN|2AART|3CGEN|4FEWX|5ZMB|6VULN|7RCR|89DMG|aLIT
643	25233 32136	   	158.63	DCR|2DMG|1AART|1VULN|1ZMB	1RMIN|2AART|3aCGEN|4FEWX|5ZMB|6VULN|7RCR|89DMG
644	25361 32131	   	158.63	DCR|2DMG|1AART|1VULN|1ZMB	1RMIN|2AART|3FEWX|4ZMB|5CGEN|6VULN|7RCR|89DMG|aLWND
645	25361 32133	   	158.63	DCR|2DMG|1AART|1VULN|1ZMB	1RMIN|2AART|3FEWX|4ZMB|5CGEN|6VULN|7RCR|89DMG|aRCVC
646	25361 32135	   	158.63	DCR|2DMG|1AART|1VULN|1ZMB	1RMIN|2AART|3FEWX|4ZMB|5CGEN|6VULN|7RCR|89DMG|aLIT
647	25361 32136	   	158.63	DCR|2DMG|1AART|1VULN|1ZMB	1RMIN|2AART|3FEWX|4ZMB|5aCGEN|6VULN|7RCR|89DMG
