0	Index      	Bounty	 *	Score 	Summary	Detail	
1	42315 31622	5	 * 	270.68	DCR|5VULN|1TLV|1DUR|1ASPD	15BEXP|23456VULN|5BPWR|7RCR|8ASPD|9TLV|aDUR
550	22315 33682	8	   	243.33	DCR|5VULN|1TLV	158FEWX|23459VULN|5BPWR|6MBVNT|7RCR|aTLV
551	22315 33881	10	   	243.33	DCR|5VULN|1TLV	15FEWX|23459VULN|5BPWR|6MBVNT|7RCR|8CGEN|aTLV
552	22315 33881	8	   	243.33	DCR|5VULN|1DUR	15FEWX|2345aVULN|5BPWR|6MBVNT|7RCR|8CGEN|9DUR
553	22315 33882	9	   	243.33	DCR|5VULN|1DUR	15FEWX|23459VULN|5BPWR|6MBVNT|7RCR|8CGEN|aDUR
554	22365 12312	9	   	243.33	DCR|5VULN|1DUR	15FEWX|23578VULN|4RCVC|5BPWR|6DUST|9RCR|aDUR
555	22365 12363	9	   	243.33	DCR|5VULN|1DUR	15FEWX|23578VULN|4RCVC|5BPWR|6DUST|9DUR|aRCR
556	22365 12363	8	   	243.33	DCR|5VULN|1DUR	15FEWX|23578VULN|4RCVC|5BPWR|6DUST|9DUR|aRCR
557	22365 33483	9	   	243.33	DCR|5VULN|1TLV	15FEWX|2359aVULN|4RCVC|5BPWR|6MBVNT|7RCR|8TLV
558	42311 62112	9	   	243.33	DCR|5VULN|1DUR	1BEXP|23467VULN|5LHND|8RCVC|9RCR|aDUR
559	42311 62112	10	   	243.33	DCR|5VULN|1DUR	1BEXP|23467VULN|5LHND|8RCVC|9RCR|aDUR
560	42311 62163	7	   	243.33	DCR|5VULN|1TLV	1BEXP|23467VULN|5LHND|8CGEN|9TLV|aRCR
561	42311 62323	7	   	243.33	DCR|5VULN|1TLV	1BEXP|23467VULN|5LHND|8ZMB|9TLV|aRCR
562	42311 62412	9	   	243.33	DCR|5VULN|1TLV	1BEXP|23467VULN|5LHND|8RPLT|9RCR|aTLV
563	42311 63623	8	   	243.33	DCR|5VULN|1TLV	1BEXP|23468VULN|5LHND|7ZMB|9TLV|aRCR
564	42315 12112	9	   	243.33	DCR|5VULN|1DUR	15BEXP|23457VULN|5BPWR|6DUST|8RCVC|9RCR|aDUR
565	42315 12143	7	   	243.33	DCR|5VULN|1DUR	15BEXP|23457VULN|5BPWR|6DUST|8CGEN|9DUR|aRCR
566	42315 12163	9	   	243.33	DCR|5VULN|1DUR	15BEXP|23457VULN|5BPWR|6DUST|8RCVC|9DUR|aRCR
567	42315 12163	8	   	243.33	DCR|5VULN|1DUR	15BEXP|23457VULN|5BPWR|6DUST|8RCVC|9DUR|aRCR
568	42315 12412	9	   	243.33	DCR|5VULN|1TLV	15BEXP|23457VULN|5BPWR|6DUST|8RPLT|9RCR|aTLV
569	42315 31211	5	   	243.33	DCR|5VULN|1DUR	15BEXP|23456VULN|5BPWR|7RCR|8DUST|9LWND|aDUR
570	42315 31232	5	   	243.33	DCR|5VULN|1DUR	15BEXP|23456VULN|5BPWR|7RCR|8DUST|9CGEN|aDUR
571	42315 31262	5	   	243.33	DCR|5VULN|1TLV	15BEXP|23456VULN|5BPWR|7RCR|8DUST|9RPLT|aTLV
572	42315 31323	5	   	243.33	DCR|5VULN|1TLV	15BEXP|23456VULN|5BPWR|7RCR|8ZMB|9TLV|aMBVNT
573	42315 31325	5	   	243.33	DCR|5VULN|1TLV	15BEXP|23456VULN|5BPWR|7RCR|8ZMB|9TLV|aBBNT
574	42315 31343	5	   	243.33	DCR|5VULN|1DUR	15BEXP|23456VULN|5BPWR|7RCR|8ZMB|9DUR|aERES
575	42315 32311	7	   	243.33	DCR|5VULN|1DUR	15BEXP|23457VULN|5BPWR|6MBVNT|8RCR|9LWND|aDUR
576	42315 32332	7	   	243.33	DCR|5VULN|1DUR	15BEXP|23457VULN|5BPWR|6MBVNT|8RCR|9CGEN|aDUR
577	42315 32523	5	   	243.33	DCR|5VULN|1TLV	15BEXP|23456VULN|5BPWR|7TLV|8ERES|9LHND|aRCR
578	42315 33411	8	   	243.33	DCR|5VULN|1TLV	15BEXP|2345aVULN|5BPWR|6MBVNT|7RCR|8TLV|9FEWX
579	42315 33411	10	   	243.33	DCR|5VULN|1TLV	159BEXP|2345aVULN|5BPWR|6MBVNT|7RCR|8TLV
580	42315 33421	8	   	243.33	DCR|5VULN|1TLV	15BEXP|2345aVULN|5BPWR|6MBVNT|7RCR|8TLV|9LWND
581	42315 33431	9	   	243.33	DCR|5VULN|1TLV	15BEXP|2345aVULN|5BPWR|6MBVNT|7RCR|8TLV|9LWND
582	42315 33438	10	   	243.33	DCR|5VULN|1TLV	15BEXP|2345aVULN|5BPWR|6MBVNT|7RCR|8TLV|9LWND
583	42315 33461	8	   	243.33	DCR|5VULN|1TLV	15BEXP|2345aVULN|5BPWR|6MBVNT|7RCR|8TLV|9LHND
584	42315 33461	9	   	243.33	DCR|5VULN|1TLV	15BEXP|2345aVULN|5BPWR|6MBVNT|7RCR|8TLV|9LHND
585	42315 33473	9	   	243.33	DCR|5VULN|1TLV	15BEXP|2345aVULN|5BPWR|6MBVNT|7RCR|8TLV|9DMSP
586	42315 33481	9	   	243.33	DCR|5VULN|1TLV	15BEXP|23459VULN|5BPWR|6MBVNT|7RCR|8TLV|aCGEN
587	42315 33482	9	   	243.33	DCR|5VULN|1TLV	15BEXP|23459VULN|5BPWR|6MBVNT|7RCR|8TLV|aLHND
588	42315 33483	10	   	243.33	DCR|5VULN|1TLV	15BEXP|23459VULN|5BPWR|6MBVNT|7RCR|8TLV|aLHND
589	42315 33484	9	   	243.33	DCR|5VULN|1TLV	15BEXP|23459VULN|5BPWR|6MBVNT|7RCR|8TLV|aMLV
590	42315 33484	10	   	243.33	DCR|5VULN|1TLV	15aBEXP|23459VULN|5BPWR|6MBVNT|7RCR|8TLV
591	42315 33511	8	   	243.33	DCR|5VULN|1DUR	15BEXP|2345aVULN|5BPWR|6MBVNT|7RCR|8DUR|9CGEN
592	42315 33511	9	   	243.33	DCR|5VULN|1DUR	15BEXP|2345aVULN|5BPWR|6MBVNT|7RCR|8DUR|9RMIN
593	42315 33611	7	   	243.33	DCR|5VULN|1DUR	15BEXP|2345aVULN|5BPWR|6MBVNT|7RCR|8DUR|9CGEN
594	42365 12312	9	   	243.33	DCR|5VULN|1DUR	15BEXP|23578VULN|4RCVC|5BPWR|6DUST|9RCR|aDUR
595	22211 62633	8	   	243.33	DCR|5VULN|1TLV	1FEWX|24679VULN|3RCVC|5LHND|8TLV|aRCR
596	22215 12312	9	   	243.33	DCR|5VULN|1DUR	15FEWX|24578VULN|3RCVC|5BPWR|6DUST|9RCR|aDUR
597	22215 12363	9	   	243.33	DCR|5VULN|1DUR	15FEWX|24578VULN|3RCVC|5BPWR|6DUST|9DUR|aRCR
598	22215 12363	8	   	243.33	DCR|5VULN|1DUR	15FEWX|24578VULN|3RCVC|5BPWR|6DUST|9DUR|aRCR
599	22315 11635	5	   	243.33	DCR|5VULN|1DUR	156FEWX|23458VULN|5BPWR|7RCR|9ERES|aDUR
600	22315 22663	8	   	243.33	DCR|5VULN|1TLV	15FEWX|23457VULN|5BPWR|6LHND|8ERES|9TLV|aRCR
601	22315 38382	7	   	243.33	DCR|5VULN|1TLV	157FEWX|23459VULN|5BPWR|6MBVNT|8RCR|aTLV
602	22361 62633	8	   	243.33	DCR|5VULN|1TLV	1FEWX|23679VULN|4RCVC|5LHND|8TLV|aRCR
603	42211 62633	8	   	243.33	DCR|5VULN|1TLV	1BEXP|24679VULN|3RCVC|5LHND|8TLV|aRCR
604	42215 12312	9	   	243.33	DCR|5VULN|1DUR	15BEXP|24578VULN|3RCVC|5BPWR|6DUST|9RCR|aDUR
605	42215 12363	8	   	243.33	DCR|5VULN|1DUR	15BEXP|24578VULN|3RCVC|5BPWR|6DUST|9DUR|aRCR
606	42215 12363	9	   	243.33	DCR|5VULN|1DUR	15BEXP|24578VULN|3RCVC|5BPWR|6DUST|9DUR|aRCR
607	42315 34382	6	   	243.33	DCR|5VULN|1TLV	157BEXP|23459VULN|5BPWR|6MBVNT|8RCR|aTLV
608	42315 34382	7	   	243.33	DCR|5VULN|1TLV	157BEXP|23459VULN|5BPWR|6MBVNT|8RCR|aTLV
609	63511 32512	10	   	243.33	DCR|5VULN|1DUR	1MLV|2CGEN|34678VULN|5LHND|9RCR|aDUR
610	66511 32233	8	   	243.33	DCR|5VULN|1DUR	1MLV|2RMIN|34679VULN|5LHND|8DUR|aRCR
611	22215 33483	9	   	243.33	DCR|5VULN|1TLV	15FEWX|2459aVULN|3RCVC|5BPWR|6MBVNT|7RCR|8TLV
612	42215 33483	9	   	243.33	DCR|5VULN|1TLV	15BEXP|2459aVULN|3RCVC|5BPWR|6MBVNT|7RCR|8TLV
613	22311 11665	5	   	243.23	DCR|5VULN|1DUR	1FEWX|2348aVULN|5LHND|6TBNT|7RCR|9DUR
614	22311 62663	8	   	243.23	DCR|5VULN|1TLV	1FEWX|23467VULN|5LHND|8ERES|9TLV|aRCR
615	22313 62112	9	   	243.23	DCR|5VULN|1DUR	1FEWX|23467VULN|5DUST|8RCVC|9RCR|aDUR
616	22313 62143	7	   	243.23	DCR|5VULN|1DUR	1FEWX|23467VULN|5DUST|8CGEN|9DUR|aRCR
617	22313 62163	9	   	243.23	DCR|5VULN|1DUR	1FEWX|23467VULN|5DUST|8RCVC|9DUR|aRCR
618	22313 62163	8	   	243.23	DCR|5VULN|1DUR	1FEWX|23467VULN|5DUST|8RCVC|9DUR|aRCR
619	22313 62212	9	   	243.23	DCR|5VULN|1DUR	18FEWX|23467VULN|5DUST|9RCR|aDUR
620	22313 62263	9	   	243.23	DCR|5VULN|1DUR	18FEWX|23467VULN|5DUST|9DUR|aRCR
621	22313 62263	8	   	243.23	DCR|5VULN|1DUR	18FEWX|23467VULN|5DUST|9DUR|aRCR
622	22313 62363	7	   	243.23	DCR|5VULN|1DUR	18FEWX|23467VULN|5DUST|9DUR|aRCR
623	22313 62412	9	   	243.23	DCR|5VULN|1TLV	1FEWX|23467VULN|5DUST|8RPLT|9RCR|aTLV
624	22313 62414	10	   	243.23	DCR|5VULN|1DUR	1FEWX|23467VULN|5DUST|8RPLT|9RCR|aDUR
625	22313 62463	7	   	243.23	DCR|5VULN|1DUR	18FEWX|23467VULN|58DUST|8BPWR|9DUR|aRCR
626	22315 12263	7	   	243.23	DCR|5VULN|1DUR	15FEWX|23457VULN|5BPWR|68DUST|9DUR|aRCR
627	22315 16312	9	   	243.23	DCR|5VULN|1DUR	15FEWX|23458VULN|5BPWR|67DUST|9RCR|aDUR
628	22315 16363	8	   	243.23	DCR|5VULN|1DUR	15FEWX|23458VULN|5BPWR|67DUST|9DUR|aRCR
629	22315 16363	9	   	243.23	DCR|5VULN|1DUR	15FEWX|23458VULN|5BPWR|67DUST|9DUR|aRCR
630	22315 32384	7	   	243.23	DCR|5VULN|1TLV	15FEWX|23457VULN|5BPWR|6MBVNT|8RCR|9BBNT|aTLV
631	22315 32754	9	   	243.23	DCR|5VULN|1DUR	15FEWX|23457VULN|5BPWR|6MBVNT|8ERES|9DUR|aRCR
632	22315 32754	8	   	243.23	DCR|5VULN|1DUR	15FEWX|23457VULN|5BPWR|6MBVNT|8ERES|9DUR|aRCR
633	22315 33181	7	   	243.23	DCR|5VULN|1DUR	15FEWX|23459VULN|5BPWR|6MBVNT|7RCR|8DUST|aDUR
634	22315 33374	7	   	243.23	DCR|5VULN|1DUR	15FEWX|2345aVULN|5BPWR|6MBVNT|7RCR|8TBNT|9DUR
635	22315 33451	9	   	243.23	DCR|5VULN|1TLV	15FEWX|2345aVULN|5BPWR|6MBVNT|7RCR|8TLV|9DUST
636	22315 33482	10	   	243.23	DCR|5VULN|1TLV	15FEWX|23459VULN|5BPWR|6MBVNT|7RCR|8TLV|aDUST
637	22315 33483	9	   	243.23	DCR|5VULN|1TLV	15FEWX|23459VULN|5BPWR|6MBVNT|7RCR|8TLV|aERES
638	22315 33525	9	   	243.23	DCR|5VULN|1DUR	15FEWX|2345aVULN|5BPWR|6MBVNT|7RCR|8DUR|9DLOT
639	22315 33544	8	   	243.23	DCR|5VULN|1DUR	15FEWX|23459VULN|5BPWR|6MBVNT|7RCR|8DUR|aLEGI
640	22315 33554	8	   	243.23	DCR|5VULN|1DUR	15FEWX|2345aVULN|5BPWR|6MBVNT|7RCR|8DUR|9BBNT
641	22315 33561	9	   	243.23	DCR|5VULN|1DUR	15FEWX|2345aVULN|5BPWR|6MBVNT|7RCR|8DUR|9ERES
642	22315 33644	7	   	243.23	DCR|5VULN|1DUR	15FEWX|23459VULN|5BPWR|6MBVNT|7RCR|8DUR|aLEGI
643	22315 33654	7	   	243.23	DCR|5VULN|1DUR	15FEWX|2345aVULN|5BPWR|6MBVNT|7RCR|8DUR|9BBNT
644	22315 33881	7	   	243.23	DCR|5VULN|1DUR	15FEWX|2345aVULN|5BPWR|6MBVNT|7RCR|8ERES|9DUR
645	22315 37481	7	   	243.23	DCR|5VULN|1DUR	15FEWX|23459VULN|5BPWR|6MBVNT|7DUST|8RCR|aDUR
646	22363 62312	9	   	243.23	DCR|5VULN|1DUR	1FEWX|23678VULN|4RCVC|5DUST|9RCR|aDUR
647	22363 62363	8	   	243.23	DCR|5VULN|1DUR	1FEWX|23678VULN|4RCVC|5DUST|9DUR|aRCR
648	22363 62363	9	   	243.23	DCR|5VULN|1DUR	1FEWX|23678VULN|4RCVC|5DUST|9DUR|aRCR
649	32515 11432	4	   	243.23	DCR|5VULN|1DUR	158ERES|2DUR|38MLV|4589aVULN|58BPWR|6TBNT|7RCR
650	36511 32233	8	   	243.23	DCR|5VULN|1DUR	1ERES|2RMIN|34679VULN|5LHND|8DUR|aRCR
651	36511 32512	10	   	243.23	DCR|5VULN|1DUR	1ERES|2RMIN|34678VULN|5LHND|9RCR|aDUR
652	36515 22233	8	   	243.23	DCR|5VULN|1DUR	15ERES|2RMIN|34579VULN|5BPWR|6LHND|8DUR|aRCR
653	42313 62112	9	   	243.23	DCR|5VULN|1DUR	1BEXP|23467VULN|5DUST|8RCVC|9RCR|aDUR
654	42313 62143	7	   	243.23	DCR|5VULN|1DUR	1BEXP|23467VULN|5DUST|8CGEN|9DUR|aRCR
655	42313 62163	8	   	243.23	DCR|5VULN|1DUR	1BEXP|23467VULN|5DUST|8RCVC|9DUR|aRCR
656	42313 62163	9	   	243.23	DCR|5VULN|1DUR	1BEXP|23467VULN|5DUST|8RCVC|9DUR|aRCR
657	42313 62412	9	   	243.23	DCR|5VULN|1TLV	1BEXP|23467VULN|5DUST|8RPLT|9RCR|aTLV
658	42315 12263	7	   	243.23	DCR|5VULN|1DUR	15BEXP|23457VULN|5BPWR|68DUST|9DUR|aRCR
659	42315 16312	9	   	243.23	DCR|5VULN|1DUR	15BEXP|23458VULN|5BPWR|67DUST|9RCR|aDUR
660	42315 32384	7	   	243.23	DCR|5VULN|1TLV	15BEXP|23457VULN|5BPWR|6MBVNT|8RCR|9BBNT|aTLV
661	42315 33374	7	   	243.23	DCR|5VULN|1DUR	15BEXP|2345aVULN|5BPWR|6MBVNT|7RCR|8TBNT|9DUR
662	42315 33451	9	   	243.23	DCR|5VULN|1TLV	15BEXP|2345aVULN|5BPWR|6MBVNT|7RCR|8TLV|9DUST
663	42315 33482	10	   	243.23	DCR|5VULN|1TLV	15BEXP|23459VULN|5BPWR|6MBVNT|7RCR|8TLV|aDUST
664	42315 33483	9	   	243.23	DCR|5VULN|1TLV	15BEXP|23459VULN|5BPWR|6MBVNT|7RCR|8TLV|aERES
665	42363 62312	9	   	243.23	DCR|5VULN|1DUR	1BEXP|23678VULN|4RCVC|5DUST|9RCR|aDUR
666	63513 32512	9	   	243.23	DCR|5VULN|1DUR	1MLV|2CGEN|34678VULN|5DUST|9RCR|aDUR
667	66513 32312	9	   	243.23	DCR|5VULN|1DUR	1MLV|2RMIN|34678VULN|5DUST|9RCR|aDUR
668	22213 62312	9	   	243.23	DCR|5VULN|1DUR	1FEWX|24678VULN|3RCVC|5DUST|9RCR|aDUR
669	22213 62363	9	   	243.23	DCR|5VULN|1DUR	1FEWX|24678VULN|3RCVC|5DUST|9DUR|aRCR
670	22213 62363	8	   	243.23	DCR|5VULN|1DUR	1FEWX|24678VULN|3RCVC|5DUST|9DUR|aRCR
671	42213 62312	9	   	243.23	DCR|5VULN|1DUR	1BEXP|24678VULN|3RCVC|5DUST|9RCR|aDUR
672	42213 62363	8	   	243.23	DCR|5VULN|1DUR	1BEXP|24678VULN|3RCVC|5DUST|9DUR|aRCR
673	42213 62363	9	   	243.23	DCR|5VULN|1DUR	1BEXP|24678VULN|3RCVC|5DUST|9DUR|aRCR
674	61313 21316	10	   	243.17	DCR|3VULN|1DMG|1DUR|1CDMG	1MLV|2LIT|3DMG|489VULN|5DUR|6CDMG|7CGEN|aRCR
675	31323 41635	4	   	243.13	DCR|3VULN|1DMG|2LIT|1CDMG|1AART	19ERES|29LIT|3DMG|4AART|5CDMG|6RCR|79aVULN|8RCVC|9BPWR
676	32123 21333	8	   	243.13	DCR|5VULN|1DUR	13ERES|2DUR|45689VULN|7LHND|aRCR
677	22313 11665	5	   	243.13	DCR|5VULN|1DUR	1FEWX|2348aVULN|5DUST|6TBNT|7RCR|9DUR
678	22313 62263	7	   	243.13	DCR|5VULN|1DUR	1FEWX|23467VULN|58DUST|9DUR|aRCR
679	22313 66312	9	   	243.13	DCR|5VULN|1DUR	1FEWX|23468VULN|57DUST|9RCR|aDUR
680	22313 66363	9	   	243.13	DCR|5VULN|1DUR	1FEWX|23468VULN|57DUST|9DUR|aRCR
681	22313 66363	8	   	243.13	DCR|5VULN|1DUR	1FEWX|23468VULN|57DUST|9DUR|aRCR
682	32123 52355	8	   	243.13	DCR|5VULN|1DUR	13ERES|2DUR|45789VULN|6ZMB|aRCR
683	32123 62355	8	   	243.13	DCR|5VULN|1DUR	13ERES|2DUR|45789VULN|6RMIN|aRCR
684	36513 32312	9	   	243.13	DCR|5VULN|1DUR	1ERES|2RMIN|34678VULN|5DUST|9RCR|aDUR
685	36515 12312	9	   	243.13	DCR|5VULN|1DUR	15ERES|2RMIN|34578VULN|5BPWR|6DUST|9RCR|aDUR
686	42313 62263	7	   	243.13	DCR|5VULN|1DUR	1BEXP|23467VULN|58DUST|9DUR|aRCR
687	42313 66312	9	   	243.13	DCR|5VULN|1DUR	1BEXP|23468VULN|57DUST|9RCR|aDUR
688	51213 35363	5	   	243.10	DCR|4VULN|1DUR|1ASPD	1ZMB|2LIT|3CGEN|479aVULN|5DUR|6ASPD|8RCR
689	52212 35363	5	   	243.10	DCR|4VULN|1DUR|1ASPD	1ZMB|2DUR|3CGEN|479aVULN|5LIT|6ASPD|8RCR
690	22315 32348	7	   	243.08	DCR|5VULN|1TLV|1SELL	15FEWX|23457VULN|5BPWR|6MBVNT|8RCR|9SELL|aTLV
691	22315 33487	9	   	243.08	DCR|5VULN|1TLV|1SELL	15FEWX|23459VULN|5BPWR|6MBVNT|7RCR|8TLV|aSELL
692	21615 32522	4	   	243.07	DCR|2VULN|2DMG|2AART|1DUR|1CDMG	1aFEWX|2DUR|34AART|5aDMG|6CDMG|7DUST|8RCR|9aVULN|aBPWR
693	31313 21316	10	   	243.07	DCR|3VULN|1DMG|1DUR|1CDMG	1ERES|2LIT|3DMG|489VULN|5DUR|6CDMG|7CGEN|aRCR
694	31313 24316	10	   	243.07	DCR|3VULN|1DMG|1DUR|1CDMG	1ERES|2LIT|3DMG|479VULN|5DUR|6CDMG|8MLV|aRCR
695	31313 24516	10	   	243.07	DCR|3VULN|1DMG|1DUR|1CDMG	1ERES|2LIT|3DMG|479VULN|5DUR|6CDMG|8RMIN|aRCR
696	31313 25364	5	   	243.07	DCR|3VULN|1DMG|1DUR|1CDMG	1ERES|2LIT|3DMG|479VULN|5DUR|6ZMB|8RCR|aCDMG
697	32616 21316	10	   	243.07	DCR|3VULN|1DMG|1DUR|1CDMG	1ERES|2DUR|3DMG|489VULN|5LIT|6CDMG|7CGEN|aRCR
698	32622 62316	10	   	243.07	DCR|3VULN|1DMG|1DUR|1CDMG	1ERES|2DUR|3DMG|4CGEN|589VULN|6LIT|7CDMG|aRCR
699	33612 62316	10	   	243.07	DCR|3VULN|1DMG|1DUR|1CDMG	1ERES|2CGEN|3DMG|4DUR|589VULN|6LIT|7CDMG|aRCR
700	42312 52338	5	   	243.07	DCR|3VULN|1DMG|1TLV|1CDMG	1BEXP|234VULN|5LIT|6MBVNT|7TLV|8CDMG|9DMG|aRCR
701	35513 62312	9	   	243.03	DCR|5VULN|1DUR|1NUKE	1ERES|2NUKE|34678VULN|5DUST|9RCR|aDUR
702	35515 12312	9	   	243.03	DCR|5VULN|1DUR|1NUKE	15ERES|2NUKE|34578VULN|5BPWR|6DUST|9RCR|aDUR
703	36623 42331	6	   	242.72	DCR|2VULN|2DMG|2DUR|1TLV	1ERES|2RMIN|3aDUR|4CGEN|5DUST|6aVULN|7RCR|8TLV|9aDMG|aBPWR
704	22365 11433	5	   	242.66	DCR|4VULN|2TLV|2LIT	156FEWX|235aVULN|4RCVC|5aBPWR|7RCR|8aTLV|9aLIT
705	22215 11433	5	   	242.66	DCR|4VULN|2TLV|2LIT	156FEWX|245aVULN|3RCVC|5aBPWR|7RCR|8aTLV|9aLIT
706	21328 14383	6	   	242.61	DCR|3VULN|3DUR|1CDMG	1FEWX|256DUR|358VULN|4MBVNT|5BPWR|7RCR|9BELT|aCDMG
707	21328 17113	10	   	242.61	DCR|3VULN|3DUR|1CDMG	1FEWX|256DUR|357VULN|4MBVNT|5BPWR|8CDMG|9RCR|aCGEN
708	21328 17115	10	   	242.61	DCR|3VULN|3DUR|1CDMG	1FEWX|256DUR|357VULN|4MBVNT|5BPWR|8CDMG|9RCR|aRCVC
709	21328 17115	9	   	242.61	DCR|3VULN|3DUR|1CDMG	1FEWX|256DUR|357VULN|4MBVNT|5BPWR|8CDMG|9RCR|aLWND
710	21328 17116	9	   	242.61	DCR|3VULN|3DUR|1CDMG	1FEWX|256DUR|357VULN|4MBVNT|5BPWR|8CDMG|9RCR|aRPLT
711	21328 17118	10	   	242.61	DCR|3VULN|3DUR|1CDMG	1FEWX|256DUR|357VULN|4MBVNT|5BPWR|8CDMG|9RCR|aLHND
712	21328 54383	5	   	242.61	DCR|3VULN|3DUR|1CDMG	1FEWX|256DUR|358VULN|4MBVNT|5BPWR|7RCR|9BELT|aCDMG
713	41328 17113	10	   	242.61	DCR|3VULN|3DUR|1CDMG	1BEXP|256DUR|357VULN|4MBVNT|5BPWR|8CDMG|9RCR|aCGEN
714	21328 17111	9	   	242.51	DCR|3VULN|3DUR|1CDMG	1FEWX|256DUR|357VULN|4MBVNT|5BPWR|8CDMG|9RCR|aBBNT
715	21328 17112	9	   	242.51	DCR|3VULN|3DUR|1CDMG	1FEWX|256DUR|357VULN|4MBVNT|5BPWR|8CDMG|9RCR|aTBNT
716	21328 17113	9	   	242.51	DCR|3VULN|3DUR|1CDMG	1FEWX|256DUR|357VULN|4MBVNT|5BPWR|8CDMG|9RCR|aERES
717	21328 17114	9	   	242.51	DCR|3VULN|3DUR|1CDMG	1FEWX|256DUR|357VULN|4MBVNT|5BPWR|8CDMG|9RCR|aDUST
718	21328 17116	10	   	242.51	DCR|3VULN|3DUR|1CDMG	1FEWX|256DUR|357VULN|4MBVNT|5BPWR|8CDMG|9RCR|aERES
719	21328 17117	10	   	242.51	DCR|3VULN|3DUR|1CDMG	1FEWX|256DUR|357VULN|4MBVNT|5BPWR|8CDMG|9RCR|aDLOT
720	41328 17111	9	   	242.51	DCR|3VULN|3DUR|1CDMG	1BEXP|256DUR|357VULN|4MBVNT|5BPWR|8CDMG|9RCR|aBBNT
721	41328 17112	9	   	242.51	DCR|3VULN|3DUR|1CDMG	1BEXP|256DUR|357VULN|4MBVNT|5BPWR|8CDMG|9RCR|aTBNT
722	41328 17113	9	   	242.51	DCR|3VULN|3DUR|1CDMG	1BEXP|256DUR|357VULN|4MBVNT|5BPWR|8CDMG|9RCR|aERES
723	41328 17114	9	   	242.51	DCR|3VULN|3DUR|1CDMG	1BEXP|256DUR|357VULN|4MBVNT|5BPWR|8CDMG|9RCR|aDUST
724	21314 13232	10	   	242.46	DCR|3VULN|3DUR|1CDMG|1SELL	1FEWX|256DUR|367VULN|4SELL|6BPWR|8BEXP|9RCR|aCDMG
725	21314 13632	10	   	242.36	DCR|3VULN|3DUR|1CDMG|1SELL	1FEWX|256DUR|367VULN|4SELL|6BPWR|8DUST|9RCR|aCDMG
726	41314 13632	10	   	242.36	DCR|3VULN|3DUR|1CDMG|1SELL	1BEXP|256DUR|367VULN|4SELL|6BPWR|8DUST|9RCR|aCDMG
727	22312 12233	6	   	242.36	DCR|4VULN|1DMG|2LIT	1FEWX|2347VULN|5aLIT|6DLOT|8DMG|9RCR
728	22312 15233	7	   	242.36	DCR|4VULN|1DMG|2LIT	1FEWX|2347VULN|5aLIT|6DLOT|8DMG|9RCR
729	42312 12233	6	   	242.36	DCR|4VULN|1DMG|2LIT	1BEXP|2347VULN|5aLIT|6DLOT|8DMG|9RCR
730	42312 15233	7	   	242.36	DCR|4VULN|1DMG|2LIT	1BEXP|2347VULN|5aLIT|6DLOT|8DMG|9RCR
731	22315 11133	5	   	242.23	DCR|5VULN|2LIT	156FEWX|2345aVULN|5aBPWR|7RCR|8aCGEN|9aLIT
732	32123 42435	8	 * 	242.22	DCR|3VULN|2ASPD|1DMG|1DUR	13ERES|2DUR|457VULN|6aASPD|8RCR|9DMG
733	22315 33174	10	   	242.13	DCR|5VULN|2LIT	15aFEWX|2345aVULN|5aBPWR|6MBVNT|7RCR|8aLIT|9DMSP
734	22315 33184	10	   	242.13	DCR|5VULN|2LIT	15aFEWX|2345aVULN|5aBPWR|6MBVNT|7RCR|8aLIT|9RCVC
735	42315 33174	10	   	242.13	DCR|5VULN|2LIT	15aBEXP|2345aVULN|5aBPWR|6MBVNT|7RCR|8aLIT|9DMSP
736	42315 33184	10	   	242.13	DCR|5VULN|2LIT	15aBEXP|2345aVULN|5aBPWR|6MBVNT|7RCR|8aLIT|9RCVC
737	53515 34123	9	   	242.13	DCR|5VULN|2LIT	19ZMB|25CGEN|3459aVULN|59BPWR|6MBVNT|7RCR|89LIT
738	32536 33523	2	   	242.07	DCR|2VULN|1DMG|1TLV|1DUR|1CDMG|1AART	1ERES|2DUR|3TLV|4CDMG|5AART|69VULN|7DMG|8RCR|aLIT
739	42312 16521	9	   	242.03	DCR|5VULN|2LIT	1aBEXP|2348aVULN|5aLIT|6DLOT|7RCR|9BELT|aBPWR
740	22315 11533	5	   	242.03	DCR|5VULN|2LIT	156FEWX|2345aVULN|5aBPWR|7RCR|8aERES|9aLIT
741	22315 33148	8	   	241.93	DCR|5VULN|2LIT	15FEWX|2345aVULN|5BPWR|6MBVNT|7RCR|89LIT
742	42315 33143	8	   	241.93	DCR|5VULN|2LIT	15BEXP|2345aVULN|5BPWR|6MBVNT|7RCR|89LIT
743	21328 31847	9	   	241.85	DCR|2VULN|2DUR|1DMG|1CDMG|1ASPD	1FEWX|25DUR|35VULN|4MBVNT|5BPWR|6LIT|7DMG|8CDMG|9ASPD|aRCR
744	21616 33521	5	   	241.63	DCR|2VULN|1DMG|2AART|1TLV|1DUR|1CDMG	1FEWX|2DUR|34AART|5CDMG|69VULN|7DMG|8RCR|aTLV
745	21633 13521	3	   	241.63	DCR|2VULN|1DMG|2AART|1TLV|1DUR|1CDMG	1FEWX|2DUR|36AART|49VULN|5CDMG|7DMG|8RCR|aTLV
746	21633 13521	4	   	241.63	DCR|2VULN|1DMG|2AART|1TLV|1DUR|1CDMG	1FEWX|2DUR|36AART|49VULN|5CDMG|7DMG|8RCR|aTLV
