0	Index      	Bounty	 *	Score 	Summary	Detail	
1	14631 23353	6	 * 	273.85	DCR|4VULN|3LIT|1TLV|1DUR|1CDMG	19BEXP|2679VULN|3DUR|4TLV|569LIT|69BPWR|8RCR|aCDMG
513	23324 12355	10	   	245.00	DCR|4VULN|2ASPD|1DUR	13ASPD|2ZMB|4RPLT|589aVULN|6RCR|7DUR
514	14261 43212	8	   	244.57	DCR|3VULN|1DMG|2LIT|1CDMG|1ASPD	18BEXP|278VULN|3DUST|4ASPD|58LIT|6RCR|8BPWR|9CDMG|aDMG
515	34261 43212	8	   	244.57	DCR|3VULN|1DMG|2LIT|1CDMG|1ASPD	18LWND|278VULN|3DUST|4ASPD|58LIT|6RCR|8BPWR|9CDMG|aDMG
516	43521 21351	6	   	244.54	DCR|3VULN|2DUR|2LIT|1CDMG	19CGEN|249VULN|34LIT|49BPWR|56FEWX|79DUR|8RCR|aCDMG
517	34261 22342	9	   	244.47	DCR|3VULN|1DMG|2LIT|1CDMG|1ASPD	1LWND|268VULN|3DUST|4ASPD|56LIT|6BPWR|7CDMG|9RCR|aDMG
518	21613 12662	1	   	244.45	DCR|4VULN|1TLV|1ASPD|1AART	1ASPD|259aVULN|3AART|4FEWX|6RCR|7BEXP|8TLV
519	21623 12662	1	   	244.45	DCR|4VULN|1TLV|1ASPD|1AART	1ASPD|259aVULN|3AART|4LHND|6RCR|7BEXP|8TLV
520	22213 12662	2	   	244.45	DCR|4VULN|1TLV|1ASPD|1AART	1ASPD|2AART|359aVULN|4FEWX|6RCR|7BEXP|8TLV
521	22223 12662	2	   	244.45	DCR|4VULN|1TLV|1ASPD|1AART	1ASPD|2AART|359aVULN|4LHND|6RCR|7BEXP|8TLV
522	43236 42213	7	   	244.45	DCR|4VULN|1TLV|1ASPD|1AART	1CGEN|2678VULN|3LWND|4TLV|5ASPD|9RCR|aAART
523	43336 42213	7	   	244.45	DCR|4VULN|1TLV|1ASPD|1AART	1CGEN|2678VULN|3LHND|4TLV|5ASPD|9RCR|aAART
524	43332 26243	5	   	244.45	DCR|4VULN|1TLV|1ASPD|1AART	1CGEN|289aVULN|3LHND|4TLV|5AART|6RCR|7ASPD
525	43522 12251	3	   	244.44	DCR|3VULN|2DUR|2LIT|1CDMG	19CGEN|249VULN|35LIT|6RCR|7LHND|89DUR|9BPWR|aCDMG
526	43522 13251	3	   	244.44	DCR|3VULN|2DUR|2LIT|1CDMG	19CGEN|249VULN|35LIT|6RCR|7LWND|89DUR|9BPWR|aCDMG
527	14242 43213	8	   	244.42	DCR|3VULN|2ASPD|1TLV|1CDMG	18BEXP|278VULN|3DUST|4LIT|58ASPD|6RCR|8BPWR|9CDMG|aTLV
528	34242 43213	8	   	244.42	DCR|3VULN|2ASPD|1TLV|1CDMG	18LWND|278VULN|3DUST|4LIT|58ASPD|6RCR|8BPWR|9CDMG|aTLV
529	45331 42213	7	   	244.35	DCR|4VULN|1TLV|1ASPD|1AART	1CGEN|2TLV|3ASPD|4678VULN|5DUST|9RCR|aAART
530	26413 33252	7	   	244.35	DCR|2VULN|2DUR|2CDMG|1TLV|1ASPD	1ASPD|28DUR|3aCDMG|4LIT|5TLV|69VULN|7RCR
531	43521 61321	5	   	244.34	DCR|3VULN|2DUR|2LIT|1CDMG	1CGEN|246VULN|34LIT|4BPWR|5FEWX|79DUR|8RCR|aCDMG
532	43523 31321	5	   	244.34	DCR|3VULN|2DUR|2LIT|1CDMG	1CGEN|246VULN|34LIT|4BPWR|5LHND|79DUR|8RCR|aCDMG
533	34242 22343	9	   	244.32	DCR|3VULN|2ASPD|1TLV|1CDMG	1LWND|268VULN|3DUST|4LIT|56ASPD|6BPWR|7CDMG|9RCR|aTLV
534	14631 25321	7	   	244.26	DCR|2VULN|3DUR|1TLV|2LIT|1ASPD	1BEXP|26VULN|379DUR|4TLV|56LIT|6BPWR|8RCR|aASPD
535	54231 25321	7	   	244.26	DCR|2VULN|3DUR|1TLV|2LIT|1ASPD	1LHND|26VULN|379DUR|4TLV|56LIT|6BPWR|8RCR|aASPD
536	22331 23335	2	   	244.14	DCR|3VULN|2ASPD|2CDMG|1AART	18ASPD|2AART|38CDMG|4LIT|5LWND|6TBNT|78aVULN|8BPWR|9RCR
537	22332 53335	2	   	244.14	DCR|3VULN|2ASPD|2CDMG|1AART	18ASPD|2AART|38CDMG|4LIT|5TBNT|6LWND|78aVULN|8BPWR|9RCR
538	54523 21323	2	   	244.10	DCR|3VULN|2DUR|2TLV	1LHND|25aVULN|35TLV|4RCVC|5BPWR|6LIT|79DUR|8RCR
539	54623 21323	3	   	244.10	DCR|3VULN|2DUR|2TLV	1LHND|25aVULN|35TLV|4RCVC|5BPWR|6LIT|79DUR|8RCR
540	34621 21233	7	 * 	244.05	DCR|4VULN|3TLV|1DUR	18aLWND|278aVULN|3BELT|4DUR|5CGEN|68aTLV|8aBPWR|9RCR
541	34621 22233	6	   	244.05	DCR|4VULN|3TLV|1DUR	18aLWND|278aVULN|3BELT|4DUR|5CGEN|68aTLV|8aBPWR|9RCR
542	22444 33121	6	   	244.04	DCR|3VULN|2ASPD|2TLV|1AART	13ASPD|2AART|3BPWR|45TLV|6LIT|79aVULN|8RCR
543	14525 22323	2	   	244.00	DCR|3VULN|2DUR|2TLV	1BEXP|25aVULN|37TLV|49DUR|6LIT|8RCR
544	14635 22323	4	   	244.00	DCR|3VULN|2DUR|2TLV	1BEXP|25aVULN|39DUR|47TLV|6LIT|8RCR
545	54235 22323	4	   	244.00	DCR|3VULN|2DUR|2TLV	1LHND|25aVULN|39DUR|47TLV|6LIT|8RCR
546	54632 23323	4	   	244.00	DCR|3VULN|2DUR|2TLV	1LHND|27aVULN|34TLV|59DUR|6LIT|8RCR
547	54633 31323	5	   	244.00	DCR|3VULN|2DUR|2TLV	1LHND|26aVULN|34TLV|5LIT|79DUR|8RCR
548	24121 23442	8	   	243.96	DCR|3VULN|2DMG|2ASPD	19ASPD|26CGEN|359VULN|4RCVC|79DMG|8RCR|9BPWR|aBEXP
549	24121 23443	8	   	243.96	DCR|3VULN|2DMG|2ASPD	19ASPD|26aCGEN|359VULN|4RCVC|79DMG|8RCR|9BPWR
550	34621 21234	7	   	243.95	DCR|4VULN|2TLV|1DUR	18LWND|278aVULN|3BELT|4DUR|5CGEN|68TLV|8BPWR|9RCR
551	34621 22234	6	   	243.95	DCR|4VULN|2TLV|1DUR	18LWND|278aVULN|3BELT|4DUR|5CGEN|68TLV|8BPWR|9RCR
552	44231 11431	4	   	243.95	DCR|4VULN|1DMG|1DUR	125CGEN|3459VULN|5BPWR|6RCR|7LHND|8DUR|aDMG
553	44231 14321	4	   	243.95	DCR|4VULN|1DMG|1DUR	125CGEN|3459VULN|5BPWR|6RCR|7ZMB|8DMG|aDUR
554	16251 21223	9	   	243.91	DCR|3VULN|3DUR|2LIT	12BEXP|359DUR|45LIT|5BPWR|678VULN|aRCR
555	31251 21213	9	   	243.91	DCR|3VULN|3DUR|2LIT	12LWND|359DUR|45LIT|5BPWR|678VULN|aRCR
556	31251 21553	9	   	243.91	DCR|3VULN|3DUR|2LIT	12LWND|358DUR|45LIT|5BPWR|679VULN|aRCR
557	42641 31213	8	   	243.91	DCR|3VULN|3DUR|2LIT	19CGEN|249DUR|3ERES|568VULN|79LIT|9BPWR|aRCR
558	24341 43311	5	   	243.86	DCR|3VULN|2DMG|2ASPD	13ASPD|26CGEN|456VULN|6BPWR|7BEXP|8aDMG|9RCR
559	21241 24153	3	   	243.86	DCR|3VULN|2DMG|2ASPD	18ASPD|235LWND|4TBNT|689VULN|78DMG|8BPWR|aRCR
560	31341 24153	3	   	243.86	DCR|3VULN|2DMG|2ASPD	125LWND|38ASPD|4TBNT|689VULN|78DMG|8BPWR|aRCR
