0	Index      	 *	Score 	Summary	Detail	
1	12614 53541	 * 	196.05	DCR|3DMG|2VULN|1AART|1CDMG|2DUR	17VULN|2CDMG|37DUR|4MBVNT|5BELT|679DMG|7BPWR|8AART|aRCR
498	34133 36313	   	167.85	DCR|2VULN|2DMG|1AART|1DUR	17DUST|27DMG|3BEXP|4DUR|5AART|67VULN|7BPWR|8RCR|9CGEN|aERES
499	34133 36316	   	167.85	DCR|2VULN|2DMG|1AART|1DUR	17DUST|27DMG|3BEXP|4DUR|5AART|67VULN|7BPWR|8RCR|9CGEN|aLEGI
500	34133 36324	   	167.85	DCR|2VULN|2DMG|1AART|1DUR	17DUST|27DMG|3aBEXP|4DUR|5AART|67VULN|7BPWR|8RCR|9TLV
501	34133 36325	   	167.85	DCR|2VULN|2DMG|1AART|1DUR	17DUST|27DMG|3BEXP|4DUR|5AART|67VULN|7BPWR|8RCR|9TLV|aLIT
502	34133 36331	   	167.85	DCR|2VULN|2DMG|1AART|1DUR	17DUST|27DMG|3BEXP|4DUR|5AART|67VULN|7BPWR|8RCR|9LIT|aLEGI
503	34133 36332	   	167.85	DCR|2VULN|2DMG|1AART|1DUR	17aDUST|27DMG|3BEXP|4DUR|5AART|67VULN|7BPWR|8RCR|9LIT
504	34133 36334	   	167.85	DCR|2VULN|2DMG|1AART|1DUR	17DUST|27DMG|3BEXP|4DUR|5AART|67VULN|7BPWR|8RCR|9LIT|aTLV
505	34133 36336	   	167.85	DCR|2VULN|2DMG|1AART|1DUR	17DUST|27DMG|3BEXP|4DUR|5AART|67VULN|7BPWR|8RCR|9LIT|aERES
506	34133 36343	   	167.85	DCR|2VULN|2DMG|1AART|1DUR	17DUST|27DMG|3BEXP|4DUR|5AART|67VULN|7BPWR|8RCR|9DMSP|aERES
507	34133 36351	   	167.85	DCR|2VULN|2DMG|1AART|1DUR	17aDUST|27DMG|3BEXP|4DUR|5AART|67VULN|7BPWR|8RCR|9RMIN
508	34133 36352	   	167.85	DCR|2VULN|2DMG|1AART|1DUR	17DUST|27DMG|3BEXP|4DUR|5AART|67VULN|7BPWR|8RCR|9RMIN|aERES
509	16532 14222	   	167.79	ACR|4VULN|1AART|1CDMG	159aVULN|26LIT|3CGEN|4RCR|7CDMG|8AART
510	34133 36321	   	167.75	DCR|2VULN|2DMG|1AART|1DUR	17aDUST|27DMG|3BEXP|4DUR|5AART|67VULN|7BPWR|8RCR|9TLV
511	34133 36322	   	167.75	DCR|2VULN|2DMG|1AART|1DUR	17DUST|27DMG|3BEXP|4DUR|5AART|67VULN|7BPWR|8RCR|9TLV|aERES
512	34133 36326	   	167.75	DCR|2VULN|2DMG|1AART|1DUR	17DUST|27DMG|3BEXP|4DUR|5AART|67VULN|7BPWR|8RCR|9TLV|aLEGI
513	16331 32636	   	167.74	ACR|4VULN|1DMG|1ZMB|1DUR	167aVULN|2LIT|3MLV|4RCR|5ZMB|8DUR|9DMG
514	32341 41131	   	167.71	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1DUST|2CDMG|3DMG|4aAART|5VULN|6DUR|7RCR|8FEWX|9ASPD
515	32341 41531	   	167.71	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1DUST|2CDMG|3DMG|4aAART|5VULN|6DUR|7RCR|8LHND|9ASPD
516	53523 21241	   	167.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR|1SELL	1DUR|24VULN|3DMG|5ASPD|6AART|7CDMG|8LHND|9RCR|aSELL
517	53523 21341	   	167.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD|1SELL	1DUR|24VULN|3DMG|5ASPD|6AART|7CDMG|8LWND|9RCR|aSELL
518	34133 36341	   	167.71	DCR|2VULN|2DMG|1AART|1DUR|1SELL	17DUST|27DMG|3BEXP|4DUR|5AART|67VULN|7BPWR|8RCR|9DMSP|aSELL
519	53132 33244	   	167.71	DCR|4VULN|1AART|1CDMG|1DUR	1DUR|2689VULN|3LIT|4CDMG|5BELT|7AART|aRCR
520	53166 12331	   	167.70	DCR|3VULN|2DMG|2DUR	18DUR|278VULN|3LIT|49LHND|58DMG|6RCR|8BPWR|aLWND
521	53166 12333	   	167.70	DCR|3VULN|2DMG|2DUR	18DUR|278VULN|3aLIT|49LHND|58DMG|6RCR|8BPWR
522	62512 23341	 * 	167.70	DCR|3VULN|1DMG|2CDMG|2ZMB	17ZMB|2DUST|379VULN|4ERES|5FEWX|67CDMG|7BPWR|8RCR|aDMG
523	53166 12313	   	167.60	DCR|3VULN|2DMG|2DUR	18DUR|278VULN|3aLIT|4LHND|58DMG|6RCR|8BPWR|9DUST
524	13424 41322	   	167.58	DCR|3VULN|1AART|2CDMG|1ZMB	12aVULN|3LHND|47CDMG|5ZMB|6CGEN|8RCR|9AART
525	53166 12311	   	167.50	DCR|3VULN|2DMG|2DUR	18DUR|278VULN|3LIT|4LHND|58DMG|6RCR|8BPWR|9aDUST
526	12236 43362	   	167.43	DCR|3VULN|3DMG|2CDMG|2MSE	179VULN|29CDMG|3RMIN|47TLV|57MSE|6RCR|79BPWR|89aDMG
527	53165 12321	   	167.40	DCR|3VULN|1AART|2ASPD|2DUR	18DUR|278VULN|3LIT|4LHND|58ASPD|6RCR|8BPWR|9AART|aBEXP
528	12241 22115	   	167.37	DCR|4VULN|1AART|1CDMG	157aVULN|2CDMG|3RMIN|4AART|6LWND|8RCR|9RPLT
529	12241 22122	   	167.37	DCR|4VULN|1AART|1CDMG	157aVULN|2CDMG|3RMIN|4AART|6LWND|8RCR|9CGEN
530	12241 62115	   	167.37	DCR|4VULN|1AART|1CDMG	157aVULN|2CDMG|3RMIN|4AART|6FEWX|8RCR|9RPLT
531	12241 62122	   	167.37	DCR|4VULN|1AART|1CDMG	157aVULN|2CDMG|3RMIN|4AART|6FEWX|8RCR|9CGEN
532	26335 41312	   	167.35	DCR|3DMG|2VULN|2DUR|1SELL	1SELL|24VULN|34LWND|4BPWR|57DUR|6RCR|89aDMG
533	26631 43312	   	167.35	DCR|3DMG|2VULN|2DUR|1SELL	1SELL|24VULN|34DUR|4BPWR|57FEWX|6RCR|89aDMG
534	16532 14221	 * 	167.34	ACR|3VULN|1AART|1CDMG|1FLTHEA	159VULN|26LIT|3CGEN|4RCR|7CDMG|8AART|aFLTHEA
535	14113 23351	   	167.33	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	17VULN|2DMG|37BEXP|4ERES|5DUST|67CDMG|7BPWR|8RCR|9DUR|aAART
536	14313 23351	   	167.33	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	17VULN|2DMG|37LWND|4ERES|5DUST|67CDMG|7BPWR|8RCR|9DUR|aAART
537	14513 23351	   	167.33	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	17VULN|2DMG|37FEWX|4ERES|5DUST|67CDMG|7BPWR|8RCR|9DUR|aAART
538	14122 63126	 * 	167.32	DCR|2VULN|2AART|1DMG|1FLTHEA	14VULN|2DMG|3BEXP|5BELT|6CGEN|79AART|8RCR|aFLTHEA
539	64322 36333	   	167.32	DCR|4VULN|1DMG|1ZMB|1ASPD	1ZMB|246aVULN|36LWND|5MBVNT|6BPWR|7RCR|8ASPD|9DMG
540	53165 12322	   	167.30	DCR|3VULN|1AART|2ASPD|2DUR	18DUR|278VULN|3LIT|4LHND|58ASPD|6RCR|8BPWR|9AART|aERES
541	32344 51213	   	167.24	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1DUST|2CDMG|3DMG|47AART|5LIT|6RCR|8ZMB|9LHND|aVULN
542	14442 13331	   	167.23	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	1VULN|2aDMG|3BELT|4DUR|58CDMG|6AART|7ERES|9RCR
543	14611 23351	   	167.23	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	17VULN|2DMG|37CDMG|4LHND|5TLV|67DUST|7BPWR|8RCR|9DUR|aAART
544	14621 23351	   	167.23	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	17VULN|2DMG|37CDMG|4BEXP|5TLV|67DUST|7BPWR|8RCR|9DUR|aAART
545	14631 23351	   	167.23	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	17VULN|2DMG|37CDMG|4TLV|5FEWX|67DUST|7BPWR|8RCR|9DUR|aAART
546	14633 23351	   	167.23	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	17VULN|2DMG|37CDMG|4TLV|5BEXP|67DUST|7BPWR|8RCR|9DUR|aAART
547	33512 23351	   	167.23	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	17DUST|2VULN|37DMG|4ERES|5FEWX|67CDMG|7BPWR|8RCR|9DUR|aAART
548	33516 23351	   	167.23	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	17DUST|2VULN|37DMG|4ERES|5LWND|67CDMG|7BPWR|8RCR|9DUR|aAART
549	34512 23351	   	167.23	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	17DUST|2DMG|37VULN|4ERES|5FEWX|67CDMG|7BPWR|8RCR|9DUR|aAART
550	33522 63126	   	167.22	DCR|2VULN|2AART|1DMG|1FLTHEA	1DUST|24VULN|3DMG|5BELT|6CGEN|79AART|8RCR|aFLTHEA
551	14322 46383	   	167.22	DCR|4VULN|1DMG|1ZMB|1ASPD	146aVULN|2DMG|3LWND|5MBVNT|7RCR|8ASPD|9ZMB
552	15322 46333	   	167.22	DCR|4VULN|1DMG|1ZMB|1ASPD	146aVULN|2ZMB|3LWND|5MBVNT|7RCR|8ASPD|9DMG
553	64322 46333	   	167.22	DCR|4VULN|1DMG|1ZMB|1ASPD	1ZMB|246aVULN|3LWND|5MBVNT|7RCR|8ASPD|9DMG
554	12342 51136	   	167.09	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1VULN|2CDMG|3LWND|4RCR|5AART|6TLV|7ZMB|8DUR|9DMG|aASPD
555	32341 41113	 * 	167.09	DCR|2AART|1VULN|1DMG|2CDMG|1DUR	1DUST|29CDMG|3DMG|4aAART|5VULN|6DUR|7RCR|8FEWX
556	61151 35331	   	167.08	DCR|3VULN|1AART|1DMG|1ZMB	1ZMB|2AART|3LIT|457VULN|6RCVC|8DMG|9CGEN|aRCR
557	61232 11221	   	167.08	DCR|3VULN|1AART|1DMG|1ZMB	1ZMB|2AART|3CGEN|4RCVC|567VULN|8DMG|9LIT|aRCR
558	14643 11123	   	167.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2DMG|3CDMG|4AART|5LHND|6LWND|7RCR|8FEWX|aDUR
559	13421 41124	   	167.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	12VULN|3LHND|4CDMG|5FEWX|6RCR|7DUR|8AART|9LIT|aDMG
560	13423 41124	   	167.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	12VULN|3LHND|4CDMG|5BEXP|6RCR|7DUR|8AART|9LIT|aDMG
561	12614 53622	   	167.00	DCR|2VULN|2DMG|1CDMG|2DUR|1ZMB	17VULN|2CDMG|37DUR|4MBVNT|5BELT|67DMG|7BPWR|8RCVC|9ZMB|aRCR
562	61432 11221	   	166.98	DCR|3VULN|1AART|1DMG|1ZMB	1ZMB|2AART|3TLV|4RCVC|567VULN|8DMG|9LIT|aRCR
563	14322 36833	   	166.97	DCR|4VULN|2DMG	149aVULN|26DMG|36LWND|5MBVNT|6BPWR|7RCR|8BEXP
564	16336 32261	   	166.94	ACR|4VULN|1AART|1ZMB	1689VULN|2LIT|3MLV|4RCR|5AART|7RCVC|aZMB
565	32153 56113	 * 	166.94	ACR|3VULN|1AART|2CDMG|1DUR	18DUST|28CDMG|3DUR|4AART|5RCR|69aVULN|78LIT|8BPWR
566	12344 41312	   	166.93	ACR|3DMG|2VULN|1CDMG	16VULN|2CDMG|3LWND|4RCR|5RMIN|7MLV|89aDMG
567	12344 42312	   	166.93	ACR|3DMG|2VULN|1CDMG	16VULN|2CDMG|3LWND|4RCR|5RMIN|7CGEN|89aDMG
568	12543 13122	   	166.93	ACR|3VULN|2DMG|1CDMG	19aVULN|2CDMG|378BEXP|4RCR|5aVENICY|6aDMG|aBPWR
569	16336 11223	 * 	166.93	ACR|3VULN|2AART|1CDMG	19aVULN|2LIT|3MLV|4RCR|57AART|6CDMG|8RPLT
570	14431 53113	   	166.91	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	1aVULN|2DMG|3BELT|45ASPD|6RCR|7DUR|8AART|9RPLT
571	32341 41121	   	166.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2CDMG|3DMG|4AART|59VULN|6DUR|7RCR|8FEWX|aCGEN
572	32341 41124	   	166.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2CDMG|3DMG|4AART|59VULN|6DUR|7RCR|8FEWX|aLIT
573	32341 41125	   	166.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2CDMG|3DMG|4AART|59VULN|6DUR|7RCR|8FEWX|aBEXP
574	32341 41521	   	166.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2CDMG|3DMG|4AART|59VULN|6DUR|7RCR|8LHND|aCGEN
575	14643 11223	   	166.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2DMG|3CDMG|4AART|5LHND|6LWND|7RCR|8DUST|aDUR
576	14643 31123	   	166.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2DMG|3CDMG|4AART|5LHND|6DUST|7RCR|8FEWX|aDUR
577	32341 11123	   	166.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2CDMG|3DMG|4AART|59VULN|6LWND|7RCR|8FEWX|aDUR
578	32341 11126	   	166.91	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|2CDMG|3DMG|4AART|59VULN|6LWND|7RCR|8FEWX|aASPD
579	32341 11523	   	166.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2CDMG|3DMG|4AART|59VULN|6LWND|7RCR|8LHND|aDUR
580	32341 11526	   	166.91	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|2CDMG|3DMG|4AART|59VULN|6LWND|7RCR|8LHND|aASPD
581	32341 61523	   	166.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2CDMG|3DMG|4AART|59VULN|6FEWX|7RCR|8LHND|aDUR
582	34641 11123	   	166.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2DMG|3CDMG|4AART|59VULN|6LWND|7RCR|8FEWX|aDUR
583	14122 53132	   	166.90	DCR|4VULN|2DMG|1ASPD	1479VULN|27DMG|37BEXP|5BELT|6RPLT|7BPWR|8ASPD|aRCR
584	14122 53332	   	166.90	DCR|4VULN|2DMG|1ASPD	1478VULN|27DMG|37BEXP|5BELT|6RPLT|7BPWR|9ASPD|aRCR
585	14321 53132	   	166.90	DCR|4VULN|2DMG|1ASPD	1479VULN|27DMG|37LWND|5BELT|6RPLT|7BPWR|8ASPD|aRCR
586	14522 53132	   	166.90	DCR|4VULN|2DMG|1ASPD	1479VULN|27DMG|37FEWX|5BELT|6RPLT|7BPWR|8ASPD|aRCR
587	16532 15131	   	166.89	ACR|4VULN|1AART|1CDMG	1578VULN|267LIT|378CGEN|4RCR|78BPWR|9CDMG|aAART
588	14436 11333	   	166.87	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	19aVULN|2DMG|3BELT|4ASPD|5CDMG|6ZMB|7RCR|8CGEN
589	64322 36412	   	166.87	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1ZMB|246VULN|36LWND|5MBVNT|6BPWR|7RCR|8CDMG|9DMG|aASPD
590	14322 46812	   	166.87	DCR|4VULN|2DMG	146aVULN|2aDMG|3LWND|5MBVNT|7RCR|8BEXP|9aBASHEA|aBPWR
591	12342 24411	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2CDMG|3LWND|4RCR|5AART|6RCVC|7DUR|9BELT|aDMG
592	12342 12552	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	17VULN|2CDMG|37LWND|4RCR|5AART|67ERES|7BPWR|8DUR|9DMG|aBEXP
593	12342 12553	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	17VULN|2CDMG|37aLWND|4RCR|5AART|67ERES|7BPWR|8DUR|9DMG
594	12342 22431	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	17VULN|2CDMG|3LWND|4RCR|5AART|6RCVC|8ASPD|9DMG|aCGEN
595	12342 22432	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	17VULN|2CDMG|3LWND|4RCR|5AART|6RCVC|8ASPD|9DMG|aBELT
596	12342 22436	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	17VULN|2CDMG|3LWND|4RCR|5AART|6RCVC|8ASPD|9DMG|aLIT
597	12343 12441	   	166.83	ACR|3DMG|2VULN|1CDMG	19VULN|2CDMG|3LWND|4RCR|5BEXP|6TLV|78aDMG
598	12343 14611	   	166.83	ACR|3VULN|2DMG|1CDMG	178VULN|2CDMG|3LWND|4RCR|5BEXP|6TLV|9aDMG
599	12344 43312	   	166.83	ACR|3DMG|2VULN|1CDMG	16VULN|2CDMG|3LWND|4RCR|5RMIN|7ERES|89aDMG
600	16333 36132	 * 	166.83	ACR|3VULN|2DMG|2ASPD	168VULN|2LIT|3MLV|4RCR|57ASPD|9aDMG
601	32341 41122	   	166.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2CDMG|3DMG|4AART|59VULN|6DUR|7RCR|8FEWX|aERES
602	32341 41522	   	166.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2CDMG|3DMG|4AART|59VULN|6DUR|7RCR|8LHND|aERES
603	12531 41421	   	166.81	DCR|2VULN|2DMG|2CDMG|1DUR	19VULN|24CDMG|349BEXP|49BPWR|5FEWX|6RCR|7DUR|89DMG|aCGEN
604	16532 15331	   	166.79	ACR|4VULN|1AART|1CDMG	1578VULN|267LIT|37CGEN|4RCR|7BPWR|9CDMG|aAART
605	15322 46412	   	166.77	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	146VULN|2ZMB|3LWND|5MBVNT|7RCR|8CDMG|9DMG|aASPD
606	64322 46412	   	166.77	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1ZMB|246VULN|3LWND|5MBVNT|7RCR|8CDMG|9DMG|aASPD
607	66344 14812	 * 	166.74	DCR|2VULN|1DMG|2CDMG|1FLTHEA|1ZMB	1ZMB|2aBEXP|3MBVNT|4LHND|5FLTHEA|6RCR|7aVULN|8DMG|9aCDMG|aBPWR
608	12342 12168	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	17VULN|2CDMG|37LWND|4RCR|5AART|67ERES|7BPWR|8MBVNT|9DMG|aASPD
609	12342 22433	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	17VULN|2CDMG|3LWND|4RCR|5AART|6RCVC|8ASPD|9DMG|aERES
610	32341 41241	   	166.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	189DUST|2CDMG|3DMG|4AART|5aVULN|6DUR|7RCR
611	12531 41422	   	166.71	DCR|2VULN|2DMG|2CDMG|1DUR	19VULN|24CDMG|349BEXP|49BPWR|5FEWX|6RCR|7DUR|89DMG|aTLV
612	11421 41421	   	166.71	DCR|2VULN|2DMG|2CDMG|1DUR	19VULN|2RCVC|3LHND|49CDMG|5FEWX|6RCR|7DUR|89DMG|9BPWR|aLWND
613	11421 41422	   	166.71	DCR|2VULN|2DMG|2CDMG|1DUR	19VULN|2RCVC|3LHND|49CDMG|5FEWX|6RCR|7DUR|89DMG|9BPWR|aLIT
614	11423 41421	   	166.71	DCR|2VULN|2DMG|2CDMG|1DUR	19VULN|2RCVC|3LHND|49CDMG|5BEXP|6RCR|7DUR|89DMG|9BPWR|aLWND
615	11423 41422	   	166.71	DCR|2VULN|2DMG|2CDMG|1DUR	19VULN|2RCVC|3LHND|49CDMG|5BEXP|6RCR|7DUR|89DMG|9BPWR|aLIT
616	11521 41421	   	166.71	DCR|2VULN|2DMG|2CDMG|1DUR	19VULN|2RCVC|3BEXP|49CDMG|5FEWX|6RCR|7DUR|89DMG|9BPWR|aLWND
617	11521 41422	   	166.71	DCR|2VULN|2DMG|2CDMG|1DUR	19VULN|2RCVC|3BEXP|49CDMG|5FEWX|6RCR|7DUR|89DMG|9BPWR|aLIT
618	14431 53131	 * 	166.67	DCR|2DMG|1AART|1VULN|2ASPD|1DUR|1SELL	1VULN|2aDMG|3BELT|45ASPD|6RCR|7DUR|8AART|9SELL
619	14322 41133	   	166.65	DCR|5VULN|1DMG|1DUR	1469aVULN|2DMG|3LWND|5MBVNT|7DUR|8RCR
620	53522 42133	   	166.65	DCR|5VULN|1DMG|1DUR	1DUR|2469aVULN|3DMG|5MBVNT|7LWND|8RCR
621	12416 43521	   	166.61	DCR|2VULN|2DMG|2CDMG|1DUR	19VULN|29CDMG|38FEWX|4MBVNT|5DUR|6RCR|79DMG|9BPWR|aLWND
622	12416 43522	   	166.61	DCR|2VULN|2DMG|2CDMG|1DUR	19VULN|29CDMG|38FEWX|4MBVNT|5DUR|6RCR|79DMG|9BPWR|aLIT
623	12416 43524	   	166.61	DCR|2VULN|2DMG|2CDMG|1DUR	19VULN|29CDMG|38FEWX|4MBVNT|5DUR|6RCR|79DMG|9BPWR|aBEXP
624	12512 81521	   	166.61	DCR|2VULN|2DMG|2CDMG|1DUR	19VULN|29CDMG|3BEXP|4MBVNT|5DMSP|6RCR|7DUR|89DMG|9BPWR|aLWND
625	12512 81522	   	166.61	DCR|2VULN|2DMG|2CDMG|1DUR	19VULN|29CDMG|3BEXP|4MBVNT|5DMSP|6RCR|7DUR|89DMG|9BPWR|aLIT
626	12512 81524	   	166.61	DCR|2VULN|2DMG|2CDMG|1DUR	19VULN|29CDMG|3aBEXP|4MBVNT|5DMSP|6RCR|7DUR|89DMG|9BPWR
627	12514 81521	   	166.61	DCR|2VULN|2DMG|2CDMG|1DUR	19VULN|29CDMG|3BEXP|4MBVNT|5RCVC|6RCR|7DUR|89DMG|9BPWR|aLWND
628	12514 81522	   	166.61	DCR|2VULN|2DMG|2CDMG|1DUR	19VULN|29CDMG|3BEXP|4MBVNT|5RCVC|6RCR|7DUR|89DMG|9BPWR|aLIT
629	12514 81524	   	166.61	DCR|2VULN|2DMG|2CDMG|1DUR	19VULN|29CDMG|3aBEXP|4MBVNT|5RCVC|6RCR|7DUR|89DMG|9BPWR
630	12211 45361	   	166.61	DCR|2VULN|2DMG|2CDMG|1ASPD	19VULN|29CDMG|37RMIN|4LHND|5TLV|6RCR|89DMG|9BPWR|aASPD
631	12221 45361	   	166.61	DCR|2VULN|2DMG|2CDMG|1ASPD	19VULN|29CDMG|37RMIN|4BEXP|5TLV|6RCR|89DMG|9BPWR|aASPD
632	12231 45361	   	166.61	DCR|2VULN|2DMG|2CDMG|1ASPD	19VULN|29CDMG|37RMIN|4TLV|5FEWX|6RCR|89DMG|9BPWR|aASPD
633	12233 45361	   	166.61	DCR|2VULN|2DMG|2CDMG|1ASPD	19VULN|29CDMG|37RMIN|4TLV|5BEXP|6RCR|89DMG|9BPWR|aASPD
634	12342 12551	   	166.59	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	17VULN|2CDMG|37LWND|4RCR|5AART|67ERES|7BPWR|8DUR|9DMG|aSELL
635	32341 41235	   	166.57	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	18DUST|2CDMG|3DMG|4AART|5aVULN|6DUR|7RCR|9SELL
636	15435 33122	   	166.54	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2ZMB|3BELT|4NUKE|59AART|6RCR|7DMG|8TLV|aCDMG
637	15435 33222	   	166.54	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2ZMB|3BELT|4NUKE|59AART|6RCR|7DMG|8ERES|aCDMG
638	14125 23432	 * 	166.54	DCR|2VULN|2DMG|2ZMB|2DUR|1ASPD	14VULN|2aDMG|3BEXP|5AIRHEA|6aDUR|7ASPD|8aZMB|9RCR|aBPWR
639	14325 23432	   	166.54	DCR|2VULN|2DMG|2ZMB|2DUR|1ASPD	14VULN|2aDMG|3LWND|5AIRHEA|6aDUR|7ASPD|8aZMB|9RCR|aBPWR
640	12241 35115	   	166.52	DCR|3VULN|1AART|2CDMG|1DUR	15aVULN|27CDMG|3RMIN|4AART|6DUR|8RCR|9RPLT
641	12241 35122	   	166.52	DCR|3VULN|1AART|2CDMG|1DUR	15aVULN|27CDMG|3RMIN|4AART|6DUR|8RCR|9CGEN
642	14322 36143	   	166.51	DCR|3VULN|2DMG|1CDMG	149VULN|26DMG|36LWND|5MBVNT|6BPWR|7RCR|8RMIN|aCDMG
643	14322 36411	   	166.51	DCR|3DMG|2VULN|1CDMG	14VULN|269DMG|36LWND|5MBVNT|6BPWR|7RCR|8CDMG|aBEXP
644	14322 36412	   	166.51	DCR|3DMG|2VULN|1CDMG	14VULN|269DMG|36LWND|5MBVNT|6BPWR|7RCR|8CDMG|aMLV
645	14322 36415	   	166.51	DCR|3DMG|2VULN|1CDMG	14VULN|269DMG|36LWND|5MBVNT|6BPWR|7RCR|8CDMG|aRMIN
646	14322 36416	   	166.51	DCR|3DMG|2VULN|1CDMG	14VULN|269DMG|36LWND|5MBVNT|6BPWR|7RCR|8CDMG|aFEWX
647	14322 36418	   	166.51	DCR|3DMG|2VULN|1CDMG	14VULN|269DMG|36LWND|5MBVNT|6BPWR|7RCR|8CDMG|aCGEN
648	14322 36428	   	166.51	DCR|3VULN|2DMG|1CDMG	14aVULN|26DMG|36LWND|5MBVNT|6BPWR|7RCR|8CDMG|9LHND
649	14322 36431	   	166.51	DCR|3DMG|2VULN|1CDMG	14VULN|26aDMG|36LWND|5MBVNT|6BPWR|7RCR|8CDMG|9CGEN
650	14322 36441	   	166.51	DCR|3DMG|2VULN|1CDMG	14VULN|26aDMG|36LWND|5MBVNT|6BPWR|7RCR|8CDMG|9MLV
651	14322 36454	   	166.51	DCR|3VULN|2DMG|1CDMG	149VULN|26DMG|36LWND|5MBVNT|6BPWR|7RCR|8CDMG|aRPLT
652	54321 63112	 * 	166.51	DCR|3DMG|2VULN|3DUR	15aDUR|26aDMG|3LWND|45VULN|5aBPWR|7MBVNT|8RCR|9aBASHEA
653	12211 46361	   	166.51	DCR|2VULN|2DMG|2CDMG|1ASPD	19VULN|29CDMG|3RMIN|4LHND|57TLV|6RCR|89DMG|9BPWR|aASPD
654	12221 46361	   	166.51	DCR|2VULN|2DMG|2CDMG|1ASPD	19VULN|29CDMG|3RMIN|4BEXP|57TLV|6RCR|89DMG|9BPWR|aASPD
655	12231 46361	   	166.51	DCR|2VULN|2DMG|2CDMG|1ASPD	19VULN|29CDMG|3RMIN|47TLV|5FEWX|6RCR|89DMG|9BPWR|aASPD
656	12233 46361	   	166.51	DCR|2VULN|2DMG|2CDMG|1ASPD	19VULN|29CDMG|3RMIN|47TLV|5BEXP|6RCR|89DMG|9BPWR|aASPD
657	13421 44311	   	166.51	DCR|2VULN|2DMG|2CDMG|1ASPD	12VULN|3LHND|47CDMG|5FEWX|6RCR|89DMG|aASPD
658	13423 44311	   	166.51	DCR|2VULN|2DMG|2CDMG|1ASPD	12VULN|3LHND|47CDMG|5BEXP|6RCR|89DMG|aASPD
659	13521 44311	   	166.51	DCR|2VULN|2DMG|2CDMG|1ASPD	12VULN|3BEXP|47CDMG|5FEWX|6RCR|89DMG|aASPD
