0	Index      	 *	Score 	Summary	Detail	
1	63112 13262	 * 	195.42	DCR|3VULN|3DMG|1AART	16aVULN|2LIT|3LHND|4AART|569DMG|6BPWR|7RCR|8BELT
503	64223 11331	   	167.38	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|25DMG|3ZMB|4LIT|6AART|7MLV|8RCR|9CDMG|aMBVNT
504	64223 16331	   	167.38	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|25DMG|3ZMB|4LIT|6AART|7CGEN|8RCR|9CDMG|aMBVNT
505	13223 42514	   	167.34	ACR|2VULN|1AART|1DMG|2ZMB|1ASPD	1LWND|2DUST|37VULN|4RCR|5aZMB|6AART|8DMG|9ASPD
506	13223 42532	   	167.34	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1LWND|2DUST|37VULN|4RCR|5aZMB|6AART|8DMG|9DUR
507	12322 32623	   	167.34	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1LWND|2CDMG|3VULN|48AART|5BEXP|6RCR|7RCVC|9DMG|aZMB
508	54232 25232	   	167.26	DCR|2DMG|1VULN|1FLTHEA|1CDMG|1ZMB|1DUR	1CGEN|24DMG|3CDMG|5VULN|6RCR|7FLTHEA|8LHND|9DUR|aZMB
509	12326 33623	   	167.24	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	17LWND|2CDMG|3VULN|48AART|5DUST|6RCR|9DMG|aZMB
510	12536 15323	   	167.16	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB|1ASPD	1LWND|24CDMG|3RCR|5RMIN|6VULN|7ASPD|8AART|9DMG|aZMB
511	12326 31623	   	167.14	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1LWND|2CDMG|3VULN|48AART|57DUST|6RCR|9DMG|aZMB
512	14434 21113	   	167.14	DCR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1LWND|24DMG|3DUR|5ASPD|6RCR|78VULN|9CDMG|aFEWX
513	14334 21112	   	167.14	DCR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1LWND|24DMG|3LHND|5ASPD|6RCR|78VULN|9CDMG|aDUR
514	14534 21112	   	167.14	DCR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1LWND|24DMG|3BEXP|5ASPD|6RCR|78VULN|9CDMG|aDUR
515	14434 21111	   	167.04	DCR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1LWND|24DMG|3DUR|5ASPD|6RCR|78VULN|9CDMG|aMBVNT
516	14634 21112	   	167.04	DCR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1LWND|24DMG|3DUST|5ASPD|6RCR|78VULN|9CDMG|aDUR
517	64112 22261	   	166.98	DCR|2AART|2DMG|1VULN|1ZMB	1VULN|27DMG|3aAART|45CGEN|6ZMB|8RCR|9TLV
518	12531 23163	 * 	166.93	ACR|2VULN|2DMG|2CDMG|1DUR	1LWND|24CDMG|3RCR|5DUR|6RPLT|7aDMG|89VULN
519	14534 21321	   	166.91	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LWND|24DMG|3BEXP|5ASPD|6RCR|7VULN|8AART|9AIRHEL|aCDMG
520	55412 22334	   	166.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2MBVNT|3DMG|45VULN|6RCR|7FEWX|8AART|9DUR|aCDMG
521	55412 25334	   	166.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2MBVNT|3DMG|45VULN|6RCR|7LWND|8AART|9DUR|aCDMG
522	64111 24131	   	166.84	ACR|2VULN|1AART|1DMG|2ZMB|1ASPD	19VULN|2DMG|3AART|4CGEN|5RCR|6FEWX|7ASPD|8aZMB
523	14213 26215	   	166.83	DCR|4VULN|1DMG|2ZMB	178LWND|2DMG|37ZMB|457aVULN|6RCR|7BPWR|9LIT
524	14634 21321	   	166.81	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LWND|24DMG|3DUST|5ASPD|6RCR|7VULN|8AART|9AIRHEL|aCDMG
525	12324 12323	   	166.74	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB|1DUR	1LWND|28CDMG|3VULN|4AART|5RCVC|6DUR|7RCR|9DMG|aZMB
526	66111 53113	   	166.74	ACR|3VULN|3DMG	149VULN|28RCVC|39LHND|5RCR|6RMIN|79aDMG|9BPWR
527	14213 26531	   	166.73	DCR|4VULN|1DMG|2ZMB	17LWND|2DMG|37ZMB|4579VULN|6RCR|7BPWR|8BEXP|aDUST
528	14216 26233	   	166.73	DCR|4VULN|1DMG|2ZMB	157LWND|2DMG|37ZMB|479aVULN|6RCR|7BPWR|8LSRHEA
529	22135 32637	   	166.70	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1RCVC|2AART|39VULN|4ASPD|5aDUR|6MBVNT|7RCR|8DMG
530	32135 32637	   	166.70	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1DMSP|2AART|39VULN|4ASPD|5aDUR|6MBVNT|7RCR|8DMG
531	14434 21313	   	166.67	DCR|2DMG|1AART|1VULN|2ASPD|1DUR|1SELL	1LWND|24DMG|3DUR|59ASPD|6RCR|7VULN|8AART|aSELL
532	61235 26232	 * 	166.61	DCR|3VULN|2DMG|2ASPD	13aVULN|28LWND|4RPLT|5BELT|6aASPD|7RCR|9aDMG|aBPWR
533	14213 25226	   	166.47	DCR|3VULN|2DMG|1ZMB	1aLWND|2aDMG|3ZMB|459VULN|6RCR|7aMLV|8BELT|aBPWR
534	14213 25236	   	166.47	DCR|3DMG|2VULN|1ZMB	1aLWND|29aDMG|3ZMB|45VULN|6RCR|7aMLV|8BELT|aBPWR
535	54232 21231	   	166.41	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1CGEN|24DMG|3CDMG|5VULN|6RCR|7LIT|8LHND|9AART|aDUR
536	54232 21331	   	166.41	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1CGEN|24DMG|3CDMG|5VULN|6RCR|7LIT|8BEXP|9AART|aDUR
537	14213 24112	   	166.38	DCR|3VULN|1DMG|2ZMB|1CDMG	179LWND|2DMG|39ZMB|459VULN|6RCR|8RCVC|9BPWR|aCDMG
538	14213 26161	   	166.38	DCR|3VULN|1DMG|2ZMB|1CDMG	17LWND|2DMG|37ZMB|457VULN|6RCR|7BPWR|8RCVC|9RPLT|aCDMG
539	14213 26213	   	166.38	DCR|3VULN|1DMG|2ZMB|1CDMG	178LWND|2DMG|37ZMB|457VULN|6RCR|7BPWR|9LIT|aCDMG
540	14213 26231	   	166.38	DCR|3VULN|1DMG|2ZMB|1CDMG	178LWND|2DMG|37ZMB|457VULN|6RCR|7BPWR|9CGEN|aCDMG
541	14213 26242	   	166.38	DCR|3VULN|1DMG|2ZMB|1CDMG	178LWND|2DMG|37ZMB|457VULN|6RCR|7BPWR|9DMSP|aCDMG
542	14213 26261	   	166.38	DCR|3VULN|1DMG|2ZMB|1CDMG	178LWND|2DMG|37ZMB|457VULN|6RCR|7BPWR|9CDMG|aFEWX
543	14213 26262	   	166.38	DCR|3VULN|1DMG|2ZMB|1CDMG	178LWND|2DMG|37ZMB|457VULN|6RCR|7BPWR|9CDMG|aLIT
544	14213 26263	   	166.38	DCR|3VULN|1DMG|2ZMB|1CDMG	178LWND|2DMG|37ZMB|457VULN|6RCR|7BPWR|9CDMG|aMLV
545	14213 26313	   	166.38	DCR|3VULN|1DMG|2ZMB|1CDMG	17LWND|2DMG|37ZMB|457VULN|6RCR|7BPWR|8LIT|9CGEN|aCDMG
546	14213 26513	   	166.38	DCR|3VULN|1DMG|2ZMB|1CDMG	17LWND|2DMG|37ZMB|457VULN|6RCR|7BPWR|8aBEXP|9CDMG
547	14213 26521	   	166.38	DCR|3VULN|1DMG|2ZMB|1CDMG	17LWND|2DMG|37ZMB|457VULN|6RCR|7BPWR|8BEXP|9BELT|aCDMG
548	64213 24112	   	166.38	DCR|3VULN|1DMG|2ZMB|1CDMG	149VULN|2DMG|39ZMB|579LWND|6RCR|8RCVC|9BPWR|aCDMG
549	64213 26213	   	166.38	DCR|3VULN|1DMG|2ZMB|1CDMG	147VULN|2DMG|37ZMB|578LWND|6RCR|7BPWR|9LIT|aCDMG
550	64213 26231	   	166.38	DCR|3VULN|1DMG|2ZMB|1CDMG	147VULN|2DMG|37ZMB|578LWND|6RCR|7BPWR|9CGEN|aCDMG
551	64213 26313	   	166.38	DCR|3VULN|1DMG|2ZMB|1CDMG	147VULN|2DMG|37ZMB|57LWND|6RCR|7BPWR|8LIT|9CGEN|aCDMG
552	11434 26223	   	166.37	DCR|3VULN|2DMG|1ZMB	127LWND|3ZMB|47DMG|57aVULN|6RCR|7BPWR|8LSRHEA|9MLV
553	11434 26231	   	166.37	DCR|3VULN|2DMG|1ZMB	127LWND|3ZMB|47DMG|579VULN|6RCR|7BPWR|8LSRHEA|aLHND
554	11434 26232	   	166.37	DCR|3VULN|2DMG|1ZMB	127LWND|3ZMB|47DMG|579VULN|6RCR|7BPWR|8LSRHEA|aFEWX
555	54232 21531	   	166.31	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1CGEN|24DMG|3CDMG|5VULN|6RCR|7LIT|8MBVNT|9AART|aDUR
556	64214 23331	   	166.27	DCR|4VULN|1DMG|2ZMB|1DUR	1457VULN|2DMG|37ZMB|67aTLV|7BPWR|8DUR|9RCR
557	14213 21226	   	166.27	DCR|3VULN|2DMG|1ZMB	1aLWND|2aDMG|3ZMB|459VULN|6RCR|7aTLV|8BELT|aBPWR
558	14213 21236	   	166.27	DCR|3DMG|2VULN|1ZMB	1aLWND|29aDMG|3ZMB|45VULN|6RCR|7aTLV|8BELT|aBPWR
559	14213 24533	   	166.27	DCR|3VULN|2DMG|1ZMB	17LWND|2aDMG|3ZMB|459VULN|6RCR|8BEXP
560	64213 21216	   	166.27	DCR|3VULN|2DMG|1ZMB	14aVULN|2aDMG|3ZMB|59LWND|6RCR|7aTLV|8BELT|aBPWR
561	11434 22133	   	166.27	DCR|3VULN|2DMG|1ZMB	12LWND|3ZMB|4aDMG|589VULN|6RCR|7FEWX
562	14216 22133	   	166.27	DCR|3VULN|2DMG|1ZMB	15LWND|2aDMG|3ZMB|489VULN|6RCR|7FEWX
563	16434 22133	   	166.27	DCR|3VULN|2DMG|1ZMB	1LWND|2RCVC|3ZMB|4aDMG|589VULN|6RCR|7FEWX
564	66433 22133	   	166.27	DCR|3VULN|2DMG|1ZMB	189VULN|2RCVC|3ZMB|4aDMG|5LWND|6RCR|7FEWX
565	61211 23614	   	166.19	ACR|4VULN|1AART|2ZMB	1347VULN|27LWND|5RCR|67ZMB|7BPWR|8RCVC|9AART|aFEWX
566	61211 23615	   	166.19	ACR|4VULN|1AART|2ZMB	1347VULN|27LWND|5RCR|67ZMB|7BPWR|8RCVC|9AART|aDMSP
567	61211 23616	   	166.19	ACR|4VULN|1AART|2ZMB	1347VULN|27LWND|5RCR|67ZMB|7BPWR|8RCVC|9AART|aRPLT
568	12324 12626	   	166.17	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	1LWND|2CDMG|3VULN|48AART|5RCVC|6aDUR|7RCR|9DMG
569	14213 23143	   	166.17	DCR|3VULN|2DMG|1ZMB	1LWND|2aDMG|3ZMB|458VULN|6RCR|7LHND|9DUST
570	14213 23563	   	166.17	DCR|3VULN|2DMG|1ZMB	1LWND|2aDMG|3ZMB|459VULN|6RCR|7LHND|8DUST
571	14236 21133	   	166.17	DCR|3VULN|2DMG|1ZMB	15LWND|2aDMG|3ZMB|4DUST|6RCR|789VULN
572	64213 23143	   	166.17	DCR|3VULN|2DMG|1ZMB	148VULN|2aDMG|3ZMB|5LWND|6RCR|7LHND|9DUST
573	14213 26136	   	166.16	DCR|3VULN|3ZMB|1DMG	17LWND|2DMG|37aZMB|457VULN|6RCR|7BPWR|8RCVC|9ERES
574	64221 24231	   	166.14	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB|1DUR	1VULN|2DMG|3ZMB|4LIT|57CDMG|6RCR|8LHND|9AART|aDUR
575	22246 15211	   	166.13	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCVC|2AART|3LEGI|4BEXP|5RCR|6aDMG|7CDMG|8DUR|9VULN
576	32246 15211	   	166.13	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1DMSP|2AART|3LEGI|4BEXP|5RCR|6aDMG|7CDMG|8DUR|9VULN
577	61211 23612	   	166.09	ACR|4VULN|1AART|2ZMB	1347VULN|27LWND|5RCR|67ZMB|7BPWR|8RCVC|9AART|aDUST
578	22152 32825	   	166.04	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2aAART|3VULN|4ZMB|5LHND|6MBVNT|7RCR|8CDMG|9DMG
579	32152 32825	   	166.04	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1DMSP|2aAART|3VULN|4ZMB|5LHND|6MBVNT|7RCR|8CDMG|9DMG
580	13224 22411	 * 	166.04	ACR|3VULN|1AART|1CDMG|1FLTHEA	1LWND|2DUST|369VULN|4RCR|5CDMG|7LHND|8FLTHEA|aAART
581	63612 13533	   	166.03	ACR|2VULN|1AART|2CDMG|2ASPD|1DUR	19VULN|2LIT|39ASPD|4RCR|5DUR|6AART|7CANSTR|89CDMG|9BPWR|aERES
582	13225 42521	   	166.03	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LWND|2DUST|37VULN|4RCR|5ASPD|6AART|8DMG|9AIRHEL|aCDMG
583	13225 42136	   	166.02	ACR|3VULN|1AART|1ZMB|1DUR|1ASPD	1LWND|2DUST|379VULN|4RCR|5ASPD|6AART|8ZMB|aDUR
584	66141 23113	   	165.94	ACR|3DMG|2VULN|2ZMB	19VULN|28RCVC|34LHND|5RCR|69ZMB|79aDMG|9BPWR
585	22221 32825	   	165.94	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2aAART|3LEGI|4VULN|5ZMB|6MBVNT|7RCR|8CDMG|9DMG
586	32221 32825	   	165.94	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1DMSP|2aAART|3LEGI|4VULN|5ZMB|6MBVNT|7RCR|8CDMG|9DMG
587	13224 24411	   	165.94	ACR|3VULN|1AART|1CDMG|1FLTHEA	1LWND|2DUST|369VULN|4RCR|5CDMG|7LEGI|8FLTHEA|aAART
588	13224 25511	   	165.94	ACR|3VULN|1AART|1CDMG|1FLTHEA	1LWND|2DUST|369VULN|4RCR|5CDMG|7MBVNT|8FLTHEA|aAART
589	64212 23333	   	165.92	DCR|3VULN|1DMG|2ZMB|1CDMG|1DUR	147VULN|2DMG|37ZMB|5RCVC|67TLV|7BPWR|8DUR|9RCR|aCDMG
590	22124 16116	   	165.88	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|27AART|3VULN|4DUR|5BEXP|6DMG|8ZMB|9CDMG|aRCR
591	32124 16116	   	165.88	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DMSP|27AART|3VULN|4DUR|5BEXP|6DMG|8ZMB|9CDMG|aRCR
592	52125 31511	   	165.85	ACR|4VULN|1DMG|1CDMG	1CGEN|2CDMG|3RCR|4689VULN|5FEWX|7RMIN|aDMG
593	66111 23112	   	165.84	ACR|3VULN|2DMG|2ZMB	149VULN|28RCVC|3LHND|5RCR|69ZMB|79DMG|9BPWR|aTLV
594	61514 13212	 * 	165.83	DCR|5VULN|1CDMG|2DUR	14569VULN|29LWND|3RCVC|79DUR|8RCR|9BPWR|aCDMG
595	66314 13212	   	165.83	DCR|5VULN|1CDMG|2DUR	14569VULN|2RCVC|39LWND|79DUR|8RCR|9BPWR|aCDMG
596	64212 23336	   	165.80	DCR|3VULN|3ZMB|1DMG|1DUR	147VULN|2DMG|37aZMB|5RCVC|67TLV|7BPWR|8DUR|9RCR
597	54232 21234	 * 	165.79	DCR|2DMG|1AART|1VULN|2CDMG	1CGEN|24DMG|3aCDMG|5VULN|6RCR|7LIT|8LHND|9AART
598	54232 21334	   	165.79	DCR|2DMG|1AART|1VULN|2CDMG	1CGEN|24DMG|3aCDMG|5VULN|6RCR|7LIT|8BEXP|9AART
599	22116 16116	   	165.78	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|27AART|3VULN|4DUST|5DUR|6DMG|8ZMB|9CDMG|aRCR
600	22226 16116	   	165.78	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|27AART|3LEGI|4VULN|5DUR|6DMG|8ZMB|9CDMG|aRCR
601	32116 16116	   	165.78	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DMSP|27AART|3VULN|4DUST|5DUR|6DMG|8ZMB|9CDMG|aRCR
602	32226 16116	   	165.78	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DMSP|27AART|3LEGI|4VULN|5DUR|6DMG|8ZMB|9CDMG|aRCR
603	52124 15131	   	165.75	ACR|4VULN|1DMG|1CDMG	1CGEN|2CDMG|3RCR|4567VULN|8FEWX|9ERES|aDMG
604	61511 23611	   	165.74	ACR|3VULN|1AART|2ZMB|1CDMG	147VULN|27LWND|38RCVC|5RCR|67ZMB|7BPWR|9AART|aCDMG
605	66311 23611	   	165.74	ACR|3VULN|1AART|2ZMB|1CDMG	147VULN|28RCVC|37LWND|5RCR|67ZMB|7BPWR|9AART|aCDMG
606	14111 12615	   	165.63	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1LWND|26DMG|3AART|48CGEN|5RCR|7VULN|9CDMG|aDUR
607	64111 11111	   	165.63	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|26DMG|3AART|47CGEN|5RCR|8DUR|9CDMG|aLIT
608	64111 11112	   	165.63	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|26DMG|3AART|47CGEN|5RCR|8DUR|9CDMG|aRCVC
609	64111 11113	   	165.63	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|26DMG|3AART|47CGEN|5RCR|8DUR|9CDMG|aFEWX
610	64111 11114	   	165.63	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|26DMG|3AART|47CGEN|5RCR|8DUR|9CDMG|aLWND
611	64111 16133	   	165.63	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1VULN|26DMG|3AART|4CGEN|5RCR|7LIT|8BEXP|9ASPD|aCDMG
612	64111 16321	   	165.63	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|26DMG|3AART|4CGEN|5RCR|7LIT|8CDMG|9LHND|aDUR
613	14111 16232	   	165.63	ACR|2DMG|1AART|1VULN|1FLTHEA|1DUR	1LWND|26DMG|3AART|4CGEN|5RCR|7LIT|8VULN|9FLTHEA|aDUR
614	14111 16263	   	165.63	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LWND|26DMG|3AART|4CGEN|5RCR|7LIT|8VULN|9ASPD|aCDMG
615	64111 52111	   	165.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	17VULN|2DMG|3AART|46CGEN|5RCR|8DUR|9CDMG|aLIT
616	64111 52112	   	165.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	17VULN|2DMG|3AART|46CGEN|5RCR|8DUR|9CDMG|aRCVC
617	64111 52113	   	165.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	17VULN|2DMG|3AART|46CGEN|5RCR|8DUR|9CDMG|aFEWX
618	64111 62111	   	165.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	17VULN|2DMG|3AART|4CGEN|5RCR|6RCVC|8DUR|9CDMG|aLIT
619	64111 62112	   	165.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	17VULN|2DMG|3AART|4CGEN|5RCR|6aRCVC|8DUR|9CDMG
620	64111 62113	   	165.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	17VULN|2DMG|3AART|4CGEN|5RCR|6RCVC|8DUR|9CDMG|aFEWX
621	61211 23416	   	165.59	ACR|4VULN|1AART|2ZMB	1347VULN|279LWND|5RCR|67ZMB|7BPWR|8MLV|aAART
622	61211 23435	   	165.59	ACR|4VULN|1AART|2ZMB	1347VULN|27LWND|5RCR|67ZMB|7BPWR|8MLV|9CGEN|aAART
623	64111 35331	   	165.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2DMG|3AART|4CGEN|5RCR|6ERES|7CDMG|9DUR|aLIT
624	64111 35332	   	165.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2DMG|3AART|4CGEN|5RCR|6ERES|7CDMG|9DUR|aRCVC
625	14111 35211	   	165.53	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1LWND|2aDMG|3AART|4CGEN|5RCR|6ERES|7CDMG|8DUR|9VULN
626	14111 35351	   	165.53	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1LWND|2aDMG|3AART|4CGEN|5RCR|6ERES|7CDMG|8VULN|9DUR
627	53151 16233	   	165.53	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CGEN|2DUST|3AART|46DMG|5RCR|7LIT|8VULN|9ASPD|aCDMG
628	64111 35231	   	165.53	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2aDMG|3AART|4CGEN|5RCR|6ERES|7CDMG|8DUR|9LHND
629	61211 23516	   	165.49	ACR|4VULN|1AART|2ZMB	1347VULN|279LWND|5RCR|67ZMB|7BPWR|8ERES|aAART
630	61211 23535	   	165.49	ACR|4VULN|1AART|2ZMB	1347VULN|27LWND|5RCR|67ZMB|7BPWR|8ERES|9CGEN|aAART
631	54232 24122	   	165.49	DCR|2VULN|2DMG|1CDMG|2DUR	1CGEN|24DMG|3CDMG|58VULN|6RCR|7BELT|9aDUR
632	22121 32641	   	165.47	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RCVC|2AART|39VULN|4DUR|5ZMB|6MBVNT|7RCR|8DMG|aRMIN
633	22121 32642	   	165.47	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RCVC|2AART|39VULN|4DUR|5ZMB|6MBVNT|7RCR|8DMG|aBEXP
634	22121 32644	   	165.47	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RCVC|2AART|39VULN|4DUR|5ZMB|6MBVNT|7RCR|8DMG|aFEWX
635	22121 32645	   	165.47	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1aRCVC|2AART|39VULN|4DUR|5ZMB|6MBVNT|7RCR|8DMG
636	22121 32648	   	165.47	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RCVC|2AART|39VULN|4DUR|5ZMB|6MBVNT|7RCR|8DMG|aLHND
637	22155 32641	   	165.47	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RCVC|2AART|39VULN|4ZMB|5DUR|6MBVNT|7RCR|8DMG|aRMIN
638	22155 32642	   	165.47	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RCVC|2AART|39VULN|4ZMB|5DUR|6MBVNT|7RCR|8DMG|aBEXP
639	22155 32644	   	165.47	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RCVC|2AART|39VULN|4ZMB|5DUR|6MBVNT|7RCR|8DMG|aFEWX
640	32121 32641	   	165.47	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DMSP|2AART|39VULN|4DUR|5ZMB|6MBVNT|7RCR|8DMG|aRMIN
641	32121 32642	   	165.47	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DMSP|2AART|39VULN|4DUR|5ZMB|6MBVNT|7RCR|8DMG|aBEXP
642	32121 32644	   	165.47	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DMSP|2AART|39VULN|4DUR|5ZMB|6MBVNT|7RCR|8DMG|aFEWX
643	32121 32645	   	165.47	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DMSP|2AART|39VULN|4DUR|5ZMB|6MBVNT|7RCR|8DMG|aRCVC
644	32121 32648	   	165.47	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DMSP|2AART|39VULN|4DUR|5ZMB|6MBVNT|7RCR|8DMG|aLHND
645	32155 32641	   	165.47	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DMSP|2AART|39VULN|4ZMB|5DUR|6MBVNT|7RCR|8DMG|aRMIN
646	32155 32642	   	165.47	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DMSP|2AART|39VULN|4ZMB|5DUR|6MBVNT|7RCR|8DMG|aBEXP
647	32155 32644	   	165.47	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DMSP|2AART|39VULN|4ZMB|5DUR|6MBVNT|7RCR|8DMG|aFEWX
648	22132 32634	   	165.47	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1RCVC|2AART|39VULN|4ASPD|5LHND|6MBVNT|7RCR|8DMG|aZMB
649	22152 32614	   	165.47	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1RCVC|2AART|3aVULN|4ZMB|5LHND|6MBVNT|7RCR|8DMG|9ASPD
650	22156 32614	   	165.47	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1RCVC|2AART|3aVULN|4ZMB|5BEXP|6MBVNT|7RCR|8DMG|9ASPD
651	32132 32634	   	165.47	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DMSP|2AART|39VULN|4ASPD|5LHND|6MBVNT|7RCR|8DMG|aZMB
652	32152 32614	   	165.47	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DMSP|2AART|3aVULN|4ZMB|5LHND|6MBVNT|7RCR|8DMG|9ASPD
653	32156 32614	   	165.47	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DMSP|2AART|3aVULN|4ZMB|5BEXP|6MBVNT|7RCR|8DMG|9ASPD
654	53151 35211	   	165.43	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CGEN|2DUST|3AART|4aDMG|5RCR|6ERES|7CDMG|8DUR|9VULN
655	64111 35221	   	165.43	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2aDMG|3AART|4CGEN|5RCR|6ERES|7CDMG|8DUR|9DUST
