0	Index      	 *	Score 	Summary	Detail	
1	31263 23163	 * 	186.06	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1ERES|2AART|3CDMG|4DMG|5ZMB|6DUR|7RCR|8aVULN|9ASPD
500	31263 51322	   	161.24	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1ERES|27AART|3CDMG|4DMG|5ZMB|6RCVC|8VULN|9RCR|aDMSP
501	31263 51323	   	161.24	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1ERES|27AART|3CDMG|4DMG|5ZMB|6RCVC|8VULN|9RCR|aBEXP
502	31263 51326	   	161.24	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1ERES|27AART|3CDMG|4DMG|5ZMB|6RCVC|8VULN|9RCR|aRMIN
503	21213 54324	   	161.24	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CGEN|27AART|3CDMG|4ERES|5ZMB|6RCVC|8VULN|9RCR|aDMG
504	31263 14523	   	161.24	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1ERES|27AART|3CDMG|4DMG|5ZMB|6LHND|8RMIN|9RCR|aVULN
505	21143 32424	   	161.21	DCR|2AART|2VULN|1DMG|1ASPD	1CGEN|26AART|34VULN|5DMG|7LHND|8FEWX|9RCR|aASPD
506	21143 32624	   	161.21	DCR|2AART|2VULN|1DMG|1ASPD	1CGEN|26AART|34VULN|5DMG|7LHND|8BEXP|9RCR|aASPD
507	21143 36141	   	161.21	DCR|2AART|2VULN|1DMG|1DUR	1CGEN|26AART|34VULN|5DMG|7DMSP|8RPLT|9RCR|aDUR
508	31232 65533	   	161.21	DCR|3VULN|1AART|1CDMG|1DUR	16ERES|2AART|3CDMG|4FEWX|567VULN|6BPWR|8RCR|9DUR|aMBVNT
509	26251 24113	   	161.18	DCR|3DMG|1AART|1VULN	18CGEN|235DMG|458LWND|58BPWR|6RCR|78LHND|9VULN|aAART
510	31133 16341	   	161.16	DCR|2AART|2VULN|1CDMG|1ZMB	1ERES|29AART|37VULN|4LIT|5LWND|6CDMG|8RCR|aZMB
511	21151 13424	   	161.14	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CGEN|28AART|3VULN|46ERES|5CDMG|7ZMB|9RCR|aDMG
512	21212 53424	   	161.14	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CGEN|28AART|3CDMG|45ERES|6VULN|7ZMB|9RCR|aDMG
513	31161 13424	   	161.14	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	16ERES|28AART|3VULN|4CGEN|5CDMG|7ZMB|9RCR|aDMG
514	31252 34324	   	161.14	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	15ERES|27AART|3CDMG|4ZMB|6CGEN|8VULN|9RCR|aDMG
515	31263 51321	   	161.14	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1aERES|27AART|3CDMG|4DMG|5ZMB|6RCVC|8VULN|9RCR
516	31263 51325	   	161.14	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1ERES|27AART|3CDMG|4DMG|5ZMB|6RCVC|8VULN|9RCR|aTLV
517	33212 51562	   	161.11	ACR|2VULN|2DMG|1CDMG|2DUR	19ERES|29VULN|34DUR|5RCR|6CDMG|7BELT|89DMG|9BPWR|aCGEN
518	31262 53134	   	161.08	DCR|2VULN|1AART|1DMG|1CDMG	15ERES|2AART|3CDMG|4DMG|69VULN|7RCR|8FEWX|aLHND
519	31262 53135	   	161.08	DCR|2VULN|1AART|1DMG|1CDMG	15ERES|2AART|3CDMG|4DMG|69VULN|7RCR|8FEWX|aLWND
520	31262 53136	   	161.08	DCR|2VULN|1AART|1DMG|1CDMG	15ERES|2AART|3CDMG|4DMG|69VULN|7RCR|8FEWX|aMLV
521	31262 53333	   	161.08	DCR|2VULN|1AART|1DMG|1CDMG	15ERES|2AART|3CDMG|4DMG|6aVULN|7RCR|8RPLT|9RCVC
522	31232 62415	   	161.06	DCR|2AART|2VULN|1CDMG|1ZMB	16ERES|29AART|3CDMG|4FEWX|56VULN|6BPWR|7AIRHEL|8RCR|aZMB
523	33135 43323	   	161.02	DCR|4VULN|1AART|1ZMB	1ERES|2469VULN|35LHND|7ZMB|8RCR|aAART
524	21143 12153	   	161.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	18CGEN|2AART|34VULN|5DMG|6LHND|7DUR|9CDMG|aRCR
525	21143 12253	   	161.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2AART|34VULN|5DMG|68LHND|7DUR|9CDMG|aRCR
526	21151 61334	   	161.01	DCR|3VULN|2AART|1CDMG	1CGEN|29AART|368VULN|4ERES|5CDMG|7BELT|aRCR
527	31161 61334	   	161.01	DCR|3VULN|2AART|1CDMG	1ERES|29AART|368VULN|4CGEN|5CDMG|7BELT|aRCR
528	21156 22232	   	160.98	DCR|2VULN|1AART|1DMG|1CDMG	1CGEN|2AART|39VULN|456ERES|7RCR|8CDMG|aDMG
529	31152 22232	   	160.98	DCR|2VULN|1AART|1DMG|1CDMG	146ERES|2AART|39VULN|5MLV|7RCR|8CDMG|aDMG
530	31153 22233	   	160.98	DCR|2VULN|1AART|1DMG|1CDMG	146ERES|2AART|39VULN|5DMG|7RCR|8CDMG|aRPLT
531	31153 22234	   	160.98	DCR|2VULN|1AART|1DMG|1CDMG	146ERES|2AART|39VULN|5DMG|7RCR|8CDMG|aLIT
532	31153 22236	   	160.98	DCR|2VULN|1AART|1DMG|1CDMG	146ERES|2AART|39VULN|5DMG|7RCR|8CDMG|aFEWX
533	31166 22232	   	160.98	DCR|2VULN|1AART|1DMG|1CDMG	156ERES|2AART|39VULN|4CGEN|7RCR|8CDMG|aDMG
534	31262 53132	   	160.98	DCR|2VULN|1AART|1DMG|1CDMG	15ERES|2AART|3CDMG|4DMG|69VULN|7RCR|8FEWX|aDUST
535	31262 53234	   	160.98	DCR|2VULN|1AART|1DMG|1CDMG	15ERES|2AART|3CDMG|4DMG|69VULN|7RCR|8LEGI|aLHND
536	31262 53235	   	160.98	DCR|2VULN|1AART|1DMG|1CDMG	15ERES|2AART|3CDMG|4DMG|69VULN|7RCR|8LEGI|aLWND
537	31262 53236	   	160.98	DCR|2VULN|1AART|1DMG|1CDMG	15ERES|2AART|3CDMG|4DMG|69VULN|7RCR|8LEGI|aMLV
538	31262 53413	   	160.98	DCR|2VULN|1AART|1DMG|1CDMG	15ERES|2AART|3CDMG|4DMG|6aVULN|7RCR|8NUKE|9MLV
539	31654 22232	   	160.98	DCR|2VULN|1AART|1DMG|1CDMG	146ERES|2AART|3RMIN|4BPWR|59VULN|7RCR|8CDMG|aDMG
540	21156 22632	   	160.98	DCR|2VULN|1AART|1DMG|1CDMG	1CGEN|2AART|38VULN|456ERES|7RCR|9CDMG|aDMG
541	31152 22332	   	160.98	DCR|2VULN|1AART|1DMG|1CDMG	146ERES|2AART|38VULN|5MLV|7RCR|9CDMG|aDMG
542	31166 22632	   	160.98	DCR|2VULN|1AART|1DMG|1CDMG	156ERES|2AART|38VULN|4CGEN|7RCR|9CDMG|aDMG
543	21131 13546	   	160.93	DCR|2VULN|1AART|1DMG|1ZMB	1CGEN|2AART|39VULN|4LIT|5RPLT|6RCR|7ZMB|8MBVNT|aDMG
544	21131 13561	   	160.93	DCR|2VULN|1AART|1DMG|1ZMB	1CGEN|2AART|3aVULN|4LIT|5RPLT|6RCR|7ZMB|8MBVNT|9DMG
545	31131 13135	   	160.93	DCR|2VULN|1AART|1DMG|1ZMB	1ERES|2AART|38VULN|4LIT|5RPLT|6RCR|7LWND|9ZMB|aDMG
546	31261 63233	   	160.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1ERES|2AART|3CDMG|47DMG|5LHND|6VULN|8DMSP|9DUR|aRCR
547	21265 33123	   	160.90	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	1CGEN|2AART|39CDMG|4DMG|5ZMB|6TLV|7RCR|8FEWX|aVULN
548	21265 33135	   	160.90	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	1CGEN|2AART|3aCDMG|4DMG|5ZMB|6TLV|7RCR|8FEWX|9VULN
549	21265 33513	   	160.90	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	1CGEN|2AART|38CDMG|4DMG|5ZMB|6TLV|7RCR|9LHND|aVULN
550	21265 33523	   	160.90	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	1CGEN|2AART|38CDMG|4DMG|5ZMB|6TLV|7RCR|9FEWX|aVULN
551	31153 22231	   	160.88	DCR|2VULN|1AART|1DMG|1CDMG	146ERES|2AART|39VULN|5DMG|7RCR|8CDMG|aDUST
552	31153 22232	   	160.88	DCR|2VULN|1AART|1DMG|1CDMG	146ERES|2AART|39VULN|5DMG|7RCR|8CDMG|aNUKE
553	31262 53232	   	160.88	DCR|2VULN|1AART|1DMG|1CDMG	15ERES|2AART|3CDMG|4DMG|69VULN|7RCR|8LEGI|aDUST
554	31131 14351	   	160.83	DCR|2VULN|1AART|1DMG|1ZMB	1ERES|2AART|3aVULN|4LIT|5RPLT|6RCR|7ZMB|8DUST|9DMG
555	31131 14546	   	160.83	DCR|2VULN|1AART|1DMG|1ZMB	1ERES|2AART|39VULN|4LIT|5RPLT|6RCR|7ZMB|8MBVNT|aDMG
556	31131 14561	   	160.83	DCR|2VULN|1AART|1DMG|1ZMB	1ERES|2AART|3aVULN|4LIT|5RPLT|6RCR|7ZMB|8MBVNT|9DMG
557	13133 22262	   	160.82	ACR|3VULN|1DMG|1CDMG|1DUR|1ASPD	1CDMG|2BEXP|3LWND|489VULN|5RCR|6DUR|7ASPD|aDMG
558	13133 26263	   	160.82	ACR|3VULN|1DMG|1CDMG|1DUR|1ASPD	1CDMG|2BEXP|3LWND|489VULN|5RCR|6DUR|7DMG|aASPD
559	33552 43323	   	160.82	DCR|4VULN|1AART|1ZMB	14ERES|2369VULN|5LEGI|7ZMB|8RCR|aAART
560	21265 33223	   	160.80	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	1CGEN|2AART|39CDMG|4DMG|5ZMB|6TLV|7RCR|8LEGI|aVULN
561	31263 33123	   	160.80	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	1ERES|2AART|39CDMG|4DMG|5ZMB|6TLV|7RCR|8FEWX|aVULN
562	31263 33135	   	160.80	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	1ERES|2AART|3aCDMG|4DMG|5ZMB|6TLV|7RCR|8FEWX|9VULN
563	31263 33513	   	160.80	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	1ERES|2AART|38CDMG|4DMG|5ZMB|6TLV|7RCR|9LHND|aVULN
564	31263 33523	   	160.80	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	1ERES|2AART|38CDMG|4DMG|5ZMB|6TLV|7RCR|9FEWX|aVULN
565	21142 55231	   	160.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2AART|34VULN|5MLV|6DMG|7DUR|8BELT|9RCR|aZMB
566	21143 12125	   	160.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	18CGEN|2AART|34VULN|5DMG|6LHND|7DUR|9RCR|aZMB
567	21143 12225	   	160.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2AART|34VULN|5DMG|68LHND|7DUR|9RCR|aZMB
568	33212 56511	 * 	160.71	ACR|2VULN|1AART|1FLTHEA|1CDMG|2DUR	1ERES|2aVULN|34DUR|5RCR|6CDMG|7DUST|8FLTHEA|9AART
569	31263 33223	   	160.70	DCR|1AART|1DMG|1VULN|2CDMG|1ZMB	1ERES|2AART|39CDMG|4DMG|5ZMB|6TLV|7RCR|8LEGI|aVULN
570	21265 11243	   	160.68	DCR|1AART|1DMG|1VULN|2ZMB|1CDMG|1ASPD	1CGEN|2AART|3CDMG|4DMG|57ZMB|6LHND|8ASPD|9RCR|aVULN
571	21143 25231	   	160.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2AART|34VULN|5DMG|6ERES|7DUR|8BELT|9RCR|aZMB
572	31143 35231	   	160.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|2AART|34VULN|5DMG|6MLV|7DUR|8BELT|9RCR|aZMB
573	31145 33124	   	160.67	DCR|3VULN|2AART|1ZMB	1ERES|27AART|345VULN|6MBVNT|8RMIN|9RCR|aZMB
574	31253 22255	   	160.58	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1ASPD	1ERES|2AART|3CDMG|45ZMB|6ASPD|7DMG|8RCVC|9RCR|aVULN
575	31253 22643	   	160.58	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1ASPD	1ERES|2AART|3CDMG|45ZMB|6ASPD|7DMG|8BEXP|9RCR|aVULN
576	31263 11243	   	160.58	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1ASPD	1ERES|2AART|3CDMG|4DMG|57ZMB|6LHND|8ASPD|9RCR|aVULN
577	31145 26324	   	160.57	DCR|3VULN|2AART|1ZMB	1ERES|27AART|345VULN|6TLV|8MBVNT|9RCR|aZMB
578	21422 54232	   	160.51	DCR|1AART|1DMG|2ASPD|1CDMG|2DUR|1ZMB	1CGEN|2AART|35ASPD|45DUR|5BPWR|6DMG|7RCR|8RCVC|9ZMB|aCDMG
579	21153 52343	   	160.50	ACR|2VULN|1AART|2CDMG|2ZMB	19CGEN|2AART|39VULN|4ERES|5RCR|67ZMB|89CDMG|9BPWR|aLIT
580	21223 21616	   	160.49	DCR|2VULN|1AART|1DMG|2CDMG	1CGEN|2AART|36CDMG|4BELT|56VULN|6BPWR|7LWND|8DMG|9RPLT|aRCR
581	21223 22616	   	160.49	DCR|2VULN|1AART|1DMG|2CDMG	1CGEN|2AART|36CDMG|4BELT|56VULN|6BPWR|7BEXP|8DMG|9RPLT|aRCR
582	31263 21325	   	160.48	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	18ERES|2AART|3CDMG|4DMG|57ZMB|6DUR|9RCR|aVULN
583	31252 51314	   	160.47	DCR|3VULN|1AART|1CDMG|1ZMB	15ERES|2AART|3CDMG|4ZMB|689VULN|7BELT|aRCR
584	31256 11314	   	160.47	DCR|3VULN|1AART|1CDMG|1ZMB	16ERES|2AART|3CDMG|4ZMB|589VULN|7BELT|aRCR
585	31263 22524	   	160.47	DCR|2DMG|1AART|2CDMG|1ZMB|1DUR	17ERES|2AART|38CDMG|4aDMG|5ZMB|6DUR|9RCR
586	21143 52421	   	160.41	DCR|2VULN|2DMG|1AART	1aCGEN|2AART|34VULN|56DMG|7LHND|8FEWX|9RCR
587	21143 52423	   	160.41	DCR|2VULN|2DMG|1AART	1CGEN|2AART|34VULN|56DMG|7LHND|8FEWX|9RCR|aDMSP
588	21143 52621	   	160.41	DCR|2VULN|2DMG|1AART	1aCGEN|2AART|34VULN|56DMG|7LHND|8BEXP|9RCR
589	21143 52623	   	160.41	DCR|2VULN|2DMG|1AART	1CGEN|2AART|34VULN|56DMG|7LHND|8BEXP|9RCR|aDMSP
590	21153 52341	   	160.40	ACR|2VULN|1AART|2CDMG|2ZMB	19CGEN|2AART|39VULN|4aERES|5RCR|67ZMB|89CDMG|9BPWR
591	31163 52343	   	160.40	ACR|2VULN|1AART|2CDMG|2ZMB	19ERES|2AART|39VULN|4CGEN|5RCR|67ZMB|89CDMG|9BPWR|aLIT
592	21223 23616	   	160.39	DCR|2VULN|1AART|1DMG|2CDMG	1CGEN|2AART|36CDMG|4BELT|56VULN|6BPWR|7DUST|8DMG|9RPLT|aRCR
593	31163 52341	   	160.30	ACR|2VULN|1AART|2CDMG|2ZMB	19aERES|2AART|39VULN|4CGEN|5RCR|67ZMB|89CDMG|9BPWR
594	31421 26133	   	160.28	DCR|2VULN|1AART|1CDMG|2DUR|1ASPD	1ERES|2AART|3ASPD|46DUR|5CDMG|7RCR|8FEWX|9aVULN
595	31421 26233	   	160.28	DCR|2VULN|1AART|1CDMG|2DUR|1ASPD	1ERES|2AART|3ASPD|46DUR|5CDMG|7RCR|8LHND|9aVULN
596	31253 51334	   	160.22	DCR|2AART|2VULN|2ZMB|1CDMG	1ERES|29AART|3CDMG|45ZMB|68VULN|7BELT|aRCR
597	21141 42325	   	160.21	DCR|3VULN|1AART|2ZMB|1DUR	1CGEN|2AART|348VULN|5LHND|6aZMB|7DUR|9RCR
598	52131 62132	   	160.20	DCR|2VULN|2DMG|1FLTHEA|1DUR	1LWND|2aVULN|3LIT|4DUR|5FLTHEA|6RCR|79DMG|8RCVC
599	52131 62432	   	160.20	DCR|2VULN|2DMG|1FLTHEA|1DUR	18LWND|2aVULN|3LIT|4DUR|5FLTHEA|6RCR|79DMG
600	21262 24124	   	159.99	DCR|2AART|2DMG|1CDMG|2DUR	1CGEN|27AART|3CDMG|4aDMG|5ERES|68DUR|9RCR
601	23221 51316	   	159.94	DCR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1CGEN|26VULN|3DUR|4CDMG|5ASPD|7aDMG|8RPLT|9RCR
602	33112 15661	   	159.90	DCR|3VULN|2DMG|1DUR	18aERES|28aVULN|3LHND|4DUR|568LIT|7RCR|8aBPWR|9aDMG
603	13133 43262	   	159.88	ACR|2VULN|2DMG|1CDMG|1ZMB	1CDMG|2BEXP|3LWND|49VULN|5RCR|6MLV|7aDMG|8ZMB
604	21463 24111	   	159.85	DCR|2AART|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1CGEN|29AART|3ASPD|4ZMB|5DMG|6ERES|7RCR|8DUR|aCDMG
605	31263 23261	   	159.85	DCR|2AART|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1ERES|2aAART|3CDMG|4DMG|5ZMB|6DUR|7RCR|8FEWX|9ASPD
606	31463 34111	   	159.85	DCR|2AART|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1ERES|29AART|3ASPD|4ZMB|5DMG|6MLV|7RCR|8DUR|aCDMG
607	26221 52125	   	159.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	14CGEN|23DMG|5CDMG|6DUR|7DMSP|8AART|9RCR|aVULN
608	13133 53262	   	159.78	ACR|2VULN|2DMG|1CDMG|1ZMB	1CDMG|2BEXP|3LWND|49VULN|5RCR|6TLV|7aDMG|8ZMB
609	52131 62333	   	159.73	DCR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1DUR	1LWND|2VULN|3LIT|4DUR|5FLTHEA|6RCR|7DMG|8ERES|9AART|aZMB
610	26222 42133	   	159.67	DCR|2AART|2DMG|1VULN	14CGEN|23DMG|5aAART|6RCR|7LHND|8VULN|9LWND
611	26222 41235	   	159.65	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	14CGEN|23DMG|5AART|6RCR|7TLV|8DUR|9ZMB|aCDMG
612	22316 14242	   	159.61	DCR|2VULN|2AART|1DMG|1DUR	17CGEN|2RPLT|37BEXP|4DMG|5DUR|67VULN|7BPWR|8RCR|9aAART
613	21161 63112	   	159.60	DCR|2AART|2VULN|1CDMG|1ASPD	1CGEN|2aAART|36VULN|4ASPD|5CDMG|7RCR|8FEWX|9BEXP
614	21161 63162	   	159.60	DCR|2AART|2VULN|1CDMG|1ASPD	1CGEN|2aAART|36VULN|4ASPD|5CDMG|7RCR|8FEWX|9LHND
615	26222 46113	   	159.57	DCR|2AART|2DMG|1VULN	14CGEN|23DMG|5aAART|6RCR|7LEGI|8VULN|9LHND
616	31263 24124	   	159.55	DCR|2DMG|1AART|1CDMG|2DUR|1ZMB	1ERES|2AART|3CDMG|4aDMG|5ZMB|68DUR|7DMSP|9RCR
617	21161 63212	   	159.50	DCR|2AART|2VULN|1CDMG|1ASPD	1CGEN|2aAART|36VULN|4ASPD|5CDMG|7RCR|8LEGI|9BEXP
618	31263 22124	   	159.45	DCR|2DMG|1AART|1CDMG|2DUR|1ZMB	17ERES|2AART|3CDMG|4aDMG|5ZMB|68DUR|9RCR
619	22316 11242	   	159.41	DCR|2VULN|2AART|1DMG|1DUR	1CGEN|2RPLT|3BEXP|4DMG|5DUR|67VULN|8RCR|9aAART
620	52131 43531	   	159.38	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1DUR	1LWND|2VULN|3LIT|4DUR|5FLTHEA|6AART|7CDMG|8RCR|9DMG|aERES
621	52131 43533	   	159.38	DCR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1DUR	1LWND|2VULN|3LIT|4DUR|5FLTHEA|6AART|7CDMG|8RCR|9DMG|aLSRREG
622	23525 13611	   	159.26	DCR|3VULN|1AART|1ZMB|1ASPD	1CGEN|23aVULN|4BASHEA|5RPLT|6RCR|7ASPD|8ZMB|9AART
623	26222 42135	   	159.23	DCR|2DMG|1AART|1VULN|1ZMB	14CGEN|23DMG|5AART|6RCR|7LHND|8VULN|9LWND|aZMB
624	11231 55613	   	159.21	DCR|2VULN|2DMG|2CDMG|1DUR	12CDMG|2BPWR|3DUR|48DMG|5LIT|6SNIHEL|7aVULN|9RCR
625	11235 51512	   	159.21	DCR|2VULN|2DMG|2CDMG|1DUR	12CDMG|2BPWR|3DUR|48DMG|5DUST|6aVULN|7BELT|9RCR
626	11443 14223	   	159.21	DCR|2AART|2VULN|2CDMG|1ASPD	12CDMG|2BPWR|3aVULN|4LHND|57AART|6ERES|8ASPD|9RCR
627	11433 42122	   	159.19	DCR|2VULN|1AART|1DMG|2CDMG	12CDMG|2BPWR|36VULN|4DMG|5MLV|7DMSP|8AART|9RCR|aLHND
628	11433 42123	   	159.19	DCR|2VULN|1AART|1DMG|2CDMG	12CDMG|2BPWR|36VULN|4DMG|5MLV|7DMSP|8AART|9RCR|aRPLT
629	11433 42124	   	159.19	DCR|2VULN|1AART|1DMG|2CDMG	12CDMG|2BPWR|36VULN|4DMG|5MLV|7DMSP|8AART|9RCR|aRMIN
630	11433 44122	   	159.19	DCR|2VULN|1AART|1DMG|2CDMG	12CDMG|2BPWR|36VULN|4DMG|57MLV|8AART|9RCR|aLHND
631	11433 44123	   	159.19	DCR|2VULN|1AART|1DMG|2CDMG	12CDMG|2BPWR|36VULN|4DMG|57MLV|8AART|9RCR|aRPLT
632	33525 13611	   	159.16	DCR|3VULN|1AART|1ZMB|1ASPD	1ERES|23aVULN|4BASHEA|5RPLT|6RCR|7ASPD|8ZMB|9AART
633	21256 63111	   	159.15	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CGEN|2AART|3CDMG|4ZMB|56VULN|7RCR|8FEWX|9BEXP|aDUR
634	21256 63311	   	159.15	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CGEN|2AART|3CDMG|4ZMB|56VULN|7RCR|8RPLT|9DUR|aFEWX
635	21256 63312	   	159.15	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CGEN|2AART|3CDMG|4ZMB|56VULN|7RCR|8RPLT|9DUR|aRMIN
636	11413 43432	   	159.09	DCR|2VULN|1AART|1DMG|2CDMG	12CDMG|2BPWR|36VULN|4TLV|5MLV|7DMG|8AART|9RCR|aFEWX
637	11513 43423	   	159.09	DCR|2VULN|1AART|1DMG|2CDMG	12CDMG|2BPWR|3ERES|46VULN|5MLV|7DMG|8AART|9RCR|aLIT
638	11433 42121	   	159.09	DCR|2VULN|1AART|1DMG|2CDMG	12CDMG|2BPWR|36VULN|4DMG|5MLV|7DMSP|8AART|9RCR|aDUST
639	11433 42125	   	159.09	DCR|2VULN|1AART|1DMG|2CDMG	12CDMG|2BPWR|36VULN|4DMG|5MLV|7DMSP|8AART|9RCR|aTLV
640	11433 44121	   	159.09	DCR|2VULN|1AART|1DMG|2CDMG	12CDMG|2BPWR|36VULN|4DMG|57MLV|8AART|9RCR|aDUST
641	16133 21364	   	159.08	ACR|3VULN|1DMG|1CDMG|2DUR	1CDMG|2DUST|3LWND|47aVULN|5RCR|68DUR|9DMG
642	21256 13531	   	159.05	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CGEN|2AART|3CDMG|4ZMB|59VULN|6ERES|7RCR|8RMIN|aDUR
643	21256 13631	   	159.05	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CGEN|2AART|3CDMG|4ZMB|59VULN|6ERES|7RCR|8MLV|aDUR
644	21256 63211	   	159.05	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CGEN|2AART|3CDMG|4ZMB|56VULN|7RCR|8LEGI|9BEXP|aDUR
645	21256 63313	   	159.05	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CGEN|2AART|3CDMG|4ZMB|56VULN|7RCR|8RPLT|9DUR|aDUST
646	31256 43111	   	159.05	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ERES|2AART|3CDMG|4ZMB|58VULN|6RMIN|7RCR|9MLV|aDUR
647	31256 43131	   	159.05	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ERES|2AART|3CDMG|4ZMB|58VULN|6RMIN|7RCR|9BEXP|aDUR
648	31256 63111	   	159.05	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ERES|2AART|3CDMG|4ZMB|56VULN|7RCR|8FEWX|9BEXP|aDUR
649	31256 63311	   	159.05	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ERES|2AART|3CDMG|4ZMB|56VULN|7RCR|8RPLT|9DUR|aFEWX
650	31256 63312	   	159.05	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ERES|2AART|3CDMG|4ZMB|56VULN|7RCR|8RPLT|9DUR|aRMIN
651	21161 63215	   	159.05	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1CGEN|2AART|36VULN|4ASPD|5CDMG|7RCR|8LEGI|9BEXP|aZMB
652	21213 23533	   	159.05	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CGEN|2AART|3CDMG|4ERES|5ZMB|6DUR|7RCR|8RMIN|9aVULN
653	21213 23633	   	159.05	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CGEN|2AART|3CDMG|4ERES|5ZMB|6DUR|7RCR|8MLV|9aVULN
654	21252 23533	   	159.05	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CGEN|2AART|3CDMG|4ZMB|5ERES|6DUR|7RCR|8RMIN|9aVULN
655	21252 23633	   	159.05	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CGEN|2AART|3CDMG|4ZMB|5ERES|6DUR|7RCR|8MLV|9aVULN
656	21256 13335	   	159.05	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1CGEN|2AART|3CDMG|4ZMB|59VULN|6ERES|7RCR|8ASPD|aFEWX
657	21265 33622	   	159.05	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1CGEN|2AART|3CDMG|49DMG|5ZMB|6TLV|7RCR|8ASPD|aBELT
658	21265 33623	   	159.05	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1CGEN|2AART|3CDMG|49DMG|5ZMB|6TLV|7RCR|8ASPD|aRPLT
659	31621 53133	   	159.05	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ERES|2AART|3RMIN|4DUR|5CDMG|6ZMB|7RCR|8aVULN|9CGEN
660	31435 33212	   	159.03	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB|1DUR	1ERES|2AART|3aASPD|4BELT|5VULN|6DMG|7DUR|8RCR|9ZMB
661	31435 33225	   	159.00	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1ERES|2AART|3ASPD|4BELT|5VULN|6aDMG|7DUR|8RCR|9CGEN
662	31435 33241	   	159.00	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1ERES|2AART|3ASPD|4BELT|5VULN|6aDMG|7DUR|8RCR|9LHND
