0	Index      	 *	Score 	Summary	Detail	
1	22232 14154	 * 	187.18	DCR|2VULN|2DMG|1AART|2CDMG|1ZMB	19ERES|29CDMG|36DMG|4ZMB|5AART|7RPLT|89VULN|9BPWR|aRCR
483	15236 33432	   	157.43	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1LHND|2FEWX|3CDMG|4ZMB|5DMG|6CGEN|7RCR|8DUR|9AART|aVULN
484	11222 41262	   	157.39	ACR|2VULN|1AART|1DMG|1CDMG	1LHND|2DUST|3CDMG|4RCR|5DMG|6aVULN|7CGEN|8LWND|9AART
485	11222 41264	   	157.39	ACR|2DMG|1AART|1VULN|1CDMG	1LHND|2DUST|3CDMG|4RCR|5aDMG|6VULN|7CGEN|8LWND|9AART
486	11222 46262	   	157.39	ACR|2VULN|1AART|1DMG|1CDMG	1LHND|2DUST|3CDMG|4RCR|5DMG|6aVULN|7RMIN|8LWND|9AART
487	11224 14262	   	157.39	ACR|2VULN|1AART|1DMG|1CDMG	1LHND|2DUST|3CDMG|4RCR|5MLV|6DMG|7aVULN|8LWND|9AART
488	11225 14262	   	157.39	ACR|2VULN|1AART|1DMG|1CDMG	1LHND|2DUST|3CDMG|4RCR|5RMIN|6DMG|7aVULN|8LWND|9AART
489	14222 24262	   	157.39	ACR|2VULN|1AART|1DMG|1CDMG	1LHND|2BEXP|3CDMG|4RCR|5DMG|6ERES|7aVULN|8LWND|9AART
490	36222 41262	   	157.39	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2LHND|3CDMG|4RCR|5DMG|6aVULN|7CGEN|8LWND|9AART
491	11222 13343	   	157.39	ACR|2VULN|2DMG|2CDMG	1LHND|2DUST|38CDMG|4RCR|56DMG|7TLV|9aVULN
492	36222 13343	   	157.39	ACR|2VULN|2DMG|2CDMG	1DUST|2LHND|38CDMG|4RCR|56DMG|7TLV|9aVULN
493	13215 13261	   	157.38	ACR|3DMG|1AART|1CDMG|1DUR|1SELL	1LHND|2DUR|3CDMG|4FEWX|5RCR|6SELL|78aDMG|9AART
494	15225 13261	   	157.38	ACR|3DMG|1AART|1CDMG|1DUR|1SELL	1LHND|2FEWX|3CDMG|4DUR|5RCR|6SELL|78aDMG|9AART
495	13126 65112	   	157.38	ACR|2AART|1VULN|1DMG|2DUR|1ASPD	1LHND|29DUR|3MBVNT|46AART|5RCR|7VULN|8ASPD|aDMG
496	13222 11625	 * 	157.32	ACR|2DMG|1AART|2ASPD|1CDMG|1DUR	1LHND|2DUR|3CDMG|4RCR|56DMG|7CGEN|89ASPD|aAART
497	11222 24262	   	157.29	ACR|2VULN|1AART|1DMG|1CDMG	1LHND|2DUST|3CDMG|4RCR|5DMG|6ERES|7aVULN|8LWND|9AART
498	11222 24264	   	157.29	ACR|2DMG|1AART|1VULN|1CDMG	1LHND|2DUST|3CDMG|4RCR|5aDMG|6ERES|7VULN|8LWND|9AART
499	11222 45262	   	157.29	ACR|2VULN|1AART|1DMG|1CDMG	1LHND|2DUST|3CDMG|4RCR|5DMG|6aVULN|7ERES|8LWND|9AART
500	11222 54262	   	157.29	ACR|2VULN|1AART|1DMG|1CDMG	1LHND|2DUST|3CDMG|4RCR|5DMG|6TLV|7aVULN|8LWND|9AART
501	11224 11426	   	157.29	ACR|2DMG|1AART|1VULN|1CDMG	1LHND|2DUST|3CDMG|4RCR|5MLV|68DMG|7BASICY|9AART|aVULN
502	34222 14633	   	157.29	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2BEXP|3CDMG|4RCR|5TLV|6DMG|7aVULN|8CGEN|9AART
503	34222 41433	   	157.29	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2BEXP|3CDMG|4RCR|5TLV|6aVULN|7CGEN|8DMG|9AART
504	34223 14633	   	157.29	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2BEXP|3CDMG|4RCR|5ERES|6DMG|7aVULN|8CGEN|9AART
505	34223 41433	   	157.29	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2BEXP|3CDMG|4RCR|5ERES|6aVULN|7CGEN|8DMG|9AART
506	36222 24262	   	157.29	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2LHND|3CDMG|4RCR|5DMG|6ERES|7aVULN|8LWND|9AART
507	33123 44322	   	157.27	DCR|2VULN|1AART|1DMG|1ASPD	1DUST|2ASPD|3RPLT|4AART|5DMG|6RCR|7aVULN|8BEXP|9RCVC
508	33123 44324	   	157.27	DCR|2DMG|1AART|1VULN|1ASPD	1DUST|2ASPD|3RPLT|4AART|5aDMG|6RCR|7VULN|8BEXP|9RCVC
509	33123 44622	   	157.27	DCR|2VULN|1AART|1DMG|1ASPD	1DUST|2ASPD|3RPLT|4AART|5DMG|6RCR|7aVULN|8LHND|9RCVC
510	13222 13625	   	157.22	ACR|2DMG|1AART|2ASPD|1CDMG|1DUR	1LHND|2DUR|3CDMG|4RCR|56DMG|7TLV|89ASPD|aAART
511	11222 51426	   	157.19	ACR|2DMG|1AART|1VULN|1CDMG	1LHND|2DUST|3CDMG|4RCR|58DMG|6TLV|7BASICY|9AART|aVULN
512	34222 11426	   	157.19	ACR|2DMG|1AART|1VULN|1CDMG	1DUST|2BEXP|3CDMG|4RCR|5TLV|68DMG|7BASICY|9AART|aVULN
513	34223 11423	   	157.19	ACR|2DMG|1AART|1VULN|1CDMG	1DUST|2BEXP|3CDMG|4RCR|5ERES|68DMG|7BASICY|9AART|aVULN
