0	Index      	 *	Score 	Summary	Detail	
1	13152 51343	 * 	192.75	ACR|4VULN|2AART|1DMG	1ERES|2RCR|3LIT|49AART|568aVULN|7DMG
490	12233 12665	   	167.00	ACR|2DMG|1AART|1VULN|2ASPD|1ZMB	13ERES|23ASPD|3BPWR|4VULN|5RCR|68DMG|7AART|9ZMB|aNUKE
491	12233 12666	   	167.00	ACR|2DMG|1AART|1VULN|2ASPD|1ZMB	13ERES|23ASPD|3BPWR|4VULN|5RCR|68DMG|7AART|9ZMB|aDLOT
492	13364 23385	   	166.98	ACR|2VULN|2DMG|1CDMG|1ZMB	1aERES|2RCR|3RCVC|4MBVNT|5LHND|6aDMG|7CDMG|8ZMB|9aVULN|aBPWR
493	12133 12623	   	166.97	ACR|2VULN|2DMG|1AART|1ASPD	13ERES|2ASPD|4aVULN|5RCR|68DMG|7AART|9RPLT
494	12133 12631	   	166.97	ACR|2VULN|2DMG|1AART|1ASPD	13ERES|2ASPD|49VULN|5RCR|68DMG|7AART|aBEXP
495	12133 12633	   	166.97	ACR|2VULN|2DMG|1AART|1ASPD	13ERES|2ASPD|49VULN|5RCR|68DMG|7AART|aRCVC
496	12133 12634	   	166.97	ACR|2VULN|2DMG|1AART|1ASPD	13ERES|2ASPD|49VULN|5RCR|68DMG|7AART|aFEWX
497	12133 12635	   	166.87	ACR|2VULN|2DMG|1AART|1ASPD	13ERES|2ASPD|49VULN|5RCR|68DMG|7AART|aNUKE
498	12133 12636	   	166.87	ACR|2VULN|2DMG|1AART|1ASPD	13ERES|2ASPD|49VULN|5RCR|68DMG|7AART|aDLOT
499	63135 22222	   	166.83	ACR|3VULN|1AART|2ZMB|1DUR	17CGEN|2RCR|3LIT|467VULN|57ZMB|7BPWR|8AART|9DUR|aBEXP
500	63135 22223	   	166.83	ACR|3VULN|1AART|2ZMB|1DUR	17CGEN|2RCR|3LIT|467VULN|57ZMB|7BPWR|8AART|9DUR|aDMSP
501	63135 22224	   	166.83	ACR|3VULN|1AART|2ZMB|1DUR	17CGEN|2RCR|3LIT|467VULN|57ZMB|7BPWR|8AART|9DUR|aBELT
502	13534 88431	   	166.80	ACR|3VULN|1FLTHEA|1CDMG|2DUR|1ASPD	17ERES|2RCR|3MBVNT|4FLTHEA|57aVULN|67DUR|7BPWR|8ASPD|9CDMG
503	63135 22225	   	166.73	ACR|3VULN|1AART|2ZMB|1DUR	17CGEN|2RCR|3LIT|467VULN|57ZMB|7BPWR|8AART|9DUR|aERES
504	63125 33112	   	166.66	ACR|3AART|2DMG|1VULN	1CGEN|2RCR|3LIT|49DMG|568AART|7ERES|aVULN
505	13135 22222	   	166.63	ACR|3VULN|1AART|2ZMB|1DUR	17ERES|2RCR|3LIT|467VULN|57ZMB|7BPWR|8AART|9DUR|aBEXP
506	13135 22223	   	166.63	ACR|3VULN|1AART|2ZMB|1DUR	17ERES|2RCR|3LIT|467VULN|57ZMB|7BPWR|8AART|9DUR|aDMSP
507	13135 22224	   	166.63	ACR|3VULN|1AART|2ZMB|1DUR	17ERES|2RCR|3LIT|467VULN|57ZMB|7BPWR|8AART|9DUR|aBELT
508	13135 22226	   	166.63	ACR|3VULN|1AART|2ZMB|1DUR	17ERES|2RCR|3LIT|467VULN|57ZMB|7BPWR|8AART|9DUR|aCGEN
509	13135 22236	   	166.63	ACR|3VULN|1AART|2ZMB|1ASPD	17ERES|2RCR|3LIT|467VULN|57ZMB|7BPWR|8AART|9CGEN|aASPD
510	11632 11121	 * 	166.60	ACR|3VULN|1DMG|2ZMB|1CDMG	146ERES|248VULN|3RCR|48BPWR|58BEXP|78ZMB|9CDMG|aDMG
511	11632 11151	   	166.60	ACR|3VULN|1DMG|2ZMB|1CDMG	146ERES|248VULN|3RCR|48BPWR|58BEXP|78ZMB|9DMG|aCDMG
512	13125 42163	   	166.60	ACR|3VULN|1AART|1DMG	1ERES|2RCR|3LIT|4DMG|5AART|6LWND|79aVULN|8LHND
513	11632 22222	   	166.59	ACR|3VULN|2DMG|1ZMB	148ERES|249VULN|3RCR|48BPWR|58BEXP|68DMG|7MBVNT|aZMB
514	11652 62232	   	166.59	ACR|3DMG|2VULN|1ZMB	18ERES|28VULN|3RCR|4DUST|5BEXP|68aDMG|7RCVC|8BPWR|9ZMB
515	13135 22225	   	166.53	ACR|3VULN|1AART|2ZMB|1DUR	17aERES|2RCR|3LIT|467VULN|57ZMB|7BPWR|8AART|9DUR
516	13152 21112	   	166.52	ACR|2AART|1VULN|1CDMG|1FLTHEA|1ASPD|1DUR	1ERES|2RCR|3LIT|47AART|5VULN|6DUR|8ASPD|9FLTHEA|aCDMG
517	13153 51112	   	166.52	ACR|2AART|1VULN|1CDMG|1FLTHEA|1ASPD|1DUR	1ERES|2RCR|3LIT|47AART|5DUR|6VULN|8ASPD|9FLTHEA|aCDMG
518	63516 41421	   	166.49	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1CGEN|2RCR|3MBVNT|4LWND|5ZMB|6aVULN|7ASPD|8DMG|9AART
519	13152 25132	   	166.41	ACR|3VULN|1AART|2DUR|1ASPD	17ERES|2RCR|3LIT|4AART|579VULN|67DUR|7BPWR|8ASPD|aBEXP
520	13152 25133	   	166.41	ACR|3VULN|1AART|2DUR|1ASPD	17ERES|2RCR|3LIT|4AART|579VULN|67DUR|7BPWR|8ASPD|aDMSP
521	13152 25134	   	166.41	ACR|3VULN|1AART|2DUR|1ASPD	17ERES|2RCR|3LIT|4AART|579VULN|67DUR|7BPWR|8ASPD|aBELT
522	13152 25136	   	166.41	ACR|3VULN|1AART|2DUR|1ASPD	17ERES|2RCR|3LIT|4AART|579VULN|67DUR|7BPWR|8ASPD|aCGEN
523	13152 25153	   	166.41	ACR|3VULN|1AART|2DUR|1ASPD	17ERES|2RCR|3LIT|4AART|57aVULN|67DUR|7BPWR|8ASPD|9LHND
524	13152 25161	   	166.41	ACR|3VULN|1AART|2DUR|1ASPD	17ERES|2RCR|3LIT|4AART|57aVULN|67DUR|7BPWR|8ASPD|9BELT
525	13153 55132	   	166.41	ACR|3VULN|1AART|2DUR|1ASPD	17ERES|2RCR|3LIT|4AART|57DUR|679VULN|7BPWR|8ASPD|aBEXP
526	13153 55133	   	166.41	ACR|3VULN|1AART|2DUR|1ASPD	17ERES|2RCR|3LIT|4AART|57DUR|679VULN|7BPWR|8ASPD|aDMSP
527	13135 23563	   	166.39	ACR|2VULN|1AART|2CDMG|1ZMB|1DUR	1ERES|2RCR|3LIT|46VULN|5ZMB|7DUR|8aCDMG|9AART
528	13516 61421	   	166.39	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ERES|2RCR|3MBVNT|4LWND|5ZMB|6aVULN|7ASPD|8DMG|9AART
529	13528 22424	   	166.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|2RCR|3MBVNT|4DUR|5DMG|6ZMB|7LWND|8aVULN|9AART
530	13152 25135	   	166.31	ACR|3VULN|1AART|2DUR|1ASPD	17aERES|2RCR|3LIT|4AART|579VULN|67DUR|7BPWR|8ASPD
531	13153 21533	   	166.15	ACR|1AART|1VULN|1DMG|2CDMG|2DUR	1ERES|2RCR|3LIT|4AART|56DUR|7DMG|8aCDMG|9VULN
532	13518 44426	   	166.13	ACR|2VULN|2DMG|1AART	1aERES|2RCR|3MBVNT|4LWND|5aDMG|6MLV|7BEXP|8aVULN|9AART|aBPWR
533	63155 31223	   	166.09	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1CGEN|2RCR|3LIT|46AART|5DMG|7BELT|8VULN|9CDMG|aDUR
534	11632 22541	   	166.03	ACR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	14ERES|24VULN|3RCR|4BPWR|5BEXP|6DMG|7MBVNT|8ASPD|9FLTHEA|aAART
535	13518 14426	   	166.03	ACR|2VULN|2DMG|1AART	1aERES|2RCR|3MBVNT|4LWND|5aDMG|6TLV|7BEXP|8aVULN|9AART|aBPWR
536	63152 25112	   	166.02	ACR|2VULN|1AART|1CDMG|1FLTHEA|1ASPD	17CGEN|2RCR|3LIT|4AART|57VULN|67LWND|7BPWR|8ASPD|9FLTHEA|aCDMG
537	13155 36313	   	165.99	ACR|2AART|1VULN|1DMG|1FLTHEA|1DUR	1ERES|2RCR|3LIT|46AART|5DMG|7DUR|8VULN|9FLTHEA|aBEXP
538	13155 32532	   	165.99	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1ERES|2RCR|3LIT|46AART|5DMG|7BEXP|8CDMG|9VULN|aDUR
539	32332 66341	   	165.96	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1LHND|2aDUR|3ZMB|4DMG|59VULN|6AART|7SNIHEL|8RCR
540	13155 36311	   	165.89	ACR|2AART|1VULN|1DMG|1FLTHEA|1DUR	1ERES|2RCR|3LIT|46AART|5DMG|7DUR|8VULN|9FLTHEA|aTLV
541	13135 35142	   	165.89	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ERES|2RCR|39LIT|47VULN|5ZMB|6DMG|8ASPD|aAART
542	13135 35162	   	165.89	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ERES|2RCR|3LIT|47VULN|5ZMB|6DMG|8ASPD|9RCVC|aAART
543	13136 63225	   	165.88	ACR|4VULN|1AART|1DUR	17ERES|2RCR|3LIT|467aVULN|57CGEN|7BPWR|8AART|9DUR
544	11632 21215	 * 	165.85	ACR|4VULN|1DMG|1CDMG	148ERES|248aVULN|3RCR|48BPWR|5BEXP|6DMG|78LHND|9CDMG
545	11632 25215	   	165.85	ACR|4VULN|1DMG|1CDMG	148ERES|248aVULN|3RCR|48BPWR|5BEXP|6DMG|78FEWX|9CDMG
546	13151 55112	   	165.82	ACR|2VULN|1AART|1CDMG|1FLTHEA|1ASPD	17ERES|2RCR|3LIT|4AART|57LWND|67VULN|7BPWR|8ASPD|9FLTHEA|aCDMG
547	13152 65112	   	165.82	ACR|2VULN|1AART|1CDMG|1FLTHEA|1ASPD	17ERES|2RCR|3LIT|4AART|57VULN|67BEXP|7BPWR|8ASPD|9FLTHEA|aCDMG
548	63152 35112	   	165.82	ACR|2VULN|1AART|1FLTHEA|1CDMG|1ASPD	17CGEN|2RCR|3LIT|4AART|57VULN|67DUST|7BPWR|8ASPD|9FLTHEA|aCDMG
549	13528 61443	   	165.82	ACR|2VULN|1DMG|1CDMG|1FLTHEA|1DUR|1ASPD	1ERES|2RCR|3MBVNT|4DUR|5DMG|68VULN|7ASPD|9FLTHEA|aCDMG
550	13534 57113	   	165.82	ACR|2VULN|1DMG|1CDMG|1FLTHEA|1DUR|1ASPD	1ERES|2RCR|3MBVNT|4FLTHEA|56VULN|7DMG|8DUR|9ASPD|aCDMG
551	13534 57134	   	165.82	ACR|2VULN|1DMG|1CDMG|1FLTHEA|1DUR|1ASPD	1ERES|2RCR|3MBVNT|4FLTHEA|56VULN|7DMG|8DUR|9CDMG|aASPD
552	11331 24124	 * 	165.81	DCR|2VULN|2AART|1DMG|2DUR	16ERES|25VULN|3BELT|45DUR|5BPWR|7aAART|8RCR|9DMG
553	11541 45318	   	165.80	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|2aVULN|3MBVNT|4ZMB|5RCR|6BASICY|7CDMG|8DMG|9AART
554	63533 23724	   	165.80	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1DUR	1CGEN|2RCR|3MBVNT|4FLTHEA|5CDMG|6DUR|7FEWX|8AART|9DMG|aVULN
555	63533 23734	   	165.80	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1DUR	1CGEN|2RCR|3MBVNT|4FLTHEA|5CDMG|6DUR|7FEWX|8AART|9VULN|aDMG
556	13533 23728	   	165.70	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1DUR	1ERES|2RCR|3MBVNT|4FLTHEA|5CDMG|6DUR|7FEWX|8AART|9DMG|aVULN
557	13533 23734	   	165.70	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1DUR	1ERES|2RCR|3MBVNT|4FLTHEA|5CDMG|6DUR|7FEWX|8AART|9VULN|aDMG
558	13533 26734	   	165.70	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1DUR	1ERES|2RCR|3MBVNT|4FLTHEA|5CDMG|6DUR|7LWND|8AART|9VULN|aDMG
559	13533 28734	   	165.70	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1DUR	1ERES|2RCR|3MBVNT|4FLTHEA|5CDMG|6DUR|7BEXP|8AART|9VULN|aDMG
560	13528 24621	   	165.69	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1ERES|2RCR|3MBVNT|4DUR|58DMG|6ZMB|7LSRREG|9VULN|aAART
561	11633 26136	   	165.65	ACR|4VULN|1DMG|1FLTHEA	14ERES|249aVULN|3RCR|4BPWR|5CANSTR|6RMIN|7FLTHEA|8DMG
562	13152 53112	   	165.62	ACR|2VULN|1AART|1CDMG|1FLTHEA|1ASPD	1ERES|2RCR|3LIT|4AART|56VULN|7DUST|8ASPD|9FLTHEA|aCDMG
563	13152 55112	   	165.62	ACR|2VULN|1AART|1CDMG|1FLTHEA|1ASPD	1ERES|2RCR|3LIT|4AART|56VULN|7MBVNT|8ASPD|9FLTHEA|aCDMG
564	13312 55532	   	165.50	ACR|4VULN|1DMG|1ZMB	1ERES|2RCR|34RCVC|5689VULN|7ZMB|aDMG
565	63125 31223	   	165.49	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1CGEN|2RCR|3LIT|4DMG|56AART|7BELT|8VULN|9CDMG|aDUR
566	63125 31325	   	165.49	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1CGEN|2RCR|3LIT|4DMG|56AART|7BELT|8DUR|9CDMG|aVULN
567	63125 36313	   	165.49	ACR|2AART|1DMG|1VULN|1FLTHEA|1DUR	1CGEN|2RCR|3LIT|4DMG|56AART|7DUR|8VULN|9FLTHEA|aBEXP
568	63125 32532	   	165.49	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1CGEN|2RCR|3LIT|4DMG|56AART|7BEXP|8CDMG|9VULN|aDUR
569	63155 31222	   	165.47	ACR|2AART|1VULN|1DMG|2CDMG	1CGEN|2RCR|3LIT|46AART|5DMG|7BELT|8VULN|9aCDMG
570	13611 23413	   	165.46	ACR|2DMG|3ZMB|1VULN|2DUR	17ERES|2RCR|3RMIN|48DUR|579ZMB|67DMG|7BPWR|aVULN
571	13136 63221	   	165.42	ACR|3VULN|1AART|1CDMG|1DUR	17ERES|2RCR|3LIT|467VULN|57CGEN|7BPWR|8AART|9DUR|aCDMG
572	13322 55532	   	165.40	ACR|4VULN|1DMG|1ZMB	14ERES|2RCR|3RCVC|4BPWR|5689VULN|7ZMB|aDMG
573	13125 36313	   	165.39	ACR|2AART|1VULN|1DMG|1FLTHEA|1DUR	1ERES|2RCR|3LIT|4DMG|56AART|7DUR|8VULN|9FLTHEA|aBEXP
574	13125 36314	   	165.39	ACR|2AART|1VULN|1DMG|1FLTHEA|1DUR	1ERES|2RCR|3LIT|4DMG|56AART|7DUR|8VULN|9FLTHEA|aLWND
575	13125 36342	   	165.39	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1ERES|2RCR|3LIT|4DMG|56AART|7DUR|8VULN|9FEWX|aCDMG
576	13616 52113	   	165.39	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1ERES|2RCR|3RMIN|4DUR|58AART|6DMG|7LWND|9CDMG|aVULN
577	63125 36311	   	165.39	ACR|2AART|1VULN|1DMG|1FLTHEA|1DUR	1CGEN|2RCR|3LIT|4DMG|56AART|7DUR|8VULN|9FLTHEA|aTLV
578	13125 32532	   	165.39	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1ERES|2RCR|3LIT|4DMG|56AART|7BEXP|8CDMG|9VULN|aDUR
579	13125 35532	   	165.39	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1ERES|2RCR|3LIT|4DMG|56AART|7LHND|8CDMG|9VULN|aDUR
580	13135 23562	   	165.37	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB	1ERES|2RCR|3LIT|46VULN|5ZMB|7aDUR|8CDMG|9AART
581	13341 21155	   	165.32	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	17ERES|2RCR|3RCVC|4AART|5DUR|68VULN|9ASPD|aDMG
582	13314 62136	   	165.30	ACR|3VULN|1AART|1DMG	1ERES|2RCR|34RCVC|5MBVNT|689VULN|7AART|aDMG
583	11541 62174	   	165.30	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|26VULN|3MBVNT|4ZMB|5RCR|7CDMG|8DMG|9RCVC|aAART
584	11541 62448	   	165.30	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|26VULN|3MBVNT|4ZMB|5RCR|7CDMG|8FEWX|9DMG|aAART
585	63433 31312	   	165.30	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1ASPD	1CGEN|2RCR|3aLHND|4FLTHEA|5CDMG|6VULN|7ASPD|8DMG|9AART
586	63433 31314	   	165.30	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1ASPD	1CGEN|2RCR|3LHND|4FLTHEA|5CDMG|6VULN|7ASPD|8DMG|9AART|aRCVC
587	63433 31315	   	165.30	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1ASPD	1CGEN|2RCR|3LHND|4FLTHEA|5CDMG|6VULN|7ASPD|8DMG|9AART|aFEWX
588	63433 31316	   	165.30	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1ASPD	1CGEN|2RCR|3LHND|4FLTHEA|5CDMG|6VULN|7ASPD|8DMG|9AART|aBEXP
589	11632 12121	 * 	165.30	ACR|3VULN|1DMG|2ASPD|1CDMG	146ERES|248VULN|3RCR|48BPWR|58BEXP|78ASPD|9CDMG|aDMG
590	11632 12151	   	165.30	ACR|3VULN|1DMG|2ASPD|1CDMG	146ERES|248VULN|3RCR|48BPWR|58BEXP|78ASPD|9DMG|aCDMG
591	63152 11311	   	165.29	ACR|2VULN|1AART|1DMG|1CDMG	16CGEN|2RCR|3LIT|4AART|58VULN|7DMG|9LHND|aCDMG
592	63152 11363	   	165.29	ACR|2VULN|1AART|1DMG|1CDMG	16CGEN|2RCR|3LIT|4AART|58VULN|7DMG|9RMIN|aCDMG
593	13125 36311	   	165.29	ACR|2AART|1VULN|1DMG|1FLTHEA|1DUR	1ERES|2RCR|3LIT|4DMG|56AART|7DUR|8VULN|9FLTHEA|aTLV
594	13125 36316	   	165.29	ACR|2AART|1VULN|1DMG|1FLTHEA|1DUR	1ERES|2RCR|3LIT|4DMG|56AART|7DUR|8VULN|9FLTHEA|aMBVNT
595	13125 36531	   	165.29	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1ERES|2RCR|3LIT|4DMG|56AART|7DUR|8CDMG|9VULN|aDUST
596	11635 12262	   	165.29	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	14ERES|24VULN|3RCR|4BPWR|5ASPD|6DMG|7AART|8DMSP|9ZMB|aBEXP
597	11635 12263	   	165.29	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	14ERES|24VULN|3RCR|4BPWR|5ASPD|6DMG|7AART|8DMSP|9ZMB|aLWND
598	11223 65234	 * 	165.27	DCR|4VULN|1AART|2ASPD	1aERES|246aVULN|3LSRREG|5TLV|7AART|8RCR|9aASPD|aBPWR
599	13324 62136	   	165.20	ACR|3VULN|1AART|1DMG	14ERES|2RCR|3RCVC|4BPWR|5MBVNT|689VULN|7AART|aDMG
600	11541 62124	   	165.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	19ERES|26VULN|3MBVNT|4ZMB|5RCR|7CDMG|8DMG|aAART
601	11541 32144	   	165.20	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	16ERES|2VULN|3MBVNT|4ZMB|5RCR|7CDMG|89DMG|aAART
602	11541 32184	   	165.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	16ERES|29VULN|3MBVNT|4ZMB|5RCR|7CDMG|8DMG|aAART
603	13433 31312	   	165.20	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ASPD	1ERES|2RCR|3aLHND|4FLTHEA|5CDMG|6VULN|7ASPD|8DMG|9AART
604	13433 31314	   	165.20	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ASPD	1ERES|2RCR|3LHND|4FLTHEA|5CDMG|6VULN|7ASPD|8DMG|9AART|aRCVC
605	13433 31315	   	165.20	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ASPD	1ERES|2RCR|3LHND|4FLTHEA|5CDMG|6VULN|7ASPD|8DMG|9AART|aFEWX
606	13433 31316	   	165.20	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ASPD	1ERES|2RCR|3LHND|4FLTHEA|5CDMG|6VULN|7ASPD|8DMG|9AART|aBEXP
607	63433 31311	   	165.20	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1ASPD	1CGEN|2RCR|3LHND|4FLTHEA|5CDMG|6VULN|7ASPD|8DMG|9AART|aDUST
608	13152 51113	   	165.19	ACR|2VULN|1AART|1DMG|1FLTHEA	1ERES|2RCR|3LIT|4AART|56VULN|7DMG|8LWND|9FLTHEA|aBEXP
609	13152 51114	   	165.19	ACR|2VULN|1AART|1DMG|1FLTHEA	1ERES|2RCR|3LIT|4AART|56VULN|7DMG|8aLWND|9FLTHEA
610	13152 51116	   	165.19	ACR|2VULN|1AART|1DMG|1FLTHEA	1ERES|2RCR|3LIT|4AART|56VULN|7DMG|8LWND|9FLTHEA|aFEWX
611	13152 51142	   	165.19	ACR|2VULN|1AART|1DMG|1CDMG	1ERES|2RCR|3LIT|4AART|56VULN|7DMG|8LWND|9FEWX|aCDMG
612	13152 51523	   	165.19	ACR|2VULN|1AART|1DMG|1CDMG	1ERES|2RCR|3LIT|4AART|56VULN|7DMG|8CDMG|9LWND|aBEXP
613	13152 51533	   	165.19	ACR|2VULN|1AART|1DMG|1CDMG	1ERES|2RCR|3LIT|4AART|56VULN|7DMG|8CDMG|9LHND|aBEXP
614	13156 31351	   	165.19	ACR|2DMG|1AART|1VULN|1CDMG	1ERES|2RCR|35LIT|4AART|6FEWX|79DMG|8VULN|aCDMG
615	13156 41311	   	165.19	ACR|2VULN|1AART|1DMG|1CDMG	1ERES|2RCR|35LIT|4AART|68VULN|7DMG|9LHND|aCDMG
616	13345 31351	   	165.19	ACR|2DMG|1AART|1VULN|1CDMG	1ERES|2RCR|3RCVC|4AART|5LIT|6FEWX|79DMG|8VULN|aCDMG
617	13345 41311	   	165.19	ACR|2VULN|1AART|1DMG|1CDMG	1ERES|2RCR|3RCVC|4AART|5LIT|68VULN|7DMG|9LHND|aCDMG
618	63152 53123	   	165.18	ACR|3VULN|1AART|1ZMB|1DUR	1CGEN|2RCR|3LIT|4AART|57aVULN|6ZMB|8LWND|9DUR
619	63152 53322	   	165.18	ACR|3VULN|1AART|1ZMB|1DUR	1CGEN|2RCR|3LIT|4AART|578VULN|6ZMB|9DUR|aBEXP
620	63152 53323	   	165.18	ACR|3VULN|1AART|1ZMB|1DUR	1CGEN|2RCR|3LIT|4AART|578VULN|6ZMB|9DUR|aDMSP
621	13526 61412	   	165.18	ACR|3VULN|1DMG|1ZMB|1DUR|1ASPD	1ERES|2RCR|3MBVNT|4DUR|5ZMB|689VULN|7ASPD|aDMG
622	13526 61434	   	165.18	ACR|3VULN|1DMG|1ZMB|1DUR|1ASPD	1ERES|2RCR|3MBVNT|4DUR|5ZMB|68aVULN|7ASPD|9DMG
623	13312 54311	   	165.18	ACR|4VULN|1AART|1ASPD	1ERES|2RCR|34RCVC|567aVULN|8ASPD|9AART
624	13433 31311	   	165.10	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ASPD	1ERES|2RCR|3LHND|4FLTHEA|5CDMG|6VULN|7ASPD|8DMG|9AART|aDUST
625	13532 71318	   	165.10	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ASPD	1ERES|2RCR|3MBVNT|4FLTHEA|5LWND|6CDMG|7ASPD|8DMG|9AART|aVULN
626	13534 82284	   	165.10	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1DUR	1ERES|2RCR|3MBVNT|4FLTHEA|5VULN|6DUR|7BEXP|8CDMG|9AART|aDMG
627	13152 31311	   	165.09	ACR|2VULN|1AART|1DMG|1CDMG	16ERES|2RCR|3LIT|4AART|58VULN|7DMG|9LHND|aCDMG
628	13152 31361	   	165.09	ACR|2VULN|1AART|1DMG|1CDMG	16ERES|2RCR|3LIT|4AART|58VULN|7DMG|9CDMG|aCGEN
629	13152 31362	   	165.09	ACR|2VULN|1AART|1DMG|1CDMG	16ERES|2RCR|3LIT|4AART|58VULN|7DMG|9CDMG|aFEWX
630	13152 31366	   	165.09	ACR|2VULN|1AART|1DMG|1CDMG	16ERES|2RCR|3LIT|4AART|58VULN|7DMG|9CDMG|aMLV
631	13152 31551	   	165.09	ACR|2VULN|1AART|1DMG|1CDMG	16ERES|2RCR|3LIT|4AART|59VULN|7DMG|8CDMG|aCGEN
632	13152 31552	   	165.09	ACR|2VULN|1AART|1DMG|1CDMG	16ERES|2RCR|3LIT|4AART|59VULN|7DMG|8CDMG|aFEWX
633	13152 51111	   	165.09	ACR|2VULN|1AART|1DMG|1FLTHEA	1ERES|2RCR|3LIT|4AART|56VULN|7DMG|8LWND|9FLTHEA|aTLV
634	13152 51115	   	165.09	ACR|2VULN|1AART|1DMG|1FLTHEA	1ERES|2RCR|3LIT|4AART|56VULN|7DMG|8LWND|9FLTHEA|aDUST
635	13152 51213	   	165.09	ACR|2VULN|1AART|1DMG|1FLTHEA	1ERES|2RCR|3LIT|4AART|56VULN|7DMG|8DUST|9FLTHEA|aBEXP
636	13152 51214	   	165.09	ACR|2VULN|1AART|1DMG|1FLTHEA	1ERES|2RCR|3LIT|4AART|56VULN|7DMG|8DUST|9FLTHEA|aLWND
637	13152 51261	   	165.09	ACR|2VULN|1AART|1DMG|1CDMG	1ERES|2RCR|3LIT|4AART|56VULN|7DMG|8DUST|9RCVC|aCDMG
638	13152 51431	   	165.09	ACR|2VULN|1AART|1DMG|1CDMG	1ERES|2RCR|3LIT|4AART|56VULN|7DMG|8TLV|9MLV|aCDMG
639	13152 51521	   	165.09	ACR|2VULN|1AART|1DMG|1CDMG	1ERES|2RCR|3LIT|4AART|56VULN|7DMG|8CDMG|9LWND|aDUST
640	13152 51531	   	165.09	ACR|2VULN|1AART|1DMG|1CDMG	1ERES|2RCR|3LIT|4AART|56VULN|7DMG|8CDMG|9LHND|aDUST
641	13322 54311	   	165.08	ACR|4VULN|1AART|1ASPD	14ERES|2RCR|3RCVC|4BPWR|567aVULN|8ASPD|9AART
642	12133 12123	   	165.04	ACR|3VULN|1AART|1DMG|1ASPD	13ERES|2ASPD|48aVULN|5RCR|6DMG|7AART|9RPLT
643	12133 12131	   	165.04	ACR|3VULN|1AART|1DMG|1ASPD	13ERES|2ASPD|489VULN|5RCR|6DMG|7AART|aBEXP
644	12133 12133	   	165.04	ACR|3VULN|1AART|1DMG|1ASPD	13ERES|2ASPD|489VULN|5RCR|6DMG|7AART|aRCVC
645	12133 12134	   	165.04	ACR|3VULN|1AART|1DMG|1ASPD	13ERES|2ASPD|489VULN|5RCR|6DMG|7AART|aFEWX
646	13152 31364	   	164.99	ACR|2VULN|1AART|1DMG|1CDMG	16ERES|2RCR|3LIT|4AART|58VULN|7DMG|9CDMG|aDUST
647	13152 51211	   	164.99	ACR|2VULN|1AART|1DMG|1FLTHEA	1ERES|2RCR|3LIT|4AART|56VULN|7DMG|8DUST|9FLTHEA|aTLV
