0	Index      	 *	Score 	Summary	Detail	
1	41344 13111	 * 	182.46	DCR|3VULN|1AART|1DMG|1CDMG|2DUR	14DUR|2ERES|367VULN|5AART|8CDMG|9RCR|aDMG
550	45422 23333	   	155.52	DCR|3VULN|1DMG|1ZMB|1DUR	1DUR|2ZMB|349VULN|5ERES|6RCR|7RPLT|8LIT|aDMG
551	33436 24123	   	155.48	DCR|4VULN|1DMG|1ZMB	1TLV|2367VULN|4LIT|5ZMB|8RCVC|9RCR|aDMG
552	22116 25324	   	155.46	DCR|3VULN|2DMG	12aFEWX|2aBPWR|37aVULN|4RMIN|5MLV|6RCR|8BEXP|9aDMG
553	33412 25242	   	155.42	DCR|3VULN|1DMG|1ZMB|1DUR	1TLV|237VULN|4DMG|5DUST|6RCR|8FEWX|9ZMB|aDUR
554	33412 25253	   	155.42	DCR|3VULN|1DMG|1ZMB|1DUR	1TLV|237VULN|4DMG|5DUST|6RCR|8FEWX|9DUR|aZMB
555	36422 21236	   	155.42	DCR|3VULN|2CDMG|1ZMB|1DUR	19TLV|2BEXP|349VULN|5ERES|6RCR|7ZMB|89CDMG|9BPWR|aDUR
556	61313 25342	   	155.42	DCR|3VULN|1DMG|1ZMB|1DUR	1DUST|2ERES|357VULN|4DMG|6RCR|8BEXP|9ZMB|aDUR
557	61313 25353	   	155.42	DCR|3VULN|1DMG|1ZMB|1DUR	1DUST|2ERES|357VULN|4DMG|6RCR|8BEXP|9DUR|aZMB
558	14413 21235	   	155.36	DCR|3DMG|2VULN	15aLHND|2MLV|3aVULN|49aDMG|6RCR|7RMIN|8MBVNT|aBPWR
559	22112 25324	   	155.36	DCR|3VULN|2DMG	12aFEWX|2aBPWR|37aVULN|4RMIN|5ERES|6RCR|8BEXP|9aDMG
560	25422 25113	   	155.35	DCR|5VULN|1ZMB	1FEWX|2ZMB|3479aVULN|58ERES|6RCR
561	33412 25612	   	155.32	DCR|3VULN|1DMG|1ZMB|1DUR	1TLV|237VULN|4DMG|5DUST|6RCR|8ZMB|9ERES|aDUR
562	33412 25623	   	155.32	DCR|3VULN|1DMG|1ZMB|1DUR	1TLV|237VULN|4DMG|59DUST|6RCR|8ZMB|aDUR
563	34422 21236	   	155.32	DCR|3VULN|2CDMG|1ZMB|1DUR	19TLV|2DUST|349VULN|5ERES|6RCR|7ZMB|89CDMG|9BPWR|aDUR
564	21413 41213	   	155.30	DCR|2VULN|2DMG|1CDMG|1DUR	1FEWX|2ERES|35VULN|46DMG|7BEXP|8RCR|9CDMG|aDUR
565	21413 42212	   	155.30	DCR|2VULN|2DMG|1CDMG|1DUR	1FEWX|2ERES|35VULN|46DMG|7DUR|8RCR|9CDMG|aMLV
566	21413 42216	   	155.30	DCR|2VULN|2DMG|1CDMG|1DUR	1aFEWX|2ERES|35VULN|46DMG|7DUR|8RCR|9CDMG
567	21413 42231	   	155.30	DCR|2VULN|2DMG|1CDMG|1DUR	1FEWX|2ERES|35VULN|46DMG|7DUR|8RCR|9LIT|aCDMG
568	21413 44213	   	155.30	DCR|2VULN|2DMG|1CDMG|1DUR	1FEWX|2ERES|35VULN|46DMG|7LWND|8RCR|9CDMG|aDUR
569	21413 32224	   	155.30	DCR|2VULN|2DMG|1CDMG|1DUR	16FEWX|2ERES|35VULN|49DMG|7DUR|8RCR|aCDMG
570	41213 25224	   	155.30	DCR|2VULN|2DMG|1CDMG|1DUR	1DUR|2ERES|3FEWX|49DMG|57VULN|6RCVC|8RCR|aCDMG
571	41221 25224	   	155.30	DCR|2VULN|2DMG|1CDMG|1DUR	1DUR|2ERES|3FEWX|47VULN|59DMG|6RCVC|8RCR|aCDMG
572	24413 25322	   	155.26	DCR|3VULN|2DMG	1FEWX|2MLV|357VULN|49DMG|6RCR|8aBEXP
573	24413 25323	   	155.26	DCR|3VULN|2DMG	1FEWX|2MLV|357VULN|49DMG|6RCR|8BEXP|aRPLT
574	11313 21235	   	155.26	DCR|3DMG|2VULN	15aLHND|2ERES|3aVULN|49aDMG|6RCR|7RMIN|8MBVNT|aBPWR
575	14422 22633	   	155.26	DCR|3VULN|2DMG	178LHND|2MLV|348VULN|58ERES|6RCR|8BPWR|9aDMG
576	22125 32126	   	155.26	DCR|3VULN|2DMG	124FEWX|27BPWR|357VULN|6RCR|8aDMG|9RPLT
577	22125 32266	   	155.26	DCR|3VULN|2DMG	124FEWX|27BPWR|357VULN|6RCR|8RPLT|9aDMG
578	22315 32126	   	155.26	DCR|3VULN|2DMG	123FEWX|27BPWR|457VULN|6RCR|8aDMG|9RPLT
579	22315 32266	   	155.26	DCR|3VULN|2DMG	123FEWX|27BPWR|457VULN|6RCR|8RPLT|9aDMG
580	41312 25224	   	155.20	DCR|2VULN|2DMG|1CDMG|1DUR	1DUR|2ERES|37VULN|49DMG|5DUST|6RCVC|8RCR|aCDMG
581	21413 42211	   	155.20	DCR|2VULN|2DMG|1CDMG|1DUR	1FEWX|2aERES|35VULN|46DMG|7DUR|8RCR|9CDMG
582	21413 42214	   	155.20	DCR|2VULN|2DMG|1CDMG|1DUR	1FEWX|2ERES|35VULN|46DMG|7DUR|8RCR|9CDMG|aDUST
583	21413 42215	   	155.20	DCR|2DMG|2VULN|1CDMG|1DUR	1FEWX|2ERES|35VULN|46DMG|7DUR|8RCR|9CDMG|aLEGI
584	33213 43124	   	155.20	DCR|2VULN|2DMG|1CDMG|1ASPD	1TLV|25VULN|3FEWX|46DMG|7ERES|8RCR|9ASPD|aCDMG
585	61313 41213	   	155.20	DCR|2VULN|2DMG|1CDMG|1DUR	1DUST|2ERES|35VULN|46DMG|7FEWX|8RCR|9CDMG|aDUR
586	61313 42212	   	155.20	DCR|2VULN|2DMG|1CDMG|1DUR	1DUST|2ERES|35VULN|46DMG|7DUR|8RCR|9CDMG|aMLV
587	61313 42215	   	155.20	DCR|2VULN|2DMG|1CDMG|1DUR	1DUST|2ERES|35VULN|46DMG|7DUR|8RCR|9CDMG|aCGEN
588	61313 42231	   	155.20	DCR|2VULN|2DMG|1CDMG|1DUR	1DUST|2ERES|35VULN|46DMG|7DUR|8RCR|9LIT|aCDMG
589	61313 44213	   	155.20	DCR|2VULN|2DMG|1CDMG|1DUR	1DUST|2ERES|35VULN|46DMG|7LWND|8RCR|9CDMG|aDUR
590	11315 24315	   	155.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LHND|2ERES|38VULN|4DMG|5ASPD|6ZMB|7AART|9DUST|aRCR
591	21413 25323	   	155.16	DCR|3VULN|2DMG	1FEWX|2ERES|357VULN|49DMG|6RCR|8BEXP|aRPLT
592	24413 25321	   	155.16	DCR|3VULN|2DMG	1FEWX|2MLV|357VULN|49DMG|6RCR|8BEXP|aERES
593	33213 25322	   	155.16	DCR|3VULN|2DMG	1TLV|257VULN|3FEWX|49DMG|6RCR|8aBEXP
594	33213 25323	   	155.16	DCR|3VULN|2DMG	1TLV|257VULN|3FEWX|49DMG|6RCR|8BEXP|aRPLT
595	33213 25622	   	155.16	DCR|3VULN|2DMG	1TLV|257VULN|3FEWX|49DMG|6RCR|8LHND|aBEXP
596	36413 25222	   	155.16	DCR|3VULN|2DMG	1TLV|2aBEXP|357VULN|49DMG|6RCR|8FEWX
597	36413 25223	   	155.16	DCR|3VULN|2DMG	1TLV|2BEXP|357VULN|49DMG|6RCR|8FEWX|aRPLT
598	11313 22633	   	155.16	DCR|3VULN|2DMG	157LHND|2ERES|38aVULN|49DMG|6RCR
599	21411 25321	   	155.16	DCR|3VULN|2DMG	1FEWX|2ERES|37aVULN|49DMG|5RCVC|6RCR|8BEXP
600	21413 22121	   	155.16	DCR|3VULN|2DMG	18FEWX|2ERES|35aVULN|49DMG|6RCR|7LHND
601	21413 22621	   	155.16	DCR|3VULN|2DMG	1FEWX|2ERES|35aVULN|49DMG|6RCR|78LHND
602	21413 24321	   	155.16	DCR|3VULN|2DMG	1FEWX|2ERES|35aVULN|49DMG|6RCR|7DMSP|8BEXP
603	31413 21235	   	155.16	DCR|3DMG|2VULN	1aTLV|25LHND|3aVULN|49aDMG|6RCR|7RMIN|8MBVNT|aBPWR
604	33412 21134	   	155.16	DCR|3VULN|2DMG	1aTLV|23aVULN|49DMG|5DUST|6RCR|7RMIN|8aLWND|aBPWR
605	35312 25321	   	155.16	DCR|3VULN|2DMG	18TLV|2CGEN|38MLV|49DMG|5DUST|6RCR|78aVULN|8BPWR
606	36413 21235	   	155.16	DCR|3VULN|2DMG	1aTLV|29BEXP|35aVULN|4aDMG|6RCR|7RMIN|8MBVNT|aBPWR
607	36413 22314	   	155.16	DCR|3VULN|2DMG	1TLV|2BEXP|359VULN|4aDMG|6RCR|7LHND|8MGNLIT
608	14416 21232	   	155.15	DCR|2VULN|2DMG|1ZMB|1DUR	1LHND|2MLV|3aVULN|49DMG|5CGEN|6ZMB|7RCR|8DUR
609	15213 61126	   	155.15	DCR|2VULN|2DMG|1ZMB|1ASPD	1LHND|2ZMB|38FEWX|49DMG|56VULN|7RCR|aASPD
610	15213 61632	   	155.15	DCR|2VULN|2DMG|1ZMB|1DUR	1LHND|2ZMB|3FEWX|49DMG|56VULN|7RCR|8LIT|aDUR
611	15221 61126	   	155.15	DCR|2VULN|2DMG|1ZMB|1ASPD	1LHND|2ZMB|38FEWX|46VULN|59DMG|7RCR|aASPD
612	15221 61632	   	155.15	DCR|2VULN|2DMG|1ZMB|1DUR	1LHND|2ZMB|3FEWX|46VULN|59DMG|7RCR|8LIT|aDUR
613	24413 51123	   	155.15	DCR|2VULN|2DMG|1ZMB|1DUR	18FEWX|2MLV|35VULN|49DMG|6DUR|7RCR|aZMB
614	22163 13311	   	155.14	DCR|3VULN|1AART|1DMG|1SELL	12FEWX|2BPWR|348VULN|5SELL|6ERES|7AART|9RCR|aDMG
615	33421 53111	   	155.13	DCR|3VULN|1AART|1DMG|1SELL	1TLV|235VULN|4RCVC|6SELL|7AART|8BEXP|9RCR|aDMG
616	33421 53411	   	155.13	DCR|3VULN|1AART|1DMG|1SELL	1TLV|235VULN|4RCVC|6SELL|7AART|8FEWX|9RCR|aDMG
617	15432 34232	 * 	155.13	DCR|2DMG|1VULN|2CDMG|1ZMB|1DUR	1LHND|2ZMB|3VULN|4DUR|5aCDMG|6BEXP|79DMG|8RCR
618	33412 43124	   	155.10	DCR|2VULN|2DMG|1CDMG|1ASPD	1TLV|23VULN|46DMG|5DUST|7ERES|8RCR|9ASPD|aCDMG
619	61313 42211	   	155.10	DCR|2VULN|2DMG|1CDMG|1DUR	1DUST|2aERES|35VULN|46DMG|7DUR|8RCR|9CDMG
620	61313 42214	   	155.10	DCR|2VULN|2DMG|1CDMG|1DUR	1aDUST|2ERES|35VULN|46DMG|7DUR|8RCR|9CDMG
621	33213 25321	   	155.06	DCR|3VULN|2DMG	1TLV|257VULN|3FEWX|49DMG|6RCR|8BEXP|aERES
622	33213 25621	   	155.06	DCR|3VULN|2DMG	1TLV|257VULN|3FEWX|49DMG|6RCR|8LHND|aERES
623	33412 24433	   	155.06	DCR|3VULN|2DMG	1TLV|238VULN|49DMG|5DUST|6RCR|7DMSP|aRPLT
624	33412 25222	   	155.06	DCR|3VULN|2DMG	1TLV|237VULN|49DMG|5DUST|6RCR|8FEWX|aBEXP
625	33512 25433	   	155.06	DCR|3VULN|2DMG	1TLV|278VULN|3DMSP|49DMG|5DUST|6RCR|aRPLT
626	34413 22314	   	155.06	DCR|3VULN|2DMG	1TLV|2DUST|359VULN|4aDMG|6RCR|7LHND|8MGNLIT
627	34413 25222	   	155.06	DCR|3VULN|2DMG	1TLV|2DUST|357VULN|49DMG|6RCR|8FEWX|aBEXP
628	36413 25221	   	155.06	DCR|3VULN|2DMG	1TLV|2BEXP|357VULN|49DMG|6RCR|8FEWX|aERES
629	36413 25322	   	155.06	DCR|3VULN|2DMG	1TLV|2BEXP|357VULN|49DMG|6RCR|8DUST|aFEWX
630	61311 25632	   	155.06	DCR|3VULN|2DMG	1DUST|2ERES|378VULN|49DMG|5RCVC|6RCR|aCGEN
631	61313 24632	   	155.06	DCR|3VULN|2DMG	1DUST|2ERES|358VULN|49DMG|6RCR|7DMSP|aCGEN
632	61313 25323	   	155.06	DCR|3VULN|2DMG	1DUST|2ERES|357VULN|49DMG|6RCR|8BEXP|aRPLT
633	61313 25325	   	155.06	DCR|3VULN|2DMG	1DUST|2ERES|357VULN|49DMG|6RCR|8aBEXP
634	62112 25324	   	155.06	DCR|3VULN|2DMG	12aDUST|2aBPWR|37aVULN|4RMIN|5ERES|6RCR|8BEXP|9aDMG
635	21413 22521	   	155.06	DCR|3VULN|2DMG	1FEWX|28ERES|35aVULN|49DMG|6RCR|7LHND
636	33412 22314	   	155.06	DCR|3VULN|2DMG	1TLV|239VULN|4aDMG|5DUST|6RCR|7LHND|8MGNLIT
637	36413 23533	   	155.06	DCR|3VULN|2DMG	1TLV|2BEXP|35aVULN|49DMG|6RCR|7RPLT|8DUST
638	61311 24633	   	155.06	DCR|3VULN|2DMG	1DUST|2ERES|38aVULN|49DMG|5RCVC|6RCR|7DMSP
639	61311 25321	   	155.06	DCR|3VULN|2DMG	1DUST|2ERES|37aVULN|49DMG|5RCVC|6RCR|8BEXP
640	61313 22621	   	155.06	DCR|3VULN|2DMG	1DUST|2ERES|35aVULN|49DMG|6RCR|78LHND
641	61313 24321	   	155.06	DCR|3VULN|2DMG	1DUST|2ERES|35aVULN|49DMG|6RCR|7DMSP|8BEXP
642	11314 21232	   	155.05	DCR|2VULN|2DMG|1ZMB|1DUR	1LHND|2ERES|3aVULN|49DMG|5MLV|6ZMB|7RCR|8DUR
643	31414 21232	   	155.05	DCR|2VULN|2DMG|1ZMB|1DUR	1TLV|2LHND|3aVULN|49DMG|5MLV|6ZMB|7RCR|8DUR
644	33614 21232	   	155.05	DCR|2VULN|2DMG|1ZMB|1DUR	1TLV|2aVULN|3LHND|49DMG|5MLV|6ZMB|7RCR|8DUR
645	36414 21232	   	155.05	DCR|2VULN|2DMG|1ZMB|1DUR	1TLV|2BEXP|3aVULN|49DMG|5MLV|6ZMB|7RCR|8DUR
646	41314 21432	   	155.05	DCR|2VULN|2DMG|1ZMB|1DUR	1DUR|2ERES|3aVULN|49DMG|5MLV|6ZMB|7RCR|8LWND
647	41314 21632	   	155.05	DCR|2VULN|2DMG|1ZMB|1DUR	1DUR|2ERES|3aVULN|49DMG|5MLV|6ZMB|7RCR|8LHND
648	33213 51123	   	155.05	DCR|2VULN|2DMG|1ZMB|1DUR	1TLV|25VULN|38FEWX|49DMG|6DUR|7RCR|aZMB
649	33213 51634	   	155.05	DCR|2VULN|2DMG|1ZMB|1DUR	1TLV|25VULN|3FEWX|49DMG|6DUR|7RCR|8LIT|aZMB
650	15222 54211	   	155.03	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1LHND|2ZMB|3FEWX|4VULN|5CDMG|6DUR|7DMG|8RCR|9AART|aCGEN
651	15432 34211	   	155.03	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1LHND|2ZMB|3VULN|4DUR|5CDMG|6BEXP|7DMG|8RCR|9AART|aCGEN
652	15222 34215	   	155.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LHND|2ZMB|3FEWX|4VULN|5CDMG|6BEXP|7DMG|8RCR|9AART|aDUR
653	51133 13131	   	155.03	DCR|2VULN|1AART|1DMG|1ZMB	12LIT|3FEWX|4AART|57VULN|6BEXP|8RCR|9ZMB|aDMG
654	15432 14232	   	155.03	DCR|2DMG|1VULN|2CDMG|1ZMB|1DUR	1LHND|2ZMB|3VULN|4DUR|5aCDMG|6DUST|79DMG|8RCR
655	22133 25522	   	154.97	DCR|3VULN|1AART|1CDMG	128FEWX|2BPWR|357VULN|4DUST|6RCR|9AART|aCDMG
656	22162 25522	   	154.97	DCR|3VULN|1AART|1CDMG	128FEWX|2BPWR|347VULN|5DUST|6RCR|9AART|aCDMG
657	33412 24431	   	154.96	DCR|3VULN|2DMG	1TLV|238VULN|49DMG|5DUST|6RCR|7DMSP|aERES
658	33412 25221	   	154.96	DCR|3VULN|2DMG	1TLV|237VULN|49DMG|5DUST|6RCR|8FEWX|aERES
659	33412 25333	   	154.96	DCR|3VULN|2DMG	1TLV|237VULN|49DMG|58DUST|6RCR|aRPLT
660	33412 25334	   	154.96	DCR|3VULN|2DMG	1TLV|237VULN|49DMG|58DUST|6RCR|aRMIN
661	33412 26433	   	154.96	DCR|3VULN|2DMG	17TLV|238VULN|49DMG|5DUST|6RCR|aRPLT
662	33512 25431	   	154.96	DCR|3VULN|2DMG	1TLV|278VULN|3DMSP|49DMG|5DUST|6RCR|aERES
663	34413 25221	   	154.96	DCR|3VULN|2DMG	1TLV|2DUST|357VULN|49DMG|6RCR|8FEWX|aERES
664	34413 25333	   	154.96	DCR|3VULN|2DMG	1TLV|28DUST|357VULN|49DMG|6RCR|aRPLT
665	36413 25321	   	154.96	DCR|3VULN|2DMG	1TLV|2BEXP|357VULN|49DMG|6RCR|8DUST|aERES
666	61311 25133	   	154.96	DCR|3VULN|2DMG	1DUST|28ERES|37aVULN|49DMG|5RCVC|6RCR
667	61311 25631	   	154.96	DCR|3VULN|2DMG	1DUST|2aERES|378VULN|49DMG|5RCVC|6RCR
668	61313 22521	   	154.96	DCR|3VULN|2DMG	1DUST|28ERES|35aVULN|49DMG|6RCR|7LHND
669	61313 24133	   	154.96	DCR|3VULN|2DMG	1DUST|28ERES|35aVULN|49DMG|6RCR|7DMSP
670	61313 24631	   	154.96	DCR|3VULN|2DMG	1DUST|2aERES|358VULN|49DMG|6RCR|7DMSP
671	61313 25132	   	154.96	DCR|3VULN|2DMG	1DUST|28ERES|357VULN|49DMG|6RCR|aCGEN
672	61313 25134	   	154.96	DCR|3VULN|2DMG	1DUST|28ERES|357VULN|49DMG|6RCR|aRMIN
673	61313 25136	   	154.96	DCR|3VULN|2DMG	1DUST|28ERES|357VULN|49DMG|6RCR|aRPLT
674	62135 32126	   	154.96	DCR|3VULN|2DMG	124DUST|27BPWR|357VULN|6RCR|8aDMG|9RPLT
675	62162 32126	   	154.96	DCR|3VULN|2DMG	125DUST|27BPWR|347VULN|6RCR|8aDMG|9RPLT
676	61313 42216	   	154.95	DCR|2VULN|2DMG|1CDMG|1DUR|1SELL	1DUST|2ERES|35VULN|46DMG|7DUR|8RCR|9CDMG|aSELL
677	15226 32422	   	154.95	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LHND|2ZMB|3FEWX|47VULN|5AART|6CDMG|8RCR|9DUR|aLWND
678	15226 32433	   	154.95	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LHND|2ZMB|3FEWX|47VULN|5AART|6CDMG|8RCR|9BEXP|aDUR
679	34414 21232	   	154.95	DCR|2VULN|2DMG|1ZMB|1DUR	1TLV|2DUST|3aVULN|49DMG|5MLV|6ZMB|7RCR|8DUR
680	41314 21332	   	154.95	DCR|2VULN|2DMG|1ZMB|1DUR	1DUR|2ERES|3aVULN|49DMG|5MLV|6ZMB|7RCR|8DUST
681	41314 21521	   	154.95	DCR|2VULN|2DMG|1ZMB|1DUR	1DUR|28ERES|3aVULN|49DMG|5MLV|6ZMB|7RCR
682	61314 21232	   	154.95	DCR|2VULN|2DMG|1ZMB|1DUR	1DUST|2ERES|3aVULN|49DMG|5MLV|6ZMB|7RCR|8DUR
683	33412 61632	   	154.95	DCR|2VULN|2DMG|1ZMB|1DUR	1TLV|23VULN|49DMG|5DUST|6LWND|7RCR|8ZMB|aDUR
684	61313 61632	   	154.95	DCR|2VULN|2DMG|1ZMB|1DUR	1DUST|2ERES|35VULN|49DMG|6LWND|7RCR|8ZMB|aDUR
685	15222 54212	   	154.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LHND|2ZMB|3FEWX|4VULN|5CDMG|6DUR|7DMG|8RCR|9AART|aDUST
686	15222 54213	   	154.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LHND|2ZMB|3FEWX|4VULN|5CDMG|6DUR|7DMG|8RCR|9AART|aERES
687	15432 14211	   	154.93	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1LHND|2ZMB|3VULN|4DUR|5CDMG|6DUST|7DMG|8RCR|9AART|aCGEN
688	15432 34212	   	154.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LHND|2ZMB|3VULN|4DUR|5CDMG|6BEXP|7DMG|8RCR|9AART|aDUST
689	15432 34213	   	154.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LHND|2ZMB|3VULN|4DUR|5CDMG|6BEXP|7DMG|8RCR|9AART|aERES
690	15222 14215	   	154.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LHND|2ZMB|3FEWX|4VULN|5CDMG|6DUST|7DMG|8RCR|9AART|aDUR
691	21411 25521	   	154.92	DCR|3VULN|2DMG|1SELL	1FEWX|2ERES|37aVULN|49DMG|5RCVC|6RCR|8SELL
692	21413 24521	   	154.92	DCR|3VULN|2DMG|1SELL	1FEWX|2ERES|35aVULN|49DMG|6RCR|7DMSP|8SELL
693	21413 25523	   	154.92	DCR|3VULN|2DMG|1SELL	1FEWX|2ERES|357VULN|49DMG|6RCR|8SELL|aLHND
694	33412 25331	   	154.86	DCR|3VULN|2DMG	1TLV|237VULN|49DMG|58DUST|6RCR|aERES
695	33412 25335	   	154.86	DCR|3VULN|2DMG	1TLV|237VULN|49DMG|58DUST|6RCR|aLSRHEA
696	33412 26431	   	154.86	DCR|3VULN|2DMG	17TLV|238VULN|49DMG|5DUST|6RCR|aERES
697	34413 25331	   	154.86	DCR|3VULN|2DMG	1TLV|28DUST|357VULN|49DMG|6RCR|aERES
698	61313 25131	   	154.86	DCR|3VULN|2DMG	1DUST|28aERES|357VULN|49DMG|6RCR
699	61313 25135	   	154.86	DCR|3VULN|2DMG	1DUST|28ERES|357VULN|49DMG|6RCR|aLSRHEA
700	15226 32421	   	154.85	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LHND|2ZMB|3FEWX|47VULN|5AART|6CDMG|8RCR|9DUR|aLEGI
701	33412 51323	   	154.85	DCR|2VULN|2DMG|1ZMB|1DUR	1TLV|23VULN|49DMG|58DUST|6DUR|7RCR|aZMB
702	34413 51323	   	154.85	DCR|2VULN|2DMG|1ZMB|1DUR	1TLV|28DUST|35VULN|49DMG|6DUR|7RCR|aZMB
703	15432 14212	   	154.83	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LHND|2ZMB|3VULN|4DUR|5CDMG|6aDUST|7DMG|8RCR|9AART
704	15432 14213	   	154.83	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LHND|2ZMB|3VULN|4DUR|5CDMG|6DUST|7DMG|8RCR|9AART|aERES
705	61311 25521	   	154.82	DCR|3VULN|2DMG|1SELL	1DUST|2ERES|37aVULN|49DMG|5RCVC|6RCR|8SELL
706	61313 24521	   	154.82	DCR|3VULN|2DMG|1SELL	1DUST|2ERES|35aVULN|49DMG|6RCR|7DMSP|8SELL
707	61313 25523	   	154.82	DCR|3VULN|2DMG|1SELL	1DUST|2ERES|357VULN|49DMG|6RCR|8SELL|aLHND
708	21413 32244	 * 	154.77	DCR|3VULN|1DMG|2ZMB|1DUR	16aFEWX|2ERES|35aVULN|4DMG|7DUR|8RCR|9aZMB|aBPWR
709	51416 22311	 * 	154.76	ACR|1AART|1VULN|1DMG|3DUR|1CDMG	12LIT|369DUR|4DMG|5RCR|7AART|8VULN|aCDMG
710	45423 22232	   	154.67	DCR|3VULN|1DMG|2ZMB|1DUR	1DUR|26ZMB|34aVULN|5BEXP|7LWND|8RCR|9DMG
711	33113 25416	   	154.61	DCR|5VULN|1DMG|1CDMG|1MSE	1TLV|25789VULN|3MSE|4DMG|6RCR|aCDMG
712	33254 53111	   	154.58	DCR|2VULN|1AART|1DMG|1CDMG	1TLV|27VULN|36FEWX|4DMSP|5AART|8CDMG|9RCR|aDMG
713	35214 16111	   	154.58	DCR|2VULN|1AART|1DMG|1CDMG	1TLV|27CGEN|36VULN|4RMIN|5AART|8CDMG|9RCR|aDMG
714	22163 15211	   	154.54	DCR|3VULN|1AART|1DMG|1SELL	12FEWX|2BPWR|347VULN|5SELL|6ERES|8AART|9RCR|aDMG
715	33421 56211	   	154.54	DCR|3VULN|1AART|1DMG|1SELL	1TLV|235VULN|4RCVC|6SELL|7FEWX|8AART|9RCR|aDMG
716	23513 61262	   	154.45	DCR|3VULN|1DMG|2DUR|1ASPD	1FEWX|2LHND|3ASPD|4DMG|56aVULN|7RCR|89DUR
717	23521 61262	   	154.45	DCR|3VULN|1DMG|2DUR|1ASPD	1FEWX|2LHND|3ASPD|46aVULN|5DMG|7RCR|89DUR
718	25412 31312	   	154.43	DCR|2VULN|1AART|1DMG|1ZMB	1FEWX|2ZMB|3aVULN|4DMG|5RMIN|6CGEN|7RCR|8RPLT|9AART
719	25412 31316	   	154.43	DCR|2DMG|1AART|1VULN|1ZMB	1FEWX|2ZMB|3VULN|4aDMG|5RMIN|6CGEN|7RCR|8RPLT|9AART
720	33314 63111	   	154.38	DCR|2VULN|1AART|1DMG|1CDMG	1TLV|27VULN|36ERES|4RMIN|5AART|8CDMG|9RCR|aDMG
721	33446 22313	 * 	154.37	DCR|3VULN|1AART|1FLTHEA	1TLV|239VULN|4BEXP|5MLV|6RCR|7LHND|8FLTHEA|aAART
722	36426 22313	   	154.37	DCR|3VULN|1AART|1FLTHEA	1TLV|2BEXP|349VULN|5MLV|6RCR|7LHND|8FLTHEA|aAART
723	41315 31221	   	154.35	DCR|3VULN|1DMG|2DUR|1ASPD	18DUR|2ERES|39aVULN|4DMG|5ASPD|6RMIN|7RCR
724	15223 33442	   	154.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LHND|2ZMB|3FEWX|4VULN|5DUST|6AART|7DMG|8ASPD|9RCR|aCDMG
725	21412 41316	   	154.33	DCR|2DMG|1AART|1VULN|1ZMB	1FEWX|2ERES|3VULN|4aDMG|5RMIN|6ZMB|7RCR|8RPLT|9AART
726	33212 41316	   	154.33	DCR|2DMG|1AART|1VULN|1ZMB	1TLV|2VULN|3FEWX|4aDMG|5RMIN|6ZMB|7RCR|8RPLT|9AART
727	65213 61111	   	154.33	DCR|2VULN|1AART|1DMG|1ZMB	1DUST|2ZMB|3FEWX|4DMG|56VULN|7RCR|8BELT|9AART|aDMSP
728	65213 61113	   	154.33	DCR|2VULN|1AART|1DMG|1ZMB	1DUST|2ZMB|3FEWX|4DMG|56VULN|7RCR|8BELT|9AART|aCGEN
729	65213 61311	   	154.33	DCR|2VULN|1AART|1DMG|1ZMB	1DUST|2ZMB|3FEWX|4DMG|56VULN|7RCR|8RPLT|9AART|aCGEN
730	65221 61111	   	154.33	DCR|2VULN|1AART|1DMG|1ZMB	1DUST|2ZMB|3FEWX|46VULN|5DMG|7RCR|8BELT|9AART|aDMSP
731	65221 61113	   	154.33	DCR|2VULN|1AART|1DMG|1ZMB	1DUST|2ZMB|3FEWX|46VULN|5DMG|7RCR|8BELT|9AART|aCGEN
732	65221 61311	   	154.33	DCR|2VULN|1AART|1DMG|1ZMB	1DUST|2ZMB|3FEWX|46VULN|5DMG|7RCR|8RPLT|9AART|aCGEN
733	33213 53414	 * 	154.31	DCR|4VULN|1DMG|2DUR	1TLV|2589VULN|3FEWX|4DMG|67DUR|aRCR
734	64423 32313	   	154.27	DCR|3VULN|1AART|1FLTHEA	1DUST|2MLV|349VULN|5BEXP|6RCR|7TLV|8FLTHEA|aAART
735	34426 22313	   	154.27	DCR|3VULN|1AART|1FLTHEA	1TLV|2DUST|349VULN|5MLV|6RCR|7LHND|8FLTHEA|aAART
