0	Index      	 *	Score 	Summary	Detail	
1	11226 42623	 * 	188.96	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1RCVC|2LIT|3AART|4aVULN|58DMG|6RCR|7DUR|9ZMB
466	11226 44211	   	160.94	DCR|2AART|1VULN|1DMG|1CDMG	1RCVC|27LIT|39AART|4VULN|5DMG|6RCR|8BEXP|aCDMG
467	11256 41212	   	160.94	DCR|2AART|1VULN|1DMG|1CDMG	1RCVC|2LIT|39AART|4LHND|5DMG|6RCR|7FEWX|8CDMG|aVULN
468	11256 43212	   	160.94	DCR|2AART|1DMG|1VULN|1CDMG	1RCVC|2LIT|39AART|4LHND|5DMG|6RCR|7LWND|8CDMG|aVULN
469	53631 23411	   	160.92	DCR|2AART|1VULN|1DMG|2DUR|1ZMB	1ZMB|2aDUR|3DUST|4ERES|5VULN|6DMG|7RCR|89AART
470	26226 33332	   	160.92	DCR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1LIT|2RCVC|3AART|4VULN|5DMG|69DUR|7ZMB|8RCR|aASPD
471	16325 22232	   	160.89	DCR|2VULN|3ZMB|1AART|1DUR	1RCVC|27VULN|37DUST|4AART|567ZMB|7BPWR|8DUR|9RCR|aLHND
472	16325 22234	   	160.89	DCR|2VULN|3ZMB|1AART|1DUR	1RCVC|27VULN|37DUST|4AART|567ZMB|7BPWR|8DUR|9RCR|aLWND
473	16325 22235	   	160.89	DCR|2VULN|3ZMB|1AART|1DUR	1RCVC|27VULN|37DUST|4AART|567ZMB|7BPWR|8DUR|9RCR|aCGEN
474	16325 22331	   	160.89	DCR|2VULN|3ZMB|1AART|1DUR	1RCVC|27VULN|37DUST|4AART|567ZMB|7BPWR|8FEWX|9RCR|aDUR
475	16325 22431	   	160.89	DCR|2VULN|3ZMB|1AART|1DUR	1RCVC|27VULN|37DUST|4AART|567ZMB|7BPWR|8LHND|9RCR|aDUR
476	52523 22363	   	160.88	DCR|1AART|1VULN|1DMG|2ZMB|1DUR|1ASPD	19ZMB|2ASPD|3ERES|4VULN|5RCVC|6RCR|7AART|8DUR|aDMG
477	12226 63263	   	160.87	DCR|2VULN|2DMG|2ASPD|1ZMB	1RCVC|2ZMB|35ASPD|45VULN|5BPWR|68DUST|7aDMG|9RCR
478	12226 63362	   	160.87	DCR|2VULN|2DMG|2ASPD|1ZMB	1RCVC|2ZMB|35ASPD|45VULN|5BPWR|6aDUST|78DMG|9RCR
479	26213 42162	   	160.87	DCR|2AART|1VULN|1DMG|1ASPD|1DUR	1LIT|2RCVC|39AART|4RMIN|5VULN|6RCR|7DUR|8ASPD|aDMG
480	11226 44111	   	160.84	DCR|2AART|1VULN|1DMG|1CDMG	1RCVC|27LIT|39AART|4VULN|5DMG|6RCR|8DUST|aCDMG
481	16325 22233	   	160.79	DCR|2VULN|3ZMB|1AART|1DUR	1RCVC|27VULN|37aDUST|4AART|567ZMB|7BPWR|8DUR|9RCR
482	53315 36322	   	160.78	DCR|1AART|1VULN|1DMG|3DUR|2ZMB|1ASPD	13ZMB|238DUR|3BPWR|4ASPD|5VULN|6AART|7DMG|9RCR|aLIT
483	53362 32121	   	160.78	DCR|1AART|1VULN|1DMG|3DUR|2ZMB|1ASPD	13ZMB|237DUR|3BPWR|4BEXP|5DMG|6AART|8ASPD|9RCR|aVULN
484	12235 33331	   	160.76	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1RCVC|2ZMB|3ASPD|4LWND|5BEXP|6AART|7RCR|8aVULN|9CDMG
485	52322 31154	   	160.74	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD	1ZMB|2ASPD|3MLV|4VULN|5DMG|6AART|7aCDMG|8DMSP|9RCR
486	12142 31323	   	160.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2ZMB|3DUST|4DUR|5DMG|6AART|7CDMG|8RCR|9MLV|aVULN
487	12142 31341	   	160.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2ZMB|3DUST|4DUR|5DMG|6AART|7CDMG|8RCR|9LHND|aVULN
488	12142 31351	   	160.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2ZMB|3DUST|4DUR|5DMG|6AART|7CDMG|8RCR|9FEWX|aVULN
489	51315 33331	   	160.71	DCR|2VULN|1AART|2ZMB|1CDMG|1ASPD	13ZMB|23LWND|3BPWR|4ASPD|5BEXP|6AART|7RCR|8aVULN|9CDMG
490	53315 36321	   	160.68	DCR|1AART|1VULN|1DMG|3DUR|2ZMB|1ASPD	13ZMB|238DUR|3BPWR|4ASPD|5VULN|6AART|7DMG|9RCR|aTLV
491	36341 33121	   	160.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1TLV|2LHND|3LWND|4DMG|57VULN|6AART|8RCR|9ZMB|aDUR
492	53611 23123	   	160.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2DUR|3DUST|4MLV|58VULN|6DMG|7RCR|9LWND|aAART
493	53611 23263	   	160.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2DUR|3DUST|4MLV|59VULN|6DMG|7RCR|8LWND|aAART
494	53611 23323	   	160.67	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1ZMB|2DUR|3DUST|4MLV|5VULN|68DMG|7RCR|9LWND|aAART
495	12115 33641	   	160.66	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1RCVC|2ZMB|3DUST|4ASPD|5aVULN|6AART|7RCR|8CDMG|9LHND
496	12115 33651	   	160.66	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1RCVC|2ZMB|3DUST|4ASPD|5aVULN|6AART|7RCR|8CDMG|9FEWX
497	26226 41211	   	160.64	DCR|2AART|1VULN|1DMG|1CDMG	1LIT|2RCVC|39AART|4VULN|5DMG|6RCR|7FEWX|8CDMG|aCGEN
498	26226 41213	   	160.64	DCR|2AART|1VULN|1DMG|1CDMG	1LIT|2RCVC|39AART|4VULN|5DMG|6RCR|7FEWX|8CDMG|aLWND
499	26226 43211	   	160.64	DCR|2AART|1DMG|1VULN|1CDMG	1LIT|2RCVC|39AART|4VULN|5DMG|6RCR|7LWND|8CDMG|aCGEN
500	26226 43213	   	160.64	DCR|2AART|1VULN|1DMG|1CDMG	1LIT|2RCVC|39AART|4VULN|5DMG|6RCR|7aLWND|8CDMG
501	12142 31313	   	160.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2ZMB|3DUST|4DUR|5DMG|6AART|7CDMG|8RCR|9TLV|aVULN
502	52613 33331	   	160.61	DCR|2VULN|1AART|2ZMB|1CDMG|1ASPD	15ZMB|2ASPD|3BEXP|4LHND|6AART|7RCR|8aVULN|9CDMG
503	55334 22131	   	160.61	DCR|2VULN|1AART|2ZMB|1CDMG|1DUR	13ZMB|2AART|3BPWR|4CGEN|5aVULN|6DUR|7LWND|8RCR|9CDMG
504	12115 32354	   	160.60	DCR|2VULN|2AART|1ZMB|1ASPD|1DUR	1RCVC|2ZMB|3DUST|4ASPD|58VULN|6aAART|7DUR|9RCR
505	53643 31323	   	160.58	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	15ZMB|2DUR|3DUST|4DMG|6AART|7CDMG|8RCR|9MLV|aVULN
506	12115 33613	   	160.56	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1RCVC|2ZMB|3DUST|4ASPD|5aVULN|6AART|7RCR|8CDMG|9TLV
507	52324 22412	   	160.56	DCR|3VULN|1AART|1ZMB|1ASPD	1ZMB|2ASPD|3MLV|458VULN|6RCR|7AART|9LIT|aBEXP
508	52324 22413	   	160.56	DCR|3VULN|1AART|1ZMB|1ASPD	1ZMB|2ASPD|3MLV|458VULN|6RCR|7AART|9LIT|aRMIN
509	52324 22432	   	160.56	DCR|3VULN|1AART|1ZMB|1ASPD	1ZMB|2ASPD|3MLV|458VULN|6RCR|7AART|9RPLT|aLWND
510	55125 22131	   	160.51	DCR|2VULN|1AART|2ZMB|1CDMG|1DUR	15ZMB|2AART|3ERES|4aVULN|6DUR|7LWND|8RCR|9CDMG
511	55324 22131	   	160.51	DCR|2VULN|1AART|2ZMB|1CDMG|1DUR	13ZMB|2AART|3BPWR|4ERES|5aVULN|6DUR|7LWND|8RCR|9CDMG
512	55334 23131	   	160.51	DCR|2VULN|1AART|2ZMB|1CDMG|1DUR	13ZMB|2AART|3BPWR|4CGEN|5aVULN|6DUR|7LEGI|8RCR|9CDMG
513	11226 41243	   	160.50	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2LIT|3AART|4VULN|5DMG|6RCR|7FEWX|8CDMG|9BEXP|aZMB
514	11226 43243	   	160.50	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2LIT|3AART|4VULN|5DMG|6RCR|7LWND|8CDMG|9BEXP|aZMB
515	53643 31313	   	160.48	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	15ZMB|2DUR|3DUST|4DMG|6AART|7CDMG|8RCR|9TLV|aVULN
516	55323 14125	   	160.48	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1ASPD	13ZMB|2AART|3BPWR|4ERES|5MBVNT|6DMG|7CDMG|8VULN|9RCR|aASPD
517	52324 22422	   	160.46	DCR|3VULN|1AART|1ZMB|1ASPD	1ZMB|2ASPD|3MLV|458VULN|6RCR|7AART|9DUST|aRPLT
518	55125 23131	   	160.41	DCR|2VULN|1AART|2ZMB|1CDMG|1DUR	15ZMB|2AART|3ERES|4aVULN|6DUR|7LEGI|8RCR|9CDMG
519	55324 23131	   	160.41	DCR|2VULN|1AART|2ZMB|1CDMG|1DUR	13ZMB|2AART|3BPWR|4ERES|5aVULN|6DUR|7LEGI|8RCR|9CDMG
520	11226 41233	   	160.40	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2LIT|3AART|4VULN|5DMG|6RCR|7FEWX|8CDMG|9DUST|aZMB
521	11226 43233	   	160.40	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2LIT|3AART|4VULN|5DMG|6RCR|7LWND|8CDMG|9DUST|aZMB
522	11226 45111	   	160.37	DCR|2DMG|1AART|1VULN|1DUR	1RCVC|29LIT|3AART|4VULN|58DMG|6RCR|7CGEN|aDUR
523	11213 45151	   	160.37	DCR|2VULN|1AART|1DMG|1ASPD	1RCVC|2LIT|3AART|4RMIN|5aVULN|6RCR|7CGEN|8DMG|9ASPD
524	11226 41153	   	160.37	DCR|2DMG|1AART|1VULN|1ASPD	1RCVC|2LIT|3AART|4VULN|59DMG|6RCR|7FEWX|8ASPD|aRMIN
525	11226 43153	   	160.37	DCR|2DMG|1AART|1VULN|1ASPD	1RCVC|2LIT|3AART|4VULN|59DMG|6RCR|7LWND|8ASPD|aRMIN
526	11226 45221	   	160.37	DCR|2VULN|1AART|1DMG|1ASPD	1RCVC|2LIT|3AART|4aVULN|5DMG|6RCR|7CGEN|8ASPD|9MLV
527	33341 53335	   	160.35	DCR|2VULN|2DMG|2DUR|1ZMB	1TLV|29DUR|3LWND|48DMG|5aVULN|6ZMB|7RCR
528	53231 23335	   	160.35	DCR|2VULN|2DMG|2DUR|1ZMB	1ZMB|29DUR|3ERES|4LWND|5aVULN|68DMG|7RCR
529	53231 23415	   	160.35	DCR|2VULN|2DMG|2DUR|1ZMB	1ZMB|28DUR|3ERES|4LWND|5aVULN|69DMG|7RCR
530	52222 33364	   	160.33	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB|1DUR	1ZMB|29ASPD|3LWND|4AART|5DMG|6MLV|7RCR|8VULN|aDUR
531	52336 23363	 * 	160.33	DCR|2DMG|1VULN|2ASPD|1CDMG|1ZMB	1ZMB|24ASPD|34MLV|4BPWR|5LWND|6RCR|7VULN|8aDMG|9CDMG
532	13542 22253	   	160.27	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1RCVC|2LHND|3ERES|4DUR|5DMG|6RCR|7CDMG|8AART|9ASPD|aVULN
533	16542 22223	   	160.27	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1RCVC|2VULN|3ERES|4DUR|5DMG|6RCR|7CDMG|8AART|9MLV|aASPD
534	11226 41632	   	160.27	DCR|2DMG|1AART|1VULN|1ASPD	1RCVC|2LIT|3AART|4VULN|58DMG|6RCR|7FEWX|9TLV|aASPD
535	11226 41151	   	160.27	DCR|2DMG|1AART|1VULN|1ASPD	1RCVC|2LIT|3AART|4VULN|59DMG|6RCR|7FEWX|8ASPD|aERES
536	11226 42534	   	160.27	DCR|2VULN|1AART|1DMG|1DUR	1RCVC|2LIT|3AART|4aVULN|5DMG|6RCR|7DUR|8LHND|9MBVNT
537	11226 43151	   	160.27	DCR|2DMG|1AART|1VULN|1ASPD	1RCVC|2LIT|3AART|4VULN|59DMG|6RCR|7LWND|8ASPD|aERES
538	53211 23415	   	160.25	DCR|2DMG|2VULN|2DUR|1ZMB	1ZMB|28DUR|3ERES|4LEGI|5aVULN|69DMG|7RCR
539	16362 33123	   	160.23	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|2aVULN|3aDUST|4ZMB|5DMG|6AART|7RCR|8RMIN|9aLIT|aBPWR
540	13362 33361	   	160.23	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|2LHND|3aBEXP|4ZMB|5DMG|6AART|7RCR|89VULN
541	13362 33362	   	160.23	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|2LHND|3BEXP|4ZMB|5DMG|6AART|7RCR|89VULN|aRMIN
542	13362 33363	   	160.23	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|2LHND|3BEXP|4ZMB|5DMG|6AART|7RCR|89VULN|aCGEN
543	16662 33312	   	160.23	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|28VULN|3aBEXP|4ZMB|5DMG|6AART|7RCR|9RPLT
544	16662 33331	   	160.23	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|28VULN|3BEXP|4ZMB|5DMG|6AART|7RCR|9BELT|aLWND
545	16662 33333	   	160.23	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|28VULN|3BEXP|4ZMB|5DMG|6AART|7RCR|9BELT|aRPLT
546	52316 23363	   	160.23	DCR|2DMG|1VULN|2ASPD|1CDMG|1ZMB	1ZMB|24ASPD|3MLV|5LWND|6RCR|7VULN|8aDMG|9CDMG
547	36341 33112	   	160.21	DCR|2VULN|2DMG|1AART	1TLV|2LHND|3LWND|4aDMG|57VULN|6AART|8RCR|9DUST
548	11226 42631	   	160.17	DCR|2DMG|1AART|1VULN|1DUR	1RCVC|2LIT|3AART|4VULN|58DMG|6RCR|7DUR|9TLV|aERES
549	16362 33312	   	160.13	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|28VULN|3DUST|4ZMB|5DMG|6AART|7RCR|9RPLT|aBEXP
550	16362 33313	   	160.13	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|28VULN|3DUST|4ZMB|5DMG|6AART|7RCR|9RPLT|aLHND
551	16362 33316	   	160.13	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|28VULN|3DUST|4ZMB|5DMG|6AART|7RCR|9RPLT|aLIT
552	16362 33331	   	160.13	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|28VULN|3DUST|4ZMB|5DMG|6AART|7RCR|9BELT|aLWND
553	16362 33333	   	160.13	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|28VULN|3DUST|4ZMB|5DMG|6AART|7RCR|9BELT|aRPLT
554	16362 33336	   	160.13	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|28VULN|3DUST|4ZMB|5DMG|6AART|7RCR|9BELT|aMLV
555	16362 33352	   	160.13	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|28VULN|3DUST|4ZMB|5DMG|6AART|7RCR|9RMIN|aMLV
556	13262 33361	   	160.13	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|2LHND|3DUST|4ZMB|5DMG|6AART|7RCR|89VULN|aBEXP
557	13262 33362	   	160.13	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|2LHND|3DUST|4ZMB|5DMG|6AART|7RCR|89VULN|aRMIN
558	13262 33363	   	160.13	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|2LHND|3DUST|4ZMB|5DMG|6AART|7RCR|89VULN|aCGEN
559	13362 33366	   	160.13	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|2LHND|3BEXP|4ZMB|5DMG|6AART|7RCR|89VULN|aERES
560	16662 33322	   	160.13	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|28VULN|3BEXP|4ZMB|5DMG|6AART|7RCR|9ERES|aMLV
561	16662 33332	   	160.13	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|28VULN|3BEXP|4ZMB|5DMG|6AART|7RCR|9BELT|aERES
562	16542 23221	   	160.10	DCR|2VULN|1DMG|2CDMG|2DUR	18RCVC|2aVULN|3ERES|4aDUR|5DMG|6RCR|7LIT|9aCDMG|aBPWR
563	26226 41233	   	160.10	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|2RCVC|3AART|4VULN|5DMG|6RCR|7FEWX|8CDMG|9DUST|aZMB
564	26226 43233	   	160.10	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|2RCVC|3AART|4VULN|5DMG|6RCR|7LWND|8CDMG|9DUST|aZMB
565	16362 33315	   	160.03	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|28VULN|3DUST|4ZMB|5DMG|6AART|7RCR|9RPLT|aERES
566	16362 33322	   	160.03	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|28VULN|3DUST|4ZMB|5DMG|6AART|7RCR|9ERES|aMLV
567	16362 33324	   	160.03	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|28VULN|3DUST|4ZMB|5DMG|6AART|7RCR|9ERES|aRPLT
568	16362 33326	   	160.03	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|28VULN|3DUST|4ZMB|5DMG|6AART|7RCR|9ERES|aLHND
569	16362 33332	   	160.03	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|28VULN|3DUST|4ZMB|5DMG|6AART|7RCR|9BELT|aERES
570	13262 33366	   	160.03	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|2LHND|3DUST|4ZMB|5DMG|6AART|7RCR|89VULN|aERES
571	32521 53613	   	160.01	DCR|3VULN|1AART|1CDMG|1ASPD	1TLV|2ASPD|3ERES|46aVULN|5CDMG|7RCR|8AART|9BEXP
572	51314 23533	 * 	159.99	DCR|2DMG|3ZMB|2ASPD|1FLTHEA|1DUR	13aZMB|235LWND|3aBPWR|4aASPD|6FLTHEA|7DUR|8RCR|9aDMG
573	12224 43162	   	159.97	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1RCVC|2ZMB|3ASPD|46VULN|58LWND|7DMG|9RCR|aAART
574	13362 32362	   	159.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RCVC|2LHND|3BEXP|4ZMB|5DMG|6AART|7DUR|89VULN|aRCR
575	52625 31221	   	159.92	DCR|2VULN|1AART|2CDMG|2ZMB|1ASPD	19ZMB|2ASPD|348BEXP|59VULN|6AART|79CDMG|9BPWR|aRCR
576	12223 56362	   	159.87	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1RCVC|2ZMB|3ASPD|47VULN|5ERES|6CGEN|8DMG|9RCR|aAART
577	12342 36135	   	159.87	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2ZMB|3LEGI|4DUR|57DMG|6AART|8VULN|9FEWX|aRCR
578	13262 32365	   	159.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RCVC|2LHND|3DUST|4ZMB|5DMG|6AART|7DUR|89VULN|aRCR
579	11346 53311	 * 	159.86	ACR|3VULN|2CDMG|1DMG	1RCVC|2aLIT|3LHND|4RCR|5aCDMG|6DMG|7CGEN|89aVULN|aBPWR
580	55323 14121	   	159.86	DCR|1AART|1VULN|2CDMG|1DMG|2ZMB	13ZMB|2AART|3BPWR|4ERES|5MBVNT|6DMG|7aCDMG|8VULN|9RCR
581	55353 14121	   	159.86	DCR|1AART|1VULN|2CDMG|1DMG|2ZMB	13ZMB|2AART|3BPWR|4TLV|5MBVNT|6DMG|7aCDMG|8VULN|9RCR
582	54121 23151	   	159.83	DCR|3VULN|1DMG|1CDMG|1ZMB	1ZMB|2TLV|3LHND|4LWND|589VULN|6DMG|7RCR|aCDMG
583	54221 23151	   	159.83	DCR|3VULN|1DMG|1CDMG|1ZMB	1ZMB|2TLV|3LWND|4LHND|589VULN|6DMG|7RCR|aCDMG
584	16622 23314	   	159.76	DCR|2AART|2VULN|1ZMB|1ASPD	1RCVC|28VULN|3BEXP|4aAART|5ASPD|6ZMB|7RCR|9RPLT
585	53362 31343	 * 	159.75	DCR|3ZMB|1AART|1DMG|1CDMG|2DUR	13aZMB|23DUR|3aBPWR|4aBEXP|5DMG|6AART|7CDMG|8RCR|9aLHND
586	53362 31353	   	159.75	DCR|3ZMB|1AART|1DMG|1CDMG|2DUR	13aZMB|23DUR|3aBPWR|4aBEXP|5DMG|6AART|7CDMG|8RCR|9aFEWX
587	32121 23115	   	159.70	DCR|3VULN|2DMG|1ASPD	1TLV|2ASPD|3LHND|4LWND|58aVULN|69DMG|7RCR
588	32121 23655	   	159.70	DCR|3VULN|2DMG|1ASPD	1TLV|2ASPD|3LHND|4LWND|59aVULN|68DMG|7RCR
589	32221 23115	   	159.70	DCR|3VULN|2DMG|1ASPD	1TLV|2ASPD|3LWND|4LHND|58aVULN|69DMG|7RCR
590	32221 23655	   	159.70	DCR|3VULN|2DMG|1ASPD	1TLV|2ASPD|3LWND|4LHND|59aVULN|68DMG|7RCR
591	52321 51136	   	159.67	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1ZMB|2ASPD|3MLV|467VULN|5CDMG|8LIT|9DMG|aRCR
592	16322 23314	   	159.66	DCR|2AART|2VULN|1ZMB|1ASPD	1RCVC|28VULN|3DUST|4aAART|5ASPD|6ZMB|7RCR|9RPLT
593	16542 22221	   	159.64	DCR|1AART|1VULN|1DMG|2CDMG|1DUR	1RCVC|2VULN|3ERES|4DUR|5DMG|6RCR|7aCDMG|8AART|9MLV
594	16542 22231	   	159.64	DCR|1AART|1VULN|1DMG|2CDMG|1DUR	1RCVC|2VULN|3ERES|4DUR|5DMG|6RCR|79CDMG|8AART|aFEWX
595	16542 22232	   	159.64	DCR|1AART|1VULN|1DMG|2CDMG|1DUR	1RCVC|2VULN|3ERES|4DUR|5DMG|6RCR|79CDMG|8AART|aBEXP
596	16542 22233	   	159.64	DCR|1AART|1VULN|1DMG|2CDMG|1DUR	1RCVC|2VULN|3ERES|4DUR|5DMG|6RCR|79CDMG|8AART|aLHND
597	55233 16122	   	159.57	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ZMB|2AART|3RPLT|4RCR|59VULN|6FEWX|7MLV|8DUR|aCDMG
598	52222 34322	   	159.57	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ZMB|2ASPD|3LWND|4AART|5aDMG|6MLV|7LHND|8VULN|9RCR
599	52222 36151	   	159.57	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ZMB|2ASPD|3LWND|4AART|57DMG|6MLV|8VULN|9RCR|aBEXP
600	52222 36152	   	159.57	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ZMB|2ASPD|3LWND|4AART|57DMG|6MLV|8VULN|9RCR|aRMIN
601	52222 36153	   	159.57	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ZMB|2ASPD|3LWND|4AART|57DMG|6MLV|8VULN|9RCR|aCGEN
602	16542 22211	   	159.54	DCR|1AART|1VULN|2CDMG|1DMG|1DUR	1RCVC|2VULN|3ERES|4DUR|5DMG|6RCR|7aCDMG|8AART|9TLV
603	12215 21342	   	159.52	DCR|3VULN|1DMG|1ZMB|1ASPD	1RCVC|2ZMB|3ASPD|4TLV|589VULN|6RCR|7MLV|aDMG
604	12223 21342	   	159.52	DCR|3VULN|1DMG|1ZMB|1ASPD	1RCVC|2ZMB|3ASPD|489VULN|5ERES|6RCR|7MLV|aDMG
605	12255 21342	   	159.52	DCR|3VULN|1DMG|1ZMB|1ASPD	1RCVC|2ZMB|3ASPD|4ERES|589VULN|6RCR|7MLV|aDMG
606	16264 23313	   	159.52	DCR|3VULN|1DMG|1ZMB|1DUR	1RCVC|258VULN|3LEGI|4ZMB|6RCR|7MLV|9DUR|aDMG
607	34322 52281	   	159.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	12TLV|3DUR|4MBVNT|5DMG|6aVULN|7CDMG|8AART|9RCR
608	55233 12122	   	159.47	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ZMB|2AART|3RPLT|4RCR|59VULN|6FEWX|7TLV|8DUR|aCDMG
609	52222 11562	   	159.47	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2ASPD|3LWND|4AART|5DMG|68VULN|7DUST|9RCR|aLHND
610	16264 21313	   	159.42	DCR|3VULN|1DMG|1ZMB|1DUR	1RCVC|258VULN|3LEGI|4ZMB|6RCR|7TLV|9DUR|aDMG
611	12215 25342	   	159.42	DCR|3VULN|1DMG|1ZMB|1ASPD	1RCVC|2ZMB|3ASPD|4TLV|589VULN|6RCR|7ERES|aDMG
612	12223 23342	   	159.42	DCR|3VULN|1DMG|1ZMB|1ASPD	1RCVC|2ZMB|3ASPD|489VULN|5ERES|6RCR|7TLV|aDMG
613	12255 23342	   	159.42	DCR|3VULN|1DMG|1ZMB|1ASPD	1RCVC|2ZMB|3ASPD|4ERES|589VULN|6RCR|7TLV|aDMG
614	12522 34322	   	159.39	DCR|2VULN|1AART|1DMG|2ZMB	1RCVC|2aZMB|3aLHND|4MBVNT|5DMG|6AART|7BEXP|8aVULN|9RCR|aBPWR
615	55233 53331	   	159.37	ACR|3ZMB|1AART|1VULN|1CDMG|1DUR	167ZMB|2AART|3RPLT|4RCR|5VULN|8CGEN|9CDMG|aDUR
616	52222 11563	   	159.37	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2ASPD|3LWND|4AART|5DMG|68VULN|7aDUST|9RCR
617	16352 12253	   	159.36	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1RCVC|2aVULN|3DUST|4CDMG|5ZMB|6TLV|7RCR|8AART|9ASPD
618	12322 34322	   	159.29	DCR|2VULN|1AART|1DMG|2ZMB	1RCVC|2aZMB|3LEGI|4MBVNT|5DMG|6AART|7aBEXP|8aVULN|9RCR|aBPWR
619	12165 22522	   	159.27	DCR|2VULN|1AART|2ZMB|1CDMG	1RCVC|29ZMB|34DUST|5aVULN|6RCR|7AART|8CDMG
620	52222 11265	   	159.26	DCR|3ZMB|1AART|1DMG|1VULN|1ASPD	18aZMB|2ASPD|3LWND|4AART|5DMG|6VULN|7DUST|9RCR
621	11213 42262	   	159.25	DCR|2VULN|1AART|1CDMG|2DUR	1RCVC|2LIT|3AART|4RMIN|5aVULN|6RCR|79DUR|8CDMG
622	55262 13232	   	159.23	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1ZMB|2AART|3RPLT|4DMG|5CDMG|6VULN|7DUR|8RCR|9LWND|aLHND
623	12122 31328	 * 	159.19	DCR|2DMG|1AART|2CDMG|2ZMB	1RCVC|2aZMB|3DUST|4MBVNT|5aDMG|6AART|7aCDMG|8RMIN|9RCR|aBPWR
