0	Index      	 *	Score 	Summary	Detail	
1	26121 22233	 * 	187.37	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	1DUST|2CDMG|35DMG|4ZMB|6AART|7RCR|8BEXP|9aVULN
469	26113 36511	   	157.89	ACR|2VULN|1AART|1DMG|1CDMG	17DUST|2CDMG|3DMG|4RCR|5aVULN|6LHND|8AART|9BEXP
470	26113 36531	   	157.89	ACR|2VULN|1AART|1DMG|1CDMG	17DUST|2CDMG|3DMG|4RCR|5aVULN|6LHND|8AART|9LWND
471	26261 24211	   	157.85	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1DUST|2CDMG|3LHND|4ZMB|5ASPD|6RCR|7aVULN|8AART|9RMIN
472	26112 54133	   	157.85	ACR|2DMG|1AART|1VULN|1CDMG|1SELL	19DUST|2CDMG|39DMG|4RCR|59BEXP|6SELL|7RPLT|8AART|9BPWR|aVULN
473	31161 15333	   	157.85	ACR|3VULN|1DMG|1CDMG|1ZMB	1ERES|2DMG|348VULN|5RCR|67LHND|9ZMB|aCDMG
474	26122 21635	   	157.84	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	1DUST|2CDMG|3DMG|4aZMB|58BEXP|6RCR|7AART|9VULN
475	26113 22231	   	157.79	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2CDMG|3DMG|4RCR|5aVULN|6FEWX|7ERES|8AART|9TLV
476	26113 33542	   	157.79	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2CDMG|3DMG|4RCR|57VULN|6LHND|8AART|9LEGI|aERES
477	26113 33551	   	157.79	ACR|2VULN|1AART|1DMG|1CDMG	1aDUST|2CDMG|3DMG|4RCR|57VULN|6LHND|8AART|9TLV
478	26114 21236	   	157.79	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2CDMG|3DMG|4RCR|5LEGI|6FEWX|7TLV|8AART|9aVULN
479	12664 21332	   	157.77	ACR|2VULN|1AART|1CDMG|2DUR	1RCVC|2aDUR|3RCR|48VULN|5FEWX|6AART|7DUST|9CDMG
480	12666 21332	   	157.77	ACR|2VULN|1AART|1CDMG|2DUR	1RCVC|2aDUR|3RCR|48VULN|5BEXP|6AART|7DUST|9CDMG
481	44612 22121	   	157.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RMIN|2LIT|3AART|4ZMB|5DMG|69VULN|7DUR|8CGEN|aRCR
482	44612 22331	   	157.77	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1RMIN|2LIT|3AART|4ZMB|58DMG|6VULN|7DUR|9CGEN|aRCR
483	26261 24231	   	157.75	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1DUST|2CDMG|3LHND|4ZMB|5ASPD|6RCR|7aVULN|8AART|9TLV
484	26113 54211	   	157.75	ACR|2VULN|1AART|1DMG|1CDMG|1SELL	1DUST|2CDMG|3DMG|4RCR|5aVULN|6SELL|7RPLT|8AART|9RMIN
485	31161 11333	   	157.75	ACR|3VULN|1DMG|1CDMG|1ZMB	17ERES|2DMG|348VULN|5RCR|6LHND|9ZMB|aCDMG
486	31161 41333	   	157.75	ACR|3VULN|1DMG|1CDMG|1ZMB	17ERES|2DMG|348VULN|5RCR|6LWND|9ZMB|aCDMG
487	26113 41412	   	157.75	ACR|2DMG|1VULN|2CDMG|1ZMB|1DUR	1DUST|2aCDMG|38DMG|4RCR|5VULN|6ZMB|7DUR|9BASHEA
488	26113 41512	   	157.75	ACR|2VULN|1DMG|2CDMG|1ZMB|1DUR	1DUST|2aCDMG|3DMG|4RCR|58VULN|6ZMB|7DUR|9BASHEA
489	26122 21235	   	157.74	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	18DUST|2CDMG|3DMG|4aZMB|5BEXP|6RCR|7AART|9VULN
490	26112 36263	   	157.72	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB	1DUST|29CDMG|3DMG|4RCR|5BEXP|6LHND|7ZMB|8AART|aVULN
491	26114 42233	   	157.72	ACR|1AART|1DMG|2CDMG|1VULN|1ZMB	19DUST|29CDMG|3DMG|4RCR|5LEGI|6ZMB|79BEXP|8AART|9BPWR|aVULN
492	31115 11625	   	157.67	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1ERES|2DMG|3VULN|4CANSTR|5aAART|6CDMG|7LWND|8RCR|9DUR
493	44612 22321	   	157.67	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1RMIN|2LIT|3AART|4ZMB|58DMG|6VULN|7DUR|9ERES|aRCR
494	26113 54231	   	157.65	ACR|2VULN|1AART|1DMG|1CDMG|1SELL	1DUST|2CDMG|3DMG|4RCR|5aVULN|6SELL|7RPLT|8AART|9TLV
495	31161 34211	   	157.60	ACR|3VULN|1AART|1DMG	1ERES|2DMG|34aVULN|5RCR|6FEWX|7RPLT|8AART|9RMIN
496	31161 34251	   	157.60	ACR|3VULN|1AART|1DMG	1ERES|2DMG|34aVULN|5RCR|6FEWX|7RPLT|8AART|9CGEN
497	24161 23233	   	157.59	DCR|4VULN|1DMG|1ZMB	12DUST|3468VULN|5ZMB|7RCVC|9RCR|aDMG
498	51432 23314	   	157.55	DCR|2VULN|2DMG|1ZMB|1DUR	1FEWX|2RPLT|35VULN|4DUR|6RCR|7CGEN|8ZMB|9aDMG
499	51622 23314	   	157.55	DCR|2VULN|2DMG|1ZMB|1DUR	1FEWX|2RPLT|3DUR|45VULN|6RCR|7CGEN|8ZMB|9aDMG
500	61322 23314	   	157.55	DCR|2VULN|2DMG|1ZMB|1DUR	1DUR|2RPLT|3BEXP|45VULN|6RCR|7CGEN|8ZMB|9aDMG
501	12436 32151	   	157.52	DCR|1AART|1DMG|2CDMG|1ZMB|1DUR|1ASPD	1RCVC|2DUR|3DMG|4AART|59CDMG|6ASPD|7RCR|8ERES|aZMB
502	31161 34231	   	157.50	ACR|3VULN|1AART|1DMG	1ERES|2DMG|34aVULN|5RCR|6FEWX|7RPLT|8AART|9TLV
503	26113 23346	   	157.49	ACR|2VULN|2DMG|2CDMG	1DUST|29CDMG|3aDMG|4RCR|57VULN|6FEWX|8LIT
504	16412 33243	 * 	157.41	3VULN|2DMG|1AART|2CDMG|1ASPD|1DUR	1RCVC|29CDMG|3AART|4ASPD|59DMG|689VULN|7DMSP|9BPWR|aDUR
505	33126 16211	   	157.39	ACR|3DMG|1VULN|1CDMG|1ASPD	17ERES|2RCVC|349DMG|5RCR|6ASPD|8VULN|aCDMG
506	26122 24116	   	157.37	DCR|2DMG|1VULN|2ZMB|1CDMG|1DUR	1DUST|2CDMG|39DMG|4aZMB|5BEXP|6RCR|7VULN|8DUR
