0	Index      	 *	Score 	Summary	Detail	
1	61621 33222	 * 	184.05	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2ERES|36aVULN|4RCR|5ZMB|7LIT|8DMG|9AART
474	61621 33362	   	154.67	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CDMG|2ERES|36VULN|4RCR|5ZMB|7LIT|8DUR|9RMIN|aAART
475	61322 53124	   	154.67	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2ERES|3ZMB|4AART|5DMG|6LHND|79RCVC|8RCR|aVULN
476	64221 33222	 * 	154.66	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG	1CDMG|25ZMB|3LHND|4RCR|6ERES|7LIT|8DMG|9AART|aVULN
477	61623 53122	   	154.65	ACR|2VULN|1AART|2CDMG|1ZMB	15CDMG|2ERES|3aVULN|4RCR|6ZMB|7LIT|8CGEN|9AART
478	61621 63122	   	154.65	ACR|2VULN|1AART|2CDMG|1ZMB	16CDMG|2ERES|3aVULN|4RCR|5ZMB|7LIT|8CGEN|9AART
479	61321 21452	   	154.60	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2ERES|3ZMB|4AART|5VULN|6LHND|7RCR|8SNIHEL|9DMG|aRCVC
480	11411 12124	   	154.58	ACR|2VULN|1AART|1DMG|2DUR	12DUR|3AIRHEA|4LIT|5RCR|6DMG|78VULN|9RCVC|aAART
481	15411 12124	   	154.58	ACR|2VULN|1AART|1DMG|2DUR	12DUR|2BPWR|3AIRHEA|4LIT|5RCR|6DMG|78VULN|9RCVC|aAART
482	61321 31452	   	154.50	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2ERES|3ZMB|4AART|5VULN|6DUST|7RCR|8SNIHEL|9DMG|aRCVC
483	14316 33222	 * 	154.33	DCR|1AART|1DMG|1VULN|1CDMG|2DUR	13DUR|23LHND|3BPWR|4LIT|5CDMG|6RCVC|7RCR|8DMG|9AART|aVULN
484	21316 33222	   	154.33	DCR|1AART|1DMG|1VULN|1CDMG|2DUR	13LHND|23DUR|3BPWR|4LIT|5CDMG|6RCVC|7RCR|8DMG|9AART|aVULN
485	11411 12314	   	154.30	ACR|2VULN|2DMG|2DUR|1ASPD	12DUR|3AIRHEA|4LIT|5RCR|69DMG|7aVULN|8ASPD
486	15411 12314	   	154.30	ACR|2VULN|2DMG|2DUR|1ASPD	12DUR|2BPWR|3AIRHEA|4LIT|5RCR|69DMG|7aVULN|8ASPD
487	26623 41131	   	154.27	DCR|2VULN|1AART|1DMG|1DUR	1LHND|25VULN|3RCVC|4DMG|6DUR|7RCR|8AART|9DUST|aLWND
488	16432 11122	   	154.27	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2CGEN|3RCVC|4DMG|5TLV|69VULN|7RCR|8AART|aBEXP
489	14116 33222	   	154.23	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	13DUR|2LHND|4LIT|5CDMG|6RCVC|7RCR|8DMG|9AART|aVULN
490	14236 33222	   	154.23	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	14DUR|2LHND|3LIT|5CDMG|6RCVC|7RCR|8DMG|9AART|aVULN
491	21116 33222	   	154.23	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1LHND|23DUR|4LIT|5CDMG|6RCVC|7RCR|8DMG|9AART|aVULN
492	21236 33222	   	154.23	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1LHND|24DUR|3LIT|5CDMG|6RCVC|7RCR|8DMG|9AART|aVULN
493	64363 22213	   	154.21	ACR|2VULN|1AART|1CDMG|1ZMB	1CDMG|2ZMB|3LIT|4RCR|5AART|6RPLT|7aVULN|89RCVC
494	12432 11122	   	154.17	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2ERES|3RCVC|4DMG|5TLV|69VULN|7RCR|8AART|aBEXP
495	16432 11123	   	154.17	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2CGEN|3RCVC|4DMG|5TLV|69VULN|7RCR|8AART|aERES
496	16432 11124	   	154.17	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2CGEN|3RCVC|4DMG|5TLV|69VULN|7RCR|8AART|aLEGI
497	23116 35342	   	154.14	ACR|4VULN|1DMG|1DUR	1LHND|2DUST|3DUR|4678VULN|5RCR|9ERES|aDMG
498	25234 11511	   	154.09	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB	1LHND|2CGEN|3AART|4DMG|5CDMG|6BEXP|7RCR|8VULN|9ZMB|aLIT
499	25234 11513	   	154.09	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB	1LHND|2CGEN|3AART|4DMG|5CDMG|6BEXP|7RCR|8VULN|9ZMB|aLWND
500	25234 11523	   	154.09	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB	1LHND|2CGEN|3AART|4DMG|5CDMG|6BEXP|7RCR|8VULN|9RPLT|aZMB
501	25234 31511	   	154.09	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB	1LHND|2CGEN|3AART|4DMG|5CDMG|6FEWX|7RCR|8VULN|9ZMB|aLIT
502	25234 31513	   	154.09	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB	1LHND|2CGEN|3AART|4DMG|5CDMG|6FEWX|7RCR|8VULN|9ZMB|aLWND
503	21321 14462	   	154.08	DCR|2VULN|2DMG|2DUR|1ASPD	13LHND|23DUR|3BPWR|4aDMG|5RMIN|6ASPD|79VULN|8RCR
504	31332 33665	 * 	154.07	ACR|3VULN|2ZMB|1CDMG|2DUR	13BEXP|23DUR|3BPWR|4CDMG|5RCR|69aVULN|78ZMB
505	12432 11123	   	154.07	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2aERES|3RCVC|4DMG|5TLV|69VULN|7RCR|8AART
506	12432 11124	   	154.07	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2ERES|3RCVC|4DMG|5TLV|69VULN|7RCR|8AART|aLEGI
507	23414 31533	   	154.06	DCR|2VULN|1AART|2ASPD|1CDMG	1LHND|2DUST|3AART|49ASPD|5CDMG|6RMIN|7RCR|8aVULN
