0	Index      	 *	Score 	Summary	Detail	
1	62243 52418	 * 	184.50	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	1CGEN|2MBVNT|3ASPD|4aVULN|59DMG|6RCR|7CDMG|8AART
488	25521 31142	 * 	160.42	ACR|3VULN|2DMG|1DUR	19LSRICY|25CGEN|369VULN|4RCR|79DMG|8BELT|9BPWR|aDUR
489	13451 21112	   	160.38	DCR|4VULN|1DMG|1ZMB	1LWND|246aVULN|3ZMB|5RMIN|7RCR|8DMG|9FEWX
490	13454 21112	   	160.38	DCR|4VULN|1DMG|1ZMB	1LWND|246aVULN|3ZMB|5CGEN|7RCR|8DMG|9FEWX
491	13454 21132	   	160.38	DCR|4VULN|1DMG|1ZMB	1LWND|246aVULN|3ZMB|5CGEN|7RCR|8DMG|9LHND
492	55163 21112	   	160.38	DCR|4VULN|1DMG|1ZMB	1MLV|236aVULN|4ZMB|5LHND|7RCR|8DMG|9FEWX
493	23521 31351	 * 	160.35	ACR|3VULN|1DMG|1CDMG|1ZMB	1LSRICY|268VULN|35CGEN|4RCR|7DMG|9CDMG|aZMB
494	23523 36351	   	160.35	ACR|3VULN|1DMG|1CDMG|1ZMB	1LSRICY|278VULN|36CGEN|4RCR|5DMG|9CDMG|aZMB
495	25521 31351	   	160.35	ACR|3VULN|1DMG|1CDMG|1ZMB	1LSRICY|25CGEN|368VULN|4RCR|7DMG|9CDMG|aZMB
496	62243 52424	   	160.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CGEN|2MBVNT|3ASPD|4VULN|5DMG|6RCR|7CDMG|8AART|9FEWX|aZMB
497	62243 52431	   	160.33	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD	1CGEN|2MBVNT|3ASPD|4VULN|5DMG|6RCR|7CDMG|8AART|9ZMB|aLHND
498	62243 52432	   	160.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CGEN|2MBVNT|3ASPD|4VULN|5DMG|6RCR|7CDMG|8AART|9ZMB|aRMIN
499	62243 52433	   	160.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CGEN|2MBVNT|3ASPD|4VULN|5DMG|6RCR|7CDMG|8AART|9ZMB|aLIT
500	62243 52434	   	160.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CGEN|2MBVNT|3ASPD|4VULN|5DMG|6RCR|7CDMG|8AART|9ZMB|aFEWX
501	62243 52438	   	160.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CGEN|2MBVNT|3ASPD|4VULN|5DMG|6RCR|7CDMG|8AART|9ZMB|aRPLT
502	62243 52484	   	160.33	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD	1CGEN|2MBVNT|3ASPD|4VULN|5DMG|6RCR|7CDMG|8AART|9LWND|aZMB
503	13455 21112	   	160.28	DCR|4VULN|1DMG|1ZMB	1LWND|246aVULN|3ZMB|5ERES|7RCR|8DMG|9FEWX
504	13451 21132	   	160.28	DCR|4VULN|1DMG|1ZMB	1LWND|246aVULN|3ZMB|5RMIN|7RCR|8DMG|9DUST
505	55163 21132	   	160.28	DCR|4VULN|1DMG|1ZMB	1MLV|236aVULN|4ZMB|5LHND|7RCR|8DMG|9DUST
506	23425 15133	   	160.25	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LSRICY|2VULN|3MLV|4RCR|5AART|6ZMB|7DMG|8DUR|9FEWX|aCDMG
507	23425 15321	   	160.25	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LSRICY|2VULN|38MLV|4RCR|5AART|6ZMB|7DMG|9CDMG|aASPD
508	23525 13236	   	160.25	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD	1LSRICY|2VULN|37CGEN|4RCR|5AART|6ZMB|8DMG|9ASPD|aCDMG
509	23525 13243	   	160.25	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1LSRICY|2VULN|37CGEN|4RCR|5AART|6ZMB|8DMG|9DUR|aCDMG
510	23525 15133	   	160.25	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1LSRICY|2VULN|3CGEN|4RCR|5AART|6ZMB|7DMG|8DUR|9FEWX|aCDMG
511	62243 52435	   	160.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CGEN|2MBVNT|3ASPD|4VULN|5DMG|6RCR|7CDMG|8AART|9ZMB|aERES
512	62243 52444	   	160.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CGEN|2MBVNT|3ASPD|4VULN|5DMG|6RCR|7CDMG|8AART|9DUST|aZMB
513	62243 52472	   	160.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CGEN|2MBVNT|3ASPD|4VULN|5DMG|6RCR|7CDMG|8AART|9CANHEL|aZMB
514	22525 34112	   	160.22	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	17LSRICY|2TLV|37VULN|4RCR|5AART|67LHND|7BPWR|8DUR|9DMG|aASPD
515	23521 31311	   	160.22	ACR|3VULN|2DMG|1DUR	1LSRICY|268VULN|35CGEN|4RCR|79DMG|aDUR
516	23521 56311	   	160.22	ACR|3VULN|2DMG|1DUR	1LSRICY|278VULN|35CGEN|4RCR|69DMG|aDUR
517	23523 36311	   	160.22	ACR|3VULN|2DMG|1DUR	1LSRICY|278VULN|36CGEN|4RCR|59DMG|aDUR
518	25521 31311	   	160.22	ACR|3VULN|2DMG|1DUR	1LSRICY|25CGEN|368VULN|4RCR|79DMG|aDUR
519	25523 36311	   	160.22	ACR|3VULN|2DMG|1DUR	1LSRICY|26CGEN|378VULN|4RCR|59DMG|aDUR
520	13455 21132	   	160.18	DCR|4VULN|1DMG|1ZMB	1LWND|246aVULN|3ZMB|5ERES|7RCR|8DMG|9DUST
521	43462 21112	   	160.18	DCR|3VULN|1DMG|2ZMB|1DUR	1DUR|25aVULN|35ZMB|4RCVC|5BPWR|6ERES|7RCR|8DMG|9FEWX
522	46151 21122	   	160.16	DCR|3VULN|1DMG|1ZMB|1DUR|1ASPD	1DUR|2ASPD|346VULN|5RMIN|7RCR|8DMG|9CGEN|aZMB
523	22525 15133	   	160.15	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LSRICY|2TLV|3VULN|4RCR|5AART|6ZMB|7DMG|8DUR|9FEWX|aCDMG
524	62243 52145	   	160.10	DCR|2VULN|2DMG|1CDMG|1ASPD	1CGEN|2MBVNT|3ASPD|49VULN|5aDMG|6RCR|7CDMG|8LHND
525	16162 21141	   	160.08	DCR|2VULN|1AART|1DMG|2ASPD	1LWND|25ASPD|35VULN|4RCVC|5BPWR|6ERES|7RCR|8DMG|9AART|aFEWX
526	16162 21143	   	160.08	DCR|2VULN|1AART|1DMG|2ASPD	1LWND|25ASPD|35VULN|4RCVC|5BPWR|6ERES|7RCR|8DMG|9AART|aCGEN
527	43462 21132	   	160.08	DCR|3VULN|1DMG|2ZMB|1DUR	1DUR|25aVULN|35ZMB|4RCVC|5BPWR|6ERES|7RCR|8DMG|9DUST
528	55132 21523	   	160.00	ACR|3VULN|1AART|1DMG	15MLV|235VULN|4RCR|5BPWR|69ERES|7RMIN|8AART|aDMG
529	65132 21523	   	160.00	ACR|3VULN|1AART|1DMG	15CGEN|235VULN|4RCR|5BPWR|69ERES|7RMIN|8AART|aDMG
530	16162 21142	   	159.98	DCR|2VULN|1AART|1DMG|2ASPD	1LWND|25ASPD|35VULN|4RCVC|5BPWR|6ERES|7RCR|8DMG|9AART|aDUST
531	16151 51122	   	159.93	DCR|3VULN|1DMG|2ASPD|1ZMB	1LWND|26ASPD|346VULN|5RMIN|6BPWR|7RCR|8DMG|9CGEN|aZMB
532	36151 51122	   	159.93	DCR|3VULN|1DMG|2ASPD|1ZMB	1BEXP|26ASPD|346VULN|5RMIN|6BPWR|7RCR|8DMG|9CGEN|aZMB
533	13551 26332	   	159.92	DCR|3VULN|1AART|1DMG|1DUR	1LWND|246VULN|3LEGI|5LHND|7AART|8DMG|9DUR|aRCR
534	53221 52334	 * 	159.90	DCR|2VULN|1AART|2ASPD|1FLTHEA|1DUR	1MLV|2DUR|3aASPD|4FLTHEA|58VULN|6RCR|7CGEN|9AART
535	16152 21122	   	159.83	DCR|3VULN|1DMG|2ASPD|1ZMB	1LWND|25ASPD|345VULN|5BPWR|6ERES|7RCR|8DMG|9CGEN|aZMB
536	41221 52334	   	159.80	DCR|2VULN|1AART|2ASPD|1FLTHEA|1DUR	1DUR|2TLV|3aASPD|4FLTHEA|58VULN|6RCR|7CGEN|9AART
537	16133 36421	   	159.80	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1ASPD	1LWND|2ASPD|3VULN|4RCR|5LIT|6FLTHEA|7ERES|8CDMG|9DMG|aAART
538	16133 33234	 * 	159.72	ACR|2VULN|2DMG|1FLTHEA|1ASPD	179LWND|2ASPD|39VULN|4RCR|5LIT|6FLTHEA|89DMG|9BPWR|aRCVC
539	31132 56412	   	159.70	DCR|3VULN|2DMG|1DUR	1BEXP|2TLV|38aVULN|4MLV|5DUR|69DMG|7RCR
540	62243 18512	   	159.70	DCR|3VULN|2DMG|1ASPD	1CGEN|2MBVNT|3ASPD|48aVULN|59DMG|6BEXP|7RCR
541	46222 26212	 * 	159.70	DCR|2DMG|1AART|1VULN|2DUR|1ASPD	15DUR|2ASPD|37DMG|45MGNLIT|5BPWR|6BELT|8RCR|9VULN|aAART
542	62843 26232	 * 	159.67	DCR|4VULN|2DMG	1CGEN|2MBVNT|35DMG|4679VULN|8LIT|aRCR
543	13435 31331	   	159.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LWND|2VULN|3ZMB|4RCR|5BEXP|6AART|7ASPD|8DMG|9FEWX|aCDMG
544	16135 31531	   	159.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LWND|2ASPD|3VULN|4RCR|5BEXP|6AART|7DMG|8ZMB|9FEWX|aCDMG
545	16135 32331	   	159.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LWND|2ASPD|3VULN|4RCR|5BEXP|6AART|7ZMB|8DMG|9FEWX|aCDMG
546	46331 31342	 * 	159.62	ACR|2DMG|1AART|2ASPD|1CDMG|1DUR	1DUR|29ASPD|3LWND|4RCR|5DUST|6AART|78DMG|aCDMG
547	62212 44838	   	159.60	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1CGEN|2MBVNT|3ASPD|4DUR|5AART|6VULN|7RCR|8aDMG|9BEXP
548	62812 44452	   	159.60	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1CGEN|2MBVNT|3DMG|4DUR|5AART|68VULN|7RCR|9ASPD|aRMIN
549	62812 44454	   	159.60	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1CGEN|2MBVNT|3DMG|4DUR|5AART|68VULN|7RCR|9ASPD|aMLV
550	15132 22145	   	159.60	ACR|3VULN|1AART|1DMG	1LWND|25MLV|356VULN|4RCR|5BPWR|78BEXP|9AART|aDMG
551	13431 31331	   	159.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LWND|2VULN|3ZMB|4RCR|5DUST|6AART|7ASPD|8DMG|9FEWX|aCDMG
552	13435 31311	   	159.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LWND|2VULN|3ZMB|4RCR|5BEXP|6AART|7ASPD|8DMG|9TLV|aCDMG
553	13435 31343	   	159.55	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD	1LWND|2VULN|3ZMB|4RCR|5BEXP|6AART|7ASPD|8DMG|9AIRHEL|aCDMG
554	13435 31351	   	159.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LWND|2VULN|3ZMB|4RCR|5BEXP|6AART|7ASPD|8DMG|9DUST|aCDMG
555	16131 31531	   	159.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LWND|2ASPD|3VULN|4RCR|5DUST|6AART|7DMG|8ZMB|9FEWX|aCDMG
556	16131 32331	   	159.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LWND|2ASPD|3VULN|4RCR|5DUST|6AART|7ZMB|8DMG|9FEWX|aCDMG
557	16135 31511	   	159.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LWND|2ASPD|3VULN|4RCR|5BEXP|6AART|7DMG|8ZMB|9TLV|aCDMG
558	16135 32311	   	159.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LWND|2ASPD|3VULN|4RCR|5BEXP|6AART|7ZMB|8DMG|9TLV|aCDMG
559	16135 32343	   	159.55	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD	1LWND|2ASPD|3VULN|4RCR|5BEXP|6AART|7ZMB|8DMG|9AIRHEL|aCDMG
560	16135 32351	   	159.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LWND|2ASPD|3VULN|4RCR|5BEXP|6AART|7ZMB|8DMG|9DUST|aCDMG
561	16135 31352	   	159.52	ACR|2DMG|1AART|1VULN|1DUR|1ASPD	1LWND|2ASPD|3VULN|4RCR|5BEXP|6AART|78DMG|9DUR|aRPLT
562	46335 31313	   	159.52	ACR|2DMG|1AART|1VULN|1DUR|1ASPD	1DUR|2ASPD|3LWND|4RCR|5BEXP|6AART|78DMG|9MLV|aVULN
563	62212 44848	   	159.50	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1CGEN|2MBVNT|3ASPD|4DUR|5AART|6VULN|7RCR|8aDMG|9DUST
564	62812 44453	   	159.50	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1CGEN|2MBVNT|3DMG|4DUR|5AART|68VULN|7RCR|9ASPD|aTLV
565	23262 53333	   	159.48	DCR|2VULN|1AART|1DMG|1CDMG	1LSRICY|24VULN|3LHND|57FEWX|6RCR|8DMG|9AART|aCDMG
566	13431 31311	   	159.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LWND|2VULN|3ZMB|4RCR|5DUST|6AART|7ASPD|8DMG|9TLV|aCDMG
567	13431 31343	   	159.45	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD	1LWND|2VULN|3ZMB|4RCR|5DUST|6AART|7ASPD|8DMG|9AIRHEL|aCDMG
568	13431 31461	   	159.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LWND|2VULN|3ZMB|4RCR|5DUST|6AART|7ASPD|8TLV|9DMG|aCDMG
569	16131 31511	   	159.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LWND|2ASPD|3VULN|4RCR|5DUST|6AART|7DMG|8ZMB|9TLV|aCDMG
570	16131 31543	   	159.45	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD	1LWND|2ASPD|3VULN|4RCR|5DUST|6AART|7DMG|8ZMB|9AIRHEL|aCDMG
571	16131 32311	   	159.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LWND|2ASPD|3VULN|4RCR|5DUST|6AART|7ZMB|8DMG|9TLV|aCDMG
572	16131 32343	   	159.45	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD	1LWND|2ASPD|3VULN|4RCR|5DUST|6AART|7ZMB|8DMG|9AIRHEL|aCDMG
573	16131 32461	   	159.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LWND|2ASPD|3VULN|4RCR|5DUST|6AART|7ZMB|8TLV|9DMG|aCDMG
574	55131 53121	   	159.42	ACR|3VULN|1AART|1CDMG|1ASPD	16MLV|236VULN|4RCR|5RMIN|6BPWR|7CDMG|8DUST|9ASPD|aAART
575	65131 53121	   	159.42	ACR|3VULN|1AART|1CDMG|1ASPD	16CGEN|236VULN|4RCR|5RMIN|6BPWR|7CDMG|8DUST|9ASPD|aAART
576	46331 31313	   	159.42	ACR|2DMG|1AART|1VULN|1DUR|1ASPD	1DUR|2ASPD|3LWND|4RCR|5DUST|6AART|78DMG|9MLV|aVULN
577	16131 31352	   	159.42	ACR|2DMG|1AART|1VULN|1DUR|1ASPD	1LWND|2ASPD|3VULN|4RCR|5DUST|6AART|78DMG|9DUR|aRPLT
578	16131 31354	   	159.42	ACR|2DMG|1AART|1VULN|1DUR|1ASPD	1LWND|2ASPD|3VULN|4RCR|5DUST|6AART|78DMG|9DUR|aFEWX
579	16131 31356	   	159.42	ACR|2DMG|1AART|1VULN|1DUR|1ASPD	1LWND|2ASPD|3VULN|4RCR|5DUST|6AART|78DMG|9DUR|aLIT
580	16135 31313	   	159.42	ACR|2DMG|1AART|1VULN|1DUR|1ASPD	1LWND|2ASPD|3VULN|4RCR|5BEXP|6AART|78DMG|9CANHEL|aDUR
581	16135 31353	   	159.42	ACR|2DMG|1AART|1VULN|1DUR|1ASPD	1LWND|2ASPD|3VULN|4RCR|5BEXP|6AART|78DMG|9DUR|aERES
582	11132 22145	   	159.40	ACR|3VULN|1AART|1DMG	1LWND|25TLV|356VULN|4RCR|5BPWR|78BEXP|9AART|aDMG
583	11132 24145	   	159.40	ACR|3VULN|1AART|1DMG	17LWND|25TLV|356VULN|4RCR|5BPWR|8FEWX|9AART|aDMG
584	11132 26141	   	159.40	ACR|3VULN|1AART|1DMG	1LWND|25TLV|356VULN|4RCR|5BPWR|7MLV|8DMG|9AART|aFEWX
585	11132 26143	   	159.40	ACR|3VULN|1AART|1DMG	1LWND|25TLV|356VULN|4RCR|5BPWR|7MLV|8DMG|9AART|aCGEN
586	11132 26144	   	159.40	ACR|3VULN|1AART|1DMG	1LWND|25TLV|356VULN|4RCR|5BPWR|7aMLV|8DMG|9AART
587	11132 26146	   	159.40	ACR|3VULN|1AART|1DMG	1LWND|25TLV|356VULN|4RCR|5BPWR|7MLV|8DMG|9AART|aLHND
588	13332 22145	   	159.40	ACR|3VULN|1AART|1DMG	1LWND|256VULN|35ERES|4RCR|5BPWR|78BEXP|9AART|aDMG
589	13332 24145	   	159.40	ACR|3VULN|1AART|1DMG	17LWND|256VULN|35ERES|4RCR|5BPWR|8FEWX|9AART|aDMG
590	13332 26141	   	159.40	ACR|3VULN|1AART|1DMG	1LWND|256VULN|35ERES|4RCR|5BPWR|7MLV|8DMG|9AART|aFEWX
591	13332 26143	   	159.40	ACR|3VULN|1AART|1DMG	1LWND|256VULN|35ERES|4RCR|5BPWR|7MLV|8DMG|9AART|aCGEN
592	13332 26144	   	159.40	ACR|3VULN|1AART|1DMG	1LWND|256VULN|35ERES|4RCR|5BPWR|7aMLV|8DMG|9AART
593	13332 26146	   	159.40	ACR|3VULN|1AART|1DMG	1LWND|256VULN|35ERES|4RCR|5BPWR|7MLV|8DMG|9AART|aLHND
594	13332 53345	   	159.40	ACR|3VULN|1AART|1DMG	16LWND|258VULN|35ERES|4RCR|5BPWR|7FEWX|9AART|aDMG
595	13632 22145	   	159.40	ACR|3VULN|1AART|1DMG	1LWND|256VULN|35TLV|4RCR|5BPWR|78BEXP|9AART|aDMG
596	13632 26141	   	159.40	ACR|3VULN|1AART|1DMG	1LWND|256VULN|35TLV|4RCR|5BPWR|7MLV|8DMG|9AART|aFEWX
597	13632 26143	   	159.40	ACR|3VULN|1AART|1DMG	1LWND|256VULN|35TLV|4RCR|5BPWR|7MLV|8DMG|9AART|aCGEN
598	24512 43212	   	159.37	DCR|3VULN|1AART|1CDMG	1LSRICY|2AART|359VULN|45CGEN|5BPWR|6RCR|7LIT|8CDMG|aMLV
599	24523 21623	   	159.33	DCR|2VULN|2DMG|1AART|2CDMG|1MSE	19LSRICY|2AART|39VULN|45DMG|6ERES|79CDMG|8RCR|9BPWR|aMSE
600	55131 23121	   	159.32	ACR|3VULN|1AART|1CDMG|1ASPD	1MLV|236VULN|4RCR|5RMIN|7CDMG|8DUST|9ASPD|aAART
601	55131 23521	   	159.32	ACR|3VULN|1AART|1CDMG|1ASPD	1MLV|236VULN|4RCR|5RMIN|7CDMG|8MBVNT|9ASPD|aAART
602	65131 23121	   	159.32	ACR|3VULN|1AART|1CDMG|1ASPD	1CGEN|236VULN|4RCR|5RMIN|7CDMG|8DUST|9ASPD|aAART
603	65131 23521	   	159.32	ACR|3VULN|1AART|1CDMG|1ASPD	1CGEN|236VULN|4RCR|5RMIN|7CDMG|8MBVNT|9ASPD|aAART
604	46331 31363	   	159.32	ACR|2DMG|1AART|1VULN|1DUR|1ASPD	1DUR|2ASPD|3LWND|4RCR|5DUST|6AART|78DMG|9ERES|aVULN
605	16131 31313	   	159.32	ACR|2DMG|1AART|1VULN|1DUR|1ASPD	1LWND|2ASPD|3VULN|4RCR|5DUST|6AART|78DMG|9CANHEL|aDUR
606	16131 31353	   	159.32	ACR|2DMG|1AART|1VULN|1DUR|1ASPD	1LWND|2ASPD|3VULN|4RCR|5DUST|6AART|78DMG|9DUR|aERES
607	11132 24345	   	159.30	ACR|3VULN|1AART|1DMG	17LWND|25TLV|356VULN|4RCR|5BPWR|8DUST|9AART|aDMG
608	11132 26142	   	159.30	ACR|3VULN|1AART|1DMG	1LWND|25TLV|356VULN|4RCR|5BPWR|7MLV|8DMG|9AART|aDUST
609	13332 24345	   	159.30	ACR|3VULN|1AART|1DMG	17LWND|256VULN|35ERES|4RCR|5BPWR|8DUST|9AART|aDMG
610	13332 26142	   	159.30	ACR|3VULN|1AART|1DMG	1LWND|256VULN|35ERES|4RCR|5BPWR|7MLV|8DMG|9AART|aDUST
611	13632 26142	   	159.30	ACR|3VULN|1AART|1DMG	1LWND|256VULN|35TLV|4RCR|5BPWR|7MLV|8DMG|9AART|aDUST
612	24512 43211	   	159.27	DCR|3VULN|1AART|1CDMG	1LSRICY|2AART|359VULN|45CGEN|5BPWR|6RCR|7LIT|8CDMG|aLEGI
613	24512 43213	   	159.27	DCR|3VULN|1AART|1CDMG	1LSRICY|2AART|359VULN|45CGEN|5BPWR|6RCR|7LIT|8CDMG|aDUST
614	13153 51162	   	159.22	DCR|4VULN|1DMG|1DUR	1LWND|246aVULN|36LHND|5RCVC|6BPWR|7RCR|8DMG|9DUR
615	16135 31336	   	159.19	ACR|2DMG|1AART|1VULN|2ASPD	19LWND|2aASPD|3VULN|4RCR|5BEXP|6AART|78DMG
616	16135 31341	   	159.19	ACR|2DMG|1AART|1VULN|2ASPD	1LWND|29ASPD|3VULN|4RCR|5BEXP|6AART|78DMG|aDMSP
617	13151 51141	   	159.18	DCR|3VULN|1AART|1DMG	1LWND|246VULN|356LHND|6BPWR|7RCR|8DMG|9AART|aFEWX
618	13151 51143	   	159.18	DCR|3VULN|1AART|1DMG	1LWND|246VULN|356LHND|6BPWR|7RCR|8DMG|9AART|aCGEN
619	24521 31234	   	159.17	DCR|2AART|2VULN|1DMG	18LSRICY|2aAART|38VULN|4DMG|5DUST|68LHND|7RCR|8BPWR|9FEWX
620	21322 72146	   	159.16	DCR|2VULN|1AART|1DMG|2DUR	1LSRICY|2RPLT|3MBVNT|45VULN|6RCR|7AART|89DUR|aDMG
621	21322 72187	   	159.16	DCR|2VULN|1AART|1DMG|2DUR	1LSRICY|2RPLT|3MBVNT|45VULN|6RCR|7AART|8aDUR|9DMG
622	23343 72146	   	159.16	DCR|2VULN|1AART|1DMG|2DUR	1LSRICY|23VULN|4RPLT|5MBVNT|6RCR|7AART|89DUR|aDMG
623	23425 13222	   	159.15	ACR|2VULN|1AART|1DMG|1ZMB	1LSRICY|29VULN|3MLV|4RCR|5AART|6ZMB|7CGEN|8RCVC|aDMG
624	13153 21162	   	159.12	DCR|4VULN|1DMG|1DUR	1LWND|246aVULN|3LHND|5RCVC|7RCR|8DMG|9DUR
625	21324 51274	   	159.11	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LSRICY|2RPLT|3MBVNT|46VULN|5AART|7ASPD|8DMG|9CDMG|aRCR
626	21324 87274	   	159.11	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LSRICY|2RPLT|3MBVNT|47VULN|5AART|6ASPD|8DMG|9CDMG|aRCR
627	62812 48112	   	159.11	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	18CGEN|2MBVNT|37DMG|4DUR|5AART|6VULN|9CDMG|aRCR
628	16131 31336	   	159.09	ACR|2DMG|1AART|1VULN|2ASPD	19LWND|2aASPD|3VULN|4RCR|5DUST|6AART|78DMG
629	16131 31341	   	159.09	ACR|2DMG|1AART|1VULN|2ASPD	1LWND|29ASPD|3VULN|4RCR|5DUST|6AART|78DMG|aDMSP
630	16131 31344	   	159.09	ACR|2DMG|1AART|1VULN|2ASPD	1LWND|29ASPD|3VULN|4RCR|5DUST|6AART|78DMG|aBEXP
631	16131 31345	   	159.09	ACR|2DMG|1AART|1VULN|2ASPD	1LWND|29ASPD|3VULN|4RCR|5DUST|6AART|78DMG|aLIT
632	16135 31342	   	159.09	ACR|2DMG|1AART|1VULN|2ASPD	1LWND|29ASPD|3VULN|4RCR|5BEXP|6AART|78DMG|aAIRHEA
633	13151 21141	   	159.08	DCR|3VULN|1AART|1DMG	1LWND|246VULN|35LHND|7RCR|8DMG|9AART|aFEWX
634	13151 21143	   	159.08	DCR|3VULN|1AART|1DMG	1LWND|246VULN|35LHND|7RCR|8DMG|9AART|aCGEN
635	13151 51142	   	159.08	DCR|3VULN|1AART|1DMG	1LWND|246VULN|356LHND|6BPWR|7RCR|8DMG|9AART|aDUST
636	15151 21141	   	159.08	DCR|3VULN|1AART|1DMG	1LWND|2MLV|346VULN|5RMIN|7RCR|8DMG|9AART|aFEWX
637	15151 21143	   	159.08	DCR|3VULN|1AART|1DMG	1LWND|2MLV|346VULN|5RMIN|7RCR|8DMG|9AART|aCGEN
638	15152 21141	   	159.08	DCR|3VULN|1AART|1DMG	1LWND|25MLV|345VULN|5BPWR|6ERES|7RCR|8DMG|9AART|aFEWX
639	15152 21143	   	159.08	DCR|3VULN|1AART|1DMG	1LWND|25MLV|345VULN|5BPWR|6ERES|7RCR|8DMG|9AART|aCGEN
640	35152 21141	   	159.08	DCR|3VULN|1AART|1DMG	1BEXP|25MLV|345VULN|5BPWR|6ERES|7RCR|8DMG|9AART|aFEWX
641	35152 21143	   	159.08	DCR|3VULN|1AART|1DMG	1BEXP|25MLV|345VULN|5BPWR|6ERES|7RCR|8DMG|9AART|aCGEN
642	24215 41233	 * 	159.08	ACR|3DMG|1AART|1ZMB|1ASPD	1LSRICY|2AART|3ERES|489DMG|5RCR|6RPLT|7ASPD|aZMB
643	22225 15412	   	159.05	ACR|2VULN|1AART|1DMG|1ZMB	1LSRICY|2TLV|3BEXP|4RCR|5AART|6ZMB|7DMG|8RCVC|9aVULN
644	23425 11222	   	159.05	ACR|2VULN|1AART|1DMG|1ZMB	1LSRICY|29VULN|3MLV|4RCR|5AART|6ZMB|7ERES|8RCVC|aDMG
645	23425 15212	   	159.05	ACR|2VULN|1AART|1DMG|1ZMB	1LSRICY|29VULN|3MLV|4RCR|5AART|6ZMB|7DMG|8RCVC|aNUKE
646	23425 15213	   	159.05	ACR|2VULN|1AART|1DMG|1ZMB	1LSRICY|29VULN|3MLV|4RCR|5AART|6ZMB|7DMG|8RCVC|aDUST
647	23525 11222	   	159.05	ACR|2VULN|1AART|1DMG|1ZMB	1LSRICY|29VULN|3CGEN|4RCR|5AART|6ZMB|7ERES|8RCVC|aDMG
648	23525 15222	   	159.05	ACR|2VULN|1AART|1DMG|1ZMB	1LSRICY|29VULN|3CGEN|4RCR|5AART|6ZMB|7DMG|8RCVC|aNUKE
