0	Index      	 *	Score 	Summary	Detail	
1	21512 11343	 * 	192.00	DCR|2VULN|2DMG|3ZMB|1AART	147ZMB|2DMSP|37FEWX|57DMG|6RCR|7BPWR|8aVULN|9AART
470	32311 74643	   	165.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RPLT|2ZMB|3CDMG|4DMG|5MBVNT|67VULN|8RCR|9AART|aERES
471	32311 77642	   	165.48	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RPLT|2ZMB|3CDMG|47DMG|5MBVNT|6VULN|8RCR|9AART|aDUST
472	32311 77643	   	165.48	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RPLT|2ZMB|3CDMG|47DMG|5MBVNT|6VULN|8RCR|9AART|aERES
473	33211 74642	   	165.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RPLT|2CDMG|3ZMB|4DMG|5MBVNT|67VULN|8RCR|9AART|aDUST
474	33211 74643	   	165.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RPLT|2CDMG|3ZMB|4DMG|5MBVNT|67VULN|8RCR|9AART|aERES
475	33211 77642	   	165.48	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RPLT|2CDMG|3ZMB|47DMG|5MBVNT|6VULN|8RCR|9AART|aDUST
476	33211 77643	   	165.48	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RPLT|2CDMG|3ZMB|47DMG|5MBVNT|6VULN|8RCR|9AART|aERES
477	63251 21224	   	165.45	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD	1RCVC|2RCR|3ZMB|4DMG|5LEGI|6ASPD|79AART|8TLV|aVULN
478	21234 58244	   	165.42	ACR|3VULN|1AART|1ZMB|1DUR|1ASPD	1ZMB|2DMSP|3MBVNT|4RCR|5ASPD|68aVULN|7AART|9DUR
479	63314 21262	   	165.40	ACR|2DMG|2AART|1VULN	1RCVC|2RCR|3LHND|46DMG|56FEWX|6BPWR|79AART|8LWND|aVULN
480	21232 64217	   	165.36	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1ZMB|2DMSP|3MBVNT|4RCR|5CDMG|68AART|7VULN|9DMG|aRCVC
481	33211 23861	   	165.33	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG	1RPLT|2CDMG|36ZMB|46DMG|5MBVNT|6BPWR|7VULN|8AART|9CGEN|aRCR
482	33211 23881	   	165.33	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG	1RPLT|2CDMG|36ZMB|46DMG|5MBVNT|6BPWR|7VULN|8AART|9RMIN|aRCR
483	63311 21172	   	165.30	ACR|2DMG|2AART|1VULN	1RCVC|2RCR|368LHND|46DMG|5MBVNT|6BPWR|79AART|aVULN
484	63311 21272	   	165.30	ACR|2DMG|2AART|1VULN	1RCVC|2RCR|36LHND|46DMG|5MBVNT|6BPWR|79AART|8LWND|aVULN
485	63311 21823	   	165.30	ACR|2DMG|2AART|1VULN	1RCVC|2RCR|36LHND|46DMG|5MBVNT|6BPWR|79AART|8CGEN|aVULN
486	32155 33221	   	165.29	ACR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1ASPD|1DUR	1RPLT|2ZMB|3VULN|4RCR|5TLV|6ASPD|7FLTHEA|8AART|9DUR|aDMG
487	32156 33221	   	165.29	ACR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1DUR|1ASPD	1RPLT|2ZMB|3VULN|4RCR|5ERES|6ASPD|7FLTHEA|8AART|9DUR|aDMG
488	21264 41743	   	165.29	DCR|3DMG|1VULN|3DUR|2ZMB	17ZMB|2DMSP|3MBVNT|467DMG|567DUR|67BPWR|8RCR|9VULN|aRCVC
489	63255 11333	   	165.28	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1RCVC|2RCR|3ZMB|48DMG|5ASPD|6LHND|7AART|9TLV|aCDMG
490	63251 31322	   	165.25	ACR|2DMG|1AART|2CDMG|1ZMB	1RCVC|2RCR|3ZMB|4aDMG|5LEGI|6AART|78CDMG|9LWND
491	63251 31332	   	165.25	ACR|2DMG|1AART|2CDMG|1ZMB	1RCVC|2RCR|3ZMB|4aDMG|5LEGI|6AART|78CDMG|9LHND
492	63251 31352	   	165.25	ACR|2DMG|1AART|2CDMG|1ZMB	1RCVC|2RCR|3ZMB|4aDMG|5LEGI|6AART|78CDMG|9FEWX
493	63251 32231	   	165.25	ACR|2VULN|1AART|1DMG|1ZMB	1RCVC|2RCR|3ZMB|4DMG|5LEGI|6AART|7RPLT|8aVULN|9AIRHEL
494	63111 43432	   	165.23	ACR|2VULN|1AART|1DMG|1ZMB	18RCVC|2RCR|3ERES|4ZMB|5LEGI|6aVULN|7DMG|9AART
495	63311 21425	   	165.20	ACR|2DMG|2AART|1VULN	1RCVC|2RCR|36LHND|46DMG|5MBVNT|6BPWR|79AART|8TLV|aVULN
496	32633 16211	   	164.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RPLT|2ZMB|3LIT|4MGNLIT|59VULN|6RCR|7AART|8DMG|aDUR
497	63222 21335	   	164.95	ACR|2VULN|1AART|1DMG|1ZMB	1RCVC|2RCR|3ZMB|46LWND|56LHND|6BPWR|7AART|89VULN|aDMG
498	63223 21535	   	164.95	ACR|2VULN|1AART|1DMG|1ZMB	1RCVC|2RCR|3ZMB|46LWND|56FEWX|6BPWR|7AART|89VULN|aDMG
499	31151 63221	 * 	164.93	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1RPLT|2TLV|36VULN|4RCR|5BEXP|7FLTHEA|8AART|9DUR|aDMG
500	21362 21512	   	164.93	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1ZMB|2DMSP|3RCVC|4DMG|5CDMG|69DUR|7AART|8RCR|aVULN
501	63251 35313	   	164.90	ACR|3DMG|1AART|2ZMB	1RCVC|2RCR|37ZMB|47aDMG|5LEGI|6AART|7BPWR|8RPLT|9CGEN
502	63251 35333	   	164.90	ACR|3DMG|1AART|2ZMB	1RCVC|2RCR|37ZMB|47aDMG|5LEGI|6AART|7BPWR|8RPLT|9RMIN
503	63115 21611	   	164.89	ACR|1AART|1VULN|1DMG|2ZMB|1DUR|1ASPD	1RCVC|2RCR|3ERES|4aZMB|5ASPD|6DUR|7AART|8DMG|9VULN
504	63316 21221	   	164.89	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1RCVC|2RCR|3LHND|4DMG|5AART|6ERES|7CDMG|8VULN|9ASPD|aDUR
505	32613 16211	   	164.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RPLT|2ZMB|3LIT|4LSRREG|59VULN|6RCR|7AART|8DMG|aDUR
506	63252 11112	   	164.85	ACR|2VULN|1AART|1DMG|1ZMB	1RCVC|2RCR|3ZMB|4DMG|5MLV|68LHND|7AART|9aVULN
507	63252 11311	   	164.85	ACR|2DMG|1AART|1VULN|1ZMB	1RCVC|2RCR|3ZMB|48DMG|5MLV|6LHND|7AART|9VULN|aCGEN
508	63252 11316	   	164.85	ACR|2DMG|1AART|1VULN|1ZMB	1RCVC|2RCR|3ZMB|48DMG|5MLV|6LHND|7AART|9VULN|aFEWX
509	63252 11323	   	164.85	ACR|2DMG|1AART|1VULN|1ZMB	1RCVC|2RCR|3ZMB|48DMG|5MLV|6LHND|7AART|9CGEN|aVULN
510	63252 11532	   	164.85	ACR|2VULN|1AART|1DMG|1ZMB	1RCVC|2RCR|3ZMB|4DMG|5MLV|69LHND|7AART|8aVULN
511	63252 61132	   	164.85	ACR|2VULN|1AART|1DMG|1ZMB	1RCVC|2RCR|3ZMB|4DMG|5MLV|6aVULN|7AART|89LHND
512	63254 11112	   	164.85	ACR|2VULN|1AART|1DMG|1ZMB	1RCVC|2RCR|3ZMB|4DMG|5RMIN|68LHND|7AART|9aVULN
513	63254 11311	   	164.85	ACR|2DMG|1AART|1VULN|1ZMB	1RCVC|2RCR|3ZMB|48DMG|5RMIN|6LHND|7AART|9VULN|aCGEN
514	63254 11323	   	164.85	ACR|2DMG|1AART|1VULN|1ZMB	1RCVC|2RCR|3ZMB|48DMG|5RMIN|6LHND|7AART|9CGEN|aVULN
515	63311 21661	   	164.85	ACR|2DMG|1AART|1VULN|1ZMB	1RCVC|2RCR|36LHND|46DMG|5MBVNT|6BPWR|7AART|8VULN|9CGEN|aZMB
516	63311 21681	   	164.85	ACR|2DMG|1AART|1VULN|1ZMB	1RCVC|2RCR|36LHND|46DMG|5MBVNT|6BPWR|7AART|8VULN|9RMIN|aZMB
517	63311 21811	   	164.85	ACR|2DMG|1AART|1VULN|1ZMB	1RCVC|2RCR|36LHND|46DMG|5MBVNT|6BPWR|7AART|8CGEN|9VULN|aZMB
518	63314 21531	   	164.85	ACR|2DMG|1AART|1VULN|1ZMB	1RCVC|2RCR|3LHND|46DMG|56FEWX|6BPWR|7AART|8VULN|9ERES|aZMB
519	63553 11112	   	164.85	ACR|2VULN|1AART|1DMG|1ZMB	1RCVC|2RCR|3MLV|4DMG|5ZMB|68LHND|7AART|9aVULN
520	63553 11311	   	164.85	ACR|2DMG|1AART|1VULN|1ZMB	1RCVC|2RCR|3MLV|48DMG|5ZMB|6LHND|7AART|9VULN|aCGEN
521	63553 11323	   	164.85	ACR|2DMG|1AART|1VULN|1ZMB	1RCVC|2RCR|3MLV|48DMG|5ZMB|6LHND|7AART|9CGEN|aVULN
522	21232 64156	   	164.84	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1ZMB|2DMSP|3MBVNT|4RCR|5CDMG|6AART|7VULN|89DUR|aDMG
523	52271 11381	   	164.79	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1MGNSTR|2ASPD|3MBVNT|4AART|5CDMG|68VULN|7RCR|9DUR|aZMB
524	63252 11313	   	164.75	ACR|2DMG|1AART|1VULN|1ZMB	1RCVC|2RCR|3ZMB|48DMG|5MLV|6LHND|7AART|9VULN|aTLV
525	63252 11315	   	164.75	ACR|2DMG|1AART|1VULN|1ZMB	1RCVC|2RCR|3ZMB|48DMG|5MLV|6LHND|7AART|9VULN|aNUKE
526	63252 11334	   	164.75	ACR|2DMG|1AART|1VULN|1ZMB	1RCVC|2RCR|3ZMB|48DMG|5MLV|6LHND|7AART|9TLV|aVULN
527	63252 11343	   	164.75	ACR|2DMG|1AART|1VULN|1ZMB	1RCVC|2RCR|3ZMB|48DMG|5MLV|6LHND|7AART|9ERES|aVULN
528	63254 11313	   	164.75	ACR|2DMG|1AART|1VULN|1ZMB	1RCVC|2RCR|3ZMB|48DMG|5RMIN|6LHND|7AART|9VULN|aTLV
529	63311 21411	   	164.75	ACR|2DMG|1AART|1VULN|1ZMB	1RCVC|2RCR|36LHND|46DMG|5MBVNT|6BPWR|7AART|8TLV|9VULN|aZMB
530	63553 11313	   	164.75	ACR|2DMG|1AART|1VULN|1ZMB	1RCVC|2RCR|3MLV|48DMG|5ZMB|6LHND|7AART|9VULN|aTLV
531	63316 35322	   	164.74	ACR|3VULN|2DMG|1AART|1MSE	1RCVC|2RCR|3LHND|47DMG|5AART|68aVULN|9MSE
532	43316 11613	   	164.69	ACR|2VULN|1AART|2CDMG|1ZMB|1DUR	1LSRICY|25CDMG|3RCR|4DUR|67VULN|8AART|9BELT|aZMB
533	53316 11613	   	164.69	ACR|2VULN|1AART|2CDMG|1ZMB|1DUR	1MGNSTR|25CDMG|3RCR|4DUR|67VULN|8AART|9BELT|aZMB
534	63553 31214	   	164.65	ACR|2VULN|1AART|1DMG|1ZMB	1RCVC|2RCR|3MLV|4DMG|5ZMB|6MBVNT|7AART|8TLV|9aVULN
535	63252 31214	   	164.65	ACR|2VULN|1AART|1DMG|1ZMB	1RCVC|2RCR|3ZMB|4DMG|5MLV|6MBVNT|7AART|8TLV|9aVULN
536	63211 11311	   	164.65	ACR|3ZMB|1AART|1DMG|1VULN	1RCVC|2RCR|34aZMB|5FEWX|6LHND|7AART|8DMG|9VULN
537	63215 11311	   	164.65	ACR|3ZMB|1AART|1DMG|1VULN	1RCVC|2RCR|34aZMB|5BEXP|6LHND|7AART|8DMG|9VULN
538	63261 11311	   	164.65	ACR|3ZMB|1AART|1DMG|1VULN	1RCVC|2RCR|34aZMB|4BPWR|5FEWX|6LHND|7AART|8DMG|9VULN
539	63265 11311	   	164.65	ACR|3ZMB|1AART|1DMG|1VULN	1RCVC|2RCR|34aZMB|4BPWR|5BEXP|6LHND|7AART|8DMG|9VULN
540	22356 31422	 * 	164.62	DCR|2DMG|1AART|2CDMG|2ZMB|1DUR	19ZMB|2TLV|39CGEN|4aDMG|5DUR|6AART|79CDMG|8RCR|9BPWR
541	24631 31131	 * 	164.61	ACR|3DMG|3ZMB|1CDMG|1ASPD	167ZMB|29aDMG|3ASPD|4RCR|5RPLT|8CDMG
542	63253 23126	   	164.58	ACR|2VULN|2DMG|1ZMB|1ASPD	1RCVC|2RCR|3ZMB|4aDMG|5FEWX|6ASPD|7aVULN|8LHND|9aLIT|aBPWR
543	63356 21222	   	164.56	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG	1RCVC|2RCR|3LHND|49ASPD|5AART|6ERES|7CDMG|8VULN|aDMG
544	24632 22113	   	164.56	ACR|3ZMB|1VULN|3ASPD|1DMG|1CDMG	189ZMB|2DMG|38aASPD|4RCR|5CDMG|6VULN|78FEWX|8BPWR
545	63213 11311	   	164.55	ACR|3ZMB|1AART|1DMG|1VULN	1RCVC|2RCR|34aZMB|5LEGI|6LHND|7AART|8DMG|9VULN
546	63263 11311	   	164.55	ACR|3ZMB|1AART|1DMG|1VULN	1RCVC|2RCR|34aZMB|4BPWR|5LEGI|6LHND|7AART|8DMG|9VULN
547	33611 35531	 * 	164.42	DCR|3DMG|3CDMG|1AART	1RPLT|27aCDMG|347DMG|5LEGI|6AART|7BPWR|8RCR|9LIT
548	32112 67612	   	164.37	DCR|3DMG|1VULN|1CDMG|1ZMB|1DUR	1RPLT|2ZMB|3VULN|479DMG|5MBVNT|6CDMG|8RCR|aDUR
549	32311 77612	   	164.37	DCR|3DMG|1VULN|1CDMG|1ZMB|1DUR	1RPLT|2ZMB|3CDMG|479DMG|5MBVNT|6VULN|8RCR|aDUR
550	33211 77612	   	164.37	DCR|3DMG|1VULN|1CDMG|1ZMB|1DUR	1RPLT|2CDMG|3ZMB|479DMG|5MBVNT|6VULN|8RCR|aDUR
551	63316 51312	   	164.36	ACR|2VULN|1AART|1DMG|1ASPD|2RCVC	16RCVC|2RCR|3LHND|4DMG|5AART|7RMIN|8ASPD|9aVULN
552	31351 71811	 * 	164.31	DCR|2VULN|2DMG|2ASPD|1CDMG	1RPLT|28TLV|3CDMG|48ASPD|5MBVNT|68VULN|7RCR|8BPWR|9aDMG
553	63211 41532	   	164.30	ACR|3VULN|1AART|2ZMB	1RCVC|2RCR|34ZMB|5FEWX|6LWND|7AART|89aVULN
554	63221 21632	   	164.30	ACR|3VULN|1AART|2ZMB	1RCVC|2RCR|36ZMB|46LWND|5MBVNT|6BPWR|7AART|89aVULN
555	63255 31133	   	164.29	ACR|2VULN|1DMG|2ZMB|1CDMG|1ASPD	1RCVC|2RCR|37ZMB|4DMG|5ASPD|6RPLT|89VULN|aCDMG
556	63221 74511	   	164.28	ACR|2VULN|2DMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|4LWND|5MBVNT|67VULN|8DUR|9aDMG
557	21512 11355	 * 	164.26	DCR|2DMG|3ZMB|1VULN|1CDMG	147ZMB|2DMSP|37FEWX|57DMG|6RCR|7BPWR|8VULN|9CGEN|aCDMG
558	21512 11362	   	164.26	DCR|2DMG|3ZMB|1VULN|1CDMG	147ZMB|2DMSP|37FEWX|57DMG|6RCR|7BPWR|8VULN|9BELT|aCDMG
559	43313 31411	   	164.22	ACR|3VULN|1AART|1CDMG|1DUR	1LSRICY|2CDMG|3RCR|4DUR|5LHND|6AART|789VULN|aRPLT
560	43313 31451	   	164.22	ACR|3VULN|1AART|1CDMG|1DUR	1LSRICY|2CDMG|3RCR|4DUR|5LHND|6AART|78aVULN|9BEXP
561	43313 31541	   	164.22	ACR|3VULN|1AART|1CDMG|1DUR	1LSRICY|2CDMG|3RCR|4DUR|5LHND|6AART|79aVULN|8BEXP
562	53313 31411	   	164.22	ACR|3VULN|1AART|1CDMG|1DUR	1MGNSTR|2CDMG|3RCR|4DUR|5LHND|6AART|789VULN|aRPLT
563	53313 31451	   	164.22	ACR|3VULN|1AART|1CDMG|1DUR	1MGNSTR|2CDMG|3RCR|4DUR|5LHND|6AART|78aVULN|9BEXP
564	53313 31541	   	164.22	ACR|3VULN|1AART|1CDMG|1DUR	1MGNSTR|2CDMG|3RCR|4DUR|5LHND|6AART|79aVULN|8BEXP
565	63213 41532	   	164.20	ACR|3VULN|1AART|2ZMB	1RCVC|2RCR|34ZMB|5LEGI|6LWND|7AART|89aVULN
566	63356 32332	 * 	164.19	ACR|3VULN|1AART|2ASPD	1RCVC|2RCR|3LHND|47ASPD|5AART|68aVULN|9FEWX
567	24111 16231	   	164.16	DCR|2VULN|2DMG|1CDMG|1ZMB	1ZMB|24DMG|3LWND|5DMSP|6RCR|7DUST|8CDMG|9aVULN
568	24632 25322	   	164.16	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD	1ZMB|2DMG|3ASPD|4RCR|58CDMG|6VULN|7LIT|9AART|aRPLT
569	24632 25323	   	164.16	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB|1ASPD	1ZMB|2DMG|3ASPD|4RCR|58CDMG|6VULN|7LIT|9AART|aLHND
570	63221 73533	   	164.15	ACR|2VULN|1AART|1DMG|1ZMB	1RCVC|2RCR|3ZMB|4LWND|5MBVNT|6aVULN|7DMG|8AART|9FEWX
571	63311 71533	   	164.15	ACR|2VULN|1AART|1DMG|1ZMB	1RCVC|2RCR|3LHND|4DMG|5MBVNT|6aVULN|7ZMB|8AART|9FEWX
572	63221 53483	   	164.15	ACR|2VULN|1AART|1DMG|1ZMB	1RCVC|2RCR|3ZMB|4LWND|5MBVNT|6FEWX|7DMG|8AART|9aVULN
573	63221 54383	   	164.15	ACR|2VULN|1AART|1DMG|1ZMB	1RCVC|2RCR|3ZMB|4LWND|5MBVNT|6FEWX|7aVULN|8AART|9DMG
574	63221 72383	   	164.15	ACR|2VULN|1AART|1DMG|1ZMB	1RCVC|2RCR|3ZMB|4LWND|5MBVNT|6aVULN|7BEXP|8AART|9DMG
575	63223 63413	   	164.15	ACR|2VULN|1AART|1DMG|1ZMB	1RCVC|2RCR|3ZMB|4LWND|5FEWX|6aVULN|7DMG|8AART|9DUST
576	63311 51483	   	164.15	ACR|2VULN|1AART|1DMG|1ZMB	1RCVC|2RCR|3LHND|4DMG|5MBVNT|6FEWX|7ZMB|8AART|9aVULN
577	43313 31412	   	164.12	ACR|3VULN|1AART|1CDMG|1DUR	1LSRICY|2CDMG|3RCR|4DUR|5LHND|6AART|789VULN|aDUST
578	43313 31413	   	164.12	ACR|3VULN|1AART|1CDMG|1DUR	1LSRICY|2CDMG|3RCR|4DUR|5LHND|6AART|789VULN|aMBVNT
579	43313 31416	   	164.12	ACR|3VULN|1AART|1CDMG|1DUR	1LSRICY|2CDMG|3RCR|4DUR|5LHND|6AART|789VULN|aTLV
580	43313 32441	   	164.12	ACR|3VULN|1AART|1CDMG|1DUR	1LSRICY|2CDMG|3RCR|4DUR|5LHND|6AART|7DUST|89aVULN
581	53313 31412	   	164.12	ACR|3VULN|1AART|1CDMG|1DUR	1MGNSTR|2CDMG|3RCR|4DUR|5LHND|6AART|789VULN|aDUST
582	53313 31413	   	164.12	ACR|3VULN|1AART|1CDMG|1DUR	1MGNSTR|2CDMG|3RCR|4DUR|5LHND|6AART|789VULN|aMBVNT
583	53313 31416	   	164.12	ACR|3VULN|1AART|1CDMG|1DUR	1MGNSTR|2CDMG|3RCR|4DUR|5LHND|6AART|789VULN|aTLV
584	53313 32441	   	164.12	ACR|3VULN|1AART|1CDMG|1DUR	1MGNSTR|2CDMG|3RCR|4DUR|5LHND|6AART|7DUST|89aVULN
585	24632 53213	   	164.11	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR|1ASPD	1ZMB|27DMG|3ASPD|4RCR|5CDMG|6AART|8CGEN|9DUR|aRMIN
586	24632 53313	   	164.11	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD|1DUR	1ZMB|27DMG|3ASPD|4RCR|5CDMG|6AART|8MLV|9DUR|aRMIN
587	63356 32313	   	164.09	ACR|3VULN|1AART|2ASPD	1RCVC|2RCR|3LHND|47ASPD|5AART|68aVULN|9TLV
588	21232 64215	   	164.06	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1ZMB|2DMSP|3MBVNT|4RCR|5CDMG|68AART|7VULN|9DMG|aCGEN
589	21232 64216	   	164.06	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1ZMB|2DMSP|3MBVNT|4RCR|5CDMG|68AART|7VULN|9DMG|aBEXP
590	21232 64222	   	164.06	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1ZMB|2DMSP|3MBVNT|4RCR|5CDMG|68AART|7VULN|9MLV|aDMG
591	21232 64236	   	164.06	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1ZMB|2DMSP|3MBVNT|4RCR|5CDMG|68AART|7VULN|9LHND|aDMG
592	63221 73513	   	164.05	ACR|2VULN|1AART|1DMG|1ZMB	1RCVC|2RCR|3ZMB|4LWND|5MBVNT|6aVULN|7DMG|8AART|9DUST
593	63311 71513	   	164.05	ACR|2VULN|1AART|1DMG|1ZMB	1RCVC|2RCR|3LHND|4DMG|5MBVNT|6aVULN|7ZMB|8AART|9DUST
594	63223 63421	   	164.05	ACR|3ZMB|1AART|1DMG|1VULN	1RCVC|2RCR|39aZMB|4LWND|5FEWX|6VULN|7DMG|8AART
595	63226 53332	   	164.02	ACR|3VULN|1AART|1ZMB|2RCVC	16RCVC|2RCR|3ZMB|4LWND|5AART|7LHND|89aVULN
596	24632 53212	   	164.01	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR|1ASPD	1ZMB|27DMG|3ASPD|4RCR|5CDMG|6AART|8CGEN|9DUR|aNUKE
597	24632 53312	   	164.01	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD|1DUR	1ZMB|27DMG|3ASPD|4RCR|5CDMG|6AART|8MLV|9DUR|aNUKE
598	32152 62143	   	163.99	ACR|3VULN|1AART|1CDMG|1ZMB	1RPLT|2ZMB|36aVULN|4RCR|5LEGI|7FEWX|8CDMG|9AART
599	21264 41734	   	163.98	DCR|3DMG|1VULN|3DUR|2ZMB	17ZMB|29DMSP|3MBVNT|467DMG|567DUR|67BPWR|8RCR|aVULN
600	21264 41742	   	163.98	DCR|3DMG|1VULN|3DUR|2ZMB	17ZMB|2DMSP|3MBVNT|467DMG|567DUR|67BPWR|8RCR|9VULN|aFEWX
601	21264 41745	   	163.98	DCR|3DMG|1VULN|3DUR|2ZMB	17ZMB|2DMSP|3MBVNT|467DMG|567DUR|67BPWR|8RCR|9VULN|aBELT
602	21264 41746	   	163.98	DCR|3DMG|1VULN|3DUR|2ZMB	17ZMB|2DMSP|3MBVNT|467DMG|567DUR|67BPWR|8RCR|9VULN|aBEXP
603	23452 63133	 * 	163.96	DCR|2VULN|3ZMB|1DMG|1CDMG	148ZMB|2LEGI|3CDMG|58DUST|6RCR|78VULN|8BPWR|9BELT|aDMG
604	21232 64213	   	163.96	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1ZMB|2DMSP|3MBVNT|4RCR|5CDMG|68AART|7VULN|9DMG|aERES
605	21232 64214	   	163.96	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1ZMB|2DMSP|3MBVNT|4RCR|5CDMG|68AART|7VULN|9DMG|aBASHEA
606	21232 64218	   	163.96	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1ZMB|2DMSP|3MBVNT|4RCR|5CDMG|68AART|7VULN|9DMG|aDUST
607	21232 64256	   	163.96	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1ZMB|2DMSP|3MBVNT|4RCR|5CDMG|68AART|7VULN|9DUST|aDMG
608	32153 62151	   	163.94	ACR|4VULN|1AART|1ZMB	1RPLT|2ZMB|3689VULN|4RCR|5BEXP|7BELT|aAART
609	32212 36764	 * 	163.92	DCR|3DMG|1AART|2ZMB|2ASPD	1RPLT|2aZMB|3FEWX|48aDMG|5MBVNT|6aASPD|7AART|9RCR|aBPWR
610	31112 67611	   	163.91	DCR|3DMG|2VULN|1CDMG	1RPLT|2TLV|3aVULN|479DMG|5MBVNT|6CDMG|8RCR
611	31311 77611	   	163.91	DCR|3DMG|2VULN|1CDMG	1RPLT|2TLV|3CDMG|479DMG|5MBVNT|6aVULN|8RCR
612	35531 23253	   	163.90	ACR|3VULN|1AART|2CDMG	1RPLT|2RCVC|3RMIN|4AART|5RCR|68aVULN|7aCDMG|9aCGEN|aBPWR
613	43364 11712	   	163.90	ACR|3VULN|1AART|2CDMG	1LSRICY|25CDMG|3RCR|4MBVNT|67aVULN|8AART|9RCVC
614	53364 11712	   	163.90	ACR|3VULN|1AART|2CDMG	1MGNSTR|25CDMG|3RCR|4MBVNT|67aVULN|8AART|9RCVC
615	21264 41747	   	163.88	DCR|3DMG|1VULN|3DUR|2ZMB	17ZMB|2DMSP|3MBVNT|467DMG|567DUR|67BPWR|8RCR|9VULN|aLEGI
616	32311 23613	   	163.84	DCR|3DMG|1VULN|2CDMG|1ZMB	1RPLT|2ZMB|36CDMG|469DMG|5MBVNT|6BPWR|7VULN|8RCR|aLWND
617	32311 23614	   	163.84	DCR|3DMG|1VULN|2CDMG|1ZMB	1aRPLT|2ZMB|36CDMG|469DMG|5MBVNT|6BPWR|7VULN|8RCR
618	32311 23618	   	163.84	DCR|3DMG|1VULN|2CDMG|1ZMB	1RPLT|2ZMB|36CDMG|469DMG|5MBVNT|6BPWR|7VULN|8RCR|aCGEN
619	32311 23681	   	163.84	DCR|3DMG|1VULN|2CDMG|1ZMB	1RPLT|2ZMB|36CDMG|46aDMG|5MBVNT|6BPWR|7VULN|8RCR|9MLV
620	32311 22611	   	163.84	DCR|3DMG|1VULN|2CDMG|1ZMB	1RPLT|2ZMB|36CDMG|469DMG|5MBVNT|6BPWR|7BEXP|8RCR|aVULN
621	24632 53121	 * 	163.78	ACR|2DMG|1AART|2ASPD|1CDMG|1ZMB	1ZMB|27DMG|3aASPD|4RCR|5CDMG|6AART|8BEXP|9LIT
622	24136 31422	   	163.77	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1ZMB|2DMG|3LWND|4DMSP|5DUR|6AART|7CDMG|8RCR|9ASPD|aVULN
623	21651 13232	   	163.77	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|25DMSP|3aVULN|4DMG|6RCR|7ASPD|8LWND|9AART
624	63311 74428	   	163.76	ACR|3VULN|2DMG	18RCVC|2RCR|3LHND|4aDMG|5MBVNT|679VULN
625	21264 41748	   	163.74	DCR|3DMG|1VULN|3DUR|2ZMB|1SELL	17ZMB|2DMSP|3MBVNT|467DMG|567DUR|67BPWR|8RCR|9VULN|aSELL
626	33631 23841	   	163.73	DCR|2DMG|1AART|1VULN|2CDMG|1ASPD	1RPLT|26CDMG|36DMG|4RMIN|5MBVNT|6BPWR|7VULN|8AART|9ASPD|aRCR
627	33166 25123	 * 	163.72	DCR|3VULN|1AART|2CDMG|1DUR	1RPLT|2aCDMG|37aVULN|4CGEN|5AART|6DUR|8aLWND|9RCR|aBPWR
628	21232 63424	   	163.68	ACR|2VULN|1AART|2ASPD|1CDMG|1ZMB	1ZMB|2DMSP|3MBVNT|4RCR|5CDMG|6AART|79ASPD|8aVULN
