0	Index      	 *	Score 	Summary	Detail	
1	31153 12561	 * 	218.17	DCR|2VULN|2ASPD|1AART|1DMG|1CDMG	14ASPD|2AART|3CDMG|5AELBLL|6RCR|7FEWX|89VULN|aDMG
450	66146 43142	   	189.10	DCR|2DMG|1VULN|1AART|1CDMG|1AAC|1DUR	18DMG|2MBVNT|3AAC|4DUR|5CDMG|6RCR|7DUST|9AART|aVULN
451	12136 43521	   	189.09	DCR|3VULN|1AART|2CDMG	18BEXP|2BELT|38aVULN|48CDMG|5AART|6RCR|7LEGI|8BPWR|9TLV
452	31124 53363	   	189.08	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1ASPD|2AART|3CDMG|4aRCVC|5DUR|6CGEN|7VULN|8DMG|9RCR
453	31124 63263	   	189.08	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1ASPD|2AART|3CDMG|4aRCVC|5DUR|6DMG|7VULN|8CGEN|9RCR
454	31132 22254	 * 	189.07	DCR|2AART|1VULN|2CDMG|1ASPD	1ASPD|28AART|3aCDMG|4TSLFST|5LIT|6RMIN|7RCR|9VULN
455	61132 22254	 * 	189.07	DCR|2AART|1VULN|2CDMG|1DMG	1DMG|28AART|3aCDMG|4TSLFST|5LIT|6RMIN|7RCR|9VULN
456	36846 44441	   	188.99	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1ASPD|2MBVNT|3RMIN|4DUR|5CDMG|6RCR|7ZMB|8AART|9VULN|aFEWX
457	36846 44442	   	188.99	DCR|1AART|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1ASPD|2MBVNT|3RMIN|4DUR|5CDMG|6RCR|7ZMB|8AART|9VULN|aCGEN
458	36846 44443	   	188.99	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1ASPD|2MBVNT|3RMIN|4DUR|5CDMG|6RCR|7ZMB|8AART|9VULN|aLWND
459	36414 37383	 * 	188.98	ACR|2DMG|2ASPD|1VULN|1AART|1CDMG	16ASPD|2MBVNT|3RCR|4FEWX|5AART|78DMG|9VULN|aCDMG
460	61141 32342	   	188.89	DCR|2DMG|1VULN|1AART|2CDMG	19DMG|2AART|39CDMG|4BEXP|5LWND|69FEWX|7RMIN|8RCR|9BPWR|aVULN
461	36846 44444	   	188.89	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR|1MSE	1ASPD|2MBVNT|3RMIN|4DUR|5CDMG|6RCR|7ZMB|8AART|9VULN|aMSE
462	31151 24221	   	188.82	DCR|3ASPD|1AART|1VULN|1CDMG	147ASPD|2AART|3CDMG|5LHND|6VULN|8BEXP|9RCR|aRMIN
463	31124 53362	   	188.76	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1ASPD|2AART|3CDMG|4RCVC|5DUR|6aCGEN|7VULN|8DMG|9RCR
464	31124 63262	   	188.76	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1ASPD|2AART|3CDMG|4RCVC|5DUR|6DMG|7VULN|8aCGEN|9RCR
465	31154 13163	   	188.73	DCR|1MDPS|2ASPD|1VULN|1AART|1CDMG|1DUR	14ASPD|2AART|3CDMG|5DUR|6RMIN|7VULN|8TLV|9RCR|aMDPS
466	31154 13363	   	188.73	DCR|1MDPS|2ASPD|1VULN|1AART|1CDMG|1DUR	14ASPD|2AART|3CDMG|5DUR|6RMIN|7VULN|8ERES|9RCR|aMDPS
467	31154 22163	   	188.73	DCR|1MDPS|2ASPD|1VULN|1AART|1CDMG|1DUR	14ASPD|2AART|3CDMG|5DUR|6VULN|7RMIN|8TLV|9RCR|aMDPS
468	31154 22363	   	188.73	DCR|1MDPS|2ASPD|1VULN|1AART|1CDMG|1DUR	14ASPD|2AART|3CDMG|5DUR|6VULN|7RMIN|8ERES|9RCR|aMDPS
469	31124 53361	   	188.66	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR|1MSE	1ASPD|2AART|3CDMG|4RCVC|5DUR|6CGEN|7VULN|8DMG|9RCR|aMSE
470	31124 63162	   	188.66	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1ASPD|2AART|3CDMG|4RCVC|5DUR|6DMG|7VULN|8TLV|9RCR|aCGEN
471	31124 63261	   	188.66	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR|1MSE	1ASPD|2AART|3CDMG|4RCVC|5DUR|6DMG|7VULN|8CGEN|9RCR|aMSE
472	31124 63362	   	188.66	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1ASPD|2AART|3CDMG|4RCVC|5DUR|6DMG|7VULN|8ERES|9RCR|aCGEN
473	11243 22256	   	188.58	DCR|1SPLARM|2VULN|1AART|1CDMG|1ZMB	1BEXP|2TSLARM|3AART|4aVULN|5SPLARM|6RCR|7CDMG|8FEWX|9ZMB
474	13243 22256	   	188.58	DCR|1SPLARM|2VULN|1AART|1CDMG|1ZMB	1BEXP|2MSLFST|3AART|4aVULN|5SPLARM|6RCR|7CDMG|8FEWX|9ZMB
475	66432 63232	 * 	188.57	ACR|2VULN|2DMG|2ASPD|1CDMG	17DMG|2MBVNT|3RCR|4RCVC|57VULN|6BELT|7BPWR|8CDMG|9aASPD
476	31124 63161	   	188.56	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR|1MSE	1ASPD|2AART|3CDMG|4RCVC|5DUR|6DMG|7VULN|8TLV|9RCR|aMSE
477	31124 63361	   	188.56	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR|1MSE	1ASPD|2AART|3CDMG|4RCVC|5DUR|6DMG|7VULN|8ERES|9RCR|aMSE
478	36411 44543	 * 	188.49	ACR|3DMG|2ASPD|1VULN|2CDMG	19ASPD|2MBVNT|3RCR|4FEWX|569DMG|79CDMG|8RPLT|9BPWR|aVULN
479	12136 41243	   	188.21	DCR|2VULN|2AART|1CDMG|1DUR	1BEXP|2BELT|38VULN|4CDMG|5aAART|6RCR|7LHND|9DUR
480	12136 42243	   	188.21	DCR|2VULN|2AART|1CDMG|1DUR	1BEXP|2BELT|38VULN|4CDMG|5aAART|6RCR|7FEWX|9DUR
481	11243 22634	 * 	188.21	DCR|1SPLARM|2DMG|1AART|1VULN|1CDMG	1BEXP|2TSLARM|3AART|4VULN|5SPLARM|6RCR|7CDMG|8MLV|9aDMG
482	13243 22634	   	188.21	DCR|1SPLARM|2DMG|1AART|1VULN|1CDMG	1BEXP|2MSLFST|3AART|4VULN|5SPLARM|6RCR|7CDMG|8MLV|9aDMG
483	31111 65325	   	188.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1ASPD|2AART|3CDMG|4DUR|5LWND|69CGEN|7aVULN|8RCR
