0	Index      	 *	Score 	Summary	Detail	
1	22513 36431	 * 	201.53	ACR|2VULN|2ASPD|1DMG|1AART|1CDMG	17VULN|2CGEN|37LIT|47ASPD|5RCR|6RPLT|7BPWR|8DMG|9CDMG|aAART
487	23232 22524	   	172.03	ACR|3VULN|1ASPD|1DMG|1BEXP	139VULN|2LHND|4AIRHEL|5RCR|6DMG|7ASPD|8BEXP|aAME
488	23232 22525	   	172.03	ACR|3VULN|1DMG|1ASPD|1BEXP	139VULN|2LHND|4AIRHEL|5RCR|6DMG|7ASPD|8BEXP|aERES
489	22315 36243	   	171.93	ACR|1BASARM|1VULN|1AART|1CDMG	1VULN|2CGEN|3CDMG|4DMSP|5RCR|6RPLT|7BELT|8BASARM|9AART|aRCVC
490	22513 11435	   	171.86	ACR|1VULN|2AART|1ASPD|1BEXP|1CDMG	1VULN|2CGEN|3LIT|4ASPD|5RCR|69AART|7DUST|8CDMG|aBEXP
491	22513 15431	   	171.86	ACR|1VULN|2AART|1ASPD|1BEXP|1CDMG	1VULN|2CGEN|3LIT|4ASPD|5RCR|69AART|7BEXP|8CDMG|aAME
492	22513 15433	   	171.86	ACR|1VULN|2AART|1ASPD|1BEXP|1CDMG	1VULN|2CGEN|3LIT|4ASPD|5RCR|69AART|7BEXP|8CDMG|aDUST
493	31311 33343	   	171.86	ACR|3BEXP|2ASPD|1VULN	19aBEXP|2VULN|39LHND|4DUST|5RCR|6AEFBLL|7MDPS|89ASPD|9BPWR
494	31611 33343	   	171.86	ACR|3BEXP|2ASPD|1VULN	19aBEXP|2VULN|39LWND|4DUST|5RCR|6AEFBLL|7MDPS|89ASPD|9BPWR
495	51111 33343	   	171.86	ACR|3BEXP|2ASPD|1VULN	19LWND|2VULN|39aBEXP|4DUST|5RCR|6AEFBLL|7MDPS|89ASPD|9BPWR
496	32152 22233	   	171.84	ACR|3VULN|2BEXP|1DMG|1AAC	13BEXP|2LWND|4MSLFST|5RCR|6DMG|789VULN|aAAC
497	34152 22233	   	171.84	ACR|3VULN|2BEXP|1DMG|1AAC	13BEXP|2FEWX|4MSLFST|5RCR|6DMG|789VULN|aAAC
498	22335 36243	   	171.83	ACR|1BASARM|1VULN|1AART|1CDMG	1VULN|2CGEN|3CDMG|4AEFBLL|5RCR|6RPLT|7BELT|8BASARM|9AART|aRCVC
499	22355 13133	 * 	171.82	ACR|2VULN|1ASPD|1DMG|2CDMG	14VULN|2CGEN|3aCDMG|5RCR|6FEWX|7RPLT|8ASPD|9DMG
500	23111 42356	 * 	171.78	ACR|1VULN|2BEXP|2AART|1DMG	1VULN|2LHND|38BEXP|4DUST|5RCR|69AART|7LIT|aDMG
501	31311 42356	   	171.78	ACR|1VULN|2BEXP|2AART|1DMG	18BEXP|2VULN|3LHND|4DUST|5RCR|69AART|7LIT|aDMG
502	22513 11651	 * 	171.78	ACR|1VULN|2BEXP|2AART|1ASPD	1VULN|2CGEN|3LIT|4ASPD|5RCR|69AART|7DUST|8aBEXP
503	22513 15251	   	171.78	ACR|1VULN|2BEXP|2AART|1ASPD	1VULN|2CGEN|3LIT|4ASPD|5RCR|69AART|7aBEXP|8DUST
504	22513 15124	   	171.69	ACR|2VULN|2BEXP|1ASPD|1AART	1aVULN|2aCGEN|3LIT|4ASPD|5RCR|6AART|7aBEXP|8RMIN|9LEGI|aBPWR
505	22513 15321	   	171.69	ACR|2VULN|2BEXP|1ASPD|1AART	1aVULN|2aCGEN|3LIT|4ASPD|5RCR|6AART|7aBEXP|8BELT|9MDPS|aBPWR
506	23111 53154	 * 	171.69	ACR|2VULN|2BEXP|1DMG|1AART	18VULN|2LHND|38BEXP|4DUST|5RCR|6CGEN|78DUR|8BPWR|9DMG|aAART
507	22315 32316	   	171.60	ACR|1BASARM|1VULN|1AART|1CDMG	1VULN|2CGEN|3CDMG|4DMSP|5RCR|6RPLT|7AART|8DUR|9BELT|aBASARM
508	22315 36242	   	171.60	ACR|1BASARM|1VULN|1AART|1CDMG	1VULN|2CGEN|3CDMG|4DMSP|5RCR|6RPLT|7BELT|8BASARM|9AART|aLHND
