0	Index      	 *	Score 	Summary	Detail	
1	21154 11234	 * 	208.86	DCR|3DMG|2VULN|2AART	1FEWX|26VULN|35AART|467DMG|6BPWR|8TLV|9ERES|aRCR
452	35136 11314	   	181.74	ACR|2VULN|1MDPS|1AART|2CDMG|1ASPD|1DUR	17CDMG|2RCR|37VULN|4ASPD|5FEWX|67CGEN|7BPWR|8AART|9DUR|aMDPS
453	35131 45312	   	181.70	ACR|2ASPD|1VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3VULN|4aASPD|5TLV|6DMG|7AME|8AART|9DUR
454	35115 33312	   	181.70	ACR|2ASPD|1AART|1VULN|1DMG|1CDMG|1AAC|1DUR	1CDMG|2RCR|3VULN|4AAC|5AART|6CGEN|7aASPD|8DUR|9DMG
455	35131 65312	   	181.70	ACR|2ASPD|1VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3VULN|4aASPD|5TLV|6AART|7DUR|8RMIN|9DMG
456	35135 31512	   	181.70	ACR|2ASPD|1VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3VULN|4aASPD|5AART|6CGEN|7ERES|8DUR|9DMG
457	36115 34312	   	181.69	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC	1CDMG|2LWND|3aVULN|4AAC|5LEGI|6AART|7RCR|8ASPD|9FEWX
458	21125 35316	   	181.66	DCR|2VULN|2ASPD|1AART	1FEWX|29VULN|3AART|4CGEN|5DUST|6RCR|7aASPD|8MBVNT
459	21135 51611	   	181.66	DCR|2VULN|1MDPS|2ASPD|1AART|1AAC	1FEWX|29VULN|3AART|4MDPS|5AAC|6RCR|78ASPD|aBEXP
460	21135 51612	   	181.66	DCR|2VULN|1MDPS|2ASPD|1AART|1AAC	1FEWX|29VULN|3AART|4MDPS|5AAC|6RCR|78ASPD|aLWND
461	35331 31314	   	181.64	ACR|2VULN|1MDPS|1AART|2CDMG|1ASPD|1DUR	17CDMG|2RCR|37LWND|4ASPD|5TLV|67VULN|7BPWR|8AART|9DUR|aMDPS
462	21133 23515	 * 	181.60	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	1FEWX|26VULN|3AART|4MDPS|5BEXP|7LHND|8DMG|9RCR|aASPD
463	23353 14136	   	181.60	DCR|2VULN|1AART|1ASPD|1DMG	1FEWX|2CGEN|3AART|4ASPD|5DMG|6TSLARM|7BEXP|8aVULN|9RCR
464	35131 43312	   	181.60	ACR|2ASPD|1VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3VULN|4aASPD|5TLV|6DMG|7ERES|8AART|9DUR
465	35131 61512	   	181.60	ACR|2ASPD|1VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3VULN|4aASPD|5TLV|6AART|7ERES|8DUR|9DMG
466	21161 12314	   	181.60	DCR|2ASPD|1AART|1VULN|1DMG|1DUR|1SELL	1FEWX|2VULN|3AART|4SELL|5LHND|68ASPD|7DUR|9DMG|aRCR
467	21131 52131	   	181.59	DCR|2VULN|1MDPS|1AART|2CDMG|1ZMB	19FEWX|29VULN|3AART|4MDPS|5ZMB|6RCR|7TLV|89CDMG|9BPWR|aLWND
468	21131 52133	   	181.59	DCR|2VULN|1MDPS|1AART|2CDMG|1ZMB	19FEWX|29VULN|3AART|4MDPS|5ZMB|6RCR|7TLV|89CDMG|9BPWR|aBEXP
469	21131 52134	   	181.59	DCR|2VULN|1MDPS|1AART|2CDMG|1ZMB	19aFEWX|29VULN|3AART|4MDPS|5ZMB|6RCR|7TLV|89CDMG|9BPWR
470	35123 54231	   	181.57	ACR|2VULN|2DMG|1ASPD|1CDMG|1DUR	1CDMG|2RCR|3aVULN|4LEGI|5DUST|69DMG|7ASPD|8DUR
471	21134 23515	   	181.50	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	1FEWX|26VULN|3AART|4MDPS|5DUST|7LHND|8DMG|9RCR|aASPD
472	51132 23515	   	181.50	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	1DUST|26VULN|3AART|4MDPS|5FEWX|7LHND|8DMG|9RCR|aASPD
473	31133 33345	 * 	181.50	DCR|2DMG|1VULN|1AART|1CDMG|1DUR	1CDMG|2DMSP|35LHND|45DMG|5BPWR|6AART|7DUR|8LWND|9VULN|aRCR
474	21131 52132	   	181.49	DCR|2VULN|1MDPS|1AART|2CDMG|1ZMB|1SELL	19FEWX|29VULN|3AART|4MDPS|5ZMB|6RCR|7TLV|89CDMG|9BPWR|aSELL
475	21131 52136	   	181.49	DCR|2VULN|1MDPS|1AART|2CDMG|1ZMB	19FEWX|29VULN|3AART|4MDPS|5ZMB|6RCR|7TLV|89CDMG|9BPWR|aERES
476	33352 34512	   	181.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1CDMG|28LHND|3LWND|4VULN|5AAC|6AART|7RCR|9DMG|aASPD
477	36112 34512	   	181.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1CDMG|2LWND|3VULN|4AAC|58LHND|6AART|7RCR|9DMG|aASPD
478	51121 55314	   	181.44	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	1DUST|28VULN|3AART|4CGEN|5SELL|6MBVNT|7RCR|9DMG|aCDMG
479	35132 11322	   	181.44	ACR|2VULN|2ASPD|1AART|2CDMG	17CDMG|2RCR|37VULN|4aASPD|5LHND|67CGEN|7BPWR|8AART|9BEXP
480	35132 11342	   	181.44	ACR|2VULN|2ASPD|1AART|2CDMG	17CDMG|2RCR|37VULN|4aASPD|5LHND|67CGEN|7BPWR|8AART|9FEWX
481	35133 11322	   	181.44	ACR|2VULN|2ASPD|1AART|2CDMG	17CDMG|2RCR|37VULN|4aASPD|5LWND|67CGEN|7BPWR|8AART|9BEXP
482	35133 11342	   	181.44	ACR|2VULN|2ASPD|1AART|2CDMG	17CDMG|2RCR|37VULN|4aASPD|5LWND|67CGEN|7BPWR|8AART|9FEWX
483	35135 22221	   	181.44	ACR|2VULN|2ASPD|1AART|2CDMG	17CDMG|2RCR|3aVULN|47ASPD|5AART|67VENFST|7BPWR|8BEXP|9RPLT
484	35135 22321	   	181.44	ACR|2VULN|2ASPD|1AART|2CDMG	17CDMG|2RCR|3aVULN|47ASPD|5AART|67VENFST|7BPWR|8LHND|9RPLT
485	35136 11322	   	181.44	ACR|2VULN|2ASPD|1AART|2CDMG	17CDMG|2RCR|37VULN|4aASPD|5FEWX|67CGEN|7BPWR|8AART|9BEXP
486	35136 11362	   	181.44	ACR|2VULN|2ASPD|1AART|2CDMG	17CDMG|2RCR|37VULN|4aASPD|5FEWX|67CGEN|7BPWR|8AART|9LHND
487	35131 11314	   	181.44	ACR|2VULN|1MDPS|1AART|2CDMG|1ASPD|1DUR	17CDMG|2RCR|37VULN|4ASPD|5TLV|67DUST|7BPWR|8AART|9DUR|aMDPS
488	31133 33555	   	181.40	DCR|2DMG|1VULN|1AART|1CDMG|1DUR	1CDMG|2DMSP|35LHND|45DMG|5BPWR|6AART|7DUR|8VULN|9DUST|aRCR
489	51131 52131	   	181.39	DCR|2VULN|1MDPS|1AART|2CDMG|1ZMB	19DUST|29VULN|3AART|4MDPS|5ZMB|6RCR|7TLV|89CDMG|9BPWR|aLWND
490	51131 52133	   	181.39	DCR|2VULN|1MDPS|1AART|2CDMG|1ZMB	19DUST|29VULN|3AART|4MDPS|5ZMB|6RCR|7TLV|89CDMG|9BPWR|aFEWX
491	51131 52135	   	181.39	DCR|2VULN|1MDPS|1AART|2CDMG|1ZMB	19DUST|29VULN|3AART|4MDPS|5ZMB|6RCR|7TLV|89CDMG|9BPWR|aLIT
492	51131 52136	   	181.39	DCR|2VULN|1MDPS|1AART|2CDMG|1ZMB	19DUST|29VULN|3AART|4MDPS|5ZMB|6RCR|7TLV|89CDMG|9BPWR|aRPLT
493	33115 34512	   	181.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1CDMG|28LHND|3VULN|4AAC|5LEGI|6AART|7RCR|9DMG|aASPD
494	35531 31352	 * 	181.37	ACR|2VULN|3ZMB|1AART|2CDMG|1DUR	17CDMG|2RCR|37aZMB|4DUR|5TLV|67VULN|7BPWR|8AART|9MULARM
495	35331 31322	   	181.34	ACR|2VULN|2ASPD|1AART|2CDMG	17CDMG|2RCR|37LWND|4aASPD|5TLV|67VULN|7BPWR|8AART|9BEXP
496	35331 31342	   	181.34	ACR|2VULN|2ASPD|1AART|2CDMG	17CDMG|2RCR|37LWND|4aASPD|5TLV|67VULN|7BPWR|8AART|9FEWX
497	35631 11226	   	181.34	ACR|3VULN|2CDMG|1ASPD|1NUKE	17CDMG|2RCR|3FEWX|478VULN|5RMIN|67CGEN|7BPWR|9ASPD|aNUKE
498	21151 14322	   	181.33	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1SELL	1FEWX|2VULN|3AART|4DMG|5SELL|6LHND|7RCR|8ASPD|9BEXP|aCDMG
499	22321 25315	   	181.30	DCR|2DMG|1VULN|1AART|1CDMG|1AAC|1DUR	1FEWX|2AAC|3AART|49DMG|5VULN|6CDMG|7DUR|8RMIN|aRCR
500	31333 61625	   	181.30	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2DMSP|35DUST|45DMG|5BPWR|6DUR|7VULN|8AART|9BEXP|aRCR
501	31635 21215	   	181.30	DCR|2DMG|1VULN|1AART|1CDMG|1DUR	1CDMG|2DMSP|3FEWX|49DMG|5AART|6DUR|7VULN|8DUST|aRCR
502	32335 21215	   	181.30	DCR|2DMG|1AART|1VULN|1CDMG|1AAC|1DUR	1CDMG|2AAC|3CGEN|49DMG|5AART|6DUR|7VULN|8BEXP|aRCR
503	51131 52132	   	181.29	DCR|2VULN|1MDPS|1AART|2CDMG|1ZMB|1SELL	19DUST|29VULN|3AART|4MDPS|5ZMB|6RCR|7TLV|89CDMG|9BPWR|aSELL
504	35136 11116	   	181.24	ACR|3VULN|2CDMG|1ASPD|1NUKE|1AAC	17CDMG|2RCR|379VULN|4ASPD|5FEWX|67CGEN|7BPWR|8AAC|aNUKE
505	35136 11216	   	181.24	ACR|3VULN|2CDMG|1ASPD|1NUKE	17CDMG|2RCR|378VULN|4ASPD|5FEWX|67CGEN|7BPWR|9TLV|aNUKE
506	21151 24521	   	181.23	DCR|3VULN|1AART|1DMG|1SELL	1FEWX|27aVULN|3AART|4DMG|5SELL|6VENFST|8RCR|9RPLT
507	21162 11226	   	181.23	DCR|3VULN|1AART|1ASPD|1SELL	1FEWX|29aVULN|3AART|4SELL|5BEXP|6ASPD|7BELT|8RCR
508	34321 13177	   	181.23	DCR|2VULN|2DMG|2CDMG	1aCDMG|23CGEN|4aDMG|5FEWX|6LHND|7MBVNT|8RCR|9aVULN|aBPWR
509	52321 25315	   	181.20	DCR|2DMG|1VULN|1AART|1CDMG|1AAC|1DUR	1DUST|2AAC|3AART|49DMG|5VULN|6CDMG|7DUR|8RMIN|aRCR
510	32335 31315	   	181.20	DCR|2DMG|1AART|1VULN|1CDMG|1AAC|1DUR	1CDMG|2AAC|3CGEN|49DMG|5AART|6DUST|7VULN|8DUR|aRCR
511	32415 21215	   	181.20	DCR|2DMG|1VULN|1AART|1CDMG|1AAC|1DUR	1CDMG|2AAC|39DMG|4AME|5AART|6DUR|7VULN|8DUST|aRCR
512	21151 22521	   	181.18	DCR|2VULN|2DMG|1AART|1SELL	17FEWX|2aVULN|3AART|47DMG|5SELL|67VENFST|7BPWR|8RCR|9RPLT
513	21131 51162	   	181.17	DCR|1MDPS|1VULN|1AART|2CDMG|1ASPD|1ZMB	1FEWX|2VULN|3AART|4MDPS|5ZMB|6RCR|7ASPD|8aCDMG|9DMSP
514	21131 55352	   	181.17	DCR|1MDPS|1AART|1VULN|2CDMG|1ASPD|1ZMB	1FEWX|2VULN|3AART|4MDPS|5ZMB|6RCR|7LHND|8ASPD|9aCDMG
515	35131 11322	   	181.14	ACR|2VULN|2ASPD|1AART|2CDMG	17CDMG|2RCR|37VULN|4aASPD|5TLV|67DUST|7BPWR|8AART|9BEXP
516	35131 11342	   	181.14	ACR|2VULN|2ASPD|1AART|2CDMG	17CDMG|2RCR|37VULN|4aASPD|5TLV|67DUST|7BPWR|8AART|9FEWX
517	35331 31214	   	181.14	ACR|3VULN|2CDMG|1ASPD|1DMG	17CDMG|2RCR|37LWND|4ASPD|59TLV|678VULN|7BPWR|aDMG
518	21166 11226	   	181.13	DCR|3VULN|1AART|1ASPD|1SELL	1FEWX|29aVULN|3AART|4SELL|5DUST|6ASPD|7BELT|8RCR
519	33151 33515	 * 	181.13	DCR|3VULN|2CDMG|1DMG|1SELL	19CDMG|2LHND|34aVULN|5SELL|6DMG|7RCVC|8RCR
520	51162 11226	   	181.13	DCR|3VULN|1AART|1ASPD|1SELL	1DUST|29aVULN|3AART|4SELL|5BEXP|6ASPD|7BELT|8RCR
521	51163 11226	   	181.13	DCR|3VULN|1AART|1ASPD|1SELL	1DUST|29aVULN|3AART|4SELL|5FEWX|6ASPD|7BELT|8RCR
522	21131 54533	   	181.09	DCR|2VULN|1MDPS|1AART|1ASPD|2ZMB	1FEWX|2aVULN|3AART|4MDPS|58ZMB|6RCR|7RPLT|9ASPD
523	51131 51162	   	181.07	DCR|1MDPS|1VULN|1AART|2CDMG|1ASPD|1ZMB	1DUST|2VULN|3AART|4MDPS|5ZMB|6RCR|7ASPD|8aCDMG|9DMSP
524	35131 32224	   	181.04	ACR|3VULN|2CDMG|1ASPD|1DMG	19CDMG|2RCR|368VULN|4ASPD|5TLV|7LHND|aDMG
525	35131 35224	   	181.04	ACR|3VULN|2CDMG|1ASPD|1DMG	19CDMG|2RCR|368VULN|4ASPD|5TLV|7LWND|aDMG
526	35331 36224	   	181.04	ACR|3VULN|2CDMG|1ASPD|1DMG	19CDMG|2RCR|3LWND|4ASPD|5TLV|678VULN|aDMG
527	35135 22112	   	181.02	ACR|2ASPD|1AART|2CDMG|1VULN|1NUKE	17CDMG|2RCR|3VULN|47ASPD|5AART|67VENFST|7BPWR|8CGEN|9NUKE|aTLV
528	35135 22113	   	181.02	ACR|2ASPD|1AART|2CDMG|1VULN|1NUKE	17CDMG|2RCR|3VULN|47ASPD|5AART|67VENFST|7BPWR|8aCGEN|9NUKE
529	35135 22114	   	181.02	ACR|2ASPD|1AART|2CDMG|1VULN|1NUKE|1DUR	17CDMG|2RCR|3VULN|47ASPD|5AART|67VENFST|7BPWR|8CGEN|9NUKE|aDUR
530	35135 22115	   	181.02	ACR|2ASPD|1AART|1VULN|2CDMG|1NUKE	17CDMG|2RCR|3VULN|47ASPD|5AART|67VENFST|7BPWR|8CGEN|9NUKE|aLHND
531	35135 22116	 * 	181.02	ACR|2AART|2ASPD|2CDMG|1VULN|1NUKE	17CDMG|2RCR|3VULN|47ASPD|5aAART|67VENFST|7BPWR|8CGEN|9NUKE
532	51131 51621	   	180.99	DCR|2VULN|1MDPS|1AART|1ASPD|2ZMB	1DUST|28VULN|3AART|4MDPS|59ZMB|6RCR|7ASPD|aBEXP
533	51131 51622	   	180.99	DCR|2VULN|1MDPS|1AART|1ASPD|2ZMB	1DUST|28VULN|3AART|4MDPS|59ZMB|6RCR|7ASPD|aLWND
534	51151 22521	   	180.98	DCR|2VULN|2DMG|1AART|1SELL	17DUST|2aVULN|3AART|47DMG|5SELL|67VENFST|7BPWR|8RCR|9RPLT
535	35131 11214	   	180.94	ACR|3VULN|2CDMG|1ASPD|1DMG	17CDMG|2RCR|378VULN|4ASPD|59TLV|67DUST|7BPWR|aDMG
536	35131 16224	   	180.94	ACR|3VULN|2CDMG|1ASPD|1DMG	19CDMG|2RCR|378VULN|4ASPD|5TLV|6DUST|aDMG
537	35131 51233	   	180.94	ACR|3VULN|1MDPS|2CDMG|1ASPD|2DUR	17CDMG|2RCR|378VULN|4ASPD|5TLV|67DUR|7BPWR|9BEXP|aMDPS
538	21141 35622	   	180.92	DCR|2VULN|2AART|1ZMB|1SPLREG	15FEWX|2aVULN|38AART|4SPLREG|6RCR|7RCVC|9ZMB
539	21143 35622	   	180.92	DCR|2VULN|2AART|1ZMB|1SPLREG	1FEWX|2aVULN|38AART|4SPLREG|57RCVC|6RCR|9ZMB
540	35131 36324	   	180.80	ACR|2VULN|2DMG|2CDMG|1ASPD	19CDMG|2RCR|36VULN|4ASPD|5TLV|7aDMG|8CGEN
541	35131 41324	   	180.80	ACR|2VULN|2DMG|2CDMG|1ASPD	19CDMG|2RCR|37VULN|4ASPD|5TLV|6aDMG|8CGEN
542	35131 21614	   	180.80	ACR|2VULN|2DMG|2CDMG|1ASPD	18CDMG|2RCR|37VULN|4ASPD|5TLV|6CGEN|9aDMG
543	21141 35241	   	180.78	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1SPLREG	15FEWX|2VULN|3AART|4SPLREG|6RCR|7RCVC|8DMG|9CDMG|aZMB
544	21141 36341	   	180.78	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1SPLREG	15FEWX|2VULN|3AART|4SPLREG|6RCR|7DMG|8AELBLL|9CDMG|aZMB
545	21143 35241	   	180.78	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1SPLREG	1FEWX|2VULN|3AART|4SPLREG|57RCVC|6RCR|8DMG|9CDMG|aZMB
546	21143 36341	   	180.78	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1SPLREG	1FEWX|2VULN|3AART|4SPLREG|5RCVC|6RCR|7DMG|8AELBLL|9CDMG|aZMB
547	35132 11315	   	180.77	ACR|2VULN|1AART|2CDMG|1ASPD|2DUR	17CDMG|2RCR|37VULN|4ASPD|5LHND|67CGEN|7BPWR|8AART|9aDUR
548	35133 11315	   	180.77	ACR|2VULN|1AART|2CDMG|1ASPD|2DUR	17CDMG|2RCR|37VULN|4ASPD|5LWND|67CGEN|7BPWR|8AART|9aDUR
549	35136 11315	   	180.77	ACR|2VULN|1AART|2CDMG|1ASPD|2DUR	17CDMG|2RCR|37VULN|4ASPD|5FEWX|67CGEN|7BPWR|8AART|9aDUR
550	35512 31322	   	180.77	ACR|2VULN|1AART|2CDMG|1ASPD|2ZMB	17CDMG|2RCR|37ZMB|4MLV|5LHND|67VULN|7BPWR|8AART|9BEXP|aASPD
551	35512 31342	   	180.77	ACR|2VULN|1AART|2CDMG|1ASPD|2ZMB	17CDMG|2RCR|37ZMB|4MLV|5LHND|67VULN|7BPWR|8AART|9FEWX|aASPD
552	35513 31322	   	180.77	ACR|2VULN|1AART|2CDMG|1ASPD|2ZMB	17CDMG|2RCR|37ZMB|4MLV|5LWND|67VULN|7BPWR|8AART|9BEXP|aASPD
553	35513 31342	   	180.77	ACR|2VULN|1AART|2CDMG|1ASPD|2ZMB	17CDMG|2RCR|37ZMB|4MLV|5LWND|67VULN|7BPWR|8AART|9FEWX|aASPD
554	35131 43224	   	180.70	ACR|2VULN|2DMG|2CDMG|1ASPD	19CDMG|2RCR|38VULN|4ASPD|5TLV|6aDMG|7ERES
555	21141 36242	   	180.68	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1SPLREG	15FEWX|2VULN|3AART|4SPLREG|6RCR|7DMG|8ERES|9CDMG|aZMB
556	21143 36242	   	180.68	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1SPLREG	1FEWX|2VULN|3AART|4SPLREG|5RCVC|6RCR|7DMG|8ERES|9CDMG|aZMB
557	35131 51326	   	180.67	ACR|2VULN|1AART|2CDMG|1ASPD|2DUR	17CDMG|2RCR|37VULN|4ASPD|5TLV|67DUR|7BPWR|8AART|9BEXP|aAME
558	35131 51336	   	180.67	ACR|2VULN|1AART|2CDMG|1ASPD|2DUR	17CDMG|2RCR|37VULN|4ASPD|5TLV|67DUR|7BPWR|8AART|9LHND|aAME
559	35331 31315	   	180.67	ACR|2VULN|1AART|2CDMG|1ASPD|2DUR	17CDMG|2RCR|37LWND|4ASPD|5TLV|67VULN|7BPWR|8AART|9aDUR
560	35521 31322	   	180.67	ACR|2VULN|1AART|2CDMG|1ASPD|2ZMB	17CDMG|2RCR|37ZMB|4LWND|5TLV|67VULN|7BPWR|8AART|9BEXP|aASPD
561	35521 31342	   	180.67	ACR|2VULN|1AART|2CDMG|1ASPD|2ZMB	17CDMG|2RCR|37ZMB|4LWND|5TLV|67VULN|7BPWR|8AART|9FEWX|aASPD
562	35131 51321	   	180.57	ACR|2VULN|1AART|2CDMG|1ASPD|2DUR	17CDMG|2RCR|37VULN|4ASPD|5TLV|67DUR|7BPWR|8AART|9BEXP|aCANSTR
563	35131 51323	   	180.57	ACR|2VULN|1AART|2CDMG|1ASPD|2DUR	17CDMG|2RCR|37VULN|4ASPD|5TLV|67DUR|7BPWR|8AART|9BEXP|aERES
564	35131 51331	   	180.57	ACR|2VULN|1AART|2CDMG|1ASPD|2DUR	17CDMG|2RCR|37VULN|4ASPD|5TLV|67DUR|7BPWR|8AART|9LHND|aCANSTR
565	35131 51333	   	180.57	ACR|2VULN|2CDMG|1AART|1ASPD|2DUR	17CDMG|2RCR|37VULN|4ASPD|5TLV|67DUR|7BPWR|8AART|9LHND|aERES
566	35131 51341	   	180.57	ACR|2VULN|1AART|2CDMG|1ASPD|2DUR	17CDMG|2RCR|37VULN|4ASPD|5TLV|67DUR|7BPWR|8AART|9FEWX|aCANSTR
567	35131 51343	   	180.57	ACR|2VULN|1AART|2CDMG|1ASPD|2DUR	17CDMG|2RCR|37VULN|4ASPD|5TLV|67DUR|7BPWR|8AART|9FEWX|aERES
568	35131 51353	   	180.57	ACR|2VULN|1AART|2CDMG|1ASPD|2DUR	17CDMG|2RCR|37VULN|4ASPD|5TLV|67DUR|7BPWR|8AART|9MULARM|aLEGI
569	33134 44211	   	180.48	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2LHND|38VULN|4DUR|5RPLT|6DMG|7ASPD|9FEWX|aRCR
570	33134 44231	   	180.48	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2LHND|38VULN|4DUR|5RPLT|6DMG|7ASPD|9LWND|aRCR
571	35131 11315	   	180.47	ACR|2VULN|1AART|2CDMG|1ASPD|2DUR	17CDMG|2RCR|37VULN|4ASPD|5TLV|67DUST|7BPWR|8AART|9aDUR
572	35132 32224	   	180.43	ACR|2VULN|2ASPD|1DMG|1CDMG|1ZMB	1CDMG|2RCR|38VULN|49ASPD|5LHND|6DMSP|7ZMB|aDMG
573	35132 42224	   	180.43	ACR|2VULN|2ASPD|1DMG|1CDMG|1ZMB	1CDMG|2RCR|38VULN|49ASPD|5LHND|6RCVC|7ZMB|aDMG
574	35133 32224	   	180.43	ACR|2VULN|2ASPD|1DMG|1CDMG|1ZMB	1CDMG|2RCR|38VULN|49ASPD|5LWND|6DMSP|7ZMB|aDMG
575	35133 42224	   	180.43	ACR|2VULN|2ASPD|1DMG|1CDMG|1ZMB	1CDMG|2RCR|38VULN|49ASPD|5LWND|6RCVC|7ZMB|aDMG
576	35134 12224	   	180.43	ACR|2VULN|2ASPD|1DMG|1CDMG|1ZMB	1CDMG|2RCR|38VULN|49ASPD|5RCVC|6BEXP|7ZMB|aDMG
577	33133 36426	   	180.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2LHND|36VULN|4DUR|5DUST|7DMG|8BEXP|9ASPD|aRCR
578	32542 21511	   	180.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR	1CDMG|2AAC|3DUR|4ASPD|56CGEN|78VULN|9DMG|aRCR
579	33625 32126	   	180.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2LHND|3BEXP|4LEGI|5DUR|68VULN|7DMG|9ASPD|aRCR
580	33643 32126	   	180.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2LHND|3BEXP|4DUR|5DUST|68VULN|7DMG|9ASPD|aRCR
581	21133 22215	   	180.18	DCR|2VULN|1MDPS|1AART|1ASPD|1ZMB|1DUR	1FEWX|26VULN|3AART|4MDPS|5BEXP|7ZMB|8DUR|9RCR|aASPD
582	31522 61633	   	180.18	DCR|2VULN|2CDMG|1DMG|1ZMB|1DUR	18CDMG|2DMSP|3ZMB|4DMG|5CGEN|6DUR|7aVULN|9RCR
583	32352 21511	   	180.18	DCR|3VULN|1DMG|1CDMG|1AAC|1ZMB	1CDMG|2AAC|3CGEN|478VULN|5LHND|6ZMB|9DMG|aRCR
584	32353 21511	   	180.18	DCR|3VULN|1DMG|1CDMG|1AAC|1ZMB	1CDMG|2AAC|3CGEN|478VULN|5LWND|6ZMB|9DMG|aRCR
585	32452 61333	   	180.15	DCR|3VULN|1DMG|1CDMG|1AAC|1DUR	1CDMG|2AAC|3DMG|47aVULN|58CGEN|6DUR|9RCR
586	32432 21533	   	180.15	DCR|3VULN|1DMG|1CDMG|1AAC|1DUR	1CDMG|2AAC|3DMG|4DUR|56CGEN|78aVULN|9RCR
587	34433 21533	   	180.15	DCR|3VULN|1DMG|1CDMG|1AAC|1DUR	1CDMG|26CGEN|3DMG|4DUR|5AAC|78aVULN|9RCR
588	32453 52121	   	180.14	DCR|2ASPD|1VULN|1DMG|1CDMG|1AAC|1ZMB	1CDMG|2AAC|3DMG|4VULN|5ZMB|6aASPD|7LHND|8RCR|9BASFIG
589	21134 22215	   	180.08	DCR|2VULN|1MDPS|1AART|1ASPD|1ZMB|1DUR	1FEWX|26VULN|3AART|4MDPS|5DUST|7ZMB|8DUR|9RCR|aASPD
590	51132 22215	   	180.08	DCR|2VULN|1MDPS|1AART|1ASPD|1ZMB|1DUR	1DUST|26VULN|3AART|4MDPS|5FEWX|7ZMB|8DUR|9RCR|aASPD
591	51136 22215	   	180.08	DCR|2VULN|1MDPS|1AART|1ASPD|1ZMB|1DUR	1DUST|26VULN|3AART|4MDPS|5LWND|7ZMB|8DUR|9RCR|aASPD
592	32152 21511	   	180.08	DCR|3VULN|1DMG|1CDMG|1AAC|1ZMB	1CDMG|2AAC|3ERES|478VULN|5LHND|6ZMB|9DMG|aRCR
593	32153 21511	   	180.08	DCR|3VULN|1DMG|1CDMG|1AAC|1ZMB	1CDMG|2AAC|3ERES|478VULN|5LWND|6ZMB|9DMG|aRCR
594	32355 21511	   	180.08	DCR|3VULN|1DMG|1CDMG|1AAC|1ZMB	1CDMG|2AAC|3CGEN|478VULN|5DUST|6ZMB|9DMG|aRCR
595	23351 23525	   	180.06	DCR|2ASPD|1AART|1VULN|1CDMG|1ZMB	1FEWX|2CGEN|3AART|47ASPD|5VULN|6CDMG|8ZMB|9BEXP|aRCR
596	21131 51643	   	180.02	DCR|1MDPS|2ASPD|1VULN|1AART|1ZMB|1DUR	19FEWX|2VULN|3AART|4MDPS|5ZMB|6RCR|78ASPD|aDUR
597	21131 53345	   	180.02	DCR|1MDPS|2ASPD|1AART|1VULN|1ZMB|1DUR	1FEWX|2VULN|3AART|4MDPS|5ZMB|6RCR|7DUR|8aASPD|9CGEN
598	21141 42512	   	180.00	DCR|1VULN|1AART|1DMG|1CDMG|2ZMB|1SPLREG	15FEWX|2VULN|3AART|4SPLREG|6DMG|7CDMG|8RCR|9aZMB
599	21143 42512	   	180.00	DCR|1VULN|1AART|1DMG|1CDMG|2ZMB|1SPLREG	1FEWX|2VULN|3AART|4SPLREG|5RCVC|6DMG|7CDMG|8RCR|9aZMB
600	32155 21511	   	179.98	DCR|3VULN|1DMG|1CDMG|1AAC|1ZMB	1CDMG|2AAC|3ERES|478VULN|5DUST|6ZMB|9DMG|aRCR
601	21131 53325	   	179.92	DCR|1MDPS|2ASPD|1VULN|1AART|1ZMB|1DUR	1FEWX|2VULN|3AART|4MDPS|5ZMB|6RCR|7DUR|8aASPD|9ERES
