0	Index      	 *	Score 	Summary	Detail	
1	36426 31332	 * 	213.44	DCR|3VULN|2ASPD|1AART|2DUR	12aVULN|3aDUR|489LIT|5AART|6RCR|7aASPD|aBPWR
485	31124 31154	   	186.06	DCR|2VULN|2ASPD|1AART|1DUR	19VULN|2LHND|35ASPD|4AART|6CANARM|7RMIN|8RCR|aDUR
486	32122 26633	   	186.06	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	19VULN|2FEWX|3ASPD|4AART|5RCVC|6RMIN|7MDPS|8RCR|aDMG
487	32122 46633	   	186.06	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	19VULN|2FEWX|3ASPD|4AART|5RCVC|6MLV|7MDPS|8RCR|aDMG
488	31426 42212	   	186.06	DCR|3VULN|3AART	179VULN|2LHND|3RCVC|4LIT|56aAART|8RCR
489	35113 35213	   	185.99	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	15VULN|24DUST|3ASPD|6AART|7CDMG|8LIT|9RCR|aDUR
490	36255 13313	   	185.99	DCR|3VULN|1AART|1CDMG|1ZMB	12aVULN|36LIT|4AART|5CDMG|7ZMB|8LHND|9RCR
491	31124 33154	   	185.96	DCR|2VULN|2ASPD|1AART|1DUR	19VULN|2LHND|35ASPD|4AART|6CANARM|7TLV|8RCR|aDUR
492	35123 12562	   	185.90	DCR|2VULN|1MDPS|2ASPD|1CDMG|1DUR	15VULN|2DUST|36ASPD|4AELBLL|7DUR|8CDMG|9RCR|aMDPS
493	36613 32531	 * 	185.82	ACR|5VULN|1AART|3DUR|1AAC	1259aVULN|3AAC|4RCR|68aDUR|7AART|aBPWR
494	35113 12562	   	185.80	DCR|2VULN|1MDPS|2ASPD|1CDMG|1DUR	15VULN|24DUST|36ASPD|7DUR|8CDMG|9RCR|aMDPS
495	36254 22222	   	185.79	DCR|3VULN|2AART|1DUR	127VULN|3LIT|45AART|6DUR|8RCR|9AME|aCGEN
496	36254 22223	   	185.79	DCR|3VULN|2AART|1DUR	127VULN|3LIT|45AART|6DUR|8RCR|9AME|aLHND
497	36254 22231	   	185.79	DCR|3VULN|2AART|1DUR	127VULN|3LIT|45AART|6DUR|8RCR|9FEWX|aSPLJET
498	36254 22232	   	185.79	DCR|3VULN|2AART|1DUR	127VULN|3LIT|45AART|6DUR|8RCR|9FEWX|aDMSP
499	31534 63333	   	185.78	DCR|3VULN|1AART|1DMG|1DUR	167VULN|2LHND|3AART|4BEXP|5MLV|8DMG|9DUR|aRCR
500	62622 25331	   	185.73	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1RCVC|2ASPD|3VULN|48LIT|5CDMG|6DMG|7RCR|9RPLT|aAART
501	31125 66132	   	185.70	DCR|2VULN|1AART|1ASPD|1DMG	18VULN|2LHND|3ASPD|4AART|5CGEN|6RPLT|7RCR|9DMG|aAME
502	36254 22221	   	185.69	DCR|3VULN|2AART|1DUR	127VULN|3LIT|45AART|6DUR|8RCR|9AME|aLEGI
503	36254 22233	   	185.69	DCR|3VULN|2AART|1DUR	127VULN|3LIT|45AART|6DUR|8RCR|9FEWX|aDUST
504	31133 31336	   	185.68	DCR|3VULN|1AART|1ASPD|1NUKE|1DUR	145VULN|2LHND|3ASPD|6AART|7BEXP|8NUKE|9DUR|aRCR
505	31133 34336	   	185.68	DCR|3VULN|1AART|1ASPD|1NUKE|1DUR	145VULN|2LHND|3ASPD|6AART|7FEWX|8NUKE|9DUR|aRCR
506	31133 36437	   	185.68	DCR|3VULN|1AART|1ASPD|1DUR	145VULN|2LHND|3ASPD|6AART|7MBVNT|8RMIN|9DUR|aRCR
507	32133 36436	   	185.68	DCR|3VULN|1AART|1ASPD|1NUKE|1DUR	145VULN|2FEWX|3ASPD|6AART|7NUKE|8LHND|9DUR|aRCR
508	36633 32326	   	185.68	DCR|3VULN|1AART|1DMG|1AAC|1DUR	125VULN|3AAC|4FEWX|6DUR|7AART|8DMG|9LHND|aRCR
509	35162 23214	 * 	185.68	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1VULN|2DUST|3ASPD|4CDMG|5DUR|6DMG|7MDPS|8LWND|9RCR|aAART
510	35162 22124	   	185.62	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	19VULN|2DUST|3ASPD|4CDMG|57DUR|6DMG|8MULFIG|aRCR
511	31126 66132	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG	18VULN|2LHND|3ASPD|4AART|5ERES|6RPLT|7RCR|9DMG|aAME
512	36212 25336	   	185.60	DCR|2VULN|2CDMG|1ASPD|1DMG	12VULN|38LIT|4ASPD|5aCDMG|6DMG|7RCR|9RPLT
513	36212 25622	   	185.60	DCR|2VULN|2CDMG|1ASPD|1DMG	12VULN|3LIT|4ASPD|58CDMG|6DMG|7RCR|9LWND|aFEWX
514	36212 25623	   	185.60	DCR|2VULN|2CDMG|1ASPD|1DMG	12VULN|3aLIT|4ASPD|58CDMG|6DMG|7RCR|9LWND
515	36212 25632	   	185.60	DCR|2VULN|2CDMG|1ASPD|1DMG	12VULN|3LIT|4ASPD|58CDMG|6DMG|7RCR|9RPLT|aFEWX
516	36212 25633	   	185.60	DCR|2VULN|2CDMG|1ASPD|1DMG	12VULN|3aLIT|4ASPD|58CDMG|6DMG|7RCR|9RPLT
517	31125 66131	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG|1MSE	18VULN|2LHND|3ASPD|4AART|5CGEN|6RPLT|7RCR|9DMG|aMSE
518	31125 66133	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	18VULN|2LHND|3ASPD|4AART|5CGEN|6RPLT|7RCR|9DMG|aSELL
519	36212 25216	   	185.59	DCR|3VULN|1ASPD|1DMG|1CDMG|1AAC	12aVULN|3LIT|4ASPD|5CDMG|6DMG|7RCR|8AAC|9VENFST
520	36126 32111	   	185.57	DCR|3VULN|1AART|1NUKE	128VULN|3aLHND|48LIT|5AART|6RCR|78LWND|8BPWR|9NUKE
521	36126 32112	   	185.57	DCR|3VULN|1AART|1NUKE	128VULN|3LHND|48LIT|5AART|6RCR|78LWND|8BPWR|9NUKE|aDUST
522	36126 32113	   	185.57	DCR|3VULN|1AART|1NUKE	128VULN|3LHND|48LIT|5AART|6RCR|78aLWND|8BPWR|9NUKE
523	36126 32114	   	185.57	DCR|3VULN|1AART|1NUKE	128VULN|3LHND|48LIT|5AART|6RCR|78LWND|8BPWR|9NUKE|aRMIN
524	36126 32116	   	185.57	DCR|3VULN|1AART|1NUKE	128VULN|3LHND|48aLIT|5AART|6RCR|78LWND|8BPWR|9NUKE
525	36126 34111	   	185.57	DCR|3VULN|1AART|1NUKE	128VULN|3aLHND|48LIT|5AART|6RCR|78BEXP|8BPWR|9NUKE
526	36126 34112	   	185.57	DCR|3VULN|1AART|1NUKE	128VULN|3LHND|48LIT|5AART|6RCR|78BEXP|8BPWR|9NUKE|aDUST
527	36126 34113	   	185.57	DCR|3VULN|1AART|1NUKE	128VULN|3LHND|48LIT|5AART|6RCR|78BEXP|8BPWR|9NUKE|aLWND
528	36253 32111	   	185.57	DCR|3VULN|1AART|1NUKE	128VULN|3LIT|4AART|58aLHND|6RCR|78LWND|8BPWR|9NUKE
529	36253 32112	   	185.57	DCR|3VULN|1AART|1NUKE	128VULN|3LIT|4AART|58LHND|6RCR|78LWND|8BPWR|9NUKE|aDUST
530	36253 32113	   	185.57	DCR|3VULN|1AART|1NUKE	128VULN|3LIT|4AART|58LHND|6RCR|78aLWND|8BPWR|9NUKE
531	36253 32114	   	185.57	DCR|3VULN|1AART|1NUKE	128VULN|3LIT|4AART|58LHND|6RCR|78LWND|8BPWR|9NUKE|aRMIN
532	36253 32116	   	185.57	DCR|3VULN|1AART|1NUKE	128VULN|3aLIT|4AART|58LHND|6RCR|78LWND|8BPWR|9NUKE
533	36253 34111	   	185.57	DCR|3VULN|1AART|1NUKE	128VULN|3LIT|4AART|58aLHND|6RCR|78BEXP|8BPWR|9NUKE
534	36253 34112	   	185.57	DCR|3VULN|1AART|1NUKE	128VULN|3LIT|4AART|58LHND|6RCR|78BEXP|8BPWR|9NUKE|aDUST
535	36253 34113	   	185.57	DCR|3VULN|1AART|1NUKE	128VULN|3LIT|4AART|58LHND|6RCR|78BEXP|8BPWR|9NUKE|aLWND
536	36426 12212	   	185.56	DCR|4VULN|1AART|1DUR	1279VULN|3DUR|46LIT|5AART|8RCR|aDMSP
537	36426 12213	   	185.56	DCR|4VULN|1AART|1DUR	1279VULN|3DUR|46LIT|5AART|8RCR|aAME
538	56513 22312	   	185.55	DCR|4VULN|1ASPD|1CDMG|1SELL	1MULFIG|2379VULN|4SELL|5ASPD|6CDMG|8LWND|aRCR
539	31126 66131	   	185.50	DCR|2VULN|1AART|1ASPD|1DMG|1MSE	18VULN|2LHND|3ASPD|4AART|5ERES|6RPLT|7RCR|9DMG|aMSE
540	31126 66133	   	185.50	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	18VULN|2LHND|3ASPD|4AART|5ERES|6RPLT|7RCR|9DMG|aSELL
541	36126 31111	   	185.47	DCR|3VULN|1AART|1ASPD	129VULN|3aLHND|4LIT|5AART|6RCR|7ASPD|8FEWX
542	36126 31113	   	185.47	DCR|3VULN|1AART|1ASPD	129VULN|3LHND|4LIT|5AART|6RCR|7ASPD|8FEWX|aLWND
543	36126 31114	   	185.47	DCR|3VULN|1AART|1ASPD	129VULN|3LHND|4LIT|5AART|6RCR|7ASPD|8FEWX|aRMIN
544	36126 31116	   	185.47	DCR|3VULN|1AART|1ASPD	129VULN|3LHND|4aLIT|5AART|6RCR|7ASPD|8FEWX
545	36126 31143	   	185.47	DCR|3VULN|1AART|1ASPD	12aVULN|3LHND|4LIT|5AART|6RCR|7ASPD|8FEWX|9MLV
546	36126 31162	   	185.47	DCR|3VULN|1AART|1ASPD	12aVULN|3LHND|4LIT|5AART|6RCR|7ASPD|8FEWX|9VENFST
547	36126 31511	   	185.47	DCR|3VULN|1AART|1ASPD	129VULN|3aLHND|4LIT|5AART|6RCR|7ASPD|8LWND
548	36126 31513	   	185.47	DCR|3VULN|1AART|1ASPD	129VULN|3LHND|4LIT|5AART|6RCR|7ASPD|8aLWND
549	36126 32611	   	185.47	DCR|3VULN|1AART|1DMG	129VULN|3aLHND|4LIT|5AART|6RCR|7LWND|8DMG
550	36126 32613	   	185.47	DCR|3VULN|1AART|1DMG	129VULN|3LHND|4LIT|5AART|6RCR|7aLWND|8DMG
551	36253 31111	   	185.47	DCR|3VULN|1AART|1ASPD	129VULN|3LIT|4AART|5aLHND|6RCR|7ASPD|8FEWX
552	36253 31113	   	185.47	DCR|3VULN|1AART|1ASPD	129VULN|3LIT|4AART|5LHND|6RCR|7ASPD|8FEWX|aLWND
553	36253 31114	   	185.47	DCR|3VULN|1AART|1ASPD	129VULN|3LIT|4AART|5LHND|6RCR|7ASPD|8FEWX|aRMIN
554	36253 31116	   	185.47	DCR|3VULN|1AART|1ASPD	129VULN|3aLIT|4AART|5LHND|6RCR|7ASPD|8FEWX
555	36253 31143	   	185.47	DCR|3VULN|1AART|1ASPD	12aVULN|3LIT|4AART|5LHND|6RCR|7ASPD|8FEWX|9MLV
556	36253 31162	   	185.47	DCR|3VULN|1AART|1ASPD	12aVULN|3LIT|4AART|5LHND|6RCR|7ASPD|8FEWX|9VENFST
557	36253 31511	   	185.47	DCR|3VULN|1AART|1ASPD	129VULN|3LIT|4AART|5aLHND|6RCR|7ASPD|8LWND
558	36253 31513	   	185.47	DCR|3VULN|1AART|1ASPD	129VULN|3LIT|4AART|5LHND|6RCR|7ASPD|8aLWND
559	36253 32611	   	185.47	DCR|3VULN|1AART|1DMG	129VULN|3LIT|4AART|5aLHND|6RCR|7LWND|8DMG
560	36253 32613	   	185.47	DCR|3VULN|1AART|1DMG	129VULN|3LIT|4AART|5LHND|6RCR|7aLWND|8DMG
561	36613 31411	   	185.45	ACR|3VULN|1AART|1ASPD|1DMG|1AAC|1DUR	125VULN|3AAC|4RCR|6DUR|7DMG|8ASPD|9LIT|aAART
562	36613 31433	   	185.45	ACR|3VULN|1AART|1ASPD|1DMG|1AAC|1DUR	125VULN|3AAC|4RCR|6DUR|7DMG|8ASPD|9FEWX|aAART
563	36212 25136	   	185.40	DCR|2VULN|2CDMG|1ASPD|1DMG	12VULN|3LIT|4ASPD|5aCDMG|6DMG|7RCR|8DUST|9LEGI
564	36126 31112	   	185.37	DCR|3VULN|1AART|1ASPD	129VULN|3LHND|4LIT|5AART|6RCR|7ASPD|8FEWX|aDUST
565	36126 31512	   	185.37	DCR|3VULN|1AART|1ASPD	129VULN|3LHND|4LIT|5AART|6RCR|7ASPD|8LWND|aDUST
566	36126 32612	   	185.37	DCR|3VULN|1AART|1DMG	129VULN|3LHND|4LIT|5AART|6RCR|7LWND|8DMG|aDUST
567	36126 33253	   	185.37	DCR|3VULN|1AART|1DMG|1AAC	12aVULN|3LHND|4LIT|5AART|6RCR|7AAC|8DMG|9LWND
568	36253 31112	   	185.37	DCR|3VULN|1AART|1ASPD	129VULN|3LIT|4AART|5LHND|6RCR|7ASPD|8FEWX|aDUST
569	36253 31512	   	185.37	DCR|3VULN|1AART|1ASPD	129VULN|3LIT|4AART|5LHND|6RCR|7ASPD|8LWND|aDUST
570	36253 32612	   	185.37	DCR|3VULN|1AART|1DMG	129VULN|3LIT|4AART|5LHND|6RCR|7LWND|8DMG|aDUST
571	36253 33253	   	185.37	DCR|3VULN|1AART|1DMG|1AAC	12aVULN|3LIT|4AART|5LHND|6RCR|7AAC|8DMG|9LWND
572	36212 25212	   	185.35	DCR|2VULN|2DMG|1ASPD|1CDMG|1AAC	12VULN|3LIT|4ASPD|5CDMG|6aDMG|7RCR|8AAC|9VENFST
573	32422 21532	   	185.33	DCR|2VULN|2DMG|1ASPD|1DUR	18VULN|2FEWX|3RCVC|48LWND|5DUR|6MLV|78DMG|8BPWR|9ASPD|aRCR
574	36126 33263	   	185.27	DCR|3VULN|1AART|1DMG|1AAC	12aVULN|3LHND|4LIT|5AART|6RCR|7AAC|8DMG|9LEGI
575	36253 33263	   	185.27	DCR|3VULN|1AART|1DMG|1AAC	12aVULN|3LIT|4AART|5LHND|6RCR|7AAC|8DMG|9LEGI
576	31412 51532	   	185.23	DCR|2VULN|2DMG|1ASPD|1DUR	18VULN|2LHND|3RCVC|48FEWX|5DUR|6ERES|78DMG|8BPWR|9ASPD|aRCR
577	32422 51532	   	185.23	DCR|2VULN|2DMG|1ASPD|1DUR	18VULN|2FEWX|3RCVC|48LWND|5DUR|6ERES|78DMG|8BPWR|9ASPD|aRCR
578	35133 13162	   	185.22	DCR|3VULN|1SPLARM|2ASPD	158VULN|2DUST|36ASPD|4RCVC|7SPLARM|9CGEN|aRCR
579	35133 13132	   	185.12	DCR|3VULN|1SPLARM|2ASPD	158VULN|2DUST|36ASPD|4RCVC|7SPLARM|9ERES|aRCR
580	35133 13412	   	185.12	DCR|3VULN|1SPLARM|2ASPD	159VULN|2DUST|36ASPD|4RCVC|7SPLARM|8ERES|aRCR
581	31426 32162	   	184.99	DCR|3VULN|2AART	189VULN|2LHND|3RCVC|48LIT|5aAART|6RCR|78LWND|8BPWR
582	32161 42621	   	184.91	DCR|1VULN|1ASPD|1DMG|1NUKE|1CDMG|1DUR	1VULN|2FEWX|3ASPD|4CDMG|5DMG|6BEXP|7DUR|8RCR|9RCVC|aNUKE
583	35161 22621	   	184.81	DCR|1VULN|1ASPD|1DMG|1NUKE|1CDMG|1DUR	1VULN|2DUST|3ASPD|4CDMG|5DMG|6FEWX|7DUR|8RCR|9RCVC|aNUKE
584	35426 31223	   	184.75	DCR|2ASPD|1VULN|1AART|1DMG	1VULN|2DUST|3RCVC|4LIT|5AART|6RCR|7aASPD|8DMG|9AME
585	31426 35111	   	184.60	DCR|2VULN|1AART|1NUKE|2DUR	18VULN|2aLHND|3RCVC|48LIT|5AART|6RCR|78DUR|8BPWR|9NUKE
586	31426 35112	   	184.60	DCR|2VULN|1AART|1NUKE|2DUR	18VULN|2LHND|3RCVC|48LIT|5AART|6RCR|78DUR|8BPWR|9NUKE|aDUST
587	31426 35113	   	184.60	DCR|2VULN|1AART|1NUKE|2DUR	18VULN|2LHND|3RCVC|48LIT|5AART|6RCR|78DUR|8BPWR|9NUKE|aLWND
588	31163 22253	   	184.53	DCR|3ASPD|2VULN|1ZMB|1DUR	15VULN|2LHND|389ASPD|4RCVC|6ZMB|7DUR|aRCR
589	32133 21334	   	184.50	DCR|3VULN|1ASPD|1CDMG|1ZMB	145VULN|2FEWX|3ASPD|6ZMB|7MBVNT|8RCR|9CDMG|aRCVC
590	62622 25311	   	184.48	DCR|2ASPD|1VULN|1DMG|1CDMG|1DUR	1RCVC|2aASPD|3VULN|48LIT|5CDMG|6DMG|7RCR|9DUR
591	36212 25225	 * 	184.45	DCR|2VULN|2AAC|1ASPD|1DMG|1CDMG|1DUR	12VULN|3LIT|4ASPD|5CDMG|6DMG|7RCR|8aAAC|9DUR
592	36212 25235	   	184.45	DCR|2VULN|2AAC|1ASPD|1DMG|1CDMG	12VULN|3LIT|4ASPD|5CDMG|6DMG|7RCR|8aAAC|9LHND
593	36212 25261	   	184.45	DCR|2VULN|2AAC|1ASPD|1DMG|1CDMG	12VULN|3LIT|4ASPD|5CDMG|6DMG|7RCR|89AAC|aLWND
594	36212 25262	   	184.45	DCR|2VULN|2AAC|1ASPD|1DMG|1CDMG	12VULN|3LIT|4ASPD|5CDMG|6DMG|7RCR|89AAC|aLHND
595	36212 25263	   	184.45	DCR|2VULN|2AAC|1ASPD|1DMG|1CDMG|1MSE	12VULN|3LIT|4ASPD|5CDMG|6DMG|7RCR|89AAC|aMSE
596	52235 12314	   	184.29	DCR|2VULN|2ASPD|2CDMG|1ZMB	1MULFIG|29CDMG|3AME|4LHND|5RMIN|69ASPD|7ZMB|89VULN|9BPWR|aRCR
597	32144 11336	   	184.29	DCR|2VULN|1MDPS|2ASPD|1AART|1ZMB	17VULN|2FEWX|37ASPD|47LHND|5MDPS|6AART|7BPWR|8LIT|9ZMB|aRCR
598	36353 23432	   	184.28	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	12VULN|3CGEN|4DLOT|5CDMG|6DUR|7ERES|8RCR|9DMG|aASPD
599	32136 53431	   	184.25	DCR|3VULN|1ASPD|1CDMG|1DUR	14aVULN|2FEWX|3ASPD|5BELT|6CDMG|7RCR|8DUR|9CGEN
600	32125 23364	 * 	184.20	DCR|1MDPS|1AART|1VULN|1ASPD|1NUKE|1CDMG	1VULN|2FEWX|3ASPD|4AART|5CGEN|6CDMG|7BELT|8RCR|9MDPS|aNUKE
601	32224 23364	   	184.20	DCR|1MDPS|1AART|1VULN|1ASPD|1NUKE|1CDMG	1VULN|2FEWX|3CGEN|4AART|5ASPD|6CDMG|7BELT|8RCR|9MDPS|aNUKE
602	32125 23424	   	184.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	19VULN|2FEWX|3ASPD|4AART|5CGEN|6CDMG|7BELT|8DUR|aRCR
603	32224 23424	   	184.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	19VULN|2FEWX|3CGEN|4AART|5ASPD|6CDMG|7BELT|8DUR|aRCR
604	35133 41261	   	184.19	DCR|2VULN|1MDPS|2ASPD|1DMG	15VULN|2DUST|38ASPD|4RCVC|6LEGI|7DMG|9RCR|aMDPS
605	31133 21331	   	184.18	DCR|3VULN|1ASPD|1CDMG|1ZMB	145VULN|2LHND|3ASPD|6ZMB|7MBVNT|8RCR|9CDMG|aMLV
606	31133 21333	   	184.18	DCR|3VULN|1ASPD|1CDMG|1ZMB	145VULN|2LHND|3ASPD|6ZMB|7MBVNT|8RCR|9CDMG|aFEWX
607	31133 21334	   	184.18	DCR|3VULN|1ASPD|1CDMG|1ZMB	145VULN|2LHND|3ASPD|6ZMB|7MBVNT|8RCR|9CDMG|aAELBLL
608	31133 21337	   	184.18	DCR|3VULN|1ASPD|1CDMG|1ZMB	145VULN|2LHND|3ASPD|6ZMB|7MBVNT|8RCR|9CDMG|aCGEN
609	31133 21342	   	184.18	DCR|3VULN|1ASPD|1CDMG|1ZMB	145VULN|2LHND|3ASPD|6ZMB|7MBVNT|8RCR|9BEXP|aCDMG
610	32133 21331	   	184.18	DCR|3VULN|1ASPD|1CDMG|1ZMB	145VULN|2FEWX|3ASPD|6ZMB|7MBVNT|8RCR|9CDMG|aMLV
611	32133 21333	   	184.18	DCR|3VULN|1ASPD|1CDMG|1ZMB	145VULN|2aFEWX|3ASPD|6ZMB|7MBVNT|8RCR|9CDMG
612	32133 21337	   	184.18	DCR|3VULN|1ASPD|1CDMG|1ZMB	145VULN|2FEWX|3ASPD|6ZMB|7MBVNT|8RCR|9CDMG|aCGEN
613	32133 21342	   	184.18	DCR|3VULN|1ASPD|1CDMG|1ZMB	145VULN|2FEWX|3ASPD|6ZMB|7MBVNT|8RCR|9BEXP|aCDMG
614	32133 21352	   	184.18	DCR|3VULN|1ASPD|1CDMG|1ZMB	145VULN|2FEWX|3ASPD|6ZMB|7MBVNT|8RCR|9LHND|aCDMG
615	32132 13151	   	184.16	DCR|2VULN|2ASPD|1AART|1DUR	14VULN|26FEWX|38ASPD|5RPLT|7AART|9RCR|aDUR
616	32161 52631	   	184.16	DCR|1VULN|1ASPD|1DMG|1NUKE|1CDMG|1DUR	1VULN|2FEWX|3ASPD|4CDMG|5DMG|69LHND|7DUR|8RCR|aNUKE
617	36613 32313	 * 	184.11	ACR|3VULN|2DMG|1MDPS|1AART|1AAC|1DUR	125VULN|3AAC|4RCR|6DUR|7AART|8aDMG|9MDPS
618	32126 23364	   	184.10	DCR|1MDPS|1VULN|1AART|1ASPD|1NUKE|1CDMG	1VULN|2FEWX|3ASPD|4AART|5ERES|6CDMG|7BELT|8RCR|9MDPS|aNUKE
619	32324 23364	   	184.10	DCR|1MDPS|1VULN|1AART|1ASPD|1NUKE|1CDMG	1VULN|2FEWX|3ERES|4AART|5ASPD|6CDMG|7BELT|8RCR|9MDPS|aNUKE
620	32126 23424	   	184.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	19VULN|2FEWX|3ASPD|4AART|5ERES|6CDMG|7BELT|8DUR|aRCR
621	32324 23424	   	184.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	19VULN|2FEWX|3ERES|4AART|5ASPD|6CDMG|7BELT|8DUR|aRCR
622	31114 11415	   	184.09	DCR|2VULN|1MDPS|2ASPD|1AART|1ZMB	17VULN|2LHND|37ASPD|47DUST|5MDPS|6AART|7BPWR|8FEWX|9ZMB|aRCR
623	31114 11615	   	184.09	DCR|2VULN|1MDPS|2ASPD|1AART|1ZMB	17VULN|2LHND|37ASPD|47DUST|5MDPS|6AART|7BPWR|8LWND|9ZMB|aRCR
624	32114 61215	   	184.09	DCR|2VULN|1MDPS|2ASPD|1AART|1ZMB	17VULN|2FEWX|37ASPD|47DUST|5MDPS|6AART|7BPWR|8LHND|9ZMB|aRCR
625	31133 21336	   	184.08	DCR|3VULN|1ASPD|1CDMG|1ZMB|1MSE	145VULN|2LHND|3ASPD|6ZMB|7MBVNT|8RCR|9CDMG|aMSE
626	31133 21356	   	184.08	DCR|3VULN|1ASPD|1CDMG|1ZMB	145VULN|2LHND|3ASPD|6ZMB|7MBVNT|8RCR|9LEGI|aCDMG
627	32133 21336	   	184.08	DCR|3VULN|1ASPD|1CDMG|1ZMB|1MSE	145VULN|2FEWX|3ASPD|6ZMB|7MBVNT|8RCR|9CDMG|aMSE
628	32133 21362	   	184.08	DCR|3VULN|1ASPD|1CDMG|1ZMB	145VULN|2FEWX|3ASPD|6ZMB|7MBVNT|8RCR|9DUST|aCDMG
629	31133 42366	   	184.06	DCR|3VULN|1ASPD|1DMG|1DUR	145VULN|2LHND|3ASPD|6DMSP|7RMIN|8DUR|9RCR|aDMG
630	31133 52366	   	184.06	DCR|3VULN|1ASPD|1DMG|1DUR	145VULN|26LHND|3ASPD|7RMIN|8DUR|9RCR|aDMG
631	23421 61431	   	184.01	DCR|2AART|1VULN|1DMG|1CDMG|1AAC|1DUR	1ERES|2AAC|35AART|4DUR|6VULN|7CDMG|8RCR|9DMG|aRCVC
632	36213 36247	   	183.99	DCR|3VULN|1ASPD|1DMG|1ZMB	127VULN|3LIT|4ASPD|5CGEN|6ZMB|8MBVNT|9DMG|aRCR
633	31133 21313	   	183.97	DCR|4VULN|1ASPD|1ZMB	145aVULN|2aLHND|3ASPD|6ZMB|7MBVNT|8RCR|9aLIT|aBPWR
634	32133 21313	   	183.97	DCR|4VULN|1ASPD|1ZMB	145aVULN|2aFEWX|3ASPD|6ZMB|7MBVNT|8RCR|9aLIT|aBPWR
635	31633 12166	 * 	183.86	DCR|3VULN|2AAC|1ASPD|1DMG|1DUR	145VULN|2LHND|38AAC|6ASPD|7DUR|9RCR|aDMG
636	31561 43133	   	183.83	DCR|3VULN|1MDPS|1AART|1DMG	179VULN|2LHND|3AART|4MDPS|5RCVC|6BEXP|8RCR|aDMG
637	31555 32111	   	183.81	DCR|2VULN|2AART|1NUKE	18VULN|2aLHND|34AART|58LIT|6RCR|78LWND|8BPWR|9NUKE
638	31555 32112	   	183.81	DCR|2VULN|2AART|1NUKE	18VULN|2LHND|34AART|58LIT|6RCR|78LWND|8BPWR|9NUKE|aDUST
639	31555 32113	   	183.81	DCR|2VULN|2AART|1NUKE	18VULN|2LHND|34AART|58LIT|6RCR|78aLWND|8BPWR|9NUKE
640	32326 41431	   	183.79	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1VULN|2FEWX|3ERES|46AART|5CGEN|7CDMG|8RCR|9DMG|aDUR
641	32133 21384	   	183.77	DCR|4VULN|1ASPD|1ZMB	145aVULN|2FEWX|3ASPD|6ZMB|7MBVNT|8RCR|9RPLT
642	31561 33136	   	183.73	DCR|3VULN|1MDPS|1AART|1DMG	179VULN|2LHND|3AART|4MDPS|5RCVC|6DUST|8RCR|aDMG
643	31555 31111	   	183.71	DCR|2VULN|2AART|1ASPD	19VULN|2aLHND|34AART|5LIT|6RCR|7ASPD|8FEWX
644	31555 31113	   	183.71	DCR|2VULN|2AART|1ASPD	19VULN|2LHND|34AART|5LIT|6RCR|7ASPD|8FEWX|aLWND
645	23421 61433	   	183.69	DCR|2AART|1VULN|1DMG|1CDMG|1AAC|1DUR	1ERES|2AAC|35AART|4DUR|6VULN|7CDMG|8RCR|9DMG|aBEXP
646	31555 31112	   	183.61	DCR|2VULN|2AART|1ASPD	19VULN|2LHND|34AART|5LIT|6RCR|7ASPD|8FEWX|aDUST
647	36126 31432	   	183.61	DCR|2VULN|2AART|1ASPD	12VULN|39LHND|4LIT|5aAART|6RCR|7ASPD|8TLV
648	36253 31432	   	183.61	DCR|2VULN|2AART|1ASPD	12VULN|3LIT|4aAART|59LHND|6RCR|7ASPD|8TLV
649	51513 61333	   	183.60	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	1MULFIG|2MDPS|3BEXP|4DMG|5CGEN|69VULN|7ASPD|8RCR|aAART
650	31123 26633	   	183.60	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	19VULN|2LHND|3ASPD|4AART|5AELBLL|6RMIN|7MDPS|8RCR|aDMG
651	31123 46633	   	183.60	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	19VULN|2LHND|3ASPD|4AART|5AELBLL|6MLV|7MDPS|8RCR|aDMG
652	32132 35336	   	183.60	DCR|2VULN|2CDMG|1ASPD|1DMG	14VULN|27FEWX|3ASPD|5RPLT|69CDMG|8RCR|aDMG
