0	Index      	Bounty	 *	Score 	Summary	Detail	
1	63511 23231	7	 * 	284.23	橙3易伤2时间2等级1伤害2暴击	17等级27暴击3伤害49时间567易伤7序列升级8雷电a核
635	24131 36161	1	   	255.41	橙4易伤1时间1暴击1全技能	1时间2最后敌人3468易伤5全技能7核9暴击a雷电
636	26121 36161	1	   	255.41	橙4易伤1时间1暴击1全技能	1时间2368易伤4低血量敌人5全技能7核9暴击a雷电
637	41121 36161	1	   	255.41	橙4易伤1时间1暴击1全技能	1368易伤2时间4低血量敌人5全技能7核9暴击a雷电
638	42211 36161	4	   	255.41	橙4易伤1时间1暴击1全技能	1468易伤2最后敌人3时间5全技能7核9暴击a雷电
639	42231 36161	3	   	255.41	橙4易伤1时间1暴击1全技能	1468易伤2最后敌人3时间5全技能7核9暴击a雷电
640	41142 63211	1	   	255.35	橙2易伤3伤害3时间	13易伤267时间456伤害6序列升级8加一9核a随机矿
641	41142 63212	1	   	255.35	橙2易伤3伤害3时间	13易伤267时间456伤害6序列升级8加一9核a低血量敌人
642	41142 63231	1	   	255.35	橙2易伤3伤害3时间	13易伤267时间456伤害6序列升级8加一9最后敌人a核
643	41141 62211	1	   	255.35	橙2易伤3伤害3时间	13易伤256时间467伤害6序列升级8加一9核a随机矿
644	41141 62212	1	   	255.35	橙2易伤3伤害3时间	13易伤256时间467伤害6序列升级8加一9核a低血量敌人
645	41141 62231	1	   	255.35	橙2易伤3伤害3时间	13易伤256时间467伤害6序列升级8加一9最后敌人a核
646	22131 56142	2	   	255.29	橙3易伤2时间1等级1暴击1全技能	16时间2最后敌人348易伤5全技能7核9等级a暴击
647	21434 36131	2	   	255.19	橙3易伤2时间1等级1暴击1全技能	15时间2全技能3等级4掉矿689易伤7核a暴击
648	21634 36131	3	   	255.19	橙3易伤2时间1等级1暴击1全技能	15时间2全技能3等级4掉矿689易伤7核a暴击
649	21114 14251	6	   	255.18	紫3易伤3时间2伤害1攻速1全技能	179时间2全技能3金币生成4核57a易伤67伤害7序列升级8攻速
650	25131 51226	2	   	255.07	橙3易伤3时间1等级1全技能	167时间27敌人爆炸347易伤5全技能7序列升级8核9立即金币a等级
651	26142 33225	1	   	255.05	橙3易伤2伤害1等级1时间	1时间237易伤45伤害6随机矿8立即金币9核a等级
652	41142 33225	1	   	255.05	橙3易伤2伤害1等级1时间	137易伤2时间45伤害6随机矿8立即金币9核a等级
653	21614 14123	6	   	254.97	紫3易伤2伤害2时间2全技能1等级	17时间2a全技能3等级4核578易伤67伤害7序列升级9敌人爆炸
654	21623 74436	10	   	254.97	橙3易伤3时间1等级1全技能	16a时间2全技能3等级4加一5a最后敌人79a易伤8核a序列升级
655	21628 34436	10	   	254.97	橙3易伤3时间1等级1全技能	15a时间2全技能3等级4加一6a最后敌人79a易伤8核a序列升级
656	26143 13316	1	   	254.86	橙4易伤1伤害1时间1攻速	1时间2357易伤4伤害6矿等8低血量敌人9攻速a核
657	26143 33316	1	   	254.86	橙4易伤1伤害1时间1攻速	1时间2357易伤4伤害6随机矿8低血量敌人9攻速a核
658	41143 13316	1	   	254.86	橙4易伤1伤害1时间1攻速	1357易伤2时间4伤害6矿等8低血量敌人9攻速a核
659	41143 33316	1	   	254.86	橙4易伤1伤害1时间1攻速	1357易伤2时间4伤害6随机矿8低血量敌人9攻速a核
660	12616 14323	8	   	254.86	橙4易伤1伤害1时间1攻速	1攻速2基地爆炸3时间459a易伤6最后敌人7核8伤害
661	42212 61316	7	   	254.86	橙4易伤1伤害1时间1攻速	1467易伤2最后敌人3时间5金币生成8攻速9伤害a核
662	42212 61316	8	   	254.86	橙4易伤1伤害1时间1攻速	1467易伤2最后敌人3时间5金币生成8攻速9伤害a核
663	42213 61316	7	   	254.86	橙4易伤1伤害1时间1攻速	1467易伤2最后敌人3时间5随机矿8攻速9伤害a核
664	42213 61316	8	   	254.86	橙4易伤1伤害1时间1攻速	1467易伤2最后敌人3时间5随机矿8攻速9伤害a核
665	26123 61315	1	   	254.82	橙4易伤2时间1等级	18时间2368易伤48低血量敌人5平台7双倍矿8序列升级9核a等级
666	41123 61315	1	   	254.82	橙4易伤2时间1等级	1368易伤28时间48低血量敌人5平台7双倍矿8序列升级9核a等级
667	42251 35213	10	   	254.76	橙4易伤2攻速1时间1全技能	157a易伤2a最后敌人3时间4全技能6掉矿8核9a攻速a序列升级
668	41331 35253	10	   	254.75	橙4易伤2伤害1全技能	157a易伤2全技能3最后敌人4挖青6a掉矿8核9a伤害a序列升级
669	63511 21416	6	   	254.72	橙3易伤2等级1伤害1时间1暴击	1a等级2暴击3伤害4时间568易伤7加一9核
670	22132 23325	2	   	254.62	橙4易伤2时间1等级	16时间2最后敌人3478易伤5立即金币9核a等级
671	22134 23325	2	   	254.62	橙4易伤2时间1等级	16时间25最后敌人3478易伤9核a等级
672	24132 23325	1	   	254.62	橙4易伤2时间1等级	16时间2最后敌人3478易伤5立即金币9核a等级
673	24134 23325	1	   	254.62	橙4易伤2时间1等级	16时间25最后敌人3478易伤9核a等级
674	26122 23325	1	   	254.62	橙4易伤2时间1等级	16时间2378易伤4低血量敌人5立即金币9核a等级
675	41122 23325	1	   	254.62	橙4易伤2时间1等级	1378易伤26时间4低血量敌人5立即金币9核a等级
676	42211 23325	5	   	254.62	橙4易伤2时间1等级	1478易伤25最后敌人36时间9核a等级
677	42212 23325	4	   	254.62	橙4易伤2时间1等级	1478易伤2最后敌人36时间5立即金币9核a等级
678	42214 23325	4	   	254.62	橙4易伤2时间1等级	1478易伤25最后敌人36时间9核a等级
679	42215 23325	5	   	254.62	橙4易伤2时间1等级	1478易伤2最后敌人36时间5双倍矿9核a等级
680	42232 23325	3	   	254.62	橙4易伤2时间1等级	1478易伤2最后敌人36时间5立即金币9核a等级
681	42234 23325	3	   	254.62	橙4易伤2时间1等级	1478易伤25最后敌人36时间9核a等级
682	42632 23325	2	   	254.62	橙4易伤2时间1等级	1478易伤2最后敌人36时间5立即金币9核a等级
683	13253 44274	2	   	254.54	橙3易伤2攻速2等级1伤害	18攻速2加一3基地爆炸478易伤58等级6核8序列升级9伤害a雷电
684	13813 44274	4	   	254.54	橙3易伤2攻速2等级1伤害	18攻速2加一3基地爆炸478易伤58等级6核8序列升级9伤害a雷电
685	13853 44274	3	   	254.54	橙3易伤2攻速2等级1伤害	18攻速2加一3基地爆炸478易伤58等级6核8序列升级9伤害a雷电
686	41122 28128	9	   	254.27	橙3易伤2伤害1暴击1全技能	18a易伤2全技能3a金币生成4加一5暴击6雷电7a伤害9核a序列升级
687	43626 33312	9	   	254.24	橙2易伤2伤害3暴击1等级1时间	17易伤2掉矿3立即金币479暴击57伤害6核7序列升级8时间a等级
688	13717 71314	9	   	254.23	橙5易伤1时间1攻速	1攻速2加一3时间45678易伤9敌人爆炸a核
689	13717 71314	8	   	254.23	橙5易伤1时间1攻速	1攻速2加一3时间45678易伤9低血量敌人a核
690	13717 71324	8	   	254.23	橙5易伤1时间1攻速	1攻速2加一3时间45678易伤9最后敌人a核
691	13717 71343	10	   	254.23	橙5易伤1时间1攻速	1攻速2加一3时间45678易伤9核a低血量敌人
692	13717 71343	9	   	254.23	橙5易伤1时间1攻速	1攻速2加一3时间45678易伤9核a基地爆炸
693	13717 71344	9	   	254.23	橙5易伤1时间1攻速	1攻速2加一3时间45678易伤9核a随机矿
694	13717 71344	8	   	254.23	橙5易伤1时间1攻速	1攻速2加一3时间45678易伤9基地爆炸a核
695	13717 71344	10	   	254.23	橙5易伤1时间1攻速	1攻速2加一3时间45678易伤9核a基地爆炸
