0	Index      	 *	Score 	Summary	Detail	
1	51335 62222	 * 	227.68	ACR|1BASARM|2DMG|2BEXP|1AART|1CDMG	1AAC|2RPLT|36DMG|4RCR|5BASARM|7CDMG|89BEXP|aAART
464	23215 31513	   	198.83	ACR|1BASARM|3BEXP|1AART	14AME|2RCR|349BEXP|4BPWR|5AART|6LHND|7BASARM|8RCVC|aDUR
465	23215 31515	   	198.83	ACR|1BASARM|3BEXP|1AART	14AME|2RCR|349BEXP|4BPWR|5AART|6aLHND|7BASARM|8RCVC
466	23215 31516	   	198.83	ACR|1BASARM|3BEXP|1AART	14AME|2RCR|349BEXP|4BPWR|5AART|6LHND|7BASARM|8RCVC|aCGEN
467	61226 22216	   	198.74	ACR|3VULN|2BEXP|1DMG|1AART	1AEFBLL|2RCR|3DMG|46BEXP|57aVULN|8AME|9AART
468	23215 31511	   	198.73	ACR|1BASARM|3BEXP|1AART	14AME|2RCR|349BEXP|4BPWR|5AART|6LHND|7BASARM|8RCVC|aAEFBLL
469	23215 31514	   	198.73	ACR|1BASARM|3BEXP|1AART	14AME|2RCR|349BEXP|4BPWR|5AART|6LHND|7BASARM|8RCVC|aERES
470	12124 22216	   	198.37	ACR|2DMG|1VULN|1ASPD|1CDMG|1BEXP|1AART	1CDMG|28DMG|3ZMB|4DUR|5RCR|6VULN|7ASPD|9BEXP|aAART
471	61343 13336	   	198.35	ACR|3VULN|3DMG|1AAC	1aAEFBLL|2RCR|358VULN|4aLIT|67aDMG|9AAC|aBPWR
472	61225 63311	   	198.35	ACR|2ASPD|1VULN|1DMG|1AART|1BEXP	1AEFBLL|2RCR|3DMG|4BEXP|5AART|6VULN|78ASPD|9LIT|aCGEN
473	61225 63313	   	198.35	ACR|2ASPD|1VULN|1DMG|1AART|1BEXP	1AEFBLL|2RCR|3DMG|4BEXP|5AART|6VULN|78ASPD|9aLIT
474	61225 63331	   	198.35	ACR|2ASPD|1VULN|1DMG|1AART|1BEXP	1AEFBLL|2RCR|3DMG|4BEXP|5AART|6VULN|78ASPD|9DUR|aLWND
475	61225 63332	   	198.35	ACR|2ASPD|1VULN|1DMG|1BEXP|1AART	1AEFBLL|2RCR|3DMG|4BEXP|5AART|6VULN|78ASPD|9aDUR
476	12515 22217	   	198.27	ACR|2DMG|1VULN|1ASPD|1BEXP|1AART|1CDMG	1CDMG|28DMG|3MBVNT|4RMIN|5RCR|6VULN|7ASPD|9BEXP|aAART
477	61225 63132	   	198.25	ACR|2ASPD|1VULN|1DMG|1BEXP|1AART	1AEFBLL|2RCR|3DMG|4BEXP|5AART|6VULN|7aASPD|8MDPS|9BELT
478	61225 63312	   	198.25	ACR|2ASPD|1VULN|1DMG|1AART|1BEXP	1AEFBLL|2RCR|3DMG|4BEXP|5AART|6VULN|78ASPD|9LIT|aMBVNT
479	23423 14263	   	198.25	ACR|2ASPD|1VULN|1DMG|1BEXP|1AART	1AME|2RCR|3MDPS|48ASPD|5LHND|6VULN|7BEXP|9AART|aDMG
480	23425 14233	   	198.25	ACR|2ASPD|1VULN|1DMG|1BEXP|1AART	1AME|2RCR|3MDPS|48ASPD|5DUR|6VULN|7BEXP|9AART|aDMG
481	12525 22217	   	198.17	ACR|2DMG|1VULN|1ASPD|1CDMG|1BEXP|1AART	1CDMG|28DMG|3MBVNT|4AME|5RCR|6VULN|7ASPD|9BEXP|aAART
482	23422 14263	   	198.15	ACR|2ASPD|1VULN|1DMG|1BEXP|1AART	1AME|2RCR|3MDPS|48ASPD|5LEGI|6VULN|7BEXP|9AART|aDMG
483	61531 22341	 * 	198.14	ACR|3VULN|1BASARM|1ASPD|1SELL	1AEFBLL|2RCR|3SELL|4MDPS|569VULN|7ASPD|8BASARM|aRMIN
484	61531 22342	 * 	198.14	ACR|3VULN|1BASARM|1ASPD|1SELL	1AEFBLL|2RCR|3SELL|4MDPS|569VULN|7ASPD|8BASARM|aBELT
485	61221 63521	   	198.11	ACR|2ASPD|2BEXP|1DMG|1AART	1AEFBLL|2RCR|3DMG|48BEXP|5RCVC|6aASPD|7ZMB|9AART
486	61211 32536	   	198.11	ACR|2VULN|2DMG|1ASPD|1BEXP	1AEFBLL|2RCR|3aDMG|4LWND|5RCVC|67VULN|8BEXP|9ASPD
487	61221 53252	   	198.11	ACR|2DMG|2BEXP|1ASPD|1AART	1AEFBLL|2RCR|38DMG|4aBEXP|5RCVC|6DUR|7ASPD|9AART
488	61221 64331	   	198.11	ACR|2DMG|2BEXP|1ASPD|1AART	1AEFBLL|2RCR|38DMG|49BEXP|5RCVC|6ASPD|7AART|aLHND
489	61221 64332	   	198.11	ACR|2DMG|2BEXP|1ASPD|1AART	1AEFBLL|2RCR|38DMG|49BEXP|5RCVC|6ASPD|7AART|aRPLT
490	61221 64333	   	198.11	ACR|2DMG|2BEXP|1ASPD|1AART	1AEFBLL|2RCR|38DMG|49BEXP|5RCVC|6ASPD|7AART|aRMIN
491	61251 34332	   	198.11	ACR|2DMG|2BEXP|1ASPD|1AART	1AEFBLL|2RCR|38DMG|4FEWX|5RCVC|6ASPD|7AART|9aBEXP
492	23215 61116	 * 	198.05	ACR|3BEXP|1VULN|2AART|1DMG	14AME|2RCR|349BEXP|4BPWR|58AART|6VULN|7VENTOX|aDMG
493	23254 33113	   	198.02	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AME|2RCR|3BEXP|46MLV|5ASPD|7LIT|8BASARM|9RPLT|aDMG
494	23221 41431	   	198.02	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AME|2RCR|3BEXP|4DUR|56FEWX|7ASPD|8DMG|9LWND|aBASARM
495	23221 43431	   	198.02	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AME|2RCR|3BEXP|4DUR|56FEWX|7DMG|8ASPD|9LWND|aBASARM
496	23231 11461	   	198.02	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AME|2RCR|3BEXP|46LWND|5FEWX|7ASPD|8DMG|9DUR|aBASARM
497	23231 13461	   	198.02	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AME|2RCR|3BEXP|46LWND|5FEWX|7DMG|8ASPD|9DUR|aBASARM
498	23231 41461	   	198.02	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AME|2RCR|3BEXP|4LWND|56FEWX|7ASPD|8DMG|9DUR|aBASARM
499	23231 43461	   	198.02	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AME|2RCR|3BEXP|4LWND|56FEWX|7DMG|8ASPD|9DUR|aBASARM
500	23242 33115	   	198.02	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AME|2RCR|3BEXP|4LIT|57CGEN|6DMG|8BASARM|9RPLT|aASPD
501	23242 33146	   	198.02	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AME|2RCR|3BEXP|4LIT|579CGEN|6DMG|8BASARM|aASPD
502	23242 33166	   	198.02	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AME|2RCR|3BEXP|49LIT|57CGEN|6DMG|8BASARM|aASPD
503	61124 21431	   	198.02	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AEFBLL|2RCR|3FEWX|4MLV|5DUR|6BEXP|7ASPD|8DMG|9LWND|aBASARM
504	61124 23431	   	198.02	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AEFBLL|2RCR|3FEWX|4MLV|5DUR|6BEXP|7DMG|8ASPD|9LWND|aBASARM
505	61146 11133	   	198.02	ACR|1BASARM|1VULN|1ASPD|1DMG	1AEFBLL|2RCR|35FEWX|45LIT|5BPWR|6DMG|7VULN|8BASARM|9VENFST|aASPD
506	61363 12322	   	198.02	ACR|1BASARM|1VULN|1ASPD|1DMG	1AEFBLL|2RCR|3VULN|45FEWX|6RPLT|7ASPD|8BASARM|9LHND|aDMG
507	61363 12332	   	198.02	ACR|1BASARM|1VULN|1ASPD|1DMG	1AEFBLL|2RCR|3VULN|45FEWX|6RPLT|7ASPD|8BASARM|9DUR|aDMG
508	61221 61521	   	198.01	ACR|2ASPD|2BEXP|1DMG|1AART	1AEFBLL|2RCR|3DMG|48BEXP|5RCVC|6aASPD|7AAC|9AART
509	61221 65321	   	198.01	ACR|2ASPD|2BEXP|1DMG|1AART	1AEFBLL|2RCR|3DMG|47BEXP|5RCVC|6aASPD|8AME|9AART
510	61221 64322	   	198.01	ACR|2DMG|2BEXP|1ASPD|1AART	1AEFBLL|2RCR|38DMG|4aBEXP|5RCVC|6ASPD|7AART|9DUST
511	12515 22138	   	197.98	ACR|1BASARM|1VULN|1ASPD|1DMG|1CDMG	1CDMG|2DMG|3MBVNT|4RMIN|5RCR|6VULN|7ASPD|89LIT|aBASARM
512	52311 42213	 * 	197.96	ACR|3VULN|1BASARM|2AART|1SELL	1AAC|2SELL|38AART|4CGEN|5RCR|69aVULN|7BASARM
513	12548 34132	   	197.94	ACR|3BEXP|2ASPD|1DMG|2CDMG|2SELL	1aCDMG|2DMG|3MBVNT|46aBEXP|5RCR|7aASPD|89SELL|aBPWR
514	23254 13113	   	197.92	ACR|1BASARM|1ASPD|1DMG|1BEXP	16AME|2RCR|3BEXP|4MLV|5ASPD|7LIT|8BASARM|9RPLT|aDMG
515	61223 61331	   	197.92	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AEFBLL|2RCR|3DMG|4BEXP|5LEGI|6ASPD|7CGEN|8DUR|9LWND|aBASARM
516	61253 31341	   	197.92	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AEFBLL|2RCR|3DMG|4FEWX|5LEGI|6ASPD|7CGEN|8DUR|9BEXP|aBASARM
517	23113 41441	   	197.92	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AME|2RCR|3DMSP|4LWND|5DUR|6DUST|7ASPD|8DMG|9BEXP|aBASARM
518	23113 43441	   	197.92	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AME|2RCR|3DMSP|4LWND|5DUR|6DUST|7DMG|8ASPD|9BEXP|aBASARM
519	23116 11441	   	197.92	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AME|2RCR|3DMSP|46LWND|5MDPS|7ASPD|8DMG|9BEXP|aBASARM
520	23116 13441	   	197.92	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AME|2RCR|3DMSP|46LWND|5MDPS|7DMG|8ASPD|9BEXP|aBASARM
521	23123 41431	   	197.92	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AME|2RCR|3DMSP|4BEXP|5DUR|6DUST|7ASPD|8DMG|9LWND|aBASARM
522	23123 43431	   	197.92	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AME|2RCR|3DMSP|4BEXP|5DUR|6DUST|7DMG|8ASPD|9LWND|aBASARM
523	23242 32115	   	197.92	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AME|2RCR|3BEXP|4LIT|5CGEN|6DMG|7AEMAG|8BASARM|9RPLT|aASPD
524	23242 32146	   	197.92	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AME|2RCR|3BEXP|4LIT|59CGEN|6DMG|7AEMAG|8BASARM|aASPD
525	23242 32166	   	197.92	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AME|2RCR|3BEXP|49LIT|5CGEN|6DMG|7AEMAG|8BASARM|aASPD
526	23263 41431	   	197.92	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AME|2RCR|3BEXP|4DMSP|5DUR|6DUST|7ASPD|8DMG|9LWND|aBASARM
527	23263 43431	   	197.92	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AME|2RCR|3BEXP|4DMSP|5DUR|6DUST|7DMG|8ASPD|9LWND|aBASARM
528	61134 21431	   	197.92	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AEFBLL|2RCR|3FEWX|4TLV|5DUR|6BEXP|7ASPD|8DMG|9LWND|aBASARM
529	61134 23431	   	197.92	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AEFBLL|2RCR|3FEWX|4TLV|5DUR|6BEXP|7DMG|8ASPD|9LWND|aBASARM
530	61141 11115	   	197.92	ACR|1BASARM|1VULN|1ASPD|1DMG	1AEFBLL|2RCR|3FEWX|4LIT|5AEMAG|6DMG|7VULN|8BASARM|9RPLT|aASPD
531	61253 21631	   	197.92	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AEFBLL|2RCR|3DMG|4FEWX|5LEGI|6BEXP|7ASPD|8CGEN|9LWND|aBASARM
532	61254 21131	   	197.92	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AEFBLL|2RCR|3DMG|4FEWX|5DUR|6BEXP|7ASPD|8ERES|9LWND|aBASARM
533	61152 12342	   	197.92	ACR|1BASARM|1ASPD|1DMG|1VULN	1AEFBLL|2RCR|3FEWX|4CGEN|5AME|6RPLT|7ASPD|8BASARM|9VULN|aDMG
534	61164 11133	   	197.92	ACR|1BASARM|1VULN|1ASPD|1DMG	1AEFBLL|2RCR|34FEWX|5LIT|6DMG|7VULN|8BASARM|9VENFST|aASPD
535	23512 14113	   	197.90	ACR|1BASARM|2DMG|1BEXP	1AME|2RCR|3LIT|4TLV|5RCVC|6aDMG|7BEXP|8BASARM|9RPLT
536	61214 21423	 * 	197.86	ACR|3DMG|2BEXP|1ASPD	1AEFBLL|2RCR|38aDMG|4LWND|5DUR|6aBEXP|7ASPD|9aFEWX|aBPWR
537	61214 21433	   	197.86	ACR|3DMG|2BEXP|1ASPD	1AEFBLL|2RCR|38aDMG|4LWND|5DUR|6aBEXP|7ASPD|9aLHND|aBPWR
538	52351 42213	 * 	197.86	ACR|3VULN|1BASARM|2AART|1SELL	1AAC|2SELL|38AART|4ERES|5RCR|69aVULN|7BASARM
539	23243 32115	   	197.82	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AME|2RCR|3BEXP|4LIT|5ERES|6DMG|7AEMAG|8BASARM|9RPLT|aASPD
540	61222 53115	   	197.82	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AEFBLL|2RCR|3DMG|4BEXP|5AME|6ERES|7LIT|8BASARM|9RPLT|aASPD
541	61223 16431	   	197.82	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AEFBLL|2RCR|3DMG|4BEXP|5LEGI|6AME|7DUR|8ASPD|9LWND|aBASARM
542	61223 41631	   	197.82	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AEFBLL|2RCR|3DMG|4BEXP|5LEGI|6DUST|7ASPD|8CGEN|9LWND|aBASARM
543	61223 62331	   	197.82	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AEFBLL|2RCR|3DMG|4BEXP|5LEGI|6ASPD|7ERES|8DUR|9LWND|aBASARM
544	61223 66131	   	197.82	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AEFBLL|2RCR|3DMG|4BEXP|5LEGI|6ASPD|7DUR|8ERES|9LWND|aBASARM
545	61224 13431	   	197.82	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AEFBLL|2RCR|3DMG|4BEXP|5DUR|6AME|7DUST|8ASPD|9LWND|aBASARM
546	61224 41131	   	197.82	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AEFBLL|2RCR|3DMG|4BEXP|5DUR|6DUST|7ASPD|8ERES|9LWND|aBASARM
547	61235 12111	   	197.82	ACR|1BASARM|1ASPD|1DMG|1CDMG	1AEFBLL|2RCR|3DMG|4SPLREG|5MDPS|6ASPD|7CGEN|8CDMG|9BASARM|aLWND
548	61235 12112	   	197.82	ACR|1BASARM|1ASPD|1DMG|1CDMG	1AEFBLL|2RCR|3DMG|4SPLREG|5MDPS|6ASPD|7CGEN|8CDMG|9BASARM|aDMSP
549	61235 12113	   	197.82	ACR|1BASARM|1ASPD|1DMG|1CDMG	1AEFBLL|2RCR|3DMG|4SPLREG|5MDPS|6ASPD|7CGEN|8CDMG|9BASARM|aFEWX
550	61235 12114	   	197.82	ACR|1BASARM|1ASPD|1DMG|1CDMG	1AEFBLL|2RCR|3DMG|4SPLREG|5MDPS|6ASPD|7CGEN|8CDMG|9BASARM|aMLV
551	61235 12115	   	197.82	ACR|1BASARM|1ASPD|1DMG|1CDMG	1AEFBLL|2RCR|3DMG|4SPLREG|5MDPS|6ASPD|7CGEN|8CDMG|9BASARM|aRPLT
552	61235 12116	   	197.82	ACR|1BASARM|1ASPD|1DMG|1CDMG	1AEFBLL|2RCR|3DMG|4SPLREG|5MDPS|6ASPD|7CGEN|8CDMG|9BASARM|aRMIN
553	61243 21631	   	197.82	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AEFBLL|2RCR|3DMG|4DUST|5LEGI|6BEXP|7ASPD|8CGEN|9LWND|aBASARM
554	61243 31341	   	197.82	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AEFBLL|2RCR|3DMG|4DUST|5LEGI|6ASPD|7CGEN|8DUR|9BEXP|aBASARM
555	61253 32341	   	197.82	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AEFBLL|2RCR|3DMG|4FEWX|5LEGI|6ASPD|7ERES|8DUR|9BEXP|aBASARM
556	23511 14115	   	197.82	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AME|2RCR|3LIT|4TLV|5AEMAG|6DMG|7BEXP|8BASARM|9RPLT|aASPD
557	23516 22124	   	197.82	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AME|2RCR|3LIT|4TLV|5LWND|6ASPD|7AEFBLL|8BASARM|9BEXP|aDMG
558	23536 22124	   	197.82	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AME|2RCR|3LIT|4ERES|5LWND|6ASPD|7AEMAG|8BASARM|9BEXP|aDMG
559	61132 12342	   	197.82	ACR|1BASARM|1ASPD|1DMG|1VULN	1AEFBLL|2RCR|3FEWX|4TLV|5AME|6RPLT|7ASPD|8BASARM|9VULN|aDMG
560	61141 11133	   	197.82	ACR|1BASARM|1VULN|1ASPD|1DMG	1AEFBLL|2RCR|3FEWX|4LIT|5AEMAG|6DMG|7VULN|8BASARM|9VENFST|aASPD
561	61244 21131	   	197.82	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AEFBLL|2RCR|3DMG|4DUST|5DUR|6BEXP|7ASPD|8ERES|9LWND|aBASARM
562	61253 21131	   	197.82	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AEFBLL|2RCR|3DMG|4FEWX|5LEGI|6BEXP|7ASPD|8ERES|9LWND|aBASARM
563	61253 21161	   	197.82	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AEFBLL|2RCR|3DMG|4FEWX|5LEGI|6BEXP|7ASPD|8ERES|9DUR|aBASARM
564	61253 22431	   	197.82	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AEFBLL|2RCR|3DMG|4FEWX|5LEGI|6BEXP|7ERES|8ASPD|9LWND|aBASARM
565	61632 12342	   	197.82	ACR|1BASARM|1ASPD|1DMG|1VULN	1AEFBLL|2RCR|3DUR|4TLV|5AME|6RPLT|7ASPD|8BASARM|9VULN|aDMG
566	61641 11133	   	197.82	ACR|1BASARM|1VULN|1ASPD|1DMG	1AEFBLL|2RCR|3DUR|4LIT|5AEMAG|6DMG|7VULN|8BASARM|9VENFST|aASPD
567	23512 12124	   	197.80	ACR|1BASARM|2DMG|1BEXP	1AME|2RCR|3LIT|4TLV|5RCVC|6aDMG|7DUST|8BASARM|9BEXP
568	23215 63523	   	197.76	ACR|2VULN|3BEXP|1ASPD|1AART	14AME|2RCR|348BEXP|4BPWR|5AART|6aVULN|7ASPD|9LWND
569	61226 22312	   	197.76	ACR|2VULN|3BEXP|1DMG|1AART	1AEFBLL|2RCR|3DMG|46aBEXP|57VULN|8RMIN|9AART
570	61226 22412	   	197.76	ACR|2VULN|3BEXP|1DMG|1AART	1AEFBLL|2RCR|3DMG|46aBEXP|57VULN|8MLV|9AART
571	23243 32136	   	197.72	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AME|2RCR|3BEXP|4LIT|59ERES|6DMG|7AEMAG|8BASARM|aASPD
572	23431 12322	   	197.72	ACR|1BASARM|1ASPD|1DMG|1CDMG	1AME|2RCR|3MDPS|4CDMG|56ERES|7ASPD|8BASARM|9LHND|aDMG
573	23431 12332	   	197.72	ACR|1BASARM|1ASPD|1DMG|1CDMG	1AME|2RCR|3MDPS|4CDMG|56ERES|7ASPD|8BASARM|9DUR|aDMG
574	61222 53136	   	197.72	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AEFBLL|2RCR|3DMG|4BEXP|5AME|69ERES|7LIT|8BASARM|aASPD
575	61223 13431	   	197.72	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AEFBLL|2RCR|3DMG|4BEXP|5LEGI|6AME|7DUST|8ASPD|9LWND|aBASARM
576	61223 13461	   	197.72	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AEFBLL|2RCR|3DMG|4BEXP|5LEGI|6AME|7DUST|8ASPD|9DUR|aBASARM
577	61223 41131	   	197.72	ACR|1BASARM|1DMG|1ASPD|1BEXP	1AEFBLL|2RCR|3DMG|4BEXP|5LEGI|6DUST|7ASPD|8ERES|9LWND|aBASARM
578	61223 41161	   	197.72	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AEFBLL|2RCR|3DMG|4BEXP|5LEGI|6DUST|7ASPD|8ERES|9DUR|aBASARM
579	61223 42431	   	197.72	ACR|1BASARM|1DMG|1ASPD|1BEXP	1AEFBLL|2RCR|3DMG|4BEXP|5LEGI|6DUST|7ERES|8ASPD|9LWND|aBASARM
580	61235 11111	   	197.72	ACR|1BASARM|1DMG|1ASPD|1CDMG	1AEFBLL|2RCR|3DMG|4SPLREG|5MDPS|6ASPD|7ERES|8CDMG|9BASARM|aLWND
581	61235 11112	   	197.72	ACR|1BASARM|1ASPD|1DMG|1CDMG	1AEFBLL|2RCR|3DMG|4SPLREG|5MDPS|6ASPD|7ERES|8CDMG|9BASARM|aDMSP
582	61235 11113	   	197.72	ACR|1BASARM|1ASPD|1DMG|1CDMG	1AEFBLL|2RCR|3DMG|4SPLREG|5MDPS|6ASPD|7ERES|8CDMG|9BASARM|aFEWX
583	61235 11114	   	197.72	ACR|1BASARM|1ASPD|1DMG|1CDMG	1AEFBLL|2RCR|3DMG|4SPLREG|5MDPS|6ASPD|7ERES|8CDMG|9BASARM|aMLV
584	61235 11115	   	197.72	ACR|1BASARM|1ASPD|1DMG|1CDMG	1AEFBLL|2RCR|3DMG|4SPLREG|5MDPS|6ASPD|7ERES|8CDMG|9BASARM|aRPLT
585	61235 11116	   	197.72	ACR|1BASARM|1ASPD|1DMG|1CDMG	1AEFBLL|2RCR|3DMG|4SPLREG|5MDPS|6ASPD|7ERES|8CDMG|9BASARM|aRMIN
586	61235 14311	   	197.72	ACR|1BASARM|1ASPD|1DMG|1CDMG	1AEFBLL|2RCR|3DMG|4SPLREG|5MDPS|6ASPD|7CDMG|8TLV|9BASARM|aLWND
587	61235 14312	   	197.72	ACR|1BASARM|1ASPD|1DMG|1CDMG	1AEFBLL|2RCR|3DMG|4SPLREG|5MDPS|6ASPD|7CDMG|8TLV|9BASARM|aDMSP
588	61235 14313	   	197.72	ACR|1BASARM|1ASPD|1DMG|1CDMG	1AEFBLL|2RCR|3DMG|4SPLREG|5MDPS|6ASPD|7CDMG|8TLV|9BASARM|aFEWX
589	61243 21131	   	197.72	ACR|1BASARM|1DMG|1ASPD|1BEXP	1AEFBLL|2RCR|3DMG|4DUST|5LEGI|6BEXP|7ASPD|8ERES|9LWND|aBASARM
590	61243 21161	   	197.72	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AEFBLL|2RCR|3DMG|4DUST|5LEGI|6BEXP|7ASPD|8ERES|9DUR|aBASARM
591	61243 22431	   	197.72	ACR|1BASARM|1DMG|1ASPD|1BEXP	1AEFBLL|2RCR|3DMG|4DUST|5LEGI|6BEXP|7ERES|8ASPD|9LWND|aBASARM
592	61243 32341	   	197.72	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AEFBLL|2RCR|3DMG|4DUST|5LEGI|6ASPD|7ERES|8DUR|9BEXP|aBASARM
593	61343 11363	 * 	197.72	ACR|4VULN|1DMG|1ASPD|1BEXP	1AEFBLL|2RCR|3578VULN|4LIT|6DMG|9ASPD|aBEXP
