0	Index      	 *	Score 	Summary	Detail	
1	62342 43713	 * 	217.01	DCR|4VULN|2DMG|2DUR|1ZMB	1589VULN|29DUR|3DLOT|4MBVNT|69DMG|7RCR|9BPWR|aZMB
483	63512 24131	   	187.24	DCR|3ASPD|1VULN|1DMG|1CDMG|1DUR	1VULN|237ASPD|4LIT|5CDMG|6AME|8DUR|9DMG|aRCR
484	53422 34223	   	187.24	DCR|1SPLARM|2VULN|1AART|1ASPD|1NUKE|1CDMG	1NUKE|2DUST|3AART|4SPLARM|5CDMG|68VULN|7TLV|9RCR|aASPD
485	26252 16331	   	187.23	ACR|3VULN|2ASPD|1DMG|2DUR	1RCR|2aDUST|37aVULN|4DMG|56ASPD|8RPLT|9aDUR|aBPWR
486	12112 42261	   	187.21	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1LWND|2DUR|3aDMG|4LHND|5ASPD|6AART|7AME|8VULN|9RCR
487	12112 46261	   	187.21	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1LWND|2DUR|3aDMG|4LHND|5ASPD|6AART|7MLV|8VULN|9RCR
488	12112 51461	   	187.21	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1LWND|2DUR|3aDMG|4LHND|5ASPD|6RMIN|7VULN|8AART|9RCR
489	12112 54261	   	187.21	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1LWND|2DUR|3aDMG|4LHND|5ASPD|6RMIN|7AART|8VULN|9RCR
490	12135 11461	   	187.21	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1LWND|2DUR|3aDMG|4CGEN|5LHND|6ASPD|7VULN|8AART|9RCR
491	12162 42261	   	187.21	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1LWND|2DUR|3aDMG|4BEXP|5ASPD|6AART|7AME|8VULN|9RCR
492	12221 35661	   	187.21	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1LWND|2DUR|3VULN|4BEXP|5AART|6MLV|7ASPD|8aDMG|9RCR
493	12252 42161	   	187.21	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1LWND|2DUR|3VULN|4aDMG|5ASPD|6AART|7AME|8LHND|9RCR
494	12252 42261	   	187.21	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1LWND|2DUR|3VULN|4aDMG|5ASPD|6AART|7AME|8FEWX|9RCR
495	13125 42261	   	187.21	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1LWND|2ASPD|3aDMG|4DUR|5LHND|6AART|7AME|8VULN|9RCR
496	62112 42161	   	187.21	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1VULN|2DUR|3aDMG|4LHND|5ASPD|6AART|7AME|8LWND|9RCR
497	62112 42261	   	187.21	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1VULN|2DUR|3aDMG|4LHND|5ASPD|6AART|7AME|8FEWX|9RCR
498	63231 43312	   	187.21	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1VULN|2ASPD|3MULARM|4DUR|5MLV|6AART|7aDMG|8CGEN|9RCR
499	63126 35233	   	187.20	DCR|1VULN|1AART|1ASPD|1DMG|2DUR|1ZMB	1VULN|2ASPD|3DMG|46DUR|5ZMB|7BEXP|8RCR|9SNIFST|aAART
500	13111 53443	 * 	187.20	DCR|3DMG|2ASPD|1AART	17LWND|27ASPD|37aDMG|4RPLT|5AART|6RMIN|7BPWR|8RCR|9AELBLL
501	62433 33321	   	187.15	DCR|2VULN|2DMG|1CDMG|2DUR	1aVULN|2aDUR|39DUST|4CDMG|5aDMG|6MBVNT|7RMIN|8RCR|aBPWR
502	12112 61461	   	187.11	DCR|2DMG|1VULN|1AART|1ASPD|1AAC|1DUR	1LWND|2DUR|3aDMG|4LHND|5ASPD|6AAC|7VULN|8AART|9RCR
503	12112 64261	   	187.11	DCR|2DMG|1VULN|1AART|1ASPD|1AAC|1DUR	1LWND|2DUR|3aDMG|4LHND|5ASPD|6AAC|7AART|8VULN|9RCR
504	12212 25461	   	187.11	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1LWND|2DUR|3VULN|4AME|5ASPD|6LEGI|7aDMG|8AART|9RCR
505	63131 64332	   	187.11	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1VULN|2ASPD|36DMG|4ERES|5DUR|7LIT|8LWND|9RCR|aAART
506	63231 43212	   	187.11	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1VULN|2ASPD|3MULARM|4DUR|5MLV|6AART|7aDMG|8ERES|9RCR
507	63236 43212	   	187.11	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1VULN|2ASPD|3MULARM|4DUR|5CGEN|6AART|7aDMG|8ERES|9RCR
508	62223 13133	   	187.09	DCR|4VULN|1DMG|2DUR	135aVULN|24DUR|6DMG|7RPLT|8RCR|9AME
509	26251 13431	   	187.07	ACR|2DMG|2ASPD|1VULN|1AART|1ZMB	1RCR|2DUST|3VULN|4aDMG|5ZMB|68ASPD|7MLV|9AART
510	63114 21234	   	187.06	DCR|2VULN|2DMG|1MDPS|1ASPD|2DUR	18VULN|2ASPD|38DMG|4RPLT|5MDPS|68DUR|7MBVNT|8BPWR|9AELBLL|aRCR
511	35135 33311	   	187.03	DCR|4VULN|2DMG	12ERES|26BPWR|3RMIN|4689VULN|56DMG|7RPLT|aRCR
512	62161 11226	   	187.02	DCR|2VULN|1ASPD|1DMG|2DUR|2ZMB	17VULN|29DUR|3DMG|4BEXP|5aZMB|6ASPD|8RCR
