0	Index      	Bounty	 *	Score 	Summary	Detail	
1	34412 35332	9	 * 	277.04	DCR|5VULN|1DMG|1DUR|1CDMG	1BEXP|2345aVULN|6DUR|7CDMG|8DMG|9RCR
599	24412 23263	5	   	247.14	DCR|5VULN|1DMG	1LHND|23459VULN|6BEXP|7DMG|8RCR|aBELT
600	24412 32612	5	   	247.14	DCR|5VULN|1DMG	1LHND|23456VULN|7BELT|8DMG|9CGEN|aRCR
601	24412 32631	5	   	247.14	DCR|5VULN|1DMG	1LHND|23456VULN|7BELT|8DMG|9FEWX|aRCR
602	24413 23126	7	   	247.14	DCR|5VULN|1DMG	1LHND|23489VULN|5RMIN|6RCR|7ZMB|aDMG
603	24413 23126	9	   	247.14	DCR|5VULN|1DMG	1LHND|23489VULN|5RMIN|6RCR|7ZMB|aDMG
604	24413 23126	8	   	247.14	DCR|5VULN|1DMG	1LHND|23489VULN|5RMIN|6RCR|7ZMB|aDMG
605	34412 13262	5	   	247.14	DCR|5VULN|1DMG	1aBEXP|23459VULN|6LHND|7DMG|8RCR
606	34412 13263	5	   	247.14	DCR|5VULN|1DMG	1BEXP|23459VULN|6LHND|7DMG|8RCR|aBELT
607	21434 21126	7	   	247.14	DCR|5VULN|1DMG	1LHND|2LWND|34689VULN|5RCVC|7RCR|aDMG
608	21434 21126	8	   	247.14	DCR|5VULN|1DMG	1LHND|2LWND|34689VULN|5RCVC|7RCR|aDMG
609	21436 21126	7	   	247.14	DCR|5VULN|1DMG	1LHND|25LWND|34689VULN|7RCR|aDMG
610	21436 21126	8	   	247.14	DCR|5VULN|1DMG	1LHND|25LWND|34689VULN|7RCR|aDMG
611	22351 33241	9	   	247.14	DCR|5VULN|1DMG	1LHND|2DMG|36789VULN|4FEWX|5BELT|aRCR
612	22611 33341	9	   	247.14	DCR|5VULN|1DMG	1LHND|2DMG|3BEXP|46789VULN|5BELT|aRCR
613	24411 11126	7	   	247.14	DCR|5VULN|1DMG	1LHND|23489VULN|5LWND|6RCVC|7RCR|aDMG
614	24411 11126	8	   	247.14	DCR|5VULN|1DMG	1LHND|23489VULN|5LWND|6RCVC|7RCR|aDMG
615	24411 31126	7	   	247.14	DCR|5VULN|1DMG	16LHND|23489VULN|5LWND|7RCR|aDMG
616	24411 31126	8	   	247.14	DCR|5VULN|1DMG	16LHND|23489VULN|5LWND|7RCR|aDMG
617	24511 21126	8	   	247.14	DCR|5VULN|1DMG	13LHND|24689VULN|5LWND|7RCR|aDMG
618	24511 21126	7	   	247.14	DCR|5VULN|1DMG	13LHND|24689VULN|5LWND|7RCR|aDMG
619	24611 21126	8	   	247.14	DCR|5VULN|1DMG	1LHND|24689VULN|3CGEN|5MLV|7RCR|aDMG
620	24611 21126	7	   	247.14	DCR|5VULN|1DMG	1LHND|24689VULN|3CGEN|5MLV|7RCR|aDMG
621	24612 21126	7	   	247.14	DCR|5VULN|1DMG	1LHND|24689VULN|3CGEN|5RMIN|7RCR|aDMG
622	24612 21126	9	   	247.14	DCR|5VULN|1DMG	1LHND|24689VULN|3CGEN|5RMIN|7RCR|aDMG
623	24612 21126	8	   	247.14	DCR|5VULN|1DMG	1LHND|24689VULN|3CGEN|5RMIN|7RCR|aDMG
624	26411 33241	9	   	247.14	DCR|5VULN|1DMG	1LHND|2FEWX|36789VULN|4DMG|5BELT|aRCR
625	32211 33341	9	   	247.14	DCR|5VULN|1DMG	1BEXP|2DMG|3LHND|46789VULN|5BELT|aRCR
626	34414 22331	7	   	247.14	DCR|5VULN|1DMG	1BEXP|2349aVULN|5FEWX|6BELT|7RCR|8DMG
627	34511 33341	9	   	247.14	DCR|5VULN|1DMG	1BEXP|26789VULN|3LHND|4DMG|5BELT|aRCR
628	35411 33341	9	   	247.14	DCR|5VULN|1DMG	1BEXP|2LHND|36789VULN|4DMG|5BELT|aRCR
629	22313 23455	9	   	247.12	DCR|3VULN|1DMG|1TLV|1DUR|1AART	1LHND|2DMG|346VULN|5LWND|7RCR|8DUR|9AART|aTLV
630	24412 21523	9	   	247.10	DCR|4VULN|1TLV|1CDMG|1AART	18LHND|2345VULN|6TLV|7AART|9CDMG|aRCR
631	34412 31322	10	   	247.10	DCR|4VULN|1DUR|1CDMG|1AART	1BEXP|2345VULN|6DUR|7RCR|8AART|9FEWX|aCDMG
632	34412 31324	8	   	247.10	DCR|4VULN|1DUR|1CDMG|1AART	1BEXP|2345VULN|6DUR|7RCR|8AART|9CGEN|aCDMG
633	34412 31334	8	   	247.10	DCR|4VULN|1DUR|1CDMG|1AART	1BEXP|2345VULN|6DUR|7RCR|8AART|9ZMB|aCDMG
634	34412 31362	10	   	247.10	DCR|4VULN|1DUR|1CDMG|1AART	1BEXP|2345VULN|6DUR|7RCR|8AART|9ZMB|aCDMG
