0	Index      	Bounty	 *	Score 	Summary	Detail	
1	31541 32315	4	 * 	265.58	DCR|4VULN|3TLV|1DMG|1DUR	1RCVC|235TLV|35BPWR|4568VULN|7DUR|9RCR|aDMG
501	22141 52122	10	   	237.81	DCR|2VULN|2DMG|1TLV|2LIT|1AART	159BEXP|28LIT|3AART|49VULN|69DMG|7RCR|9BPWR|aTLV
502	22141 52126	9	   	237.81	DCR|2VULN|2DMG|1TLV|2LIT|1AART	159BEXP|28LIT|3AART|49VULN|69DMG|7RCR|9BPWR|aTLV
503	31416 62132	7	   	237.81	DCR|2VULN|2TLV|1DMG|1DUR|1AART	1RCVC|28TLV|3aVULN|4DUR|5DMG|6RCR|7AART|9LIT
504	11146 53122	2	   	237.80	DCR|2VULN|2DUR|1TLV|1CDMG|1NUKE|1AART	1NUKE|29DUR|3LIT|4CDMG|5AART|67VULN|8RCR|aTLV
505	12146 13122	2	   	237.80	DCR|2VULN|2DUR|1TLV|1CDMG|1NUKE|1AART	1NUKE|27VULN|3LIT|4CDMG|5AART|69DUR|8RCR|aTLV
506	21111 25314	7	   	237.79	DCR|3VULN|2DMG|1TLV	1BEXP|2RMIN|36DMG|4LHND|58aVULN|7TLV|9RCR
507	21151 25314	7	   	237.79	DCR|3VULN|2DMG|1TLV	1BEXP|2RMIN|36DMG|4FEWX|58aVULN|7TLV|9RCR
508	21211 36315	1	   	237.79	DCR|3VULN|2DMG|1TLV	13BEXP|236VULN|3BPWR|47DMG|5MBVNT|8RCR|9RMIN|aTLV
509	21211 36385	1	   	237.79	DCR|3VULN|2DMG|1TLV	13BEXP|236VULN|3BPWR|47DMG|5MBVNT|8RCR|9ZMB|aTLV
510	21215 26214	1	   	237.79	DCR|3VULN|2DMG|1TLV	13BEXP|23aVULN|3BPWR|45DMG|6TLV|7DUST|8RMIN|9RCR
511	21216 16215	1	   	237.79	DCR|3VULN|2DMG|1TLV	13BEXP|236VULN|3BPWR|4aDMG|5TLV|7DUST|8RMIN|9RCR
512	12122 13163	3	   	237.76	DCR|3VULN|2DMG|1NUKE|1AART	1NUKE|257VULN|35DMG|4AART|5BPWR|6LEGI|8ASPD|9LIT|aRCR
513	36116 61324	8	   	237.75	DCR|2VULN|2DMG|1TLV|1DUR	1RCVC|29BEXP|39DMG|4DUR|5TLV|6RCR|79VULN|8MBVNT|9BPWR|aLIT
514	21211 36355	1	   	237.69	DCR|3VULN|2DMG|1TLV	13BEXP|236VULN|3BPWR|47DMG|5MBVNT|8RCR|9ERES|aTLV
515	23243 42314	2	   	237.69	DCR|3VULN|2DMG|1TLV	1BEXP|2DUST|3MLV|48aVULN|5TLV|67DMG|9RCR
516	21216 16116	1	   	237.69	DCR|3VULN|2DMG|1TLV	13BEXP|236VULN|3BPWR|4aDMG|5TLV|7DUST|8ERES|9RCR
517	23243 41315	2	   	237.69	DCR|3VULN|2DMG|1TLV	1BEXP|2DUST|3MLV|478VULN|5TLV|6aDMG|9RCR
518	21342 52312	1	   	237.68	DCR|4VULN|2TLV	17BEXP|2457VULN|3BBNT|67TLV|7BPWR|8LIT|9RCVC|aRCR
519	21342 52322	1	   	237.68	DCR|4VULN|2TLV	17BEXP|2457VULN|3BBNT|67TLV|7BPWR|8LIT|9LWND|aRCR
520	61112 32314	6	   	237.65	DCR|2VULN|2DMG|1TLV|1DUR	1ASPD|2ZMB|37DMG|4DUR|58VULN|6RCR|9RMIN|aTLV
521	63112 32314	6	   	237.65	DCR|2VULN|2DMG|1TLV|1DUR	1ASPD|2MLV|37DMG|4DUR|58VULN|6RCR|9RMIN|aTLV
522	61116 43223	10	   	237.65	DCR|2VULN|2DMG|1TLV|1DUR	1ASPD|2ZMB|36DMG|4DUR|5TLV|78VULN|9CGEN|aRCR
523	61116 43233	10	   	237.65	DCR|2VULN|2DMG|1TLV|1DUR	1ASPD|2ZMB|36DMG|4DUR|5TLV|78VULN|9MLV|aRCR
524	31553 32125	5	   	237.64	ACR|3VULN|3DMG|3TLV	1RCVC|234TLV|389BPWR|5RCR|689VULN|789DMG|aASPD
525	12122 61253	3	   	237.60	DCR|3VULN|2DMG|2ASPD|1NUKE|1AART	1NUKE|25aVULN|35DMG|4AART|5aBPWR|6aASPD|78aCGEN|9RCR
526	33131 11316	1	   	237.58	DCR|4VULN|2TLV	12RCVC|3578VULN|45TLV|5BPWR|6BBNT|9RCR|aLIT
527	13112 32314	6	   	237.55	DCR|2VULN|2DMG|1TLV|1DUR|1NUKE	1NUKE|2ASPD|37DMG|4DUR|58VULN|6RCR|9RMIN|aTLV
528	13116 13354	6	   	237.55	DCR|2VULN|2DMG|1TLV|1DUR|1NUKE	1NUKE|2ASPD|39DMG|4DUR|5TLV|6ZMB|7RCR|8aVULN
529	61112 32344	6	   	237.55	DCR|2VULN|2DMG|1TLV|1DUR	1ASPD|2ZMB|37DMG|4DUR|58VULN|6RCR|9ERES|aTLV
530	63112 32344	6	   	237.55	DCR|2VULN|2DMG|1TLV|1DUR	1ASPD|2MLV|37DMG|4DUR|58VULN|6RCR|9ERES|aTLV
531	13112 56353	10	   	237.55	DCR|2VULN|2DMG|1TLV|1DUR|1NUKE	1NUKE|2ASPD|38DMG|4DUR|59VULN|6ZMB|7TLV|aRCR
532	13116 13353	10	   	237.55	DCR|2VULN|2DMG|1TLV|1DUR|1NUKE	1NUKE|2ASPD|38DMG|4DUR|5TLV|6ZMB|79VULN|aRCR
533	13116 43223	10	   	237.55	DCR|2VULN|2DMG|1TLV|1DUR|1NUKE	1NUKE|2ASPD|36DMG|4DUR|5TLV|78VULN|9CGEN|aRCR
534	13116 43233	10	   	237.55	DCR|2VULN|2DMG|1TLV|1DUR|1NUKE	1NUKE|2ASPD|36DMG|4DUR|5TLV|78VULN|9MLV|aRCR
535	41112 21316	9	   	237.55	DCR|2VULN|2DMG|1TLV|1DUR	1ERES|2ZMB|3aDMG|4DUR|57VULN|6ASPD|8RCR|9TLV
536	43112 21316	9	   	237.55	DCR|2VULN|2DMG|1TLV|1DUR	1ERES|2MLV|3aDMG|4DUR|57VULN|6ASPD|8RCR|9TLV
537	61112 23311	10	   	237.55	DCR|2VULN|2DMG|1TLV|1DUR	1ASPD|2ZMB|36DMG|4DUR|5aVULN|7ERES|8RCR|9TLV
538	61212 21316	9	   	237.55	DCR|2VULN|2DMG|1TLV|1DUR	1ASPD|2ZMB|3ERES|4DUR|57VULN|6aDMG|8RCR|9TLV
539	63212 21316	9	   	237.55	DCR|2VULN|2DMG|1TLV|1DUR	1ASPD|2MLV|3ERES|4DUR|57VULN|6aDMG|8RCR|9TLV
540	31413 34625	8	   	237.53	DCR|2VULN|2DMG|2TLV|1DUR	1RCVC|29TLV|39VULN|4DUR|5MBVNT|6LWND|79DMG|8RCR|9BPWR|aDMSP
541	31413 34626	8	   	237.53	DCR|2VULN|2DMG|2TLV|1DUR	1RCVC|29TLV|39VULN|4DUR|5MBVNT|6LWND|79DMG|8RCR|9BPWR|aLHND
542	31413 44625	8	   	237.53	DCR|2VULN|2DMG|2TLV|1DUR	1RCVC|29TLV|39VULN|4DUR|5MBVNT|6LHND|79DMG|8RCR|9BPWR|aDMSP
543	31413 44626	8	   	237.53	DCR|2VULN|2DMG|2TLV|1DUR	1RCVC|29TLV|39VULN|4DUR|5MBVNT|6aLHND|79DMG|8RCR|9BPWR
544	31413 44627	8	   	237.53	DCR|2VULN|2DMG|2TLV|1DUR	1RCVC|29TLV|39VULN|4DUR|5MBVNT|6LHND|79DMG|8RCR|9BPWR|aFEWX
545	31416 62232	8	   	237.50	DCR|2VULN|1TLV|1DMG|2AART|1DUR	1RCVC|2TLV|3aVULN|4DUR|5DMG|6RCR|78AART|9LIT
546	13132 11153	5	   	237.50	DCR|3VULN|2DMG|2ASPD|1NUKE|1AART	1NUKE|2aASPD|38DMG|4AART|56aVULN|7aCGEN|9RCR|aBPWR
547	13132 13153	7	   	237.50	DCR|3VULN|2DMG|2ASPD|1NUKE|1AART	1NUKE|2aASPD|38DMG|4AART|57aVULN|6aCGEN|9RCR|aBPWR
548	12122 63251	3	   	237.50	DCR|3VULN|2DMG|2ASPD|1NUKE|1AART	1NUKE|258VULN|35DMG|4AART|58BPWR|68ASPD|78LWND|9BBNT|aRCR
549	12122 64231	3	   	237.50	DCR|3VULN|2DMG|2ASPD|1NUKE|1AART	1NUKE|258VULN|35DMG|4AART|58BPWR|68ASPD|78FEWX|9BBNT|aRCR
550	12126 15153	5	   	237.50	DCR|3VULN|2DMG|2ASPD|1NUKE|1AART	1NUKE|25aVULN|38DMG|4aCGEN|6aASPD|7AART|9RCR|aBPWR
551	31542 11316	5	   	237.48	DCR|4VULN|2TLV	1RCVC|23TLV|3BPWR|4578VULN|6BBNT|9RCR|aLIT
552	31411 12114	6	   	237.47	DCR|2VULN|3DUR|1TLV|1AART	1RCVC|2TLV|38VULN|457DUR|6RCR|9AART|aLIT
553	61421 22253	7	   	237.46	DCR|2VULN|2DMG|2ASPD|1DUR|1AART	18ASPD|2ZMB|38VULN|4CGEN|5DUR|68DMG|7AART|8BPWR|9RCR|aLIT
554	13112 32344	6	   	237.45	DCR|2VULN|2DMG|1TLV|1DUR|1NUKE	1NUKE|2ASPD|37DMG|4DUR|58VULN|6RCR|9ERES|aTLV
555	13212 21316	9	   	237.45	DCR|2VULN|2DMG|1TLV|1DUR|1NUKE	1NUKE|2ASPD|3ERES|4DUR|57VULN|6aDMG|8RCR|9TLV
556	31111 13441	10	   	237.45	DCR|2VULN|3DUR|2TLV|1AART	1RCVC|29TLV|3BEXP|459DUR|6RCR|7AART|89VULN|9BPWR|aFEWX
557	31111 13442	10	   	237.45	DCR|2VULN|3DUR|2TLV|1AART	1RCVC|29TLV|3BEXP|459DUR|6RCR|7AART|89VULN|9BPWR|aCGEN
558	31111 13443	9	   	237.45	DCR|2VULN|3DUR|2TLV|1AART	1RCVC|29TLV|3BEXP|459DUR|6RCR|7AART|89VULN|9BPWR|aRPLT
559	31111 13444	9	   	237.45	DCR|2VULN|3DUR|2TLV|1AART	1RCVC|29TLV|3aBEXP|459DUR|6RCR|7AART|89VULN|9BPWR
560	31111 13445	9	   	237.45	DCR|2VULN|3DUR|2TLV|1AART	1RCVC|29TLV|3BEXP|459DUR|6RCR|7AART|89VULN|9BPWR|aLWND
561	31111 13446	9	   	237.45	DCR|2VULN|3DUR|2TLV|1AART	1RCVC|29TLV|3BEXP|459DUR|6RCR|7AART|89VULN|9BPWR|aMLV
562	31111 13446	10	   	237.45	DCR|2VULN|3DUR|2TLV|1AART	1RCVC|29TLV|3aBEXP|459DUR|6RCR|7AART|89VULN|9BPWR
563	31311 13441	10	   	237.45	DCR|2VULN|3DUR|2TLV|1AART	1RCVC|29TLV|3aFEWX|459DUR|6RCR|7AART|89VULN|9BPWR
564	31311 13442	10	   	237.45	DCR|2VULN|3DUR|2TLV|1AART	1RCVC|29TLV|3FEWX|459DUR|6RCR|7AART|89VULN|9BPWR|aCGEN
565	31311 13443	9	   	237.45	DCR|2VULN|3DUR|2TLV|1AART	1RCVC|29TLV|3FEWX|459DUR|6RCR|7AART|89VULN|9BPWR|aRPLT
566	31311 13443	10	   	237.45	DCR|2VULN|3DUR|2TLV|1AART	1RCVC|29TLV|3FEWX|459DUR|6RCR|7AART|89VULN|9BPWR|aLHND
567	31311 13444	9	   	237.45	DCR|2VULN|3DUR|2TLV|1AART	1RCVC|29TLV|3FEWX|459DUR|6RCR|7AART|89VULN|9BPWR|aBEXP
568	31311 13446	9	   	237.45	DCR|2VULN|3DUR|2TLV|1AART	1RCVC|29TLV|3FEWX|459DUR|6RCR|7AART|89VULN|9BPWR|aLWND
569	31311 13446	10	   	237.45	DCR|2VULN|3DUR|2TLV|1AART	1RCVC|29TLV|3FEWX|459DUR|6RCR|7AART|89VULN|9BPWR|aBEXP
570	12244 63332	10	   	237.45	DCR|3VULN|2DMG|1TLV|1NUKE|1SELL	1NUKE|247VULN|3SELL|4BPWR|5aDMG|6RCR|8TLV|9FEWX
571	31112 31314	6	   	237.44	DCR|4VULN|1TLV|1DUR	1RCVC|2TLV|3BEXP|4DUR|578aVULN|6LWND|9RCR
572	31112 61314	6	   	237.44	DCR|4VULN|1TLV|1DUR	1RCVC|2TLV|3BEXP|4DUR|578aVULN|6LHND|9RCR
573	31112 61314	5	   	237.44	DCR|4VULN|1TLV|1DUR	1RCVC|2TLV|3BEXP|4DUR|578aVULN|6LHND|9RCR
574	31113 31314	4	   	237.44	DCR|4VULN|1TLV|1DUR	1RCVC|2TLV|3BEXP|4DUR|5LWND|678aVULN|9RCR
575	31161 31314	5	   	237.44	DCR|4VULN|1TLV|1DUR	1RCVC|2TLV|3BEXP|4FEWX|5DUR|678aVULN|9RCR
576	31212 31314	6	   	237.44	DCR|4VULN|1TLV|1DUR	1RCVC|2TLV|3LHND|4DUR|578aVULN|6LWND|9RCR
577	31212 33314	7	   	237.44	DCR|4VULN|1TLV|1DUR	1RCVC|2TLV|3LHND|4DUR|578aVULN|6LWND|9RCR
578	31213 31314	4	   	237.44	DCR|4VULN|1TLV|1DUR	1RCVC|2TLV|3LHND|4DUR|5LWND|678aVULN|9RCR
579	31213 31314	5	   	237.44	DCR|4VULN|1TLV|1DUR	1RCVC|2TLV|3LHND|4DUR|5FEWX|678aVULN|9RCR
580	31223 31314	3	   	237.44	DCR|4VULN|1TLV|1DUR	1RCVC|2TLV|3LHND|4DUR|5LWND|678aVULN|9RCR
581	31261 31314	5	   	237.44	DCR|4VULN|1TLV|1DUR	1RCVC|2TLV|3LHND|4BEXP|5DUR|678aVULN|9RCR
582	31312 31314	6	   	237.44	DCR|4VULN|1TLV|1DUR	1RCVC|2TLV|3FEWX|4DUR|578aVULN|6LWND|9RCR
583	31312 61314	5	   	237.44	DCR|4VULN|1TLV|1DUR	1RCVC|2TLV|3FEWX|4DUR|578aVULN|6LHND|9RCR
584	31312 61314	6	   	237.44	DCR|4VULN|1TLV|1DUR	1RCVC|2TLV|3FEWX|4DUR|578aVULN|6LHND|9RCR
585	31313 31314	4	   	237.44	DCR|4VULN|1TLV|1DUR	1RCVC|2TLV|3FEWX|4DUR|5LWND|678aVULN|9RCR
586	31361 31314	5	   	237.44	DCR|4VULN|1TLV|1DUR	1RCVC|2TLV|3FEWX|4BEXP|5DUR|678aVULN|9RCR
587	31412 11144	7	   	237.44	DCR|4VULN|1TLV|1DUR	1RCVC|2TLV|358aVULN|4DUR|6RCR|7RPLT|9LHND
588	31412 11162	7	   	237.44	DCR|4VULN|1TLV|1DUR	1RCVC|2TLV|358aVULN|4DUR|6RCR|7RPLT|9BELT
589	31412 11355	6	   	237.44	DCR|4VULN|1TLV|1DUR	1RCVC|2TLV|359aVULN|4DUR|6RCR|7ZMB|8MLV
590	31412 12255	7	   	237.44	DCR|4VULN|1TLV|1DUR	17RCVC|2TLV|359aVULN|4DUR|6RCR|8FEWX
591	31412 13225	9	   	237.44	DCR|4VULN|1TLV|1DUR	1RCVC|2TLV|358aVULN|4DUR|6RCR|7RMIN|9CGEN
592	31412 13235	9	   	237.44	DCR|4VULN|1TLV|1DUR	1RCVC|2TLV|358aVULN|4DUR|6RCR|7RMIN|9MLV
593	31412 13355	7	   	237.44	DCR|4VULN|1TLV|1DUR	1RCVC|2TLV|359aVULN|4DUR|6RCR|7RMIN|8MLV
594	31412 14335	7	   	237.44	DCR|4VULN|1TLV|1DUR	1RCVC|2TLV|358aVULN|4DUR|6RCR|79BEXP
595	31412 14352	7	   	237.44	DCR|4VULN|1TLV|1DUR	1RCVC|2TLV|3589VULN|4DUR|6RCR|7BEXP|aFEWX
596	31412 14353	7	   	237.44	DCR|4VULN|1TLV|1DUR	1RCVC|2TLV|3589VULN|4DUR|6RCR|7BEXP|aBELT
597	31412 15233	10	   	237.44	DCR|4VULN|1TLV|1DUR	1RCVC|2TLV|358aVULN|4DUR|6RCR|7CGEN|9LHND
598	31412 15243	10	   	237.44	DCR|4VULN|1TLV|1DUR	1RCVC|2TLV|358aVULN|4DUR|6RCR|7CGEN|9LWND
599	31412 34314	7	   	237.44	DCR|4VULN|1TLV|1DUR	1RCVC|2TLV|358aVULN|4DUR|6LHND|7BEXP|9RCR
600	31461 31314	6	   	237.44	DCR|4VULN|1TLV|1DUR	1RCVC|2TLV|378aVULN|4BEXP|5DUR|6LWND|9RCR
601	31463 32314	4	   	237.44	DCR|4VULN|1TLV|1DUR	1RCVC|2TLV|368aVULN|4BEXP|5LHND|7DUR|9RCR
602	32431 31314	6	   	237.44	DCR|4VULN|1TLV|1DUR	1RCVC|2LHND|378aVULN|4TLV|5DUR|6LWND|9RCR
603	32431 33314	7	   	237.44	DCR|4VULN|1TLV|1DUR	1RCVC|2LHND|378aVULN|4TLV|5DUR|6LWND|9RCR
604	32433 32314	5	   	237.44	DCR|4VULN|1TLV|1DUR	1RCVC|2LHND|368aVULN|4TLV|5BEXP|7DUR|9RCR
605	32433 41314	5	   	237.44	DCR|4VULN|1TLV|1DUR	1RCVC|2LHND|378aVULN|4TLV|5BEXP|6DUR|9RCR
606	32436 32314	4	   	237.44	DCR|4VULN|1TLV|1DUR	1RCVC|2LHND|368aVULN|4TLV|5LWND|7DUR|9RCR
607	31412 11111	8	   	237.43	DCR|2VULN|2DMG|2TLV|1DUR	1RCVC|28TLV|35VULN|4DUR|6RCR|7RPLT|9aDMG
608	31522 11111	7	   	237.43	DCR|2VULN|2DMG|2TLV|1DUR	1RCVC|23TLV|3BPWR|4DUR|58VULN|6RCR|7RPLT|9aDMG
609	31543 11111	7	   	237.43	DCR|2VULN|2DMG|2TLV|1DUR	1RCVC|23TLV|3BPWR|48VULN|5DUR|6RCR|7RPLT|9aDMG
610	31413 34621	8	   	237.43	DCR|2VULN|2DMG|2TLV|1DUR	1RCVC|29TLV|39VULN|4DUR|5MBVNT|6LWND|79DMG|8RCR|9BPWR|aDUST
611	31413 34622	8	   	237.43	DCR|2VULN|2DMG|2TLV|1DUR	1RCVC|29TLV|39VULN|4DUR|5MBVNT|6LWND|79DMG|8RCR|9BPWR|aBBNT
612	31413 34627	8	   	237.43	DCR|2VULN|2DMG|2TLV|1DUR	1RCVC|29TLV|39VULN|4DUR|5MBVNT|6LWND|79DMG|8RCR|9BPWR|aDLOT
613	31413 44621	8	   	237.43	DCR|2VULN|2DMG|2TLV|1DUR	1RCVC|29TLV|39VULN|4DUR|5MBVNT|6LHND|79DMG|8RCR|9BPWR|aDUST
614	31413 44622	8	   	237.43	DCR|2VULN|2DMG|2TLV|1DUR	1RCVC|29TLV|39VULN|4DUR|5MBVNT|6LHND|79DMG|8RCR|9BPWR|aBBNT
615	31516 63111	3	   	237.43	DCR|2VULN|2DMG|2TLV|1DUR	1RCVC|23TLV|3BPWR|4RPLT|5DUR|6RCR|78VULN|9aDMG
616	31521 63111	5	   	237.43	DCR|2VULN|2DMG|2TLV|1DUR	1RCVC|23TLV|3BPWR|4DUR|5RPLT|6RCR|78VULN|9aDMG
617	12116 13636	9	   	237.40	DCR|3VULN|2DMG|1DUR|1NUKE|1AART	1NUKE|279VULN|39DMG|4LHND|5DUR|69ERES|8AART|9BPWR|aRCR
618	12122 34434	3	   	237.40	DCR|3VULN|2DMG|1DUR|1NUKE|1AART	1NUKE|258VULN|35DMG|4AART|5BPWR|6BBNT|7MLV|9DUR|aRCR
619	12121 22253	7	   	237.36	DCR|2VULN|2DMG|2ASPD|1DUR|1NUKE|1AART	1NUKE|28VULN|38DMG|4CGEN|5DUR|68ASPD|7AART|8BPWR|9RCR|aLIT
620	13114 53253	7	   	237.36	DCR|2VULN|2DMG|2ASPD|1DUR|1NUKE|1AART	1NUKE|28ASPD|38DMG|4DUR|5CGEN|6AART|78VULN|8BPWR|9RCR|aLIT
621	13421 22253	7	   	237.36	DCR|2VULN|2DMG|2ASPD|1DUR|1NUKE|1AART	1NUKE|28ASPD|38VULN|4CGEN|5DUR|68DMG|7AART|8BPWR|9RCR|aLIT
622	61136 23253	7	   	237.36	DCR|2VULN|2DMG|2ASPD|1DUR|1AART	18ASPD|2ZMB|38DMG|4AART|5ERES|6DUR|78VULN|8BPWR|9RCR|aLIT
623	31111 13444	10	   	237.35	DCR|2VULN|3DUR|2TLV|1AART	1RCVC|29TLV|3BEXP|459DUR|6RCR|7AART|89VULN|9BPWR|aMBVNT
624	31311 13444	10	   	237.35	DCR|2VULN|3DUR|2TLV|1AART	1RCVC|29TLV|3FEWX|459DUR|6RCR|7AART|89VULN|9BPWR|aMBVNT
625	31622 12625	10	   	237.35	DCR|2VULN|3DUR|2TLV|1NUKE|1AART	1RCVC|2aTLV|3CGEN|4NUKE|5aVULN|6RCR|79aDUR|8AART|aBPWR
626	21342 11224	1	   	237.34	DCR|4VULN|1TLV|1DUR	1BEXP|2459VULN|3BBNT|6CGEN|7TLV|8DUR|aRCR
627	11351 31314	6	   	237.34	DCR|4VULN|1TLV|1DUR|1NUKE	1NUKE|2DUR|3FEWX|4RMIN|578aVULN|6TLV|9RCR
628	21342 11622	1	   	237.34	DCR|4VULN|1TLV|1DUR	1BEXP|2459VULN|3BBNT|6CGEN|7TLV|8RCR|aDUR
629	31112 31314	4	   	237.34	DCR|4VULN|1TLV|1DUR	1RCVC|2TLV|3BEXP|4DUR|5DUST|678aVULN|9RCR
630	31212 31314	4	   	237.34	DCR|4VULN|1TLV|1DUR	1RCVC|2TLV|3LHND|4DUR|5DUST|678aVULN|9RCR
631	31222 31314	3	   	237.34	DCR|4VULN|1TLV|1DUR	1RCVC|2TLV|3LHND|4DUR|5DUST|678aVULN|9RCR
632	31312 31314	4	   	237.34	DCR|4VULN|1TLV|1DUR	1RCVC|2TLV|3FEWX|4DUR|5DUST|678aVULN|9RCR
633	31412 15253	10	   	237.34	DCR|4VULN|1TLV|1DUR	1RCVC|2TLV|358aVULN|4DUR|6RCR|7CGEN|9LEGI
634	31412 16334	7	   	237.34	DCR|4VULN|1TLV|1DUR	1RCVC|2TLV|358aVULN|4DUR|6RCR|7DUST|9BEXP
635	31412 16352	7	   	237.34	DCR|4VULN|1TLV|1DUR	1RCVC|2TLV|3589VULN|4DUR|6RCR|7DUST|aFEWX
636	31412 16353	7	   	237.34	DCR|4VULN|1TLV|1DUR	1RCVC|2TLV|3589VULN|4DUR|6RCR|7DUST|aBELT
637	31412 61314	4	   	237.34	DCR|4VULN|1TLV|1DUR	1RCVC|2TLV|378aVULN|4DUR|5DUST|6LHND|9RCR
638	31422 61314	3	   	237.34	DCR|4VULN|1TLV|1DUR	1RCVC|2TLV|378aVULN|4DUR|5DUST|6LHND|9RCR
639	31462 32314	4	   	237.34	DCR|4VULN|1TLV|1DUR	1RCVC|2TLV|368aVULN|4BEXP|5DUST|7DUR|9RCR
640	32432 32314	4	   	237.34	DCR|4VULN|1TLV|1DUR	1RCVC|2LHND|368aVULN|4TLV|5DUST|7DUR|9RCR
641	32432 41314	4	   	237.34	DCR|4VULN|1TLV|1DUR	1RCVC|2LHND|378aVULN|4TLV|5DUST|6DUR|9RCR
642	13136 23253	7	   	237.26	DCR|2VULN|2DMG|2ASPD|1DUR|1NUKE|1AART	1NUKE|28ASPD|38DMG|4AART|5ERES|6DUR|78VULN|8BPWR|9RCR|aLIT
643	12124 41253	4	   	237.20	DCR|3VULN|3DMG|1NUKE|1AART	1NUKE|28aVULN|38aDMG|4CGEN|5BEXP|6AART|78aZMB|8aBPWR|9RCR
644	12126 41253	4	   	237.20	DCR|3VULN|3DMG|1NUKE|1AART	1NUKE|28aVULN|38aDMG|4CGEN|5FEWX|6AART|78aZMB|8aBPWR|9RCR
645	12153 43253	5	   	237.20	DCR|3VULN|3DMG|1NUKE|1AART	1NUKE|28aVULN|38aDMG|4FEWX|5ZMB|6AART|78aCGEN|8aBPWR|9RCR
646	31412 14351	7	   	237.19	DCR|4VULN|1TLV|1DUR|1SELL	1RCVC|2TLV|3589VULN|4DUR|6RCR|7BEXP|aSELL
647	21243 32613	1	   	237.16	DCR|2VULN|3DMG|1TLV	13BEXP|23VULN|3BPWR|4LIT|56aDMG|7RCR|8LHND|9TLV
648	35231 24335	10	 * 	237.15	ACR|2VULN|3DMG|2DUR|1TLV|1AART	17RCVC|2RCR|38aDMG|4AART|5TLV|6aDUR|9aVULN|aBPWR
649	12122 22353	3	   	237.10	DCR|3VULN|3DMG|1NUKE|1AART	1NUKE|25aVULN|35aDMG|4AART|5aBPWR|6FEWX|7CGEN|8aZMB|9RCR
650	12122 41253	5	   	237.10	DCR|3VULN|3DMG|1NUKE|1AART	1NUKE|28aVULN|38aDMG|4CGEN|5DUST|6AART|78aZMB|8aBPWR|9RCR
651	12122 52253	7	   	237.10	DCR|3VULN|3DMG|1NUKE|1AART	1NUKE|28aVULN|38aDMG|4CGEN|5DUST|68aZMB|7AART|8aBPWR|9RCR
652	12122 55253	6	   	237.10	DCR|3VULN|3DMG|1NUKE|1AART	1NUKE|28aVULN|38aDMG|4CGEN|5DUST|68aZMB|7AART|8aBPWR|9RCR
653	12123 31253	3	   	237.10	DCR|3VULN|3DMG|1NUKE|1AART	1NUKE|28aVULN|38aDMG|4AART|5ERES|6BEXP|78aZMB|8aBPWR|9RCR
654	12123 41253	3	   	237.10	DCR|3VULN|3DMG|1NUKE|1AART	1NUKE|28aVULN|38aDMG|4AART|5ERES|6FEWX|78aZMB|8aBPWR|9RCR
655	12125 41253	4	   	237.10	DCR|3VULN|3DMG|1NUKE|1AART	1NUKE|28aVULN|38aDMG|4CGEN|5DUST|6AART|78aZMB|8aBPWR|9RCR
656	12126 11253	3	   	237.10	DCR|3VULN|3DMG|1NUKE|1AART	1NUKE|28aVULN|38aDMG|4AART|5FEWX|6ERES|78aZMB|8aBPWR|9RCR
657	12134 41253	3	   	237.10	DCR|3VULN|3DMG|1NUKE|1AART	1NUKE|28aVULN|38aDMG|4ERES|5BEXP|6AART|78aZMB|8aBPWR|9RCR
658	12136 41253	3	   	237.10	DCR|3VULN|3DMG|1NUKE|1AART	1NUKE|28aVULN|38aDMG|4ERES|5FEWX|6AART|78aZMB|8aBPWR|9RCR
659	12154 11253	4	   	237.10	DCR|3VULN|3DMG|1NUKE|1AART	1NUKE|28aVULN|38aDMG|4FEWX|5AART|6ERES|78aZMB|8aBPWR|9RCR
660	12243 26226	7	   	237.09	DCR|4VULN|1TLV|1DUR|1NUKE|1SELL	1NUKE|245aVULN|3SELL|4BPWR|6TLV|7FEWX|8DUR|9RCR
661	12243 21124	6	   	237.09	DCR|4VULN|1TLV|1DUR|1NUKE|1SELL	1NUKE|2458VULN|3SELL|4BPWR|6TLV|7MLV|9RCR|aDUR
662	12243 21222	7	   	237.09	DCR|4VULN|1TLV|1DUR|1NUKE|1SELL	1NUKE|2457VULN|3SELL|4BPWR|6TLV|8FEWX|9RCR|aDUR
663	12243 21224	8	   	237.09	DCR|4VULN|1TLV|1DUR|1NUKE|1SELL	1NUKE|2457VULN|3SELL|4BPWR|6TLV|8RMIN|9RCR|aDUR
664	12243 21234	9	   	237.09	DCR|4VULN|1TLV|1DUR|1NUKE|1SELL	1NUKE|2457VULN|3SELL|4BPWR|6TLV|8RMIN|9RCR|aDUR
665	12243 21524	8	   	237.09	DCR|4VULN|1TLV|1DUR|1NUKE|1SELL	1NUKE|2457VULN|3SELL|4BPWR|6TLV|8ZMB|9RCR|aDUR
666	12243 22124	7	   	237.09	DCR|4VULN|1TLV|1DUR|1NUKE|1SELL	1NUKE|2458VULN|3SELL|4BPWR|6TLV|7CGEN|9RCR|aDUR
667	12243 26422	8	   	237.09	DCR|4VULN|1TLV|1DUR|1NUKE|1SELL	1NUKE|2458VULN|3SELL|4BPWR|6TLV|7FEWX|9RCR|aDUR
