0	Index      	 *	Score 	Summary	Detail	
1	33512 54342	 * 	220.68	ACR|3BEXP|2DMG|1VULN|1ASPD|1CDMG	19DUST|2MBVNT|3RCR|489BEXP|5VULN|6CDMG|79DMG|9BPWR|aASPD
470	33511 64315	   	192.36	ACR|2VULN|2ASPD|1DMG|1BEXP	1DUST|2MBVNT|3RCR|4BEXP|5DMG|6TLV|79VULN|8aASPD
471	33511 64351	   	192.36	ACR|2ASPD|2VULN|1DMG|1BEXP	1DUST|2MBVNT|3RCR|4BEXP|5DMG|6TLV|7aVULN|89ASPD
472	33512 68343	   	192.36	ACR|2VULN|2ASPD|1DMG|1BEXP	1DUST|2MBVNT|3RCR|4BEXP|56VULN|78ASPD|9DMG|aAEFBLL
473	33512 68423	   	192.36	ACR|2VULN|2ASPD|1DMG|1BEXP	1DUST|2MBVNT|3RCR|4BEXP|56VULN|79ASPD|8DMG|aAEFBLL
474	33523 15841	   	192.36	ACR|2VULN|2ASPD|1DMG|1BEXP	19DUST|2MBVNT|3RCR|49VULN|5AEFBLL|6DMG|79ASPD|8LEGI|9BPWR|aBEXP
475	33522 15821	   	192.36	ACR|2VULN|2ASPD|1DMG|1BEXP	1DUST|2MBVNT|3RCR|45VULN|6DMG|79ASPD|8LEGI|aBEXP
476	13121 44323	   	192.36	ACR|2ASPD|2BEXP|1VULN|1AART	1RCVC|29BEXP|3MLV|4RCR|5VULN|6aASPD|7AART|8NUKE
477	33525 41242	   	192.36	ACR|3ASPD|2VULN|1CDMG	19DUST|2MBVNT|3RCR|49VULN|5CDMG|6DUR|7RCVC|89aASPD|9BPWR
478	13121 44351	   	192.17	ACR|2ASPD|1VULN|1AART|1BEXP|1CDMG	1RCVC|2BEXP|3MLV|4RCR|5VULN|6aASPD|7AART|8NUKE|9CDMG
479	33522 14847	   	192.15	ACR|2VULN|2DMG|1AART|1CDMG	18DUST|2MBVNT|3RCR|45VULN|68DMG|78CGEN|8BPWR|9AART|aCDMG
480	33521 27417	 * 	192.11	ACR|2DMG|1VULN|2BEXP|1AART|1SELL	1aDUST|2MBVNT|3RCR|4VULN|5aDMG|6RPLT|7SELL|8AART|9aBEXP|aBPWR
481	43221 42231	   	192.08	ACR|2VULN|3BEXP|1ASPD|1BASICY	17aBEXP|2MLV|3AEMAG|4RCR|58VULN|6ASPD|9BASICY
482	33522 16822	   	192.05	ACR|2VULN|2DMG|1AART|1BEXP	1DUST|2MBVNT|3RCR|45VULN|68DMG|7AART|9BEXP|aDUR
483	33522 16823	   	192.05	ACR|2VULN|2DMG|1AART|1BEXP	1DUST|2MBVNT|3RCR|45VULN|68DMG|7AART|9BEXP|aLHND
484	33522 16824	   	192.05	ACR|2VULN|2DMG|1AART|1BEXP	1DUST|2MBVNT|3RCR|45VULN|68DMG|7AART|9BEXP|aLWND
485	41123 25226	   	192.05	ACR|1BASARM|2BEXP|1VULN|1CDMG	12BEXP|39MLV|4RCR|5CDMG|67DUST|8VULN|aBASARM
486	33522 34651	 * 	192.00	ACR|3VULN|1BASARM|1AART	1DUST|2MBVNT|3RCR|457VULN|6ERES|8AART|9AME|aBASARM
487	33522 34681	   	192.00	ACR|3VULN|1BASARM|1AART	1DUST|2MBVNT|3RCR|457VULN|6ERES|8AART|9TLV|aBASARM
488	65221 42231	   	191.98	ACR|2VULN|3BEXP|1ASPD|1BASICY	1AME|27aBEXP|3AEMAG|4RCR|58VULN|6ASPD|9BASICY
489	13125 41522	   	191.96	ACR|3ASPD|2BEXP|1DMG	1RCVC|27BEXP|3MLV|4RCR|57LWND|678ASPD|7BPWR|9DMG|aDUR
490	33522 12847	   	191.95	ACR|2VULN|2DMG|1AART|1CDMG	18DUST|2MBVNT|3RCR|45VULN|68DMG|78ERES|8BPWR|9AART|aCDMG
491	33522 16821	   	191.95	ACR|2VULN|2DMG|1AART|1BEXP	1aDUST|2MBVNT|3RCR|45VULN|68DMG|7AART|9BEXP
492	41123 22232	   	191.93	ACR|1BASARM|2BEXP|1AART|1CDMG	12BEXP|3MLV|4RCR|5CDMG|6DUST|7LIT|8TLV|9AART|aBASARM
493	41121 23551	   	191.82	ACR|2BEXP|1VULN|1ASPD|1AART|1CDMG|1AAC	12BEXP|3MLV|4RCR|5VULN|6ZMB|7AAC|8AART|9CDMG|aASPD
494	52214 12224	   	191.72	ACR|1BASARM|1DMG|1VULN|1AART	1FEWX|2LIT|3RCR|4RPLT|5BASARM|6MLV|7DMG|8SNITOX|9VULN|aAART
495	52214 12324	   	191.72	ACR|1BASARM|1DMG|1VULN|1AART	1FEWX|2LIT|3RCR|4RPLT|5BASARM|6MLV|7DMG|8VENFST|9VULN|aAART
496	41121 42214	   	191.70	ACR|3BEXP|2VULN|2ASPD	127BEXP|3MLV|4RCR|5aVULN|68ASPD|9DUR
497	41121 42241	   	191.70	ACR|2VULN|3BEXP|2ASPD	127BEXP|3MLV|4RCR|59VULN|68ASPD|aCGEN
498	41121 42242	   	191.70	ACR|2VULN|3BEXP|2ASPD	127BEXP|3MLV|4RCR|59VULN|68ASPD|aFEWX
499	41121 42243	   	191.70	ACR|2VULN|3BEXP|2ASPD	127BEXP|3MLV|4RCR|59VULN|68ASPD|aLIT
500	41122 61224	   	191.70	ACR|3BEXP|2ASPD|2VULN	12aBEXP|35MLV|4RCR|6aASPD|7LEGI|8aVULN|9MDPS|aBPWR
501	33516 83432	   	191.65	ACR|1BASARM|2ASPD|1BEXP	1DUST|2MBVNT|3RCR|4BEXP|5SNIHEL|67ASPD|8DUR|9BASARM|aRCVC
502	53426 82344	   	191.64	ACR|2BASARM|2DMG|1AAC|1SELL	17FEWX|2MBVNT|3LIT|47DMG|5RCR|67BASARM|7BPWR|8RCVC|9SELL|aAAC
503	33512 72316	   	191.62	ACR|2BEXP|1VULN|1ASPD|1AART|1CDMG	1DUST|2MBVNT|3RCR|47BEXP|5VULN|6AART|8CDMG|9ASPD|aRCVC
504	32414 12134	   	191.62	ACR|3DMG|2ASPD|1VULN	1DUST|24LIT|348DMG|4BPWR|5RCR|69ASPD|7CGEN|aVULN
505	41121 42234	   	191.60	ACR|3BEXP|2VULN|2ASPD	127BEXP|3MLV|4RCR|5aVULN|68ASPD|9DUST
506	33525 53242	 * 	191.49	ACR|2VULN|1ASPD|1DMG|2CDMG|1AAC	1DUST|2MBVNT|3RCR|46VULN|56CDMG|6BPWR|7AME|8DMG|9AAC|aASPD
507	13121 46523	   	191.46	ACR|2ASPD|2BEXP|1VULN|1AART	1RCVC|29BEXP|3MLV|4RCR|5VULN|6aASPD|7ZMB|8AART
508	53522 34441	   	191.20	ACR|3VULN|1BASARM|1AART	1FEWX|2MBVNT|3RCR|457VULN|6ERES|8CGEN|9AART|aBASARM
509	53522 64441	   	191.20	ACR|3VULN|1BASARM|1AART	1FEWX|2MBVNT|3RCR|456VULN|7ERES|8CGEN|9AART|aBASARM
510	33553 62341	   	191.20	ACR|3VULN|1BASARM|1AART	1DUST|2MBVNT|3RCR|4MLV|5CGEN|678VULN|9AART|aBASARM
511	33525 23613	   	191.15	ACR|2VULN|2DMG|1AART|1CDMG	18DUST|2MBVNT|3RCR|48VULN|5CDMG|6CGEN|78DMG|8BPWR|9DUR|aAART
512	13121 34346	   	191.13	ACR|1BASARM|2VULN|2BEXP	1RCVC|28BEXP|3MLV|4RCR|57VULN|6MSLFST|9LHND|aBASARM
513	33548 21147	 * 	191.12	ACR|1BASARM|1VULN|1DMG|2AAC	1DUST|2MBVNT|3RCR|4BELT|59AAC|6ZMB|7DMG|8VULN|aBASARM
514	33522 34441	   	191.10	ACR|3VULN|1BASARM|1AART	1DUST|2MBVNT|3RCR|457VULN|6ERES|8CGEN|9AART|aBASARM
515	33522 64441	   	191.10	ACR|3VULN|1BASARM|1AART	1DUST|2MBVNT|3RCR|456VULN|7ERES|8CGEN|9AART|aBASARM
516	33525 13613	   	191.05	ACR|2VULN|2DMG|1AART|1CDMG	18DUST|2MBVNT|3RCR|48VULN|5CDMG|6ERES|78DMG|8BPWR|9DUR|aAART
517	32414 13224	   	190.97	ACR|2VULN|2DMG|1ASPD|1BEXP|1AAC	1DUST|24LIT|34DMG|4BPWR|5RCR|6ASPD|7aVULN|8BEXP|9AAC
518	33525 51243	   	190.92	ACR|3VULN|2ASPD|2CDMG	19DUST|2MBVNT|3RCR|469VULN|56CDMG|69BPWR|7LHND|89ASPD|aCGEN
519	33525 51244	   	190.92	ACR|3VULN|2ASPD|2CDMG	19DUST|2MBVNT|3RCR|469VULN|56CDMG|69BPWR|7LHND|89ASPD|aFEWX
520	31126 22364	   	190.87	ACR|2VULN|2ASPD|1DMG|1BEXP|1AAC	1DUST|2BEXP|3FEWX|48VULN|5RCR|6aASPD|7AAC|9DMG
521	41121 24333	   	190.83	ACR|2BEXP|1VULN|1ASPD|1DMG|1AART	12BEXP|3MLV|4RCR|5VULN|6ZMB|7AART|8DMG|9MDPS|aASPD
522	43221 24323	   	190.83	ACR|2BEXP|1VULN|1ASPD|1DMG|1AART	19BEXP|2MLV|3AEMAG|4RCR|5VULN|6ZMB|7AART|8DMG|aASPD
523	33525 52324	   	190.82	ACR|3VULN|2ASPD|2CDMG	1DUST|2MBVNT|3RCR|46aVULN|56CDMG|6BPWR|7RPLT|89ASPD
524	41121 43412	   	190.75	ACR|3BEXP|1VULN|1ASPD|1DMG|1AAC	12aBEXP|3MLV|4RCR|5VULN|6ASPD|7AAC|8DMG|9AEMAG
525	33512 51722	   	190.73	ACR|2BEXP|1VULN|1ASPD|1DMG|1CDMG	1DUST|2MBVNT|3RCR|49BEXP|5VULN|6CDMG|7DUR|8DMG|aASPD
526	33512 54312	   	190.73	ACR|2BEXP|1VULN|1ASPD|1DMG|1CDMG	1DUST|2MBVNT|3RCR|48BEXP|5VULN|6CDMG|7DMG|9FEWX|aASPD
527	33512 54362	   	190.73	ACR|2BEXP|1VULN|1ASPD|1DMG|1CDMG	1DUST|2MBVNT|3RCR|48BEXP|5VULN|6CDMG|7DMG|9LWND|aASPD
528	33512 54522	   	190.73	ACR|2BEXP|1VULN|1ASPD|1DMG|1CDMG	1DUST|2MBVNT|3RCR|49BEXP|5VULN|6CDMG|7DMG|8LWND|aASPD
529	33512 54622	   	190.73	ACR|2BEXP|1VULN|1ASPD|1DMG|1CDMG	1DUST|2MBVNT|3RCR|49BEXP|5VULN|6CDMG|7DMG|8FEWX|aASPD
530	33525 42722	   	190.73	ACR|1VULN|2BEXP|1ASPD|1DMG|1CDMG	1DUST|2MBVNT|3RCR|4VULN|5CDMG|6DUR|79BEXP|8DMG|aASPD
531	33525 44322	   	190.73	ACR|1VULN|2BEXP|1ASPD|1DMG|1CDMG	1DUST|2MBVNT|3RCR|4VULN|5CDMG|6DUR|7DMG|89BEXP|aASPD
532	41121 44211	   	190.71	ACR|2VULN|2BEXP|1ASPD|1AART|1AAC	12BEXP|3MLV|4RCR|5aVULN|6ASPD|7AART|8AAC|9MSLFST
