0	Index      	Bounty	 *	Score 	Summary	Detail	
1	63511 23231	7	 * 	284.23	DCR|3VULN|2DUR|2TLV|1DMG|2CDMG	17TLV|27CDMG|3DMG|49DUR|567VULN|7BPWR|8LIT|aRCR
529	43313 36423	5	   	258.34	DCR|4VULN|2DUR|2CDMG	147aVULN|2ERES|3aDUR|5aCDMG|6RCR|8BBNT|9RPLT|aBPWR
530	42223 24342	9	   	258.32	DCR|3VULN|3CDMG|1DMG|1DUR|1ASPD	156VULN|2LWND|3DUR|457CDMG|5BPWR|8ASPD|9RCR|aDMG
531	41122 83463	9	   	258.31	DCR|3VULN|2DMG|3CDMG|1AART	168VULN|2AART|3CGEN|4MBVNT|589CDMG|78DMG|8BPWR|aRCR
532	21143 35226	7	   	258.29	DCR|2VULN|2DMG|2DUR|1CDMG|1AART	17DUR|2AART|3CGEN|47DMG|5RMIN|67VULN|7BPWR|8LIT|9CDMG|aRCR
533	24313 24263	2	   	258.24	DCR|4VULN|2DUR|1DMG	17DUR|2DUST|3LEGI|47ERES|578aVULN|6RCR|7BPWR|9DMG
534	24332 24263	2	   	258.24	DCR|4VULN|2DUR|1DMG	17DUR|2DUST|3LEGI|478aVULN|57ERES|6RCR|7BPWR|9DMG
535	26362 26223	1	   	258.24	DCR|4VULN|2DUR|1DMG	1aDUR|258aVULN|3BBNT|45ERES|5aBPWR|6RCR|7DMG|9aDUST
536	26123 61312	1	   	258.11	DCR|5VULN|2DUR	18DUR|2368aVULN|48LHND|5RPLT|7DMSP|8BPWR|9RCR
537	41123 61312	1	   	258.11	DCR|5VULN|2DUR	1368aVULN|28DUR|48LHND|5RPLT|7DMSP|8BPWR|9RCR
538	41421 13324	1	   	258.11	DCR|5VULN|2DUR	1478aVULN|25DUR|3aCGEN|6aMLV|9RCR|aBPWR
539	21625 14714	8	   	258.03	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD|1AART	1DUR|2AART|3TLV|4MBVNT|59aVULN|6DMG|7ASPD|8RCR
540	21625 14732	10	   	258.03	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD|1AART	1DUR|2AART|3TLV|4MBVNT|59aVULN|6DMG|7ASPD|8RCR
541	21625 14734	9	   	258.03	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD|1AART	1DUR|2AART|3TLV|4MBVNT|59aVULN|6DMG|7ASPD|8RCR
542	43315 31324	7	   	258.01	DCR|5VULN|2DUR	1458aVULN|2ERES|3aDUR|67aCGEN|9RCR|aBPWR
543	43342 13324	6	   	258.01	DCR|5VULN|2DUR	1678aVULN|2ERES|3aDUR|4aCGEN|5RCVC|9RCR|aBPWR
544	43343 13324	6	   	258.01	DCR|5VULN|2DUR	1678aVULN|2ERES|3aDUR|45aCGEN|9RCR|aBPWR
545	41131 13324	1	   	257.91	DCR|5VULN|2DUR	1378aVULN|25DUR|4aERES|6aMLV|9RCR|aBPWR
546	41226 23324	1	   	257.91	DCR|5VULN|2DUR	1478aVULN|26DUR|3aMLV|5aERES|9RCR|aBPWR
547	43312 13324	5	   	257.91	DCR|5VULN|2DUR	1478aVULN|25ERES|3aDUR|6aMLV|9RCR|aBPWR
548	43312 23324	6	   	257.91	DCR|5VULN|2DUR	1478aVULN|25ERES|3aDUR|6aMLV|9RCR|aBPWR
549	43312 33324	6	   	257.91	DCR|5VULN|2DUR	1478aVULN|25ERES|3aDUR|6aCGEN|9RCR|aBPWR
550	43316 13324	4	   	257.91	DCR|5VULN|2DUR	1478aVULN|25ERES|3aDUR|6aMLV|9RCR|aBPWR
551	43326 13324	3	   	257.91	DCR|5VULN|2DUR	1478aVULN|25ERES|3aDUR|6aMLV|9RCR|aBPWR
552	16522 36322	10	 * 	257.86	DCR|3DUR|1VULN|2DMG|2ASPD|1TLV|1CDMG	18ASPD|2RCVC|389DUR|4CDMG|5TLV|6RCR|78DMG|8BPWR|aVULN
553	16522 36323	9	   	257.86	DCR|3DUR|1VULN|2DMG|2ASPD|1TLV|1CDMG	18ASPD|2RCVC|389DUR|4CDMG|5TLV|6RCR|78DMG|8BPWR|aVULN
554	13732 27323	8	   	257.76	DCR|3DUR|1VULN|2DMG|2ASPD|1TLV|1CDMG	18ASPD|2MBVNT|358DUR|4TLV|6CDMG|78DMG|8BPWR|9RCR|aVULN
555	26143 15231	1	   	257.75	DCR|3VULN|2DUR|1DMG|1CDMG	19DUR|235VULN|4DMG|6MLV|7CDMG|8LIT|aRCR
556	41143 15231	1	   	257.75	DCR|3VULN|2DUR|1DMG|1CDMG	135VULN|29DUR|4DMG|6MLV|7CDMG|8LIT|aRCR
557	43153 21122	2	   	257.71	DCR|5VULN|2DUR	13467VULN|236ERES|36BPWR|5DLOT|8aDUR|9RCR
558	42223 31615	9	   	257.52	DCR|3VULN|1DMG|2CDMG|1TLV|1DUR	159VULN|2LWND|3DUR|45CDMG|5BPWR|6ZMB|7RCR|8DMG|aTLV
559	16531 16232	2	   	257.51	DCR|3VULN|2DMG|2ASPD|1CDMG	18ASPD|2RCVC|3CDMG|478VULN|5TBNT|68DMG|8BPWR|9RCR|aCGEN
560	16531 16233	2	   	257.51	DCR|3VULN|2DMG|2ASPD|1CDMG	18ASPD|2RCVC|3CDMG|478VULN|5TBNT|68DMG|8BPWR|9RCR|aFEWX
561	63521 73412	3	   	257.40	DCR|4VULN|1DMG|1TLV|1CDMG	1TLV|2CDMG|3DMG|4MBVNT|5LHND|678aVULN|9RCR
562	63531 21412	6	   	257.40	DCR|4VULN|1DMG|1TLV|1CDMG	1TLV|2CDMG|3DMG|4FEWX|568aVULN|7MBVNT|9RCR
563	63531 61412	5	   	257.40	DCR|4VULN|1DMG|1TLV|1CDMG	1TLV|2CDMG|3DMG|4FEWX|568aVULN|7MBVNT|9RCR
564	62342 22112	1	 * 	257.37	DCR|2VULN|3DMG|2TLV|1DUR|1AART	17TLV|2DUR|37CGEN|457DMG|6AART|7BPWR|8RCR|9aVULN
565	66322 52133	10	   	257.37	DCR|2VULN|3DMG|2TLV|1DUR|1AART	1aTLV|2RCVC|37aDMG|4AART|5LHND|6RCR|8DUR|9aVULN|aBPWR
566	66323 52133	10	   	257.37	DCR|2VULN|3DMG|2TLV|1DUR|1AART	1aTLV|2RCVC|37aDMG|4AART|5FEWX|6RCR|8DUR|9aVULN|aBPWR
567	43221 13424	10	   	257.34	DCR|2VULN|3DMG|1TLV|1DUR|1CDMG	17VULN|237ERES|4CDMG|5DUR|679DMG|7BPWR|8TLV|aRCR
568	63511 21112	6	   	257.32	DCR|3VULN|1DMG|2CDMG|1TLV|1DUR	1TLV|28CDMG|3DMG|4DUR|56aVULN|7MBVNT|9RCR
569	63511 61112	5	   	257.32	DCR|3VULN|1DMG|2CDMG|1TLV|1DUR	1TLV|28CDMG|3DMG|4DUR|56aVULN|7MBVNT|9RCR
570	13716 31143	6	   	257.31	DCR|2VULN|2DMG|3ASPD|2DUR	189ASPD|2MBVNT|35DUR|48VULN|68DMG|7BELT|8BPWR|aRCR
571	43313 11412	6	   	257.30	DCR|4VULN|1DMG|1DUR|1CDMG	148aVULN|2ERES|3DUR|5CDMG|6DMG|7MBVNT|9RCR
572	16352 33126	7	 * 	257.21	DCR|3VULN|2DUR|2ASPD|1DMG	19ASPD|2RCVC|349VULN|5DMG|6RMIN|7LWND|89DUR|9BPWR|aRCR
573	22111 24263	5	   	257.21	DCR|3VULN|2DUR|2ASPD|1DMG	17DUR|27LWND|3FEWX|48aVULN|57ASPD|6RCR|7BPWR|9DMG
574	22511 24263	5	   	257.21	DCR|3VULN|2DUR|2ASPD|1DMG	17DUR|27LWND|3BEXP|48aVULN|57ASPD|6RCR|7BPWR|9DMG
575	14242 21613	2	   	257.11	DCR|3VULN|2DUR|2ASPD|2TLV	1aASPD|25aVULN|35BEXP|4BBNT|5aBPWR|6RCR|79DUR|8aTLV
576	16242 21613	1	   	257.11	DCR|3VULN|2DUR|2ASPD|2TLV	1aASPD|25aVULN|35BEXP|4BBNT|5aBPWR|6RCR|79DUR|8aTLV
577	22611 24263	5	   	257.11	DCR|3VULN|2DUR|2ASPD|1DMG	17DUR|27LWND|3DUST|48aVULN|57ASPD|6RCR|7BPWR|9DMG
578	13725 11338	9	   	257.01	DCR|3VULN|2DUR|2ASPD|1DMG	14ASPD|2MBVNT|34DUR|4BPWR|5RCVC|6RCR|79aVULN|8DMG
579	42213 61633	10	   	256.98	DCR|5VULN|1DUR|1CDMG	14678VULN|2LWND|3DUR|5RMIN|9CDMG|aRCR
580	13713 44813	4	   	256.91	DCR|3VULN|2DUR|2ASPD|2TLV	1aASPD|2MBVNT|39DUR|48aVULN|5aTLV|6RCR|7TBNT|aBPWR
581	13753 44813	3	   	256.91	DCR|3VULN|2DUR|2ASPD|2TLV	1aASPD|2MBVNT|39DUR|48aVULN|5aTLV|6RCR|7TBNT|aBPWR
582	43315 53333	10	   	256.88	DCR|5VULN|1DUR|1CDMG	14568VULN|2ERES|3DUR|7BEXP|9CDMG|aRCR
583	63511 31125	7	   	256.75	DCR|2VULN|2DUR|1DMG|1TLV|1CDMG|1AART	1TLV|2CDMG|3DMG|49DUR|58VULN|6RCR|7LIT|aAART
584	26142 22324	1	   	256.67	DCR|3VULN|2DMG|1DUR|1AART	1DUR|239VULN|45DMG|6AART|7LIT|8ERES|aRCR
585	41142 22324	1	   	256.67	DCR|3VULN|2DMG|1DUR|1AART	139VULN|2DUR|45DMG|6AART|7LIT|8ERES|aRCR
586	21524 38834	8	   	256.46	DCR|3VULN|2DUR|1DMG|1ASPD|1AART	16DUR|2AART|3RMIN|4MBVNT|56aVULN|6BPWR|7RCR|8ASPD|9DMG
587	22131 31624	2	   	256.44	DCR|4VULN|2DUR|1AART	17DUR|27LWND|3467VULN|5AART|7BPWR|8BBNT|9RCR|aLIT
588	24131 31624	1	   	256.44	DCR|4VULN|2DUR|1AART	17DUR|27LWND|3467VULN|5AART|7BPWR|8BBNT|9RCR|aLIT
589	25131 31624	2	   	256.44	DCR|4VULN|2DUR|1AART	17DUR|27FEWX|3467VULN|5AART|7BPWR|8BBNT|9RCR|aLIT
590	25131 31624	1	   	256.44	DCR|4VULN|2DUR|1AART	17DUR|27BEXP|3467VULN|5AART|7BPWR|8BBNT|9RCR|aLIT
591	26121 31624	1	   	256.44	DCR|4VULN|2DUR|1AART	17DUR|2367VULN|47LHND|5AART|7BPWR|8BBNT|9RCR|aLIT
592	26131 31624	2	   	256.44	DCR|4VULN|2DUR|1AART	17DUR|27BEXP|3467VULN|5AART|7BPWR|8BBNT|9RCR|aLIT
593	41121 31624	1	   	256.44	DCR|4VULN|2DUR|1AART	1367VULN|27DUR|47LHND|5AART|7BPWR|8BBNT|9RCR|aLIT
594	42211 31624	4	   	256.44	DCR|4VULN|2DUR|1AART	1467VULN|27LWND|37DUR|5AART|7BPWR|8BBNT|9RCR|aLIT
595	42231 31624	3	   	256.44	DCR|4VULN|2DUR|1AART	1467VULN|27LWND|37DUR|5AART|7BPWR|8BBNT|9RCR|aLIT
596	22146 24222	5	   	256.41	DCR|3VULN|3DUR|1TLV|1ASPD	179DUR|27LWND|3FEWX|4TLV|578VULN|6RCR|7BPWR|aASPD
597	22146 24222	4	   	256.41	DCR|3VULN|3DUR|1TLV|1ASPD	179DUR|27LWND|3FEWX|4TLV|578VULN|6RCR|7BPWR|aASPD
598	42143 24222	5	   	256.41	DCR|3VULN|3DUR|1TLV|1ASPD	178VULN|27LWND|3FEWX|4TLV|579DUR|6RCR|7BPWR|aASPD
599	21524 38453	10	   	256.34	DCR|4VULN|2DUR|1AART	16DUR|2AART|3RMIN|4MBVNT|569aVULN|6BPWR|7RCR|8LIT
600	22436 24222	5	   	256.31	DCR|3VULN|3DUR|1TLV|1ASPD	179DUR|27LWND|3TLV|4DUST|578VULN|6RCR|7BPWR|aASPD
601	22436 24222	4	   	256.31	DCR|3VULN|3DUR|1TLV|1ASPD	179DUR|27LWND|3TLV|4DUST|578VULN|6RCR|7BPWR|aASPD
602	23225 13462	10	   	256.27	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	17DUR|237ERES|4CDMG|5aVULN|67DMG|7BPWR|8TLV|9RCR
603	24131 31624	2	   	256.24	DCR|4VULN|2DUR|1AART	17DUR|27DUST|3467VULN|5AART|7BPWR|8BBNT|9RCR|aLIT
604	22413 61325	9	   	256.21	DCR|3VULN|3DUR|1TLV|1ASPD	159DUR|2LWND|3TLV|467VULN|8ASPD|aRCR
605	43315 31313	5	   	256.11	DCR|3VULN|3DUR|1TLV|1ASPD	145VULN|2ERES|37aDUR|6RCR|8TLV|9ASPD
606	13718 83323	4	   	256.11	DCR|3VULN|3DUR|1TLV|1ASPD	1ASPD|2MBVNT|367DUR|468VULN|5LEGI|6BPWR|9RCR|aTLV
607	43156 11322	2	   	256.01	DCR|4VULN|1DMG|2LIT|1CDMG	1348VULN|237ERES|38BPWR|58LIT|6RCR|9DMG|aCDMG
608	14411 13312	6	   	255.97	DCR|3VULN|2ASPD|1DMG|1DUR|1CDMG	17ASPD|24aVULN|3DUST|5CDMG|6DMG|8DUR|9RCR
609	25122 24263	1	   	255.96	DCR|3VULN|2DUR|2TLV|1DMG	17DUR|27BEXP|38aVULN|4LHND|57TLV|6RCR|7BPWR|9DMG
610	25122 24263	2	   	255.96	DCR|3VULN|2DUR|2TLV|1DMG	17DUR|27FEWX|38aVULN|4LHND|57TLV|6RCR|7BPWR|9DMG
611	26122 24263	2	   	255.96	DCR|3VULN|2DUR|2TLV|1DMG	17DUR|27BEXP|38aVULN|4LHND|57TLV|6RCR|7BPWR|9DMG
612	62222 24263	1	   	255.96	DCR|3VULN|2DUR|2TLV|1DMG	17TLV|27DUR|3BEXP|48aVULN|57FEWX|6RCR|7BPWR|9DMG
613	64311 31216	3	   	255.96	DCR|3VULN|2DUR|2TLV|2CDMG	18TLV|258VULN|3RPLT|45DUR|58BPWR|6FEWX|78CDMG|9MLV|aRCR
614	26621 36123	1	   	255.91	DCR|4VULN|2DUR|2AART	13DUR|2368VULN|3BPWR|4LHND|5aAART|7RCR|9FEWX
615	41621 36123	1	   	255.91	DCR|4VULN|2DUR|2AART	1368VULN|23DUR|3BPWR|4LHND|5aAART|7RCR|9FEWX
616	51132 24263	1	   	255.86	DCR|3VULN|2DUR|2TLV|1DMG	17LHND|27DUR|38aVULN|4DUST|57TLV|6RCR|7BPWR|9DMG
617	64162 21312	2	   	255.86	DCR|3VULN|2DUR|2TLV|1DMG	13TLV|23aVULN|3BPWR|46DUR|5DMG|7RPLT|8RCVC|9RCR
618	64162 23223	2	   	255.86	DCR|3VULN|2DUR|2TLV|1DMG	13TLV|237VULN|3BPWR|46DUR|5DMG|8RCVC|9RCR|aBELT
619	66162 21312	1	   	255.86	DCR|3VULN|2DUR|2TLV|1DMG	13TLV|23aVULN|3BPWR|46DUR|5DMG|7RPLT|8RCVC|9RCR
620	66162 23223	1	   	255.86	DCR|3VULN|2DUR|2TLV|1DMG	13TLV|237VULN|3BPWR|46DUR|5DMG|8RCVC|9RCR|aBELT
621	42223 42214	5	   	255.86	DCR|3VULN|2DUR|1DMG|2CDMG	15aVULN|2LWND|38DUR|45CDMG|5BPWR|6DMG|7RCR|9DMSP
622	42223 42262	5	   	255.86	DCR|3VULN|2DUR|1DMG|2CDMG	15aVULN|2LWND|38DUR|45CDMG|5BPWR|6DMG|7RCR|9ZMB
623	26623 11333	1	   	255.86	DCR|3VULN|2DUR|1DMG|2CDMG	13DUR|23aVULN|3BPWR|4LHND|5RPLT|6DMG|79CDMG|8RCR
624	41623 11333	1	   	255.86	DCR|3VULN|2DUR|1DMG|2CDMG	13aVULN|23DUR|3BPWR|4LHND|5RPLT|6DMG|79CDMG|8RCR
625	64111 51232	2	 * 	255.86	DCR|3VULN|2DUR|3TLV|2CDMG	138TLV|238VULN|38BPWR|4FEWX|5aDUR|6RPLT|78CDMG|9RCR
626	66111 51232	1	   	255.86	DCR|3VULN|2DUR|3TLV|2CDMG	138TLV|238VULN|38BPWR|4FEWX|5aDUR|6RPLT|78CDMG|9RCR
627	24122 24263	2	   	255.76	DCR|3VULN|2DUR|2TLV|1DMG	17DUR|27DUST|38aVULN|4LHND|57TLV|6RCR|7BPWR|9DMG
628	62221 24263	1	   	255.76	DCR|3VULN|2DUR|2TLV|1DMG	17TLV|27DUR|3BEXP|48aVULN|57DUST|6RCR|7BPWR|9DMG
629	64162 23221	2	   	255.76	DCR|3VULN|2DUR|2TLV|1DMG	13TLV|237VULN|3BPWR|46DUR|5DMG|8RCVC|9RCR|aBBNT
630	64162 23222	2	   	255.76	DCR|3VULN|2DUR|2TLV|1DMG	13TLV|237VULN|3BPWR|46DUR|5DMG|8RCVC|9RCR|aERES
631	66162 23221	1	   	255.76	DCR|3VULN|2DUR|2TLV|1DMG	13TLV|237VULN|3BPWR|46DUR|5DMG|8RCVC|9RCR|aBBNT
632	66162 23222	1	   	255.76	DCR|3VULN|2DUR|2TLV|1DMG	13TLV|237VULN|3BPWR|46DUR|5DMG|8RCVC|9RCR|aERES
633	42223 42362	5	   	255.76	DCR|3VULN|2DUR|1DMG|2CDMG	15aVULN|2LWND|39DUR|45CDMG|5BPWR|6DMG|7RCR|8ERES
634	22131 36161	2	   	255.41	DCR|4VULN|1DUR|1CDMG|1AART	1DUR|2LWND|3468VULN|5AART|7RCR|9CDMG|aLIT
635	24131 36161	1	   	255.41	DCR|4VULN|1DUR|1CDMG|1AART	1DUR|2LWND|3468VULN|5AART|7RCR|9CDMG|aLIT
636	26121 36161	1	   	255.41	DCR|4VULN|1DUR|1CDMG|1AART	1DUR|2368VULN|4LHND|5AART|7RCR|9CDMG|aLIT
637	41121 36161	1	   	255.41	DCR|4VULN|1DUR|1CDMG|1AART	1368VULN|2DUR|4LHND|5AART|7RCR|9CDMG|aLIT
638	42211 36161	4	   	255.41	DCR|4VULN|1DUR|1CDMG|1AART	1468VULN|2LWND|3DUR|5AART|7RCR|9CDMG|aLIT
639	42231 36161	3	   	255.41	DCR|4VULN|1DUR|1CDMG|1AART	1468VULN|2LWND|3DUR|5AART|7RCR|9CDMG|aLIT
640	41142 63211	1	   	255.35	DCR|2VULN|3DMG|3DUR	13VULN|267DUR|456DMG|6BPWR|8MBVNT|9RCR|aRMIN
641	41142 63212	1	   	255.35	DCR|2VULN|3DMG|3DUR	13VULN|267DUR|456DMG|6BPWR|8MBVNT|9RCR|aLHND
642	41142 63231	1	   	255.35	DCR|2VULN|3DMG|3DUR	13VULN|267DUR|456DMG|6BPWR|8MBVNT|9LWND|aRCR
643	41141 62211	1	   	255.35	DCR|2VULN|3DMG|3DUR	13VULN|256DUR|467DMG|6BPWR|8MBVNT|9RCR|aRMIN
644	41141 62212	1	   	255.35	DCR|2VULN|3DMG|3DUR	13VULN|256DUR|467DMG|6BPWR|8MBVNT|9RCR|aLHND
645	41141 62231	1	   	255.35	DCR|2VULN|3DMG|3DUR	13VULN|256DUR|467DMG|6BPWR|8MBVNT|9LWND|aRCR
646	22131 56142	2	   	255.29	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	16DUR|2LWND|348VULN|5AART|7RCR|9TLV|aCDMG
647	21434 36131	2	   	255.19	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	15DUR|2AART|3TLV|4ERES|689VULN|7RCR|aCDMG
648	21634 36131	3	   	255.19	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	15DUR|2AART|3TLV|4ERES|689VULN|7RCR|aCDMG
649	21114 14251	6	   	255.18	ACR|3VULN|3DUR|2DMG|1ASPD|1AART	179DUR|2AART|3CGEN|4RCR|57aVULN|67DMG|7BPWR|8ASPD
650	25131 51226	2	   	255.07	DCR|3VULN|3DUR|1TLV|1AART	167DUR|27FEWX|347VULN|5AART|7BPWR|8RCR|9RCVC|aTLV
651	26142 33225	1	   	255.05	DCR|3VULN|2DMG|1TLV|1DUR	1DUR|237VULN|45DMG|6RMIN|8RCVC|9RCR|aTLV
652	41142 33225	1	   	255.05	DCR|3VULN|2DMG|1TLV|1DUR	137VULN|2DUR|45DMG|6RMIN|8RCVC|9RCR|aTLV
653	21614 14123	6	   	254.97	ACR|3VULN|2DMG|2DUR|2AART|1TLV	17DUR|2aAART|3TLV|4RCR|578VULN|67DMG|7BPWR|9FEWX
654	21623 74436	10	   	254.97	DCR|3VULN|3DUR|1TLV|1AART	16aDUR|2AART|3TLV|4MBVNT|5aLWND|79aVULN|8RCR|aBPWR
655	21628 34436	10	   	254.97	DCR|3VULN|3DUR|1TLV|1AART	15aDUR|2AART|3TLV|4MBVNT|6aLWND|79aVULN|8RCR|aBPWR
656	26143 13316	1	   	254.86	DCR|4VULN|1DMG|1DUR|1ASPD	1DUR|2357VULN|4DMG|6MLV|8LHND|9ASPD|aRCR
657	26143 33316	1	   	254.86	DCR|4VULN|1DMG|1DUR|1ASPD	1DUR|2357VULN|4DMG|6RMIN|8LHND|9ASPD|aRCR
658	41143 13316	1	   	254.86	DCR|4VULN|1DMG|1DUR|1ASPD	1357VULN|2DUR|4DMG|6MLV|8LHND|9ASPD|aRCR
659	41143 33316	1	   	254.86	DCR|4VULN|1DMG|1DUR|1ASPD	1357VULN|2DUR|4DMG|6RMIN|8LHND|9ASPD|aRCR
660	12616 14323	8	   	254.86	DCR|4VULN|1DMG|1DUR|1ASPD	1ASPD|2BEXP|3DUR|459aVULN|6LWND|7RCR|8DMG
661	42212 61316	7	   	254.86	DCR|4VULN|1DMG|1DUR|1ASPD	1467VULN|2LWND|3DUR|5CGEN|8ASPD|9DMG|aRCR
662	42212 61316	8	   	254.86	DCR|4VULN|1DMG|1DUR|1ASPD	1467VULN|2LWND|3DUR|5CGEN|8ASPD|9DMG|aRCR
663	42213 61316	7	   	254.86	DCR|4VULN|1DMG|1DUR|1ASPD	1467VULN|2LWND|3DUR|5RMIN|8ASPD|9DMG|aRCR
664	42213 61316	8	   	254.86	DCR|4VULN|1DMG|1DUR|1ASPD	1467VULN|2LWND|3DUR|5RMIN|8ASPD|9DMG|aRCR
665	26123 61315	1	   	254.82	DCR|4VULN|2DUR|1TLV	18DUR|2368VULN|48LHND|5RPLT|7DMSP|8BPWR|9RCR|aTLV
666	41123 61315	1	   	254.82	DCR|4VULN|2DUR|1TLV	1368VULN|28DUR|48LHND|5RPLT|7DMSP|8BPWR|9RCR|aTLV
667	42251 35213	10	   	254.76	DCR|4VULN|2ASPD|1DUR|1AART	157aVULN|2aLWND|3DUR|4AART|6ERES|8RCR|9aASPD|aBPWR
668	41331 35253	10	   	254.75	DCR|4VULN|2DMG|1AART	157aVULN|2AART|3LWND|4LEGI|6aERES|8RCR|9aDMG|aBPWR
669	63511 21416	6	   	254.72	DCR|3VULN|2TLV|1DMG|1DUR|1CDMG	1aTLV|2CDMG|3DMG|4DUR|568VULN|7MBVNT|9RCR
670	22132 23325	2	   	254.62	DCR|4VULN|2DUR|1TLV	16DUR|2LWND|3478VULN|5RCVC|9RCR|aTLV
671	22134 23325	2	   	254.62	DCR|4VULN|2DUR|1TLV	16DUR|25LWND|3478VULN|9RCR|aTLV
672	24132 23325	1	   	254.62	DCR|4VULN|2DUR|1TLV	16DUR|2LWND|3478VULN|5RCVC|9RCR|aTLV
673	24134 23325	1	   	254.62	DCR|4VULN|2DUR|1TLV	16DUR|25LWND|3478VULN|9RCR|aTLV
674	26122 23325	1	   	254.62	DCR|4VULN|2DUR|1TLV	16DUR|2378VULN|4LHND|5RCVC|9RCR|aTLV
675	41122 23325	1	   	254.62	DCR|4VULN|2DUR|1TLV	1378VULN|26DUR|4LHND|5RCVC|9RCR|aTLV
676	42211 23325	5	   	254.62	DCR|4VULN|2DUR|1TLV	1478VULN|25LWND|36DUR|9RCR|aTLV
677	42212 23325	4	   	254.62	DCR|4VULN|2DUR|1TLV	1478VULN|2LWND|36DUR|5RCVC|9RCR|aTLV
678	42214 23325	4	   	254.62	DCR|4VULN|2DUR|1TLV	1478VULN|25LWND|36DUR|9RCR|aTLV
679	42215 23325	5	   	254.62	DCR|4VULN|2DUR|1TLV	1478VULN|2LWND|36DUR|5DMSP|9RCR|aTLV
680	42232 23325	3	   	254.62	DCR|4VULN|2DUR|1TLV	1478VULN|2LWND|36DUR|5RCVC|9RCR|aTLV
681	42234 23325	3	   	254.62	DCR|4VULN|2DUR|1TLV	1478VULN|25LWND|36DUR|9RCR|aTLV
682	42632 23325	2	   	254.62	DCR|4VULN|2DUR|1TLV	1478VULN|2LWND|36DUR|5RCVC|9RCR|aTLV
683	13253 44274	2	   	254.54	DCR|3VULN|2ASPD|2TLV|1DMG	18ASPD|2MBVNT|3BEXP|478VULN|58TLV|6RCR|8BPWR|9DMG|aLIT
684	13813 44274	4	   	254.54	DCR|3VULN|2ASPD|2TLV|1DMG	18ASPD|2MBVNT|3BEXP|478VULN|58TLV|6RCR|8BPWR|9DMG|aLIT
685	13853 44274	3	   	254.54	DCR|3VULN|2ASPD|2TLV|1DMG	18ASPD|2MBVNT|3BEXP|478VULN|58TLV|6RCR|8BPWR|9DMG|aLIT
686	41122 28128	9	   	254.27	DCR|3VULN|2DMG|1CDMG|1AART	18aVULN|2AART|3aCGEN|4MBVNT|5CDMG|6LIT|7aDMG|9RCR|aBPWR
687	43626 33312	9	   	254.24	DCR|2VULN|2DMG|3CDMG|1TLV|1DUR	17VULN|2ERES|3RCVC|479CDMG|57DMG|6RCR|7BPWR|8DUR|aTLV
688	13717 71314	9	   	254.23	DCR|5VULN|1DUR|1ASPD	1ASPD|2MBVNT|3DUR|45678VULN|9FEWX|aRCR
689	13717 71314	8	   	254.23	DCR|5VULN|1DUR|1ASPD	1ASPD|2MBVNT|3DUR|45678VULN|9LHND|aRCR
690	13717 71324	8	   	254.23	DCR|5VULN|1DUR|1ASPD	1ASPD|2MBVNT|3DUR|45678VULN|9LWND|aRCR
691	13717 71343	10	   	254.23	DCR|5VULN|1DUR|1ASPD	1ASPD|2MBVNT|3DUR|45678VULN|9RCR|aLHND
692	13717 71343	9	   	254.23	DCR|5VULN|1DUR|1ASPD	1ASPD|2MBVNT|3DUR|45678VULN|9RCR|aBEXP
693	13717 71344	9	   	254.23	DCR|5VULN|1DUR|1ASPD	1ASPD|2MBVNT|3DUR|45678VULN|9RCR|aRMIN
694	13717 71344	8	   	254.23	DCR|5VULN|1DUR|1ASPD	1ASPD|2MBVNT|3DUR|45678VULN|9BEXP|aRCR
695	13717 71344	10	   	254.23	DCR|5VULN|1DUR|1ASPD	1ASPD|2MBVNT|3DUR|45678VULN|9RCR|aBEXP
