0	Index      	Bounty	 *	Score 	Summary	Detail	
1	13123 16543	7	 * 	279.54	DCR|5VULN|1DMG|1TLV|1DUR	13457VULN|25ERES|5BPWR|6RCR|8DUR|9TLV|aDMG
527	13533 15361	3	   	251.60	DCR|4VULN|3DUR	147aVULN|2ERES|36aDUR|5aLWND|8RCR|9BBNT|aBPWR
528	13122 21361	8	   	251.60	DCR|4VULN|3DUR	134aVULN|2ERES|57aDUR|6aBEXP|8RCR|9BBNT|aBPWR
529	13122 21361	7	   	251.60	DCR|4VULN|3DUR	134aVULN|2ERES|57aDUR|6aBEXP|8RCR|9BBNT|aBPWR
530	11121 61246	6	   	251.53	DCR|5VULN|1TLV	1347aVULN|2ZMB|5TLV|6LIT|8DUST|9RCR
531	11122 65324	5	   	251.53	DCR|5VULN|1DUR	13479VULN|2ZMB|5DUR|6DUST|8RCR|aLIT
532	11125 35324	6	   	251.53	DCR|5VULN|1DUR	13479VULN|2ZMB|5DUST|6DUR|8RCR|aLIT
533	13122 25324	6	   	251.53	DCR|5VULN|1DUR	13479VULN|2ERES|5DUR|6BEXP|8RCR|aLIT
534	13122 33363	9	   	251.53	DCR|5VULN|1DUR	1347aVULN|2ERES|5DUR|6RCVC|8RCR|9LIT
535	13123 12132	6	   	251.53	DCR|5VULN|1DUR	13458VULN|25ERES|5BPWR|6RCR|7LWND|9LIT|aDUR
536	13123 12343	7	   	251.53	DCR|5VULN|1DUR	13458VULN|25ERES|5BPWR|6RCR|7BELT|9DUR|aLIT
537	13123 12362	7	   	251.53	DCR|5VULN|1TLV	13458VULN|25ERES|5BPWR|6RCR|7BELT|9LIT|aTLV
538	13123 12363	7	   	251.53	DCR|5VULN|1DUR	13458VULN|25ERES|5BPWR|6RCR|7BELT|9LIT|aDUR
539	13123 13132	6	   	251.53	DCR|5VULN|1DUR	13458VULN|25ERES|5BPWR|6RCR|7BEXP|9LIT|aDUR
540	13123 14132	7	   	251.53	DCR|5VULN|1DUR	13458VULN|25ERES|5BPWR|6RCR|7BEXP|9LIT|aDUR
541	13123 14132	8	   	251.53	DCR|5VULN|1DUR	13458VULN|25ERES|5BPWR|6RCR|7BEXP|9LIT|aDUR
542	13123 14162	9	   	251.53	DCR|5VULN|1DUR	13458VULN|25ERES|5BPWR|6RCR|7BEXP|9LIT|aDUR
543	13123 14166	10	   	251.53	DCR|5VULN|1DUR	13458VULN|25ERES|5BPWR|6RCR|7BEXP|9LIT|aDUR
544	13123 15132	6	   	251.53	DCR|5VULN|1DUR	13458VULN|25ERES|5BPWR|6RCR|7FEWX|9LIT|aDUR
545	13123 15423	7	   	251.53	DCR|5VULN|1DUR	1345aVULN|25ERES|5BPWR|6RCR|7RCVC|8LIT|9DUR
546	13123 16153	10	   	251.53	DCR|5VULN|1DUR	13457VULN|25ERES|5BPWR|6RCR|8RCVC|9DUR|aLIT
547	13123 16155	9	   	251.53	DCR|5VULN|1DUR	13457VULN|25ERES|5BPWR|6RCR|8RCVC|9DUR|aLIT
548	13123 16232	7	   	251.53	DCR|5VULN|1DUR	13457VULN|25ERES|5BPWR|6RCR|8FEWX|9LIT|aDUR
549	13123 16262	9	   	251.53	DCR|5VULN|1DUR	13457VULN|25ERES|5BPWR|6RCR|8LHND|9LIT|aDUR
550	13123 16332	8	   	251.53	DCR|5VULN|1DUR	13457VULN|25ERES|5BPWR|6RCR|8FEWX|9LIT|aDUR
551	13123 16362	9	   	251.53	DCR|5VULN|1DUR	13457VULN|25ERES|5BPWR|6RCR|8FEWX|9LIT|aDUR
552	13123 16366	10	   	251.53	DCR|5VULN|1DUR	13457VULN|25ERES|5BPWR|6RCR|8FEWX|9LIT|aDUR
553	13123 16524	7	   	251.53	DCR|5VULN|1DUR	13457VULN|25ERES|5BPWR|6RCR|8DUR|9LHND|aLIT
554	13123 16532	8	   	251.53	DCR|5VULN|1DUR	13457VULN|25ERES|5BPWR|6RCR|8BEXP|9LIT|aDUR
555	13123 16534	7	   	251.53	DCR|5VULN|1DUR	13457VULN|25ERES|5BPWR|6RCR|8DUR|9LIT|aCGEN
556	13123 16536	7	   	251.53	DCR|5VULN|1DUR	13457VULN|25ERES|5BPWR|6RCR|8DUR|9LIT|aBELT
557	13123 16562	9	   	251.53	DCR|5VULN|1DUR	13457VULN|25ERES|5BPWR|6RCR|8BEXP|9LIT|aDUR
558	13123 55612	10	   	251.53	DCR|5VULN|1DUR	13457VULN|257ERES|57BPWR|6BELT|8DUR|9LIT|aRCR
559	13123 16634	7	   	251.53	DCR|5VULN|1CDMG|1ASPD	13457VULN|258ERES|58BPWR|6RCR|9ASPD|aCDMG
560	13123 16634	8	   	251.53	DCR|5VULN|1CDMG|1ASPD	13457VULN|258ERES|58BPWR|6RCR|9ASPD|aCDMG
561	11122 11356	7	   	251.50	DCR|4VULN|3DUR	134aVULN|2ZMB|579DUR|6LEGI|8RCR
562	11122 65351	5	   	251.50	DCR|4VULN|3DUR	1347VULN|2ZMB|59aDUR|6DUST|8RCR
563	11125 31321	7	   	251.50	DCR|4VULN|3DUR	1349VULN|2ZMB|5DUST|67aDUR|8RCR
564	11125 31331	9	   	251.50	DCR|4VULN|3DUR	1348VULN|2ZMB|5DUST|67aDUR|9RCR
565	11125 31356	7	   	251.50	DCR|4VULN|3DUR	134aVULN|2ZMB|5DUST|679DUR|8RCR
566	11125 35351	6	   	251.50	DCR|4VULN|3DUR	1347VULN|2ZMB|5DUST|69aDUR|8RCR
567	13122 65324	5	   	251.43	DCR|5VULN|1DUR	13479VULN|2ERES|5DUR|6DUST|8RCR|aLIT
568	13123 16132	7	   	251.43	DCR|5VULN|1DUR	13457VULN|25ERES|5BPWR|6RCR|8MBVNT|9LIT|aDUR
569	13123 16531	7	   	251.43	DCR|5VULN|1DUR	13457VULN|25ERES|5BPWR|6RCR|8DUR|9LIT|aDUST
570	13123 16533	7	   	251.43	DCR|5VULN|1DUR|1NUKE	13457VULN|25ERES|5BPWR|6RCR|8DUR|9LIT|aNUKE
571	13126 25323	5	   	251.43	DCR|5VULN|1DUR	1348aVULN|26ERES|5LIT|7RCR|9DUR
572	13126 45323	6	   	251.43	DCR|5VULN|1DUR	1348aVULN|26ERES|5LIT|7RCR|9DUR
573	13126 66232	7	   	251.43	DCR|5VULN|1DUR	1346aVULN|2ERES|5LIT|7DUR|8RCR|9BBNT
574	13122 11361	7	   	251.40	DCR|4VULN|3DUR	134aVULN|2aERES|57aDUR|6LEGI|8RCR|9BBNT|aBPWR
575	13122 11361	8	   	251.40	DCR|4VULN|3DUR	134aVULN|2aERES|57aDUR|6LEGI|8RCR|9BBNT|aBPWR
576	56316 33323	4	   	251.39	DCR|3VULN|2DUR|1TLV|1ASPD	12RPLT|3TLV|467VULN|56DUR|6BPWR|8ASPD|9LIT|aRCR
577	12315 51135	5	   	251.33	DCR|2VULN|2DMG|2DUR|1CDMG|1ASPD	17VULN|2RPLT|37DUR|4BEXP|5ASPD|67DMG|7BPWR|8LWND|9RCR|aCDMG
578	12315 51335	5	   	251.33	DCR|2VULN|2DMG|2DUR|1CDMG|1ASPD	17VULN|2RPLT|37DUR|4BEXP|5ASPD|67DMG|7BPWR|8LHND|9RCR|aCDMG
579	11121 62442	8	   	251.29	DCR|3VULN|2DUR|1TLV|1ASPD	134VULN|2ZMB|5TLV|6LIT|78DUR|9RCR|aASPD
580	12335 51135	5	   	251.23	DCR|2VULN|2DMG|2DUR|1CDMG|1ASPD	17VULN|2RPLT|37DUR|4DUST|5ASPD|67DMG|7BPWR|8LWND|9RCR|aCDMG
581	12335 51335	5	   	251.23	DCR|2VULN|2DMG|2DUR|1CDMG|1ASPD	17VULN|2RPLT|37DUR|4DUST|5ASPD|67DMG|7BPWR|8LHND|9RCR|aCDMG
582	11111 63114	9	   	251.21	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	136VULN|2ZMB|4CDMG|56LWND|6BPWR|7RCR|8DUR|9DMG|aTLV
583	11111 63333	10	   	251.21	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	136VULN|2ZMB|4CDMG|56LWND|6BPWR|7RCR|8TLV|9DUR|aDMG
584	11611 63114	9	   	251.21	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	146VULN|2ZMB|3CDMG|56LWND|6BPWR|7RCR|8DUR|9DMG|aTLV
585	11611 63333	10	   	251.21	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	146VULN|2ZMB|3CDMG|56LWND|6BPWR|7RCR|8TLV|9DUR|aDMG
586	61613 63333	10	   	251.21	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	16LHND|2ZMB|3CDMG|456VULN|6BPWR|7RCR|8TLV|9DUR|aDMG
587	11522 62631	6	   	251.13	DCR|2VULN|2DMG|2DUR|1TLV|1NUKE	1aVULN|2ZMB|3aDUR|4DMSP|5TLV|6LIT|7aDMG|8RCR|9NUKE|aBPWR
588	52631 34232	5	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1RPLT|2CDMG|3TLV|4DMG|5LHND|679VULN|8DUR|aRCR
589	13111 63333	10	   	251.11	DCR|3VULN|1DMG|1DUR|1TLV|1CDMG	136VULN|2ERES|4CDMG|56LWND|6BPWR|7RCR|8TLV|9DUR|aDMG
590	13611 63333	10	   	251.11	DCR|3VULN|1DMG|1DUR|1TLV|1CDMG	146VULN|2ERES|3CDMG|56LWND|6BPWR|7RCR|8TLV|9DUR|aDMG
591	12345 62112	7	   	251.04	DCR|4VULN|1TLV|1DUR|1ASPD	1478VULN|2RPLT|3DUR|5BELT|6RCR|9ASPD|aTLV
592	12342 34631	5	   	251.04	ACR|4VULN|2DUR|1TLV|2LIT|1CDMG	147aVULN|2RPLT|3aDUR|5RCR|6CDMG|8TLV|9aLIT|aBPWR
593	12361 66323	8	   	251.03	DCR|2VULN|2DMG|2DUR|1TLV	18VULN|2RPLT|37DUR|45DMG|6TLV|9LIT|aRCR
594	12361 63223	6	   	251.03	DCR|2VULN|2DMG|2DUR|1TLV	17VULN|2RPLT|38DUR|45DMG|6TLV|9LIT|aRCR
595	11112 61125	8	   	251.02	DCR|3VULN|3DUR|1CDMG	136VULN|2ZMB|4CDMG|567DUR|6BPWR|8LHND|9RCR|aLIT
596	11112 61266	10	   	251.02	DCR|3VULN|3DUR|1CDMG	136VULN|2ZMB|4CDMG|567DUR|6BPWR|8RPLT|9LIT|aRCR
597	11112 62164	10	   	251.02	DCR|3VULN|3DUR|1CDMG	136VULN|2ZMB|4CDMG|569DUR|6BPWR|7BELT|8LIT|aRCR
598	11112 62225	6	   	251.02	DCR|3VULN|3DUR|1CDMG	136VULN|2ZMB|4CDMG|568DUR|6BPWR|7LHND|9RCR|aLIT
599	11112 64125	8	   	251.02	DCR|3VULN|3DUR|1CDMG	136VULN|2ZMB|4CDMG|568DUR|6BPWR|7FEWX|9RCR|aLIT
600	11112 64225	6	   	251.02	DCR|3VULN|3DUR|1CDMG	136VULN|2ZMB|4CDMG|568DUR|6BPWR|7FEWX|9RCR|aLIT
601	11112 64225	7	   	251.02	DCR|3VULN|3DUR|1CDMG	136VULN|2ZMB|4CDMG|568DUR|6BPWR|7FEWX|9RCR|aLIT
602	11112 65125	8	   	251.02	DCR|3VULN|3DUR|1CDMG	136VULN|2ZMB|4CDMG|568DUR|6BPWR|7LHND|9RCR|aLIT
603	11112 65225	7	   	251.02	DCR|3VULN|3DUR|1CDMG	136VULN|2ZMB|4CDMG|568DUR|6BPWR|7LHND|9RCR|aLIT
604	11612 61125	8	   	251.02	DCR|3VULN|3DUR|1CDMG	146VULN|2ZMB|3CDMG|567DUR|6BPWR|8LHND|9RCR|aLIT
605	11612 62225	6	   	251.02	DCR|3VULN|3DUR|1CDMG	146VULN|2ZMB|3CDMG|568DUR|6BPWR|7LHND|9RCR|aLIT
606	11113 81363	10	   	251.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	136VULN|2ZMB|4CDMG|5MBVNT|7DUR|8TLV|9RCR|aDMG
607	11613 81363	10	   	251.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	146VULN|2ZMB|3CDMG|5MBVNT|7DUR|8TLV|9RCR|aDMG
608	11643 63333	10	   	251.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	156VULN|2ZMB|3CDMG|46DUST|6BPWR|7RCR|8TLV|9DUR|aDMG
609	12362 26216	4	   	251.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	17aVULN|2RPLT|3DUR|4DMG|5CDMG|6TBNT|8TLV|9RCR
610	12425 52231	2	   	250.95	DCR|3VULN|2DUR|2CDMG|2LIT	18aVULN|2RPLT|3aCGEN|48CDMG|58DUR|6RCR|7DMSP|8aBPWR|9aLIT
611	13122 64334	7	   	250.94	DCR|4VULN|1TLV|1DUR|1ASPD	134aVULN|2ERES|5DUR|6TLV|7ASPD|8RCR|9MLV
612	13123 12621	9	   	250.94	DCR|4VULN|1TLV|1DUR|1ASPD	1345VULN|25ERES|5BPWR|6RCR|7BELT|8DUR|9ASPD|aTLV
613	13123 52541	7	   	250.94	DCR|4VULN|1TLV|1DUR|1ASPD	1345VULN|25ERES|5BPWR|6BELT|7DUR|8ASPD|9RCR|aTLV
614	13124 64321	7	   	250.94	DCR|4VULN|1TLV|1DUR|1ASPD	1349VULN|2ERES|5BEXP|6TLV|7ASPD|8RCR|aDUR
615	13143 15321	6	   	250.94	DCR|4VULN|1TLV|1DUR|1ASPD	1379VULN|2ERES|4BEXP|5TLV|6ASPD|8RCR|aDUR
616	13143 44321	7	   	250.94	DCR|4VULN|1TLV|1DUR|1ASPD	1369VULN|2ERES|4BEXP|5TLV|7ASPD|8RCR|aDUR
617	11112 61525	8	   	250.92	DCR|3VULN|3DUR|1CDMG	136VULN|2ZMB|4CDMG|567DUR|6BPWR|8DUST|9RCR|aLIT
618	11112 61625	7	   	250.92	DCR|3VULN|3DUR|1CDMG	136VULN|2ZMB|4CDMG|567DUR|6BPWR|8DUST|9RCR|aLIT
619	11112 65225	6	   	250.92	DCR|3VULN|3DUR|1CDMG	136VULN|2ZMB|4CDMG|568DUR|6BPWR|7LEGI|9RCR|aLIT
620	13112 61266	10	   	250.92	DCR|3VULN|3DUR|1CDMG	136VULN|2ERES|4CDMG|567DUR|6BPWR|8RPLT|9LIT|aRCR
621	13121 24131	9	   	250.84	DCR|4VULN|1DUR|1TLV|1ASPD	1348VULN|2ERES|5TLV|6DUST|7ASPD|9RCR|aDUR
622	13121 24321	7	   	250.84	DCR|4VULN|1DUR|1TLV|1ASPD	1349VULN|2ERES|5TLV|6DUST|7ASPD|8RCR|aDUR
623	13125 64131	9	   	250.84	DCR|4VULN|1DUR|1TLV|1ASPD	1348VULN|2ERES|5DUST|6TLV|7ASPD|9RCR|aDUR
624	13125 64321	7	   	250.84	DCR|4VULN|1DUR|1TLV|1ASPD	1349VULN|2ERES|5DUST|6TLV|7ASPD|8RCR|aDUR
625	52112 56221	9	   	250.80	ACR|4VULN|2DUR|2CDMG|1TLV	1RPLT|2aCDMG|369aVULN|4LIT|5RCR|7TLV|8aDUR|aBPWR
626	12355 23123	2	   	250.75	DCR|3VULN|2DUR|1DMG|2LIT	146VULN|2RPLT|34LIT|4BPWR|57DUR|8RCR|9DMG|aCGEN
627	12455 23123	3	   	250.75	DCR|3VULN|2DUR|1DMG|2LIT	146VULN|2RPLT|34LIT|4BPWR|57DUR|8RCR|9DMG|aCGEN
628	12244 82128	2	   	250.70	DCR|2VULN|3DUR|2DMG|1ASPD	19VULN|2RPLT|39DMG|4MBVNT|589DUR|6RCR|7TBNT|9BPWR|aASPD
629	52116 62332	5	   	250.67	DCR|2VULN|3DMG|2CDMG|1ASPD	1RPLT|26CDMG|3aVULN|4LIT|567DMG|6BPWR|8ASPD|9RCR
630	12346 23122	4	   	250.65	DCR|3VULN|2DUR|1DMG|2LIT	146VULN|2RPLT|37DUR|5aLIT|8RCR|9DMG
631	12355 23121	2	   	250.65	DCR|3VULN|2DUR|1DMG|2LIT	146VULN|2RPLT|34LIT|4BPWR|57DUR|8RCR|9DMG|aBBNT
632	12355 23126	2	   	250.65	DCR|3VULN|2DUR|1DMG|2LIT	146VULN|2RPLT|34LIT|4BPWR|57DUR|8RCR|9DMG|aTBNT
633	12455 23121	3	   	250.65	DCR|3VULN|2DUR|1DMG|2LIT	146VULN|2RPLT|34LIT|4BPWR|57DUR|8RCR|9DMG|aBBNT
634	12214 31126	2	   	250.43	DCR|2VULN|3DMG|2DUR	19VULN|2RPLT|379DMG|4LEGI|5TBNT|6RCR|89DUR|9BPWR|aLIT
635	11112 35362	10	   	250.36	DCR|3VULN|1DUR|1TLV|1CDMG|1ASPD	137VULN|2ZMB|4CDMG|5DUR|6LIT|8TLV|9ASPD|aRCR
636	11121 62162	10	   	250.36	DCR|3VULN|1DUR|1TLV|1CDMG|1ASPD	134VULN|2ZMB|5TLV|6LIT|7DUR|8CDMG|9ASPD|aRCR
637	11612 35362	10	   	250.36	DCR|3VULN|1DUR|1TLV|1CDMG|1ASPD	147VULN|2ZMB|3CDMG|5DUR|6LIT|8TLV|9ASPD|aRCR
638	13123 11123	8	   	250.29	DCR|5VULN|1CDMG|1AART	13459VULN|25ERES|5BPWR|6RCR|7CGEN|8CDMG|aAART
639	13123 11163	9	   	250.29	DCR|5VULN|1CDMG|1AART	13459VULN|25ERES|5BPWR|6RCR|7CGEN|8CDMG|aAART
640	52116 63331	5	 * 	250.11	DCR|2VULN|2DMG|3CDMG|2TLV|1NUKE	1RPLT|26aCDMG|3aVULN|4LIT|56DMG|6aBPWR|7aTLV|8RCR|9NUKE
641	15363 35332	5	   	249.70	DCR|4VULN|1TLV|1DUR|1AART	167aVULN|23BEXP|4DUR|5TLV|8RCR|9AART
642	13123 14242	9	   	249.60	DCR|4VULN|1TLV|1DUR|1AART	1345VULN|25ERES|5BPWR|6RCR|7BEXP|8TLV|9AART|aDUR
643	13123 14244	10	   	249.60	DCR|4VULN|1TLV|1DUR|1AART	1345VULN|25ERES|5BPWR|6RCR|7BEXP|8TLV|9AART|aDUR
644	11112 62213	10	   	249.55	DCR|3VULN|2DUR|1DMG|1CDMG	136VULN|2ZMB|4CDMG|56DUR|6BPWR|7BELT|8BEXP|9DMG|aRCR
645	11112 62622	7	   	249.55	DCR|3VULN|2DUR|1DMG|1CDMG	136VULN|2ZMB|4CDMG|56DUR|6BPWR|7BELT|8RCR|9DMG|aLWND
646	11112 62623	7	   	249.55	DCR|3VULN|2DUR|1DMG|1CDMG	136VULN|2ZMB|4CDMG|56DUR|6BPWR|7BELT|8RCR|9DMG|aDMSP
647	11112 62624	7	   	249.55	DCR|3VULN|2DUR|1DMG|1CDMG	136VULN|2ZMB|4CDMG|56DUR|6BPWR|7BELT|8RCR|9DMG|aBEXP
648	11612 62213	10	   	249.55	DCR|3VULN|2DUR|1DMG|1CDMG	146VULN|2ZMB|3CDMG|56DUR|6BPWR|7BELT|8BEXP|9DMG|aRCR
649	11612 62622	7	   	249.55	DCR|3VULN|2DUR|1DMG|1CDMG	146VULN|2ZMB|3CDMG|56DUR|6BPWR|7BELT|8RCR|9DMG|aLWND
650	11612 62623	7	   	249.55	DCR|3VULN|2DUR|1DMG|1CDMG	146VULN|2ZMB|3CDMG|56DUR|6BPWR|7BELT|8RCR|9DMG|aDMSP
651	12314 31266	3	   	249.55	DCR|3VULN|2DUR|2TLV|1CDMG	158VULN|2RPLT|38DUR|4FEWX|6CDMG|78TLV|8BPWR|9RCVC|aRCR
652	12314 31266	4	   	249.55	DCR|3VULN|2DUR|2TLV|1CDMG	158VULN|2RPLT|38DUR|4BEXP|6CDMG|78TLV|8BPWR|9RCVC|aRCR
