0	Index      	 *	Score 	Summary	Detail	
1	43552 12111	 * 	183.87	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	1aERES|2CGEN|3aVULN|4AART|5CDMG|6ZMB|7DMSP|8aDMG|9RCR|aBPWR
499	25213 25512	   	159.48	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2FEWX|3DMG|4CGEN|5AART|69VULN|7RCR|8CDMG|aLIT
500	25213 25513	   	159.48	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2FEWX|3DMG|4aCGEN|5AART|69VULN|7RCR|8CDMG
501	23262 32311	   	159.47	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1LWND|2aAART|3DUST|4ERES|5DUR|6DMG|7CDMG|8RCR|9VULN
502	31232 18583	   	159.45	ACR|2VULN|1AART|1DMG|1ZMB	1LIT|2RCR|3MBVNT|4LWND|5TLV|6ZMB|78VULN|9AART|aDMG
503	31254 27162	   	159.44	ACR|3VULN|1AART|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|689VULN|7AART|aLHND
504	31254 27163	   	159.44	ACR|3VULN|1AART|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|689VULN|7AART|aCGEN
505	31254 27418	   	159.44	ACR|3VULN|1AART|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|69aVULN|7AART|8LWND
506	31254 27513	   	159.44	ACR|3VULN|1AART|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|69aVULN|7AART|8BELT
507	31274 41161	   	159.44	ACR|3VULN|1AART|1ZMB	16LIT|2RCR|3MBVNT|4AART|5ZMB|789VULN|aRCVC
508	31254 17427	   	159.44	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|6CDMG|7DUR|89VULN|aDMG
509	25213 21331	   	159.41	DCR|2AART|2DMG|1VULN|1ASPD	1LWND|2FEWX|37DMG|4CGEN|58AART|6VULN|9RCR|aASPD
510	31544 31323	   	159.41	ACR|2VULN|2DMG|1ASPD|1DUR	1LIT|2RCR|3LWND|4RCVC|5ASPD|6DUR|7aDMG|89VULN
511	31544 21323	   	159.41	ACR|2VULN|2DMG|1ASPD|1DUR	1LIT|2RCR|3LWND|4RCVC|5ASPD|68VULN|7aDMG|9DUR
512	45413 13233	   	159.39	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1ERES|2LWND|3CDMG|4RCR|5VULN|6LHND|79AART|8DUR|aDMG
513	31254 27147	   	159.34	ACR|3VULN|1AART|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|68aVULN|7AART|9TLV
514	63422 36213	   	159.34	ACR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1RCVC|2AART|3ZMB|4RCR|5DUR|6DMG|7VULN|8LHND|9ASPD|aRMIN
515	63422 36231	   	159.34	ACR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1RCVC|2AART|3ZMB|4RCR|5DUR|6DMG|7VULN|89LHND|aASPD
516	63422 36321	   	159.34	ACR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1RCVC|2AART|3ZMB|4RCR|5DUR|6DMG|7VULN|8DMSP|9BEXP|aASPD
517	63321 26361	   	159.34	ACR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1RCVC|2AART|3CGEN|4RCR|5VULN|6DUR|7ASPD|8DMSP|9DMG|aZMB
518	63311 51134	   	159.34	DCR|2AART|2VULN|1CDMG|2RCVC	15RCVC|26AART|38CGEN|4CDMG|7RCR|9aVULN
519	31144 21323	   	159.31	ACR|2VULN|2DMG|1ASPD|1DUR	1LIT|2RCR|3DUST|4RCVC|5ASPD|68VULN|7aDMG|9DUR
520	31144 22623	   	159.31	ACR|2VULN|2DMG|1ASPD|1DUR	1LIT|2RCR|3DUST|4RCVC|5ASPD|69VULN|7DUR|8aDMG
521	31255 22723	   	159.31	ACR|2VULN|2DMG|1ASPD|1DUR	1LIT|2RCR|3MBVNT|4RCVC|5ASPD|69VULN|7DUR|8aDMG
522	15413 33114	   	159.29	ACR|2VULN|1AART|1DMG|1CDMG	1CGEN|2LWND|3CDMG|4RCR|59VULN|6AART|7FEWX|8RMIN|aDMG
523	15413 33611	   	159.29	ACR|2VULN|1AART|1DMG|1CDMG	1CGEN|2LWND|3CDMG|4RCR|59VULN|6AART|7FEWX|8DMG|aLHND
524	15413 33612	   	159.29	ACR|2VULN|1AART|1DMG|1CDMG	1CGEN|2LWND|3CDMG|4RCR|59VULN|6AART|7FEWX|8DMG|aLIT
525	15413 33613	   	159.29	ACR|2VULN|1AART|1DMG|1CDMG	1aCGEN|2LWND|3CDMG|4RCR|59VULN|6AART|7FEWX|8DMG
526	21413 32524	   	159.29	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2CGEN|3CDMG|4RCR|58VULN|6AART|79LIT|aDMG
527	21413 33114	   	159.29	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2CGEN|3CDMG|4RCR|59VULN|6AART|7FEWX|8RMIN|aDMG
528	21413 33611	   	159.29	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2CGEN|3CDMG|4RCR|59VULN|6AART|7FEWX|8DMG|aLHND
529	21413 33612	   	159.29	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2CGEN|3CDMG|4RCR|59VULN|6AART|7FEWX|8DMG|aLIT
530	21413 33613	   	159.29	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2aCGEN|3CDMG|4RCR|59VULN|6AART|7FEWX|8DMG
531	21413 33624	   	159.29	ACR|2DMG|1AART|1VULN|1CDMG	1LWND|2CGEN|3CDMG|4RCR|5VULN|6AART|79FEWX|8aDMG
532	21413 34114	   	159.29	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2CGEN|3CDMG|4RCR|59VULN|6AART|7BEXP|8RMIN|aDMG
533	21413 34611	   	159.29	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2CGEN|3CDMG|4RCR|59VULN|6AART|7BEXP|8DMG|aLHND
534	21413 34612	   	159.29	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2CGEN|3CDMG|4RCR|59VULN|6AART|7BEXP|8DMG|aLIT
535	21413 34613	   	159.29	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2aCGEN|3CDMG|4RCR|59VULN|6AART|7BEXP|8DMG
536	23141 21414	 * 	159.29	ACR|2VULN|1AART|1DMG|2ASPD	16LWND|2AART|3RPLT|46ASPD|5RCR|6BPWR|79VULN|8CGEN|aDMG
537	31325 26352	   	159.26	ACR|1AART|1DMG|2CDMG|1VULN|1DUR	1LIT|2RCR|3RPLT|46LHND|56CDMG|6BPWR|7AART|8DUR|9DMG|aVULN
538	63422 36113	   	159.24	ACR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1RCVC|2AART|3ZMB|4RCR|5DUR|6DMG|7VULN|8DUST|9ASPD|aRMIN
539	63422 36212	   	159.24	ACR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1RCVC|2AART|3ZMB|4RCR|5DUR|6DMG|7VULN|8LHND|9ASPD|aERES
540	33166 22141	   	159.23	ACR|2VULN|2DMG|1AART	127LIT|3BEXP|47VULN|5RCR|67DMG|7BPWR|8LHND|9AART|aMLV
541	52531 13336	   	159.23	DCR|2VULN|1AART|1DMG|2CDMG|2ASPD|1DUR|1MSE	17ASPD|2MSE|3AART|47CDMG|5DLOT|67VULN|7BPWR|8DUR|9RCR|aDMG
542	23652 32313	   	159.23	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1LWND|2AART|3CGEN|4FEWX|5DUR|6DMG|7CDMG|8RCR|9VULN|aZMB
543	31123 26513	   	159.21	ACR|3DMG|1AART|1ASPD|1DUR	1LIT|2RCR|3DUST|4DUR|5LHND|69aDMG|7AART|8ASPD
544	63323 15152	   	159.21	ACR|2VULN|1AART|1CDMG|1ZMB|2RCVC	15RCVC|2AART|3CGEN|4RCR|6ZMB|7ERES|89VULN|aCDMG
545	55413 31112	 * 	159.19	ACR|2VULN|1AART|2CDMG|2ASPD	1aASPD|2LWND|3aCDMG|4RCR|59VULN|6AART|7TLV|8aLHND|aBPWR
546	15413 31114	   	159.19	ACR|2VULN|1AART|1DMG|1CDMG	1CGEN|2LWND|3CDMG|4RCR|59VULN|6AART|7TLV|8LHND|aDMG
547	21413 31114	   	159.19	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2CGEN|3CDMG|4RCR|59VULN|6AART|7TLV|8LHND|aDMG
548	21413 31514	   	159.19	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2CGEN|3CDMG|4RCR|59VULN|6AART|7TLV|8FEWX|aDMG
549	21413 33616	   	159.19	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2CGEN|3CDMG|4RCR|59VULN|6AART|7FEWX|8DMG|aMBVNT
550	21413 33664	   	159.19	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2CGEN|3CDMG|4RCR|5aVULN|6AART|7FEWX|8DMG|9MBVNT
551	21413 35711	   	159.19	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2CGEN|3CDMG|4RCR|59VULN|6AART|7MBVNT|8DMG|aLHND
552	21413 35712	   	159.19	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2CGEN|3CDMG|4RCR|59VULN|6AART|7MBVNT|8DMG|aLIT
553	21413 35713	   	159.19	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2aCGEN|3CDMG|4RCR|59VULN|6AART|7MBVNT|8DMG
554	21413 35724	   	159.19	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2CGEN|3CDMG|4RCR|5aVULN|6AART|7MBVNT|8DMG|9FEWX
555	23141 21214	   	159.19	ACR|2VULN|1AART|1DMG|2ASPD	16LWND|2AART|3RPLT|46ASPD|5RCR|6BPWR|79VULN|8ERES|aDMG
556	63422 36112	   	159.14	ACR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1RCVC|2AART|3ZMB|4RCR|5DUR|6DMG|7VULN|8DUST|9ASPD|aERES
557	33166 22142	   	159.13	ACR|2VULN|2DMG|1AART	127LIT|3BEXP|47VULN|5RCR|67DMG|7BPWR|8LHND|9AART|aERES
558	33166 22143	   	159.13	ACR|2VULN|2DMG|1AART	127LIT|3BEXP|47VULN|5RCR|67DMG|7BPWR|8LHND|9AART|aDUST
559	23144 71341	   	159.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LWND|2AART|3RPLT|4ASPD|5MBVNT|6CDMG|7DMG|8RCR|9VULN|aZMB
560	23322 32313	   	159.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LWND|2AART|3BEXP|4ERES|5DUR|6DMG|7CDMG|8RCR|9VULN|aZMB
561	23662 32313	   	159.13	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1LWND|2AART|3CGEN|4DUST|5DUR|6DMG|7CDMG|8RCR|9VULN|aZMB
562	21413 35714	   	159.09	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2CGEN|3CDMG|4RCR|59VULN|6AART|7MBVNT|8DMG|aDUST
563	63324 25231	   	159.09	ACR|3VULN|2AART	1RCVC|25AART|3aCGEN|4RCR|6aTLV|7RPLT|89aVULN|aBPWR
564	31251 36427	   	159.08	ACR|2VULN|2DMG|1CDMG	1LIT|2RCR|3MBVNT|4RCVC|5LHND|6CDMG|7aDMG|89VULN
565	53533 33163	   	159.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2CGEN|3VULN|4RCR|5CDMG|6LIT|7AART|8DMSP|9DMG|aZMB
566	23262 32313	   	159.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LWND|2AART|3DUST|4ERES|5DUR|6DMG|7CDMG|8RCR|9VULN|aZMB
567	63321 21542	   	158.99	ACR|2DMG|1AART|1VULN|1DUR	1RCVC|2AART|3CGEN|4RCR|5VULN|6DUR|7FEWX|89DMG|aRMIN
568	63321 21543	   	158.99	ACR|2DMG|1AART|1VULN|1DUR	1RCVC|2AART|3aCGEN|4RCR|5VULN|6DUR|7FEWX|89DMG
569	63321 22542	   	158.99	ACR|2DMG|1AART|1VULN|1DUR	1RCVC|2AART|3CGEN|4RCR|5VULN|6DUR|7BEXP|89DMG|aRMIN
570	63321 22543	   	158.99	ACR|2DMG|1AART|1VULN|1DUR	1RCVC|2AART|3aCGEN|4RCR|5VULN|6DUR|7BEXP|89DMG
571	63321 31541	   	158.99	ACR|2DMG|1AART|1VULN|1ASPD	1RCVC|2AART|3CGEN|4RCR|5VULN|6LHND|7FEWX|89DMG|aASPD
572	63321 32541	   	158.99	ACR|2DMG|1AART|1VULN|1ASPD	1RCVC|2AART|3CGEN|4RCR|5VULN|6LHND|7BEXP|89DMG|aASPD
573	63321 24363	   	158.99	ACR|2VULN|1AART|1DMG|1DUR	1RCVC|2AART|3CGEN|4RCR|5aVULN|6DUR|7RMIN|8DMSP|9DMG
574	63324 23113	   	158.99	ACR|3VULN|2AART	1RCVC|25AART|3CGEN|4RCR|6TLV|7LWND|89aVULN
575	63324 24113	   	158.99	ACR|3VULN|2AART	1RCVC|25AART|3CGEN|4RCR|6TLV|7FEWX|89aVULN
576	31215 25832	   	158.98	ACR|2VULN|2DMG|1CDMG	1aLIT|2RCR|3MBVNT|4CGEN|5RCVC|6aVULN|7FEWX|8CDMG|9aDMG|aBPWR
577	23216 25343	   	158.97	DCR|2AART|2VULN|1DMG	1LWND|28AART|3DUST|4BEXP|56VULN|7RCR|9DMG|aRMIN
578	31272 34847	   	158.95	ACR|2AART|1VULN|1DMG|1CDMG	1LIT|2RCR|3MBVNT|47AART|5TLV|6RPLT|8CDMG|9DMG|aVULN
579	63321 23263	   	158.89	ACR|2VULN|1AART|1DMG|1DUR	1RCVC|2AART|3CGEN|4RCR|5aVULN|6DUR|7DMSP|8ERES|9DMG
580	63321 21255	   	158.89	ACR|2VULN|1AART|1DMG|1DUR	1RCVC|2AART|3CGEN|4RCR|59VULN|6DUR|7FEWX|8DUST|aDMG
581	63321 22255	   	158.89	ACR|2VULN|1AART|1DMG|1DUR	1RCVC|2AART|3CGEN|4RCR|59VULN|6DUR|7BEXP|8DUST|aDMG
582	23216 25342	   	158.87	DCR|2AART|2VULN|1DMG	1LWND|28AART|3DUST|4BEXP|56VULN|7RCR|9DMG|aERES
583	63253 22333	   	158.87	DCR|3VULN|1AART|1DUR|1ASPD|2RCVC	15RCVC|2AART|3ASPD|47aVULN|6TLV|8DUR|9RCR
584	21413 13536	 * 	158.87	ACR|2AART|1DMG|2CDMG|1VULN	1LWND|2CGEN|38CDMG|4RCR|5VULN|6LHND|7aAART|9DMG
585	31238 37118	   	158.84	ACR|3VULN|1AART|1ZMB	1LIT|2RCR|3MBVNT|4LWND|5ZMB|6RCVC|7AART|89aVULN
586	63351 24313	   	158.82	DCR|4VULN|1AART	1RCVC|2AART|3CGEN|459aVULN|6TLV|7FEWX|8RCR
587	32146 23353	   	158.80	ACR|2DMG|1AART|1VULN|1FLTHEA	17LIT|2BEXP|37DUST|4RCVC|5RCR|67DMG|7BPWR|8AART|9VULN|aFLTHEA
588	15463 33333	   	158.78	DCR|2VULN|1AART|1DMG|1CDMG	1CGEN|2LWND|3CDMG|4DMG|5ERES|6RCR|78VULN|9RPLT|aAART
589	21463 33333	   	158.78	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2CGEN|3CDMG|4DMG|5ERES|6RCR|78VULN|9RPLT|aAART
590	31345 21343	   	158.74	ACR|2DMG|1VULN|2CDMG|2DUR	1LIT|2RCR|3RPLT|46DUR|56CDMG|6BPWR|7aDMG|8VULN|9RCVC
591	31258 22824	   	158.71	ACR|1AART|1VULN|1DMG|1FLTHEA|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5BEXP|6DMG|7FLTHEA|8ZMB|9AART|aVULN
592	32146 21353	   	158.70	ACR|2DMG|1AART|1VULN|1FLTHEA	1LIT|2BEXP|3DUST|4RCVC|5RCR|67DMG|8AART|9VULN|aFLTHEA
593	15413 13114	   	158.69	ACR|2VULN|1AART|1DMG|1CDMG	1CGEN|2LWND|3CDMG|4RCR|59VULN|6LHND|7AART|8RMIN|aDMG
594	15413 13611	   	158.69	ACR|2VULN|1AART|1DMG|1CDMG	1CGEN|2LWND|3CDMG|4RCR|59VULN|6aLHND|7AART|8DMG
595	15413 13613	   	158.69	ACR|2VULN|1AART|1DMG|1CDMG	1CGEN|2LWND|3CDMG|4RCR|59VULN|6LHND|7AART|8DMG|aRMIN
596	21413 13114	   	158.69	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2CGEN|3CDMG|4RCR|59VULN|6LHND|7AART|8RMIN|aDMG
597	21413 13434	   	158.69	ACR|2DMG|1AART|1VULN|1CDMG	1LWND|28CGEN|3CDMG|4RCR|5VULN|6LHND|7AART|9aDMG
598	21413 13611	   	158.69	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2CGEN|3CDMG|4RCR|59VULN|6aLHND|7AART|8DMG
599	21413 13613	   	158.69	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2CGEN|3CDMG|4RCR|59VULN|6LHND|7AART|8DMG|aRMIN
600	31334 17136	 * 	158.64	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1LIT|2RCR|3RPLT|4MBVNT|58DUR|6AART|7VULN|9CDMG|aDMG
601	31334 17185	   	158.64	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1LIT|2RCR|3RPLT|4MBVNT|58DUR|6AART|7VULN|9DMG|aCDMG
602	33166 22211	   	158.63	ACR|2VULN|2DMG|1AART	127LIT|389BEXP|47VULN|5RCR|67DMG|7BPWR|aAART
603	34166 22211	   	158.63	ACR|2VULN|2DMG|1AART	127LIT|27BPWR|389BEXP|47VULN|5RCR|67DMG|aAART
604	63423 12336	 * 	158.62	ACR|3AART|1DMG|2ZMB|1CDMG	1RCVC|258AART|36ZMB|4RCR|7LIT|9CDMG|aDMG
605	33245 11352	   	158.61	DCR|2VULN|2DMG|1AART	12LIT|38DMG|47VULN|5AART|6FEWX|9RCR|aLHND
606	33245 11353	   	158.61	DCR|2VULN|2DMG|1AART	12LIT|38DMG|47VULN|5AART|6FEWX|9RCR|aCGEN
607	31436 12621	   	158.61	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|2RCR|3ERES|4AART|5DMG|6CDMG|79BEXP|8VULN|aZMB
608	63254 21333	 * 	158.60	DCR|2AART|2VULN|2ASPD|1DUR	1RCVC|25AART|37ASPD|4aVULN|6TLV|8DUR|9RCR
609	51414 32332	   	158.59	ACR|2VULN|1AART|2CDMG|2ASPD	1aASPD|2BEXP|3aCDMG|4RCR|5LHND|6DMSP|7AART|8ERES|9aVULN|aBPWR
610	31273 41164	   	158.58	ACR|3VULN|2AART	15LIT|2RCR|3MBVNT|4aAART|6RMIN|789VULN
611	31345 22433	 * 	158.55	ACR|2AART|1VULN|2CDMG|3DUR	1LIT|2RCR|3RPLT|467DUR|56CDMG|6BPWR|8VULN|9aAART
612	51532 13523	   	158.55	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ASPD|2BEXP|3AART|4CDMG|59LIT|68VULN|7RCR|aZMB
613	63421 21313	   	158.54	ACR|3VULN|1AART|1ZMB	1RCVC|2AART|3ZMB|4RCR|5ERES|69aVULN|7FEWX|8DMSP
614	63421 23313	   	158.54	ACR|3VULN|1AART|1ZMB	1RCVC|2AART|3ZMB|4RCR|5ERES|69aVULN|7BEXP|8DMSP
615	63233 66131	   	158.53	DCR|2AART|1VULN|1DMG|1ZMB|1ASPD	1RCVC|25AART|3ASPD|4DUST|6DMG|7CGEN|8VULN|9RCR|aZMB
616	63433 63131	   	158.53	DCR|2AART|1VULN|1DMG|1ZMB|1ASPD	1RCVC|25AART|3ZMB|4DUST|6DMG|7LWND|8VULN|9RCR|aASPD
617	23432 47264	   	158.53	DCR|2VULN|1AART|1DMG|1ZMB	14LWND|2AART|3LHND|5MBVNT|6ZMB|7RCR|89VULN|aDMG
618	31162 33635	   	158.51	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|2RCR|3DUST|4AART|5TLV|6RPLT|7ZMB|8VULN|9CDMG|aDMG
619	31436 12631	   	158.51	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|2RCR|39ERES|4AART|5DMG|6CDMG|7BEXP|8VULN|aZMB
620	63251 35313	   	158.50	DCR|3VULN|1AART|1DUR|1ASPD	1RCVC|2AART|3ASPD|49aVULN|57ERES|6DUR|8RCR
621	31166 61312	   	158.48	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3DUST|4AART|5aBEXP|69VULN|7DMG|8DUR
622	31277 71313	   	158.48	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3MBVNT|4AART|5aBEXP|69VULN|7DMG|8DUR
623	31277 71314	   	158.48	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3MBVNT|4AART|5BEXP|69VULN|7DMG|8DUR|aRPLT
624	31277 47212	   	158.48	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3MBVNT|4AART|5BEXP|6FEWX|78VULN|9DMG|aDUR
625	31436 31151	   	158.48	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3ERES|4AART|5DMG|67VULN|8LHND|9RPLT|aDUR
626	31436 31223	   	158.48	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3ERES|4AART|5DMG|67VULN|8MLV|9LHND|aDUR
627	31436 31232	   	158.48	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3ERES|4AART|5DMG|67VULN|8MLV|9DUR|aBEXP
628	31436 31234	   	158.48	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3ERES|4AART|5DMG|67VULN|8MLV|9DUR|aLWND
629	31436 31235	   	158.48	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3ERES|4AART|5DMG|67VULN|8MLV|9DUR|aFEWX
630	31436 31236	   	158.48	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3ERES|4AART|5DMG|67VULN|8MLV|9DUR|aCGEN
631	31436 31323	   	158.48	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3ERES|4AART|5DMG|67VULN|8CGEN|9LHND|aDUR
632	31436 31332	   	158.48	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3ERES|4AART|5DMG|67VULN|8CGEN|9DUR|aBEXP
633	31436 31334	   	158.48	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3ERES|4AART|5DMG|67VULN|8CGEN|9DUR|aLWND
634	31436 31335	   	158.48	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3ERES|4AART|5DMG|67VULN|8CGEN|9DUR|aFEWX
635	31436 31336	   	158.48	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3ERES|4AART|5DMG|67VULN|8aCGEN|9DUR
636	31436 31621	   	158.48	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3ERES|4AART|5DMG|67VULN|8DUR|9FEWX|aLHND
637	31436 31622	   	158.48	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3ERES|4AART|5DMG|67VULN|8DUR|9FEWX|aLWND
638	31436 31623	   	158.48	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3ERES|4AART|5DMG|67VULN|8DUR|9FEWX|aBEXP
639	31436 35213	   	158.48	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3ERES|4AART|5DMG|69VULN|7LWND|8MLV|aDUR
640	31436 36213	   	158.48	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3ERES|4AART|5DMG|69VULN|7RMIN|8LHND|aDUR
641	31436 61213	   	158.48	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3ERES|4AART|5DMG|6RMIN|79VULN|8LHND|aDUR
642	31273 81643	   	158.48	ACR|2VULN|1AART|1DMG|1DUR	15LIT|2RCR|3MBVNT|4AART|6DUR|79VULN|8LWND|aDMG
643	31277 41814	   	158.48	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3MBVNT|4AART|5BEXP|6FEWX|7DMG|8DUR|9aVULN
644	35113 32352	 * 	158.48	DCR|2DMG|1AART|1VULN|2ZMB	1aLIT|2CGEN|3aDMG|4BEXP|5AART|6VULN|7aZMB|8RCR|9RPLT|aBPWR
645	21535 31341	   	158.48	ACR|2DMG|1AART|1VULN|2DUR	1LWND|2CGEN|39DUR|4RCR|5AART|67DMG|8DMSP|aVULN
646	63122 47445	   	158.47	DCR|2VULN|1AART|2CDMG|1ASPD	1RCVC|2AART|3LEGI|4aLHND|5MBVNT|6ASPD|7RCR|8aCDMG|9aVULN|aBPWR
647	31238 17164	   	158.46	ACR|2AART|1VULN|1DMG|2ZMB	1LIT|2RCR|3MBVNT|4LWND|56ZMB|7aAART|8VULN|9DMG
648	31321 66234	   	158.44	ACR|3VULN|1DMG|1ZMB|1ASPD	1LIT|2RCR|3RPLT|4LHND|5ZMB|679VULN|8ASPD|aDMG
649	31413 22365	   	158.44	ACR|3DMG|1VULN|1ZMB|1DUR	17LIT|2RCR|37ERES|4CGEN|5DUR|679DMG|7BPWR|8ZMB|aVULN
650	31264 22824	   	158.41	ACR|1AART|1VULN|1DMG|1FLTHEA|1ZMB	1LIT|2RCR|3MBVNT|4BEXP|5RCVC|6DMG|7FLTHEA|8ZMB|9AART|aVULN
651	31436 11611	   	158.41	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|2RCR|3ERES|4AART|5DMG|6CDMG|79DUST|8VULN|aZMB
652	11166 26113	   	158.40	ACR|3VULN|1AART|1DMG	1aCGEN|2BEXP|3aLIT|4TLV|5RCR|6DMG|7AART|89aVULN|aBPWR
653	63426 33332	   	158.39	ACR|2AART|1VULN|1DMG|1ZMB	19RCVC|28AART|3ZMB|4RCR|5BEXP|6DMG|7BELT|aVULN
654	31166 61311	   	158.38	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3aDUST|4AART|5BEXP|69VULN|7DMG|8DUR
655	31166 61322	   	158.38	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3DUST|4AART|5BEXP|6aVULN|7DMG|8DUR|9TLV
656	31273 81316	   	158.38	ACR|2DMG|1AART|1VULN|1DUR	15LIT|2RCR|3MBVNT|4AART|6DUR|7VULN|8LEGI|9aDMG
657	31277 71311	   	158.38	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3MBVNT|4AART|5BEXP|69VULN|7DMG|8DUR|aDUST
658	31277 71322	   	158.38	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3MBVNT|4AART|5BEXP|6aVULN|7DMG|8DUR|9TLV
659	31277 71344	   	158.38	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3MBVNT|4AART|5BEXP|6aVULN|7DMG|8DUR|9DUST
660	31272 28316	   	158.38	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3MBVNT|4AART|5TLV|6FEWX|79VULN|8DUR|aDMG
661	31436 31113	   	158.38	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3ERES|4AART|5DMG|67VULN|8LHND|9TLV|aDUR
662	31436 31213	   	158.38	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3ERES|4AART|5DMG|67VULN|8MLV|9DUST|aDUR
