0	Index      	 *	Score 	Summary	Detail	
1	13623 31214	 * 	203.99	ACR|4VULN|2DMG|1AART|1ZMB	159aVULN|2LHND|3ZMB|4RCR|6AART|78DMG
504	12133 45211	   	175.10	ACR|3VULN|1AART|1DMG|1ZMB	179VULN|2RCVC|3RCR|4ZMB|5AART|6DMG|8MBVNT|aLEGI
505	12133 45214	   	175.10	ACR|3VULN|1AART|1DMG|1ZMB	179VULN|2RCVC|3RCR|4ZMB|5AART|6DMG|8MBVNT|aERES
506	12133 45216	   	175.10	ACR|3VULN|1AART|1DMG|1ZMB	179VULN|2RCVC|3RCR|4ZMB|5AART|6DMG|8MBVNT|aDUST
507	12133 45217	   	175.10	ACR|3VULN|1AART|1DMG|1ZMB	179VULN|2RCVC|3RCR|4ZMB|5AART|6DMG|8MBVNT|aTLV
508	16113 41312	   	175.10	ACR|3VULN|1AART|1DMG|1ZMB	149VULN|2TLV|3RCR|5AART|6DMG|7ZMB|8CGEN|aDUST
509	16113 45233	   	175.10	ACR|3VULN|1AART|1DMG|1ZMB	147VULN|2TLV|3RCR|5AART|6DMG|8MBVNT|9CGEN|aZMB
510	12111 62113	   	175.04	ACR|2VULN|2DMG|1AART|1ZMB	18VULN|2RCVC|3RCR|4RMIN|5CGEN|68DMG|78FEWX|8BPWR|9AART|aZMB
511	12111 64113	   	175.04	ACR|2VULN|2DMG|1AART|1ZMB	18VULN|2RCVC|3RCR|4RMIN|5CGEN|68DMG|78BEXP|8BPWR|9AART|aZMB
512	12114 46113	   	175.04	ACR|2VULN|2DMG|1AART|1ZMB	18VULN|2RCVC|3RCR|4RMIN|5FEWX|68DMG|78CGEN|8BPWR|9AART|aZMB
513	23115 45113	   	175.04	ACR|2VULN|2DMG|1AART|1ZMB	18FEWX|2CGEN|3RCR|48VULN|5RCVC|68DMG|7RMIN|8BPWR|9AART|aZMB
514	12135 25314	   	174.98	ACR|4VULN|1AART|1ZMB|1DUR	159aVULN|2RCVC|3RCR|4ZMB|6ERES|7AART|8DUR
515	13223 34355	   	174.95	ACR|3VULN|1AART|1DMG|1CDMG	159VULN|2LHND|3RMIN|4RCR|6AART|7LIT|8CDMG|aDMG
516	13323 34355	   	174.95	ACR|3VULN|1AART|1DMG|1CDMG	159VULN|2LHND|3CGEN|4RCR|6AART|7LIT|8CDMG|aDMG
517	12111 63113	   	174.94	ACR|2VULN|2DMG|1AART|1ZMB	18VULN|2RCVC|3RCR|4RMIN|58CGEN|68DMG|7MBVNT|8BPWR|9AART|aZMB
518	12131 63111	   	174.94	ACR|2VULN|2DMG|1AART|1ZMB	18VULN|2RCVC|3RCR|4ZMB|58aCGEN|68DMG|7MBVNT|8BPWR|9AART
519	12131 63115	   	174.94	ACR|2VULN|2DMG|1AART|1ZMB	18VULN|2RCVC|3RCR|4ZMB|58CGEN|68DMG|7MBVNT|8BPWR|9AART|aLHND
520	12131 63117	   	174.94	ACR|2VULN|2DMG|1AART|1ZMB	18VULN|2RCVC|3RCR|4ZMB|58CGEN|68DMG|7MBVNT|8BPWR|9AART|aBEXP
521	12131 63118	   	174.94	ACR|2VULN|2DMG|1AART|1ZMB	18VULN|2RCVC|3RCR|4ZMB|58CGEN|68DMG|7MBVNT|8BPWR|9AART|aDMSP
522	16133 55131	   	174.87	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	18VULN|2TLV|3RCR|4ASPD|5LHND|6DUR|7AART|9DMG|aCDMG
523	16132 56212	   	174.85	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	15VULN|2TLV|3RCR|4ASPD|6AART|78CDMG|9DMG|aCGEN
524	12131 63112	   	174.84	ACR|2VULN|2DMG|1AART|1ZMB	18VULN|2RCVC|3RCR|4ZMB|58CGEN|68DMG|7MBVNT|8BPWR|9AART|aDUST
525	12131 63114	   	174.84	ACR|2VULN|2DMG|1AART|1ZMB	18VULN|2RCVC|3RCR|4ZMB|58CGEN|68DMG|7MBVNT|8BPWR|9AART|aERES
526	12131 63116	   	174.84	ACR|2VULN|2DMG|1AART|1ZMB	18VULN|2RCVC|3RCR|4ZMB|58CGEN|68DMG|7MBVNT|8BPWR|9AART|aAIRHEL
527	23113 41113	 * 	174.83	ACR|2VULN|3ZMB|1AART|1DMG	18FEWX|28CGEN|3RCR|45VULN|6DMG|78aZMB|8BPWR|9AART
528	12131 62113	   	174.83	ACR|2VULN|3ZMB|1AART|1DMG	18VULN|2RCVC|3RCR|48aZMB|5CGEN|6DMG|78FEWX|8BPWR|9AART
529	12131 64113	   	174.83	ACR|2VULN|3ZMB|1AART|1DMG	18VULN|2RCVC|3RCR|48aZMB|5CGEN|6DMG|78BEXP|8BPWR|9AART
530	12134 46113	   	174.83	ACR|2VULN|3ZMB|1AART|1DMG	18VULN|2RCVC|3RCR|48aZMB|5FEWX|6DMG|78CGEN|8BPWR|9AART
531	12144 41113	   	174.83	ACR|2VULN|3ZMB|1AART|1DMG	18VULN|2RCVC|3RCR|48CGEN|5FEWX|6DMG|78aZMB|8BPWR|9AART
532	16132 56213	   	174.75	ACR|2VULN|1AART|2CDMG|1DMG|1ASPD	15VULN|2TLV|3RCR|4ASPD|6AART|78CDMG|9DMG|aERES
533	12146 31113	 * 	174.73	ACR|2VULN|3ZMB|1AART|2CDMG	18VULN|2RCVC|3RCR|4CGEN|5RPLT|68CDMG|78aZMB|8BPWR|9AART
534	16322 34531	   	174.68	ACR|2VULN|2DMG|2AART	18VULN|28TLV|3FEWX|4RCR|5BEXP|6aAART|78DMG|8BPWR|9LIT
535	16153 33336	   	174.64	ACR|2VULN|2DMG|1AART|1ZMB	16VULN|2TLV|3RCR|4BELT|5ZMB|7CANHEL|8aDMG|9AART
536	11221 34256	   	174.58	ACR|2VULN|2DMG|2AART	18VULN|2FEWX|3RMIN|4RCR|58DUST|6aAART|78DMG|8BPWR|9CANHEL
537	11623 46113	   	174.55	ACR|3VULN|1AART|1DMG|2ZMB	158VULN|28FEWX|3aZMB|4RCR|6DMG|78CGEN|8BPWR|9AART
538	55323 41111	   	174.55	ACR|3VULN|1AART|1DMG|2ZMB	18MLV|258VULN|3FEWX|4RCR|6DMG|78ZMB|8BPWR|9AART|aCGEN
539	55323 41112	   	174.55	ACR|3VULN|1AART|1DMG|2ZMB	18aMLV|258VULN|3FEWX|4RCR|6DMG|78ZMB|8BPWR|9AART
540	13323 46225	   	174.52	ACR|4VULN|2DMG|1ASPD	1578VULN|2LHND|37CGEN|4RCR|67DMG|7BPWR|9BELT|aASPD
541	13323 46241	   	174.52	ACR|4VULN|2DMG|1DUR	1578VULN|2LHND|37CGEN|4RCR|67DMG|7BPWR|9DUR|aDMSP
542	13323 46242	   	174.52	ACR|4VULN|2DMG|1DUR	1578VULN|2LHND|37aCGEN|4RCR|67DMG|7BPWR|9DUR
543	13323 46243	   	174.52	ACR|4VULN|2DMG|1DUR	1578VULN|2LHND|37CGEN|4RCR|67DMG|7BPWR|9DUR|aMLV
544	11622 34212	   	174.44	ACR|2VULN|2DMG|1AART|1ZMB	18VULN|289FEWX|3ZMB|4RCR|5BEXP|6AART|78DMG|8BPWR|aDMSP
545	11622 34213	   	174.44	ACR|2VULN|2DMG|1AART|1ZMB	18VULN|289FEWX|3ZMB|4RCR|5BEXP|6AART|78DMG|8BPWR|aLWND
546	11622 34214	   	174.44	ACR|2VULN|2DMG|1AART|1ZMB	18VULN|289FEWX|3ZMB|4RCR|5BEXP|6AART|78DMG|8BPWR|aCGEN
547	11622 34215	   	174.44	ACR|2VULN|2DMG|1AART|1ZMB	18VULN|289FEWX|3ZMB|4RCR|5BEXP|6AART|78DMG|8BPWR|aRMIN
548	11622 34223	   	174.44	ACR|2VULN|2DMG|1AART|1ZMB	18VULN|28FEWX|3ZMB|4RCR|5BEXP|6AART|78DMG|8BPWR|9MLV|aLWND
549	11622 34225	   	174.44	ACR|2VULN|2DMG|1AART|1ZMB	18VULN|28FEWX|3ZMB|4RCR|5BEXP|6AART|78DMG|8BPWR|9MLV|aLHND
550	11622 34226	   	174.44	ACR|2VULN|2DMG|1AART|1ZMB	18VULN|28FEWX|3ZMB|4RCR|5BEXP|6AART|78DMG|8BPWR|9MLV|aBELT
551	11622 34231	   	174.44	ACR|2VULN|2DMG|1AART|1ZMB	18VULN|28FEWX|3ZMB|4RCR|5BEXP|6AART|78DMG|8BPWR|9LIT|aDMSP
552	11622 34232	   	174.44	ACR|2VULN|2DMG|1AART|1ZMB	18VULN|28FEWX|3ZMB|4RCR|5BEXP|6AART|78DMG|8BPWR|9LIT|aRPLT
553	11622 34234	   	174.44	ACR|2VULN|2DMG|1AART|1ZMB	18VULN|28FEWX|3ZMB|4RCR|5BEXP|6AART|78DMG|8BPWR|9LIT|aCGEN
554	11622 34243	   	174.44	ACR|2VULN|2DMG|1AART|1ZMB	18VULN|28FEWX|3ZMB|4RCR|59BEXP|6AART|78DMG|8BPWR|aLWND
555	11622 34261	   	174.44	ACR|2VULN|2DMG|1AART|1ZMB	18VULN|28FEWX|3ZMB|4RCR|5BEXP|6AART|78DMG|8BPWR|9LWND|aBELT
556	16221 61162	   	174.42	ACR|4VULN|2DMG|1DUR	1378VULN|23TLV|38BPWR|4RCR|58CGEN|68DMG|9DUR|aMLV
557	16221 61163	   	174.42	ACR|4VULN|2DMG|1DUR	1378VULN|23TLV|38BPWR|4RCR|58aCGEN|68DMG|9DUR
558	16226 31111	   	174.35	ACR|3VULN|1AART|2CDMG|2ZMB	138VULN|23TLV|38BPWR|4RCR|5RPLT|68CDMG|78ZMB|9AART|aCGEN
559	16226 31112	   	174.35	ACR|3VULN|1AART|2CDMG|2ZMB	138VULN|23TLV|38BPWR|4RCR|5RPLT|68CDMG|78ZMB|9AART|aMLV
560	16226 31114	   	174.35	ACR|3VULN|1AART|2CDMG|2ZMB	138VULN|23TLV|38BPWR|4RCR|5RPLT|68CDMG|78ZMB|9AART|aLHND
561	16226 31116	   	174.35	ACR|3VULN|1AART|2CDMG|2ZMB	138VULN|23TLV|38BPWR|4RCR|5RPLT|68CDMG|78ZMB|9AART|aBEXP
562	16323 41111	   	174.35	ACR|3VULN|1AART|1DMG|2ZMB	158VULN|28TLV|3FEWX|4RCR|6DMG|78ZMB|8BPWR|9AART|aCGEN
563	16323 41112	   	174.35	ACR|3VULN|1AART|1DMG|2ZMB	158VULN|28TLV|3FEWX|4RCR|6DMG|78ZMB|8BPWR|9AART|aMLV
564	16323 41114	   	174.35	ACR|3VULN|1AART|1DMG|2ZMB	158VULN|28TLV|3FEWX|4RCR|6DMG|78ZMB|8BPWR|9AART|aLHND
565	16323 41116	   	174.35	ACR|3VULN|1AART|1DMG|2ZMB	158VULN|28TLV|3FEWX|4RCR|6DMG|78ZMB|8BPWR|9AART|aBEXP
566	11621 34212	   	174.34	ACR|2VULN|2DMG|1AART|1ZMB	18VULN|289FEWX|3ZMB|4RCR|5DUST|6AART|78DMG|8BPWR|aRPLT
567	11621 34214	   	174.34	ACR|2VULN|2DMG|1AART|1ZMB	18VULN|289FEWX|3ZMB|4RCR|5DUST|6AART|78DMG|8BPWR|aCGEN
568	11621 34215	   	174.34	ACR|2VULN|2DMG|1AART|1ZMB	18VULN|289FEWX|3ZMB|4RCR|5DUST|6AART|78DMG|8BPWR|aRMIN
569	11621 34223	   	174.34	ACR|2VULN|2DMG|1AART|1ZMB	18VULN|28FEWX|3ZMB|4RCR|5DUST|6AART|78DMG|8BPWR|9MLV|aLWND
570	11621 34225	   	174.34	ACR|2VULN|2DMG|1AART|1ZMB	18VULN|28FEWX|3ZMB|4RCR|5DUST|6AART|78DMG|8BPWR|9MLV|aLHND
571	11621 34226	   	174.34	ACR|2VULN|2DMG|1AART|1ZMB	18VULN|28FEWX|3ZMB|4RCR|5DUST|6AART|78DMG|8BPWR|9MLV|aBELT
572	11621 34231	   	174.34	ACR|2VULN|2DMG|1AART|1ZMB	18VULN|28FEWX|3ZMB|4RCR|5DUST|6AART|78DMG|8BPWR|9LIT|aDMSP
573	11621 34232	   	174.34	ACR|2VULN|2DMG|1AART|1ZMB	18VULN|28FEWX|3ZMB|4RCR|5DUST|6AART|78DMG|8BPWR|9LIT|aRPLT
574	11621 34234	   	174.34	ACR|2VULN|2DMG|1AART|1ZMB	18VULN|28FEWX|3ZMB|4RCR|5DUST|6AART|78DMG|8BPWR|9LIT|aCGEN
575	11621 34241	   	174.34	ACR|2VULN|2DMG|1AART|1ZMB	18VULN|28FEWX|3ZMB|4RCR|5DUST|6AART|78DMG|8BPWR|9BEXP|aRCVC
576	11621 34243	   	174.34	ACR|2VULN|2DMG|1AART|1ZMB	18VULN|28FEWX|3ZMB|4RCR|5DUST|6AART|78DMG|8BPWR|9BEXP|aLWND
577	11621 34263	   	174.34	ACR|2VULN|2DMG|1AART|1ZMB	18VULN|28FEWX|3ZMB|4RCR|5DUST|6AART|78DMG|8BPWR|9RMIN|aLWND
578	11622 34211	   	174.34	ACR|2VULN|2DMG|1AART|1ZMB	18VULN|289FEWX|3ZMB|4RCR|5BEXP|6AART|78DMG|8BPWR|aDUST
579	11622 34216	   	174.34	ACR|2VULN|2DMG|1AART|1ZMB	18VULN|289FEWX|3ZMB|4RCR|5BEXP|6AART|78DMG|8BPWR|aERES
580	11622 34235	   	174.34	ACR|2VULN|2DMG|1AART|1ZMB	18VULN|28FEWX|3ZMB|4RCR|5BEXP|6AART|78DMG|8BPWR|9LIT|aDUST
581	11622 34241	   	174.34	ACR|2VULN|2DMG|1AART|1ZMB	18VULN|28FEWX|3ZMB|4RCR|59BEXP|6AART|78DMG|8BPWR|aERES
582	11622 34242	   	174.34	ACR|2VULN|2DMG|1AART|1ZMB	18VULN|28FEWX|3ZMB|4RCR|59BEXP|6AART|78DMG|8BPWR|aTLV
583	11622 34262	   	174.34	ACR|2VULN|2DMG|1AART|1ZMB	18VULN|28FEWX|3ZMB|4RCR|5BEXP|6AART|78DMG|8BPWR|9LWND|aDUST
584	22344 32336	   	174.34	ACR|2VULN|2DMG|1AART|1ZMB	18FEWX|2RPLT|3RCR|48VULN|5LHND|6ERES|78DMG|8BPWR|9ZMB|aAART
585	16226 31115	   	174.25	ACR|3VULN|1AART|2CDMG|2ZMB	138VULN|23TLV|38BPWR|4RCR|5RPLT|68CDMG|78ZMB|9AART|aAIRHEL
586	16323 41113	   	174.25	ACR|3VULN|1AART|1DMG|2ZMB	158VULN|28TLV|3FEWX|4RCR|6DMG|78ZMB|8BPWR|9AART|aMBVNT
587	16323 41115	   	174.25	ACR|3VULN|1AART|1DMG|2ZMB	158VULN|28TLV|3FEWX|4RCR|6DMG|78ZMB|8BPWR|9AART|aAIRHEL
588	22346 34221	 * 	174.25	ACR|2DMG|3CDMG|1AART|1VULN	18FEWX|2RPLT|3RCR|4VULN|58aCDMG|6AART|78DMG|8BPWR|9MLV
589	11621 34211	   	174.24	ACR|2VULN|2DMG|1AART|1ZMB	18VULN|289FEWX|3ZMB|4RCR|5aDUST|6AART|78DMG|8BPWR
590	11621 34213	   	174.24	ACR|2VULN|2DMG|1AART|1ZMB	18VULN|289FEWX|3ZMB|4RCR|5DUST|6AART|78DMG|8BPWR|aTLV
591	11621 34216	   	174.24	ACR|2VULN|2DMG|1AART|1ZMB	18VULN|289FEWX|3ZMB|4RCR|5DUST|6AART|78DMG|8BPWR|aERES
592	11621 34235	   	174.24	ACR|2VULN|2DMG|1AART|1ZMB	18VULN|28FEWX|3ZMB|4RCR|5aDUST|6AART|78DMG|8BPWR|9LIT
593	11621 34251	   	174.24	ACR|2VULN|2DMG|1AART|1ZMB	18VULN|28aFEWX|3ZMB|4RCR|5DUST|6AART|78DMG|8BPWR|9CANHEL
594	11621 34252	   	174.24	ACR|2VULN|2DMG|1AART|1ZMB	18VULN|28FEWX|3ZMB|4RCR|5DUST|6AART|78DMG|8BPWR|9CANHEL|aLHND
595	13623 31223	   	174.24	ACR|2VULN|2DMG|1AART|1ZMB	15VULN|2LHND|3ZMB|4RCR|6AART|78DMG|9BEXP|aLWND
596	13623 31225	   	174.24	ACR|2VULN|2DMG|1AART|1ZMB	15VULN|2aLHND|3ZMB|4RCR|6AART|78DMG|9BEXP
597	13623 31226	   	174.24	ACR|2VULN|2DMG|1AART|1ZMB	15VULN|2LHND|3ZMB|4RCR|6AART|78DMG|9BEXP|aCGEN
598	13623 31231	   	174.24	ACR|2VULN|2DMG|1AART|1ZMB	15VULN|2LHND|3ZMB|4RCR|6AART|78DMG|9aCGEN
599	13623 31234	   	174.24	ACR|2VULN|2DMG|1AART|1ZMB	15VULN|2aLHND|3ZMB|4RCR|6AART|78DMG|9CGEN
600	13623 31235	   	174.24	ACR|2VULN|2DMG|1AART|1ZMB	15VULN|2LHND|3ZMB|4RCR|6AART|78DMG|9CGEN|aLIT
601	13623 31251	   	174.24	ACR|2VULN|2DMG|1AART|1ZMB	15VULN|2LHND|3ZMB|4RCR|6AART|78DMG|9MLV|aCGEN
602	13623 31252	   	174.24	ACR|2VULN|2DMG|1AART|1ZMB	15VULN|2LHND|3ZMB|4RCR|6AART|78DMG|9aMLV
603	13623 31254	   	174.24	ACR|2VULN|2DMG|1AART|1ZMB	15VULN|2aLHND|3ZMB|4RCR|6AART|78DMG|9MLV
604	13623 31255	   	174.24	ACR|2VULN|2DMG|1AART|1ZMB	15VULN|2LHND|3ZMB|4RCR|6AART|78DMG|9MLV|aLIT
605	13623 31261	   	174.24	ACR|2VULN|2DMG|1AART|1ZMB	15VULN|2LHND|3ZMB|4RCR|6AART|78DMG|9RCVC|aDMSP
606	13623 31265	   	174.24	ACR|2VULN|2DMG|1AART|1ZMB	15VULN|2LHND|3ZMB|4RCR|6AART|78DMG|9RCVC|aRMIN
607	13623 31533	   	174.24	ACR|2VULN|2DMG|1AART|1ZMB	15VULN|2LHND|3ZMB|4RCR|6AART|79DMG|8BEXP|aLWND
608	13623 31535	   	174.24	ACR|2VULN|2DMG|1AART|1ZMB	15VULN|2aLHND|3ZMB|4RCR|6AART|79DMG|8BEXP
609	13623 31536	   	174.24	ACR|2VULN|2DMG|1AART|1ZMB	15VULN|2LHND|3ZMB|4RCR|6AART|79DMG|8BEXP|aCGEN
610	13623 32133	   	174.24	ACR|2VULN|2DMG|1AART|1ZMB	15VULN|2LHND|3ZMB|4RCR|6AART|7BEXP|89DMG|aLWND
611	13623 32135	   	174.24	ACR|2VULN|2DMG|1AART|1ZMB	15VULN|2aLHND|3ZMB|4RCR|6AART|7BEXP|89DMG
612	13623 32136	   	174.24	ACR|2VULN|2DMG|1AART|1ZMB	15VULN|2LHND|3ZMB|4RCR|6AART|7BEXP|89DMG|aCGEN
613	13625 31211	   	174.24	ACR|2VULN|2DMG|1AART|1ZMB	19VULN|2LHND|3ZMB|4RCR|5RCVC|6AART|78DMG|aDMSP
614	13625 31215	   	174.24	ACR|2VULN|2DMG|1AART|1ZMB	19VULN|2LHND|3ZMB|4RCR|5RCVC|6AART|78DMG|aRMIN
615	16223 32156	   	174.23	ACR|3VULN|1AART|1DMG|2DUR	13aVULN|23TLV|3aBPWR|4RCR|5AART|6aFEWX|7BEXP|8DMG|9aDUR
616	16223 51316	   	174.23	ACR|3VULN|1AART|1DMG|2DUR	13aVULN|23TLV|3aBPWR|4RCR|5AART|6aDUR|7DMG|8LWND|9aBEXP
617	16223 52116	   	174.23	ACR|3VULN|1AART|1DMG|2DUR	13aVULN|23TLV|3aBPWR|4RCR|5AART|6aDUR|7BEXP|8DMG|9aFEWX
618	11621 34253	   	174.14	ACR|2VULN|2DMG|1AART|1ZMB	18VULN|28FEWX|3ZMB|4RCR|5DUST|6AART|78DMG|8BPWR|9CANHEL|aTLV
619	13623 31221	   	174.14	ACR|2VULN|2DMG|1AART|1ZMB	15VULN|2LHND|3ZMB|4RCR|6AART|78DMG|9BEXP|aERES
620	13623 31222	   	174.14	ACR|2VULN|2DMG|1AART|1ZMB	15VULN|2LHND|3ZMB|4RCR|6AART|78DMG|9BEXP|aTLV
621	13623 31232	   	174.14	ACR|2VULN|2DMG|1AART|1ZMB	15VULN|2LHND|3ZMB|4RCR|6AART|78DMG|9CGEN|aDUST
622	13623 31241	   	174.14	ACR|2VULN|2DMG|1AART|1ZMB	15VULN|2LHND|3ZMB|4RCR|6AART|78DMG|9TLV|aCGEN
623	13623 31242	   	174.14	ACR|2VULN|2DMG|1AART|1ZMB	15VULN|2LHND|3ZMB|4RCR|6AART|78DMG|9TLV|aMLV
624	13623 31244	   	174.14	ACR|2VULN|2DMG|1AART|1ZMB	15VULN|2aLHND|3ZMB|4RCR|6AART|78DMG|9TLV
625	13623 31245	   	174.14	ACR|2VULN|2DMG|1AART|1ZMB	15VULN|2LHND|3ZMB|4RCR|6AART|78DMG|9TLV|aLIT
626	13623 31262	   	174.14	ACR|2VULN|2DMG|1AART|1ZMB	15VULN|2LHND|3ZMB|4RCR|6AART|78DMG|9RCVC|aDUST
627	13623 31266	   	174.14	ACR|2VULN|2DMG|1AART|1ZMB	15VULN|2LHND|3ZMB|4RCR|6AART|78DMG|9RCVC|aBASHEA
628	13623 31433	   	174.14	ACR|2VULN|2DMG|1AART|1ZMB	15VULN|2LHND|3ZMB|4RCR|6AART|79DMG|8MBVNT|aLWND
629	13623 31436	   	174.14	ACR|2VULN|2DMG|1AART|1ZMB	15VULN|2aLHND|3ZMB|4RCR|6AART|79DMG|8MBVNT
630	13623 31437	   	174.14	ACR|2VULN|2DMG|1AART|1ZMB	15VULN|2LHND|3ZMB|4RCR|6AART|79DMG|8MBVNT|aCGEN
631	13623 31438	   	174.14	ACR|2VULN|2DMG|1AART|1ZMB	15VULN|2LHND|3ZMB|4RCR|6AART|79DMG|8MBVNT|aFEWX
632	13623 31531	   	174.14	ACR|2VULN|2DMG|1AART|1ZMB	15VULN|2LHND|3ZMB|4RCR|6AART|79DMG|8BEXP|aERES
633	13623 31532	   	174.14	ACR|2VULN|2DMG|1AART|1ZMB	15VULN|2LHND|3ZMB|4RCR|6AART|79DMG|8BEXP|aTLV
634	13623 31634	   	174.14	ACR|2VULN|2DMG|1AART|1ZMB	15VULN|2LHND|3ZMB|4RCR|6AART|7aDMG|8RPLT|9DUST
635	13623 32131	   	174.14	ACR|2VULN|2DMG|1AART|1ZMB	15VULN|2LHND|3ZMB|4RCR|6AART|7BEXP|89DMG|aERES
636	13623 32132	   	174.14	ACR|2VULN|2DMG|1AART|1ZMB	15VULN|2LHND|3ZMB|4RCR|6AART|7BEXP|89DMG|aTLV
637	13625 31212	   	174.14	ACR|2VULN|2DMG|1AART|1ZMB	19VULN|2LHND|3ZMB|4RCR|5RCVC|6AART|78DMG|aDUST
638	13625 31216	   	174.14	ACR|2VULN|2DMG|1AART|1ZMB	19VULN|2LHND|3ZMB|4RCR|5RCVC|6AART|78DMG|aBASHEA
639	52112 34513	   	174.13	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	18MLV|28DUR|3RCR|4VULN|5BEXP|6AART|78DMG|8BPWR|9FEWX|aCDMG
640	13623 31243	   	174.04	ACR|2VULN|2DMG|1AART|1ZMB	15VULN|2LHND|3ZMB|4RCR|6AART|78DMG|9TLV|aMBVNT
641	13623 31431	   	174.04	ACR|2VULN|2DMG|1AART|1ZMB	15VULN|2LHND|3ZMB|4RCR|6AART|79DMG|8MBVNT|aERES
642	13623 31432	   	174.04	ACR|2VULN|2DMG|1AART|1ZMB	15VULN|2LHND|3ZMB|4RCR|6AART|79DMG|8MBVNT|aTLV
643	13623 31434	   	174.04	ACR|2VULN|2DMG|1AART|1ZMB	15VULN|2LHND|3ZMB|4RCR|6AART|79DMG|8MBVNT|aDUST
644	13623 31133	   	174.03	ACR|2VULN|3ZMB|1AART|1DMG	15VULN|2LHND|38aZMB|4RCR|6AART|7DMG|9CGEN
645	12135 41313	   	174.03	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	157VULN|2RCVC|3RCR|4ZMB|6DUR|8AART|9LHND|aCDMG
646	12135 41323	   	174.03	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	157VULN|2RCVC|3RCR|4ZMB|6DUR|8AART|9BEXP|aCDMG
647	16225 11313	   	174.03	ACR|4VULN|1AART|1CDMG|1DUR	1357VULN|23TLV|3BPWR|4RCR|6FEWX|8DUR|9AART|aCDMG
648	13613 31362	   	174.02	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	14aVULN|2LHND|3ZMB|5DUR|6AART|7DMG|8FEWX|9RCR
