0	Index      	 *	Score 	Summary	Detail	
1	32312 13462	 * 	183.30	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1ERES|2DUR|3BELT|49DMG|57VULN|6RCR|8CDMG|aAART
488	21114 43136	 * 	155.73	ACR|2AART|1VULN|1CDMG|2DUR|1ZMB	1FEWX|28DUR|3ZMB|4RCR|5LHND|6CDMG|7aAART|9VULN
489	36135 32136	   	155.65	ACR|2VULN|1AART|1DMG|1ZMB	1ERES|2DMG|3ZMB|4RCR|5DUST|69VULN|7AART|8TLV|aLEGI
490	21251 11663	   	155.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2DUR|3RPLT|4AART|5VULN|6DMG|7ZMB|8CDMG|9RCR|aCGEN
491	12312 15324	   	155.62	DCR|3VULN|1DMG|1ZMB|1DUR	1MLV|2DUR|3BELT|4DMG|58aVULN|6RCR|7BEXP|9ZMB
492	12523 44312	   	155.62	DCR|3VULN|1DMG|1ZMB|1DUR	1MLV|2DUR|3FEWX|489VULN|5ZMB|6RCR|7BELT|aDMG
493	23312 42331	   	155.60	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB	1FEWX|2VULN|3BEXP|45CDMG|6RPLT|7AART|8RCR|9DMG|aZMB
494	36136 21334	   	155.57	ACR|2VULN|2DMG|1ZMB|1DUR	17ERES|27DMG|3ZMB|4RCR|5DUR|67FEWX|7BPWR|8LIT|9aVULN
495	23332 32621	 * 	155.57	DCR|3VULN|1AART|2ASPD	1FEWX|279VULN|3BEXP|4aASPD|5LIT|6RCR|8AART
496	55332 32621	   	155.57	DCR|3VULN|1AART|2ASPD	1LHND|279VULN|3BEXP|4aASPD|5LIT|6RCR|8AART
497	21251 11661	   	155.53	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2DUR|3RPLT|4AART|5VULN|6DMG|7ZMB|8CDMG|9RCR|aERES
498	32312 13122	   	155.52	DCR|3VULN|1DMG|1ZMB|1DUR	1ERES|2DUR|3BELT|4DMG|579VULN|6RCR|8LIT|aZMB
499	55113 22135	   	155.49	ACR|3VULN|1AART|2ZMB	1LHND|28aVULN|35ZMB|4RCR|6FEWX|7AART|9MGNSTR
500	23115 35211	   	155.49	ACR|2VULN|1DMG|2ZMB|1CDMG|1ASPD	1FEWX|2aVULN|38ZMB|4RCR|5CDMG|6LWND|7DMG|9ASPD
501	23115 46231	   	155.49	ACR|2VULN|1DMG|2ZMB|1CDMG|1DUR	1FEWX|2aVULN|38ZMB|4RCR|5CDMG|6CGEN|7DUR|9DMG
502	23113 34361	   	155.49	ACR|2VULN|1DMG|2ZMB|1CDMG|1ASPD	1FEWX|26VULN|35ZMB|4RCR|7RMIN|8DMG|9CDMG|aASPD
503	55113 25123	   	155.49	ACR|2VULN|1DMG|2ZMB|1CDMG|1ASPD	1LHND|29VULN|35ZMB|4RCR|6FEWX|7DMG|8ASPD|aCDMG
504	23112 35354	   	155.47	ACR|2VULN|2DMG|1ZMB|1DUR	1FEWX|26VULN|3ZMB|4RCR|5DUST|79DMG|8LHND|aDUR
505	16135 22112	   	155.47	ACR|2VULN|2DMG|1ZMB|1ASPD	1MLV|2aDMG|3ZMB|4RCR|5DUST|6BELT|79VULN|8ASPD
506	16135 33112	   	155.47	ACR|2VULN|2DMG|1ZMB|1ASPD	1MLV|2aDMG|3ZMB|4RCR|5DUST|69VULN|7BELT|8ASPD
507	23112 35142	   	155.47	ACR|2VULN|2DMG|1ZMB|1ASPD	1FEWX|26VULN|3ZMB|4RCR|5DUST|79DMG|8ASPD|aLWND
508	23112 35144	   	155.47	ACR|2VULN|2DMG|1ZMB|1ASPD	1FEWX|26VULN|3ZMB|4RCR|5DUST|79DMG|8ASPD|aRPLT
509	55116 33223	   	155.47	ACR|2AART|2VULN|1ZMB|1ASPD	1LHND|28VULN|3ZMB|4RCR|5aAART|6LEGI|7ASPD|9CGEN
510	23112 31354	   	155.47	ACR|2VULN|2DMG|1ZMB|1DUR	1FEWX|26VULN|3ZMB|4RCR|5DUST|7LWND|89DMG|aDUR
511	31663 36133	   	155.45	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ERES|2RMIN|3CDMG|4AART|59VULN|6LHND|7ZMB|8RCR|aDUR
512	23163 43523	   	155.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1FEWX|2VULN|3ZMB|4LIT|5RCR|6LWND|7CDMG|8ASPD|9AART|aDMG
513	23112 32111	   	155.39	ACR|3VULN|1AART|2ZMB	1FEWX|268VULN|3aZMB|4RCR|5DUST|7AART|9CGEN
514	23112 32123	   	155.39	ACR|3VULN|1AART|2ZMB	1FEWX|268VULN|3aZMB|4RCR|5DUST|7AART|9BELT
515	23112 32136	   	155.39	ACR|3VULN|1AART|2ZMB	1FEWX|268VULN|3aZMB|4RCR|5DUST|7AART|9BEXP
516	23116 52231	   	155.39	ACR|3VULN|1AART|2ZMB	1FEWX|289VULN|3aZMB|4RCR|5ERES|6LWND|7AART
517	23513 52231	   	155.39	ACR|3VULN|1AART|2ZMB	1FEWX|289VULN|3ERES|4RCR|5aZMB|6LWND|7AART
518	21112 45233	   	155.39	ACR|2DMG|1VULN|2ZMB|1CDMG|1DUR	1FEWX|2DUR|38ZMB|4RCR|5DUST|6CDMG|79DMG|aVULN
519	21115 25233	   	155.39	ACR|2DMG|1VULN|2ZMB|1CDMG|1DUR	1FEWX|2DUR|38ZMB|4RCR|5CDMG|6DUST|79DMG|aVULN
520	23112 45211	   	155.39	ACR|2VULN|1DMG|2ZMB|1CDMG|1ASPD	1FEWX|2aVULN|38ZMB|4RCR|5DUST|6CDMG|7DMG|9ASPD
521	23115 25211	   	155.39	ACR|2VULN|1DMG|2ZMB|1CDMG|1ASPD	1FEWX|2aVULN|38ZMB|4RCR|5CDMG|6DUST|7DMG|9ASPD
522	55113 35123	   	155.39	ACR|2VULN|1DMG|2ZMB|1CDMG|1ASPD	1LHND|29VULN|35ZMB|4RCR|6DUST|7DMG|8ASPD|aCDMG
523	23112 45231	   	155.39	ACR|2DMG|1VULN|2ZMB|1CDMG|1DUR	1FEWX|2VULN|38ZMB|4RCR|5DUST|6CDMG|79DMG|aDUR
524	23115 25231	   	155.39	ACR|2DMG|1VULN|2ZMB|1CDMG|1DUR	1FEWX|2VULN|38ZMB|4RCR|5CDMG|6DUST|79DMG|aDUR
525	23115 55121	   	155.37	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1FEWX|27VULN|3ZMB|4RCR|5CDMG|6BELT|8BEXP|9AART|aDUR
526	23115 55311	   	155.37	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1FEWX|27VULN|3ZMB|4RCR|5CDMG|6BELT|8LHND|9AART|aDUR
527	23112 34364	   	155.37	ACR|2VULN|2DMG|1ZMB|1DUR	1FEWX|26VULN|3ZMB|4RCR|5DUST|7MBVNT|89DMG|aDUR
528	23112 35145	   	155.37	ACR|2VULN|2DMG|1ZMB|1ASPD	1FEWX|26VULN|3ZMB|4RCR|5DUST|79DMG|8ASPD|aTLV
529	23112 35146	   	155.37	ACR|2VULN|2DMG|1ZMB|1ASPD	1FEWX|26VULN|3ZMB|4RCR|5DUST|79DMG|8ASPD|aERES
530	36136 31334	   	155.37	ACR|2VULN|2DMG|1ZMB|1DUR	17ERES|27DMG|3ZMB|4RCR|5DUR|67DUST|7BPWR|8LIT|9aVULN
531	55116 33213	   	155.37	ACR|2AART|2VULN|1ZMB|1ASPD	1LHND|28VULN|3ZMB|4RCR|5aAART|6LEGI|7ASPD|9TLV
532	55116 33233	   	155.37	ACR|2VULN|2AART|1ZMB|1ASPD	1LHND|28VULN|3ZMB|4RCR|5aAART|6LEGI|7ASPD|9ERES
533	23112 32531	   	155.29	ACR|3VULN|1AART|2ZMB	1FEWX|269VULN|3aZMB|4RCR|5DUST|7AART|8ERES
534	23116 12231	   	155.29	ACR|3VULN|1AART|2ZMB	1FEWX|289VULN|3aZMB|4RCR|5ERES|6LEGI|7AART
535	23513 12231	   	155.29	ACR|3VULN|1AART|2ZMB	1FEWX|289VULN|3ERES|4RCR|5aZMB|6LEGI|7AART
536	23115 55221	   	155.27	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1FEWX|27VULN|3ZMB|4RCR|5CDMG|6BELT|8MBVNT|9AART|aDUR
537	16423 22533	 * 	155.23	DCR|2AART|1VULN|1DMG|1FLTHEA|1DUR|1SELL	1MLV|2DMG|3LIT|4SELL|5FLTHEA|6DUR|7VULN|8RCR|9aAART
538	23244 45131	   	155.11	DCR|2VULN|2DMG|1AART	19FEWX|29VULN|3RPLT|4MBVNT|5BEXP|6LWND|7AART|89DMG|9BPWR|aRCR
539	23244 75131	   	155.11	DCR|2VULN|2DMG|1AART	19FEWX|29VULN|3RPLT|4MBVNT|5BEXP|6LHND|7AART|89DMG|9BPWR|aRCR
540	23246 25131	   	155.11	DCR|2VULN|2DMG|1AART	19FEWX|29VULN|3RPLT|4MBVNT|5LHND|6BEXP|7AART|89DMG|9BPWR|aRCR
541	23414 15223	   	155.08	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1SELL	1FEWX|2VULN|3SELL|4LIT|58DUR|6RCR|7AART|9DMG|aCDMG
542	12315 38325	   	155.05	DCR|2VULN|2DMG|1ZMB|1DUR	1MLV|2DUR|3BELT|46DMG|5MBVNT|7RCR|8aVULN|9ZMB
543	16161 13613	   	155.03	DCR|2DMG|1AART|1VULN|1ZMB	1MLV|29DMG|3ZMB|4LIT|5FEWX|6VULN|7RCR|8AART|aCGEN
544	16411 13613	   	155.03	DCR|2DMG|1AART|1VULN|1ZMB	1MLV|29DMG|3LIT|4ZMB|5FEWX|6VULN|7RCR|8AART|aCGEN
545	23244 15131	   	155.01	DCR|2VULN|2DMG|1AART	19FEWX|29VULN|3RPLT|4MBVNT|5BEXP|6DUST|7AART|89DMG|9BPWR|aRCR
546	42544 35131	   	155.01	DCR|2VULN|2DMG|1AART	1RPLT|2MBVNT|39FEWX|4LEGI|5BEXP|69VULN|7AART|89DMG|9BPWR|aRCR
547	21113 35161	   	154.99	ACR|1AART|1VULN|1DMG|2ZMB|1ASPD|1DUR	1FEWX|2DUR|35ZMB|4RCR|6VULN|7DMG|8ASPD|9AART|aBELT
548	21113 35164	   	154.99	ACR|1AART|1VULN|1DMG|2ZMB|1DUR|1ASPD	1FEWX|2DUR|35ZMB|4RCR|6VULN|7DMG|8ASPD|9AART|aLWND
549	16161 13612	   	154.93	DCR|2DMG|1AART|1VULN|1ZMB	1MLV|29DMG|3ZMB|4LIT|5FEWX|6VULN|7RCR|8AART|aERES
550	16411 13612	   	154.93	DCR|2DMG|1AART|1VULN|1ZMB	1MLV|29DMG|3LIT|4ZMB|5FEWX|6VULN|7RCR|8AART|aERES
551	36161 13613	   	154.93	DCR|2DMG|1AART|1VULN|1ZMB	1ERES|29DMG|3ZMB|4LIT|5FEWX|6VULN|7RCR|8AART|aLHND
552	36411 13613	   	154.93	DCR|2DMG|1AART|1VULN|1ZMB	1ERES|29DMG|3LIT|4ZMB|5FEWX|6VULN|7RCR|8AART|aLHND
553	21113 35162	   	154.89	ACR|1AART|1VULN|1DMG|2ZMB|1DUR|1ASPD	1FEWX|2DUR|35ZMB|4RCR|6VULN|7DMG|8ASPD|9AART|aTLV
554	21113 35163	   	154.89	ACR|1AART|1VULN|1DMG|2ZMB|1DUR|1ASPD	1FEWX|2DUR|35ZMB|4RCR|6VULN|7DMG|8ASPD|9AART|aLEGI
555	21113 35165	   	154.89	ACR|1AART|1VULN|1DMG|2ZMB|1DUR|1ASPD	1FEWX|2DUR|35ZMB|4RCR|6VULN|7DMG|8ASPD|9AART|aERES
556	36161 13612	   	154.83	DCR|2DMG|1AART|1VULN|1ZMB	1aERES|29DMG|3ZMB|4LIT|5FEWX|6VULN|7RCR|8AART
557	36411 13612	   	154.83	DCR|2DMG|1AART|1VULN|1ZMB	1aERES|29DMG|3LIT|4ZMB|5FEWX|6VULN|7RCR|8AART
558	42744 35131	   	154.81	DCR|2VULN|2DMG|1AART	1RPLT|2MBVNT|39DUST|4LEGI|5BEXP|69VULN|7AART|89DMG|9BPWR|aRCR
559	23222 11111	   	154.78	DCR|3VULN|1AART|1DMG	1FEWX|258VULN|3RPLT|4AART|6AIRHEA|7CGEN|9DMG|aRCR
560	23222 61111	   	154.78	DCR|3VULN|1AART|1DMG	1FEWX|258VULN|3RPLT|4AART|6LSRHEA|7CGEN|9DMG|aRCR
561	55222 11111	   	154.78	DCR|3VULN|1AART|1DMG	1LHND|258VULN|3RPLT|4AART|6AIRHEA|7CGEN|9DMG|aRCR
562	55222 61111	   	154.78	DCR|3VULN|1AART|1DMG	1LHND|258VULN|3RPLT|4AART|6LSRHEA|7CGEN|9DMG|aRCR
563	23115 52315	   	154.77	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1FEWX|28VULN|3ZMB|4RCR|5CDMG|6BELT|7MLV|9DUR|aAART
564	23115 53315	   	154.77	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1FEWX|28VULN|3ZMB|4RCR|5CDMG|6BELT|7CGEN|9DUR|aAART
565	53113 62511	 * 	154.77	ACR|3ZMB|1AART|1DMG|1CDMG|1DUR	17LHND|2DUR|357ZMB|4RCR|67MGNSTR|7BPWR|8CDMG|9DMG|aAART
566	23115 35621	 * 	154.76	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG	1FEWX|2VULN|3aZMB|4RCR|5CDMG|6LWND|7DMG|8LIT|9AART
567	32126 42232	   	154.75	DCR|3VULN|1AART|2DUR	1ERES|2aDUR|3LHND|489VULN|5RMIN|6RCR|7AART
568	32626 42232	   	154.75	DCR|3VULN|1AART|2DUR	1ERES|2aDUR|3LWND|489VULN|5RMIN|6RCR|7AART
569	23112 35661	   	154.75	ACR|2VULN|1AART|1DMG|1ZMB	1FEWX|26VULN|3ZMB|4RCR|5DUST|7DMG|8RMIN|9AART|aRCVC
570	23222 13111	   	154.68	DCR|3VULN|1AART|1DMG	1FEWX|258VULN|3RPLT|4AART|6AIRHEA|7TLV|9DMG|aRCR
571	23222 63111	   	154.68	DCR|3VULN|1AART|1DMG	1FEWX|258VULN|3RPLT|4AART|6LSRHEA|7TLV|9DMG|aRCR
572	55222 13111	   	154.68	DCR|3VULN|1AART|1DMG	1LHND|258VULN|3RPLT|4AART|6AIRHEA|7TLV|9DMG|aRCR
573	55222 63111	   	154.68	DCR|3VULN|1AART|1DMG	1LHND|258VULN|3RPLT|4AART|6LSRHEA|7TLV|9DMG|aRCR
574	23115 51315	   	154.67	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1FEWX|28VULN|3ZMB|4RCR|5CDMG|6BELT|7NUKE|9DUR|aAART
575	32121 42232	   	154.65	DCR|3VULN|1AART|2DUR	1ERES|2aDUR|3LHND|489VULN|5NUKE|6RCR|7AART
576	32621 42232	   	154.65	DCR|3VULN|1AART|2DUR	1ERES|2aDUR|3LWND|489VULN|5NUKE|6RCR|7AART
577	53521 42232	   	154.65	DCR|3VULN|1AART|2DUR	1LHND|2aDUR|3ERES|489VULN|5NUKE|6RCR|7AART
578	23112 35662	   	154.65	ACR|2VULN|1AART|1DMG|1ZMB	1FEWX|26VULN|3ZMB|4RCR|5DUST|7DMG|8RMIN|9AART|aERES
579	51225 23311	   	154.57	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1LHND|2RCVC|3AART|4VULN|5ASPD|6LIT|7DUR|8RCR|9DMG|aCDMG
580	42241 84521	   	154.57	DCR|2VULN|2DMG|2ZMB	1RPLT|2MBVNT|39ZMB|49MLV|5aVULN|6RCR|7LIT|89DMG|9BPWR
581	21122 42351	 * 	154.56	DCR|3ZMB|1AART|2CDMG|1VULN|1DUR	19FEWX|2DUR|379ZMB|4VULN|5DUST|69CDMG|8AART|9BPWR|aRCR
582	21113 32234	 * 	154.55	ACR|1AART|1VULN|1DMG|2ZMB|2DUR	1FEWX|2aDUR|35ZMB|4RCR|6VULN|7AART|8BEXP|9DMG
583	23113 26113	   	154.55	ACR|1AART|1VULN|1DMG|2ZMB|2DUR	1FEWX|2VULN|35ZMB|4RCR|6BELT|7AART|8aDUR|9DMG
584	23346 26311	   	154.54	DCR|4VULN|1CDMG|1DUR|1ASPD	1FEWX|245aVULN|35BEXP|5BPWR|6DUR|7CDMG|8RCR|9ASPD
585	21433 21334	   	154.52	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1SELL	1FEWX|2DUR|3SELL|4DMG|5ZMB|6CGEN|79VULN|8AART|aRCR
586	16134 21621	   	154.45	ACR|2DMG|1AART|1VULN|1ZMB	17MLV|27DMG|3ZMB|4RCR|5LHND|67FEWX|7BPWR|8LWND|9VULN|aAART
587	53311 63262	   	154.44	DCR|1AART|1VULN|1DMG|2CDMG|1DUR	1LHND|2DUR|3BEXP|48CDMG|5VULN|6RCR|7TLV|9DMG|aAART
588	53111 22253	 * 	154.41	ACR|1AART|1VULN|1DMG|3DUR|1ZMB	1LHND|268DUR|3ZMB|4RCR|5NUKE|7AART|9DMG|aVULN
589	23113 21352	   	154.29	ACR|3VULN|1AART|2ZMB	1FEWX|28aVULN|35ZMB|4RCR|6BELT|7MLV|9AART
590	11151 12122	   	154.29	ACR|3VULN|1AART|1CDMG	1MLV|2RMIN|3RPLT|4RCR|58aVULN|6CDMG|7AART|9BELT
591	25151 12122	   	154.29	ACR|3VULN|1AART|1CDMG	1FEWX|2RCVC|3RPLT|4RCR|58aVULN|6CDMG|7AART|9BELT
592	26151 12122	   	154.29	ACR|3VULN|1AART|1CDMG	1FEWX|2DMSP|3RPLT|4RCR|58aVULN|6CDMG|7AART|9BELT
593	23112 32223	   	154.27	ACR|2VULN|2AART|1ZMB|1DUR	1FEWX|26VULN|3ZMB|4RCR|5DUST|79AART|8BEXP|aDUR
594	23112 32321	   	154.27	ACR|2VULN|2AART|1ZMB|1DUR	1FEWX|26VULN|3ZMB|4RCR|5DUST|79AART|8DUR|aBELT
595	23112 32324	   	154.27	ACR|2VULN|2AART|1ZMB|1DUR	1FEWX|26VULN|3ZMB|4RCR|5DUST|79AART|8DUR|aLWND
596	36134 21621	   	154.25	ACR|2DMG|1AART|1VULN|1ZMB	17ERES|27DMG|3ZMB|4RCR|5LHND|67FEWX|7BPWR|8LWND|9VULN|aAART
597	53311 62431	 * 	154.22	DCR|2VULN|1DMG|2CDMG|2DUR	1LHND|27DUR|3BEXP|48CDMG|5aVULN|6RCR|9DMG
598	23214 12323	   	154.20	DCR|2VULN|2AART|1CDMG|1DUR	1FEWX|25VULN|3RPLT|4BEXP|6CDMG|79AART|8RCR|aDUR
599	23311 42323	   	154.20	DCR|2VULN|2AART|1CDMG|1DUR	1FEWX|25VULN|3BEXP|4CDMG|6RPLT|79AART|8RCR|aDUR
600	23113 22352	   	154.19	ACR|3VULN|1AART|2ZMB	1FEWX|28aVULN|35ZMB|4RCR|6BELT|7TLV|9AART
601	31131 12222	   	154.19	ACR|3VULN|1AART|1CDMG	1ERES|2RMIN|3RPLT|4RCR|58aVULN|6CDMG|7AART|9BELT
602	23156 21162	   	154.18	DCR|2VULN|1AART|1DMG|1ZMB|1SELL	17FEWX|2aVULN|3ZMB|4LWND|5AART|6SELL|8RCR|9DMG
603	23112 32322	   	154.17	ACR|2VULN|2AART|1ZMB|1DUR	1FEWX|26VULN|3ZMB|4RCR|5DUST|79AART|8DUR|aTLV
604	23112 32323	   	154.17	ACR|2VULN|2AART|1ZMB|1DUR	1FEWX|26VULN|3ZMB|4RCR|5DUST|79AART|8DUR|aLEGI
605	23112 32325	   	154.17	ACR|2VULN|2AART|1ZMB|1DUR	1FEWX|26VULN|3ZMB|4RCR|5DUST|79AART|8DUR|aERES
606	21113 32226	 * 	154.17	ACR|2AART|3ZMB|1VULN|1DUR	1FEWX|2DUR|35aZMB|4RCR|6VULN|79AART|8BEXP
607	16135 31511	   	154.15	ACR|2VULN|1AART|1DMG|1ZMB	1MLV|2DMG|3ZMB|4RCR|5DUST|68VULN|7LWND|9LHND|aAART
608	23112 21312	   	154.15	ACR|2VULN|1AART|1DMG|1ZMB	1FEWX|29VULN|3ZMB|4RCR|5DUST|6BELT|7RCVC|8DMG|aAART
609	23163 23432	 * 	154.12	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB	1FEWX|2VULN|3ZMB|4LIT|5RCR|6DUST|78CDMG|9DMG|aAART
610	23163 53432	   	154.12	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB	1FEWX|2VULN|3ZMB|4LIT|5RCR|68CDMG|7DUST|9DMG|aAART
611	55433 31132	   	154.08	DCR|2VULN|1AART|1DMG|1ZMB|1SELL	1LHND|2aVULN|3SELL|4ZMB|5LIT|6DMG|7RCR|8CANHEL|9AART
612	23113 41262	   	154.06	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG	1FEWX|2VULN|35ZMB|4RCR|6LIT|7DMG|8MBVNT|9CDMG|aAART
613	23112 13312	   	154.05	ACR|2VULN|1AART|1DMG|1ZMB	1FEWX|29VULN|3ZMB|4RCR|56DUST|7BELT|8DMG|aAART
614	23112 65411	   	154.05	ACR|2VULN|1AART|1DMG|1ZMB	1FEWX|28VULN|3ZMB|4RCR|5DUST|6LSRREG|7RPLT|9DMG|aAART
615	36135 31511	   	154.05	ACR|2VULN|1AART|1DMG|1ZMB	1ERES|2DMG|3ZMB|4RCR|5DUST|68VULN|7LWND|9LHND|aAART
616	23145 16333	   	153.99	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1FEWX|2VULN|3ZMB|4MLV|5BELT|6RCR|7AART|8CDMG|9LSRREG|aDMG
617	51225 16121	   	153.96	DCR|2VULN|1AART|1DMG|1ASPD	1LHND|2RCVC|3AART|48VULN|5ASPD|69FEWX|7RCR|aDMG
618	23113 23121	 * 	153.94	ACR|3ZMB|1AART|1VULN|2CDMG	1FEWX|2VULN|357ZMB|4RCR|6BELT|89CDMG|aAART
619	32415 61333	 * 	153.88	ACR|2VULN|1AART|3DUR|1CDMG	1ERES|26aDUR|3DUST|4RCR|5CDMG|79VULN|8AART
620	33615 61333	   	153.88	ACR|2VULN|1AART|3DUR|1CDMG	1ERES|2DUST|36aDUR|4RCR|5CDMG|79VULN|8AART
621	36332 42262	   	153.86	DCR|2VULN|1AART|1DMG|1DUR	1ERES|2DMG|3LWND|49LHND|58VULN|6RCR|7AART|aDUR
622	36352 42132	   	153.86	DCR|2VULN|1AART|1DMG|1DUR	1ERES|2DMG|3LWND|48BEXP|59VULN|6RCR|7AART|aDUR
623	36352 42232	   	153.86	DCR|2VULN|1AART|1DMG|1DUR	1ERES|2DMG|3LWND|4BEXP|59VULN|6RCR|7AART|8RCVC|aDUR
624	12132 42453	   	153.86	DCR|2VULN|1AART|1DMG|1DUR	1MLV|2DUR|3LHND|4CGEN|59VULN|6RCR|7AART|8LSRHEA|aDMG
625	21353 24234	   	153.81	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	17FEWX|2DUR|37BEXP|47DMG|5RPLT|6RCR|7BPWR|8CDMG|9ZMB|aVULN
626	23346 24331	   	153.77	DCR|4VULN|1DMG|1DUR|1SELL	1FEWX|245aVULN|35BEXP|5BPWR|6DUR|7SELL|8RCR|9DMG
627	23214 12363	   	153.75	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1FEWX|25VULN|3RPLT|4BEXP|6CDMG|7AART|8RCR|9ZMB|aDUR
628	23311 42363	   	153.75	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1FEWX|25VULN|3BEXP|4CDMG|6RPLT|7AART|8RCR|9ZMB|aDUR
629	23132 21113	   	153.73	DCR|2VULN|1AART|1DMG|1ZMB	1FEWX|25VULN|3ZMB|4BASHEA|6AART|7RMIN|8RCR|9BEXP|aDMG
630	23132 21123	   	153.73	DCR|2VULN|1AART|1DMG|1ZMB	1FEWX|25VULN|3ZMB|4BASHEA|6AART|7RMIN|8RCR|9LWND|aDMG
631	23132 21133	   	153.73	DCR|2VULN|1AART|1DMG|1ZMB	1FEWX|25VULN|3ZMB|4BASHEA|6AART|7RMIN|8RCR|9LHND|aDMG
632	23132 26113	   	153.73	DCR|2VULN|1AART|1DMG|1ZMB	1FEWX|25VULN|3ZMB|4BASHEA|6AART|7CGEN|8RCR|9BEXP|aDMG
633	23132 26123	   	153.73	DCR|2VULN|1AART|1DMG|1ZMB	1FEWX|25VULN|3ZMB|4BASHEA|6AART|7CGEN|8RCR|9LHND|aDMG
634	23132 26133	   	153.73	DCR|2VULN|1AART|1DMG|1ZMB	1FEWX|25VULN|3ZMB|4BASHEA|6AART|7CGEN|8RCR|9LWND|aDMG
635	55132 21113	   	153.73	DCR|2VULN|1AART|1DMG|1ZMB	1LHND|25VULN|3ZMB|4BASHEA|6AART|7RMIN|8RCR|9BEXP|aDMG
636	55132 21123	   	153.73	DCR|2VULN|1AART|1DMG|1ZMB	1LHND|25VULN|3ZMB|4BASHEA|6AART|7RMIN|8RCR|9LWND|aDMG
637	55132 26113	   	153.73	DCR|2VULN|1AART|1DMG|1ZMB	1LHND|25VULN|3ZMB|4BASHEA|6AART|7CGEN|8RCR|9BEXP|aDMG
638	21113 32121	   	153.71	ACR|2VULN|1AART|2ZMB|1ASPD|1DUR	19FEWX|2DUR|35ZMB|4RCR|68VULN|7AART|aASPD
639	23113 31661	   	153.69	ACR|3VULN|1AART|2ZMB	17FEWX|269VULN|35ZMB|4RCR|8RMIN|aAART
640	23113 32661	   	153.69	ACR|3VULN|1AART|2ZMB	1FEWX|269VULN|35ZMB|4RCR|7DMSP|8RMIN|aAART
641	23113 34661	   	153.69	ACR|3VULN|1AART|2ZMB	1FEWX|269VULN|35ZMB|4RCR|78RMIN|aAART
642	33523 65313	   	153.69	DCR|1AART|1VULN|1DMG|1FLTHEA|1ZMB	135ERES|2DUST|4FLTHEA|6RCR|7AART|8VULN|9ZMB|aDMG
643	36312 42332	   	153.66	DCR|2VULN|1AART|1DMG|1DUR	1ERES|2DMG|3LWND|48DUST|59VULN|6RCR|7AART|aDUR
644	23132 24113	   	153.63	DCR|2VULN|1AART|1DMG|1ZMB	1FEWX|25VULN|3ZMB|4BASHEA|6AART|7TLV|8RCR|9BEXP|aDMG
645	23132 24123	   	153.63	DCR|2VULN|1AART|1DMG|1ZMB	1FEWX|25VULN|3ZMB|4BASHEA|6AART|7TLV|8RCR|9LHND|aDMG
646	23132 24133	   	153.63	DCR|2VULN|1AART|1DMG|1ZMB	1FEWX|25VULN|3ZMB|4BASHEA|6AART|7TLV|8RCR|9LWND|aDMG
647	55132 24113	   	153.63	DCR|2VULN|1AART|1DMG|1ZMB	1LHND|25VULN|3ZMB|4BASHEA|6AART|7TLV|8RCR|9BEXP|aDMG
648	12312 14232	   	153.61	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1MLV|2DUR|3BELT|4DMG|59VULN|6RCR|7ZMB|8CDMG|aLHND
649	12312 14233	   	153.61	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1MLV|2DUR|3BELT|4DMG|59VULN|6RCR|7ZMB|8CDMG|aRMIN
650	12312 14235	   	153.61	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1aMLV|2DUR|3BELT|4DMG|59VULN|6RCR|7ZMB|8CDMG
651	12312 14236	   	153.61	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1MLV|2DUR|3BELT|4DMG|59VULN|6RCR|7ZMB|8CDMG|aFEWX
652	12312 14241	   	153.61	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1MLV|2DUR|3BELT|4DMG|5aVULN|6RCR|7ZMB|8CDMG|9RMIN
