0	Index      	 *	Score 	Summary	Detail	
1	13255 31214	 * 	186.00	ACR|3VULN|1AART|1DMG|1ZMB|1DUR|1SELL	1RCVC|2RCR|3ZMB|4SELL|56aVULN|7DMG|8DUR|9AART
482	13345 32621	   	162.26	ACR|3VULN|2AART|2RCVC	17RCVC|2RCR|3ERES|46aVULN|5RPLT|89AART
483	13242 65121	   	162.24	ACR|3VULN|2CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|49aVULN|5DUR|6ERES|78CDMG
484	13243 22221	   	162.24	ACR|3VULN|2CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|49aVULN|5TLV|67CDMG|8DUR
485	13253 13621	   	162.23	ACR|2VULN|2AART|1ZMB|1ASPD|1SELL	1RCVC|2RCR|3ZMB|4SELL|5ASPD|6TLV|7aVULN|89AART
486	13255 31251	   	162.20	ACR|3VULN|1DMG|1ZMB|1DUR|1SELL	1RCVC|2RCR|3ZMB|4SELL|56aVULN|7DMG|8DUR|9DMSP
487	13246 26333	   	162.19	ACR|2VULN|1AART|2ZMB|1CDMG	1RCVC|2RCR|35ZMB|45VULN|5BPWR|6MLV|7AART|8CDMG|9LEGI|aDUST
488	13643 24222	   	162.19	ACR|3VULN|2DMG	1RCVC|2RCR|3BELT|47BEXP|57aVULN|67DMG|7BPWR|8DUST|9LHND
489	13653 24222	   	162.19	ACR|3VULN|2DMG	1RCVC|2RCR|3BELT|47FEWX|57aVULN|67DMG|7BPWR|8DUST|9LHND
490	13123 23314	   	162.16	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG	1RCVC|2RCR|3FEWX|4DMG|58ASPD|6CDMG|7DUST|9AART|aVULN
491	42234 33633	   	162.14	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1SELL	13LWND|2DMG|4RCR|5SELL|67VULN|8AART|9ZMB|aDUR
492	42433 51112	   	162.13	ACR|3VULN|2DMG|1DUR	19LWND|23DMG|4RCR|57aVULN|6DUR|8RCVC
493	42133 61125	   	162.10	DCR|2VULN|2DMG|1CDMG|1ASPD	1LWND|2aDMG|3RMIN|4ASPD|57VULN|6RCR|8RCVC|9CDMG
494	13124 33263	   	162.04	ACR|3VULN|2DMG|1SELL	1RCVC|2RCR|3aFEWX|49DMG|5SELL|67aVULN|8aLWND|aBPWR
495	42233 62622	   	162.03	ACR|2VULN|2DMG|1AART	13LWND|29DMG|4RCR|57VULN|6aRMIN|8AART
496	42233 62623	   	162.03	ACR|2VULN|2DMG|1AART	13LWND|29DMG|4RCR|57VULN|6RMIN|8AART|aMLV
497	13123 25155	   	162.02	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1SELL	1RCVC|2RCR|3FEWX|4DMG|58ASPD|6CDMG|7SELL|9AART|aVULN
498	13165 26313	   	162.01	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2RCR|3FEWX|4CDMG|5AART|6DMG|7MBVNT|8VULN|9BEXP|aZMB
499	53623 61233	   	162.00	DCR|3VULN|2DMG|1ASPD	1DUST|2TLV|3ASPD|49DMG|57aVULN|6RCR|8BEXP
500	22121 32361	   	161.99	DCR|2VULN|2DMG|1ZMB|1DUR|1ASPD	1DUR|24DMG|3RMIN|5CANHEL|6ASPD|7RCR|8ZMB|9aVULN
501	13123 62261	   	161.99	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1RCVC|2RCR|36FEWX|4DMG|5ASPD|7CDMG|8DUR|9VULN|aAART
502	13123 41155	   	161.99	ACR|1AART|1VULN|1DMG|2ASPD|1ZMB|2RCVC	16RCVC|2RCR|3FEWX|4DMG|58ASPD|7ZMB|9AART|aVULN
503	13165 26422	   	161.99	ACR|2DMG|1AART|2CDMG|1DUR	1RCVC|2RCR|38FEWX|48CDMG|5AART|68DMG|7MBVNT|8BPWR|9DMSP|aDUR
504	13165 26443	   	161.99	ACR|2DMG|1AART|2CDMG|1DUR	1RCVC|2RCR|38FEWX|48CDMG|5AART|68DMG|7MBVNT|8BPWR|9RPLT|aDUR
505	13126 22214	   	161.96	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1RCVC|2RCR|3FEWX|4DMG|5MLV|67CDMG|8DUR|9AART|aVULN
506	13123 24114	   	161.96	ACR|1AART|1VULN|1DMG|2CDMG|1ASPD	1RCVC|2RCR|3FEWX|4DMG|5ASPD|67CDMG|8LWND|9AART|aVULN
507	13123 24514	   	161.96	ACR|1AART|1VULN|1DMG|2CDMG|1ASPD	1RCVC|2RCR|3FEWX|4DMG|5ASPD|67CDMG|8BEXP|9AART|aVULN
508	13124 31123	   	161.94	ACR|3DMG|2VULN|1SELL	1RCVC|2RCR|3aFEWX|49aDMG|5SELL|6aVULN|7MBVNT|8DMSP|aBPWR
509	15311 14531	   	161.93	DCR|2DMG|1AART|1VULN|1ZMB	1RCVC|2VULN|3AART|4RMIN|5CGEN|6DUST|7RCR|89DMG|aZMB
510	21222 22235	 * 	161.91	DCR|3DMG|2VULN|3DUR	125DUR|29BPWR|39LHND|479DMG|69VULN|8RMIN|aRCR
511	23421 32361	   	161.89	DCR|2VULN|2DMG|1ZMB|1DUR|1ASPD	1DUR|2TLV|34DMG|5AIRHEA|6ASPD|7RCR|8ZMB|9aVULN
512	13165 26433	   	161.89	ACR|2DMG|1AART|2CDMG|1DUR	1RCVC|2RCR|38FEWX|48CDMG|5AART|68DMG|7MBVNT|8BPWR|9ERES|aDUR
513	13515 13326	   	161.89	ACR|2VULN|1AART|1DMG|1DUR	1RCVC|2RCR|3DUR|4LWND|5AART|6LIT|79VULN|8DUST|aDMG
514	13123 24614	   	161.86	ACR|1AART|1VULN|1DMG|2CDMG|1ASPD	1RCVC|2RCR|3FEWX|4DMG|5ASPD|67CDMG|8DUST|9AART|aVULN
515	15331 14531	   	161.83	DCR|2DMG|1AART|1VULN|1ZMB	1RCVC|2VULN|3AART|4TLV|5CGEN|6DUST|7RCR|89DMG|aZMB
516	62335 23632	   	161.82	DCR|3DMG|1AART|1VULN|1DUR	1FEWX|27aDMG|3RPLT|4DMSP|5VULN|6DUR|8AART|9RCR
517	12266 23125	   	161.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RCVC|2LWND|3BELT|4DUR|5ZMB|6DMG|7AART|8aVULN|9RCR
518	13122 64353	   	161.76	ACR|2AART|1VULN|1DMG|1CDMG	1RCVC|2RCR|3FEWX|4DMG|5LSRREG|68AART|7DUST|9CDMG|aVULN
519	13263 33266	   	161.72	ACR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD|2RCVC	16RCVC|2RCR|3ZMB|4LIT|5VULN|7DMG|8DUR|9ASPD|aAART
520	13343 23441	   	161.69	ACR|3VULN|1AART|1CDMG	1RCVC|2RCR|3ERES|48aVULN|5TLV|6CDMG|7CGEN|9AART
521	42434 31112	   	161.69	ACR|2VULN|2DMG|1AART|1SELL	1LWND|23DMG|4RCR|5SELL|6aVULN|7MBVNT|8AART|9BEXP
522	42434 31122	   	161.69	ACR|2VULN|2DMG|1AART|1SELL	1LWND|23DMG|4RCR|5SELL|6aVULN|7MBVNT|8AART|9FEWX
523	42434 31132	   	161.69	ACR|2VULN|2DMG|1AART|1SELL	1LWND|23DMG|4RCR|5SELL|6aVULN|7MBVNT|8AART|9LHND
524	42241 61123	   	161.68	DCR|2VULN|2DMG|2CDMG	13aLWND|2aDMG|47VULN|5BEXP|6RCR|8RCVC|9aCDMG|aBPWR
525	13522 63135	   	161.67	ACR|2DMG|1VULN|1CDMG|2DUR|1ASPD	1RCVC|2RCR|35DUR|4aDMG|6CGEN|7VULN|8CDMG|9ASPD
526	13355 32215	   	161.64	ACR|3VULN|2DMG|1SELL	1RCVC|2RCR|37ERES|4SELL|568VULN|9aDMG
527	42165 22333	   	161.61	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LWND|26DMG|3RMIN|4CDMG|5AART|7VULN|8ASPD|9RCR|aLIT
528	13243 23631	   	161.59	ACR|2VULN|1AART|2ZMB|1CDMG	1RCVC|2RCR|39ZMB|4aVULN|5TLV|6CDMG|7CGEN|8AART
529	42423 62123	   	161.58	DCR|2VULN|2DMG|2CDMG	1aLWND|23DMG|4LEGI|5aVULN|6RCR|7DMSP|8RCVC|9aCDMG|aBPWR
530	42423 63123	   	161.58	DCR|2VULN|2DMG|2CDMG	17aLWND|23DMG|4LEGI|5aVULN|6RCR|8RCVC|9aCDMG|aBPWR
531	13522 23135	   	161.57	ACR|2DMG|1VULN|1CDMG|2DUR|1ASPD	1RCVC|2RCR|35DUR|4aDMG|6TLV|7VULN|8CDMG|9ASPD
532	13123 22451	   	161.56	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG	1RCVC|2RCR|3FEWX|4DMG|59ASPD|6CDMG|7MBVNT|8VULN|aAART
533	42165 22331	   	161.51	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LWND|26DMG|3RMIN|4CDMG|5AART|7VULN|8ASPD|9RCR|aERES
534	42165 22332	   	161.51	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LWND|26DMG|3RMIN|4CDMG|5AART|7VULN|8ASPD|9RCR|aTLV
535	14221 75341	   	161.51	DCR|3VULN|2DMG|1ASPD	1RCVC|27LHND|3BELT|47DMG|5MBVNT|67aVULN|7BPWR|8RCR|9ASPD
536	15221 65341	   	161.51	DCR|3VULN|2DMG|1ASPD	1RCVC|27aVULN|3BELT|47DMG|5MBVNT|67LHND|7BPWR|8RCR|9ASPD
537	13513 42121	   	161.50	ACR|4VULN|1CDMG|1DUR|2RCVC	16RCVC|2RCR|3DUR|4LWND|579aVULN|8CDMG
538	13343 25631	   	161.49	ACR|2VULN|1AART|2ZMB|1CDMG	1RCVC|2RCR|3ERES|4aVULN|5TLV|6CDMG|79ZMB|8AART
539	13244 22422	   	161.49	ACR|2VULN|1DMG|2CDMG|1ZMB	18RCVC|2RCR|3ZMB|4aVULN|5NUKE|67CDMG|9DMG
540	22411 41313	   	161.40	DCR|3DMG|1AART|1ZMB|1ASPD|1DUR	1DUR|23aDMG|4ASPD|5CANHEL|6BEXP|7ZMB|8RCR|9AART
541	24421 33313	   	161.40	DCR|3DMG|1AART|1ZMB|1ASPD|1DUR	1DUR|2ZMB|34aDMG|5CANHEL|6ASPD|7FEWX|8RCR|9AART
542	13521 32525	   	161.39	ACR|2DMG|1AART|1VULN|1DUR	1RCVC|2RCR|3DUR|48DMG|5FEWX|6AART|7RPLT|9BELT|aVULN
543	13521 32355	   	161.39	ACR|2VULN|1AART|1DMG|1DUR	1RCVC|2RCR|3DUR|4DMG|5FEWX|6AART|7RPLT|8BELT|9aVULN
544	13126 22261	   	161.36	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1RCVC|2RCR|3FEWX|4DMG|5MLV|67CDMG|8DUR|9VULN|aAART
545	13562 31421	   	161.36	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1RCVC|2RCR|3DUR|47CDMG|5CGEN|6FEWX|8VULN|9DMG|aAART
546	13162 21421	   	161.36	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1RCVC|2RCR|3FEWX|47CDMG|5CGEN|6DUR|8VULN|9DMG|aAART
547	13162 31521	   	161.36	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1RCVC|2RCR|3FEWX|47CDMG|5CGEN|6VULN|8DUR|9DMG|aAART
548	13242 54121	   	161.32	ACR|3VULN|1CDMG|2DUR|1ZMB	1RCVC|2RCR|3ZMB|49aVULN|56DUR|7CGEN|8CDMG
549	15345 31122	   	161.32	DCR|2VULN|2DMG|1AART	1RCVC|26VULN|3AART|4CGEN|5DUST|79DMG|8BEXP|aRCR
550	54121 61111	   	161.28	DCR|2VULN|1AART|1DMG|2ZMB	19DUST|29ZMB|3RMIN|4DMG|5FEWX|6RCR|79VULN|8AART|9BPWR|aLHND
551	54121 61113	   	161.28	DCR|2VULN|1AART|1DMG|2ZMB	19DUST|29ZMB|3RMIN|4DMG|5FEWX|6RCR|79VULN|8AART|9BPWR|aMLV
552	13163 21421	   	161.26	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1RCVC|2RCR|3FEWX|47CDMG|5TLV|6DUR|8VULN|9DMG|aAART
553	13163 31521	   	161.26	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1RCVC|2RCR|3FEWX|47CDMG|5TLV|6VULN|8DUR|9DMG|aAART
554	13563 31421	   	161.26	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1RCVC|2RCR|3DUR|47CDMG|5TLV|6FEWX|8VULN|9DMG|aAART
555	62133 61116	 * 	161.26	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD|1MSE	19FEWX|29DMG|3RMIN|4MSE|5ASPD|6RCR|79VULN|8AART|9BPWR|aCDMG
556	13255 31631	   	161.24	ACR|2VULN|2DMG|2ZMB|1SELL	1RCVC|2RCR|39ZMB|4SELL|56VULN|79DMG|89MLV|9BPWR|aLWND
557	13255 31633	   	161.24	ACR|2VULN|2DMG|2ZMB|1SELL	1RCVC|2RCR|39ZMB|4SELL|56VULN|79DMG|89MLV|9BPWR|aCGEN
558	13523 22161	   	161.24	ACR|2DMG|1VULN|2CDMG|2DUR	1RCVC|2RCR|39DUR|49DMG|5MLV|67CDMG|89LWND|9BPWR|aVULN
559	13526 33161	   	161.24	ACR|2DMG|1VULN|2CDMG|2DUR	1RCVC|2RCR|39DUR|49DMG|57LWND|6CGEN|89CDMG|9BPWR|aVULN
560	13242 53121	   	161.22	ACR|3VULN|1CDMG|2DUR|1ZMB	1RCVC|2RCR|3ZMB|49aVULN|56DUR|7TLV|8CDMG
561	13243 23346	   	161.19	ACR|2VULN|1AART|2ZMB|1CDMG	1RCVC|2RCR|3aZMB|4aVULN|5TLV|6CDMG|78aCGEN|9AART|aBPWR
562	13246 22151	   	161.19	ACR|2VULN|1AART|2ZMB|1CDMG	1RCVC|2RCR|35ZMB|45VULN|5BPWR|6aMLV|7CDMG|8LWND|9AART
563	13246 22152	   	161.19	ACR|2VULN|1AART|2ZMB|1CDMG	1RCVC|2RCR|35ZMB|45VULN|5BPWR|6MLV|7CDMG|8LWND|9AART|aFEWX
564	13246 22632	   	161.19	ACR|2VULN|1AART|2ZMB|1CDMG	1RCVC|2RCR|35ZMB|45VULN|5BPWR|68MLV|7CDMG|9AART|aRMIN
565	42233 51631	   	161.19	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	13LWND|2DMG|4RCR|57VULN|6DUR|8ZMB|9CGEN|aAART
566	13552 21116	   	161.17	ACR|3VULN|1AART|2DUR	1RCVC|2RCR|39DUR|4DUST|5RMIN|69FEWX|79aVULN|8AART|9BPWR
567	62413 22611	   	161.17	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1FEWX|23DMG|4ASPD|5RCVC|6ZMB|7VULN|8RCR|9LWND|aAART
568	13243 42433	   	161.16	ACR|2VULN|1AART|1CDMG|1ZMB|3RCVC	168RCVC|2RCR|3ZMB|4aVULN|5TLV|7CDMG|9AART
569	13212 32324	   	161.14	ACR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1RCVC|2RCR|3ZMB|4ASPD|5LIT|6DUR|7AART|8LWND|9DMG|aVULN
570	13215 26224	   	161.14	ACR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1RCVC|2RCR|3ZMB|4ASPD|5CGEN|6MLV|7AART|8VULN|9DMG|aDUR
571	13265 32324	   	161.14	ACR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1RCVC|2RCR|3ZMB|4LIT|5ASPD|6DUR|7AART|8LWND|9DMG|aVULN
572	13611 23134	   	161.14	ACR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1RCVC|2RCR|3BELT|4LHND|5ASPD|6DMG|7AART|8VULN|9DUR|aZMB
573	13661 23114	   	161.14	ACR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1RCVC|2RCR|3BELT|4DUR|5ASPD|6DMG|7AART|8VULN|9LHND|aZMB
574	22231 26512	   	161.12	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1SELL	1DUR|2DMG|3LWND|4SELL|5ZMB|6aVULN|7RCR|8MLV|9AART
575	22231 26513	   	161.12	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1SELL	1DUR|2aDMG|3LWND|4SELL|5ZMB|6VULN|7RCR|8MLV|9AART
576	13246 22153	   	161.09	ACR|2VULN|1AART|2ZMB|1CDMG	1RCVC|2RCR|35ZMB|45VULN|5BPWR|6MLV|7CDMG|8LWND|9AART|aDUST
577	13246 33151	   	161.09	ACR|2VULN|1AART|2ZMB|1CDMG	1RCVC|2RCR|35ZMB|45VULN|5BPWR|6LWND|7TLV|8CDMG|9AART|aMLV
578	13246 33152	   	161.09	ACR|2VULN|1AART|2ZMB|1CDMG	1RCVC|2RCR|35ZMB|45VULN|5BPWR|6LWND|7TLV|8CDMG|9AART|aRMIN
579	13246 33153	   	161.09	ACR|2VULN|1AART|2ZMB|1CDMG	1RCVC|2RCR|35ZMB|45VULN|5BPWR|6LWND|7TLV|8CDMG|9AART|aFEWX
580	52413 22611	   	161.07	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1DUST|23DMG|4ASPD|5RCVC|6ZMB|7VULN|8RCR|9LWND|aAART
581	52413 22631	   	161.07	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1DUST|23DMG|4ASPD|5RCVC|6ZMB|7VULN|8RCR|9LHND|aAART
582	25253 22341	   	161.07	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|2DUR	13DUR|2CDMG|4AART|58ASPD|6DMG|7VULN|9RPLT|aRCR
583	13255 11224	   	161.04	ACR|2VULN|2DMG|2ZMB|1SELL	1RCVC|2RCR|38ZMB|4SELL|59VULN|6LIT|7aDMG
584	13212 32224	   	161.04	ACR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1RCVC|2RCR|3ZMB|4ASPD|5LIT|6DUR|7AART|8DUST|9DMG|aVULN
585	13212 32525	   	161.04	ACR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1RCVC|2RCR|3ZMB|4ASPD|5LIT|6DUR|7AART|8MBVNT|9DMG|aVULN
586	13212 32584	   	161.04	ACR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1RCVC|2RCR|3ZMB|4ASPD|5LIT|6DUR|7AART|8MBVNT|9VULN|aDMG
587	13265 32224	   	161.04	ACR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1RCVC|2RCR|3ZMB|4LIT|5ASPD|6DUR|7AART|8DUST|9DMG|aVULN
588	42233 31441	   	161.03	ACR|2VULN|2DMG|1AART	138LWND|28DMG|4RCR|59VULN|6CGEN|78LIT|8BPWR|aAART
589	42233 61411	   	161.03	ACR|2VULN|2DMG|1AART	138LWND|29DMG|4RCR|58VULN|6RMIN|78LIT|8BPWR|aAART
590	22231 26212	   	161.02	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1SELL	1DUR|2DMG|3LWND|4SELL|5ZMB|6aVULN|7RCR|8ERES|9AART
591	22231 26213	   	161.02	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1SELL	1DUR|2aDMG|3LWND|4SELL|5ZMB|6VULN|7RCR|8ERES|9AART
592	13211 35352	   	160.99	ACR|2VULN|1AART|2ZMB|2ASPD	1RCVC|2RCR|38ZMB|46ASPD|58CANHEL|78VULN|8BPWR|9AART|aRPLT
593	13211 35353	   	160.99	ACR|2VULN|1AART|2ZMB|2ASPD	1RCVC|2RCR|38ZMB|46ASPD|58CANHEL|78VULN|8BPWR|9AART|aMLV
594	13211 35356	   	160.99	ACR|2VULN|1AART|2ZMB|2ASPD	1RCVC|2RCR|38ZMB|46ASPD|58CANHEL|78VULN|8BPWR|9AART|aLWND
595	13345 32521	   	160.96	ACR|2VULN|1AART|1DMG|1DUR|2RCVC	17RCVC|2RCR|3ERES|46VULN|5RPLT|8DUR|9DMG|aAART
596	13355 62321	   	160.94	ACR|2VULN|1AART|2CDMG|1DUR|1SELL	1RCVC|2RCR|3aERES|4SELL|5aVULN|6AART|7DUR|8BASHEA|9aCDMG|aBPWR
597	13616 23116	   	160.91	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2RCR|3BELT|49LHND|5ZMB|6DMG|7AART|8VULN|aCDMG
598	13545 22121	   	160.90	ACR|2AART|1VULN|1DMG|2DUR|1SELL	1RCVC|2RCR|37DUR|4SELL|59AART|6DMG|8LWND|aVULN
599	13521 11115	   	160.90	ACR|2VULN|2DMG|1AART|2DUR|1MSE	1aRCVC|2RCR|39DUR|49DMG|5FEWX|6MSE|79VULN|8AART|9BPWR
600	13211 35354	   	160.89	ACR|2VULN|1AART|2ZMB|2ASPD	1RCVC|2RCR|38ZMB|46ASPD|58CANHEL|78VULN|8BPWR|9AART|aDUST
601	22243 42431	   	160.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2DMG|3LWND|4ZMB|57VULN|6RCVC|8RCR|9CGEN|aAART
602	13515 13214	   	160.87	ACR|2VULN|1AART|1CDMG|2DUR	1RCVC|2RCR|3aDUR|4LWND|5AART|6LIT|79VULN|8CDMG
603	25251 11512	   	160.85	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	13DUR|2CDMG|4AART|5LIT|6LHND|79VULN|8RCR|aZMB
604	25251 31512	   	160.85	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	13DUR|2CDMG|4AART|5LIT|6BEXP|79VULN|8RCR|aZMB
605	13521 53114	   	160.84	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1RCVC|2RCR|36DUR|4DMG|5FEWX|7TLV|8CDMG|9AART|aVULN
606	13522 14114	   	160.84	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1RCVC|2RCR|35DUR|4DMG|6DUST|7CGEN|8CDMG|9AART|aVULN
607	13522 53114	   	160.84	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1RCVC|2RCR|35DUR|4DMG|6BEXP|7TLV|8CDMG|9AART|aVULN
608	13523 26315	   	160.84	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1RCVC|2RCR|38DUR|4DMG|5MLV|6CDMG|7MBVNT|9AART|aVULN
609	42433 21341	   	160.83	ACR|2VULN|2DMG|1AART	18LWND|23DMG|4RCR|57VULN|6FEWX|9LHND|aAART
610	42433 21351	   	160.83	ACR|2VULN|2DMG|1AART	18LWND|23DMG|4RCR|57VULN|6FEWX|9BEXP|aAART
611	42433 31316	   	160.83	ACR|2VULN|2DMG|1AART	1LWND|23DMG|4RCR|58VULN|6CGEN|7LIT|9LHND|aAART
612	13611 23112	   	160.79	ACR|2VULN|1AART|1DMG|1ASPD	1RCVC|2RCR|3BELT|49LHND|5ASPD|6DMG|7AART|8aVULN
613	13611 23152	   	160.79	ACR|2VULN|1AART|1DMG|1ASPD	1RCVC|2RCR|3BELT|4LHND|5ASPD|6DMG|7AART|8aVULN|9LWND
614	13631 23112	   	160.79	ACR|2VULN|1AART|1DMG|1ASPD	1RCVC|2RCR|3BELT|4LWND|5ASPD|6DMG|7AART|8aVULN|9LHND
615	13631 23121	   	160.79	ACR|2VULN|1AART|1DMG|1ASPD	1RCVC|2RCR|3BELT|4LWND|5ASPD|6DMG|7AART|8aVULN|9RMIN
616	13631 23152	   	160.79	ACR|2VULN|1AART|1DMG|1ASPD	1RCVC|2RCR|3BELT|49LWND|5ASPD|6DMG|7AART|8aVULN
617	13631 23164	   	160.79	ACR|2VULN|1AART|1DMG|1ASPD	1RCVC|2RCR|3BELT|4LWND|5ASPD|6DMG|7AART|8aVULN|9MGNSTR
618	13641 23112	   	160.79	ACR|2VULN|1AART|1DMG|1ASPD	1RCVC|2RCR|3BELT|4BEXP|5ASPD|6DMG|7AART|8aVULN|9LHND
619	13641 23121	   	160.79	ACR|2VULN|1AART|1DMG|1ASPD	1RCVC|2RCR|3BELT|4BEXP|5ASPD|6DMG|7AART|8aVULN|9RMIN
620	13643 21521	   	160.79	ACR|2VULN|1AART|1DMG|1DUR	1RCVC|2RCR|3BELT|49BEXP|5aVULN|6DMG|7AART|8DUR
621	13651 23112	   	160.79	ACR|2VULN|1AART|1DMG|1ASPD	1RCVC|2RCR|3BELT|4FEWX|5ASPD|6DMG|7AART|8aVULN|9LHND
622	13651 23121	   	160.79	ACR|2VULN|1AART|1DMG|1ASPD	1RCVC|2RCR|3BELT|4FEWX|5ASPD|6DMG|7AART|8aVULN|9RMIN
623	13653 21212	   	160.79	ACR|2VULN|1AART|1DMG|1DUR	1RCVC|2RCR|3BELT|4FEWX|58VULN|6DMG|7AART|9CGEN|aDUR
624	13565 22213	   	160.77	ACR|2DMG|1AART|1CDMG|2DUR	1RCVC|2RCR|37DUR|4CDMG|5AART|6aDMG|8LIT|9BASHEA
625	13162 36123	   	160.76	ACR|2AART|1VULN|1DMG|1CDMG	1RCVC|2RCR|3FEWX|4CDMG|5CGEN|6VULN|7BEXP|89AART|aDMG
626	13522 13114	   	160.74	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1RCVC|2RCR|35DUR|4DMG|6DUST|7TLV|8CDMG|9AART|aVULN
627	42433 21211	   	160.73	ACR|2VULN|2DMG|1AART	19LWND|23DMG|4RCR|57VULN|6FEWX|8DUST|aAART
628	42433 21221	   	160.73	ACR|2VULN|2DMG|1AART	1LWND|23DMG|4RCR|57VULN|69FEWX|8DUST|aAART
629	42433 21251	   	160.73	ACR|2VULN|2DMG|1AART	1LWND|23DMG|4RCR|57VULN|6FEWX|8DUST|9DMSP|aAART
630	13214 38347	   	160.71	ACR|1AART|1VULN|1DMG|2ASPD|1ZMB	1RCVC|2RCR|3ZMB|49ASPD|5BEXP|6MBVNT|7AART|8DMG|aVULN
631	13243 46213	   	160.71	ACR|2VULN|1AART|1CDMG|1ZMB|2RCVC	16RCVC|2RCR|3ZMB|48VULN|5TLV|7AART|9LIT|aCDMG
632	13243 46311	   	160.71	ACR|2VULN|1AART|1CDMG|1ZMB|2RCVC	16RCVC|2RCR|3ZMB|4aVULN|5TLV|7AART|8CDMG|9CGEN
633	13124 25423	   	160.70	ACR|2VULN|2DMG|2DUR|2RCVC|1SELL	17RCVC|2RCR|3aFEWX|49DMG|5SELL|6aDUR|8aVULN|aBPWR
634	13124 35523	   	160.70	ACR|2VULN|2DMG|2DUR|2RCVC|1SELL	17RCVC|2RCR|3aFEWX|49DMG|5SELL|6aVULN|8aDUR|aBPWR
635	13122 64363	 * 	160.69	ACR|2DMG|2AART|2ZMB	1RCVC|2RCR|3aFEWX|4aDMG|5LSRREG|68AART|7DUST|9aZMB|aBPWR
636	13315 26226	   	160.69	ACR|2VULN|1AART|1DMG|1ASPD	1RCVC|2RCR|3ERES|4ASPD|5CGEN|6MLV|7AART|8aVULN|9DMG
637	13615 23121	   	160.69	ACR|2VULN|1AART|1DMG|1ASPD	1RCVC|2RCR|3BELT|4LHND|5NUKE|6DMG|7AART|8aVULN|9ASPD
638	13631 23641	   	160.69	ACR|2VULN|1AART|1DMG|1ASPD	1RCVC|2RCR|3BELT|4LWND|5ASPD|6DMG|7AART|8NUKE|9aVULN
639	13665 23112	   	160.69	ACR|2VULN|1AART|1DMG|1DUR	1RCVC|2RCR|3BELT|4DUR|5NUKE|6DMG|7AART|8aVULN|9LHND
640	13665 23121	   	160.69	ACR|2VULN|1AART|1DMG|1DUR	1RCVC|2RCR|3BELT|4DUR|5NUKE|6DMG|7AART|8aVULN|9RMIN
641	13635 23621	   	160.69	ACR|2DMG|1AART|1VULN|1ASPD	1RCVC|2RCR|3BELT|4LWND|5NUKE|68DMG|7AART|9ASPD|aVULN
