0	Index      	 *	Score 	Summary	Detail	
1	53421 43113	 * 	186.12	DCR|3DMG|2AART|2VULN	1248LHND|348DMG|48BPWR|59AART|6RCVC|78VULN|aRCR
488	41131 22255	   	157.67	ACR|2VULN|3ZMB|1DMG|1ASPD	15TLV|245ZMB|3RCR|5BPWR|67VULN|8DMG|9RPLT|aASPD
489	41133 32541	   	157.67	ACR|2DMG|3ZMB|1VULN|1ASPD	17TLV|247ZMB|3RCR|57DMG|6LEGI|7BPWR|8VULN|9ASPD|aBEXP
490	41133 32543	   	157.67	ACR|2DMG|3ZMB|1VULN|1ASPD	17TLV|247ZMB|3RCR|57DMG|6LEGI|7BPWR|8VULN|9ASPD|aCGEN
491	41133 12415	   	157.67	ACR|2VULN|3ZMB|1DMG|1ASPD	1TLV|24aZMB|3RCR|5DMG|68VULN|7LWND|9ASPD
492	41133 21313	   	157.66	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG	1TLV|24ZMB|3RCR|5DMG|6LWND|7MLV|8AART|9VULN|aCDMG
493	41133 23313	   	157.66	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG	1TLV|24ZMB|3RCR|5DMG|6LWND|7CGEN|8AART|9VULN|aCDMG
494	41133 52313	   	157.66	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG	1TLV|24ZMB|3RCR|5DMG|6CGEN|7LHND|8AART|9VULN|aCDMG
495	41133 61313	   	157.66	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG	1TLV|24ZMB|3RCR|5DMG|6LHND|7MLV|8AART|9VULN|aCDMG
496	41133 63313	   	157.66	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG	1TLV|24ZMB|3RCR|5DMG|6LHND|7CGEN|8AART|9VULN|aCDMG
497	41122 15214	   	157.61	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1TLV|2ZMB|3RCR|4CDMG|57VULN|6aRCVC|8DUR|9DMG
498	33324 11115	   	157.60	ACR|3VULN|1AART|1DMG	12LIT|3DMG|49aVULN|5RCR|6DMSP|7ERES|8AART
499	33324 51113	   	157.60	ACR|3VULN|1AART|1DMG	12LIT|3DMG|469VULN|5RCR|7ERES|8AART|aCGEN
500	33324 51116	   	157.60	ACR|3VULN|1AART|1DMG	12aLIT|3DMG|469VULN|5RCR|7ERES|8AART
501	33324 51141	   	157.60	ACR|3VULN|1AART|1DMG	12LIT|3DMG|46aVULN|5RCR|7ERES|8AART|9CGEN
502	35324 11115	   	157.60	ACR|3VULN|1AART|1DMG	1LIT|26DMSP|3DMG|49aVULN|5RCR|7ERES|8AART
503	35324 51113	   	157.60	ACR|3VULN|1AART|1DMG	1LIT|2DMSP|3DMG|469VULN|5RCR|7ERES|8AART|aCGEN
504	33222 51143	 * 	157.58	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1DUR	12LIT|3CDMG|4FLTHEA|5AART|6DUR|7BASHEA|8DMG|9RCR|aVULN
505	35222 51143	   	157.58	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1DUR	1LIT|2DMSP|3CDMG|4FLTHEA|5AART|6DUR|7BASHEA|8DMG|9RCR|aVULN
506	43141 16321	   	157.57	DCR|2AART|2VULN|1DMG	1TLV|2LEGI|35VULN|4aAART|6DMG|7RCR|8MBVNT|9LHND
507	41133 32254	   	157.57	ACR|2DMG|3ZMB|1VULN|1ASPD	178TLV|247ZMB|3RCR|57DMG|6LEGI|7BPWR|9ASPD|aVULN
508	41133 32522	   	157.57	ACR|2DMG|3ZMB|1VULN|1DUR	17TLV|247ZMB|3RCR|57DMG|6LEGI|7BPWR|8VULN|9DUST|aDUR
509	41133 32534	   	157.57	ACR|2DMG|3ZMB|1VULN|1DUR	17TLV|247ZMB|3RCR|57DMG|6LEGI|7BPWR|8VULN|9ERES|aDUR
510	41133 32542	   	157.57	ACR|2DMG|3ZMB|1VULN|1ASPD	17TLV|247ZMB|3RCR|57DMG|6LEGI|7BPWR|8VULN|9ASPD|aERES
511	41134 15222	   	157.57	ACR|2VULN|3ZMB|1DMG|1DUR	1TLV|24aZMB|3RCR|5DUR|69VULN|7MBVNT|8DMG
512	41133 31313	   	157.56	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG	1TLV|24ZMB|3RCR|5DMG|6LEGI|7MLV|8AART|9VULN|aCDMG
513	41133 33313	   	157.56	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG	1TLV|24ZMB|3RCR|5DMG|6LEGI|7CGEN|8AART|9VULN|aCDMG
514	33322 24221	   	157.55	DCR|2VULN|2DMG|1ZMB|1DUR	12LIT|37DMG|49VULN|5DUR|6RCR|8LHND|aZMB
515	33322 24354	   	157.55	DCR|2VULN|2DMG|1ZMB|1DUR	12LIT|37DMG|49VULN|5DUR|6RCR|8ZMB|aMLV
516	33322 24356	   	157.55	DCR|2VULN|2DMG|1ZMB|1DUR	12LIT|37DMG|49VULN|5DUR|6RCR|8ZMB|aRPLT
517	33322 24521	   	157.55	DCR|2VULN|2DMG|1ZMB|1DUR	12LIT|37DMG|49VULN|5DUR|6RCR|8LWND|aZMB
518	35322 24221	   	157.55	DCR|2VULN|2DMG|1ZMB|1DUR	1LIT|2DMSP|37DMG|49VULN|5DUR|6RCR|8LHND|aZMB
519	35322 24521	   	157.55	DCR|2VULN|2DMG|1ZMB|1DUR	1LIT|2DMSP|37DMG|49VULN|5DUR|6RCR|8LWND|aZMB
520	41132 12353	   	157.54	ACR|3ZMB|1AART|1DMG|1VULN	1TLV|24aZMB|3RCR|57LWND|6VULN|8AART|9DMG
521	41133 11361	   	157.54	ACR|3ZMB|1AART|1VULN|1DMG	1TLV|249ZMB|3RCR|5DMG|6VULN|7MLV|8AART|aDMSP
522	41133 11363	   	157.54	ACR|3ZMB|1AART|1VULN|1DMG	1TLV|249ZMB|3RCR|5DMG|6VULN|7MLV|8AART|aCGEN
523	41133 11366	   	157.54	ACR|3ZMB|1AART|1VULN|1DMG	1TLV|249ZMB|3RCR|5DMG|6VULN|7MLV|8AART|aLHND
524	41133 12233	   	157.54	ACR|3ZMB|1AART|1DMG|1VULN	1TLV|24aZMB|3RCR|5DMG|6VULN|7LWND|8AART|9DMSP
525	41133 23363	   	157.54	ACR|3ZMB|1AART|1DMG|1VULN	1TLV|249ZMB|3RCR|5DMG|6LWND|7CGEN|8AART|aVULN
526	41133 52363	   	157.54	ACR|3ZMB|1AART|1DMG|1VULN	1TLV|249ZMB|3RCR|5DMG|6CGEN|7LHND|8AART|aVULN
527	41133 63363	   	157.54	ACR|3ZMB|1AART|1DMG|1VULN	1TLV|249ZMB|3RCR|5DMG|6LHND|7CGEN|8AART|aVULN
528	41123 11432	   	157.51	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1TLV|2ZMB|3RCR|4CDMG|5AART|6DMG|79LWND|8RCVC|aVULN
529	41123 11452	   	157.51	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1TLV|2ZMB|3RCR|4CDMG|5AART|6DMG|7LWND|8RCVC|9DMSP|aVULN
530	41123 15412	   	157.51	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1TLV|2ZMB|3RCR|4CDMG|5AART|6DMG|7CGEN|8RCVC|9MLV|aVULN
531	41123 15422	   	157.51	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1TLV|2ZMB|3RCR|4CDMG|5AART|6DMG|7CGEN|8RCVC|9LWND|aVULN
532	41123 16163	   	157.51	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1TLV|2ZMB|3RCR|4CDMG|5AART|6DMG|7LIT|8RCVC|9LWND|aVULN
533	33324 51112	   	157.50	ACR|3VULN|1AART|1DMG	12LIT|3DMG|469VULN|5RCR|7ERES|8AART|aDUST
534	33324 51135	   	157.50	ACR|3VULN|1AART|1DMG	12LIT|3DMG|46aVULN|5RCR|79ERES|8AART
535	35324 51112	   	157.50	ACR|3VULN|1AART|1DMG	1LIT|2DMSP|3DMG|469VULN|5RCR|7ERES|8AART|aDUST
536	51211 22177	   	157.47	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1LHND|2AART|3MBVNT|4MLV|5VULN|6ASPD|7RCR|8DMG|9DUR|aCDMG
537	51281 22347	   	157.47	DCR|1AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1LHND|2AART|3MBVNT|4CGEN|5VULN|6ASPD|7RCR|8DUR|9DMG|aCDMG
538	51321 22266	   	157.47	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1LHND|2AART|3DMG|4DUST|5VULN|6ASPD|7RCR|8RMIN|9DUR|aCDMG
539	51361 22532	   	157.47	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1LHND|2AART|3DMG|4LWND|5VULN|6ASPD|7RCR|8CDMG|9ERES|aDUR
540	33322 24332	   	157.45	DCR|2VULN|2DMG|1ZMB|1DUR	12LIT|37DMG|4aVULN|5DUR|6RCR|8ZMB|9LSRHEA
541	33322 24351	   	157.45	DCR|2VULN|2DMG|1ZMB|1DUR	12LIT|37DMG|49VULN|5DUR|6RCR|8ZMB|aDUST
542	33322 24452	   	157.45	DCR|2VULN|2DMG|1ZMB|1DUR	12LIT|37DMG|49VULN|5DUR|6RCR|8TLV|aZMB
543	35322 24332	   	157.45	DCR|2VULN|2DMG|1ZMB|1DUR	1LIT|2DMSP|37DMG|4aVULN|5DUR|6RCR|8ZMB|9LSRHEA
544	35322 24351	   	157.45	DCR|2VULN|2DMG|1ZMB|1DUR	1LIT|2DMSP|37DMG|49VULN|5DUR|6RCR|8ZMB|aDUST
545	41133 11326	   	157.44	ACR|3ZMB|1AART|1VULN|1DMG	1TLV|24aZMB|3RCR|5DMG|6VULN|7MLV|8AART|9ERES
546	41133 11362	   	157.44	ACR|3ZMB|1AART|1VULN|1DMG	1TLV|249ZMB|3RCR|5DMG|6VULN|7MLV|8AART|aERES
547	41133 12243	   	157.44	ACR|3ZMB|1AART|1DMG|1VULN	19TLV|24aZMB|3RCR|5DMG|6VULN|7LWND|8AART
548	41133 33363	   	157.44	ACR|3ZMB|1AART|1DMG|1VULN	1TLV|249ZMB|3RCR|5DMG|6LEGI|7CGEN|8AART|aVULN
549	41123 13412	   	157.41	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1TLV|2ZMB|3RCR|4CDMG|5AART|6DMG|7ERES|8RCVC|9MLV|aVULN
550	41123 13422	   	157.41	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1TLV|2ZMB|3RCR|4CDMG|5AART|6DMG|7ERES|8RCVC|9LWND|aVULN
551	41123 31422	   	157.41	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1TLV|2ZMB|3RCR|4CDMG|5AART|6ERES|7LWND|8RCVC|9DMG|aVULN
552	51231 32177	   	157.37	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1LHND|2AART|3MBVNT|4DMG|5VULN|6ERES|7RCR|8ASPD|9DUR|aCDMG
553	51314 13512	   	157.36	DCR|2DMG|1AART|1VULN|2DUR	14LHND|2AART|36DMG|5aDUR|7TLV|8RCR|9VULN
554	33322 24355	   	157.31	DCR|2VULN|2DMG|1ZMB|1DUR|1SELL	12LIT|37DMG|49VULN|5DUR|6RCR|8ZMB|aSELL
555	41113 11262	   	157.29	ACR|3VULN|1AART|2ZMB	17TLV|27ZMB|3RCR|4LWND|5CGEN|679VULN|7BPWR|8AART|aMLV
556	41133 16221	   	157.29	ACR|1AART|1VULN|1DMG|2ZMB|1DUR|1ASPD	1TLV|24ZMB|3RCR|5DMG|6VULN|7DUR|8DMSP|9AART|aASPD
557	41123 11551	   	157.21	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1TLV|2ZMB|3RCR|4CDMG|5AART|6DMG|7LWND|8VULN|9RCVC|aDMSP
558	41123 15132	   	157.21	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1TLV|2ZMB|3RCR|4CDMG|5AART|6DMG|7CGEN|8BELT|9RCVC|aVULN
559	41123 15352	   	157.21	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1TLV|2ZMB|3RCR|4CDMG|5AART|6DMG|7CGEN|8LHND|9RCVC|aVULN
560	41113 11265	   	157.19	ACR|3VULN|1AART|2ZMB	17TLV|27ZMB|3RCR|4LWND|5CGEN|679VULN|7BPWR|8AART|aDUST
561	41163 11262	   	157.19	ACR|3VULN|1AART|2ZMB	17TLV|27ZMB|3RCR|4ERES|5LHND|679VULN|7BPWR|8AART|aMLV
562	41123 11553	   	157.11	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1TLV|2ZMB|3RCR|4CDMG|5AART|6DMG|7LWND|8VULN|9RCVC|aNUKE
563	41123 13132	   	157.11	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1TLV|2ZMB|3RCR|4CDMG|5AART|6DMG|7ERES|8BELT|9RCVC|aVULN
564	41123 13652	   	157.11	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1TLV|2ZMB|3RCR|4CDMG|5AART|6DMG|7ERES|8LWND|9RCVC|aVULN
565	53421 13513	   	157.08	DCR|2DMG|1AART|1VULN|1CDMG	124LHND|34DMG|4BPWR|5AART|6BEXP|7TLV|8RCR|9VULN|aCDMG
566	51322 24423	   	156.99	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LHND|2AART|3DMG|4DUST|5RPLT|6RCR|7LIT|8VULN|9ZMB|aCDMG
567	41123 22613	   	156.99	ACR|2VULN|1AART|2ZMB|1CDMG	189TLV|29ZMB|3RCR|4CDMG|5AART|6LWND|79VULN|9BPWR|aLHND
568	41123 22616	   	156.99	ACR|2VULN|1AART|2ZMB|1CDMG	189TLV|29ZMB|3RCR|4CDMG|5AART|6LWND|79VULN|9BPWR|aBEXP
569	41123 62613	   	156.99	ACR|2VULN|1AART|2ZMB|1CDMG	189TLV|29ZMB|3RCR|4CDMG|5AART|6aLHND|79VULN|9BPWR
570	41132 12623	   	156.94	ACR|3ZMB|1AART|1DMG|1VULN	1TLV|24aZMB|3RCR|57LWND|6VULN|8DMG|9AART
571	41122 43252	   	156.93	ACR|1VULN|1DMG|1CDMG|1FLTHEA|1ZMB|1DUR|1ASPD	1TLV|2ZMB|3RCR|4CDMG|5VULN|6FLTHEA|7DMG|8BEXP|9DUR|aASPD
572	41123 15334	   	156.91	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1TLV|2ZMB|3RCR|4CDMG|5AART|6DMG|7CGEN|8LHND|9VULN|aRCVC
573	41123 16242	   	156.91	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1TLV|2ZMB|3RCR|4CDMG|5AART|6DMG|7LIT|8VULN|9DMSP|aRCVC
574	41123 12156	 * 	156.89	ACR|2DMG|1AART|2ZMB|1CDMG	17TLV|2aZMB|3RCR|4CDMG|5AART|69DMG|8RPLT
575	41123 22611	   	156.89	ACR|2VULN|1AART|2ZMB|1CDMG	189TLV|29ZMB|3RCR|4CDMG|5AART|6LWND|79VULN|9BPWR|aDUST
576	41123 62611	   	156.89	ACR|2VULN|1AART|2ZMB|1CDMG	189TLV|29ZMB|3RCR|4CDMG|5AART|6LHND|79VULN|9BPWR|aDUST
577	51342 43211	   	156.86	DCR|2DMG|1AART|1VULN|1ASPD	1LHND|2AART|38DMG|4LIT|5ERES|6RCR|7VULN|9ASPD|aCGEN
578	51342 43213	   	156.86	DCR|2DMG|1AART|1VULN|1ASPD	1LHND|2AART|38DMG|4LIT|5ERES|6RCR|7VULN|9ASPD|aLWND
579	51342 43111	   	156.86	DCR|2DMG|1AART|1VULN|1DUR	1LHND|2AART|3aDMG|4LIT|5ERES|6RCR|7VULN|8CGEN|9DUR
580	51342 43321	   	156.86	DCR|2DMG|1AART|1VULN|1DUR	1LHND|2AART|3aDMG|4LIT|5ERES|6RCR|7VULN|8DUR|9MLV
581	51352 22261	   	156.86	DCR|2VULN|1AART|1DMG|1DUR	1LHND|2AART|3DMG|4RPLT|5DUR|6RCR|7LSRREG|8LWND|9aVULN
582	41133 15422	   	156.84	ACR|3ZMB|1AART|1VULN|1DMG	1TLV|248ZMB|3RCR|5DMG|6VULN|7CANSTR|9AART|aMLV
583	41133 15423	   	156.84	ACR|3ZMB|1AART|1VULN|1DMG	1TLV|248ZMB|3RCR|5DMG|6VULN|7CANSTR|9AART|aFEWX
584	41133 13523	   	156.84	ACR|3ZMB|1AART|1VULN|1DMG	17TLV|24aZMB|3RCR|5DMG|6VULN|8FEWX|9AART
585	51361 22531	 * 	156.84	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD	1LHND|2AART|3DMG|4LWND|5VULN|6ASPD|7RCR|8aCDMG|9ERES
586	41123 11534	   	156.81	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1TLV|2ZMB|3RCR|4CDMG|5AART|6DMG|7LWND|8VULN|9ERES|aRCVC
587	41123 13334	   	156.81	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1TLV|2ZMB|3RCR|4CDMG|5AART|6DMG|7ERES|8FEWX|9VULN|aRCVC
588	41123 13634	   	156.81	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1TLV|2ZMB|3RCR|4CDMG|5AART|6DMG|7ERES|8LWND|9VULN|aRCVC
589	33316 33254	   	156.81	DCR|2VULN|2DMG|1AART	125LIT|35DMG|4AART|5BPWR|6DUST|78VULN|9BELT|aRCR
590	41123 12642	   	156.79	ACR|2DMG|1AART|2ZMB|1CDMG	17aTLV|2aZMB|3RCR|4CDMG|5AART|69DMG|8aAIRHEL|aBPWR
591	41123 13264	   	156.79	ACR|2DMG|1AART|2ZMB|1CDMG	1TLV|2aZMB|3RCR|4CDMG|5AART|69DMG|78ERES
592	51342 43333	   	156.76	DCR|2DMG|1AART|1VULN|1DUR	1LHND|2AART|3aDMG|4LIT|5ERES|6RCR|7VULN|8DUR|9MBVNT
593	41133 15421	   	156.74	ACR|3ZMB|1AART|1VULN|1DMG	1aTLV|248ZMB|3RCR|5DMG|6VULN|7CANSTR|9AART
594	41133 22525	 * 	156.69	ACR|3DMG|1AART|2ZMB	17TLV|24ZMB|3RCR|57aDMG|67LWND|7BPWR|8FEWX|9AART
595	51125 12511	   	156.67	DCR|2AART|2VULN|1DMG	13LHND|27AART|49VULN|5aCGEN|6DMG|8RCR
596	51125 12512	   	156.67	DCR|2AART|2VULN|1DMG	13LHND|27AART|49VULN|5CGEN|6DMG|8RCR|aRMIN
597	51353 52333	   	156.61	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	1LHND|2AART|3DMG|4RPLT|5RCVC|69CDMG|7ZMB|8VULN|aRCR
598	32135 33321	   	156.60	DCR|2VULN|2DMG|2ZMB|1DUR	15LIT|2ERES|3DUR|45DMG|5BPWR|6aZMB|79VULN|8RCR
599	34143 14321	   	156.60	DCR|2VULN|2DMG|2ZMB|1DUR	1LIT|2RMIN|3DUR|49VULN|5aZMB|67DMG|8RCR
600	51125 12513	   	156.57	DCR|2AART|2VULN|1DMG	13LHND|27AART|49VULN|5CGEN|6DMG|8RCR|aNUKE
601	51166 11131	   	156.55	ACR|2VULN|1AART|1DMG|1ZMB	139LHND|2AART|49SNIHEL|5RCR|6DMG|7ZMB|89VULN|9BPWR|aERES
602	51166 11132	   	156.55	ACR|2VULN|1AART|1DMG|1ZMB	139LHND|2AART|49SNIHEL|5RCR|6DMG|7ZMB|89VULN|9BPWR|aTLV
603	41165 33232	   	156.51	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1TLV|2ZMB|3RCR|4ERES|5BELT|6AART|7DMG|8CDMG|9RCVC|aVULN
604	32143 14321	   	156.50	DCR|2VULN|2DMG|2ZMB|1DUR	1LIT|2ERES|3DUR|49VULN|5aZMB|67DMG|8RCR
605	51361 33511	   	156.47	DCR|2AART|2VULN|1DMG	1LHND|2aAART|3DMG|4LWND|57VULN|6ERES|8RCR|9DUST
606	41121 13321	   	156.46	ACR|3VULN|1CDMG|1ZMB|1DUR|1ASPD	1TLV|2ZMB|3RCR|4CDMG|5RMIN|68aVULN|7ASPD|9DUR
607	41121 45321	   	156.46	ACR|3VULN|1CDMG|1ZMB|1DUR|1ASPD	1TLV|2ZMB|3RCR|4CDMG|5RMIN|6ASPD|78aVULN|9DUR
608	41124 13321	   	156.46	ACR|3VULN|1CDMG|1ZMB|1DUR|1ASPD	1TLV|2ZMB|3RCR|4CDMG|5MLV|68aVULN|7ASPD|9DUR
609	41121 24161	   	156.44	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1TLV|2ZMB|3RCR|4CDMG|5RMIN|6RCVC|7DMG|8DUR|9aVULN
610	41122 14325	   	156.44	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1TLV|2ZMB|3RCR|4CDMG|58VULN|6RCVC|7LWND|9DUR|aDMG
611	41122 15211	   	156.44	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1TLV|2ZMB|3RCR|4CDMG|57VULN|6RCVC|8DUR|9DMG|aMLV
612	41122 15212	   	156.44	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1TLV|2ZMB|3RCR|4CDMG|57VULN|6RCVC|8DUR|9DMG|aLWND
613	41122 15215	   	156.44	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1TLV|2ZMB|3RCR|4CDMG|57VULN|6RCVC|8DUR|9DMG|aLHND
614	51231 12562	   	156.38	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|2AART|3MBVNT|4DMG|5aVULN|6LIT|7LWND|8CDMG|9RCR
615	51231 13478	   	156.38	DCR|2DMG|1AART|1VULN|1CDMG	18LHND|2AART|3MBVNT|48DMG|5VULN|6LIT|78ERES|8BPWR|9RCR|aCDMG
616	51231 16262	   	156.38	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|2AART|3MBVNT|4DMG|5aVULN|6LIT|7CDMG|8LWND|9RCR
617	51361 21162	   	156.38	DCR|2DMG|1AART|1VULN|2ASPD	1LHND|2AART|38DMG|4LWND|5VULN|6aASPD|7BEXP|9RCR
618	41122 12314	   	156.34	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1TLV|2ZMB|3RCR|4CDMG|58VULN|6RCVC|7DUST|9DMG|aDUR
619	41122 12325	   	156.34	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1TLV|2ZMB|3RCR|4CDMG|58VULN|6RCVC|7DUST|9DUR|aDMG
620	41122 43422	   	156.31	ACR|1VULN|1DMG|2CDMG|1FLTHEA|1ZMB|1DUR	1TLV|2ZMB|3RCR|4aCDMG|5VULN|6FLTHEA|7DMG|8DUR|9FEWX
621	51231 13278	   	156.28	DCR|2DMG|1AART|1VULN|1CDMG	1LHND|2AART|3MBVNT|48DMG|5VULN|6LIT|7ERES|9RCR|aCDMG
622	51233 16162	   	156.28	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|2AART|3MBVNT|4DMG|5DUST|6LIT|7CDMG|8aVULN|9RCR
623	41131 25235	   	156.24	ACR|3ZMB|1AART|1VULN|1DMG	15TLV|245ZMB|3RCR|5BPWR|6VULN|7DMG|8MLV|9ERES|aAART
624	41133 15413	   	156.24	ACR|3ZMB|1AART|1VULN|1DMG	1TLV|248ZMB|3RCR|5DMG|6VULN|7CANSTR|9BEXP|aAART
625	51312 15511	   	156.23	DCR|2DMG|1AART|1VULN|1ZMB	14LHND|2AART|36DMG|5BEXP|7ZMB|8RCR|9VULN|aFEWX
626	41122 43412	   	156.21	ACR|1VULN|1DMG|2CDMG|1FLTHEA|1ZMB|1DUR	1TLV|2ZMB|3RCR|4aCDMG|5VULN|6FLTHEA|7DMG|8DUR|9DUST
627	51361 16132	   	156.17	DCR|2VULN|1AART|1DMG|1ASPD	1LHND|2AART|3DMG|4LWND|58VULN|6LIT|7RCR|9RCVC|aASPD
628	51361 33532	   	156.13	DCR|2VULN|1AART|1DMG|1ZMB	1LHND|2AART|3DMG|4LWND|57VULN|6ERES|8RCR|9RMIN|aZMB
629	51212 47325	   	156.13	DCR|2DMG|1AART|1VULN|1ZMB	1LHND|2AART|3MBVNT|4MLV|5RPLT|67DMG|8RCR|9ZMB|aVULN
630	51231 12813	   	156.13	DCR|2DMG|1AART|1VULN|1ZMB	1LHND|2AART|3MBVNT|4aDMG|5VULN|6LIT|7LWND|8RCR|9ZMB
631	51231 46813	   	156.13	DCR|2DMG|1AART|1VULN|1ZMB	1LHND|2AART|3MBVNT|4aDMG|5VULN|6LWND|7LIT|8RCR|9ZMB
632	51232 27325	   	156.13	DCR|2DMG|1AART|1VULN|1ZMB	1LHND|2AART|3MBVNT|47DMG|5RPLT|6RMIN|8RCR|9ZMB|aVULN
633	51235 22813	   	156.13	DCR|2DMG|1AART|1VULN|1ZMB	1LHND|2AART|3MBVNT|4aDMG|5LIT|6VULN|7LWND|8RCR|9ZMB
