0	Index      	 *	Score 	Summary	Detail	
1	32231 63662	 * 	197.43	ACR|4VULN|2DMG|1AART|1DUR	1DUR|2TLV|3567VULN|4RCR|89DMG|aAART
513	22231 61521	   	171.48	ACR|4VULN|1AART|1ZMB|1DUR	1CGEN|2FEWX|356aVULN|4RCR|7DUR|8ZMB|9AART
514	23236 16116	   	171.44	ACR|2AART|2VULN|1DMG|1CDMG	1CGEN|26BEXP|36VULN|4RCR|59AART|6BPWR|7DMG|8LIT|aCDMG
515	31233 55521	   	171.43	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUR|2ERES|3aVULN|4RCR|5RCVC|6DMG|7ASPD|8ZMB|9AART
516	32233 55521	   	171.43	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUR|2TLV|3aVULN|4RCR|5RCVC|6DMG|7ASPD|8ZMB|9AART
517	11148 43682	   	171.40	DCR|4VULN|2DMG|1ASPD	1ASPD|2MBVNT|36DMG|469aVULN|5RPLT|6BPWR|7DUST|8RCR
518	11148 46448	   	171.40	DCR|4VULN|2DMG|1ASPD	1ASPD|2MBVNT|36DMG|469aVULN|5RPLT|6BPWR|7ERES|8RCR
519	63146 31312	   	171.38	DCR|3DMG|2VULN|2ZMB|1SELL	139DMG|2BEXP|49VULN|5SELL|6RCR|79ZMB|8RPLT|9BPWR|aRCVC
520	35231 36121	   	171.38	ACR|4VULN|1AART|1ZMB|1DUR	1DUR|2CGEN|357aVULN|4RCR|6ZMB|8DUST|9AART
521	23236 26116	   	171.34	ACR|2VULN|2AART|1DMG|1CDMG	1CGEN|2BEXP|36VULN|4RCR|59AART|7DMG|8LIT|aCDMG
522	51163 22633	 * 	171.33	DCR|3VULN|1AART|1DMG|1FLTHEA	149VULN|25ERES|3DMG|6LIT|7AART|8RCR|aFLTHEA
523	51223 22633	   	171.33	DCR|3VULN|1AART|1DMG|1FLTHEA	139VULN|25ERES|4DMG|6LIT|7AART|8RCR|aFLTHEA
524	15236 22325	 * 	171.32	DCR|2AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	12ASPD|3DMG|4DUR|59AART|6ERES|7CDMG|8RCR|aVULN
525	61282 22342	   	171.21	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR|1SELL	16DMG|2MBVNT|3SELL|4AART|5DUR|7ASPD|8RCR|9VULN|aCDMG
526	61138 64324	   	171.17	DCR|3DMG|2VULN|1AART	135DMG|2MBVNT|4BEXP|6AART|78VULN|9CGEN|aRCR
527	63125 64324	   	171.17	DCR|3DMG|2VULN|1AART	134DMG|2BEXP|5MBVNT|6AART|78VULN|9CGEN|aRCR
528	11148 47623	   	171.15	DCR|3DMG|2VULN|2ASPD|1DUR	1aASPD|2MBVNT|36aDMG|46VULN|5RPLT|6aBPWR|7DUR|8RCR|9aLWND
529	35231 13612	   	171.13	ACR|3VULN|1AART|1DMG|2DUR	16DUR|29CGEN|357VULN|4RCR|8DMG|aAART
530	35231 13642	   	171.13	ACR|3VULN|1AART|1DMG|2DUR	16DUR|2CGEN|357VULN|4RCR|8DMG|9DMSP|aAART
531	53631 13632	   	171.13	ACR|3VULN|1AART|1DMG|2DUR	157VULN|26DUR|3RMIN|4RCR|8DMG|9LWND|aAART
532	35231 13312	   	171.13	ACR|3VULN|1AART|1DMG|2DUR	16DUR|2CGEN|357VULN|4RCR|8LWND|9DMG|aAART
533	53536 33212	 * 	171.11	4VULN|3DMG|1AART|2ZMB|1DUR	1478VULN|2DUR|3AART|57ZMB|67aDMG|7BPWR|9CGEN
534	33456 12222	 * 	171.11	DCR|2AART|2VULN|3DUR|1CDMG	14aDUR|25AART|3MGNSTR|6RCR|79VULN|8CDMG
535	31232 55316	   	171.08	ACR|2VULN|2DMG|1AART|1DUR	1DUR|2ERES|38VULN|4RCR|5CGEN|6aDMG|7AART|9RCVC
536	61285 14323	   	171.07	DCR|3DMG|1AART|1VULN|1ASPD|1SELL	158DMG|2MBVNT|3SELL|4AART|5BPWR|6RCR|7VULN|9MLV|aASPD
537	61285 14331	   	171.07	DCR|3DMG|1AART|1VULN|1DUR|1SELL	158DMG|2MBVNT|3SELL|4AART|5BPWR|6RCR|7VULN|9DUR|aRPLT
538	61285 14332	   	171.07	DCR|3DMG|1AART|1VULN|1DUR|1SELL	158DMG|2MBVNT|3SELL|4AART|5BPWR|6RCR|7VULN|9DUR|aFEWX
539	61285 14334	   	171.07	DCR|3DMG|1AART|1VULN|1DUR|1SELL	158DMG|2MBVNT|3SELL|4AART|5BPWR|6RCR|7VULN|9DUR|aLHND
540	61138 64314	   	171.07	DCR|3DMG|2VULN|1AART	135DMG|2MBVNT|4BEXP|6AART|78VULN|9TLV|aRCR
541	63125 64314	   	171.07	DCR|3DMG|2VULN|1AART	134DMG|2BEXP|5MBVNT|6AART|78VULN|9TLV|aRCR
542	11431 42611	   	171.05	DCR|3VULN|2DMG|2ASPD|1DUR	19ASPD|2MBVNT|3FEWX|459VULN|69DMG|7RMIN|8RCR|9BPWR|aDUR
543	31231 13632	   	171.03	ACR|3VULN|1AART|1DMG|2DUR	16DUR|2ERES|357VULN|4RCR|8DMG|9LWND|aAART
544	31231 13646	   	171.03	ACR|3VULN|1AART|1DMG|2DUR	16DUR|2ERES|357VULN|4RCR|8DMG|9DMSP|aAART
545	32231 13632	   	171.03	ACR|3VULN|1AART|1DMG|2DUR	16DUR|2TLV|357VULN|4RCR|8DMG|9LWND|aAART
546	32231 13642	   	171.03	ACR|3VULN|1AART|1DMG|2DUR	16DUR|2TLV|357VULN|4RCR|8DMG|9DMSP|aAART
547	31231 13312	   	171.03	ACR|3VULN|1AART|1DMG|2DUR	16DUR|2ERES|357VULN|4RCR|8LWND|9DMG|aAART
548	53536 33222	   	171.01	4VULN|3DMG|1AART|2ZMB|1DUR	1478VULN|2DUR|3AART|57ZMB|67aDMG|7BPWR|9ERES
549	33356 12222	   	171.01	DCR|2AART|2VULN|3DUR|1CDMG	14aDUR|25AART|3LSRHEA|6RCR|79VULN|8CDMG
550	51163 51313	   	170.97	DCR|3DMG|2VULN|1AART	14VULN|25ERES|379DMG|6AART|8TLV|aRCR
551	51223 51313	   	170.97	DCR|3DMG|2VULN|1AART	13VULN|25ERES|479DMG|6AART|8TLV|aRCR
552	11133 46618	   	170.95	DCR|3DMG|2VULN|2ASPD|1DUR	19ASPD|2MBVNT|369DMG|4DUST|5MLV|79VULN|8RCR|9BPWR|aDUR
553	11148 46444	   	170.95	DCR|3VULN|2DMG|1CDMG|1ASPD	1ASPD|2MBVNT|36DMG|469VULN|5RPLT|6BPWR|7ERES|8RCR|aCDMG
554	11148 47613	   	170.95	DCR|3DMG|2VULN|2ASPD|1DUR	1aASPD|2MBVNT|36aDMG|46VULN|5RPLT|6aBPWR|7DUR|8RCR|9aDUST
555	31236 16324	   	170.93	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUR|26ERES|36VULN|4RCR|5AART|6BPWR|7DMG|8ASPD|9AIRHEL|aZMB
556	31236 26324	   	170.93	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUR|2ERES|36VULN|4RCR|5AART|7DMG|8ASPD|9AIRHEL|aZMB
557	32236 16324	   	170.93	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUR|26TLV|36VULN|4RCR|5AART|6BPWR|7DMG|8ASPD|9AIRHEL|aZMB
558	32236 26324	   	170.93	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1DUR|2TLV|36VULN|4RCR|5AART|7DMG|8ASPD|9AIRHEL|aZMB
559	35231 63362	   	170.88	ACR|4VULN|1AART|1ZMB|1DUR	1DUR|2CGEN|3567VULN|4RCR|8LWND|9ZMB|aAART
560	35231 36512	   	170.88	ACR|4VULN|1AART|1ZMB|1DUR	1DUR|2CGEN|3579VULN|4RCR|6ZMB|8LWND|aAART
561	23236 16226	   	170.87	ACR|2VULN|2DMG|1AART|1DUR	1CGEN|26BEXP|36VULN|4RCR|5AART|6BPWR|7aDMG|8DUR|9FEWX
562	31246 16313	   	170.83	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUR|26ERES|36VULN|4AART|5RCR|6BPWR|7DMG|8ASPD|9RCVC|aZMB
563	31246 26313	   	170.83	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUR|2ERES|36VULN|4AART|5RCR|7DMG|8ASPD|9RCVC|aZMB
564	32246 16313	   	170.83	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUR|26TLV|36VULN|4AART|5RCR|6BPWR|7DMG|8ASPD|9RCVC|aZMB
565	32246 26313	   	170.83	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUR|2TLV|36VULN|4AART|5RCR|7DMG|8ASPD|9RCVC|aZMB
566	62121 46331	   	170.81	DCR|3DMG|2VULN|1ZMB|1ASPD	134DMG|2FEWX|56VULN|7RCR|8ZMB|9ASPD|aLSRICY
567	62121 46333	   	170.81	DCR|3DMG|2VULN|1ZMB|1ASPD	134DMG|2FEWX|56VULN|7RCR|8ZMB|9ASPD|aBEXP
568	63121 46331	   	170.81	DCR|3DMG|2VULN|1ZMB|1ASPD	134DMG|2BEXP|56VULN|7RCR|8ZMB|9ASPD|aLSRICY
569	63121 46333	   	170.81	DCR|3DMG|2VULN|1ZMB|1ASPD	134DMG|2aBEXP|56VULN|7RCR|8ZMB|9ASPD
570	61284 44354	 * 	170.78	DCR|3VULN|2AART|1DMG|1SELL	1DMG|2MBVNT|3SELL|46AART|57aVULN|8RCR|9LWND
571	31231 63362	   	170.78	ACR|4VULN|1AART|1ZMB|1DUR	1DUR|2ERES|3567VULN|4RCR|8LWND|9ZMB|aAART
572	23236 26226	   	170.77	ACR|2VULN|2DMG|1AART|1DUR	1CGEN|2BEXP|36VULN|4RCR|5AART|7aDMG|8DUR|9FEWX
573	23236 16216	   	170.77	ACR|2VULN|2DMG|1AART|1DUR	1CGEN|26BEXP|36VULN|4RCR|5AART|6BPWR|7aDMG|8DUR|9DUST
574	61438 61334	   	170.77	DCR|3DMG|2VULN|1AART	159DMG|2MBVNT|39VULN|46RMIN|7AART|89FEWX|9BPWR|aRCR
575	61142 61234	   	170.77	DCR|3DMG|2VULN|1AART	139DMG|2MBVNT|46RMIN|59LHND|7AART|89VULN|9BPWR|aRCR
576	61411 38524	   	170.76	DCR|2VULN|2DMG|1AART|1CDMG	1aDMG|2MBVNT|35VULN|4DUST|6CDMG|7AART|8LEGI|9RCR
577	62121 46332	   	170.71	DCR|3DMG|2VULN|1ZMB|1ASPD	134DMG|2FEWX|56VULN|7RCR|8ZMB|9ASPD|aMBVNT
578	63121 46332	   	170.71	DCR|3DMG|2VULN|1ZMB|1ASPD	134DMG|2BEXP|56VULN|7RCR|8ZMB|9ASPD|aMBVNT
579	61284 44326	 * 	170.68	DCR|3VULN|2AART|1DMG|1SELL	1DMG|2MBVNT|3SELL|46AART|57aVULN|8RCR|9ERES
580	32231 63242	   	170.68	ACR|4VULN|1AART|1ZMB|1DUR	1DUR|28TLV|3567VULN|4RCR|9ZMB|aAART
581	23236 26216	   	170.67	ACR|2VULN|2DMG|1AART|1DUR	1CGEN|2BEXP|36VULN|4RCR|5AART|7aDMG|8DUR|9DUST
582	61177 33412	   	170.62	DCR|3DMG|1AART|1VULN|1DUR	137DMG|2MBVNT|47ERES|5AART|6RCR|7BPWR|8VULN|9LWND|aDUR
583	61177 33424	   	170.62	DCR|3DMG|1AART|1VULN|1DUR	137DMG|2MBVNT|47ERES|5AART|6RCR|7BPWR|8VULN|9DUR|aRMIN
584	61177 33432	   	170.62	DCR|3DMG|1AART|1VULN|1DUR	137DMG|2MBVNT|47ERES|5AART|6RCR|7BPWR|8VULN|9FEWX|aDUR
585	15331 56331	   	170.61	DCR|3DMG|1AART|3ASPD|2DUR	128ASPD|3LHND|48DUR|5LEGI|689DMG|7RCR|8BPWR|aAART
586	31236 16125	   	170.57	ACR|2VULN|2DMG|1AART|1DUR	1DUR|269ERES|36VULN|4RCR|5AART|6BPWR|7aDMG|8LIT
587	61135 74332	   	170.57	DCR|3VULN|2DMG|1AART	13DMG|2MBVNT|4BEXP|5FEWX|689VULN|7AART|aRCR
588	61155 24332	   	170.57	DCR|3VULN|2DMG|1AART	13DMG|2MBVNT|489VULN|5FEWX|6BEXP|7AART|aRCR
589	35236 15312	   	170.54	ACR|3VULN|1AART|1DMG|1DUR	1DUR|26CGEN|368VULN|4RCR|5AART|6BPWR|7FEWX|9RCVC|aDMG
590	11117 41376	   	170.53	DCR|2DMG|1AART|1VULN|2ASPD|1CDMG	14ASPD|2MBVNT|39DMG|5AART|6CDMG|7FEWX|8RCR|aVULN
591	12116 22365	   	170.53	DCR|2DMG|1AART|1VULN|2ASPD|1CDMG	14ASPD|2FEWX|39DMG|5AART|6ERES|7CDMG|8RCR|aVULN
592	13116 22365	   	170.53	DCR|2DMG|1AART|1VULN|2ASPD|1CDMG	14ASPD|2BEXP|39DMG|5AART|6ERES|7CDMG|8RCR|aVULN
593	61177 33421	   	170.52	DCR|3DMG|1AART|1VULN|1DUR	137DMG|2MBVNT|47ERES|5AART|6RCR|7BPWR|8VULN|9DUR|aDUST
594	22231 52521	   	170.50	ACR|3VULN|1AART|1DMG|1ZMB	1CGEN|2FEWX|35aVULN|4RCR|6DMG|7RMIN|8ZMB|9AART
595	23231 52521	   	170.50	ACR|3VULN|1AART|1DMG|1ZMB	1CGEN|2BEXP|35aVULN|4RCR|6DMG|7RMIN|8ZMB|9AART
596	31236 16613	   	170.47	ACR|2VULN|2DMG|1AART|1DUR	1DUR|268ERES|36VULN|4RCR|5AART|6BPWR|7aDMG|9TLV
597	61152 24332	   	170.47	DCR|3VULN|2DMG|1AART	13DMG|2MBVNT|489VULN|5DUST|6BEXP|7AART|aRCR
598	35236 25312	   	170.44	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2CGEN|368VULN|4RCR|5AART|7FEWX|9RCVC|aDMG
599	51241 11253	 * 	170.43	DCR|3VULN|2AART|1DMG	134VULN|2ERES|5aAART|6LWND|7DMG|8RCR|9LHND
600	52241 11253	   	170.43	DCR|3VULN|2AART|1DMG	134VULN|2TLV|5aAART|6LWND|7DMG|8RCR|9LHND
601	15216 22325	   	170.43	DCR|2VULN|1AART|1DMG|1CDMG|2ASPD	12ASPD|3DMG|4aVULN|5AART|69ERES|7CDMG|8RCR
602	15216 22361	   	170.43	DCR|2DMG|1AART|1VULN|1CDMG|2ASPD	12ASPD|39DMG|4VULN|5AART|6aERES|7CDMG|8RCR
603	33416 12222	   	170.40	DCR|2AART|2VULN|1CDMG|2DUR	1aDUR|25AART|3MGNSTR|4RCVC|6RCR|79VULN|8CDMG
604	15235 62331	   	170.38	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB|1DUR	12ASPD|3DMG|4DUR|5CDMG|6AART|7ZMB|8RCR|9VULN|aMLV
605	33552 12112	   	170.35	DCR|2VULN|2DMG|1AART|2DUR	17DUR|2AART|3RMIN|4DUST|57DMG|67VULN|7BPWR|8LIT|9DMSP|aRCR
606	31236 15312	   	170.34	ACR|3VULN|1AART|1DMG|1DUR	1DUR|26ERES|368VULN|4RCR|5AART|6BPWR|7FEWX|9RCVC|aDMG
607	31236 25312	   	170.34	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2ERES|368VULN|4RCR|5AART|7FEWX|9RCVC|aDMG
608	32236 15312	   	170.34	ACR|3VULN|1AART|1DMG|1DUR	1DUR|26TLV|368VULN|4RCR|5AART|6BPWR|7FEWX|9RCVC|aDMG
609	32236 25312	   	170.34	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2TLV|368VULN|4RCR|5AART|7FEWX|9RCVC|aDMG
610	33535 33263	   	170.33	5VULN|2DMG|1AART|2DUR|1ZMB	17DUR|2AART|3RMIN|47DMG|56789VULN|7BPWR|aZMB
611	11617 44126	 * 	170.32	DCR|2VULN|1AART|1FLTHEA|2ASPD|1CDMG|1ZMB	14ASPD|2MBVNT|3ZMB|5AART|6CDMG|7FLTHEA|89VULN|aRCR
612	33316 12222	   	170.30	DCR|2AART|2VULN|1CDMG|2DUR	1aDUR|25AART|3LSRHEA|4RCVC|6RCR|79VULN|8CDMG
613	51331 56231	   	170.29	ACR|4VULN|1DMG|1CDMG|1ASPD	158aVULN|2ERES|3LHND|4RCR|6DMG|7CDMG|9ASPD
614	31231 52651	   	170.29	ACR|4VULN|1DMG|1CDMG|1DUR	1DUR|2ERES|358aVULN|4RCR|6DMG|7RMIN|9CDMG
615	31231 56243	   	170.29	ACR|4VULN|1DMG|1CDMG|1DUR	1DUR|2ERES|358aVULN|4RCR|6DMG|7CDMG|9LHND
616	31231 56253	   	170.29	ACR|4VULN|1DMG|1CDMG|1DUR	1DUR|2ERES|358aVULN|4RCR|6DMG|7CDMG|9LWND
617	32231 52651	   	170.29	ACR|4VULN|1DMG|1CDMG|1DUR	1DUR|2TLV|358aVULN|4RCR|6DMG|7RMIN|9CDMG
618	32231 56361	   	170.29	ACR|4VULN|1DMG|1CDMG|1DUR	1DUR|2TLV|359aVULN|4RCR|6DMG|7CDMG|8MLV
619	53631 53221	   	170.29	ACR|4VULN|1DMG|1CDMG|1DUR	158aVULN|2DUR|3RMIN|4RCR|6DMG|7CDMG|9ERES
620	33552 12152	   	170.25	DCR|2VULN|2DMG|1AART|2DUR	17DUR|2AART|3RMIN|49DUST|57DMG|67VULN|7BPWR|8LIT|aRCR
621	32233 45336	   	170.24	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2TLV|389VULN|4RCR|5RCVC|6DUST|7AART|aDMG
622	15253 36331	   	170.23	DCR|3DMG|2VULN|3ASPD	125ASPD|39aDMG|4aERES|6MBVNT|7aVULN|8RCR|aBPWR
623	32231 56221	   	170.19	ACR|4VULN|1DMG|1CDMG|1DUR	1DUR|2TLV|358aVULN|4RCR|6DMG|7CDMG|9ERES
624	31235 37713	   	170.13	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	17DUR|2ERES|3aVULN|4RCR|5CDMG|6MBVNT|8AART|9DMG
625	32235 37713	   	170.13	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	17DUR|2TLV|3aVULN|4RCR|5CDMG|6MBVNT|8AART|9DMG
626	41652 11221	   	170.10	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LIT|2LHND|39VULN|4RCR|5ZMB|6DMG|7RCVC|8CDMG|aAART
627	63146 31311	   	170.08	DCR|3DMG|2VULN|2ZMB|1SELL	139DMG|2BEXP|49VULN|5SELL|6RCR|79ZMB|8RPLT|9BPWR|aLWND
628	63146 31313	   	170.08	DCR|3DMG|2VULN|2ZMB|1SELL	139DMG|2BEXP|49VULN|5SELL|6RCR|79ZMB|8RPLT|9BPWR|aCGEN
629	63123 62621	   	170.01	DCR|3DMG|1AART|1CDMG|1ZMB|1ASPD	134DMG|2BEXP|5CDMG|6AART|7LHND|8RCR|9ASPD|aZMB
630	11156 84413	   	170.01	DCR|2VULN|2DMG|1AART|1ASPD|1SELL	1ASPD|2MBVNT|35DMG|4SELL|6RCR|7aVULN|8BELT|9AART
631	61226 84413	   	170.01	DCR|2VULN|2DMG|1AART|1ASPD|1SELL	15DMG|2MBVNT|3SELL|4ASPD|6RCR|7aVULN|8BELT|9AART
632	61123 53434	   	169.97	DCR|3DMG|2VULN|1AART	134DMG|2MBVNT|5LHND|69VULN|7CGEN|8AART|aRCR
633	31231 35561	 * 	169.90	ACR|3VULN|3ZMB|2ASPD|2DUR	1aDUR|2ERES|35aVULN|4RCR|689ZMB|7aASPD|aBPWR
634	32231 35561	   	169.90	ACR|3VULN|3ZMB|2ASPD|2DUR	1aDUR|2TLV|35aVULN|4RCR|689ZMB|7aASPD|aBPWR
635	61151 63434	   	169.87	DCR|3DMG|2VULN|1AART	136DMG|2MBVNT|49VULN|5LEGI|7CGEN|8AART|aRCR
636	61121 31176	   	169.81	DCR|3DMG|1AART|1CDMG|1ZMB|1DUR	134DMG|2MBVNT|5ZMB|6CDMG|7RCR|8DUST|9DUR|aAART
637	11616 44126	   	169.72	DCR|2VULN|1AART|1FLTHEA|2ASPD|1CDMG|1ZMB	14ASPD|2MBVNT|3ZMB|5CDMG|6AART|7FLTHEA|89VULN|aRCR
638	62121 23534	   	169.63	DCR|3DMG|1AART|1VULN|1CDMG	134DMG|2FEWX|5VULN|6CDMG|7NUKE|8RCR|9MLV|aAART
639	23236 16235	   	169.58	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1CGEN|26BEXP|36VULN|4RCR|5AART|6BPWR|7DMG|8aDUR|9ZMB
640	35231 63162	   	169.56	ACR|5VULN|1DMG|1DUR	1DUR|2CGEN|3567aVULN|4RCR|8RMIN|9DMG
641	35231 63412	   	169.56	ACR|5VULN|1DMG|1DUR	1DUR|2aCGEN|35678VULN|4RCR|9DMG
642	35231 52632	   	169.56	ACR|5VULN|1DMG|1DUR	1DUR|2CGEN|3589aVULN|4RCR|6DMG|7RMIN
643	35231 12233	 * 	169.53	ACR|3VULN|2DMG|3DUR	169DUR|29CGEN|35aVULN|4RCR|7MGNSTR|89DMG|9BPWR
644	61284 22347	   	169.51	DCR|2VULN|2DMG|1AART|1ASPD|1SELL	16DMG|2MBVNT|3SELL|4AART|59VULN|7ASPD|8RCR|aRCVC
645	12223 56133	   	169.51	DCR|2VULN|2DMG|3ASPD|2DUR	19aASPD|2FEWX|3aVULN|4BEXP|58DUR|6aDMG|7RCR|aBPWR
646	13223 56133	   	169.51	DCR|2VULN|2DMG|3ASPD|2DUR	19aASPD|2BEXP|3aVULN|4FEWX|58DUR|6aDMG|7RCR|aBPWR
647	23236 26235	   	169.48	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1CGEN|2BEXP|36VULN|4RCR|5AART|7DMG|8aDUR|9ZMB
648	31231 63162	   	169.46	ACR|5VULN|1DMG|1DUR	1DUR|2ERES|3567aVULN|4RCR|8RMIN|9DMG
649	31231 63412	   	169.46	ACR|5VULN|1DMG|1DUR	1DUR|2ERES|35678VULN|4RCR|9DMG|aCGEN
650	31231 63414	   	169.46	ACR|5VULN|1DMG|1DUR	1DUR|2ERES|35678VULN|4RCR|9DMG|aBELT
651	31231 63415	   	169.46	ACR|5VULN|1DMG|1DUR	1DUR|2ERES|35678VULN|4RCR|9DMG|aLHND
652	31231 63416	   	169.46	ACR|5VULN|1DMG|1DUR	1DUR|2ERES|35678VULN|4RCR|9DMG|aRPLT
653	31231 63612	   	169.46	ACR|5VULN|1DMG|1DUR	1DUR|2ERES|3567aVULN|4RCR|8DMG|9CGEN
654	31231 63642	   	169.46	ACR|5VULN|1DMG|1DUR	1DUR|2ERES|3567aVULN|4RCR|8DMG|9DMSP
655	32231 63162	   	169.46	ACR|5VULN|1DMG|1DUR	1DUR|2TLV|3567aVULN|4RCR|8RMIN|9DMG
656	32231 63413	   	169.46	ACR|5VULN|1DMG|1DUR	1DUR|2TLV|35678VULN|4RCR|9DMG|aCGEN
657	32231 63414	   	169.46	ACR|5VULN|1DMG|1DUR	1DUR|2TLV|35678VULN|4RCR|9DMG|aBELT
658	32231 63415	   	169.46	ACR|5VULN|1DMG|1DUR	1DUR|2TLV|35678VULN|4RCR|9DMG|aLHND
659	32231 63416	   	169.46	ACR|5VULN|1DMG|1DUR	1DUR|2TLV|35678VULN|4RCR|9DMG|aRPLT
660	32231 63612	   	169.46	ACR|5VULN|1DMG|1DUR	1DUR|2TLV|3567aVULN|4RCR|8DMG|9CGEN
661	35231 63262	   	169.46	ACR|5VULN|1DMG|1DUR	1DUR|2CGEN|3567aVULN|4RCR|8TLV|9DMG
662	35231 63411	   	169.46	ACR|5VULN|1DMG|1DUR	1DUR|2CGEN|35678VULN|4RCR|9DMG|aTLV
663	35231 63413	   	169.46	ACR|5VULN|1DMG|1DUR	1DUR|2CGEN|35678VULN|4RCR|9DMG|aERES
664	35231 63632	   	169.46	ACR|5VULN|1DMG|1DUR	1DUR|2CGEN|3567aVULN|4RCR|8DMG|9ERES
665	31231 52632	   	169.46	ACR|5VULN|1DMG|1DUR	1DUR|2ERES|3589aVULN|4RCR|6DMG|7RMIN
666	31231 54632	   	169.46	ACR|5VULN|1DMG|1DUR	1DUR|2ERES|3589aVULN|4RCR|6DMG|7CGEN
667	32231 52632	   	169.46	ACR|5VULN|1DMG|1DUR	1DUR|2TLV|3589aVULN|4RCR|6DMG|7RMIN
668	32231 54632	   	169.46	ACR|5VULN|1DMG|1DUR	1DUR|2TLV|3589aVULN|4RCR|6DMG|7CGEN
669	35236 11312	   	169.46	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	1DUR|26CGEN|369VULN|4RCR|5AART|6BPWR|7RPLT|8ASPD|aCDMG
670	61426 37114	   	169.41	DCR|2VULN|2DMG|3DUR|1CDMG	18DMG|2MBVNT|38VULN|4FEWX|5CDMG|6RCR|78aDUR|8BPWR|9MLV
671	61426 37123	   	169.41	DCR|2VULN|2DMG|3DUR|1CDMG	18DMG|2MBVNT|38VULN|49FEWX|5CDMG|6RCR|78aDUR|8BPWR
672	61426 37133	   	169.41	DCR|2VULN|2DMG|3DUR|1CDMG	18DMG|2MBVNT|38VULN|4FEWX|5CDMG|6RCR|78aDUR|8BPWR|9LIT
673	31231 63262	   	169.36	ACR|5VULN|1DMG|1DUR	1DUR|2ERES|3567aVULN|4RCR|8TLV|9DMG
674	31231 63411	   	169.36	ACR|5VULN|1DMG|1DUR	1DUR|2ERES|35678VULN|4RCR|9DMG|aTLV
675	31231 63413	   	169.36	ACR|5VULN|1DMG|1DUR	1DUR|2ERES|35678VULN|4RCR|9DMG|aDUST
676	32231 63411	   	169.36	ACR|5VULN|1DMG|1DUR	1DUR|2aTLV|35678VULN|4RCR|9DMG
677	32231 63412	   	169.36	ACR|5VULN|1DMG|1DUR	1DUR|2TLV|35678VULN|4RCR|9DMG|aDUST
678	35236 21312	   	169.36	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	1DUR|2CGEN|369VULN|4RCR|5AART|7RPLT|8ASPD|aCDMG
679	53631 12235	   	169.33	ACR|3VULN|2DMG|3DUR	15aVULN|269DUR|3RMIN|4RCR|7aCANSTR|8aDMG|aBPWR
680	61122 48831	   	169.32	DCR|3DMG|2VULN|2ASPD	134DMG|2MBVNT|5RCVC|6aCGEN|7RCR|8aVULN|9aASPD|aBPWR
681	31236 11312	   	169.26	ACR|3VULN|1AART|1CDMG|1DUR|1ASPD	1DUR|26ERES|369VULN|4RCR|5AART|6BPWR|7RPLT|8ASPD|aCDMG
682	31236 21312	   	169.26	ACR|3VULN|1AART|1CDMG|1DUR|1ASPD	1DUR|2ERES|369VULN|4RCR|5AART|7RPLT|8ASPD|aCDMG
683	22231 15312	   	169.24	ACR|3VULN|1AART|1DMG|1DUR	1CGEN|2FEWX|358VULN|4RCR|6DUR|7AART|9RCVC|aDMG
684	23231 15316	   	169.24	ACR|3VULN|1AART|1DMG|1DUR	1CGEN|2BEXP|358VULN|4RCR|6DUR|7AART|9RCVC|aDMG
685	33356 12431	   	169.20	DCR|3VULN|2AART|2DUR	14DUR|25AART|3LSRHEA|6RCR|79aVULN|8CGEN
686	21117 81263	   	169.17	DCR|3DMG|1VULN|1CDMG|1ZMB|1ASPD	1CGEN|2MBVNT|39aDMG|4ASPD|5CDMG|6RCR|7ZMB|8VULN
687	31232 55314	   	169.14	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2ERES|38aVULN|4RCR|5CGEN|6DMG|7AART|9RCVC
688	31231 36156	   	169.12	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1DUR|2ERES|35VULN|4RCR|6ZMB|7CDMG|8BEXP|9aDMG
