0	Index      	 *	Score 	Summary	Detail	
1	16263 33341	 * 	198.91	DCR|2AART|2VULN|1DMG|2CDMG|2DUR|1ASPD	1aAART|28CDMG|38VULN|4DMG|5ERES|68DUR|7RCR|8BPWR|9ASPD
475	16261 13351	   	172.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|38VULN|4DMG|5RMIN|6CGEN|7RCR|9ZMB|aTLV
476	52333 66322	   	172.75	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DUR|2DMG|34VULN|57LIT|6RCR|8ASPD|9CDMG|aAART
477	52553 31333	   	172.75	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1DUR|24DMG|3CGEN|5CDMG|6RCR|7RPLT|8VULN|9ASPD|aAART
478	16263 13351	   	172.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|38VULN|4DMG|5ERES|6CGEN|7RCR|9ZMB|aTLV
479	13316 12283	   	172.65	DCR|2VULN|2DMG|1AART|1DUR	1AART|23VULN|4MBVNT|5DUR|6LIT|7RCR|8RPLT|9aDMG
480	13516 12283	   	172.65	DCR|2VULN|2DMG|1AART|1DUR	1AART|23VULN|3BPWR|4MBVNT|5DUR|6LIT|7RCR|8RPLT|9aDMG
481	13318 43163	   	172.65	DCR|4VULN|1AART|2DUR	1AART|239aVULN|4MBVNT|5CGEN|6RCR|79DUR|89LHND|9BPWR
482	13318 43663	   	172.65	DCR|4VULN|1AART|2DUR	1AART|239aVULN|4MBVNT|5CGEN|6RCR|79DUR|89BEXP|9BPWR
483	13518 43163	   	172.65	DCR|4VULN|1AART|2DUR	1AART|239aVULN|39BPWR|4MBVNT|5CGEN|6RCR|79DUR|89LHND
484	23422 63412	   	172.62	DCR|3VULN|1AART|1DMG|1DUR	1CGEN|2AART|34aVULN|5LWND|6RCR|7DUR|8DMG|9LIT
485	23422 63433	   	172.52	DCR|3VULN|1AART|1DMG|1DUR	1CGEN|2AART|34aVULN|5LWND|6RCR|7DUR|8DMG|9TLV
486	23423 63433	   	172.52	DCR|3VULN|1AART|1DMG|1DUR	1CGEN|2AART|34aVULN|5BEXP|6RCR|7DUR|8DMG|9TLV
487	33422 63412	   	172.52	DCR|3VULN|1AART|1DMG|1DUR	1ERES|2AART|34aVULN|5LWND|6RCR|7DUR|8DMG|9LIT
488	52254 11113	   	172.47	ACR|2VULN|2DMG|1AART|1DUR	1DUR|24DMG|3RCR|5ERES|6AART|7RMIN|8FEWX|9aVULN
489	52254 11313	   	172.47	ACR|2VULN|2DMG|1AART|1DUR	1DUR|24DMG|3RCR|5ERES|6AART|7RMIN|8LHND|9aVULN
490	52254 12113	   	172.47	ACR|2VULN|2DMG|1AART|1DUR	1DUR|24DMG|3RCR|5ERES|6AART|7CGEN|8FEWX|9aVULN
491	52254 12313	   	172.47	ACR|2VULN|2DMG|1AART|1DUR	1DUR|24DMG|3RCR|5ERES|6AART|7CGEN|8LHND|9aVULN
492	33422 63433	   	172.42	DCR|3VULN|1AART|1DMG|1DUR	1ERES|2AART|34aVULN|5LWND|6RCR|7DUR|8DMG|9TLV
493	33423 63433	   	172.42	DCR|3VULN|1AART|1DMG|1DUR	1ERES|2AART|34aVULN|5BEXP|6RCR|7DUR|8DMG|9TLV
494	12355 11161	   	172.26	DCR|3VULN|1AART|2ZMB|1CDMG|1DUR	1AART|28FEWX|348VULN|5DUR|6LIT|78ZMB|8BPWR|9CDMG|aRCR
495	13318 43162	   	172.20	DCR|3VULN|1AART|1CDMG|2DUR	1AART|239VULN|4MBVNT|5CGEN|6RCR|79DUR|89LHND|9BPWR|aCDMG
496	13318 43662	   	172.20	DCR|3VULN|1AART|1CDMG|2DUR	1AART|239VULN|4MBVNT|5CGEN|6RCR|79DUR|89BEXP|9BPWR|aCDMG
497	13518 43162	   	172.20	DCR|3VULN|1AART|1CDMG|2DUR	1AART|239VULN|39BPWR|4MBVNT|5CGEN|6RCR|79DUR|89LHND|aCDMG
498	43326 16131	   	172.09	DCR|1AART|1DMG|1VULN|2ZMB|1CDMG|1FLTHEA	13ZMB|2AART|3BPWR|4CDMG|5VULN|6FEWX|7RCR|8DUST|9FLTHEA|aDMG
499	43326 53333	 * 	172.08	DCR|3ZMB|1AART|1DMG|1VULN|1CDMG	13aZMB|2AART|3BPWR|4CDMG|5VULN|6DMG|7RCR|8RPLT|9BELT
500	13365 11161	   	172.06	DCR|3VULN|1AART|2ZMB|1CDMG|1DUR	1AART|238VULN|48DUST|5DUR|6LIT|78ZMB|8BPWR|9CDMG|aRCR
501	43326 53233	 * 	171.99	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|2ASPD	13ZMB|2AART|3BPWR|4CDMG|5VULN|6DMG|7RCR|8ERES|9aASPD
502	43326 33353	   	171.98	DCR|3ZMB|1AART|1DMG|1VULN|1CDMG	139ZMB|2AART|3BPWR|4CDMG|5VULN|6CGEN|7RCR|8TLV|aDMG
503	52252 23214	 * 	171.93	ACR|3DMG|2VULN|3DUR	18aDUR|248DMG|3RCR|5BEXP|69VULN|78CGEN|8BPWR
504	52261 13226	 * 	171.93	ACR|3VULN|2DMG|3DUR	168DUR|2aDMG|3RCR|4LIT|57aVULN|9aFEWX|aBPWR
505	16233 36353	   	171.89	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB|1ASPD	1AART|2CDMG|38VULN|46DUR|5ERES|7RCR|9ZMB|aASPD
506	52333 63321	   	171.82	DCR|3VULN|1DMG|2ASPD|1CDMG|1DUR	1DUR|2DMG|347VULN|5LIT|6RCR|8aASPD|9CDMG
507	52361 63321	   	171.82	DCR|3VULN|1DMG|2ASPD|1CDMG|1DUR	1DUR|2DMG|357VULN|4LIT|6RCR|8aASPD|9CDMG
508	43333 61421	   	171.72	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	13ZMB|2AART|3BPWR|4DUST|5LHND|6RCR|7aVULN|8DMG|9DUR
509	16562 23311	   	171.63	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2CDMG|3RCR|46DMG|5LIT|7RPLT|8ASPD|9VULN|aCGEN
510	16542 22221	   	171.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2CDMG|3RCR|4RMIN|5LIT|6DMG|79VULN|8LHND|aDUR
511	16562 31333	   	171.63	ACR|3DMG|2AART|1CDMG	16AART|2CDMG|3RCR|479DMG|5LIT|8ERES|aRMIN
512	16553 21222	   	171.61	ACR|2AART|1VULN|2CDMG|1DMG|1DUR	16AART|25CDMG|3RCR|47ERES|8VULN|9DUR|aDMG
513	16163 53321	   	171.56	DCR|2VULN|1AART|2CDMG|2DUR|1ZMB	1AART|28CDMG|38MLV|4ZMB|5aDUR|68VULN|7RCR|8BPWR|9BEXP
514	16535 13331	   	171.53	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2CDMG|3RCR|4DUR|5aDMG|6ERES|7RMIN|8VULN|9LSRICY
515	16562 23313	   	171.53	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2CDMG|3RCR|46DMG|5LIT|7RPLT|8ASPD|9VULN|aDUST
516	16542 22321	   	171.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2CDMG|3RCR|4RMIN|5LIT|6DMG|79VULN|8DUST|aDUR
517	16163 53311	   	171.46	DCR|2VULN|1AART|2CDMG|2DUR|1ZMB	1AART|28CDMG|38MLV|4ZMB|5aDUR|68VULN|7RCR|8BPWR|9DUST
518	16552 22221	   	171.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2CDMG|3RCR|4ERES|5LIT|6DMG|79VULN|8LEGI|aDUR
519	16513 35143	   	171.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2CDMG|3RCR|4LHND|5ERES|6DUR|7MBVNT|89VULN|aDMG
520	52231 21123	   	171.37	ACR|2VULN|2DMG|1AART|1DUR	1DUR|2aDMG|3RCR|47VULN|5LWND|6LIT|8AART|9RPLT
521	52261 31123	   	171.37	ACR|2VULN|2DMG|1AART|1DUR	1DUR|2aDMG|3RCR|4LIT|57VULN|6LWND|8AART|9RPLT
522	23242 25333	   	171.32	DCR|2VULN|2DMG|1AART|1ZMB	1CGEN|2AART|3LSRICY|4ERES|57VULN|6ZMB|8aDMG|9RCR
523	16132 13334	   	171.31	DCR|2VULN|1AART|2CDMG|3DUR|1ASPD	1AART|29CDMG|3MLV|49aDUR|5ASPD|6CGEN|7RCR|89VULN|9BPWR
524	52255 12322	   	171.28	ACR|2DMG|1AART|1VULN|2DUR|1ZMB	19DUR|24DMG|3RCR|5ZMB|6AART|7LHND|8VULN|aLWND
525	52255 12323	   	171.28	ACR|2DMG|1AART|1VULN|2DUR|1ZMB	19DUR|24DMG|3RCR|5ZMB|6AART|7LHND|8VULN|aCGEN
526	52252 23533	   	171.27	ACR|2VULN|2DMG|1AART|1DUR	1DUR|24DMG|3RCR|5BEXP|6aVULN|7CGEN|8AART|9TLV
527	52261 21133	   	171.27	ACR|2VULN|2DMG|1AART|1DUR	1DUR|2aDMG|3RCR|4LIT|57VULN|6DUST|8AART|9RPLT
528	16563 13232	   	171.26	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR	1AART|25CDMG|3RCR|4DMG|6FEWX|7ZMB|8ERES|9DUR|aVULN
529	16252 33321	   	171.21	DCR|2VULN|1AART|2CDMG|3DUR|1ASPD	1AART|28CDMG|38VULN|4ERES|5ASPD|68aDUR|7RCR|8BPWR|9BEXP
530	16252 33351	   	171.21	DCR|2VULN|1AART|2CDMG|3DUR|1ASPD	1AART|28CDMG|38VULN|4ERES|5ASPD|68aDUR|7RCR|8BPWR|9LHND
531	16252 33361	   	171.21	DCR|2VULN|1AART|2CDMG|3DUR|1ASPD	1AART|28CDMG|38VULN|4ERES|5ASPD|68aDUR|7RCR|8BPWR|9FEWX
532	16432 13334	   	171.21	DCR|2VULN|1AART|2CDMG|3DUR|1ASPD	1AART|29CDMG|3ERES|49aDUR|5ASPD|6CGEN|7RCR|89VULN|9BPWR
533	16542 32313	 * 	171.21	ACR|2VULN|1AART|1DMG|2CDMG	1AART|29CDMG|3RCR|4RMIN|5LIT|69VULN|789CGEN|9BPWR|aDMG
534	52255 11322	   	171.18	ACR|2DMG|1AART|1VULN|2DUR|1ZMB	19DUR|24DMG|3RCR|5ZMB|6AART|7DUST|8VULN|aLWND
535	52255 11323	   	171.18	ACR|2DMG|1AART|1VULN|2DUR|1ZMB	19DUR|24DMG|3RCR|5ZMB|6AART|7DUST|8VULN|aCGEN
536	43242 24333	 * 	171.13	DCR|2DMG|1AART|1VULN|2ZMB|1FLTHEA	16ZMB|2AART|3FLTHEA|4ERES|5VULN|7TLV|8aDMG|9RCR
537	13318 41384	   	171.12	DCR|4VULN|1AART|1ZMB	1AART|2389VULN|4MBVNT|5CGEN|6RCR|7TLV|aZMB
538	13318 47381	   	171.12	DCR|4VULN|1AART|1ZMB	1AART|2389VULN|4MBVNT|5CGEN|6RCR|7NUKE|aZMB
539	13518 41384	   	171.12	DCR|4VULN|1AART|1ZMB	1AART|2389VULN|3BPWR|4MBVNT|5CGEN|6RCR|7TLV|aZMB
540	13222 61562	   	171.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|24VULN|3MLV|5LWND|6RCR|7TLV|8CDMG|9DUR|aDMG
541	13222 63432	   	171.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|24VULN|3MLV|5LWND|6RCR|7DUR|8DMG|9TLV|aCDMG
542	13223 61534	   	171.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|24VULN|3MLV|5BEXP|6RCR|7TLV|8CDMG|9DMG|aDUR
543	13223 63432	   	171.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|24VULN|3MLV|5BEXP|6RCR|7DUR|8DMG|9TLV|aCDMG
544	13322 61562	   	171.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|23VULN|4CGEN|5LWND|6RCR|7TLV|8CDMG|9DUR|aDMG
545	13322 63432	   	171.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|23VULN|4CGEN|5LWND|6RCR|7DUR|8DMG|9TLV|aCDMG
546	13323 61534	   	171.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|23VULN|4CGEN|5BEXP|6RCR|7TLV|8CDMG|9DMG|aDUR
547	13323 63432	   	171.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|23VULN|4CGEN|5BEXP|6RCR|7DUR|8DMG|9TLV|aCDMG
548	13332 61562	   	171.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|23VULN|4MLV|5LWND|6RCR|7TLV|8CDMG|9DUR|aDMG
549	13332 63432	   	171.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|23VULN|4MLV|5LWND|6RCR|7DUR|8DMG|9TLV|aCDMG
550	13333 61534	   	171.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|23VULN|4MLV|5BEXP|6RCR|7TLV|8CDMG|9DMG|aDUR
551	13333 63432	   	171.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|23VULN|4MLV|5BEXP|6RCR|7DUR|8DMG|9TLV|aCDMG
552	13522 63432	   	171.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|23VULN|3BPWR|4CGEN|5LWND|6RCR|7DUR|8DMG|9TLV|aCDMG
553	13523 63432	   	171.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|23VULN|3BPWR|4CGEN|5BEXP|6RCR|7DUR|8DMG|9TLV|aCDMG
554	13532 63432	   	171.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|23VULN|3BPWR|4MLV|5LWND|6RCR|7DUR|8DMG|9TLV|aCDMG
555	13533 63432	   	171.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|23VULN|3BPWR|4MLV|5BEXP|6RCR|7DUR|8DMG|9TLV|aCDMG
556	16252 33311	   	171.11	DCR|2VULN|1AART|2CDMG|3DUR|1ASPD	1AART|28CDMG|38VULN|4ERES|5ASPD|68aDUR|7RCR|8BPWR|9DUST
557	52255 13321	   	171.02	ACR|2DMG|2AART|1CDMG|1ZMB|1DUR	1DUR|24DMG|3RCR|5ZMB|69AART|7CDMG|8RPLT|aLHND
558	52255 13322	   	171.02	ACR|2DMG|2AART|1CDMG|1ZMB|1DUR	1DUR|24DMG|3RCR|5ZMB|69AART|7CDMG|8RPLT|aRCVC
559	52255 13323	   	171.02	ACR|2DMG|2AART|1CDMG|1ZMB|1DUR	1DUR|24DMG|3RCR|5ZMB|69AART|7CDMG|8aRPLT
560	16242 13331	   	171.02	DCR|3VULN|1AART|2ASPD|1CDMG	1AART|2CDMG|38aVULN|4RMIN|59ASPD|6CGEN|7RCR
561	13318 43532	   	171.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|23VULN|4MBVNT|5CGEN|6RCR|7DUR|8DMG|9TLV|aCDMG
562	13518 43532	   	171.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|23VULN|3BPWR|4MBVNT|5CGEN|6RCR|7DUR|8DMG|9TLV|aCDMG
563	13318 43263	   	171.00	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD	1AART|23aVULN|4MBVNT|5CGEN|6RCR|7DUR|8ASPD|9ZMB
564	13518 43263	   	171.00	DCR|3VULN|1AART|1ZMB|1ASPD|1DUR	1AART|23aVULN|3BPWR|4MBVNT|5CGEN|6RCR|7DUR|8ASPD|9ZMB
565	52133 61123	   	170.95	DCR|2VULN|2DMG|1AART|1DUR	1DUR|2aDMG|3LWND|47VULN|5LIT|6RCR|8AART|9RPLT
566	52161 61123	   	170.95	DCR|2VULN|2DMG|1AART|1DUR	1DUR|2aDMG|3LWND|4LIT|57VULN|6RCR|8AART|9RPLT
567	52255 13211	   	170.92	ACR|2DMG|2AART|1CDMG|1ZMB|1DUR	1DUR|24DMG|3RCR|5ZMB|6aAART|7CDMG|8ERES|9LHND
568	16242 53231	   	170.92	DCR|3VULN|1AART|2ASPD|1CDMG	1AART|2CDMG|36aVULN|4RMIN|59ASPD|7RCR|8ERES
569	16252 13331	   	170.92	DCR|3VULN|1AART|2ASPD|1CDMG	1AART|2CDMG|38aVULN|4ERES|59ASPD|6CGEN|7RCR
570	16252 53231	   	170.92	DCR|3VULN|1AART|2ASPD|1CDMG	1AART|2CDMG|36aVULN|4ERES|59ASPD|7RCR|8CGEN
571	16252 53331	   	170.92	DCR|3VULN|1AART|2ASPD|1CDMG	1AART|2CDMG|36aVULN|4ERES|59ASPD|7RCR|8RMIN
572	16253 16333	   	170.92	DCR|3VULN|1AART|2ASPD|1CDMG	1AART|2CDMG|358VULN|4ERES|6FEWX|7RCR|9aASPD
573	16563 21131	   	170.91	ACR|2VULN|1AART|1DMG|2CDMG	1AART|25CDMG|3RCR|4DMG|6DMSP|7ERES|8RMIN|9aVULN
574	16563 21132	 * 	170.91	ACR|2DMG|1AART|1VULN|2CDMG	1AART|25CDMG|3RCR|4aDMG|6DMSP|7ERES|8RMIN|9VULN
575	16563 23221	   	170.91	ACR|2VULN|1AART|1DMG|2CDMG	1AART|25CDMG|3RCR|4DMG|6DMSP|7RMIN|8aVULN|9TLV
576	16563 23222	   	170.91	ACR|2DMG|1AART|1VULN|2CDMG	1AART|25CDMG|3RCR|4aDMG|6DMSP|7RMIN|8VULN|9TLV
577	22365 21733	   	170.87	ACR|2VULN|2DMG|1AART|1DUR	19CGEN|2LIT|3RPLT|4RCR|5AART|6MBVNT|79VULN|89DMG|9BPWR|aDUR
578	13226 66222	   	170.82	DCR|3VULN|1AART|1DMG|1ASPD	1AART|24aVULN|3MLV|5CGEN|6ASPD|7RCR|8LIT|9DMG
579	13336 66222	   	170.82	DCR|3VULN|1AART|1DMG|1ASPD	1AART|23aVULN|4MLV|5CGEN|6ASPD|7RCR|8LIT|9DMG
580	13312 55264	   	170.72	DCR|3VULN|1AART|1DMG|1ASPD	1AART|236VULN|4MBVNT|5BELT|7RCR|8CGEN|9DMG|aASPD
581	13225 66222	   	170.72	DCR|3VULN|1AART|1DMG|1ASPD	1AART|24aVULN|3MLV|5TLV|6ASPD|7RCR|8LIT|9DMG
582	13316 12222	   	170.72	DCR|3VULN|1AART|1DMG|1DUR	1AART|239VULN|4MBVNT|5DUR|6LIT|7RCR|8RPLT|aDMG
583	13316 12427	   	170.72	DCR|3VULN|1AART|1DMG|1DUR	1AART|239VULN|4MBVNT|5DUR|6LIT|7RCR|8LHND|aDMG
584	13335 66222	   	170.72	DCR|3VULN|1AART|1DMG|1ASPD	1AART|23aVULN|4MLV|5TLV|6ASPD|7RCR|8LIT|9DMG
585	13516 12222	   	170.72	DCR|3VULN|1AART|1DMG|1DUR	1AART|239VULN|3BPWR|4MBVNT|5DUR|6LIT|7RCR|8RPLT|aDMG
586	13516 12427	   	170.72	DCR|3VULN|1AART|1DMG|1DUR	1AART|239VULN|3BPWR|4MBVNT|5DUR|6LIT|7RCR|8LHND|aDMG
587	16535 13321	   	170.69	ACR|2AART|1VULN|1DMG|1CDMG|2DUR	1aAART|2CDMG|3RCR|49DUR|5DMG|6ERES|7RMIN|8VULN
588	13313 31783	   	170.68	DCR|4VULN|1AART|1DMG	1AART|2389VULN|4MBVNT|5DMSP|6RCVC|7DMG|aRCR
589	13315 31783	   	170.68	DCR|4VULN|1AART|1DMG	1AART|2389VULN|4MBVNT|56RCVC|7DMG|aRCR
590	13513 31783	   	170.68	DCR|4VULN|1AART|1DMG	1AART|2389VULN|3BPWR|4MBVNT|5DMSP|6RCVC|7DMG|aRCR
591	32365 21733	   	170.67	ACR|2VULN|2DMG|1AART|1DUR	19ERES|2LIT|3RPLT|4RCR|5AART|6MBVNT|79VULN|89DMG|9BPWR|aDUR
592	13312 55164	   	170.62	DCR|3VULN|1AART|1DMG|1ASPD	1AART|236VULN|4MBVNT|5BELT|7RCR|8ERES|9DMG|aASPD
593	13312 55464	   	170.62	DCR|3VULN|1AART|1DMG|1ASPD	1AART|236VULN|4MBVNT|5BELT|7RCR|8TLV|9DMG|aASPD
594	13316 12127	   	170.62	DCR|3VULN|1AART|1DMG|1DUR	1AART|239VULN|4MBVNT|5DUR|6LIT|7RCR|8DUST|aDMG
595	13516 12127	   	170.62	DCR|3VULN|1AART|1DMG|1DUR	1AART|239VULN|3BPWR|4MBVNT|5DUR|6LIT|7RCR|8DUST|aDMG
596	23422 63432	   	170.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2AART|34VULN|5LWND|6RCR|7DUR|8DMG|9TLV|aCDMG
597	23423 63432	   	170.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2AART|34VULN|5BEXP|6RCR|7DUR|8DMG|9TLV|aCDMG
598	43422 63212	   	170.50	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD	1ZMB|2AART|34aVULN|5LWND|6RCR|7DUR|8ASPD|9LIT
599	52254 13311	   	170.44	ACR|3DMG|1AART|1VULN|1DUR	1DUR|249DMG|3RCR|5ERES|6AART|7LEGI|8DMSP|aVULN
600	52255 21332	   	170.43	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	1DUR|24DMG|3RCR|5ZMB|6DUST|7FEWX|8VULN|9ASPD|aAART
601	33422 63432	   	170.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2AART|34VULN|5LWND|6RCR|7DUR|8DMG|9TLV|aCDMG
602	33423 63432	   	170.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2AART|34VULN|5BEXP|6RCR|7DUR|8DMG|9TLV|aCDMG
603	43422 63233	   	170.40	DCR|3VULN|1AART|1ZMB|1ASPD|1DUR	1ZMB|2AART|34aVULN|5LWND|6RCR|7DUR|8ASPD|9TLV
604	43423 63233	   	170.40	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD	1ZMB|2AART|34aVULN|5BEXP|6RCR|7DUR|8ASPD|9TLV
605	52254 13111	   	170.34	ACR|3DMG|1AART|1VULN|1DUR	1DUR|249DMG|3RCR|58ERES|6AART|7LEGI|aVULN
606	12353 25315	   	170.33	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2FEWX|348VULN|5RMIN|6RPLT|7CDMG|9DMG|aRCR
607	13313 33851	   	170.23	DCR|3VULN|1AART|1DMG|1CDMG	1AART|238VULN|4MBVNT|5DMSP|6RCVC|7CDMG|9DMG|aRCR
608	13315 33851	   	170.23	DCR|3VULN|1AART|1DMG|1CDMG	1AART|238VULN|4MBVNT|56RCVC|7CDMG|9DMG|aRCR
609	13513 33851	   	170.23	DCR|3VULN|1AART|1DMG|1CDMG	1AART|238VULN|3BPWR|4MBVNT|5DMSP|6RCVC|7CDMG|9DMG|aRCR
610	52261 13334	   	170.20	ACR|2VULN|2DMG|2DUR|1ZMB|1ASPD	16DUR|29DMG|3RCR|4LIT|57VULN|8ASPD|aZMB
611	13133 53153	   	170.18	DCR|3VULN|2AART|1DMG|1SELL	14AART|27aVULN|3CANHEL|5BEXP|6DMG|8SELL|9RCR
612	52252 41313	   	170.17	ACR|2VULN|2DMG|1AART|1DUR	1DUR|24DMG|3RCR|5BEXP|6CGEN|7FEWX|89VULN|aAART
613	52233 26114	   	170.14	ACR|4VULN|1DMG|1ZMB|1DUR	1DUR|2DMG|3RCR|4789VULN|5CGEN|6LIT|aZMB
614	12544 41316	   	170.13	DCR|3VULN|1AART|1DMG|2ASPD	1AART|2FEWX|36ASPD|4MBVNT|568VULN|6BPWR|7TLV|9DMG|aRCR
615	13115 63362	   	170.13	DCR|3VULN|1AART|1DMG|1CDMG	1AART|267VULN|3CANHEL|4BEXP|5ERES|8DMG|9CDMG|aRCR
616	16163 13332	   	170.12	DCR|2VULN|1AART|2CDMG|2ZMB|1DUR	1AART|29CDMG|3MLV|49ZMB|5DUR|6CGEN|7RCR|89VULN|9BPWR|aRMIN
617	43236 13522	 * 	170.11	DCR|2AART|2VULN|1CDMG|1FLTHEA|1ZMB	1ZMB|28AART|3FLTHEA|4RCVC|57VULN|6LHND|9CDMG|aRCR
618	52231 25523	   	170.08	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1aDUR|2DMG|3RCR|49VULN|5LWND|6LIT|7ZMB|8AART
619	52252 23124	   	170.07	ACR|2VULN|2DMG|1AART|1DUR	1DUR|24DMG|3RCR|5BEXP|69VULN|7CGEN|8ERES|aAART
620	52252 42313	   	170.07	ACR|2VULN|2DMG|1AART|1DUR	1DUR|24DMG|3RCR|5BEXP|6CGEN|7DUST|89VULN|aAART
621	52252 53313	   	170.07	ACR|2VULN|2DMG|1AART|1DUR	1DUR|24DMG|3RCR|5BEXP|6DUST|7CGEN|89VULN|aAART
622	16463 13332	   	170.02	DCR|2VULN|1AART|2CDMG|2ZMB|1DUR	1AART|29CDMG|3ERES|49ZMB|5DUR|6CGEN|7RCR|89VULN|9BPWR|aRMIN
623	16163 13333	   	170.02	DCR|2VULN|1AART|2CDMG|2ZMB|1DUR	1AART|29CDMG|3MLV|49ZMB|5DUR|6CGEN|7RCR|89VULN|9BPWR|aDUST
624	16163 13336	   	170.02	DCR|2VULN|1AART|2CDMG|2ZMB|1DUR	1AART|29CDMG|3MLV|49ZMB|5DUR|6CGEN|7RCR|89VULN|9BPWR|aDLOT
625	43242 33522	   	170.01	DCR|2AART|2VULN|1FLTHEA|1CDMG|1ZMB	1ZMB|28AART|3FLTHEA|4ERES|57VULN|6MLV|9CDMG|aRCR
626	13318 43166	   	170.00	DCR|3VULN|2AART|2DUR	1aAART|239VULN|4MBVNT|5CGEN|6RCR|79DUR|89LHND|9BPWR
627	13318 43488	   	170.00	DCR|3VULN|2AART|2DUR	19AART|23aVULN|4MBVNT|5CGEN|6RCR|7aDUR|8aMLV|aBPWR
628	13236 31635	   	169.98	DCR|3VULN|1AART|1DMG|1ZMB	1AART|258VULN|3MLV|4ERES|6RCVC|7DMG|9RCR|aZMB
629	16463 13333	   	169.92	DCR|2VULN|1AART|2CDMG|2ZMB|1DUR	1AART|29CDMG|3ERES|49ZMB|5DUR|6CGEN|7RCR|89VULN|9BPWR|aDUST
630	43421 23143	   	169.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2AART|34VULN|5RCVC|6MLV|7CDMG|8RCR|9LIT|aDMG
631	43426 23122	   	169.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2AART|34VULN|56CGEN|7CDMG|8RCR|9MLV|aDMG
632	52235 33631	   	169.84	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2DMG|3RCR|49aVULN|5BEXP|6TLV|7AART|8DUST
633	43326 53211	 * 	169.79	DCR|2AART|1DMG|1VULN|2ZMB|1CDMG	13ZMB|2aAART|3BPWR|4CDMG|5VULN|6DMG|7RCR|8ERES|9LEGI
634	43436 33122	   	169.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2AART|35VULN|4ERES|6RCVC|7CDMG|8RCR|9MLV|aDMG
635	43421 23122	   	169.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2AART|34VULN|5RCVC|6MLV|7CDMG|8RCR|9TLV|aDMG
636	52333 63126	   	169.72	DCR|4VULN|1DMG|1ZMB|1DUR	1DUR|2DMG|347aVULN|5LIT|6RCR|8DMSP|9ZMB
637	13246 45223	   	169.70	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1AART|2aVULN|3MLV|4MBVNT|59DUR|6RCR|7DMG|8ASPD
