0	Index      	 *	Score 	Summary	Detail	
1	22535 12622	 * 	192.74	ACR|3VULN|3DMG|1AART	1CGEN|25aDMG|367VULN|4RCR|8LWND|9AART
531	16135 16331	   	163.57	ACR|4VULN|1DMG|1ASPD|1DUR	1DUR|2ASPD|3DUST|4RCR|569aVULN|7FEWX|8DMG
532	16236 14321	   	163.57	ACR|4VULN|1DMG|1ASPD|1DUR	1DUR|2ASPD|3BEXP|4RCR|5DUST|679aVULN|8DMG
533	16536 13331	   	163.57	ACR|4VULN|1DMG|1ASPD|1DUR	1DUR|2ASPD|3FEWX|4RCR|5DUST|679aVULN|8DMG
534	66132 13331	   	163.57	ACR|4VULN|1DMG|1ASPD|1DUR	1FEWX|2ASPD|3DUST|4RCR|5DUR|679aVULN|8DMG
535	66135 11331	   	163.57	ACR|4VULN|1DMG|1ASPD|1DUR	1FEWX|2ASPD|3DUST|4RCR|569aVULN|7DUR|8DMG
536	11521 21115	   	163.52	ACR|3VULN|1AART|1CDMG|2DUR	19DUR|2DUST|39aVULN|4TLV|5RCR|6CDMG|79CGEN|8AART|9BPWR
537	11521 26115	   	163.52	ACR|3VULN|1AART|1CDMG|2DUR	19DUR|2DUST|39aVULN|4TLV|5RCR|6CDMG|79MLV|8AART|9BPWR
538	16235 15333	   	163.51	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1DUR|2ASPD|3BEXP|4RCR|56VULN|7AART|8RCVC|9CDMG|aZMB
539	15235 62331	   	163.51	ACR|2VULN|2DMG|1FLTHEA|2DUR	16DUR|28DMG|3BEXP|4RCR|59VULN|7DMSP|aFLTHEA
540	15334 13236	   	163.47	ACR|3DMG|1AART|1ZMB|1DUR|1ASPD|1SELL	1DUR|279DMG|3CGEN|4RCR|5ASPD|6ZMB|8SELL|aAART
541	15135 62331	   	163.41	ACR|2VULN|2DMG|1FLTHEA|2DUR	16DUR|28DMG|3DUST|4RCR|59VULN|7DMSP|aFLTHEA
542	15235 63213	 * 	163.39	ACR|2DMG|1VULN|3DUR|1CDMG|1FLTHEA	168DUR|2aDMG|3BEXP|4RCR|5VULN|7CDMG|9FLTHEA
543	13212 11532	   	163.34	ACR|2DMG|1VULN|2CDMG|2DUR|1ZMB	18DUR|28BEXP|35CDMG|4RCR|6DUST|78DMG|8BPWR|9VULN|aZMB
544	22531 32322	   	163.33	ACR|2VULN|2AART|1DMG|1ASPD	15CGEN|2DMG|39VULN|4RCR|6ERES|78AART|aASPD
545	22535 32361	   	163.33	ACR|2DMG|2AART|1VULN|1ASPD	1CGEN|25DMG|3VULN|4RCR|6ERES|78AART|9ASPD|aRPLT
546	22535 32363	   	163.33	ACR|2DMG|2AART|1VULN|1ASPD	1CGEN|25DMG|3VULN|4RCR|6ERES|78AART|9ASPD|aFEWX
547	22531 32362	   	163.33	ACR|2DMG|2AART|1VULN|1ASPD	15CGEN|2aDMG|3VULN|4RCR|6ERES|78AART|9ASPD
548	22531 32366	   	163.33	ACR|2VULN|2AART|1DMG|1ASPD	15CGEN|2DMG|3aVULN|4RCR|6ERES|78AART|9ASPD
549	52531 32362	   	163.33	ACR|2DMG|2AART|1VULN|1ASPD	1ERES|2aDMG|3VULN|4RCR|56CGEN|78AART|9ASPD
550	52531 32322	   	163.33	ACR|2VULN|2AART|1DMG|1ASPD	1ERES|2DMG|39VULN|4RCR|56CGEN|78AART|aASPD
551	52532 41231	   	163.31	ACR|2VULN|2DMG|2ASPD|2DUR	18aERES|2aDMG|39VULN|4RCR|57DUR|6aASPD|aBPWR
552	63212 11531	   	163.31	ACR|2DMG|1AART|1VULN|2CDMG	18FEWX|28BEXP|35CDMG|4RCR|6DUST|78DMG|8BPWR|9VULN|aAART
553	15135 63213	   	163.29	ACR|2DMG|1VULN|3DUR|1CDMG|1FLTHEA	168DUR|2aDMG|3DUST|4RCR|5VULN|7CDMG|9FLTHEA
554	12451 12232	   	163.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2LWND|3CGEN|46VULN|5RCR|7AART|8RPLT|9DMG|aCDMG
555	13451 15232	   	163.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2BEXP|3CGEN|46VULN|5RCR|7AART|8RPLT|9DMG|aCDMG
556	22535 32332	   	163.23	ACR|2DMG|2AART|1VULN|1ASPD	1CGEN|25DMG|3VULN|4RCR|69ERES|78AART|aASPD
557	15235 13124	   	163.22	ACR|3VULN|1DMG|1CDMG|1DUR|1ASPD	1DUR|2DMG|3BEXP|4RCR|56aVULN|7CDMG|8ASPD|9LWND
558	15235 13134	   	163.22	ACR|3VULN|1DMG|1CDMG|1ASPD|1DUR	1DUR|2DMG|3BEXP|4RCR|56aVULN|7CDMG|8ASPD|9LHND
559	16235 13124	   	163.22	ACR|3VULN|1DMG|1CDMG|1DUR|1ASPD	1DUR|2ASPD|3BEXP|4RCR|56aVULN|7CDMG|8DMG|9LWND
560	16235 13134	   	163.22	ACR|3VULN|1DMG|1CDMG|1ASPD|1DUR	1DUR|2ASPD|3BEXP|4RCR|56aVULN|7CDMG|8DMG|9LHND
561	16235 13622	   	163.22	ACR|3VULN|1DMG|1CDMG|1ASPD|1DUR	1DUR|2ASPD|3BEXP|4RCR|568VULN|7CDMG|9LIT|aDMG
562	22533 33362	   	163.22	ACR|3VULN|1DMG|1FLTHEA|1ASPD|1DUR	1CGEN|2DMG|38aVULN|4RCR|5DUR|6BEXP|7ASPD|9FLTHEA
563	15235 13622	   	163.22	ACR|3VULN|1DMG|1CDMG|1ASPD|1DUR	1DUR|2DMG|3BEXP|4RCR|568VULN|7CDMG|9LIT|aASPD
564	15235 33362	   	163.22	ACR|3VULN|1DMG|1FLTHEA|1ASPD|1DUR	1DUR|2DMG|3BEXP|4RCR|58aVULN|6CGEN|7ASPD|9FLTHEA
565	16235 33362	   	163.22	ACR|3VULN|1DMG|1FLTHEA|1ASPD|1DUR	1DUR|2ASPD|3BEXP|4RCR|58aVULN|6CGEN|7DMG|9FLTHEA
566	33615 13343	 * 	163.18	DCR|2DMG|1AART|1VULN|3DUR	18LWND|2ERES|3AART|468DUR|58DMG|7RCR|8BPWR|9MLV|aVULN
567	33615 13353	   	163.18	DCR|2DMG|1AART|1VULN|3DUR	18LWND|2ERES|3AART|468DUR|58DMG|7RCR|8BPWR|9CGEN|aVULN
568	11451 15232	   	163.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2DUST|3CGEN|46VULN|5RCR|7AART|8RPLT|9DMG|aCDMG
569	15135 13124	   	163.12	ACR|3VULN|1DMG|1CDMG|1DUR|1ASPD	1DUR|2DMG|3DUST|4RCR|56aVULN|7CDMG|8ASPD|9LWND
570	15135 13134	   	163.12	ACR|3VULN|1DMG|1CDMG|1ASPD|1DUR	1DUR|2DMG|3DUST|4RCR|56aVULN|7CDMG|8ASPD|9LHND
571	15235 13113	   	163.12	ACR|3VULN|1DMG|1CDMG|1DUR|1ASPD	1DUR|2DMG|3BEXP|4RCR|56aVULN|7CDMG|8ASPD|9LSRHEA
572	15535 13113	   	163.12	ACR|3VULN|1DMG|1CDMG|1DUR|1ASPD	1DUR|2DMG|3FEWX|4RCR|56aVULN|7CDMG|8ASPD|9LSRHEA
573	16135 13124	   	163.12	ACR|3VULN|1DMG|1CDMG|1DUR|1ASPD	1DUR|2ASPD|3DUST|4RCR|56aVULN|7CDMG|8DMG|9LWND
574	16135 13134	   	163.12	ACR|3VULN|1DMG|1CDMG|1ASPD|1DUR	1DUR|2ASPD|3DUST|4RCR|56aVULN|7CDMG|8DMG|9LHND
575	16235 13113	   	163.12	ACR|3VULN|1DMG|1CDMG|1DUR|1ASPD	1DUR|2ASPD|3BEXP|4RCR|56aVULN|7CDMG|8DMG|9LSRHEA
576	16535 13113	   	163.12	ACR|3VULN|1DMG|1CDMG|1DUR|1ASPD	1DUR|2ASPD|3FEWX|4RCR|56aVULN|7CDMG|8DMG|9LSRHEA
577	22533 43372	   	163.12	ACR|3VULN|1DMG|1FLTHEA|1ASPD|1DUR	1CGEN|2DMG|38aVULN|4RCR|5DUR|6ASPD|7MBVNT|9FLTHEA
578	15135 13113	   	163.02	ACR|3VULN|1DMG|1CDMG|1DUR|1ASPD	1DUR|2DMG|3DUST|4RCR|56aVULN|7CDMG|8ASPD|9LSRHEA
579	16135 13113	   	163.02	ACR|3VULN|1DMG|1CDMG|1DUR|1ASPD	1DUR|2ASPD|3DUST|4RCR|56aVULN|7CDMG|8DMG|9LSRHEA
580	22533 41533	   	163.02	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	1CGEN|2DMG|3aVULN|4RCR|57DUR|6ASPD|8RPLT|9AART
581	15235 15321	   	162.99	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2DMG|3aBEXP|4RCR|56VULN|7AART|8RCVC|9ZMB
582	15235 15323	   	162.99	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2DMG|3BEXP|4RCR|56VULN|7AART|8RCVC|9ZMB|aLIT
583	15233 16531	   	162.99	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2DMG|3BEXP|4RCR|59FEWX|68VULN|7AART|aZMB
584	22235 32132	   	162.99	ACR|3DMG|2AART|1ZMB	1CGEN|25aDMG|3LHND|4RCR|6TLV|79AART|8ZMB
585	22235 52132	   	162.99	ACR|3DMG|2AART|1ZMB	1CGEN|25aDMG|3LHND|4RCR|6ERES|79AART|8ZMB
586	15314 31352	   	162.91	DCR|2AART|2VULN|1DMG|2DUR	18DUR|2DMG|3CGEN|45AART|67VULN|9MGNSTR|aRCR
587	15135 15321	   	162.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2DMG|3DUST|4RCR|56VULN|7AART|8RCVC|9ZMB|aBEXP
588	15135 15323	   	162.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2DMG|3DUST|4RCR|56VULN|7AART|8RCVC|9ZMB|aRPLT
589	15235 15122	   	162.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2DMG|3BEXP|4RCR|56VULN|7AART|8TLV|9ZMB|aBELT
590	15235 15322	   	162.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2DMG|3BEXP|4RCR|56VULN|7AART|8RCVC|9ZMB|aMBVNT
591	15133 16531	   	162.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2DMG|3DUST|4RCR|59FEWX|68VULN|7AART|aZMB
592	52232 22541	   	162.89	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1ERES|28DMG|3LHND|4RCR|5DUR|6CGEN|7AART|9VULN|aZMB
593	52532 22421	   	162.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|2DMG|38VULN|4RCR|5DUR|6CGEN|7AART|9BEXP|aZMB
594	52532 22431	   	162.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|2DMG|38VULN|4RCR|5DUR|6CGEN|7AART|9FEWX|aZMB
595	52235 32132	   	162.89	ACR|3DMG|2AART|1ZMB	1ERES|25aDMG|3LHND|4RCR|6TLV|79AART|8ZMB
596	11211 63323	   	162.81	ACR|2VULN|2AART|1CDMG|2DUR	17DUR|2DUST|3CDMG|4RCR|5CGEN|68AART|9aVULN
597	15135 15122	   	162.79	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2DMG|3DUST|4RCR|56VULN|7AART|8TLV|9ZMB|aBELT
