0	Index      	 *	Score 	Summary	Detail	
1	55351 44212	 * 	184.21	DCR|3VULN|3DMG|1CDMG|1DUR	1ERES|2MBVNT|356VULN|467DMG|6BPWR|8DUR|9RCR|aCDMG
496	13416 33113	   	155.09	ACR|3VULN|1AART|2ZMB	19aFEWX|2LWND|37aVULN|4AART|5RCR|6RPLT|8aZMB|aBPWR
497	13416 33143	   	155.09	ACR|3VULN|1AART|2ZMB	1aFEWX|2LWND|37aVULN|4AART|5RCR|6RPLT|8aZMB|9RCVC|aBPWR
498	13416 33153	   	155.09	ACR|3VULN|1AART|2ZMB	1aFEWX|29LWND|37aVULN|4AART|5RCR|6RPLT|8aZMB|aBPWR
499	12242 21653	   	155.06	DCR|3VULN|2DMG	1FEWX|2DUST|3MBVNT|45DMG|6RCR|7MLV|89aVULN
500	12242 22231	   	155.06	DCR|3VULN|2DMG	1FEWX|2DUST|3MBVNT|45DMG|6RCR|7BEXP|89aVULN
501	12242 28353	   	155.06	DCR|3VULN|2DMG	1FEWX|2DUST|3MBVNT|45DMG|6RCR|7RMIN|89aVULN
502	55322 51421	   	155.06	DCR|3VULN|2AART	1ERES|2MBVNT|39aVULN|4RPLT|57AART|6RCR|8LHND
503	64122 63312	 * 	155.06	DCR|2AART|2VULN|1CDMG	1LWND|29AART|35VULN|47LIT|6RCR|8CDMG|aBEXP
504	64122 63321	   	155.06	DCR|2AART|2VULN|1CDMG	1LWND|2aAART|35VULN|47LIT|6RCR|8CDMG|9BEXP
505	45318 24312	   	155.05	DCR|2VULN|2AART|1ZMB|1ASPD	1ASPD|2MBVNT|35VULN|4LHND|6RCR|7LIT|8ZMB|9aAART
506	43431 25131	   	154.97	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1ASPD|2DMSP|3DUR|4DUST|5DMG|6AART|7RCR|8VULN|9LSRREG|aCDMG
507	64122 63313	   	154.96	DCR|2AART|2VULN|1CDMG	1LWND|29AART|35VULN|47LIT|6RCR|8CDMG|aLEGI
508	45713 14441	 * 	154.96	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1ASPD|2MBVNT|3DMG|4CDMG|5CGEN|68DUR|7AART|9RCR|aVULN
509	41235 32362	 * 	154.95	ACR|2VULN|2DMG|3ASPD|1SELL	139ASPD|2TLV|4SELL|5RCR|69VULN|79DMG|8aRCVC|9BPWR
510	41235 32363	 * 	154.95	ACR|2VULN|2DMG|3ASPD|1SELL	139ASPD|2TLV|4SELL|5RCR|69VULN|79DMG|8RCVC|9BPWR|aLIT
511	13242 18414	   	154.93	DCR|2DMG|1AART|1VULN|1ZMB	1FEWX|2LWND|3MBVNT|45DMG|6BEXP|7RCR|8AART|9ZMB|aVULN
512	65242 18414	   	154.93	DCR|2DMG|1AART|1VULN|1ZMB	1LWND|2FEWX|3MBVNT|45DMG|6BEXP|7RCR|8AART|9ZMB|aVULN
513	26115 32262	 * 	154.92	DCR|3DMG|1AART|1CDMG|1SELL	1LIT|26MLV|3SELL|469DMG|5AART|6BPWR|7RCR|8BEXP|aCDMG
514	52161 32631	   	154.90	DCR|3DMG|2VULN|1DUR	15ERES|2RPLT|357DMG|4RCVC|5BPWR|68VULN|9RCR|aDUR
515	13416 33121	   	154.89	ACR|3VULN|1AART|2ZMB	1FEWX|2LWND|37aVULN|4AART|5RCR|6RPLT|89ZMB
516	41235 32162	 * 	154.85	ACR|2VULN|2DMG|3ASPD|1SELL	139ASPD|28TLV|4SELL|5RCR|69VULN|79DMG|9BPWR|aRCVC
517	41235 32163	 * 	154.85	ACR|2VULN|2DMG|3ASPD|1SELL	139ASPD|28TLV|4SELL|5RCR|69VULN|79DMG|9BPWR|aLIT
518	13242 88414	   	154.83	DCR|2DMG|1AART|1VULN|1ZMB	1FEWX|2LWND|3MBVNT|45DMG|6DUST|7RCR|8AART|9ZMB|aVULN
519	12242 18414	   	154.83	DCR|2DMG|1AART|1VULN|1ZMB	1FEWX|2DUST|3MBVNT|45DMG|6BEXP|7RCR|8AART|9ZMB|aVULN
520	55742 34213	   	154.80	DCR|3DMG|2VULN|1DUR	14ERES|2MBVNT|347DMG|4BPWR|56VULN|8DUR|9RCR|aLIT
521	55822 44213	   	154.80	DCR|3DMG|2VULN|1DUR	13ERES|2MBVNT|467DMG|56VULN|6BPWR|8DUR|9RCR|aLIT
522	22646 21232	   	154.78	DCR|3VULN|1AART|1DMG	1LIT|2TLV|367VULN|4LHND|5BELT|8AART|9RCR|aDMG
523	22115 32262	 * 	154.72	DCR|3DMG|1AART|1CDMG|1SELL	1LIT|26TLV|3SELL|469DMG|5AART|6BPWR|7RCR|8BEXP|aCDMG
524	24115 32262	 * 	154.72	DCR|3DMG|1AART|1CDMG|1SELL	1LIT|26ERES|3SELL|469DMG|5AART|6BPWR|7RCR|8BEXP|aCDMG
525	55742 34214	   	154.70	DCR|3DMG|2VULN|1DUR	14ERES|2MBVNT|347DMG|4BPWR|56VULN|8DUR|9RCR|aCANHEL
526	55822 44214	   	154.70	DCR|3DMG|2VULN|1DUR	13ERES|2MBVNT|467DMG|56VULN|6BPWR|8DUR|9RCR|aCANHEL
527	46162 22332	 * 	154.69	DCR|2VULN|3ZMB|1DMG|1DUR|1ASPD	1ASPD|248ZMB|3MGNSTR|5DMG|67VULN|9DUR|aRCR
528	34443 13221	   	154.66	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA	1RMIN|2RCVC|3AART|4CDMG|5RCR|6AIRHEA|7LHND|8VULN|9DMG|aFLTHEA
529	13212 83212	   	154.66	ACR|2DMG|1AART|2DUR|1ZMB|1ASPD	1aFEWX|2LWND|3MBVNT|4AART|5RCR|6aDUR|7ASPD|8ZMB|9aDMG|aBPWR
530	65212 83212	   	154.66	ACR|2DMG|1AART|2DUR|1ZMB|1ASPD	1aLWND|2FEWX|3MBVNT|4AART|5RCR|6aDUR|7ASPD|8ZMB|9aDMG|aBPWR
531	11327 23444	   	154.65	DCR|3VULN|1AART|2DUR	1FEWX|2ERES|359VULN|4MBVNT|6RCR|7AART|8aDUR
532	55337 23444	   	154.65	DCR|3VULN|1AART|2DUR	1ERES|2MBVNT|359VULN|4FEWX|6RCR|7AART|8aDUR
533	34433 11323	   	154.63	ACR|2VULN|1AART|3DUR|1ZMB	1RMIN|2RCVC|3AART|4RCR|58LIT|68VULN|789DUR|8BPWR|aZMB
534	64122 63322	   	154.62	DCR|2VULN|1AART|1CDMG|1ZMB	1LWND|2AART|35VULN|47LIT|6RCR|8CDMG|9BEXP|aZMB
535	36323 31614	   	154.60	DCR|2VULN|1AART|2ZMB|1ASPD|1DUR	1RMIN|28BEXP|38VULN|4MBVNT|5AART|68ZMB|7RCR|8BPWR|9ASPD|aDUR
536	34432 22333	   	154.58	ACR|3VULN|2AART	1RMIN|2RCVC|3aAART|4RCR|568VULN|78LIT|8BPWR|9LHND
537	34432 22343	   	154.58	ACR|3VULN|2AART	1RMIN|2RCVC|3aAART|4RCR|568VULN|78LIT|8BPWR|9LWND
538	34432 22353	   	154.58	ACR|3VULN|2AART	1RMIN|2RCVC|3aAART|4RCR|568VULN|78LIT|8BPWR|9CGEN
539	53211 25123	   	154.56	DCR|3VULN|2AART	1ERES|2aAART|34BEXP|568VULN|7RCR|9LIT
540	53211 25161	   	154.56	DCR|3VULN|2AART	1ERES|29AART|34BEXP|568VULN|7RCR|aRPLT
541	53211 25162	   	154.56	DCR|3VULN|2AART	1ERES|29AART|34aBEXP|568VULN|7RCR
542	55347 23444	   	154.55	DCR|3VULN|1AART|2DUR	1ERES|2MBVNT|359VULN|4DUST|6RCR|7AART|8aDUR
543	64122 62331	   	154.52	DCR|2VULN|1AART|1CDMG|1ZMB	1LWND|2AART|35VULN|4LIT|6RCR|7MBVNT|8ZMB|9CDMG|aFEWX
544	64122 62333	   	154.52	DCR|2VULN|1AART|1CDMG|1ZMB	1LWND|2AART|35VULN|4LIT|6RCR|7MBVNT|8ZMB|9CDMG|aRMIN
545	34434 22133	   	154.48	ACR|2VULN|1AART|2CDMG|1DUR	1RMIN|2RCVC|3AART|4RCR|5aCDMG|6aVULN|7DUR|8LHND|9aFEWX|aBPWR
546	34432 22433	   	154.48	ACR|3VULN|2AART	1RMIN|2RCVC|3aAART|4RCR|568VULN|7LIT|9LHND
547	34432 24123	   	154.48	ACR|3VULN|2AART	1RMIN|2RCVC|3aAART|4RCR|568VULN|7LWND|9LIT
548	34432 26123	   	154.48	ACR|3VULN|2AART	1RMIN|2RCVC|3aAART|4RCR|568VULN|7LHND|9LIT
549	41214 31261	   	154.48	DCR|2VULN|1AART|1DMG|2ASPD	13ASPD|2TLV|4aVULN|5RCVC|6LIT|7DMG|8RCR|9AART
550	41214 31262	 * 	154.48	DCR|2DMG|1AART|1VULN|2ASPD	13ASPD|2TLV|4VULN|5RCVC|6LIT|7aDMG|8RCR|9AART
551	53121 25123	   	154.46	DCR|3VULN|2AART	14ERES|2aAART|3FEWX|568VULN|7RCR|9LIT
552	53121 25161	   	154.46	DCR|3VULN|2AART	14ERES|29AART|3FEWX|568VULN|7RCR|aRPLT
553	53121 25162	   	154.46	DCR|3VULN|2AART	14ERES|29AART|3FEWX|568VULN|7RCR|aBEXP
554	53121 25163	   	154.46	DCR|3VULN|2AART	14ERES|29AART|3FEWX|568VULN|7RCR|aLWND
555	53211 25163	   	154.46	DCR|3VULN|2AART	1aERES|29AART|34BEXP|568VULN|7RCR
556	46331 33261	   	154.46	DCR|3VULN|1AART|1ZMB|1ASPD	1ASPD|2ZMB|3LIT|46aVULN|5TLV|7RCVC|8RCR|9AART
557	64121 12337	   	154.45	DCR|2AART|2VULN|1ZMB|1ASPD	1LWND|29AART|3aVULN|4LIT|5MBVNT|6ZMB|7ASPD|8RCR
558	34115 31261	   	154.43	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	1RMIN|2RCVC|3CDMG|4SELL|5aVULN|6LIT|7DMG|8RCR|9AART
559	64122 62332	   	154.42	DCR|2VULN|1AART|1CDMG|1ZMB	1LWND|2AART|35VULN|4LIT|6RCR|7MBVNT|8ZMB|9CDMG|aDUST
560	45318 23423	   	154.39	DCR|2VULN|1AART|1CDMG|1ASPD|1DUR	1ASPD|2MBVNT|35VULN|4LHND|6RCR|7AART|8BELT|9DUR|aCDMG
561	13416 15313	   	154.38	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1FEWX|2LWND|3VULN|4AART|5RCR|6DMG|7DUR|8MLV|9ASPD|aCDMG
562	34432 23133	   	154.38	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2RCVC|3AART|4RCR|56VULN|7RPLT|8LHND|9DMG|aDUR
563	34432 23136	   	154.38	ACR|2VULN|1AART|1DMG|1ASPD	1RMIN|2RCVC|3AART|4RCR|56VULN|7RPLT|8LHND|9DMG|aASPD
564	34432 23431	   	154.38	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2RCVC|3AART|4RCR|56VULN|7RPLT|8DUR|9DMG|aBEXP
565	34432 23432	   	154.38	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2RCVC|3AART|4RCR|56VULN|7RPLT|8DUR|9DMG|aLHND
566	34432 23433	   	154.38	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2RCVC|3AART|4RCR|56VULN|7RPLT|8DUR|9DMG|aMLV
567	34432 25132	   	154.38	ACR|2VULN|1AART|1DMG|1ASPD	17RMIN|2RCVC|3AART|4RCR|56VULN|8ASPD|9DMG|aBEXP
568	34432 25133	   	154.38	ACR|2VULN|1AART|1DMG|1ASPD	17RMIN|2RCVC|3AART|4RCR|56VULN|8ASPD|9DMG|aLWND
569	34434 32113	   	154.38	ACR|2VULN|1AART|2CDMG|1DUR	1RMIN|2RCVC|3AART|4RCR|5aCDMG|6MBVNT|7DUR|8aLHND|9aVULN|aBPWR
570	34432 21122	   	154.38	ACR|3VULN|2AART	1RMIN|29RCVC|38AART|4RCR|56aVULN|7ERES
571	36323 31621	 * 	154.37	DCR|2VULN|1AART|2ZMB|1CDMG	1RMIN|28BEXP|38VULN|4MBVNT|5AART|68ZMB|7RCR|8BPWR|9MGNSTR|aCDMG
572	46331 32261	   	154.36	DCR|3VULN|1AART|1ZMB|1ASPD	1ASPD|2ZMB|3LIT|46aVULN|57TLV|8RCR|9AART
573	13416 33523	   	154.34	ACR|4VULN|1AART	1aFEWX|2aLWND|378aVULN|4AART|5RCR|6RPLT|9RMIN|aBPWR
574	11652 23352	 * 	154.34	DCR|2AART|1VULN|1DMG|2ASPD	1FEWX|2ERES|3DMG|49ASPD|5VULN|6RCR|7aAART|8LWND
575	13541 23152	   	154.34	DCR|2AART|1VULN|1DMG|2ASPD	1FEWX|2LWND|38ASPD|4DMG|5ERES|6RCR|79AART|aVULN
576	34443 21111	   	154.29	ACR|3VULN|1AART|1CDMG	1RMIN|2RCVC|3AART|4CDMG|5RCR|69aVULN|7BEXP|8LHND
577	16416 32333	   	154.28	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1FEWX|2DUR|3VULN|4AART|5RCR|6LIT|7DMG|8CDMG|9TLV|aASPD
578	34432 23237	   	154.28	ACR|2VULN|1AART|1DMG|1ASPD	1RMIN|2RCVC|3AART|4RCR|56VULN|7RPLT|8MBVNT|9DMG|aASPD
579	64152 33321	   	154.27	DCR|2AART|2VULN|1DMG	1LWND|2aAART|34VULN|5BELT|6LHND|7RPLT|8DMG|9RCR
580	45333 82222	   	154.25	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ASPD|2MBVNT|39VULN|4FEWX|5LIT|6CDMG|7RCR|8ZMB|aAART
581	11652 23151	   	154.24	DCR|2AART|1VULN|1DMG|2ASPD	1FEWX|2aERES|3DMG|48ASPD|5VULN|6RCR|79AART
582	11652 23152	   	154.24	DCR|2AART|1VULN|1DMG|2ASPD	1FEWX|2ERES|3DMG|48ASPD|5VULN|6RCR|79AART|aTLV
583	11652 23153	   	154.24	DCR|2AART|1VULN|1DMG|2ASPD	1FEWX|2ERES|3DMG|48ASPD|5VULN|6RCR|79AART|aDUST
