0	Index      	 *	Score 	Summary	Detail	
1	13623 26512	 * 	189.93	ACR|3DMG|2AART|2VULN	19CGEN|2RMIN|3aAART|4LIT|5RCR|689DMG|79VULN|9BPWR
505	23123 32472	   	160.46	DCR|3VULN|1AART|1ZMB|1DUR	159VULN|2RMIN|3BEXP|4MBVNT|6RCR|7AART|8ZMB|aDUR
506	23323 32772	   	160.46	DCR|3VULN|1AART|1ZMB|1DUR	159VULN|2RMIN|3LWND|4MBVNT|6RCR|7AART|8ZMB|aDUR
507	61311 45331	   	160.43	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2BELT|3CDMG|4LWND|5DMG|6RCR|7BEXP|8AART|9VULN|aDUR
508	22343 24236	   	160.42	ACR|3VULN|2DMG|1ASPD	159VULN|2CGEN|379LWND|4RCR|69DMG|8RPLT|9BPWR|aASPD
509	21523 28241	   	160.42	DCR|3VULN|1AART|1DMG|1ASPD	157VULN|2DUST|3ASPD|4MBVNT|6DMG|8RMIN|9RCR|aAART
510	41225 23431	   	160.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RPLT|2CGEN|3CDMG|48VULN|5ASPD|6DMG|7AART|9RCR|aLHND
511	41225 23433	   	160.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RPLT|2CGEN|3CDMG|48VULN|5ASPD|6DMG|7AART|9RCR|aMLV
512	26123 32818	   	160.38	DCR|2VULN|1AART|1DMG|1CDMG	15VULN|2ERES|3BEXP|4MBVNT|6RCR|7AART|8CDMG|9DUST|aDMG
513	21523 32427	   	160.36	DCR|3VULN|1AART|1ZMB|1ASPD	15aVULN|2DUST|3ASPD|4MBVNT|6RCR|7AART|8ZMB|9BEXP
514	21523 32437	   	160.36	DCR|3VULN|1AART|1ZMB|1ASPD	15aVULN|2DUST|3ASPD|4MBVNT|6RCR|7AART|8ZMB|9RCVC
515	21523 32457	   	160.36	DCR|3VULN|1AART|1ZMB|1ASPD	15aVULN|2DUST|3ASPD|4MBVNT|6RCR|7AART|8ZMB|9FEWX
516	21523 32471	   	160.36	DCR|3VULN|1AART|1ZMB|1ASPD	159VULN|2DUST|3ASPD|4MBVNT|6RCR|7AART|8ZMB|aLHND
517	21523 32474	   	160.36	DCR|3VULN|1AART|1ZMB|1ASPD	159VULN|2DUST|3ASPD|4MBVNT|6RCR|7AART|8ZMB|aFEWX
518	21523 32475	   	160.36	DCR|3VULN|1AART|1ZMB|1ASPD	159VULN|2DUST|3ASPD|4MBVNT|6RCR|7AART|8ZMB|aBEXP
519	21523 32476	   	160.36	DCR|3VULN|1AART|1ZMB|1ASPD	159VULN|2DUST|3ASPD|4MBVNT|6RCR|7AART|8ZMB|aRMIN
520	21523 32478	   	160.36	DCR|3VULN|1AART|1ZMB|1ASPD	159VULN|2DUST|3ASPD|4MBVNT|6RCR|7AART|8ZMB|aLIT
521	26123 32472	   	160.36	DCR|3VULN|1AART|1ZMB|1DUR	159VULN|2ERES|3BEXP|4MBVNT|6RCR|7AART|8ZMB|aDUR
522	26323 32772	   	160.36	DCR|3VULN|1AART|1ZMB|1DUR	159VULN|2ERES|3LWND|4MBVNT|6RCR|7AART|8ZMB|aDUR
523	41221 23332	   	160.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1RPLT|2CGEN|3CDMG|48VULN|5ERES|6DMG|7AART|9RCR|aDUR
524	13535 33432	   	160.31	ACR|2VULN|3ZMB|1AART|1ASPD	1CGEN|2RMIN|38VULN|4RCR|5ASPD|69aZMB|7AART
525	22143 24241	   	160.30	ACR|3VULN|1AART|1DMG	15aVULN|2CGEN|3aBEXP|4RCR|6DMG|7LWND|8AART|9aFEWX|aBPWR
526	21523 32417	   	160.26	DCR|3VULN|1AART|1ZMB|1ASPD	15aVULN|2DUST|3ASPD|4MBVNT|6RCR|7AART|8ZMB|9LEGI
527	21523 32473	   	160.26	DCR|3VULN|1AART|1ZMB|1ASPD	159VULN|2DUST|3ASPD|4MBVNT|6RCR|7AART|8ZMB|aTLV
528	23416 13213	   	160.23	ACR|2VULN|2DMG|1AART	19VULN|2RMIN|3LIT|4DMSP|5RCR|69ERES|7AART|89DMG|9BPWR|aLWND
529	22143 26214	   	160.22	ACR|3VULN|2DMG|1ASPD	159VULN|2CGEN|39BEXP|4RCR|6aDMG|7ASPD|89ERES|9BPWR
530	22343 26215	   	160.22	ACR|3DMG|2VULN|1ASPD	15VULN|2CGEN|3LWND|4RCR|67aDMG|8RPLT|9ASPD
531	23143 23215	   	160.22	ACR|3DMG|2VULN|1ASPD	15VULN|2RMIN|3BEXP|4RCR|67aDMG|8RPLT|9ASPD
532	23343 23215	   	160.22	ACR|3DMG|2VULN|1ASPD	15VULN|2RMIN|3LWND|4RCR|67aDMG|8RPLT|9ASPD
533	11231 36614	   	160.22	ACR|3DMG|2VULN|1ASPD	19CGEN|2FEWX|39ERES|4RCR|56VULN|7ASPD|89aDMG|9BPWR
534	32231 36614	   	160.22	ACR|3DMG|2VULN|1ASPD	19FEWX|2CGEN|39ERES|4RCR|56VULN|7ASPD|89aDMG|9BPWR
535	23341 64131	   	160.18	ACR|3VULN|2DMG|1DUR|1SELL	189VULN|2RMIN|3LWND|4RCR|59MGNSTR|6SELL|79DMG|9BPWR|aDUR
536	13633 42431	   	160.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1aCGEN|2RMIN|3AART|4DUR|5aDUST|6ZMB|7DMG|8aVULN|9RCR|aBPWR
537	64211 22137	   	160.17	DCR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1ZMB|2DUR|3ERES|47AART|5ASPD|6DMG|8MBVNT|9RCR|aVULN
538	26143 23215	   	160.12	ACR|3DMG|2VULN|1ASPD	15VULN|2ERES|3BEXP|4RCR|67aDMG|8RPLT|9ASPD
539	26343 23215	   	160.12	ACR|3DMG|2VULN|1ASPD	15VULN|2ERES|3LWND|4RCR|67aDMG|8RPLT|9ASPD
540	23143 36133	   	160.11	ACR|4VULN|2DUR|1ZMB|1ASPD	159aVULN|2RMIN|39BEXP|4RCR|6ZMB|7ASPD|89DUR|9BPWR
541	22143 24261	   	160.10	ACR|3VULN|1AART|1DMG	159VULN|2CGEN|3BEXP|4RCR|6DMG|7LWND|8AART|aLHND
542	22143 24263	   	160.10	ACR|3VULN|1AART|1DMG	159VULN|2CGEN|3BEXP|4RCR|6DMG|7LWND|8AART|aMLV
543	23143 24116	   	160.10	ACR|3VULN|1AART|1DMG	15aVULN|2RMIN|3BEXP|4RCR|6DMG|7LWND|8AART|9DMSP
544	23143 24136	   	160.10	ACR|3VULN|1AART|1DMG	15aVULN|29RMIN|3BEXP|4RCR|6DMG|7LWND|8AART
545	23143 24161	   	160.10	ACR|3VULN|1AART|1DMG	159VULN|2RMIN|3BEXP|4RCR|6DMG|7LWND|8AART|aLHND
546	26143 24233	   	160.10	ACR|3VULN|1AART|1DMG	15aVULN|2aERES|3BEXP|4RCR|6DMG|7aLWND|8AART|9RMIN|aBPWR
547	64322 14331	   	160.08	DCR|2VULN|3ZMB|1AART|2DUR	13aZMB|23DUR|3aBPWR|4aVULN|5CGEN|6FEWX|7aLWND|8AART|9RCR
548	22413 61513	   	160.00	ACR|3VULN|1AART|1DMG	16aVULN|2CGEN|3LIT|4AART|5RCR|7BEXP|8DMG|9ERES
549	23143 24163	   	160.00	ACR|3VULN|1AART|1DMG	159VULN|2RMIN|3BEXP|4RCR|6DMG|7LWND|8AART|aTLV
550	25463 23121	   	159.99	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1VULN|2RPLT|3CGEN|47DMG|5RCR|6ZMB|8AART|9FEWX|aASPD
551	25463 23131	   	159.99	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1VULN|2RPLT|3CGEN|47DMG|5RCR|6ZMB|8AART|9LWND|aASPD
552	25463 23133	   	159.99	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1VULN|2RPLT|3CGEN|47DMG|5RCR|6ZMB|8AART|9LWND|aDUR
553	25563 23121	   	159.99	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1VULN|2RPLT|3MLV|47DMG|5RCR|6ZMB|8AART|9FEWX|aASPD
554	25563 23131	   	159.99	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1VULN|2RPLT|3MLV|47DMG|5RCR|6ZMB|8AART|9LWND|aASPD
555	25563 23133	   	159.99	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1VULN|2RPLT|3MLV|47DMG|5RCR|6ZMB|8AART|9LWND|aDUR
