0	Index      	 *	Score 	Summary	Detail	
1	42341 13222	 * 	210.91	DCR|3VULN|2DMG|1MDPS|3DUR	123DUR|28BPWR|458VULN|68FEWX|78DMG|9RCR|aMDPS
479	53311 15131	   	181.56	DCR|3VULN|1ASPD|1DMG|1AAC	1RMIN|2AAC|3ASPD|4DMSP|5DMG|6RCR|7ERES|89aVULN
480	21414 32241	   	181.50	DCR|2VULN|1AART|1ASPD|1DMG	1MLV|2aTLV|3ASPD|4AART|5AELBLL|68VULN|7DMG|9RCR
481	11241 43233	   	181.50	DCR|2VULN|2CDMG|1DMG|1AAC|2ZMB|1DUR	18CDMG|2AAC|38LIT|47VULN|5DUR|68ZMB|8BPWR|9DMG|aRCR
482	13141 43233	   	181.50	DCR|2VULN|2CDMG|1DMG|1NUKE|2ZMB|1DUR	18CDMG|28LIT|3NUKE|47VULN|5DUR|68ZMB|8BPWR|9DMG|aRCR
483	15412 36112	   	181.49	DCR|1VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	1CDMG|26LWND|3DMG|4BEXP|56DUR|6BPWR|7AART|8VULN|9RCR|aZMB
484	51224 22222	   	181.46	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	1RMIN|2DMG|3SELL|4ASPD|58VULN|6LWND|7DMSP|9RCR|aAART
485	14563 23313	   	181.45	DCR|1MDPS|1VULN|1ASPD|1DMG|1CDMG|2ZMB|1DUR	1CDMG|2TLV|3MDPS|4DMG|5VULN|6RCR|7ASPD|8DUR|9aZMB
486	12222 25532	 * 	181.40	DCR|2VULN|1MDPS|2CDMG|1ASPD|1DMG	1aCDMG|2BASARM|3DMG|45VULN|6MDPS|7ASPD|8CGEN|9RCR
487	42352 41111	   	181.38	DCR|3ASPD|1VULN|3DUR|1CDMG	123DUR|2BPWR|469ASPD|5CDMG|7MBVNT|8RCR|aVULN
488	51224 11222	   	181.36	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	1RMIN|2DMG|3SELL|4ASPD|58VULN|6MLV|7ERES|9RCR|aAART
489	51224 41222	   	181.36	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	1RMIN|2DMG|3SELL|4ASPD|58VULN|6AME|7ERES|9RCR|aAART
490	53311 15135	   	181.31	DCR|2VULN|2DMG|1ASPD|1AAC	1RMIN|2AAC|3ASPD|4DMSP|5aDMG|6RCR|7ERES|89VULN
491	12222 25332	   	181.30	DCR|2VULN|1MDPS|2CDMG|1ASPD|1DMG|1AAC	1aCDMG|2BASARM|3DMG|45VULN|6MDPS|7ASPD|8AAC|9RCR
492	42155 33322	   	181.29	DCR|1VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	12DUR|2BPWR|3BEXP|4ZMB|5ERES|6VULN|7DMG|8CDMG|9RCR|aAART
493	22324 22142	 * 	181.27	DCR|3VULN|2CDMG|1ASPD|1AAC	1MLV|2aCDMG|3AAC|4ASPD|579VULN|6BELT|8RCR
494	22364 22142	   	181.27	DCR|3VULN|2CDMG|1DMG|1AAC	1MLV|2aCDMG|3AAC|4DMG|579VULN|6BELT|8RCR
495	12255 34734	   	181.27	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1CDMG|2BASARM|3DMG|4AAC|5MULARM|6MBVNT|7RCR|8ASPD|9AART|aVULN
496	63135 43222	   	181.26	DCR|2VULN|1AART|1DMG|1ASPD|1SELL	18VULN|2TLV|3ASPD|4DMG|5ERES|6SELL|7AME|9RCR|aAART
497	22251 25433	   	181.23	DCR|2VULN|2DMG|1MDPS|2CDMG	1MLV|2aCDMG|3LIT|4MDPS|5LHND|6aDMG|7LWND|8RCR|9aVULN|aBPWR
498	33341 43114	 * 	180.91	DCR|2AART|1VULN|2CDMG|1DMG	1BEXP|2FEWX|3DMG|4aAART|57CDMG|6DUST|8VULN|9RCR
499	61341 43313	   	180.91	DCR|2AART|1VULN|2CDMG|1DMG	1VULN|2FEWX|3DMG|4aAART|57CDMG|6DUST|8LHND|9RCR
