0	Index      	 *	Score 	Summary	Detail	
1	33642 21114	 * 	219.61	DCR|2VULN|2DMG|2ASPD|2CDMG	1BEXP|2aCDMG|35VULN|4LHND|6RCR|7aDMG|8MULFIG|9aASPD|aBPWR
528	21113 31143	   	191.23	DCR|4VULN|2AART|1MSE	1246VULN|3LWND|57AART|8CGEN|9RCR|aMSE
529	21113 31646	   	191.23	DCR|4VULN|2AART	1246VULN|3LWND|57AART|8ERES|9RCR|aBELT
530	21313 31143	   	191.23	DCR|4VULN|2AART|1MSE	1246VULN|3LHND|57AART|8CGEN|9RCR|aMSE
531	21313 31646	   	191.23	DCR|4VULN|2AART	1246VULN|3LHND|57AART|8ERES|9RCR|aBELT
532	53141 32361	 * 	191.19	DCR|2ASPD|1AART|2CDMG|1DMG|2DUR	17DUR|27CDMG|3FEWX|4LWND|5AART|67ASPD|7BPWR|8RCR|9BELT|aDMG
533	53241 32361	   	191.19	DCR|2ASPD|1AART|2CDMG|1DMG|2DUR	17DUR|27CDMG|3BEXP|4LWND|5AART|67ASPD|7BPWR|8RCR|9BELT|aDMG
534	51113 53341	   	191.18	DCR|3VULN|1AART|1ASPD|1DUR	1DUR|248VULN|3RCVC|5AART|6MLV|7BELT|9RCR|aASPD
535	31548 32344	   	191.14	DCR|3VULN|2DMG|1ASPD	1BEXP|256VULN|35DMG|4MBVNT|5BPWR|7ASPD|89DUST|aRCR
536	21113 31643	   	191.13	DCR|4VULN|2AART|1MSE	1246VULN|3LWND|57AART|8ERES|9RCR|aMSE
537	21313 31643	   	191.13	DCR|4VULN|2AART|1MSE	1246VULN|3LHND|57AART|8ERES|9RCR|aMSE
538	21142 43111	   	191.09	DCR|4VULN|1DMG|2DUR	1259VULN|3LWND|4RPLT|6RCR|7aDUR|8DMG
539	21342 43111	   	191.09	DCR|4VULN|1DMG|2DUR	1259VULN|3LHND|4RPLT|6RCR|7aDUR|8DMG
540	51423 32316	   	191.02	DCR|3VULN|1AART|1DMG|2DUR	16DUR|278VULN|3AART|4DMG|5LIT|9RMIN|aRCR
541	51141 22334	   	190.96	DCR|3AART|2VULN|1ZMB|1DUR	1DUR|28VULN|3RCVC|4RPLT|59aAART|6RCR|7ZMB
542	15531 32253	   	190.92	DCR|2VULN|1AART|2CDMG|1ASPD	1BELT|25aCGEN|3RCVC|4ASPD|6aCDMG|7AART|8RCR|9aVULN|aBPWR
543	51423 33316	   	190.78	DCR|2VULN|2DMG|1AART|2DUR	16DUR|28VULN|3AART|47DMG|5LIT|9RMIN|aRCR
544	31433 21365	   	190.65	DCR|2VULN|2AART|1DMG	1BEXP|27VULN|39AART|4CGEN|5LIT|6RCR|8DMG|aSPLREG
545	26231 53111	   	190.61	DCR|3VULN|1AART|2ZMB|2DUR	18aVULN|2aAME|3BASFIG|49ZMB|5AART|6aDUR|7RCR|aBPWR
546	41422 23335	   	190.48	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	1FEWX|29VULN|3AART|4DMG|5AME|6LHND|7ASPD|8RCR|aAAC
547	51113 35122	   	190.31	DCR|4VULN|1AART|2DUR	17DUR|2467VULN|3RCVC|5AART|7BPWR|8CGEN|9FEWX|aRCR
548	51113 35162	   	190.31	DCR|4VULN|1AART|2DUR	17DUR|2467VULN|3RCVC|5AART|7BPWR|8CGEN|9BEXP|aRCR
549	15121 31234	 * 	190.29	DCR|3DMG|1VULN|1ASPD|2ZMB|1SELL	1BELT|27CGEN|3SELL|47ZMB|578DMG|6RCR|7BPWR|9ASPD|aVULN
550	51113 35622	   	190.21	DCR|4VULN|1AART|2DUR	17DUR|2467VULN|3RCVC|5AART|7BPWR|8ERES|9FEWX|aRCR
551	31423 44332	   	190.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|28VULN|3AART|4DMG|5LIT|6CDMG|7RCR|9LWND|aDUR
552	33325 14522	   	190.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1BEXP|2CDMG|3ASPD|4FEWX|59VULN|6DUR|7RCR|8AART|aRPLT
553	33325 14523	   	190.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1BEXP|2CDMG|3ASPD|4aFEWX|59VULN|6DUR|7RCR|8AART
554	33325 14611	   	190.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1BEXP|2CDMG|3ASPD|48FEWX|59VULN|6DUR|7RCR|aAART
555	31411 33364	   	190.12	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1BEXP|2aVULN|3AART|4FEWX|5ERES|6ZMB|7ASPD|8RCR|9CDMG
556	21632 31341	   	190.11	DCR|4VULN|1AART|2DUR	1278VULN|34DUR|5CGEN|6AART|9RCR|aRCVC
557	21633 51341	   	190.11	DCR|4VULN|1AART|2DUR	1278VULN|34DUR|5AART|6MLV|9RCR|aRCVC
558	51113 35312	   	190.11	DCR|4VULN|1AART|2DUR	17DUR|2467VULN|3RCVC|5AART|7BPWR|8DUST|9ERES|aRCR
559	51113 35332	   	190.11	DCR|4VULN|1AART|2DUR	17DUR|2467VULN|3RCVC|5AART|7BPWR|8DUST|9TLV|aRCR
560	51232 31341	   	190.11	DCR|4VULN|1AART|2DUR	14DUR|2378VULN|5CGEN|6AART|9RCR|aRCVC
561	51233 51341	   	190.11	DCR|4VULN|1AART|2DUR	14DUR|2378VULN|5AART|6MLV|9RCR|aRCVC
562	33325 14521	   	190.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1BEXP|2CDMG|3ASPD|4FEWX|59VULN|6DUR|7RCR|8AART|aDUST
563	11465 32331	   	190.01	DCR|3VULN|1ASPD|1DMG|2ZMB	1BELT|29ZMB|379VULN|4ASPD|5DMG|6RCVC|89AELBLL|9BPWR|aRCR
564	21633 11341	   	190.01	DCR|4VULN|1AART|2DUR	1278VULN|34DUR|5AART|6TLV|9RCR|aRCVC
565	51233 11341	   	190.01	DCR|4VULN|1AART|2DUR	14DUR|2378VULN|5AART|6TLV|9RCR|aRCVC
566	21143 22634	   	189.96	DCR|3VULN|1AART|1CDMG|1DUR	128VULN|3LWND|4RPLT|5LIT|6RCR|7CDMG|9DUR|aAART
567	21543 11226	   	189.96	DCR|3VULN|1AART|1CDMG|1DUR	123VULN|4CGEN|5MLV|6RCR|7LHND|8CDMG|9AART|aDUR
568	21641 21311	   	189.96	DCR|3VULN|1AART|1CDMG|1DUR	12aVULN|3DUR|47RPLT|5AART|6RCR|8CDMG|9LWND
569	33642 23214	   	189.96	DCR|3VULN|1AART|1CDMG|1DUR	1BEXP|2CDMG|359VULN|4LHND|6RCR|7DUR|8AME|aAART
570	51241 21311	   	189.96	DCR|3VULN|1AART|1CDMG|1DUR	1DUR|23aVULN|47RPLT|5AART|6RCR|8CDMG|9LWND
571	26333 33346	   	189.90	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1VULN|2AME|3LWND|4AART|5BEXP|6DMG|7ASPD|8RCR|9ZMB|aCDMG
572	31422 23346	   	189.90	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1BEXP|2VULN|3AART|4DMG|5AME|6LHND|7ASPD|8RCR|9ZMB|aCDMG
573	33641 34322	   	189.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1BEXP|2CDMG|3VULN|4LHND|5DUR|6DMG|7RCR|8LWND|9ASPD|aAART
574	21524 22214	   	189.86	DCR|3VULN|1AART|1CDMG|1DUR	123VULN|4CDMG|5LWND|6RCR|7FEWX|8DUR|9ERES|aAART
575	21641 21331	   	189.86	DCR|3VULN|1AART|1CDMG|1DUR	12aVULN|3DUR|47RPLT|5AART|6RCR|8CDMG|9DUST
576	51241 21331	   	189.86	DCR|3VULN|1AART|1CDMG|1DUR	1DUR|23aVULN|47RPLT|5AART|6RCR|8CDMG|9DUST
577	41352 13333	   	189.83	DCR|2VULN|2DMG|2ASPD	1FEWX|2aVULN|3ERES|4MULFIG|5RPLT|6aASPD|7CGEN|8aDMG|9RCR|aBPWR
578	21342 62631	   	189.80	DCR|3VULN|1AART|1DMG|1ZMB	125VULN|3LHND|4RPLT|6AART|7ZMB|8LIT|9RCR|aDMG
579	21521 14322	 * 	189.79	5VULN|2DMG|2ASPD|1CDMG|1DUR	12369VULN|4CDMG|59ASPD|79DMG|8RPLT|9BPWR|aDUR
580	26335 43331	   	189.78	DCR|3VULN|1AART|1ASPD|1DUR	19aVULN|2AME|3LWND|4AART|5MLV|6DUR|7ASPD|8RCR
581	51422 61331	   	189.78	DCR|3VULN|1AART|1DMG|1DUR	1DUR|29aVULN|3AART|4DMG|5AME|6RMIN|7LHND|8RCR
582	51426 11323	   	189.78	DCR|3VULN|1AART|1DMG|1DUR	1DUR|25aVULN|3AART|4DMG|6FEWX|7LHND|8RCR|9BEXP
583	51511 51331	   	189.78	DCR|3VULN|1AART|1DMG|1DUR	1DUR|29aVULN|3DMG|4MLV|5AME|6AART|7LHND|8RCR
584	33641 34122	   	189.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1BEXP|2CDMG|3VULN|4LHND|5DUR|6DMG|7RCR|8LEGI|9ASPD|aAART
585	25613 31111	 * 	189.76	DCR|2VULN|2ASPD|1AART|1CDMG|1AAC|1SELL	17VULN|2AAC|3CDMG|4SELL|5AART|68ASPD|9AME|aRCR
586	21512 12354	   	189.76	DCR|3VULN|1NUKE|1ASPD|1DUR	123VULN|4ASPD|5ERES|6RCR|7CANSTR|8TLV|9DUR|aNUKE
587	51141 22361	   	189.68	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|28VULN|3RCVC|4RPLT|5AART|6RCR|7ZMB|9BELT|aDMG
588	51421 61323	   	189.68	DCR|3VULN|1AART|1DMG|1DUR	1DUR|26aVULN|3AART|4DMG|5DUST|7LHND|8RCR|9BEXP
589	51426 11332	   	189.68	DCR|3VULN|1AART|1DMG|1DUR	1DUR|259VULN|3AART|4DMG|6FEWX|7LHND|8RCR|aTLV
590	51426 11333	   	189.68	DCR|3VULN|1AART|1DMG|1DUR	1DUR|259VULN|3AART|4DMG|6FEWX|7LHND|8RCR|aDUST
591	51462 23331	   	189.68	DCR|3VULN|1AART|1ASPD|1DUR	1DUR|29aVULN|3AART|4ERES|5AME|6LHND|7ASPD|8RCR
592	52232 54331	   	189.68	DCR|3VULN|1AART|1ASPD|1DUR	1DUR|2ERES|3MLV|4ASPD|5LHND|6AART|79aVULN|8RCR
593	52236 51331	   	189.68	DCR|3VULN|1AART|1ASPD|1DUR	1DUR|2ERES|3MLV|4ASPD|59aVULN|6AART|7LHND|8RCR
594	21143 22663	   	189.66	DCR|4VULN|2CDMG|1DUR	1289VULN|3LWND|4RPLT|59LIT|6RCR|79CDMG|9BPWR|aDUR
595	31456 33111	 * 	189.61	DCR|3VULN|3ZMB|1AART	1aBEXP|28aVULN|3AART|4SPLJET|5CGEN|69aZMB|7RCR|aBPWR
