0	Index      	 *	Score 	Summary	Detail	
1	31231 21263	 * 	213.47	DCR|4VULN|1AART|1ASPD|1CDMG	1RPLT|24DUST|347aVULN|4BPWR|5ASPD|6CDMG|8RCR|9AART
468	12341 61532	   	184.99	DCR|1VULN|1ASPD|1DMG|1CDMG|2DUR|1ZMB	1ZMB|25DUR|3RCVC|4DMG|6VULN|7RCR|8CGEN|9ASPD|aCDMG
469	12361 61532	   	184.99	DCR|1VULN|1ASPD|1DMG|1CDMG|2DUR|1ZMB	1ZMB|25DUR|3RCVC|4ASPD|6VULN|7RCR|8CGEN|9DMG|aCDMG
470	22164 15131	   	184.93	DCR|2VULN|1MDPS|2DMG|2CDMG|1AAC	1aVULN|2ERES|3MDPS|4aCDMG|5TLV|6RCR|7FEWX|8AAC|9aDMG|aBPWR
471	22164 16131	   	184.93	DCR|2VULN|1MDPS|2DMG|2CDMG|1AAC	1aVULN|2ERES|3MDPS|4aCDMG|5TLV|6RCR|7BEXP|8AAC|9aDMG|aBPWR
472	42311 23613	   	184.91	DCR|2VULN|1AART|1ASPD|1DMG	18BEXP|2ERES|3RCVC|4AART|5DMG|6aVULN|7ASPD|9RCR
473	16311 23311	   	184.84	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1ZMB|28RCVC|3DUR|4AART|5DMG|6VULN|7ASPD|9RCR|aRMIN
474	16311 21312	   	184.84	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1ZMB|28RCVC|3DUR|4AART|5DMG|6VULN|7MLV|9RCR|aASPD
475	16312 23316	   	184.84	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1ZMB|28RCVC|3DUR|4AART|5VULN|6AME|7ASPD|9RCR|aDMG
476	16312 26312	   	184.84	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1ZMB|28RCVC|3DUR|4AART|5VULN|6AME|7DMG|9RCR|aASPD
477	22164 12131	   	184.83	DCR|2VULN|1MDPS|2DMG|2CDMG|1AAC	1aVULN|2ERES|3MDPS|4aCDMG|5TLV|6RCR|7DUST|8AAC|9aDMG|aBPWR
478	23343 21256	   	184.82	DCR|2VULN|2DMG|2ZMB|1DUR	19VULN|29ZMB|3RCVC|49DMG|568BEXP|7RCR|9BPWR|aDUR
479	16311 23422	   	184.81	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB|1DUR	18ZMB|2RCVC|3DUR|4AART|5DMG|6VULN|7ASPD|9ERES|aRCR
480	42311 23513	   	184.81	DCR|2VULN|1AART|1ASPD|1DMG	1BEXP|28ERES|3RCVC|4AART|5DMG|6aVULN|7ASPD|9RCR
481	62311 23513	   	184.81	DCR|2VULN|1AART|1ASPD|1DMG	1FEWX|28ERES|3RCVC|4AART|5DMG|6aVULN|7ASPD|9RCR
482	25631 53311	   	184.77	DCR|2VULN|1AART|1ASPD|2ZMB|1DUR	14VULN|2aRMIN|34ZMB|4BPWR|5DUR|6AART|7ASPD|8RCVC|9RCR
483	32344 33236	 * 	184.75	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1RPLT|2CDMG|36RCVC|4DMG|5DUST|7VULN|8RCR|9ASPD|aAART
484	16311 23315	   	184.74	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1ZMB|28RCVC|3DUR|4AART|5DMG|6VULN|7ASPD|9RCR|aDUST
485	16312 43316	   	184.74	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1ZMB|28RCVC|3DUR|4AART|5VULN|6TLV|7ASPD|9RCR|aDMG
486	16312 46312	   	184.74	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1ZMB|28RCVC|3DUR|4AART|5VULN|6TLV|7DMG|9RCR|aASPD
487	16314 23316	   	184.74	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1ZMB|28RCVC|3DUR|4AART|5ERES|6VULN|7ASPD|9RCR|aDMG
488	16314 26312	   	184.74	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1ZMB|28RCVC|3DUR|4AART|5ERES|6VULN|7DMG|9RCR|aASPD
489	12311 21314	   	184.73	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2DUR|38RCVC|4AART|5DMG|6aVULN|7MLV|9RCR
490	12312 23313	   	184.73	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1ZMB|2DUR|38RCVC|4AART|5aVULN|6AME|7ASPD|9RCR
491	12312 26314	   	184.73	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2DUR|38RCVC|4AART|5aVULN|6AME|7DMG|9RCR
492	23312 53312	   	184.73	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1aVULN|2ZMB|38RCVC|4DUR|5RMIN|6AART|7ASPD|9RCR
493	23312 56312	   	184.73	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1aVULN|2ZMB|38RCVC|4DUR|5RMIN|6AART|7DMG|9RCR
494	23341 51314	   	184.73	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1aVULN|2ZMB|38RCVC|4DMG|5DUR|6AART|7MLV|9RCR
495	23361 51313	   	184.73	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1aVULN|2ZMB|38RCVC|4ASPD|5DUR|6AART|7MLV|9RCR
496	25331 53312	   	184.73	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1aVULN|2RMIN|38RCVC|4ZMB|5DUR|6AART|7ASPD|9RCR
497	25331 56312	   	184.73	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1aVULN|2RMIN|38RCVC|4ZMB|5DUR|6AART|7DMG|9RCR
498	12611 21314	   	184.67	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	13ZMB|2DUR|4AART|5DMG|6aVULN|7MLV|8RCVC|9RCR
499	12612 23313	   	184.67	DCR|2VULN|1AART|1ASPD|2ZMB|1DUR	13ZMB|2DUR|4AART|5aVULN|6AME|7ASPD|8RCVC|9RCR
500	12612 26314	   	184.67	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	13ZMB|2DUR|4AART|5aVULN|6AME|7DMG|8RCVC|9RCR
501	23612 53312	   	184.67	DCR|2VULN|1AART|1ASPD|2ZMB|1DUR	1aVULN|23ZMB|4DUR|5RMIN|6AART|7ASPD|8RCVC|9RCR
502	23612 56312	   	184.67	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	1aVULN|23ZMB|4DUR|5RMIN|6AART|7DMG|8RCVC|9RCR
503	23661 51313	   	184.67	DCR|2VULN|1AART|1ASPD|2ZMB|1DUR	1aVULN|23ZMB|4ASPD|5DUR|6AART|7MLV|8RCVC|9RCR
504	25631 53313	   	184.67	DCR|2VULN|1AART|1ASPD|2ZMB|1DUR	14VULN|2RMIN|34ZMB|4BPWR|5DUR|6AART|7ASPD|8RCVC|9RCR|aDUST
505	12312 43313	   	184.63	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1ZMB|2DUR|38RCVC|4AART|5aVULN|6TLV|7ASPD|9RCR
506	12312 46314	   	184.63	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2DUR|38RCVC|4AART|5aVULN|6TLV|7DMG|9RCR
507	12314 23313	   	184.63	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1ZMB|2DUR|38RCVC|4AART|5ERES|6aVULN|7ASPD|9RCR
508	12314 26314	   	184.63	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2DUR|38RCVC|4AART|5ERES|6aVULN|7DMG|9RCR
509	23313 53313	   	184.63	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1aVULN|2ZMB|38RCVC|4DUR|5TLV|6AART|7ASPD|9RCR
510	23313 56314	   	184.63	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1aVULN|2ZMB|38RCVC|4DUR|5TLV|6AART|7DMG|9RCR
511	23315 53313	   	184.63	DCR|2VULN|1AART|1ASPD|1AAC|1ZMB|1DUR	1aVULN|2ZMB|38RCVC|4DUR|5AAC|6AART|7ASPD|9RCR
512	42311 34513	   	184.61	DCR|2AART|1VULN|1ASPD|1DMG	1BEXP|2ERES|3RCVC|46AART|5DMG|7RCR|8FEWX|9ASPD|aVULN
513	42311 34613	   	184.61	DCR|2AART|1VULN|1ASPD|1DMG	1BEXP|2ERES|3RCVC|46AART|5DMG|7RCR|8LHND|9ASPD|aVULN
514	62311 34613	   	184.61	DCR|2AART|1VULN|1ASPD|1DMG	1FEWX|2ERES|3RCVC|46AART|5DMG|7RCR|8LHND|9ASPD|aVULN
515	12612 43313	   	184.57	DCR|2VULN|1AART|1ASPD|2ZMB|1DUR	13ZMB|2DUR|4AART|5aVULN|6TLV|7ASPD|8RCVC|9RCR
516	12614 23313	   	184.57	DCR|2VULN|1AART|1ASPD|2ZMB|1DUR	13ZMB|2DUR|4AART|5ERES|6aVULN|7ASPD|8RCVC|9RCR
517	23613 53313	   	184.57	DCR|2VULN|1AART|1ASPD|2ZMB|1DUR	1aVULN|23ZMB|4DUR|5TLV|6AART|7ASPD|8RCVC|9RCR
518	23615 53313	   	184.57	DCR|2VULN|1AART|1ASPD|2ZMB|1AAC|1DUR	1aVULN|23ZMB|4DUR|5AAC|6AART|7ASPD|8RCVC|9RCR
519	23332 65335	   	184.50	DCR|2VULN|1AART|1ASPD|2ZMB	1aVULN|24ZMB|3RCVC|5LIT|6RCR|7LWND|8ASPD|9AART
520	16311 21416	   	184.44	DCR|2DMG|1VULN|1AART|2ZMB|1DUR	18ZMB|2RCVC|3DUR|4AART|5aDMG|6VULN|7MLV|9RCR
521	11361 56313	   	184.41	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1ZMB|2FEWX|38RCVC|4ASPD|5DUR|6AART|7DMG|9RCR|aVULN
522	12311 23311	   	184.41	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1ZMB|2DUR|38RCVC|4AART|5DMG|6VULN|7ASPD|9RCR|aRMIN
523	12363 56313	   	184.41	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1ZMB|2DUR|38RCVC|4ASPD|5FEWX|6AART|7DMG|9RCR|aVULN
524	23341 53311	   	184.41	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1VULN|2ZMB|38RCVC|4DMG|5DUR|6AART|7ASPD|9RCR|aRMIN
525	23361 56311	   	184.41	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1VULN|2ZMB|38RCVC|4ASPD|5DUR|6AART|7DMG|9RCR|aRMIN
526	12311 21312	   	184.41	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1ZMB|2DUR|38RCVC|4AART|5DMG|6VULN|7MLV|9RCR|aASPD
527	12312 23316	   	184.41	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1ZMB|2DUR|38RCVC|4AART|5VULN|6AME|7ASPD|9RCR|aDMG
528	12312 26312	   	184.41	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1ZMB|2DUR|38RCVC|4AART|5VULN|6AME|7DMG|9RCR|aASPD
529	23312 53316	   	184.41	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1VULN|2ZMB|38RCVC|4DUR|5RMIN|6AART|7ASPD|9RCR|aDMG
530	23314 56312	   	184.41	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1VULN|2ZMB|38RCVC|4DUR|5MLV|6AART|7DMG|9RCR|aASPD
531	23341 51312	   	184.41	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1VULN|2ZMB|38RCVC|4DMG|5DUR|6AART|7MLV|9RCR|aASPD
532	23361 51316	   	184.41	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1VULN|2ZMB|38RCVC|4ASPD|5DUR|6AART|7MLV|9RCR|aDMG
533	25331 53316	   	184.41	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1VULN|2RMIN|38RCVC|4ZMB|5DUR|6AART|7ASPD|9RCR|aDMG
534	31231 33664	   	184.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1RPLT|24DUST|34VULN|4BPWR|5ASPD|6DMG|7ZMB|8FEWX|9RCR|aCDMG
535	12311 23422	   	184.39	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB|1DUR	18ZMB|2DUR|3RCVC|4AART|5DMG|6VULN|7ASPD|9ERES|aRCR
536	23341 53422	   	184.39	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB|1DUR	1VULN|28ZMB|3RCVC|4DMG|5DUR|6AART|7ASPD|9ERES|aRCR
537	21216 52252	   	184.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	13VULN|2DUST|4DMG|5LIT|6DUR|7FEWX|8RCR|9ASPD|aCDMG
538	11631 56313	   	184.36	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB|1DUR	14ZMB|2FEWX|3ASPD|5DUR|6AART|7DMG|8RCVC|9RCR|aVULN
539	12611 23311	   	184.36	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB|1DUR	13ZMB|2DUR|4AART|5DMG|6VULN|7ASPD|8RCVC|9RCR|aRMIN
540	23641 53311	   	184.36	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB|1DUR	1VULN|23ZMB|4DMG|5DUR|6AART|7ASPD|8RCVC|9RCR|aRMIN
541	12611 21312	   	184.36	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB|1DUR	13ZMB|2DUR|4AART|5DMG|6VULN|7MLV|8RCVC|9RCR|aASPD
542	12612 23316	   	184.36	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB|1DUR	13ZMB|2DUR|4AART|5VULN|6AME|7ASPD|8RCVC|9RCR|aDMG
543	12612 26312	   	184.36	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB|1DUR	13ZMB|2DUR|4AART|5VULN|6AME|7DMG|8RCVC|9RCR|aASPD
544	23612 53316	   	184.36	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB|1DUR	1VULN|23ZMB|4DUR|5RMIN|6AART|7ASPD|8RCVC|9RCR|aDMG
545	23641 51312	   	184.36	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB|1DUR	1VULN|23ZMB|4DMG|5DUR|6AART|7MLV|8RCVC|9RCR|aASPD
546	12341 34335	   	184.32	DCR|2DMG|1VULN|1ASPD|2DUR|1ZMB	1ZMB|25DUR|3RCVC|46DMG|7LHND|8RCR|9VULN|aASPD
547	12341 35335	   	184.32	DCR|2DMG|1VULN|1ASPD|2DUR|1ZMB	1ZMB|25DUR|3RCVC|46DMG|7BEXP|8RCR|9VULN|aASPD
548	12311 23315	   	184.31	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1ZMB|2DUR|38RCVC|4AART|5DMG|6VULN|7ASPD|9RCR|aDUST
549	12312 43316	   	184.31	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1ZMB|2DUR|38RCVC|4AART|5VULN|6TLV|7ASPD|9RCR|aDMG
550	12312 46312	   	184.31	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1ZMB|2DUR|38RCVC|4AART|5VULN|6TLV|7DMG|9RCR|aASPD
551	12314 23316	   	184.31	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1ZMB|2DUR|38RCVC|4AART|5ERES|6VULN|7ASPD|9RCR|aDMG
552	12314 26312	   	184.31	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1ZMB|2DUR|38RCVC|4AART|5ERES|6VULN|7DMG|9RCR|aASPD
553	12362 56313	   	184.31	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1ZMB|2DUR|38RCVC|4ASPD|5DUST|6AART|7DMG|9RCR|aVULN
554	23313 53316	   	184.31	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1VULN|2ZMB|38RCVC|4DUR|5TLV|6AART|7ASPD|9RCR|aDMG
555	23313 56312	   	184.31	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1VULN|2ZMB|38RCVC|4DUR|5TLV|6AART|7DMG|9RCR|aASPD
556	23315 53316	   	184.31	DCR|1VULN|1AART|1ASPD|1DMG|1AAC|1ZMB|1DUR	1VULN|2ZMB|38RCVC|4DUR|5AAC|6AART|7ASPD|9RCR|aDMG
557	23315 56312	   	184.31	DCR|1VULN|1AART|1ASPD|1DMG|1AAC|1ZMB|1DUR	1VULN|2ZMB|38RCVC|4DUR|5AAC|6AART|7DMG|9RCR|aASPD
558	23341 53315	   	184.31	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1VULN|2ZMB|38RCVC|4DMG|5DUR|6AART|7ASPD|9RCR|aDUST
559	21213 24523	   	184.28	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	13VULN|2DUST|4DMG|5TLV|6BEXP|7DUR|8RCR|9ASPD|aCDMG
560	12611 23315	   	184.26	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB|1DUR	13ZMB|2DUR|4AART|5DMG|6VULN|7ASPD|8RCVC|9RCR|aDUST
561	12612 43316	   	184.26	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB|1DUR	13ZMB|2DUR|4AART|5VULN|6TLV|7ASPD|8RCVC|9RCR|aDMG
562	12612 46312	   	184.26	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB|1DUR	13ZMB|2DUR|4AART|5VULN|6TLV|7DMG|8RCVC|9RCR|aASPD
563	12614 23316	   	184.26	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB|1DUR	13ZMB|2DUR|4AART|5ERES|6VULN|7ASPD|8RCVC|9RCR|aDMG
564	12614 26312	   	184.26	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB|1DUR	13ZMB|2DUR|4AART|5ERES|6VULN|7DMG|8RCVC|9RCR|aASPD
565	23613 53316	   	184.26	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB|1DUR	1VULN|23ZMB|4DUR|5TLV|6AART|7ASPD|8RCVC|9RCR|aDMG
566	23613 56312	   	184.26	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB|1DUR	1VULN|23ZMB|4DUR|5TLV|6AART|7DMG|8RCVC|9RCR|aASPD
567	31242 21254	   	184.18	DCR|3VULN|1DMG|1CDMG|1ZMB	1RPLT|2DUST|379VULN|4ZMB|5DMSP|6CDMG|8RCR|aDMG
568	31242 21256	   	184.18	DCR|3VULN|1ASPD|1CDMG|1ZMB	1RPLT|2DUST|379VULN|4ZMB|5DMSP|6CDMG|8RCR|aASPD
569	31231 21243	   	184.08	DCR|3VULN|1ASPD|1CDMG|1ZMB	1RPLT|24DUST|347VULN|4BPWR|5ASPD|6CDMG|8RCR|9ERES|aZMB
570	16311 22112	   	184.02	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2RCVC|3DUR|4AART|5DMG|6aVULN|7DMSP|8RMIN|9RCR
571	16311 31112	   	184.02	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2RCVC|3DUR|4AART|5DMG|6DMSP|7aVULN|8RMIN|9RCR
572	12311 21416	   	184.01	DCR|2DMG|1VULN|1AART|2ZMB|1DUR	18ZMB|2DUR|3RCVC|4AART|5aDMG|6VULN|7MLV|9RCR
573	12312 26416	   	184.01	DCR|2DMG|1VULN|1AART|2ZMB|1DUR	18ZMB|2DUR|3RCVC|4AART|5VULN|6AME|7aDMG|9RCR
574	32115 13536	 * 	183.99	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1RPLT|2CDMG|3RMIN|4DMG|5RCR|68VULN|7ZMB|9ASPD|aAART
575	21222 35523	   	183.98	DCR|3VULN|1MDPS|1ASPD|1CDMG|1ZMB	137VULN|2DUST|4ERES|5MDPS|6ZMB|8RCR|9ASPD|aCDMG
576	16311 22414	   	183.92	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2RCVC|3DUR|4AART|5DMG|6aVULN|7DMSP|8ERES|9RCR
577	16311 31414	   	183.92	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2RCVC|3DUR|4AART|5DMG|6DMSP|7aVULN|8ERES|9RCR
578	11312 23642	   	183.89	DCR|1SPLARM|2VULN|1AART|1CDMG|1ZMB	1ZMB|2FEWX|3RCVC|4AART|56VULN|7SPLARM|8CDMG|9TSLARM|aRCR
579	63312 23642	   	183.89	DCR|1SPLARM|2VULN|1AART|1CDMG|1ZMB	1FEWX|2ZMB|3RCVC|4AART|56VULN|7SPLARM|8CDMG|9TSLARM|aRCR
580	16232 62362	   	183.87	DCR|2VULN|2ASPD|2ZMB|1DUR	1aZMB|2RCVC|3LHND|4aASPD|5LIT|6RCR|7DUR|8aVULN|9RPLT|aBPWR
581	21112 53412	   	183.77	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB	1VULN|2DUST|3AELBLL|4DMG|5RMIN|6AART|79ASPD|8ZMB|aRCR
582	31231 22255	   	183.75	DCR|3VULN|1ASPD|1CDMG|1DUR	1RPLT|24DUST|349VULN|4BPWR|5ASPD|6CDMG|7RCVC|8RCR|aDUR
583	32311 26233	   	183.73	DCR|2DMG|1VULN|1AART|2CDMG	1RPLT|28CDMG|3RCVC|4AART|57DMG|6VULN|9ERES|aRCR
584	16241 53113	   	183.70	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB|1DUR	1ZMB|2RCVC|38LHND|4DMG|5DUR|6AART|7ASPD|9RCR|aVULN
585	16311 13213	   	183.70	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1ZMB|2RCVC|3DUR|4AART|5DMG|68LWND|7ASPD|9RCR|aVULN
586	31235 33436	   	183.69	DCR|2VULN|1AART|1ASPD|1CDMG	1RPLT|245DUST|34VULN|4BPWR|6RCR|7FEWX|8CDMG|9ASPD|aAART
587	21113 53412	   	183.67	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB	1VULN|2DUST|3AELBLL|4DMG|5TLV|6AART|79ASPD|8ZMB|aRCR
588	21115 53412	   	183.67	DCR|2ASPD|1VULN|1AART|1DMG|1AAC|1ZMB	1VULN|2DUST|3AELBLL|4DMG|5AAC|6AART|79ASPD|8ZMB|aRCR
589	21412 53412	   	183.67	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB	1VULN|23DUST|4DMG|5RMIN|6AART|79ASPD|8ZMB|aRCR
590	22353 24224	   	183.61	DCR|2VULN|2AART|1ASPD	18VULN|2ERES|34BELT|5LWND|6RCR|7ASPD|9aAART
591	16311 22412	   	183.60	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1ZMB|2RCVC|3DUR|4AART|5DMG|6VULN|7DMSP|8ERES|9RCR|aASPD
592	16311 31412	   	183.60	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1ZMB|2RCVC|3DUR|4AART|5DMG|6DMSP|7VULN|8ERES|9RCR|aASPD
593	12311 22112	   	183.59	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2DUR|3RCVC|4AART|5DMG|6aVULN|7DMSP|8RMIN|9RCR
594	12311 31112	   	183.59	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2DUR|3RCVC|4AART|5DMG|6DMSP|7aVULN|8RMIN|9RCR
595	23341 52112	   	183.59	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1aVULN|2ZMB|3RCVC|4DMG|5DUR|6AART|7DMSP|8RMIN|9RCR
596	23361 52112	   	183.59	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1aVULN|2ZMB|3RCVC|4ASPD|5DUR|6AART|7DMSP|8RMIN|9RCR
597	21413 53412	   	183.57	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB	1VULN|23DUST|4DMG|5TLV|6AART|79ASPD|8ZMB|aRCR
598	21235 21364	   	183.56	DCR|4VULN|2CDMG|1DUR	134aVULN|24DUST|4aBPWR|5aAME|6DUR|7CGEN|8aCDMG|9RCR
599	21235 23364	   	183.56	DCR|4VULN|2CDMG|1DUR	134aVULN|24DUST|4aBPWR|5aAME|6DUR|7MLV|8aCDMG|9RCR
600	21251 16326	   	183.54	DCR|2VULN|1AART|1ASPD|1CDMG|1SELL	13VULN|2DUST|4LWND|5LHND|6RCR|7SELL|8ASPD|9CDMG|aAART
601	23631 11461	 * 	183.51	DCR|3ZMB|1AART|1VULN|1DMG|1CDMG	1VULN|234ZMB|5AART|6LHND|7CDMG|8RMIN|9RCR|aDMG
602	12611 22112	   	183.50	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	13ZMB|2DUR|4AART|5DMG|6aVULN|7DMSP|8RMIN|9RCR
603	12611 31112	   	183.50	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	13ZMB|2DUR|4AART|5DMG|6DMSP|7aVULN|8RMIN|9RCR
604	23641 52112	   	183.50	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	1aVULN|23ZMB|4DMG|5DUR|6AART|7DMSP|8RMIN|9RCR
605	23661 52112	   	183.50	DCR|2VULN|1AART|1ASPD|2ZMB|1DUR	1aVULN|23ZMB|4ASPD|5DUR|6AART|7DMSP|8RMIN|9RCR
606	12311 22414	   	183.49	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2DUR|3RCVC|4AART|5DMG|6aVULN|7DMSP|8ERES|9RCR
607	12311 31414	   	183.49	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2DUR|3RCVC|4AART|5DMG|6DMSP|7aVULN|8ERES|9RCR
608	23361 52413	   	183.49	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1aVULN|2ZMB|3RCVC|4ASPD|5DUR|6AART|7DMSP|8ERES|9RCR
609	21216 52214	   	183.49	DCR|3VULN|2DMG|1DUR	13aVULN|2DUST|49DMG|5LIT|6DUR|7FEWX|8RCR
610	21216 53214	   	183.49	DCR|3VULN|2DMG|1DUR	13aVULN|2DUST|49DMG|5LIT|6DUR|7BEXP|8RCR
