0	Index      	 *	Score 	Summary	Detail	
1	36233 21621	 * 	213.65	ACR|4VULN|2DMG|1AART|2CDMG	168aVULN|25DMG|3RCR|45CDMG|5BPWR|7LHND|9AART
536	36213 23523	   	185.64	ACR|4VULN|3DMG	157aVULN|29aDMG|3RCR|48aLIT|6RMIN|aBPWR
537	36222 42121	   	185.64	ACR|4VULN|3DMG	148aVULN|258DMG|3RCR|6RMIN|78LIT|8BPWR|9FEWX
538	36223 42122	   	185.64	ACR|4VULN|3DMG	1458VULN|289DMG|3RCR|6RMIN|78LIT|8BPWR|aFEWX
539	36223 42523	   	185.64	ACR|4VULN|3DMG	145aVULN|29aDMG|3RCR|6RMIN|78aLIT|aBPWR
540	36225 42131	   	185.64	ACR|4VULN|3DMG	1458VULN|258DMG|3RCR|58BPWR|6RMIN|78LIT|9TLV|aRPLT
541	36225 42133	   	185.64	ACR|4VULN|3DMG	1458VULN|258DMG|3RCR|58BPWR|6RMIN|78LIT|9TLV|aLWND
542	36223 13442	   	185.63	ACR|3VULN|2DMG|1AART	145VULN|27DMG|3RCR|6ERES|8DUR|9DUST|aAART
543	36532 32353	   	185.57	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	14VULN|2aDMG|3LIT|5ZMB|6LEGI|7RCR|8CDMG|9AART
544	36225 26121	   	185.55	ACR|4VULN|3DMG|1AART|1SELL|2MSE	1458VULN|258DMG|3RCR|58BPWR|6SELL|78MSE|9AART|aERES
545	36225 26122	   	185.55	ACR|4VULN|3DMG|1AART|1SELL|2MSE	1458VULN|258DMG|3RCR|58BPWR|6SELL|78MSE|9AART|aDUST
546	36232 42511	   	185.55	ACR|2VULN|1AART|1DMG|2CDMG|1ZMB	18VULN|2DMG|3RCR|48CDMG|568LHND|7AART|8BPWR|9ASPD|aZMB
547	33213 63121	   	185.54	ACR|4VULN|3DMG	1578VULN|2RMIN|3RCR|48LIT|689DMG|8BPWR|aTLV
548	33213 63124	   	185.54	ACR|4VULN|3DMG	1578VULN|2RMIN|3RCR|48LIT|689DMG|8BPWR|aDUST
549	33213 63164	   	185.54	ACR|4VULN|3DMG	1578VULN|2RMIN|3RCR|48LIT|68aDMG|8BPWR|9ERES
550	36213 23121	   	185.54	ACR|4VULN|3DMG	1578VULN|289DMG|3RCR|48LIT|6RMIN|8BPWR|aTLV
551	36213 23124	   	185.54	ACR|4VULN|3DMG	1578VULN|289DMG|3RCR|48LIT|6RMIN|8BPWR|aDUST
552	36213 23164	   	185.54	ACR|4VULN|3DMG	1578VULN|28aDMG|3RCR|48LIT|6RMIN|8BPWR|9ERES
553	36223 42121	   	185.54	ACR|4VULN|3DMG	1458VULN|289DMG|3RCR|6RMIN|78LIT|8BPWR|aTLV
554	36223 42124	   	185.54	ACR|4VULN|3DMG	1458VULN|289DMG|3RCR|6RMIN|78LIT|8BPWR|aDUST
555	36224 12131	   	185.54	ACR|4VULN|3DMG	1468VULN|289DMG|3RCR|5RPLT|7DMSP|8BPWR|aLIT
556	36224 12133	   	185.54	ACR|4VULN|3DMG	1468VULN|289DMG|3RCR|5RPLT|7DMSP|8BPWR|aLHND
557	36224 12134	   	185.54	ACR|4VULN|3DMG	1468VULN|289DMG|3RCR|5RPLT|7DMSP|8BPWR|aFEWX
558	36224 12135	   	185.54	ACR|4VULN|3DMG	1468VULN|289DMG|3RCR|5RPLT|7DMSP|8BPWR|aMLV
559	36224 12136	   	185.54	ACR|4VULN|3DMG	1468VULN|289DMG|3RCR|5RPLT|7DMSP|8BPWR|aCGEN
560	36225 13123	   	185.54	ACR|4VULN|3DMG	1459VULN|257DMG|3RCR|59BPWR|69ERES|89BEXP|aLIT
561	36225 13126	   	185.54	ACR|4VULN|3DMG	1459VULN|257DMG|3RCR|59BPWR|69ERES|89BEXP|aMLV
562	36225 32131	   	185.54	ACR|4VULN|3DMG	145aVULN|25aDMG|3RCR|5aBPWR|6BELT|7BEXP|8CGEN|9aERES
563	36225 32431	   	185.54	ACR|4VULN|3DMG	145aVULN|25aDMG|3RCR|5aBPWR|6BELT|7BEXP|8MLV|9aERES
564	36225 35131	   	185.54	ACR|4VULN|3DMG	145aVULN|25aDMG|3RCR|5aBPWR|6BELT|7LWND|8CGEN|9aERES
565	36225 36131	   	185.54	ACR|4VULN|3DMG	145aVULN|25aDMG|3RCR|5aBPWR|6BELT|7LHND|8CGEN|9aERES
566	36225 41111	   	185.54	ACR|4VULN|3DMG	1459VULN|25aDMG|3RCR|5BPWR|6RMIN|7CGEN|8MLV
567	36225 43111	   	185.54	ACR|4VULN|3DMG	145aVULN|257DMG|3RCR|5BPWR|6RMIN|89BEXP
568	36225 43133	   	185.54	ACR|4VULN|3DMG	145aVULN|257DMG|3RCR|5BPWR|6RMIN|8BEXP|9LHND
569	36225 43213	   	185.54	ACR|4VULN|3DMG	145aVULN|257DMG|3RCR|5BPWR|6RMIN|8LHND|9BEXP
570	36225 43313	   	185.54	ACR|4VULN|3DMG	1458VULN|257DMG|3RCR|5BPWR|6RMIN|9MLV|aBELT
571	55134 23133	   	185.53	DCR|2VULN|1AART|2CDMG|1DMG|1ZMB	1LWND|2AART|3ZMB|48CDMG|5DMG|69VULN|7RCR|aDUR
572	36222 16213	   	185.52	ACR|2VULN|2DMG|1AART|1CDMG	14VULN|25DMG|3RCR|6ERES|7AART|8DMSP|9DUR|aCDMG
573	36222 16632	   	185.52	ACR|2VULN|2DMG|1AART|1CDMG	14VULN|25DMG|3RCR|6ERES|7AART|8CDMG|9DUR|aFEWX
574	36551 32212	   	185.52	DCR|3VULN|2DMG|1AART|1CDMG	178VULN|27DMG|3LIT|4LHND|5AART|67ERES|7BPWR|9CDMG|aRCR
575	36225 21112	   	185.49	ACR|4VULN|3DMG|1SELL	1458VULN|258DMG|3RCR|58BPWR|6SELL|78LHND|9RMIN|aLWND
576	36225 21132	   	185.49	ACR|4VULN|3DMG|1SELL	1458VULN|258DMG|3RCR|58BPWR|6SELL|78LHND|9CGEN|aLWND
577	36223 16413	   	185.49	ACR|3VULN|1AART|1DMG|1CDMG	145VULN|2DMG|3RCR|6ERES|7AART|8RCVC|9DUR|aCDMG
578	35122 43216	   	185.47	DCR|3VULN|2AART|1DMG|1ZMB	157VULN|28AART|3ZMB|4LWND|6DMG|9DUR|aRCR
579	36222 13121	   	185.44	ACR|4VULN|3DMG	149aVULN|257DMG|3RCR|69ERES|89BEXP|9BPWR
580	36222 43341	   	185.44	ACR|4VULN|3DMG	148aVULN|257DMG|3RCR|6RMIN|9LHND
581	36222 43351	   	185.44	ACR|4VULN|3DMG	148aVULN|257DMG|3RCR|6RMIN|9BEXP
582	36223 43111	   	185.44	ACR|4VULN|3DMG	1459VULN|27aDMG|3RCR|6RMIN|8BEXP
583	36223 43511	   	185.44	ACR|4VULN|3DMG	1459VULN|27aDMG|3RCR|6RMIN|8LHND
584	36225 11111	   	185.44	ACR|4VULN|3DMG	1459VULN|25aDMG|3RCR|5BPWR|6ERES|7CGEN|8MLV
585	36225 12141	   	185.44	ACR|4VULN|3DMG	145aVULN|259DMG|3RCR|5BPWR|6ERES|7LIT|8LWND
586	36225 13111	   	185.44	ACR|4VULN|3DMG	145aVULN|257DMG|3RCR|5BPWR|6ERES|89BEXP
587	36225 13133	   	185.44	ACR|4VULN|3DMG	145aVULN|257DMG|3RCR|5aBPWR|6ERES|8aBEXP|9aTLV
588	36225 13143	   	185.44	ACR|4VULN|3DMG	145aVULN|257DMG|3RCR|5BPWR|6ERES|8BEXP|9LHND
589	36225 13213	   	185.44	ACR|4VULN|3DMG	145aVULN|257DMG|3RCR|5BPWR|6ERES|8LHND|9BEXP
590	36225 13241	   	185.44	ACR|4VULN|3DMG	145aVULN|257DMG|3RCR|5BPWR|6ERES|89LHND
591	36225 13313	   	185.44	ACR|4VULN|3DMG	1458VULN|257DMG|3RCR|5BPWR|6ERES|9MLV|aFEWX
592	36225 13331	   	185.44	ACR|4VULN|3DMG	1458VULN|257DMG|3RCR|5BPWR|6ERES|9DMSP|aMGNSTR
593	36225 13335	   	185.44	ACR|4VULN|3DMG	1458VULN|257DMG|3RCR|5BPWR|6ERES|9DMSP|aMLV
594	36225 13336	   	185.44	ACR|4VULN|3DMG	1458VULN|257DMG|3RCR|5BPWR|6ERES|9DMSP|aLHND
595	36225 13363	   	185.44	ACR|4VULN|3DMG	1458VULN|257DMG|3RCR|5BPWR|6ERES|9LWND|aLIT
596	36225 13633	   	185.44	ACR|4VULN|3DMG	145aVULN|257DMG|3RCR|5aBPWR|6ERES|8aDUST|9aMLV
597	36225 32331	   	185.44	ACR|4VULN|3DMG	145aVULN|25aDMG|3RCR|5aBPWR|6BELT|7BEXP|8TLV|9aERES
598	36225 35331	   	185.44	ACR|4VULN|3DMG	145aVULN|25aDMG|3RCR|5aBPWR|6BELT|7LWND|8TLV|9aERES
599	36225 36331	   	185.44	ACR|4VULN|3DMG	145aVULN|25aDMG|3RCR|5aBPWR|6BELT|7LHND|8TLV|9aERES
600	36225 43223	   	185.44	ACR|4VULN|3DMG	145aVULN|257DMG|3RCR|5BPWR|6RMIN|8LHND|9DUST
601	36225 43311	   	185.44	ACR|4VULN|3DMG	1458VULN|257DMG|3RCR|5BPWR|6RMIN|9MLV|aTLV
602	36225 43333	   	185.44	ACR|4VULN|3DMG	1458VULN|257DMG|3RCR|5BPWR|6RMIN|9LEGI|aLIT
603	23232 16541	   	185.42	ACR|2VULN|2DMG|1AART|1CDMG	1ERES|2DUR|3RCR|4TLV|5aDMG|69VULN|7AART|8CDMG
604	36222 21113	   	185.39	ACR|4VULN|3DMG|1SELL	148aVULN|258DMG|3RCR|6SELL|78LHND|8BPWR|9RMIN
605	36222 21133	   	185.39	ACR|4VULN|3DMG|1SELL	148aVULN|258DMG|3RCR|6SELL|78LHND|8BPWR|9CGEN
606	36225 21114	   	185.39	ACR|4VULN|3DMG|1SELL	1458VULN|258DMG|3RCR|58BPWR|6SELL|78LHND|9RMIN|aDUST
607	36225 21134	   	185.39	ACR|4VULN|3DMG|1SELL	1458VULN|258DMG|3RCR|58BPWR|6SELL|78LHND|9CGEN|aDUST
608	36225 21161	   	185.39	ACR|4VULN|3DMG|1SELL	1458VULN|258DMG|3RCR|58BPWR|6SELL|78LHND|9LWND|aDUST
609	36225 21163	   	185.39	ACR|4VULN|3DMG|1SELL	1458VULN|258DMG|3RCR|58BPWR|6SELL|78LHND|9LWND|aERES
610	36223 21131	   	185.39	ACR|4VULN|3DMG|1SELL	1458VULN|289DMG|3RCR|6SELL|78LHND|8BPWR|aLIT
611	36223 21133	   	185.39	ACR|4VULN|3DMG|1SELL	1458VULN|289DMG|3RCR|6SELL|78aLHND|8BPWR
612	36223 21134	   	185.39	ACR|4VULN|3DMG|1SELL	1458VULN|289DMG|3RCR|6SELL|78LHND|8BPWR|aFEWX
613	36223 21135	   	185.39	ACR|4VULN|3DMG|1SELL	1458VULN|289DMG|3RCR|6SELL|78LHND|8BPWR|aMLV
614	36223 21136	   	185.39	ACR|4VULN|3DMG|1SELL	1458VULN|289DMG|3RCR|6SELL|78LHND|8BPWR|aCGEN
615	36235 26121	   	185.35	ACR|5VULN|1AART|1DMG|2CDMG|2MSE	1568aVULN|2DMG|3RCR|48CDMG|78MSE|8BPWR|9AART
616	36213 62223	   	185.34	ACR|4VULN|3DMG	157aVULN|269DMG|3RCR|4LIT|8TLV
617	36222 13334	   	185.34	ACR|4VULN|3DMG	148aVULN|257DMG|3RCR|6ERES|9DMSP
618	36222 13361	   	185.34	ACR|4VULN|3DMG	148aVULN|257DMG|3RCR|6ERES|9LWND
619	36222 43331	   	185.34	ACR|4VULN|3DMG	148aVULN|257DMG|3RCR|6RMIN|9LEGI
620	36223 13111	   	185.34	ACR|4VULN|3DMG	1459VULN|27aDMG|3RCR|6ERES|8BEXP
621	36223 13511	   	185.34	ACR|4VULN|3DMG	1459VULN|27aDMG|3RCR|6ERES|8LHND
622	36224 11521	   	185.34	ACR|4VULN|3DMG	1468VULN|28aDMG|3RCR|5RPLT|7DLOT|8BPWR|9DUST
623	36225 12251	   	185.34	ACR|4VULN|3DMG	145aVULN|259DMG|3RCR|5BPWR|6ERES|7LIT|8MBVNT
624	36225 13223	   	185.34	ACR|4VULN|3DMG	145aVULN|257DMG|3RCR|5BPWR|6ERES|8LHND|9DUST
625	36225 13311	   	185.34	ACR|4VULN|3DMG	1458VULN|257DMG|3RCR|5BPWR|6ERES|9MLV|aTLV
626	36225 13333	   	185.34	ACR|4VULN|3DMG	1458VULN|257DMG|3RCR|5BPWR|6ERES|9DMSP|aTLV
627	36225 13343	   	185.34	ACR|4VULN|3DMG	1458VULN|257DMG|3RCR|5BPWR|6ERES|9LEGI|aLIT
628	36225 13613	   	185.34	ACR|4VULN|3DMG	145aVULN|257DMG|3RCR|5BPWR|6ERES|8DUST|9BEXP
629	36225 21631	   	185.29	ACR|4VULN|3DMG|1SELL	1458VULN|259DMG|3RCR|5BPWR|6SELL|7LHND|aLIT
630	36225 21633	   	185.29	ACR|4VULN|3DMG|1SELL	1458VULN|259DMG|3RCR|5BPWR|6SELL|7aLHND
631	36225 43233	   	185.29	ACR|4VULN|3DMG|1SELL	145aVULN|257DMG|3RCR|5BPWR|6RMIN|8LHND|9SELL
632	36236 24121	   	185.29	ACR|3VULN|1AART|1DMG|1CDMG	16aVULN|2DMG|3RCR|4CDMG|5RCVC|7CGEN|8ASPD|9AART
633	36222 13341	   	185.24	ACR|4VULN|3DMG	148aVULN|257DMG|3RCR|6ERES|9LEGI
634	36225 13621	   	185.24	ACR|4VULN|3DMG	145aVULN|257DMG|3RCR|5BPWR|6ERES|89DUST
635	36222 21632	   	185.19	ACR|4VULN|3DMG|1SELL	148aVULN|259DMG|3RCR|6SELL|7LHND
636	36225 23125	   	185.19	ACR|4VULN|3DMG|1SELL	1459VULN|25aDMG|3RCR|5BPWR|6SELL|7BASHEA|8CGEN
637	36225 13233	   	185.19	ACR|4VULN|3DMG|1SELL	145aVULN|257DMG|3RCR|5BPWR|6ERES|8LHND|9SELL
638	36225 13533	   	185.19	ACR|4VULN|3DMG|1SELL	145aVULN|257DMG|3RCR|5BPWR|6ERES|8LWND|9SELL
639	36221 22132	   	185.19	ACR|4VULN|3DMG|1SELL	148aVULN|289DMG|3RCR|58DUST|6SELL|7DMSP|8BPWR
640	36236 25121	   	185.19	ACR|3VULN|1AART|1DMG|1CDMG	16aVULN|2DMG|3RCR|4CDMG|5RCVC|7ERES|8ASPD|9AART
641	36222 42125	   	185.19	ACR|3VULN|3DMG|1CDMG	148VULN|258DMG|3RCR|6RMIN|78LIT|8BPWR|9FEWX|aCDMG
642	36222 42162	   	185.19	ACR|3VULN|3DMG|1CDMG	148VULN|258DMG|3RCR|6RMIN|78LIT|8BPWR|9RPLT|aCDMG
643	33211 63125	   	185.19	ACR|3VULN|3DMG|1CDMG	178VULN|2RMIN|3RCR|48LIT|5DMSP|689DMG|8BPWR|aCDMG
644	33213 62125	   	185.19	ACR|3VULN|3DMG|1CDMG	158VULN|27RMIN|3RCR|48LIT|689DMG|8BPWR|aCDMG
645	36211 23125	   	185.19	ACR|3VULN|3DMG|1CDMG	178VULN|289DMG|3RCR|48LIT|5DMSP|6RMIN|8BPWR|aCDMG
646	36213 22125	   	185.19	ACR|3VULN|3DMG|1CDMG	158VULN|289DMG|3RCR|48LIT|67RMIN|8BPWR|aCDMG
647	36225 31521	   	185.14	ACR|4VULN|2DMG|1CDMG	1457VULN|25DMG|3RCR|5BPWR|6BELT|8RMIN|9RCVC|aCDMG
648	36222 13354	   	185.11	ACR|3VULN|3DMG	148VULN|257DMG|3RCR|6ERES|9ASPD|aDUR
649	36232 42521	   	185.10	ACR|2VULN|2DMG|1AART|2CDMG	18VULN|2aDMG|3RCR|48CDMG|568LHND|7AART|8BPWR|9DUST
650	36232 11461	   	185.09	ACR|5VULN|1DMG|2CDMG	1689aVULN|2DMG|3RCR|49CDMG|59LHND|7DLOT|9BPWR
651	36225 31221	   	185.04	ACR|4VULN|2DMG|1CDMG	1457VULN|25DMG|3RCR|5BPWR|6BELT|8ERES|9RCVC|aCDMG
652	36222 42613	   	185.02	ACR|2VULN|2DMG|1AART|1CDMG	14VULN|25DMG|3RCR|6RMIN|7LIT|8AART|9CDMG|aDUR
653	35232 43111	   	185.01	DCR|4VULN|1AART|1DMG|2DUR	157aVULN|2AART|3aDUR|4MLV|6DMG|8aCGEN|9RCR|aBPWR
654	36213 62512	   	184.99	ACR|3VULN|3DMG|1CDMG	157VULN|26aDMG|3RCR|4LIT|8CDMG|9FEWX
655	36222 13125	   	184.99	ACR|3VULN|3DMG|1CDMG	149VULN|257DMG|3RCR|69ERES|89BEXP|9BPWR|aCDMG
656	36222 43312	   	184.99	ACR|3VULN|3DMG|1CDMG	148VULN|257DMG|3RCR|6RMIN|9MLV|aCDMG
657	36225 11531	   	184.99	ACR|3VULN|3DMG|1CDMG	145VULN|259DMG|3RCR|5BPWR|6ERES|7CGEN|8CDMG|aLIT
658	36225 11533	   	184.99	ACR|3VULN|3DMG|1CDMG	145VULN|259DMG|3RCR|5BPWR|6ERES|7CGEN|8CDMG|aLHND
659	36225 13115	   	184.99	ACR|3VULN|3DMG|1CDMG	145VULN|257DMG|3RCR|5BPWR|6ERES|89BEXP|aCDMG
660	36225 13261	   	184.99	ACR|3VULN|3DMG|1FLTHEA	145VULN|257DMG|3RCR|5BPWR|6ERES|8LHND|9FLTHEA|aBEXP
661	36225 13263	   	184.99	ACR|3VULN|3DMG|1FLTHEA	145VULN|257DMG|3RCR|5BPWR|6ERES|8LHND|9FLTHEA|aRPLT
662	36222 21111	   	184.94	ACR|3VULN|3DMG|1CDMG|1SELL	148VULN|258DMG|3RCR|6SELL|78LHND|8BPWR|9RMIN|aCDMG
663	36222 21131	   	184.94	ACR|3VULN|3DMG|1CDMG|1SELL	148VULN|258DMG|3RCR|6SELL|78LHND|8BPWR|9CGEN|aCDMG
664	36222 21162	   	184.94	ACR|3VULN|3DMG|1CDMG|1SELL	148VULN|258DMG|3RCR|6SELL|78LHND|8BPWR|9LWND|aCDMG
665	36314 62212	   	184.92	DCR|3VULN|2DMG|1AART|1CDMG	178VULN|27DMG|3BEXP|4LIT|57ERES|6AART|7BPWR|9CDMG|aRCR
666	35311 43111	   	184.91	DCR|4VULN|1AART|1DMG|2DUR	137aVULN|2AART|4aDUR|5ERES|6DMG|8aCGEN|9RCR|aBPWR
667	36213 62225	   	184.89	ACR|3VULN|3DMG|1CDMG	157VULN|269DMG|3RCR|4LIT|8TLV|aCDMG
668	36222 11532	   	184.89	ACR|3VULN|3DMG|1CDMG	14aVULN|259DMG|3RCR|6ERES|7CGEN|8CDMG
669	36222 13312	   	184.89	ACR|3VULN|3DMG|1CDMG	148VULN|257DMG|3RCR|6ERES|9MLV|aCDMG
670	36222 13365	   	184.89	ACR|3VULN|3DMG|1CDMG	148VULN|257DMG|3RCR|6ERES|9LWND|aCDMG
671	36222 43335	   	184.89	ACR|3VULN|3DMG|1CDMG	148VULN|257DMG|3RCR|6RMIN|9LEGI|aCDMG
672	36223 13156	   	184.89	ACR|3VULN|3DMG|1CDMG	145VULN|27aDMG|3RCR|6ERES|8BEXP|9CDMG
673	36231 15332	   	184.89	ACR|3VULN|3DMG|1CDMG	16aVULN|289DMG|3RCR|4CDMG|5ERES|7CGEN
674	36235 23262	   	184.89	ACR|3VULN|3DMG|1CDMG	156VULN|289DMG|3RCR|4CDMG|7BASHEA|aFEWX
675	36235 23263	   	184.89	ACR|3VULN|3DMG|1CDMG	156VULN|289DMG|3RCR|4CDMG|7BASHEA|aLWND
676	36235 31262	   	184.89	ACR|3VULN|3DMG|1CDMG	157VULN|289DMG|3RCR|4CDMG|6AIRHEL|aFEWX
677	36235 31263	   	184.89	ACR|3VULN|3DMG|1CDMG	157VULN|289DMG|3RCR|4CDMG|6AIRHEL|aLWND
678	36236 21122	   	184.87	ACR|3VULN|1AART|1DMG|2CDMG	168VULN|2DMG|3RCR|48CDMG|5RCVC|78LHND|8BPWR|9AART|aLWND
679	36236 21123	   	184.87	ACR|3VULN|1AART|1DMG|2CDMG	168VULN|2DMG|3RCR|48CDMG|5RCVC|78LHND|8BPWR|9AART|aLIT
680	36236 21124	   	184.87	ACR|3VULN|1AART|1DMG|2CDMG	168VULN|2DMG|3RCR|48CDMG|5RCVC|78aLHND|8BPWR|9AART
681	36236 12121	   	184.87	ACR|3VULN|1AART|1DMG|2CDMG	18aVULN|2DMG|3RCR|48CDMG|5RCVC|68BEXP|7DMSP|8BPWR|9AART
682	36233 66131	   	184.85	ACR|2DMG|1AART|1VULN|2CDMG|1ZMB	1VULN|25DMG|3RCR|45CDMG|5BPWR|6ZMB|7RPLT|8AART|9BEXP|aDUR
683	36225 43231	   	184.84	ACR|3VULN|3DMG|1CDMG|1SELL	145VULN|257DMG|3RCR|5BPWR|6RMIN|8LHND|9SELL|aCDMG
684	36213 62433	 * 	184.84	ACR|4VULN|2DMG|2ZMB	157aVULN|26DMG|3RCR|4aLIT|8aZMB|9DMSP|aBPWR
685	35232 43611	   	184.81	DCR|4VULN|1AART|1DMG|2DUR	157aVULN|2AART|3aDUR|4MLV|6DMG|8aTLV|9RCR|aBPWR
686	35313 53611	   	184.81	DCR|4VULN|1AART|1DMG|2DUR	137aVULN|2AART|4aDUR|5DMG|6CGEN|8aTLV|9RCR|aBPWR
687	36233 52132	   	184.79	ACR|3DMG|2VULN|2CDMG	1aVULN|259DMG|3RCR|45CDMG|5BPWR|6ERES|7RCVC|8ASPD
688	36222 13345	   	184.79	ACR|3DMG|3VULN|1CDMG	148VULN|257DMG|3RCR|6ERES|9LEGI|aCDMG
689	36222 13356	   	184.79	ACR|3VULN|3DMG|2ASPD	148VULN|257DMG|3RCR|6ERES|9aASPD
690	36235 23261	   	184.79	ACR|3VULN|3DMG|1CDMG	156VULN|289DMG|3RCR|4CDMG|7BASHEA|aDUST
691	36235 31261	   	184.79	ACR|3VULN|3DMG|1CDMG	157VULN|289DMG|3RCR|4CDMG|6AIRHEL|aDUST
692	36236 21125	   	184.77	ACR|3VULN|1AART|1DMG|2CDMG	168VULN|2DMG|3RCR|48CDMG|5RCVC|78LHND|8BPWR|9AART|aERES
693	36233 66121	   	184.75	ACR|2DMG|1AART|1VULN|2CDMG|1ZMB	1VULN|25DMG|3RCR|45CDMG|5BPWR|6ZMB|7RPLT|8AART|9DUST|aDUR
694	36225 23233	   	184.74	ACR|3VULN|3DMG|1CDMG|1SELL	145VULN|258DMG|3RCR|5BPWR|6SELL|7BASHEA|9LWND|aCDMG
695	36225 13231	   	184.74	ACR|3VULN|3DMG|1CDMG|1SELL	145VULN|257DMG|3RCR|5BPWR|6ERES|8LHND|9SELL|aCDMG
696	36225 13531	   	184.74	ACR|3VULN|3DMG|1CDMG|1SELL	145VULN|257DMG|3RCR|5BPWR|6ERES|8LWND|9SELL|aCDMG
697	35311 43611	   	184.71	DCR|4VULN|1AART|1DMG|2DUR	137aVULN|2AART|4aDUR|5ERES|6DMG|8aTLV|9RCR|aBPWR
698	36231 12121	   	184.59	ACR|3VULN|1AART|1DMG|1CDMG	16aVULN|2DMG|3RCR|4CDMG|5ERES|7RCVC|8ASPD|9AART
699	36235 52121	   	184.59	ACR|3VULN|1AART|1DMG|1CDMG	15aVULN|2DMG|3RCR|4CDMG|6ERES|7RCVC|8ASPD|9AART
700	33235 64121	   	184.44	ACR|4VULN|1AART|2ZMB|1CDMG	158aVULN|2RMIN|3RCR|4CDMG|68ZMB|78ERES|8BPWR|9AART
701	13132 54161	   	184.44	ACR|2VULN|2DMG|3CDMG|1AART	18TLV|268CDMG|39VULN|4MGNSTR|5RCR|78DMG|8BPWR|aAART
702	36222 34241	   	184.42	ACR|2VULN|2DMG|1AART|1FLTHEA	14VULN|25DMG|3RCR|6BELT|7ASPD|8FLTHEA|9AART|aCGEN
703	33532 13124	   	184.42	DCR|4VULN|2DMG|2ZMB	1478VULN|2RMIN|38LIT|58ZMB|6RCR|8BPWR|9aDMG
704	36532 63121	   	184.42	DCR|4VULN|2DMG|2ZMB	1478VULN|29DMG|38LIT|58ZMB|6RCR|8BPWR|aBEXP
705	36233 43412	   	184.40	ACR|2VULN|2DMG|1AART|2CDMG	1aVULN|25DMG|3RCR|45CDMG|5BPWR|67LIT|8AART|9DUST
706	35313 53263	   	184.36	DCR|3VULN|1AART|1DMG|1CDMG|2DUR	137VULN|2AART|48DUR|5DMG|6CGEN|9RCR|aCDMG
707	36223 63261	   	184.32	ACR|4VULN|2DMG|2DUR	145aVULN|2aDMG|3RCR|6LHND|7RCVC|8CANHEL|9aDUR|aBPWR
708	36222 15336	   	184.32	ACR|2VULN|2DMG|1AART|1CDMG	14VULN|25DMG|3RCR|6ERES|7DUR|8LHND|9AART|aCDMG
709	36222 34243	   	184.32	ACR|2VULN|2DMG|1AART|1FLTHEA	14VULN|25DMG|3RCR|6BELT|7ASPD|8FLTHEA|9AART|aTLV
710	36222 61336	   	184.32	ACR|2VULN|2DMG|1AART|1CDMG	14VULN|25DMG|3RCR|6LHND|7ASPD|8LEGI|9AART|aCDMG
711	36232 65123	   	184.32	ACR|2VULN|2DMG|1AART|1CDMG	1aVULN|27DMG|3RCR|4CDMG|5LHND|6DUR|8DUST|9AART
712	36532 63122	   	184.32	DCR|4VULN|2DMG|2ZMB	1478VULN|29DMG|38LIT|58ZMB|6RCR|8BPWR|aDUST
713	36235 63122	   	184.15	ACR|2VULN|1AART|2CDMG|1DMG|1ZMB	15VULN|2DMG|3RCR|47CDMG|6ZMB|8ASPD|9AART|aLWND
714	36235 63123	   	184.15	ACR|2VULN|1AART|1DMG|2CDMG|1ZMB	15VULN|2DMG|3RCR|47CDMG|6ZMB|8ASPD|9AART|aLIT
715	36222 42153	   	184.14	ACR|3VULN|3DMG|1ZMB	148VULN|258DMG|3RCR|6RMIN|78LIT|8BPWR|9RCVC|aZMB
716	36233 63232	   	184.07	ACR|2VULN|2DMG|3CDMG|1ZMB	1aVULN|25DMG|3RCR|457CDMG|5BPWR|6ZMB|8DUR|9RPLT
717	36233 53134	   	183.97	ACR|2VULN|2DMG|3CDMG|1ZMB	18VULN|25DMG|3RCR|457CDMG|5BPWR|6ERES|9DUR|aZMB
718	36162 63112	   	183.97	DCR|3VULN|2DMG|2ZMB|1CDMG	178VULN|25DMG|38ZMB|48LIT|6RCR|8BPWR|9CDMG|aRMIN
719	36233 12321	   	183.90	ACR|2VULN|2DMG|1AART|2CDMG	1aVULN|25DMG|3RCR|45CDMG|5BPWR|68BEXP|7DMSP|9AART
720	36233 14252	   	183.90	ACR|2VULN|2DMG|1AART|2CDMG	18VULN|25DMG|3RCR|45CDMG|5BPWR|6BEXP|7BELT|9AART|aFEWX
721	36233 22252	   	183.90	ACR|2VULN|2DMG|1AART|2CDMG	16VULN|25DMG|3RCR|45CDMG|5BPWR|7BELT|8BEXP|9AART|aFEWX
722	36233 22254	   	183.90	ACR|2VULN|2DMG|1AART|2CDMG	16VULN|25DMG|3RCR|45CDMG|5BPWR|7aBELT|8BEXP|9AART
723	36233 22255	   	183.90	ACR|2VULN|2DMG|1AART|2CDMG	16VULN|25DMG|3RCR|45CDMG|5BPWR|7BELT|8aBEXP|9AART
724	36233 22352	   	183.90	ACR|2VULN|2DMG|1AART|2CDMG	16VULN|25DMG|3RCR|45CDMG|5BPWR|7BELT|8FEWX|9AART|aBEXP
725	36233 22354	   	183.90	ACR|2VULN|2DMG|1AART|2CDMG	16VULN|25DMG|3RCR|45CDMG|5BPWR|7aBELT|8FEWX|9AART
726	36233 22356	   	183.90	ACR|2VULN|2DMG|1AART|2CDMG	16VULN|25DMG|3RCR|45CDMG|5BPWR|7BELT|8FEWX|9AART|aRMIN
