0	Index      	 *	Score 	Summary	Detail	
1	63524 23332	 * 	197.87	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|3DUR|48aVULN|5DMG|6RCR|7LHND|9ZMB
488	63363 21334	   	168.48	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1AART|2CDMG|3VULN|49ZMB|5FEWX|6RCR|7RMIN|8DMG|aDUR
489	63363 21132	   	168.47	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	1AART|28CDMG|3aVULN|4ZMB|5FEWX|6RCR|7RMIN|9DUR
490	63363 23222	   	168.47	DCR|2VULN|1AART|2CDMG|1ZMB|1ASPD	1AART|29CDMG|3aVULN|4ZMB|5FEWX|6RCR|7LHND|8ASPD
491	63363 24222	   	168.47	DCR|2VULN|1AART|2CDMG|1ZMB|1ASPD	1AART|29CDMG|3aVULN|4ZMB|5FEWX|6RCR|7BEXP|8ASPD
492	63233 72434	   	168.38	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	18AART|2CDMG|3RCVC|4RPLT|5MBVNT|6RCR|7ASPD|9VULN|aDMG
493	31131 42622	   	168.34	DCR|2AART|2DMG|1CDMG|1ASPD|1DUR	1LHND|24DMG|39AART|5BEXP|6RCR|7ASPD|8DUR|aCDMG
494	31234 21613	   	168.28	DCR|2VULN|2DMG|2CDMG|1ZMB	18LHND|24DMG|34CDMG|4BPWR|5BEXP|69VULN|7RCR|aZMB
495	31546 21112	   	168.19	DCR|2VULN|1AART|1DMG|2CDMG	1LHND|2DMG|3aVULN|48CDMG|5AART|6RCR|7RMIN|9FEWX
496	31121 22342	   	168.15	DCR|3AART|1DMG|1VULN|1CDMG|1DUR	1LHND|2DMG|37aAART|4LWND|5CDMG|6RCR|8VULN|9DUR
497	32226 21432	   	168.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LHND|2CDMG|36LWND|4aVULN|5ZMB|7RCR|8DMG|9AART
498	32252 21432	   	168.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LHND|2CDMG|36LWND|4ZMB|5aVULN|7RCR|8DMG|9AART
499	63361 34311	   	168.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|38VULN|4ZMB|5MLV|6DMG|7LWND|9RCR|aFEWX
500	63361 36311	   	168.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|38VULN|4ZMB|5MLV|6DMG|7LHND|9RCR|aFEWX
501	63331 33236	   	168.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|38VULN|4BEXP|5LWND|6DMG|7LIT|9RCR|aZMB
502	63363 23131	 * 	168.06	DCR|1AART|1DMG|2CDMG|1VULN|2ZMB	1AART|29CDMG|3VULN|49ZMB|5FEWX|6RCR|7LHND|89LWND|9BPWR|aDMG
503	31546 22133	   	168.04	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1LHND|2DMG|3VULN|4CDMG|57AART|6RCR|8BEXP|9ZMB|aRCVC
504	31131 42314	 * 	168.01	DCR|2AART|2DMG|2ASPD|1FLTHEA	1LHND|24DMG|38AART|5BEXP|6RCR|79ASPD|aFLTHEA
505	63361 33311	   	167.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|38VULN|4ZMB|5MLV|6DMG|7DUST|9RCR|aFEWX
506	63361 33315	   	167.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|38VULN|4ZMB|5MLV|6DMG|7DUST|9RCR|aLWND
507	63361 33316	   	167.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|38VULN|4ZMB|5MLV|6DMG|7DUST|9RCR|aBEXP
508	31121 22333	   	167.94	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB	1LHND|2DMG|37AART|4LWND|5CDMG|6RCR|8VULN|9ZMB|aBELT
509	31121 22336	   	167.94	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB	1LHND|2DMG|37AART|4LWND|5CDMG|6RCR|8VULN|9ZMB|aLIT
510	41242 21131	   	167.94	DCR|3DMG|1AART|1VULN|2CDMG|1DUR|1MSE	1MSE|25aDMG|35CDMG|4AART|5BPWR|6RCR|7DUR|8BEXP|9VULN
511	41242 21231	   	167.94	DCR|3DMG|1AART|1VULN|2CDMG|1DUR|1MSE	1MSE|25aDMG|35CDMG|4AART|5BPWR|6RCR|7DUR|8FEWX|9VULN
512	23532 62134	   	167.93	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	14LIT|24VULN|3SELL|4BPWR|5BEXP|6CDMG|7RCR|8DMG|9AART|aZMB
