0	Index      	 *	Score 	Summary	Detail	
1	32131 51343	 * 	211.31	DCR|2VULN|2DMG|1AART|2CDMG|1DUR	17LHND|2DUR|3AART|47DMG|5LEGI|67CDMG|7BPWR|8aVULN|9RCR
472	12123 63154	   	185.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1BEXP|2DUR|3AART|4FEWX|5ASPD|6AME|7CDMG|8VULN|9RCR|aDMG
473	22123 63154	   	185.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1FEWX|2DUR|3AART|4BEXP|5ASPD|6AME|7CDMG|8VULN|9RCR|aDMG
474	32122 63154	   	185.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LHND|2DUR|3AART|4BEXP|5ASPD|6AME|7CDMG|8VULN|9RCR|aDMG
475	12132 25411	   	185.86	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1BEXP|2DUR|3AART|4DMG|5ZMB|6RCR|7VULN|8LHND|9BASARM|aASPD
476	12132 25461	   	185.86	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB|1DUR|1SELL	1BEXP|2DUR|3AART|4DMG|5ZMB|6RCR|7VULN|8LHND|9ASPD|aSELL
477	12132 25462	   	185.86	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB|1DUR|1MSE	1BEXP|2DUR|3AART|4DMG|5ZMB|6RCR|7VULN|8LHND|9ASPD|aMSE
478	22132 25411	   	185.86	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1FEWX|2DUR|3AART|4DMG|5ZMB|6RCR|7VULN|8LHND|9BASARM|aASPD
479	22132 25461	   	185.86	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB|1DUR|1SELL	1FEWX|2DUR|3AART|4DMG|5ZMB|6RCR|7VULN|8LHND|9ASPD|aSELL
480	22132 25462	   	185.86	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB|1DUR|1MSE	1FEWX|2DUR|3AART|4DMG|5ZMB|6RCR|7VULN|8LHND|9ASPD|aMSE
481	52132 25431	   	185.86	DCR|1AART|1VULN|1DMG|1NUKE|1ZMB|1DUR	1DUST|2DUR|3AART|4DMG|5ZMB|6RCR|7VULN|8LHND|9CGEN|aNUKE
482	43232 24124	   	185.85	DCR|2VULN|2AART|1ASPD|1ZMB	16ERES|29AART|3ZMB|48VULN|5ASPD|7LHND|aRCR
483	43622 14241	   	185.85	DCR|2VULN|2AART|1ASPD|1ZMB	1ERES|25AART|3MBVNT|46VULN|7VENFST|8ZMB|9ASPD|aRCR
484	43647 14241	   	185.85	DCR|2VULN|2AART|1ASPD|1ZMB	1ERES|24AART|3MBVNT|56VULN|7VENFST|8ZMB|9ASPD|aRCR
485	12132 25131	   	185.76	DCR|1AART|1VULN|1DMG|1NUKE|1ZMB|1DUR|1MSE	1BEXP|2DUR|3AART|4DMG|5ZMB|6RCR|7VULN|8MSE|9CGEN|aNUKE
486	12132 25231	   	185.76	DCR|1VULN|1AART|1DMG|1NUKE|1AAC|1ZMB|1DUR|1MSE	1BEXP|2DUR|3AART|4DMG|5ZMB|6RCR|7VULN|8AAC|9MSE|aNUKE
487	22132 25131	   	185.76	DCR|1AART|1VULN|1DMG|1NUKE|1ZMB|1DUR|1MSE	1FEWX|2DUR|3AART|4DMG|5ZMB|6RCR|7VULN|8MSE|9CGEN|aNUKE
488	22132 25231	   	185.76	DCR|1VULN|1AART|1DMG|1NUKE|1AAC|1ZMB|1DUR|1MSE	1FEWX|2DUR|3AART|4DMG|5ZMB|6RCR|7VULN|8AAC|9MSE|aNUKE
489	52132 25411	   	185.76	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1DUST|2DUR|3AART|4DMG|5ZMB|6RCR|7VULN|8LHND|9BASARM|aASPD
490	52132 25131	   	185.66	DCR|1AART|1VULN|1DMG|1NUKE|1ZMB|1DUR|1MSE	1DUST|2DUR|3AART|4DMG|5ZMB|6RCR|7VULN|8MSE|9CGEN|aNUKE
491	52132 25231	   	185.66	DCR|1VULN|1AART|1DMG|1NUKE|1AAC|1ZMB|1DUR|1MSE	1DUST|2DUR|3AART|4DMG|5ZMB|6RCR|7VULN|8AAC|9MSE|aNUKE
492	63622 33512	 * 	185.63	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	1MLV|2AART|34VULN|5MDPS|6RCVC|7LHND|8RCR|9DMG|aASPD
493	32132 16422	   	185.60	DCR|2AART|1VULN|1ASPD|1DMG|1AAC|1DUR	1LHND|2DUR|35AART|4DMG|6VULN|7AAC|8LWND|9RCR|aASPD
494	32132 16526	   	185.60	DCR|2AART|1VULN|1ASPD|1DMG|1AAC|1DUR	1LHND|2DUR|35AART|4DMG|6VULN|7AAC|8FEWX|9RCR|aASPD
495	43638 24433	   	185.50	DCR|2VULN|1AART|1ASPD|1DMG	1ERES|2AART|3MBVNT|4LWND|5aVULN|6RPLT|7RCR|8ASPD|9DMG
496	43623 24433	   	185.50	DCR|2VULN|1AART|1ASPD|1DMG	1ERES|2AART|3MBVNT|4aVULN|5LWND|6RPLT|7RCR|8ASPD|9DMG
497	43624 24433	   	185.50	DCR|2VULN|1AART|1ASPD|1DMG	1ERES|2AART|3MBVNT|4aVULN|5FEWX|6RPLT|7RCR|8ASPD|9DMG
498	21313 21215	   	185.47	DCR|3VULN|2CDMG|1ASPD	13FEWX|23CDMG|3BPWR|4ASPD|57aVULN|6RCR|8LWND|9SNIFST
499	21313 21356	   	185.47	DCR|3VULN|2CDMG|1ASPD	13FEWX|23CDMG|3BPWR|4ASPD|57aVULN|6RCR|8LIT|9LWND
500	63431 25322	   	185.43	DCR|2VULN|2DMG|1AART	1MLV|2AART|3aDMG|4BEXP|5FEWX|6RCR|7aVULN|8LIT|9aCGEN|aBPWR
501	11324 11543	   	185.42	DCR|2VULN|1AART|2CDMG|1DMG	13BEXP|23CDMG|3BPWR|4AART|5LHND|6FEWX|7aVULN|8DMG|9RCR
502	21322 36543	   	185.42	DCR|2VULN|1AART|2CDMG|1DMG	13FEWX|23CDMG|3BPWR|4AART|5aVULN|6LWND|7LHND|8DMG|9RCR
503	21322 44243	   	185.42	DCR|2VULN|1AART|2CDMG|1ASPD	13FEWX|23CDMG|3BPWR|4AART|5aVULN|6ASPD|7BEXP|8LWND|9RCR
504	21324 31543	   	185.42	DCR|2VULN|1AART|2CDMG|1DMG	13FEWX|23CDMG|3BPWR|4AART|5LHND|6LWND|7aVULN|8DMG|9RCR
505	43621 24433	   	185.40	DCR|2VULN|1AART|1ASPD|1DMG	1ERES|2AART|3MBVNT|4aVULN|5LEGI|6RPLT|7RCR|8ASPD|9DMG
506	43363 22216	   	185.34	DCR|2VULN|2DMG|1AART	1aERES|2AART|34RCVC|56DMG|7aVULN|8aLWND|9RCR|aBPWR
507	11326 21543	   	185.32	DCR|2VULN|1AART|2CDMG|1DMG	13BEXP|23CDMG|3BPWR|4AART|5FEWX|6LEGI|7aVULN|8DMG|9RCR
508	21321 21543	   	185.32	DCR|2VULN|1AART|2CDMG|1DMG	13FEWX|23CDMG|3BPWR|4AART|5BEXP|6LEGI|7aVULN|8DMG|9RCR
509	21321 61543	   	185.32	DCR|2VULN|1AART|2CDMG|1DMG	13FEWX|23CDMG|3BPWR|4AART|5BEXP|6DUST|7aVULN|8DMG|9RCR
510	21322 44343	   	185.32	DCR|2VULN|1AART|2CDMG|1ASPD	13FEWX|23CDMG|3BPWR|4AART|5aVULN|6ASPD|7BEXP|8DUST|9RCR
511	21322 62243	   	185.32	DCR|2VULN|1AART|2CDMG|1DMG	13FEWX|23CDMG|3BPWR|4AART|5aVULN|6DUST|7DMG|8LWND|9RCR
512	43642 41335	 * 	185.30	DCR|3AART|2VULN|2SPLREG|1RMIN	1aERES|246AART|3MBVNT|5RMIN|7aVULN|8RCR|9aSPLREG|aBPWR
513	31265 22213	   	185.30	DCR|2DMG|1MDPS|1VULN|1AART|1CDMG|1DUR	1LHND|2CDMG|3MDPS|4AART|56DMG|7LIT|8RCR|9DUR|aVULN
514	12132 25265	   	185.26	DCR|1VULN|1AART|1DMG|1CDMG|2ZMB|1AAC|1DUR	1BEXP|2DUR|3AART|4DMG|5aZMB|6RCR|7VULN|8AAC|9CDMG
515	22132 25265	   	185.26	DCR|1VULN|1AART|1DMG|1CDMG|2ZMB|1AAC|1DUR	1FEWX|2DUR|3AART|4DMG|5aZMB|6RCR|7VULN|8AAC|9CDMG
516	63431 25312	   	185.23	DCR|2VULN|2DMG|1AART	1MLV|2AART|3aDMG|4BEXP|5FEWX|6RCR|7aVULN|8LIT|9aERES|aBPWR
517	51321 11543	   	185.22	DCR|2VULN|1AART|2CDMG|1DMG	13DUST|23CDMG|3BPWR|4AART|5BEXP|6FEWX|7aVULN|8DMG|9RCR
518	51322 12243	   	185.22	DCR|2VULN|1AART|2CDMG|1DMG	13DUST|23CDMG|3BPWR|4AART|5aVULN|6FEWX|7DMG|8LWND|9RCR
519	51322 24243	   	185.22	DCR|2VULN|1AART|2CDMG|1DMG	13DUST|23CDMG|3BPWR|4AART|5aVULN|6DMG|7BEXP|8LWND|9RCR
520	22633 23563	   	185.20	DCR|1AART|1VULN|1ASPD|1DMG|2DUR|1ZMB	1FEWX|24DUR|3ASPD|5VULN|6LHND|7ZMB|8DMG|9RCR|aAART
521	43123 61152	   	185.17	DCR|3VULN|1AART|1ASPD	135ERES|2AART|3BPWR|4ASPD|6RCR|79aVULN|8LWND
522	11265 22212	   	185.14	DCR|3DMG|2AART|1MDPS|1CDMG	1aBEXP|2CDMG|3MDPS|49AART|56aDMG|7aLIT|8RCR|aBPWR
523	63431 25213	   	185.13	DCR|2VULN|2DMG|1AART|1AAC	1MLV|2AART|39DMG|4BEXP|5FEWX|6RCR|7aVULN|8AAC
524	32132 53513	   	185.13	DCR|2AART|2DMG|1VULN|1DUR	1LHND|2DUR|35AART|49DMG|6DUST|7FEWX|8RCR|aVULN
525	12132 25631	   	185.10	DCR|2DMG|1VULN|1AART|1AAC|1ZMB|1DUR	1BEXP|2DUR|3AART|49DMG|5ZMB|6RCR|7VULN|8RPLT|aAAC
526	22132 25631	   	185.10	DCR|2DMG|1VULN|1AART|1AAC|1ZMB|1DUR	1FEWX|2DUR|3AART|49DMG|5ZMB|6RCR|7VULN|8RPLT|aAAC
527	43233 32536	   	185.07	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1ERES|2AART|3ZMB|4aVULN|5RCR|6CDMG|7DMG|8RCVC|9ASPD
528	43431 25213	   	185.03	DCR|2VULN|2DMG|1AART|1AAC	1ERES|2AART|39DMG|4BEXP|5FEWX|6RCR|7aVULN|8AAC
529	52132 25631	   	185.00	DCR|2DMG|1VULN|1AART|1AAC|1ZMB|1DUR	1DUST|2DUR|3AART|49DMG|5ZMB|6RCR|7VULN|8RPLT|aAAC
530	51265 22212	   	184.94	DCR|3DMG|2AART|1MDPS|1CDMG	1aDUST|2CDMG|3MDPS|49AART|56aDMG|7aLIT|8RCR|aBPWR
531	16135 63213	   	184.86	DCR|3DMG|1VULN|1AART	17BEXP|2LHND|3AART|478DMG|57LIT|6RCR|7BPWR|9VULN|aRMIN
532	26135 63213	   	184.86	DCR|3DMG|1VULN|1AART	17FEWX|2LHND|3AART|478DMG|57LIT|6RCR|7BPWR|9VULN|aRMIN
533	12136 43511	   	184.70	DCR|3DMG|1VULN|1AART|1DUR	1BEXP|2DUR|3AART|479DMG|5VULN|6DUST|8RCR|aFEWX
534	12136 43512	   	184.70	DCR|3DMG|1VULN|1AART|1DUR	1BEXP|2DUR|3AART|479DMG|5VULN|6DUST|8RCR|aMLV
535	22136 43511	   	184.70	DCR|3DMG|1VULN|1AART|1DUR	1aFEWX|2DUR|3AART|479DMG|5VULN|6DUST|8RCR
536	22136 43513	   	184.70	DCR|3DMG|1AART|1VULN|1DUR	1FEWX|2DUR|3AART|479DMG|5VULN|6DUST|8RCR|aCGEN
537	32136 43511	   	184.70	DCR|3DMG|1AART|1VULN|1DUR	1LHND|2DUR|3AART|479DMG|5VULN|6DUST|8RCR|aFEWX
538	32136 43512	   	184.70	DCR|3DMG|1VULN|1AART|1DUR	1LHND|2DUR|3AART|479DMG|5VULN|6DUST|8RCR|aMLV
539	52136 13511	   	184.70	DCR|3DMG|1AART|1VULN|1DUR	1DUST|2DUR|3AART|479DMG|5VULN|6LHND|8RCR|aFEWX
540	52136 13512	   	184.70	DCR|3DMG|1VULN|1AART|1DUR	1DUST|2DUR|3AART|479DMG|5VULN|6LHND|8RCR|aMLV
541	21413 21113	   	184.66	DCR|2VULN|2ASPD|1CDMG|1ZMB	13FEWX|2CDMG|4aASPD|57VULN|6RCR|8MLV|9ZMB
542	21413 21513	   	184.66	DCR|2VULN|2ASPD|1CDMG|1ZMB	13FEWX|2CDMG|4aASPD|57VULN|6RCR|8CGEN|9ZMB
543	63233 32331	 * 	184.64	ACR|2AART|2DMG|1VULN|2CDMG|1ZMB	1MLV|2aAART|3ZMB|4VULN|5RCR|68CDMG|79DMG
544	22136 43512	   	184.60	DCR|3DMG|1VULN|1AART|1DUR|1MSE	1FEWX|2DUR|3AART|479DMG|5VULN|6DUST|8RCR|aMSE
545	21313 25163	   	184.59	DCR|1VULN|1AART|2CDMG|1ASPD|2DUR	13FEWX|23CDMG|3BPWR|4ASPD|5VULN|6RCR|79DUR|8LHND|aAART
546	21314 21163	   	184.59	DCR|1VULN|1AART|2CDMG|1ASPD|2DUR	13FEWX|23CDMG|3BPWR|4ASPD|59DUR|6RCR|7VULN|8LHND|aAART
547	21314 22354	   	184.59	DCR|1AART|1VULN|2CDMG|1ASPD|2DUR	13FEWX|23CDMG|3BPWR|4ASPD|5aDUR|6RCR|7LIT|8VULN|9AART
548	16631 22326	   	184.48	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1BEXP|2LHND|3ASPD|4DUR|5LIT|6DMG|7aVULN|8RCR|9CDMG
549	26631 22326	   	184.48	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1FEWX|2LHND|3ASPD|4DUR|5LIT|6DMG|7aVULN|8RCR|9CDMG
550	32641 22326	   	184.48	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1LHND|2DUR|3ASPD|4FEWX|5LIT|6DMG|7aVULN|8RCR|9CDMG
551	32661 22326	   	184.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1LHND|2DUR|3ASPD|4DUST|5LIT|6DMG|7aVULN|8RCR|9CDMG
552	21413 21251	   	184.34	DCR|2VULN|1ASPD|1DMG|1CDMG	13FEWX|2CDMG|4ASPD|57VULN|6RCR|8LWND|9DMG|aRMIN
553	12633 23562	 * 	184.27	DCR|2DMG|1VULN|1ASPD|3DUR|1ZMB	1BEXP|24aDUR|3ASPD|5VULN|6aLHND|7ZMB|8aDMG|9RCR|aBPWR
554	32115 31541	   	184.25	DCR|2AART|1MDPS|1VULN|1DMG|1CDMG|1DUR	1LHND|2DUR|37AART|4MDPS|5RCVC|6CDMG|8DMG|9RCR|aVULN
555	21513 21635	 * 	184.18	DCR|2VULN|3CDMG|1DMG|1DUR	19FEWX|259CDMG|3DUR|4ERES|6RCR|79VULN|8RCVC|9BPWR|aDMG
556	63612 13112	 * 	184.16	DCR|3AART|2VULN|1DMG	1MLV|25aAART|36VULN|4BEXP|7DMG|8RCVC|9RCR
557	12136 55133	   	184.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2DUR|3AART|4DMG|57VULN|6CDMG|8BELT|9DUST|aRCR
558	22136 55133	   	184.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2DUR|3AART|4DMG|57VULN|6CDMG|8BELT|9DUST|aRCR
559	32136 13124	   	184.02	DCR|2VULN|2AART|1DMG|1DUR	167LHND|2DUR|39AART|4DMG|58VULN|aRCR
560	32136 36215	   	183.99	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2DUR|3AART|4DMG|59VULN|6TLV|7CDMG|8TSLFST|aRCR
561	63233 11363	   	183.99	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1MLV|2AART|3ZMB|4aVULN|5RCR|6DMG|7ASPD|8LWND|9CDMG
562	63233 32126	   	183.99	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1MLV|2AART|3ZMB|4aVULN|5RCR|6CDMG|7DMG|8BELT|9ASPD
563	63123 25124	   	183.92	DCR|2VULN|2AART|1ASPD|1DUR	13MLV|29AART|3BPWR|4ASPD|5ERES|68VULN|7DUR|aRCR
564	43233 11463	   	183.89	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1ERES|2AART|3ZMB|4aVULN|5RCR|6DMG|7ASPD|8LWND|9CDMG
565	43233 32126	   	183.89	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1ERES|2AART|3ZMB|4aVULN|5RCR|6CDMG|7DMG|8BELT|9ASPD
566	21413 21226	   	183.89	DCR|2VULN|1AART|1ASPD|1CDMG	13FEWX|2CDMG|4ASPD|57VULN|6RCR|89LWND|aAART
567	11115 36316	   	183.86	DCR|3VULN|1AART|1CDMG|1DUR	1BEXP|2CDMG|3LIT|4DUR|568VULN|7DUST|9RCR|aAART
568	32136 23642	   	183.86	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1LHND|2DUR|3AART|4DMG|5VULN|6ERES|7RCR|8CGEN|9ZMB|aASPD
569	32146 23612	   	183.86	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1LHND|2DUR|3AART|4ZMB|5VULN|6ERES|7RCR|8CGEN|9DMG|aASPD
570	11263 21151	   	183.81	DCR|2AART|1MDPS|1VULN|1DMG|1CDMG|1ZMB	1BEXP|2CDMG|3MDPS|47AART|5MLV|6DMG|8VULN|9RCR|aZMB
571	12434 13512	   	183.81	DCR|1AART|1VULN|1ASPD|1DMG|2DUR|1RMIN	1BEXP|24DUR|3RMIN|5AART|6VULN|7LHND|8RCR|9DMG|aASPD
572	21413 21263	   	183.79	DCR|2VULN|1AART|1ASPD|1CDMG	13FEWX|2CDMG|4ASPD|57VULN|6RCR|8LWND|9DUST|aAART
573	21233 54433	   	183.79	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG	15FEWX|2CDMG|3MDPS|4LWND|6RCR|7AART|8aVULN|9DMG
574	12136 34412	   	183.79	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1BEXP|2DUR|39AART|4DMG|5VULN|6BELT|7MBVNT|8RCR|aCDMG
575	52123 23224	 * 	183.79	DCR|2AART|1ASPD|1DMG|1NUKE|1DUR	1DUST|2DUR|39AART|4FEWX|5ASPD|6MBVNT|7DMG|8RCR|aNUKE
576	32146 23212	   	183.76	DCR|1VULN|1AART|1ASPD|1DMG|1AAC|1ZMB|1DUR	1LHND|2DUR|3AART|4ZMB|5VULN|6ERES|7RCR|8AAC|9DMG|aASPD
577	12552 32263	 * 	183.75	DCR|1MDPS|2ASPD|1VULN|1AART|1DMG|1DUR	1BEXP|2DUR|3DMG|4LWND|56ASPD|7MDPS|8VULN|9RCR|aAART
578	12652 32263	   	183.75	DCR|1MDPS|2ASPD|1VULN|1AART|1DMG|1DUR	1BEXP|2DUR|36ASPD|4LWND|5DMG|7MDPS|8VULN|9RCR|aAART
579	16532 32263	   	183.75	DCR|1MDPS|2ASPD|1AART|1VULN|1DMG|1DUR	1BEXP|2LHND|3DMG|4DUR|56ASPD|7MDPS|8VULN|9RCR|aAART
580	16632 32263	   	183.75	DCR|1MDPS|2ASPD|1AART|1VULN|1DMG|1DUR	1BEXP|2LHND|36ASPD|4DUR|5DMG|7MDPS|8VULN|9RCR|aAART
581	42313 15124	   	183.72	DCR|2VULN|2AART|1DMG|1DUR	14ERES|2TLV|3DMG|58VULN|69AART|7DUR|aRCR
582	12145 53213	   	183.71	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	1BEXP|29DUR|3AART|4ZMB|5LIT|6CDMG|7aVULN|8RCR
583	22145 53213	   	183.71	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	1FEWX|29DUR|3AART|4ZMB|5LIT|6CDMG|7aVULN|8RCR
584	32145 53213	   	183.71	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	1LHND|29DUR|3AART|4ZMB|5LIT|6CDMG|7aVULN|8RCR
585	21333 34252	   	183.70	DCR|2VULN|2CDMG|1ASPD|1DMG	13FEWX|23CDMG|3BPWR|4CGEN|56VULN|7AELBLL|8RCR|9DMG|aASPD
586	43314 23116	   	183.68	DCR|2VULN|2DMG|1AART	1aERES|2AART|38RCVC|4DMSP|5BEXP|6aVULN|7aDMG|9RCR|aBPWR
587	43316 23116	   	183.68	DCR|2VULN|2DMG|1AART	1aERES|2AART|38RCVC|4DMSP|5LWND|6aVULN|7aDMG|9RCR|aBPWR
588	63233 32123	 * 	183.67	ACR|1VULN|1AART|1ASPD|1DMG|1NUKE|1CDMG|1ZMB	1MLV|2AART|3ZMB|4VULN|5RCR|6CDMG|7DMG|8BELT|9ASPD|aNUKE
589	16122 28263	   	183.60	DCR|2VULN|1AART|1ASPD|1DMG	1BEXP|2LHND|3AART|4FEWX|5ASPD|6MBVNT|7DMG|8RCR|9aVULN
590	26122 28263	   	183.60	DCR|2VULN|1AART|1ASPD|1DMG	1FEWX|2LHND|3AART|4BEXP|5ASPD|6MBVNT|7DMG|8RCR|9aVULN
591	16111 35332	   	183.60	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	1BEXP|2LHND|3AART|4MDPS|57VULN|6CGEN|8RCR|9ASPD|aDMG
592	16111 65332	   	183.60	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	1BEXP|2LHND|3AART|4MDPS|57VULN|6AME|8RCR|9ASPD|aDMG
593	26111 35332	   	183.60	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	1FEWX|2LHND|3AART|4MDPS|57VULN|6CGEN|8RCR|9ASPD|aDMG
594	26111 65332	   	183.60	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	1FEWX|2LHND|3AART|4MDPS|57VULN|6AME|8RCR|9ASPD|aDMG
595	43336 33116	   	183.58	DCR|2VULN|2DMG|1AART	1aERES|2AART|38RCVC|4LEGI|5aVULN|6DMSP|7aDMG|9RCR|aBPWR
596	43233 32123	   	183.57	ACR|1VULN|1AART|1ASPD|1DMG|1NUKE|1CDMG|1ZMB	1ERES|2AART|3ZMB|4VULN|5RCR|6CDMG|7DMG|8BELT|9ASPD|aNUKE
597	12132 25266	 * 	183.52	DCR|2AAC|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2DUR|3AART|4DMG|5ZMB|6RCR|7VULN|8aAAC|9CDMG
598	22132 25266	   	183.52	DCR|2AAC|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2DUR|3AART|4DMG|5ZMB|6RCR|7VULN|8aAAC|9CDMG
599	63622 11332	   	183.50	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	1MLV|2AART|34VULN|5MDPS|6LHND|7DUST|8RCR|9ASPD|aDMG
600	63623 33512	   	183.50	DCR|2VULN|1AART|1ASPD|1DMG	1MLV|2AART|34VULN|5LEGI|6DUST|7LHND|8RCR|9DMG|aASPD
601	12132 22456	   	183.48	DCR|2DMG|1VULN|1AART|1ZMB|1DUR	1BEXP|2DUR|3AART|4aDMG|5ZMB|6RCR|7FEWX|8LWND|9VULN
602	12132 25632	   	183.48	DCR|2DMG|1VULN|1AART|1ZMB|1DUR	1BEXP|2DUR|3AART|49DMG|5ZMB|6RCR|7VULN|8RPLT|aDMSP
603	12132 25633	   	183.48	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1BEXP|2DUR|3AART|49DMG|5ZMB|6RCR|7VULN|8RPLT|aCGEN
604	22132 23456	   	183.48	DCR|2DMG|1VULN|1AART|1ZMB|1DUR	1FEWX|2DUR|3AART|4aDMG|5ZMB|6RCR|7LWND|8LHND|9VULN
605	22132 25632	   	183.48	DCR|2DMG|1VULN|1AART|1ZMB|1DUR	1FEWX|2DUR|3AART|49DMG|5ZMB|6RCR|7VULN|8RPLT|aDMSP
606	22132 25633	   	183.48	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1FEWX|2DUR|3AART|49DMG|5ZMB|6RCR|7VULN|8RPLT|aCGEN
607	43336 23116	   	183.48	DCR|2VULN|2DMG|1AART	16aERES|2AART|38RCVC|4LEGI|5aVULN|7aDMG|9RCR|aBPWR
608	32131 53345	   	183.48	DCR|1VULN|1AART|2CDMG|1DMG|1ZMB|1DUR	1LHND|2DUR|3AART|4DMG|5LEGI|67CDMG|8VULN|9RCR|aZMB
609	51322 21245	   	183.48	DCR|1VULN|1AART|2CDMG|1DMG|1ZMB|1DUR	13DUST|23CDMG|3BPWR|4AART|5VULN|6DMG|7DUR|8FEWX|9RCR|aZMB
610	63246 13113	   	183.43	DCR|2VULN|1AART|1DMG|1AAC|1ZMB|1RMIN	1MLV|2AART|3ZMB|4RMIN|56VULN|7DMG|8RCVC|9RCR|aAAC
611	12131 63154	   	183.40	DCR|2DMG|1VULN|1AART|1CDMG|1DUR	1BEXP|2DUR|3AART|4aDMG|5LHND|6AME|7CDMG|8VULN|9RCR
612	12133 63154	   	183.40	DCR|2DMG|1VULN|1AART|1CDMG|1DUR	1BEXP|2DUR|3AART|4aDMG|5LWND|6AME|7CDMG|8VULN|9RCR
613	22131 63154	   	183.40	DCR|2DMG|1VULN|1AART|1CDMG|1DUR	1FEWX|2DUR|3AART|4aDMG|5LHND|6AME|7CDMG|8VULN|9RCR
614	22133 63154	   	183.40	DCR|2DMG|1VULN|1AART|1CDMG|1DUR	1FEWX|2DUR|3AART|4aDMG|5LWND|6AME|7CDMG|8VULN|9RCR
615	12132 22213	   	183.38	DCR|2DMG|1VULN|1AART|1AAC|1ZMB|1DUR	1BEXP|2DUR|3AART|49DMG|5ZMB|6RCR|7FEWX|8AAC|aVULN
616	12132 23351	   	183.38	DCR|2DMG|1MDPS|1AART|1VULN|1ZMB|1DUR	1BEXP|2DUR|3AART|48DMG|5ZMB|6RCR|7MDPS|9VULN|aLHND
617	12132 23352	   	183.38	DCR|2DMG|1MDPS|1VULN|1AART|1ZMB|1DUR	1BEXP|2DUR|3AART|48DMG|5ZMB|6RCR|7MDPS|9VULN|aRPLT
618	12132 23353	   	183.38	DCR|2DMG|1MDPS|1AART|1VULN|1ZMB|1DUR	1BEXP|2DUR|3AART|48DMG|5ZMB|6RCR|7MDPS|9VULN|aCGEN
619	12132 25215	   	183.38	DCR|2DMG|1VULN|1AART|1AAC|1ZMB|1DUR	1BEXP|2DUR|3AART|49DMG|5ZMB|6RCR|7VULN|8AAC|aRPLT
620	12132 25216	   	183.38	DCR|2DMG|1VULN|1AART|1AAC|1ZMB|1DUR	1BEXP|2DUR|3AART|49DMG|5ZMB|6RCR|7VULN|8AAC|aLWND
621	12132 25636	   	183.38	DCR|2DMG|1VULN|1AART|1ZMB|1DUR	1BEXP|2DUR|3AART|49DMG|5ZMB|6RCR|7VULN|8RPLT|aDUST
622	12132 26213	   	183.38	DCR|2DMG|1VULN|1AART|1ZMB|1DUR	1BEXP|2DUR|3AART|49DMG|5ZMB|6RCR|7ERES|8LHND|aVULN
623	22132 23213	   	183.38	DCR|2DMG|1VULN|1AART|1AAC|1ZMB|1DUR	1FEWX|2DUR|3AART|49DMG|5ZMB|6RCR|7LWND|8AAC|aVULN
624	22132 24351	   	183.38	DCR|2DMG|1MDPS|1AART|1VULN|1ZMB|1DUR	1FEWX|2DUR|3AART|48DMG|5ZMB|6RCR|7MDPS|9VULN|aLHND
