0	Index      	 *	Score 	Summary	Detail	
1	23432 62224	 * 	208.88	DCR|2VULN|1MDPS|2ASPD|3CDMG|1DMG	14aCDMG|2LIT|3MDPS|5aASPD|6RCR|7DMG|8DUST|9aVULN|aBPWR
485	22211 22224	   	180.28	DCR|3VULN|1ASPD|1CDMG|1ZMB	1CDMG|2ZMB|34BEXP|5ASPD|679VULN|8CGEN|aRCR
486	26322 53224	   	180.28	DCR|3VULN|1DMG|1CDMG|1ZMB	1CDMG|2LWND|359VULN|4DMSP|6DMG|7ZMB|8CGEN|aRCR
487	22141 32134	   	180.28	DCR|3VULN|1ASPD|1CDMG|1ZMB	1CDMG|2ZMB|3AME|478VULN|5AELBLL|6BEXP|9ASPD|aRCR
488	22141 32154	   	180.28	DCR|3VULN|1DMG|1CDMG|1ZMB	1CDMG|2ZMB|3AME|478VULN|5AELBLL|6BEXP|9DMG|aRCR
489	22142 32534	   	180.28	DCR|3VULN|1ASPD|1CDMG|1ZMB	1CDMG|2ZMB|3AME|457VULN|68BEXP|9ASPD|aRCR
490	22142 34134	   	180.28	DCR|3VULN|1ASPD|1CDMG|1ZMB	1CDMG|2ZMB|37AME|458VULN|6BEXP|9ASPD|aRCR
491	22142 52224	   	180.28	DCR|3VULN|1DMG|1CDMG|1ZMB	1CDMG|2ZMB|3AME|459VULN|6DMG|7RMIN|8CGEN|aRCR
492	22142 62134	   	180.28	DCR|3VULN|1ASPD|1CDMG|1ZMB	1CDMG|2ZMB|3AME|458VULN|6MLV|7RMIN|9ASPD|aRCR
493	22143 22134	   	180.28	DCR|3VULN|1ASPD|1CDMG|1ZMB	1CDMG|2ZMB|3AME|478VULN|5RMIN|6CGEN|9ASPD|aRCR
494	22143 22154	   	180.28	DCR|3VULN|1DMG|1CDMG|1ZMB	1CDMG|2ZMB|3AME|478VULN|5RMIN|6CGEN|9DMG|aRCR
495	22143 22524	   	180.28	DCR|3VULN|1DMG|1CDMG|1ZMB	1CDMG|2ZMB|3AME|479VULN|5RMIN|6CGEN|8DMG|aRCR
496	22143 32134	   	180.28	DCR|3VULN|1ASPD|1CDMG|1ZMB	1CDMG|2ZMB|3AME|478VULN|5RMIN|6MLV|9ASPD|aRCR
497	22143 32154	   	180.28	DCR|3VULN|1DMG|1CDMG|1ZMB	1CDMG|2ZMB|3AME|478VULN|5RMIN|6MLV|9DMG|aRCR
498	22143 32524	   	180.28	DCR|3VULN|1DMG|1CDMG|1ZMB	1CDMG|2ZMB|3AME|479VULN|5RMIN|6MLV|8DMG|aRCR
499	22164 22134	   	180.28	DCR|3VULN|1ASPD|1CDMG|1ZMB	1CDMG|2ZMB|3AME|45FEWX|678VULN|9ASPD|aRCR
500	22341 32134	   	180.28	DCR|3VULN|1ASPD|1CDMG|1ZMB	1CDMG|2ZMB|3CGEN|478VULN|5AELBLL|6BEXP|9ASPD|aRCR
501	22341 32154	   	180.28	DCR|3VULN|1DMG|1CDMG|1ZMB	1CDMG|2ZMB|3CGEN|478VULN|5AELBLL|6BEXP|9DMG|aRCR
502	22342 32234	   	180.28	DCR|3VULN|1ASPD|1CDMG|1ZMB	1CDMG|2ZMB|38CGEN|457VULN|6BEXP|9ASPD|aRCR
503	22342 32254	   	180.28	DCR|3VULN|1DMG|1CDMG|1ZMB	1CDMG|2ZMB|38CGEN|457VULN|6BEXP|9DMG|aRCR
504	22342 32534	   	180.28	DCR|3VULN|1ASPD|1CDMG|1ZMB	1CDMG|2ZMB|3CGEN|457VULN|68BEXP|9ASPD|aRCR
505	22342 62134	   	180.28	DCR|3VULN|1ASPD|1CDMG|1ZMB	1CDMG|2ZMB|3CGEN|458VULN|6MLV|7RMIN|9ASPD|aRCR
506	22363 22134	   	180.28	DCR|3VULN|1ASPD|1CDMG|1ZMB	1CDMG|2ZMB|35CGEN|4FEWX|678VULN|9ASPD|aRCR
507	22364 22134	   	180.28	DCR|3VULN|1ASPD|1CDMG|1ZMB	1CDMG|2ZMB|3CGEN|45FEWX|678VULN|9ASPD|aRCR
508	66323 42232	   	180.22	DCR|3VULN|2ASPD|1DUR	1DUR|27aVULN|3RPLT|4LHND|59ASPD|6AELBLL|8RCR
509	66323 62232	   	180.22	DCR|3VULN|2ASPD|1DUR	1DUR|27aVULN|36RPLT|4LHND|59ASPD|8RCR
510	66334 22232	   	180.22	DCR|3VULN|2ASPD|1DUR	1DUR|27aVULN|3RPLT|46BEXP|59ASPD|8RCR
511	22211 22324	   	180.18	DCR|3VULN|1ASPD|1CDMG|1ZMB	1CDMG|2ZMB|34BEXP|5ASPD|679VULN|8ERES|aRCR
512	22253 43622	   	180.18	DCR|3VULN|1MDPS|1DMG|1CDMG|1ZMB	1CDMG|2ZMB|3BEXP|4MDPS|5LHND|689VULN|7DMG|aRCR
513	22266 22134	   	180.18	DCR|3VULN|1ASPD|1CDMG|1ZMB	1CDMG|2ZMB|3BEXP|4ERES|5DMSP|678VULN|9ASPD|aRCR
514	22353 22134	   	180.18	DCR|3VULN|1ASPD|1CDMG|1ZMB	1CDMG|2ZMB|35CGEN|4DUST|678VULN|9ASPD|aRCR
515	22353 22154	   	180.18	DCR|3VULN|1DMG|1CDMG|1ZMB	1CDMG|2ZMB|35CGEN|4DUST|678VULN|9DMG|aRCR
516	22534 22134	   	180.18	DCR|3VULN|1ASPD|1CDMG|1ZMB	1CDMG|2ZMB|35FEWX|4TLV|678VULN|9ASPD|aRCR
517	26322 53324	   	180.18	DCR|3VULN|1DMG|1CDMG|1ZMB	1CDMG|2LWND|359VULN|4DMSP|6DMG|7ZMB|8ERES|aRCR
518	22142 42134	   	180.18	DCR|3VULN|1ASPD|1CDMG|1ZMB	1CDMG|2ZMB|3AME|458VULN|6TLV|7RMIN|9ASPD|aRCR
519	22142 52324	   	180.18	DCR|3VULN|1DMG|1CDMG|1ZMB	1CDMG|2ZMB|3AME|459VULN|6DMG|7RMIN|8ERES|aRCR
520	22145 22134	   	180.18	DCR|3VULN|1ASPD|1CDMG|1ZMB	1CDMG|2ZMB|3AME|478VULN|5ERES|6CGEN|9ASPD|aRCR
521	22342 42134	   	180.18	DCR|3VULN|1ASPD|1CDMG|1ZMB	1CDMG|2ZMB|3CGEN|458VULN|6TLV|7RMIN|9ASPD|aRCR
522	22325 13463	   	180.15	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2ZMB|3CGEN|4MULFIG|5VULN|6LHND|7RCR|8AART|9DUR|aDMG
523	66213 34824	   	180.12	DCR|3VULN|2ASPD|1DUR	1DUR|246VULN|3MBVNT|5FEWX|79ASPD|8RCR|aLHND
524	66213 34842	   	180.12	DCR|3VULN|2ASPD|1DUR	1DUR|246VULN|3MBVNT|5FEWX|7aASPD|8RCR|9DMSP
525	22241 22134	   	180.08	DCR|3VULN|1ASPD|1CDMG|1ZMB	1CDMG|2ZMB|3BEXP|46TLV|578VULN|9ASPD|aRCR
526	22241 22154	   	180.08	DCR|3VULN|1DMG|1CDMG|1ZMB	1CDMG|2ZMB|3BEXP|46TLV|578VULN|9DMG|aRCR
527	22265 22134	   	180.08	DCR|3VULN|1ASPD|1CDMG|1ZMB	1CDMG|2ZMB|3BEXP|45ERES|678VULN|9ASPD|aRCR
528	22431 22134	   	180.08	DCR|3VULN|1ASPD|1CDMG|1ZMB	1CDMG|2ZMB|3LHND|46TLV|578VULN|9ASPD|aRCR
529	22431 22154	   	180.08	DCR|3VULN|1DMG|1CDMG|1ZMB	1CDMG|2ZMB|3LHND|46TLV|578VULN|9DMG|aRCR
530	22531 22134	   	180.08	DCR|3VULN|1ASPD|1CDMG|1ZMB	1CDMG|2ZMB|3FEWX|46TLV|578VULN|9ASPD|aRCR
531	23422 12123	   	180.07	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG	1CDMG|2LIT|3MDPS|49VULN|5LWND|6RCR|7AME|8DMG|aASPD
532	23424 12123	   	180.07	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG	1CDMG|2LIT|3MDPS|49VULN|5LHND|6RCR|7AME|8DMG|aASPD
533	31366 41111	   	180.07	DCR|2VULN|1ASPD|1DMG|1CDMG	1AME|2CGEN|3DMG|45VULN|6RCR|7DUST|8ASPD|9LIT|aCDMG
534	53323 22516	   	180.06	DCR|1SPLARM|2VULN|1AART|1DMG	1SPLARM|2AART|3DMG|4LIT|5CANSTR|6RMIN|7RCR|8CGEN|9aVULN
535	53353 26124	   	180.06	DCR|1SPLARM|2VULN|1AART|1DMG	1SPLARM|2AART|3DMG|4MBVNT|5LIT|6DMSP|7RCR|8aVULN|9CGEN
536	53353 26421	   	180.06	DCR|1SPLARM|2VULN|1AART|1DMG	1SPLARM|2AART|3DMG|4MBVNT|5LIT|6DMSP|7RCR|8FEWX|9aVULN
537	22325 23463	   	180.05	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2ZMB|3CGEN|4MULFIG|5VULN|6DUST|7RCR|8AART|9DUR|aDMG
538	22132 22445	   	180.01	DCR|3VULN|3CDMG|2ZMB	148CDMG|28ZMB|3AME|5DUST|678VULN|8BPWR|9RCR|aDMSP
539	22132 22446	   	180.01	DCR|3VULN|3CDMG|2ZMB	148CDMG|28ZMB|3AME|5DUST|678VULN|8BPWR|9RCR|aRPLT
540	22332 22345	   	180.01	DCR|3VULN|3CDMG|2ZMB	148CDMG|28ZMB|3CGEN|5DUST|678VULN|8BPWR|9RCR|aDMSP
541	22332 22346	   	180.01	DCR|3VULN|3CDMG|2ZMB	148CDMG|28ZMB|3CGEN|5DUST|678VULN|8BPWR|9RCR|aRPLT
542	22361 52342	   	180.01	DCR|3VULN|3CDMG|2ZMB	168CDMG|28ZMB|3CGEN|4FEWX|578VULN|8BPWR|9RCR|aDUST
543	24316 63212	   	179.97	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1CDMG|2DUST|37VULN|4AAC|5LIT|6RCR|8DMG|9ASPD|aLWND
544	23422 13123	   	179.97	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1AAC	1CDMG|2LIT|3MDPS|49VULN|5LWND|6RCR|7AAC|8DMG|aASPD
545	23422 14123	   	179.97	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG	1CDMG|2LIT|3MDPS|49VULN|5LWND|6RCR|7ERES|8DMG|aASPD
546	23423 12123	   	179.97	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG	1CDMG|2LIT|3MDPS|49VULN|5DUST|6RCR|7AME|8DMG|aASPD
547	23424 13123	   	179.97	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1AAC	1CDMG|2LIT|3MDPS|49VULN|5LHND|6RCR|7AAC|8DMG|aASPD
548	23424 14123	   	179.97	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG	1CDMG|2LIT|3MDPS|49VULN|5LHND|6RCR|7ERES|8DMG|aASPD
549	53322 45131	   	179.96	DCR|1SPLARM|2VULN|1AART|1DMG|1AAC	1SPLARM|2AART|3DMG|4LIT|5CGEN|6AAC|7RCR|8aVULN|9LEGI
550	53323 22436	   	179.96	DCR|1SPLARM|2VULN|1AART|1DMG	1SPLARM|2AART|3DMG|4LIT|5CANSTR|6RMIN|7RCR|8aVULN|9TLV
551	53323 32516	   	179.96	DCR|1SPLARM|2VULN|1AART|1DMG	1SPLARM|2AART|3DMG|4LIT|5CANSTR|6TLV|7RCR|8CGEN|9aVULN
552	53324 25131	   	179.96	DCR|1SPLARM|2VULN|1AART|1DMG|1AAC	1SPLARM|2AART|3DMG|4LIT|5AME|6AAC|7RCR|8aVULN|9LEGI
553	53353 26131	   	179.96	DCR|1SPLARM|2VULN|1AART|1DMG	1SPLARM|2AART|3DMG|4MBVNT|5LIT|6DMSP|7RCR|8aVULN|9LEGI
554	22132 22442	   	179.91	DCR|3VULN|3CDMG|2ZMB	148CDMG|28ZMB|3AME|5aDUST|678VULN|8BPWR|9RCR
555	22132 22443	   	179.91	DCR|3VULN|3CDMG|2ZMB	148CDMG|28ZMB|3AME|5DUST|678VULN|8BPWR|9RCR|aMBVNT
556	22132 22444	   	179.91	DCR|3VULN|3CDMG|2ZMB|1SELL	148CDMG|28ZMB|3AME|5DUST|678VULN|8BPWR|9RCR|aSELL
557	22332 22342	   	179.91	DCR|3VULN|3CDMG|2ZMB	148CDMG|28ZMB|3CGEN|5aDUST|678VULN|8BPWR|9RCR
558	22332 22343	   	179.91	DCR|3VULN|3CDMG|2ZMB	148CDMG|28ZMB|3CGEN|5DUST|678VULN|8BPWR|9RCR|aMBVNT
559	22332 22344	   	179.91	DCR|3VULN|3CDMG|2ZMB|1SELL	148CDMG|28ZMB|3CGEN|5DUST|678VULN|8BPWR|9RCR|aSELL
560	22351 52342	   	179.91	DCR|3VULN|3CDMG|2ZMB	168CDMG|28ZMB|3CGEN|4aDUST|578VULN|8BPWR|9RCR
561	22351 52343	   	179.91	DCR|3VULN|3CDMG|2ZMB	168CDMG|28ZMB|3CGEN|4DUST|578VULN|8BPWR|9RCR|aMBVNT
562	23423 13123	   	179.87	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1AAC	1CDMG|2LIT|3MDPS|49VULN|5DUST|6RCR|7AAC|8DMG|aASPD
563	23423 14123	   	179.87	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG	1CDMG|2LIT|3MDPS|49VULN|5DUST|6RCR|7ERES|8DMG|aASPD
564	26261 32152	   	179.86	ACR|4VULN|1DMG|1CDMG|1ZMB	1CDMG|2LWND|3RCR|4578VULN|6RCVC|9DMG|aZMB
565	23426 21251	 * 	179.81	DCR|2VULN|1MDPS|3CDMG|1AART	159CDMG|2LIT|3MDPS|49VULN|6RCR|7RCVC|89DUST|9BPWR|aAART
566	23434 21351	   	179.81	DCR|2VULN|1MDPS|3CDMG|1AART	149CDMG|2LIT|3MDPS|59DUST|6RCR|7RCVC|89VULN|9BPWR|aAART
567	21342 13331	   	179.79	DCR|2VULN|1AART|1NUKE|1CDMG	1CDMG|2RMIN|3CGEN|45VULN|6AART|7aFEWX|8RCR|9NUKE
568	21342 13332	   	179.79	DCR|2VULN|1AART|1NUKE|1CDMG	1CDMG|2RMIN|3CGEN|45VULN|6AART|7FEWX|8RCR|9NUKE|aRCVC
569	21342 13333	   	179.79	DCR|2VULN|1AART|1NUKE|1CDMG	1CDMG|2RMIN|3CGEN|45VULN|6AART|7FEWX|8RCR|9NUKE|aMLV
570	21342 13334	   	179.79	DCR|3VULN|1AART|1NUKE|1CDMG	1CDMG|2RMIN|3CGEN|45aVULN|6AART|7FEWX|8RCR|9NUKE
571	21342 13335	   	179.79	DCR|2VULN|1AART|1NUKE|1CDMG	1CDMG|2RMIN|3CGEN|45VULN|6AART|7FEWX|8RCR|9NUKE|aLHND
572	21342 13336	   	179.79	DCR|2VULN|1AART|1NUKE|1CDMG	1CDMG|2aRMIN|3CGEN|45VULN|6AART|7FEWX|8RCR|9NUKE
573	25342 13331	   	179.79	DCR|2VULN|1AART|1NUKE|1CDMG	1CDMG|2MLV|3CGEN|45VULN|6AART|7FEWX|8RCR|9NUKE|aBEXP
574	25342 13332	   	179.79	DCR|2VULN|1AART|1NUKE|1CDMG	1CDMG|2MLV|3aCGEN|45VULN|6AART|7FEWX|8RCR|9NUKE
575	25342 13333	   	179.79	DCR|2VULN|1AART|1NUKE|1CDMG	1CDMG|2MLV|3CGEN|45VULN|6AART|7aFEWX|8RCR|9NUKE
576	25342 13334	   	179.79	DCR|3VULN|1AART|1NUKE|1CDMG	1CDMG|2MLV|3CGEN|45aVULN|6AART|7FEWX|8RCR|9NUKE
577	25342 13335	   	179.79	DCR|2VULN|1AART|1NUKE|1CDMG	1CDMG|2MLV|3CGEN|45VULN|6AART|7FEWX|8RCR|9NUKE|aLHND
578	25342 13336	   	179.79	DCR|2VULN|1AART|1NUKE|1CDMG	1CDMG|2MLV|3CGEN|45VULN|6AART|7FEWX|8RCR|9NUKE|aRMIN
579	62223 42513	 * 	179.79	DCR|2ASPD|3ZMB|1AART|2DUR	18DUR|2MLV|348ZMB|58ASPD|6RCR|79RCVC|8BPWR|aAART
580	26231 24521	 * 	179.77	ACR|2VULN|2DMG|1ASPD|1CDMG|1DUR	1CDMG|2LWND|3RCR|4DUR|59VULN|6FEWX|7ASPD|8aDMG
581	23425 12262	   	179.66	DCR|2VULN|1MDPS|1AART|2CDMG|1DUR	19CDMG|2LIT|3MDPS|49VULN|5DUR|6RCR|7AME|89FEWX|9BPWR|aAART
582	26261 36112	   	179.66	ACR|5VULN|2CDMG|1DUR	17CDMG|27LWND|3RCR|4578aVULN|6RCVC|7BPWR|9DUR
583	25621 12147	   	179.66	DCR|2VULN|2ASPD|2CDMG	14CDMG|2MLV|3BELT|5aASPD|6MBVNT|7RCR|89VULN
584	16212 18133	   	179.66	DCR|3VULN|1ASPD|1DMG	1DUST|246VULN|3MBVNT|56CGEN|6BPWR|7RCR|8ASPD|9DMSP|aDMG
585	16212 18642	   	179.66	DCR|3VULN|1ASPD|1DMG	1DUST|246VULN|3MBVNT|56CGEN|6BPWR|7RCR|8RMIN|9DMG|aASPD
586	11316 61324	   	179.61	DCR|2VULN|2AART|1ASPD	1DUST|29LIT|3FEWX|4aAART|57VULN|6ASPD|8RCR
587	21331 53134	   	179.60	DCR|2VULN|2CDMG|1ASPD|1DMG	14CDMG|2RMIN|3CGEN|58VULN|6DMG|7AME|9ASPD|aRCR
588	25131 52134	   	179.60	DCR|2VULN|2CDMG|1ASPD|1DMG	14CDMG|2MLV|3AME|58VULN|6DMG|7RMIN|9ASPD|aRCR
589	25331 52134	   	179.60	DCR|2VULN|2CDMG|1ASPD|1DMG	14CDMG|2MLV|3CGEN|58VULN|6DMG|7RMIN|9ASPD|aRCR
590	22325 13436	   	179.59	DCR|2VULN|1AART|2CDMG|1ZMB	1aCDMG|2ZMB|3CGEN|4MULFIG|59VULN|6LHND|7RCR|8AART
591	12316 16335	   	179.56	DCR|3VULN|1AART|1CDMG	16DUST|2MLV|3LHND|456VULN|6BPWR|7RCR|8AME|9AART|aCDMG
592	16212 18336	   	179.56	DCR|3VULN|1AART|1CDMG	1DUST|246VULN|3MBVNT|56CGEN|6BPWR|7RCR|8MLV|9AART|aCDMG
593	16212 18436	   	179.56	DCR|3VULN|1AART|1CDMG	1DUST|246VULN|3MBVNT|56CGEN|6BPWR|7RCR|8AME|9AART|aCDMG
594	12316 16242	   	179.56	DCR|3VULN|1ASPD|1DMG	16DUST|2MLV|3LHND|456VULN|6BPWR|7RCR|8DMG|9ERES|aASPD
595	16212 18141	   	179.56	DCR|3VULN|1ASPD|1NUKE|1AAC	1DUST|246VULN|3MBVNT|56CGEN|6BPWR|7RCR|8ASPD|9NUKE|aAAC
596	16212 18142	   	179.56	DCR|3VULN|2ASPD|1NUKE	1DUST|246VULN|3MBVNT|56CGEN|6BPWR|7RCR|8aASPD|9NUKE
597	16212 18143	   	179.56	DCR|3VULN|1ASPD|1NUKE|1DUR	1DUST|246VULN|3MBVNT|56CGEN|6BPWR|7RCR|8ASPD|9NUKE|aDUR
598	16212 18144	   	179.56	DCR|3VULN|1ASPD|1NUKE	1DUST|246VULN|3MBVNT|56CGEN|6BPWR|7RCR|8ASPD|9NUKE|aFEWX
599	16212 18145	   	179.56	DCR|3VULN|1ASPD|1NUKE	1DUST|246VULN|3MBVNT|56aCGEN|6BPWR|7RCR|8ASPD|9NUKE
600	16212 18146	   	179.56	DCR|3VULN|1NUKE|1ASPD	1DUST|246VULN|3MBVNT|56CGEN|6BPWR|7RCR|8ASPD|9NUKE|aLHND
601	16212 18147	   	179.56	DCR|3VULN|1ASPD|1NUKE	1DUST|246VULN|3MBVNT|56CGEN|6BPWR|7RCR|8ASPD|9NUKE|aRMIN
602	16212 18148	   	179.56	DCR|3VULN|1ASPD|1NUKE	1DUST|246VULN|3MBVNT|56CGEN|6BPWR|7RCR|8ASPD|9NUKE|aBEXP
603	16212 18163	   	179.56	DCR|3VULN|1ASPD|1DMG	19DUST|246VULN|3MBVNT|56CGEN|6BPWR|7RCR|8ASPD|aDMG
604	16212 18241	   	179.56	DCR|3VULN|1DMG|1NUKE|1AAC	1DUST|246VULN|3MBVNT|56CGEN|6BPWR|7RCR|8DMG|9NUKE|aAAC
605	16212 18242	   	179.56	DCR|3VULN|1ASPD|1DMG|1NUKE	1DUST|246VULN|3MBVNT|56CGEN|6BPWR|7RCR|8DMG|9NUKE|aASPD
606	16212 18243	   	179.56	DCR|3VULN|1DMG|1NUKE	1DUST|246VULN|3MBVNT|56CGEN|6BPWR|7RCR|8DMG|9NUKE|aLWND
607	16212 18244	   	179.56	DCR|3VULN|1DMG|1NUKE|1DUR	1DUST|246VULN|3MBVNT|56CGEN|6BPWR|7RCR|8DMG|9NUKE|aDUR
608	16212 18245	   	179.56	DCR|3VULN|1DMG|1NUKE	1DUST|246VULN|3MBVNT|56aCGEN|6BPWR|7RCR|8DMG|9NUKE
609	16212 18246	   	179.56	DCR|3VULN|1NUKE|1DMG	1DUST|246VULN|3MBVNT|56CGEN|6BPWR|7RCR|8DMG|9NUKE|aLHND
610	16212 18247	   	179.56	DCR|3VULN|1DMG|1NUKE	1DUST|246VULN|3MBVNT|56CGEN|6BPWR|7RCR|8DMG|9NUKE|aRMIN
611	16212 18248	   	179.56	DCR|3VULN|1DMG|1NUKE	1DUST|246VULN|3MBVNT|56CGEN|6BPWR|7RCR|8DMG|9NUKE|aBEXP
612	16212 18252	   	179.56	DCR|3VULN|1ASPD|1DMG	1DUST|246VULN|3MBVNT|56CGEN|6BPWR|7RCR|8DMG|9ERES|aASPD
613	16212 58133	   	179.56	DCR|3VULN|1ASPD|1DMG	1DUST|246VULN|3MBVNT|5CGEN|7RCR|8ASPD|9DMSP|aDMG
614	22631 41532	   	179.55	DCR|1VULN|1ASPD|1DMG|1NUKE|1CDMG|2ZMB|1DUR	1CDMG|24ZMB|3BELT|5ASPD|6NUKE|7RCR|8VULN|9DUR|aDMG
615	22631 61532	   	179.55	DCR|1VULN|1ASPD|1DMG|1CDMG|2ZMB|1DUR	1CDMG|24ZMB|3BELT|5ASPD|6ERES|7RCR|8VULN|9DUR|aDMG
616	31366 42232	   	179.55	DCR|3VULN|1DMG|1CDMG	1AME|2CGEN|3DMG|45aVULN|6RCR|7RCVC|8CDMG|9RMIN
617	26261 12113	   	179.52	ACR|4VULN|1AART|1CDMG|1DUR	1CDMG|26LWND|3RCR|4578VULN|9DUR|aAART
618	21131 54134	   	179.50	DCR|2VULN|2CDMG|1ASPD|1DMG	14CDMG|2RMIN|3AME|58VULN|6DMG|7ERES|9ASPD|aRCR
619	21133 63134	   	179.50	DCR|2VULN|2CDMG|1ASPD|1DMG	14CDMG|2RMIN|3AME|5DMG|6ERES|78VULN|9ASPD|aRCR
620	21331 54134	   	179.50	DCR|2VULN|2CDMG|1ASPD|1DMG	14CDMG|2RMIN|3CGEN|58VULN|6DMG|7ERES|9ASPD|aRCR
621	25133 63134	   	179.50	DCR|2VULN|2CDMG|1ASPD|1DMG	14CDMG|2MLV|3AME|5DMG|6ERES|78VULN|9ASPD|aRCR
622	22325 23436	   	179.49	DCR|2VULN|1AART|2CDMG|1ZMB	1aCDMG|2ZMB|3CGEN|4MULFIG|59VULN|6DUST|7RCR|8AART
623	21143 32335	   	179.46	DCR|3VULN|1MDPS|1AART|1CDMG	1CDMG|2RMIN|3AME|48aVULN|5MDPS|6MSLFST|7RCR|9AART
624	16212 58141	   	179.46	DCR|3VULN|1ASPD|1NUKE|1AAC	1DUST|246VULN|3MBVNT|5CGEN|7RCR|8ASPD|9NUKE|aAAC
625	16212 58142	   	179.46	DCR|3VULN|2ASPD|1NUKE	1DUST|246VULN|3MBVNT|5CGEN|7RCR|8aASPD|9NUKE
626	16212 58143	   	179.46	DCR|3VULN|1ASPD|1NUKE|1DUR	1DUST|246VULN|3MBVNT|5CGEN|7RCR|8ASPD|9NUKE|aDUR
627	16212 58144	   	179.46	DCR|3VULN|1ASPD|1NUKE	1DUST|246VULN|3MBVNT|5CGEN|7RCR|8ASPD|9NUKE|aFEWX
628	16212 58241	   	179.46	DCR|3VULN|1NUKE|1DMG|1AAC	1DUST|246VULN|3MBVNT|5CGEN|7RCR|8DMG|9NUKE|aAAC
629	16212 58242	   	179.46	DCR|3VULN|1NUKE|1ASPD|1DMG	1DUST|246VULN|3MBVNT|5CGEN|7RCR|8DMG|9NUKE|aASPD
630	16212 58243	   	179.46	DCR|3VULN|1DMG|1NUKE	1DUST|246VULN|3MBVNT|5CGEN|7RCR|8DMG|9NUKE|aLWND
631	16212 58244	   	179.46	DCR|3VULN|1NUKE|1DMG|1DUR	1DUST|246VULN|3MBVNT|5CGEN|7RCR|8DMG|9NUKE|aDUR
632	31366 42221	   	179.45	DCR|3VULN|1DMG|1CDMG	1AME|2CGEN|3DMG|459VULN|6RCR|7RCVC|8CDMG|aERES
633	53541 11212	   	179.44	DCR|3VULN|1SPLARM|1MDPS|1AART	1SPLARM|2AART|3CGEN|49RCVC|5MDPS|67aVULN|8RCR
634	26231 53613	 * 	179.41	ACR|2VULN|2DMG|1MDPS|1CDMG|1ZMB|1DUR	1CDMG|2LWND|3RCR|4DUR|59VULN|68DMG|7ZMB|aMDPS
635	22142 32411	   	179.36	DCR|3VULN|2CDMG|2ZMB|1DUR	18CDMG|28ZMB|3AME|457VULN|68BEXP|8BPWR|9DUR|aRCR
636	22164 22411	   	179.36	DCR|3VULN|2CDMG|2ZMB|1DUR	18CDMG|28ZMB|3AME|45FEWX|678VULN|8BPWR|9DUR|aRCR
637	22342 32311	   	179.36	DCR|3VULN|2CDMG|2ZMB|1DUR	18CDMG|28ZMB|3CGEN|457VULN|68BEXP|8BPWR|9DUR|aRCR
638	22363 22311	   	179.36	DCR|3VULN|2CDMG|2ZMB|1DUR	18CDMG|28ZMB|35CGEN|4FEWX|678VULN|8BPWR|9DUR|aRCR
639	22364 22311	   	179.36	DCR|3VULN|2CDMG|2ZMB|1DUR	18CDMG|28ZMB|3CGEN|45FEWX|678VULN|8BPWR|9DUR|aRCR
640	31364 42232	   	179.30	DCR|2VULN|2DMG|1CDMG	1AME|2CGEN|35DMG|4aVULN|6RCR|7RCVC|8CDMG|9RMIN
641	66132 16133	   	179.29	DCR|2VULN|1AART|1ASPD|2DUR	1aDUR|26VULN|3AELBLL|4LHND|56CGEN|6BPWR|7RCR|8ASPD|9AART
642	66132 16233	   	179.29	DCR|2VULN|1AART|1DMG|2DUR	1aDUR|26VULN|3AELBLL|4LHND|56CGEN|6BPWR|7RCR|8DMG|9AART
643	22266 22411	   	179.26	DCR|3VULN|2CDMG|2ZMB|1DUR	18CDMG|28ZMB|3BEXP|4ERES|5DMSP|678VULN|8BPWR|9DUR|aRCR
644	22353 22311	   	179.26	DCR|3VULN|2CDMG|2ZMB|1DUR	18CDMG|28ZMB|35CGEN|4DUST|678VULN|8BPWR|9DUR|aRCR
645	22534 22411	   	179.26	DCR|3VULN|2CDMG|2ZMB|1DUR	18CDMG|28ZMB|35FEWX|4TLV|678VULN|8BPWR|9DUR|aRCR
646	62221 22224	   	179.21	DCR|2VULN|1DMG|1CDMG|2DUR|2ZMB	16DUR|2MLV|34ZMB|59VULN|7DMG|8CDMG|aRCR
647	31364 42221	   	179.20	DCR|2VULN|2DMG|1CDMG	1AME|2CGEN|35DMG|49VULN|6RCR|7RCVC|8CDMG|aERES
648	66132 36133	   	179.19	DCR|2VULN|1AART|1ASPD|2DUR	1aDUR|26VULN|3AELBLL|4LHND|5CGEN|7RCR|8ASPD|9AART
649	66132 36233	   	179.19	DCR|2VULN|1AART|1DMG|2DUR	1aDUR|26VULN|3AELBLL|4LHND|5CGEN|7RCR|8DMG|9AART
