0	Index      	 *	Score 	Summary	Detail	
1	25531 31336	 * 	192.73	ACR|3DMG|2VULN|2AART	1LEGI|27VULN|3RCR|47aDMG|5BELT|68AART|7BPWR|9CGEN
504	25163 21115	   	166.51	DCR|2VULN|2DMG|1AART	1LEGI|2aVULN|3RPLT|4AART|5aDMG|6RCR|79aFEWX|8RCVC|aBPWR
505	25424 31111	   	166.51	DCR|2VULN|2AART|1DMG|1DUR	1LEGI|24VULN|3DMG|59AART|6RCR|7BEXP|8DUR|aLIT
506	25424 31113	   	166.51	DCR|2AART|2VULN|1DMG|1DUR	1LEGI|24VULN|3DMG|59AART|6RCR|7BEXP|8DUR|aLWND
507	25424 33111	   	166.51	DCR|2VULN|2AART|1DMG|1DUR	1LEGI|24VULN|3DMG|59AART|6RCR|7LHND|8DUR|aLIT
508	25424 33113	   	166.51	DCR|2AART|2VULN|1DMG|1DUR	1LEGI|24VULN|3DMG|59AART|6RCR|7LHND|8DUR|aLWND
509	12532 36221	   	166.49	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|26VULN|3RCR|4DMG|5AART|7ASPD|8LHND|9ZMB|aLIT
510	12532 36223	   	166.49	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|26VULN|3RCR|4DMG|5AART|7ASPD|8LHND|9ZMB|aLWND
511	12532 36225	   	166.49	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|26VULN|3RCR|4DMG|5AART|7ASPD|8LHND|9ZMB|aFEWX
512	12532 36321	   	166.49	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|26VULN|3RCR|4DMG|5AART|7ASPD|8BEXP|9ZMB|aLIT
513	12532 36323	   	166.49	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|26VULN|3RCR|4DMG|5AART|7ASPD|8BEXP|9ZMB|aLWND
514	12532 36325	   	166.49	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|26VULN|3RCR|4DMG|5AART|7ASPD|8BEXP|9ZMB|aBELT
515	12532 36326	   	166.49	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|26VULN|3RCR|4DMG|5AART|7ASPD|8BEXP|9ZMB|aDMSP
516	12532 36531	   	166.49	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|26VULN|3RCR|4DMG|5AART|7ASPD|8DMSP|9ZMB|aLHND
517	12532 36532	   	166.49	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|26VULN|3RCR|4DMG|5AART|7ASPD|8DMSP|9ZMB|aBEXP
518	12532 52221	   	166.49	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUST|2VULN|3RCR|48DMG|5AART|6DUR|7CGEN|9ZMB|aLIT
519	12532 52223	   	166.49	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUST|2VULN|3RCR|48DMG|5AART|6DUR|7CGEN|9ZMB|aLWND
520	12532 52225	   	166.49	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUST|2VULN|3RCR|48DMG|5AART|6DUR|7CGEN|9ZMB|aFEWX
521	12532 52421	   	166.49	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUST|28VULN|3RCR|4DMG|5AART|6DUR|7CGEN|9ZMB|aLIT
522	12532 52423	   	166.49	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUST|28VULN|3RCR|4DMG|5AART|6DUR|7CGEN|9ZMB|aLWND
523	13532 33636	   	166.49	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUST|2LHND|3RCR|4DMG|5AART|6aVULN|7DUR|8BELT|9ZMB
524	13532 52511	   	166.49	ACR|2DMG|1AART|2CDMG|1ZMB|1DUR	19DUST|2LHND|3RCR|49DMG|5AART|6DUR|7CGEN|89CDMG|9BPWR|aZMB
525	21532 36333	   	166.49	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1LEGI|2LHND|3RCR|49DMG|5AART|6DUR|7LIT|8ZMB|aVULN
526	25532 32221	   	166.49	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1LEGI|2VULN|3RCR|48DMG|5AART|6DUR|7CGEN|9ZMB|aLIT
527	25532 32223	   	166.49	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1LEGI|2VULN|3RCR|48DMG|5AART|6DUR|7CGEN|9ZMB|aLWND
528	25532 32225	   	166.49	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1LEGI|2VULN|3RCR|48DMG|5AART|6DUR|7CGEN|9ZMB|aFEWX
529	25532 32226	   	166.49	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1LEGI|2VULN|3RCR|48DMG|5AART|6DUR|7CGEN|9ZMB|aDMSP
530	25532 32421	   	166.49	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1LEGI|28VULN|3RCR|4DMG|5AART|6DUR|7CGEN|9ZMB|aLIT
531	25532 32423	   	166.49	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1LEGI|28VULN|3RCR|4DMG|5AART|6DUR|7CGEN|9ZMB|aLWND
532	42223 52612	   	166.48	ACR|2VULN|2AART|1CDMG|1ZMB	1RCVC|2RCR|3LWND|48VULN|5ZMB|6aAART|7CGEN|9CDMG
533	42331 23331	   	166.48	ACR|2VULN|2AART|1CDMG|1ZMB	1RCVC|2RCR|3MLV|4CDMG|59VULN|67AART|8ZMB|aFEWX
534	42331 23336	   	166.48	ACR|2VULN|2AART|1CDMG|1ZMB	1RCVC|2RCR|3MLV|4CDMG|59VULN|67AART|8ZMB|aLWND
535	42331 23344	   	166.48	ACR|2VULN|2AART|1CDMG|1ZMB	1RCVC|2RCR|3MLV|4CDMG|5aVULN|67AART|8ZMB|9RMIN
536	42331 23354	   	166.48	ACR|2VULN|2AART|1CDMG|1ZMB	1RCVC|2RCR|3MLV|4CDMG|5aVULN|67AART|8ZMB|9CGEN
537	42621 52233	   	166.48	ACR|4VULN|1AART|1DUR	1RCVC|2RCR|348aVULN|5MLV|6CGEN|7AART|9DUR
538	12111 35712	   	166.42	DCR|3VULN|1AART|1DMG|1DUR	1DUST|26aVULN|3RPLT|4MBVNT|5DUR|7RCR|8AART|9DMG
539	12112 75712	   	166.42	DCR|3VULN|1AART|1DMG|1DUR	1DUST|25aVULN|3RPLT|4MBVNT|6DUR|7RCR|8AART|9DMG
540	25424 31112	   	166.41	DCR|2VULN|2AART|1DMG|1DUR	1LEGI|24VULN|3DMG|59AART|6RCR|7BEXP|8DUR|aERES
541	25424 33112	   	166.41	DCR|2VULN|2AART|1DMG|1DUR	1LEGI|24VULN|3DMG|59AART|6RCR|7LHND|8DUR|aERES
542	21262 62263	 * 	166.41	DCR|2VULN|2DMG|2CDMG|1DUR	1LEGI|2LHND|3aCDMG|45VULN|6RCR|7DUR|89DMG
543	12532 34311	   	166.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUST|26VULN|3RCR|4DMG|5AART|7LSRHEA|8DUR|9FEWX|aZMB
544	12532 34341	   	166.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUST|26VULN|3RCR|4DMG|5AART|7LSRHEA|8DUR|9LHND|aZMB
545	12532 34351	   	166.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUST|26VULN|3RCR|4DMG|5AART|7LSRHEA|8DUR|9LWND|aZMB
546	12532 36222	   	166.39	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|26VULN|3RCR|4DMG|5AART|7ASPD|8LHND|9ZMB|aERES
547	12532 36226	   	166.39	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|26VULN|3RCR|4DMG|5AART|7ASPD|8LHND|9ZMB|aLEGI
548	12532 36322	   	166.39	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|26VULN|3RCR|4DMG|5AART|7ASPD|8BEXP|9ZMB|aERES
549	13532 36344	   	166.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUST|2LHND|3RCR|4DMG|5AART|68VULN|7MBVNT|9DUR|aZMB
550	16532 36344	   	166.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUST|2LWND|3RCR|4DMG|5AART|68VULN|7MBVNT|9DUR|aZMB
551	12532 23221	   	166.39	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUST|2VULN|3RCR|48DMG|5AART|6ERES|7DUR|9ZMB|aLIT
552	12532 23223	   	166.39	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUST|2VULN|3RCR|48DMG|5AART|6ERES|7DUR|9ZMB|aFEWX
553	12532 23226	   	166.39	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUST|2VULN|3RCR|48DMG|5AART|6ERES|7DUR|9ZMB|aBEXP
554	12532 23421	   	166.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUST|28VULN|3RCR|4DMG|5AART|6ERES|7DUR|9ZMB|aLIT
555	12532 23423	   	166.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUST|28VULN|3RCR|4DMG|5AART|6ERES|7DUR|9ZMB|aFEWX
556	12532 23426	   	166.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUST|28VULN|3RCR|4DMG|5AART|6ERES|7DUR|9ZMB|aBEXP
557	12532 23663	   	166.39	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUST|2VULN|3RCR|4aDMG|5AART|6ERES|7DUR|8FEWX|9ZMB
558	12532 52222	   	166.39	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUST|2VULN|3RCR|48DMG|5AART|6DUR|7CGEN|9ZMB|aERES
559	12532 52226	   	166.39	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUST|2VULN|3RCR|48DMG|5AART|6DUR|7CGEN|9ZMB|aLEGI
560	12532 52422	   	166.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUST|28VULN|3RCR|4DMG|5AART|6DUR|7CGEN|9ZMB|aERES
561	13532 23511	   	166.39	ACR|2DMG|1AART|2CDMG|1ZMB|1DUR	19DUST|2LHND|3RCR|49DMG|5AART|6ERES|7DUR|89CDMG|9BPWR|aZMB
562	13532 36744	   	166.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUST|2LHND|3RCR|4DMG|5AART|69VULN|7MBVNT|8DUR|aZMB
563	16532 23511	   	166.39	ACR|2DMG|1AART|2CDMG|1ZMB|1DUR	19DUST|2LWND|3RCR|49DMG|5AART|6ERES|7DUR|89CDMG|9BPWR|aZMB
564	25532 32222	   	166.39	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1LEGI|2VULN|3RCR|48DMG|5AART|6DUR|7CGEN|9ZMB|aERES
565	25532 32422	   	166.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1LEGI|28VULN|3RCR|4DMG|5AART|6DUR|7CGEN|9ZMB|aERES
566	42331 23314	   	166.38	ACR|2VULN|2AART|1CDMG|1ZMB	1RCVC|2RCR|3MLV|4CDMG|5aVULN|67AART|8ZMB|9ERES
567	42331 23333	   	166.38	ACR|2VULN|2AART|1CDMG|1ZMB	1RCVC|2RCR|3MLV|4CDMG|59VULN|67AART|8ZMB|aTLV
568	42331 23335	   	166.38	ACR|2VULN|2AART|1CDMG|1ZMB	1RCVC|2RCR|3MLV|4CDMG|59VULN|67AART|8ZMB|aDUST
569	12532 34211	   	166.29	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUST|26VULN|3RCR|4DMG|5AART|7LSRHEA|8TLV|9DUR|aZMB
570	12532 36641	   	166.29	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|26VULN|3RCR|4DMG|5AART|7ASPD|8MBVNT|9LSRHEA|aZMB
571	25532 16344	   	166.29	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1LEGI|28VULN|3RCR|4DMG|5AART|6DUST|7MBVNT|9DUR|aZMB
572	12532 23222	   	166.29	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUST|2VULN|3RCR|48DMG|5AART|6aERES|7DUR|9ZMB
573	12532 23225	   	166.29	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1aDUST|2VULN|3RCR|48DMG|5AART|6ERES|7DUR|9ZMB
574	12532 23422	   	166.29	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUST|28VULN|3RCR|4DMG|5AART|6aERES|7DUR|9ZMB
575	12532 23425	   	166.29	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1aDUST|28VULN|3RCR|4DMG|5AART|6ERES|7DUR|9ZMB
576	42651 31434	   	166.28	ACR|3VULN|1DMG|1CDMG|2DUR	1RCVC|2RCR|378VULN|4CDMG|5DMG|6MBVNT|9aDUR
577	12342 54211	   	166.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUST|2VULN|3BASHEA|4CDMG|5AART|6aDMG|7RCR|8CGEN|9DUR
578	12342 54212	   	166.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2aVULN|3BASHEA|4CDMG|5AART|6DMG|7RCR|8CGEN|9DUR
579	42222 54214	   	166.20	ACR|3VULN|1AART|1DMG	1RCVC|2RCR|37LWND|47aVULN|57CGEN|6AART|7BPWR|8DMG|9MBVNT
580	12534 23214	   	166.13	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1DUST|2VULN|3RCR|48DMG|5LWND|6ASPD|7CDMG|9RCVC|aAART
581	12534 23522	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|29VULN|3RCR|4DMG|5LWND|6ASPD|7CDMG|8BELT|aAART
582	25534 23213	   	166.13	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LEGI|2VULN|3RCR|48DMG|5LWND|6ASPD|7CDMG|9RCVC|aAART
583	12532 31462	   	166.13	ACR|2VULN|2DMG|1AART	1DUST|26VULN|3RCR|4aDMG|5AART|7BEXP|89LIT
584	12532 32246	   	166.13	ACR|2VULN|2DMG|1AART	1DUST|26VULN|3RCR|4aDMG|5AART|7CGEN|8LHND|9BELT
585	12532 32642	   	166.13	ACR|2VULN|2DMG|1AART	19DUST|26VULN|3RCR|49DMG|5AART|79CGEN|8MBVNT|9BPWR|aBEXP
586	12532 32645	   	166.13	ACR|2VULN|2DMG|1AART	19DUST|26VULN|3RCR|49DMG|5AART|79CGEN|8MBVNT|9BPWR|aMLV
587	12532 32647	   	166.13	ACR|2VULN|2DMG|1AART	19DUST|26VULN|3RCR|49DMG|5AART|79CGEN|8MBVNT|9BPWR|aRCVC
588	12532 32648	   	166.13	ACR|2VULN|2DMG|1AART	19DUST|26VULN|3RCR|49DMG|5AART|79CGEN|8MBVNT|9BPWR|aLWND
589	12532 43642	   	166.13	ACR|2VULN|2DMG|1AART	19DUST|27VULN|3RCR|49DMG|5AART|69CGEN|8MBVNT|9BPWR|aBEXP
590	13532 22551	   	166.13	ACR|2VULN|2DMG|1AART	19DUST|2LHND|3RCR|49DMG|5AART|6ERES|7CGEN|89VULN|9BPWR|aLIT
591	13532 22553	   	166.13	ACR|2VULN|2DMG|1AART	19DUST|2LHND|3RCR|49DMG|5AART|6ERES|7CGEN|89VULN|9BPWR|aFEWX
592	25522 22251	   	166.13	ACR|2VULN|2DMG|1AART	1LEGI|29VULN|3RCR|49ERES|5AART|6LHND|7CGEN|89DMG|9BPWR|aLIT
593	25522 22253	   	166.13	ACR|2VULN|2DMG|1AART	1LEGI|29VULN|3RCR|49ERES|5AART|6LHND|7CGEN|89DMG|9BPWR|aFEWX
594	42621 22126	   	166.10	ACR|3VULN|1AART|1DMG	1RCVC|2RCR|348VULN|59MLV|6AART|7FEWX|aDMG
595	42621 23113	   	166.10	ACR|3VULN|1AART|1DMG	1RCVC|2RCR|348VULN|5MLV|6AART|7LHND|9FEWX|aDMG
596	15452 23333	 * 	166.07	DCR|2AART|1VULN|1DMG|2ZMB|2DUR	1DUST|24AART|3DMG|59ZMB|67DUR|8RCR|aVULN
597	62332 22641	   	166.07	DCR|3DMG|2VULN|1ZMB	1AIRHEL|2LEGI|347DMG|5MGNSTR|6RCR|8aVULN|9ZMB
598	12511 32354	   	166.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	18DUST|26VULN|3RCR|4RPLT|5DUR|7DMG|9CDMG|aAART
599	21535 33262	   	166.03	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LEGI|2LHND|3RCR|49DMG|5ERES|6CDMG|7ASPD|8VULN|aAART
600	12532 31452	   	166.03	ACR|2VULN|2DMG|1AART	19DUST|26VULN|3RCR|4aDMG|5AART|7BEXP|8LIT
601	12532 32646	   	166.03	ACR|2VULN|2DMG|1AART	19DUST|26VULN|3RCR|49DMG|5AART|79CGEN|8MBVNT|9BPWR|aERES
602	12532 32681	   	166.03	ACR|2VULN|2DMG|1AART	1DUST|26VULN|3RCR|4aDMG|5AART|7CGEN|8MBVNT|9RPLT
603	12532 33246	   	166.03	ACR|2VULN|2DMG|1AART	1DUST|26VULN|3RCR|4aDMG|5AART|7LHND|8TLV|9BELT
604	13532 22552	   	166.03	ACR|2VULN|2DMG|1AART	19DUST|2LHND|3RCR|49DMG|5AART|6aERES|7CGEN|89VULN|9BPWR
605	13532 24262	   	166.03	ACR|2VULN|2DMG|1AART	1DUST|2LHND|3RCR|48DMG|5AART|6ERES|79VULN|aBEXP
606	13532 31246	   	166.03	ACR|2VULN|2DMG|1AART	1DUST|2LHND|3RCR|4aDMG|5AART|67VULN|8TLV|9BELT
607	13532 36382	   	166.03	ACR|2VULN|2DMG|1AART	1DUST|2LHND|3RCR|4aDMG|5AART|68VULN|7MBVNT|9LIT
608	21532 11661	   	166.03	ACR|2VULN|2DMG|1AART	1LEGI|2LHND|3RCR|4aDMG|5AART|6DUST|79VULN|8BELT
609	25522 22252	   	166.03	ACR|2VULN|2DMG|1AART	1LEGI|29VULN|3RCR|49aERES|5AART|6LHND|7CGEN|89DMG|9BPWR
610	25532 12351	   	166.03	ACR|2VULN|2DMG|1AART	1LEGI|29VULN|3RCR|49DMG|5AART|6DUST|7CGEN|89ERES|9BPWR|aLIT
611	25532 12353	   	166.03	ACR|2VULN|2DMG|1AART	1LEGI|29VULN|3RCR|49DMG|5AART|6DUST|7CGEN|89ERES|9BPWR|aFEWX
612	42621 22214	   	166.00	ACR|3VULN|1AART|1DMG	1RCVC|2RCR|34aVULN|5MLV|6AART|7FEWX|8DMG|9MBVNT
613	42621 23123	   	166.00	ACR|3VULN|1AART|1DMG	1RCVC|2RCR|348VULN|5MLV|6AART|7LHND|9DUST|aDMG
614	42621 23214	   	166.00	ACR|3VULN|1AART|1DMG	1RCVC|2RCR|34aVULN|5MLV|6AART|7LHND|8DMG|9MBVNT
615	12532 24642	   	165.93	ACR|2VULN|2DMG|1AART	19DUST|27VULN|3RCR|49DMG|5AART|69ERES|8MBVNT|9BPWR|aBEXP
616	13532 21355	   	165.93	ACR|2VULN|2DMG|1AART	1aDUST|2LHND|3RCR|4aDMG|5AART|679ERES|8aVULN|aBPWR
617	25532 12352	   	165.93	ACR|2VULN|2DMG|1AART	1LEGI|29VULN|3RCR|49DMG|5AART|6DUST|7CGEN|89aERES|9BPWR
618	42623 26333	   	165.88	ACR|4VULN|1AART|1DUR	1RCVC|2RCR|347aVULN|5LWND|6DMSP|8AART|9DUR
619	15243 12132	   	165.82	DCR|4VULN|1AART|1CDMG|1SELL	1DUST|2AART|358aVULN|4SELL|6CDMG|7LHND|9RCR
620	42521 14221	   	165.79	ACR|2VULN|1AART|1DMG|1CDMG	1RCVC|2RCR|3AART|4ERES|5DMSP|68VULN|7DMG|9CDMG|aFEWX
621	42541 32122	   	165.79	ACR|2VULN|1AART|1DMG|1CDMG	17RCVC|2RCR|3AART|4CANSTR|5LHND|6CDMG|8DMG|9aVULN
622	15432 21142	   	165.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2AART|3DMG|4BEXP|5DUR|6LHND|7aVULN|8RCR|9CDMG
623	21262 62234	   	165.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LEGI|2LHND|3CDMG|45VULN|6RCR|7DUR|8DMG|9LIT|aAART
624	42521 14223	   	165.69	ACR|2VULN|1AART|1DMG|1CDMG	1RCVC|2RCR|3AART|4ERES|5DMSP|68VULN|7DMG|9CDMG|aTLV
625	42523 14221	   	165.69	ACR|2VULN|1AART|1DMG|1CDMG	1RCVC|2RCR|3AART|45ERES|5BPWR|68VULN|7DMG|9CDMG|aFEWX
626	42233 24251	   	165.65	ACR|1AART|1DMG|1VULN|1FLTHEA|1ZMB|1DUR	1RCVC|2RCR|3LWND|4AART|5DUR|6FEWX|7VULN|8DMG|9FLTHEA|aZMB
627	42233 33251	   	165.65	ACR|1AART|1DMG|1VULN|1FLTHEA|1ZMB|1DUR	1RCVC|2RCR|3LWND|4AART|5DUR|6BEXP|7VULN|8DMG|9FLTHEA|aZMB
628	25531 31121	   	165.63	ACR|2VULN|2DMG|1AART	1LEGI|27VULN|3RCR|47DMG|5BELT|6AART|7BPWR|8LIT|9RPLT|aBEXP
629	25531 31123	   	165.63	ACR|2VULN|2DMG|1AART	1LEGI|27VULN|3RCR|47DMG|5BELT|6AART|7BPWR|8LIT|9RPLT|aLWND
630	25531 31132	   	165.63	ACR|2VULN|2DMG|1AART	1LEGI|27VULN|3RCR|47DMG|59BELT|6AART|7BPWR|8LIT|aFEWX
631	25531 31134	   	165.63	ACR|2VULN|2DMG|1AART	1LEGI|27VULN|3RCR|47DMG|59BELT|6AART|7BPWR|8LIT|aDMSP
632	25531 31151	   	165.63	ACR|2VULN|2DMG|1AART	1LEGI|27VULN|3RCR|47DMG|5BELT|6AART|7BPWR|8LIT|9BEXP|aCGEN
633	25531 31152	   	165.63	ACR|2VULN|2DMG|1AART	1LEGI|27VULN|3RCR|47DMG|5BELT|6AART|7BPWR|8LIT|9aBEXP
634	25531 31163	   	165.63	ACR|2VULN|2DMG|1AART	1LEGI|27VULN|3RCR|47DMG|5BELT|6AART|7BPWR|8LIT|9CGEN|aMLV
635	25531 31411	   	165.63	ACR|2VULN|2DMG|1AART	1LEGI|27VULN|3RCR|47DMG|5BELT|6AART|7BPWR|8BEXP|9LIT|aCGEN
636	25531 31412	   	165.63	ACR|2VULN|2DMG|1AART	1LEGI|27VULN|3RCR|47DMG|5BELT|6AART|7BPWR|8aBEXP|9LIT
637	25531 31422	   	165.63	ACR|2VULN|2DMG|1AART	1LEGI|27VULN|3RCR|47DMG|5BELT|6AART|7BPWR|8BEXP|9FEWX|aLHND
638	25531 31423	   	165.63	ACR|2VULN|2DMG|1AART	1LEGI|27VULN|3RCR|47DMG|5BELT|6AART|7BPWR|8BEXP|9FEWX|aCGEN
639	25531 31511	   	165.63	ACR|2VULN|2DMG|1AART	1LEGI|27VULN|3RCR|47DMG|5BELT|6AART|7BPWR|8LWND|9LIT|aCGEN
640	25531 31512	   	165.63	ACR|2VULN|2DMG|1AART	1LEGI|27VULN|3RCR|47DMG|5BELT|6AART|7BPWR|8LWND|9LIT|aBEXP
641	25531 31513	   	165.63	ACR|2VULN|2DMG|1AART	1LEGI|27VULN|3RCR|47DMG|5BELT|6AART|7BPWR|8aLWND|9LIT
642	25531 31522	   	165.63	ACR|2VULN|2DMG|1AART	1LEGI|27VULN|3RCR|47DMG|5BELT|6AART|7BPWR|8LWND|9FEWX|aLHND
643	25531 31523	   	165.63	ACR|2VULN|2DMG|1AART	1LEGI|27VULN|3RCR|47DMG|5BELT|6AART|7BPWR|8LWND|9FEWX|aCGEN
644	21534 53112	   	165.63	ACR|2VULN|2DMG|1AART	1LEGI|2579LHND|3RCR|45DMG|5BPWR|6AART|8aVULN
645	15261 35112	 * 	165.61	DCR|3VULN|2AART|1CDMG	1DUST|2aAART|367VULN|4TLV|5ERES|8RCR|9CDMG
646	42523 14223	   	165.59	ACR|2VULN|1AART|1DMG|1CDMG	1RCVC|2RCR|3AART|45ERES|5BPWR|68VULN|7DMG|9CDMG|aTLV
647	12342 54321	   	165.59	DCR|2VULN|1AART|1DMG|2CDMG	1DUST|29VULN|3BASHEA|4aCDMG|5AART|6DMG|7RCR|8RCVC
648	21546 21111	   	165.57	ACR|2DMG|1AART|1CDMG|2DUR|1ZMB	1LEGI|29LHND|3RCR|49DUR|5AART|6CDMG|7CGEN|89DMG|9BPWR|aZMB
649	25531 31113	   	165.53	ACR|2VULN|2DMG|1AART	1LEGI|27VULN|3RCR|47DMG|5BELT|6AART|7BPWR|8LIT|9ERES|aMLV
650	25531 31114	   	165.53	ACR|2VULN|2DMG|1AART	1LEGI|27VULN|3RCR|47DMG|5BELT|6AART|7BPWR|8LIT|9ERES|aFEWX
651	25531 31122	   	165.53	ACR|2VULN|2DMG|1AART	1LEGI|27VULN|3RCR|47DMG|5BELT|6AART|7BPWR|8LIT|9RPLT|aTLV
652	25531 31124	   	165.53	ACR|2VULN|2DMG|1AART	1LEGI|27VULN|3RCR|47DMG|5BELT|6AART|7BPWR|8LIT|9RPLT|aERES
653	25531 31131	   	165.53	ACR|2VULN|2DMG|1AART	1LEGI|27VULN|3RCR|47DMG|59BELT|6AART|7BPWR|8LIT|aERES
654	25531 31133	   	165.53	ACR|2VULN|2DMG|1AART	1LEGI|27VULN|3RCR|47DMG|59BELT|6AART|7BPWR|8LIT|aDUST
655	25531 31135	   	165.53	ACR|2VULN|2DMG|1AART	1LEGI|27VULN|3RCR|47DMG|59BELT|6AART|7BPWR|8LIT|aBASHEA
656	25531 31141	   	165.53	ACR|2VULN|2DMG|1AART	1LEGI|27VULN|3RCR|47DMG|5BELT|6AART|7BPWR|8LIT|9DUST|aCGEN
657	25531 31142	   	165.53	ACR|2VULN|2DMG|1AART	1LEGI|27VULN|3RCR|47DMG|5BELT|6AART|7BPWR|8LIT|9DUST|aBEXP
658	25531 31143	   	165.53	ACR|2VULN|2DMG|1AART	1LEGI|27VULN|3RCR|47DMG|5BELT|6AART|7BPWR|8LIT|9DUST|aLWND
659	25531 31153	   	165.53	ACR|2VULN|2DMG|1AART	1LEGI|27VULN|3RCR|47DMG|5BELT|6AART|7BPWR|8LIT|9BEXP|aDUST
660	25531 31212	   	165.53	ACR|2DMG|2VULN|1AART	1LEGI|27VULN|3RCR|47DMG|5BELT|6AART|7BPWR|8ERES|9FEWX|aLWND
661	25531 31213	   	165.53	ACR|2DMG|2VULN|1AART	1LEGI|27VULN|3RCR|47DMG|5BELT|6AART|7BPWR|8ERES|9FEWX|aMLV
662	25531 31214	   	165.53	ACR|2DMG|2VULN|1AART	1LEGI|27VULN|3RCR|47DMG|5BELT|6AART|7BPWR|8ERES|9FEWX|aLHND
663	25531 31222	   	165.53	ACR|2DMG|2VULN|1AART	1LEGI|27VULN|3RCR|47DMG|5BELT|6AART|7BPWR|8ERES|9LWND|aLHND
664	25531 31223	   	165.53	ACR|2DMG|2VULN|1AART	1LEGI|27VULN|3RCR|47DMG|5BELT|6AART|7BPWR|8ERES|9LWND|aMLV
665	25531 31241	   	165.53	ACR|2VULN|2DMG|1AART	1LEGI|27VULN|3RCR|47DMG|5BELT|6AART|7BPWR|8ERES|9RPLT|aCGEN
666	25531 31243	   	165.53	ACR|2VULN|2DMG|1AART	1LEGI|27VULN|3RCR|47DMG|5BELT|6AART|7BPWR|8ERES|9RPLT|aLIT
667	25531 31413	   	165.53	ACR|2VULN|2DMG|1AART	1LEGI|27VULN|3RCR|47DMG|5BELT|6AART|7BPWR|8BEXP|9LIT|aDUST
668	25531 31432	   	165.53	ACR|2VULN|2DMG|1AART	1LEGI|27VULN|3RCR|47DMG|5BELT|6AART|7BPWR|8BEXP|9DUST|aLHND
