0	Index      	 *	Score 	Summary	Detail	
1	32421 61336	 * 	181.27	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG|1ASPD	12ZMB|3FEWX|47VULN|5CDMG|6RCR|8ASPD|9AART|aDMG
498	35121 43511	   	157.53	DCR|3VULN|1DMG|1CDMG|1ZMB	1ZMB|2RCVC|3LWND|49aVULN|5CDMG|6RMIN|7DMG|8RCR
499	35341 32511	   	157.53	DCR|3VULN|1DMG|1CDMG|1ZMB	1ZMB|2RCVC|3CGEN|4CDMG|5DMG|69aVULN|7FEWX|8RCR
500	35341 33511	   	157.53	DCR|3VULN|1DMG|1CDMG|1ZMB	1ZMB|2RCVC|3CGEN|4CDMG|5DMG|69aVULN|7LWND|8RCR
501	35342 13511	   	157.53	DCR|3VULN|1DMG|1CDMG|1ZMB	1ZMB|2RCVC|3CGEN|4CDMG|59aVULN|6FEWX|7DMG|8RCR
502	53262 12611	   	157.50	DCR|4VULN|1CDMG|2DUR	1FEWX|28DUR|349aVULN|5ERES|6RCR|7CDMG
503	53341 61311	   	157.50	DCR|4VULN|1CDMG|2DUR	1FEWX|24DUR|34ERES|4BPWR|5CDMG|6RCR|789aVULN
504	24443 23211	   	157.47	DCR|2VULN|2AART|1DMG	137LIT|2BEXP|47VULN|57CGEN|6RCR|7BPWR|8DMG|9aAART
505	32121 63361	   	157.47	DCR|2VULN|1DMG|2ZMB|1CDMG|1DUR	12ZMB|37LWND|4aVULN|5CDMG|6RCR|8DUR|9DMG
506	32421 62261	   	157.47	DCR|2VULN|1DMG|2ZMB|1CDMG|1DUR	12ZMB|37FEWX|4aVULN|5CDMG|6RCR|8DUR|9DMG
507	32111 61363	   	157.47	DCR|2VULN|1DMG|2ZMB|1CDMG|1ASPD	12ZMB|3LWND|4BEXP|5CDMG|6RCR|78VULN|9DMG|aASPD
508	32121 61365	   	157.47	DCR|2VULN|1DMG|2ZMB|1CDMG|1DUR	12ZMB|3LWND|47VULN|5CDMG|6RCR|8DUR|9DMG|aLHND
509	32121 61366	   	157.47	DCR|2VULN|1DMG|2ZMB|1CDMG|1DUR	12ZMB|3LWND|47VULN|5CDMG|6RCR|8DUR|9DMG|aMLV
510	32121 61463	   	157.47	DCR|2VULN|1DMG|2ZMB|1CDMG|1ASPD	12ZMB|3LWND|47VULN|5CDMG|6RCR|8BEXP|9DMG|aASPD
511	32121 61663	   	157.47	DCR|2VULN|1DMG|2ZMB|1CDMG|1ASPD	12ZMB|3LWND|47VULN|5CDMG|6RCR|8LHND|9DMG|aASPD
512	32421 61163	   	157.47	DCR|2VULN|1DMG|2ZMB|1CDMG|1ASPD	12ZMB|3FEWX|47VULN|5CDMG|6RCR|8LWND|9DMG|aASPD
513	32421 61343	   	157.47	DCR|2VULN|1DMG|2ZMB|1CDMG|1ASPD	12ZMB|3FEWX|47VULN|5CDMG|6RCR|8ASPD|9BEXP|aDMG
514	32511 61363	   	157.47	DCR|2VULN|1DMG|2ZMB|1CDMG|1ASPD	12ZMB|3LHND|4BEXP|5CDMG|6RCR|78VULN|9DMG|aASPD
515	32521 61163	   	157.47	DCR|2VULN|1DMG|2ZMB|1CDMG|1ASPD	12ZMB|3LHND|47VULN|5CDMG|6RCR|8LWND|9DMG|aASPD
516	32521 61326	   	157.47	DCR|2VULN|1DMG|2ZMB|1CDMG|1DUR	12ZMB|3LHND|47VULN|5CDMG|6RCR|8DUR|9CGEN|aDMG
517	32521 63363	   	157.47	DCR|2VULN|1DMG|2ZMB|1CDMG|1ASPD	12ZMB|3LHND|48VULN|5CDMG|6RCR|7LWND|9DMG|aASPD
518	35342 23511	   	157.43	DCR|3VULN|1DMG|1CDMG|1ZMB	1ZMB|2RCVC|3CGEN|4CDMG|59aVULN|6DUST|7DMG|8RCR
519	22632 35336	   	157.41	DCR|2VULN|2DMG|2ASPD|1CDMG	1LIT|29VULN|3RMIN|4CGEN|5LWND|69ASPD|7CDMG|89DMG|9BPWR|aRCR
520	32121 61364	   	157.37	DCR|2VULN|1DMG|2ZMB|1CDMG|1DUR	12ZMB|3LWND|47VULN|5CDMG|6RCR|8DUR|9DMG|aCANHEL
521	32421 61363	   	157.37	DCR|2VULN|1DMG|2ZMB|1CDMG|1ASPD	12ZMB|3FEWX|47VULN|5CDMG|6RCR|8ASPD|9LEGI|aDMG
522	35421 61332	   	157.35	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ZMB|2RCVC|3FEWX|47VULN|5CDMG|6RCR|8ASPD|9AART|aRMIN
523	12621 61531	   	157.35	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	12LHND|3ZMB|47VULN|5CDMG|6RCR|8RMIN|9AART|aASPD
524	35121 61113	   	157.35	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ZMB|2RCVC|38LWND|47VULN|5CDMG|6RCR|9AART|aASPD
525	35121 61531	   	157.35	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ZMB|2RCVC|3LWND|47VULN|5CDMG|6RCR|8RMIN|9AART|aASPD
526	12621 63623	   	157.35	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	12LHND|3ZMB|4aVULN|5CDMG|6RCR|7LWND|8DUR|9AART
527	22622 35336	   	157.31	DCR|2VULN|2DMG|2ASPD|1CDMG	1LIT|29VULN|3RMIN|4ERES|5LWND|69ASPD|7CDMG|89DMG|9BPWR|aRCR
528	31326 13323	   	157.25	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ZMB|2CGEN|37VULN|4BEXP|5TLV|6RCR|8DUR|9AART|aCDMG
529	35421 61333	   	157.25	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ZMB|2RCVC|3FEWX|47VULN|5CDMG|6RCR|8ASPD|9AART|aERES
530	36355 13323	   	157.25	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ZMB|2TLV|37VULN|4LWND|5CGEN|6RCR|8DUR|9AART|aCDMG
531	22321 36262	   	157.23	DCR|4VULN|1DMG|2ZMB	18LIT|2458VULN|34FEWX|48BPWR|6DUST|78ZMB|9DMG|aRCR
532	32121 64233	   	157.20	DCR|2VULN|3ZMB|2CDMG|1DUR|1SELL	128ZMB|3LWND|48VULN|58CDMG|6RCR|7SELL|8BPWR|9LIT|aDUR
533	32121 64235	   	157.20	DCR|2VULN|3ZMB|2CDMG|1ASPD|1SELL	128ZMB|3LWND|48VULN|58CDMG|6RCR|7SELL|8BPWR|9LIT|aASPD
534	32121 64261	   	157.20	DCR|2VULN|3ZMB|2CDMG|1ASPD|1SELL	128ZMB|3LWND|48VULN|58CDMG|6RCR|7SELL|8BPWR|9CGEN|aASPD
535	32421 64233	   	157.20	DCR|2VULN|3ZMB|2CDMG|1DUR|1SELL	128ZMB|3FEWX|48VULN|58CDMG|6RCR|7SELL|8BPWR|9LIT|aDUR
536	13231 22624	   	157.20	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1LHND|2LWND|36VULN|4ASPD|5DUR|7RCR|8NUKE|9AART|aDMG
537	13241 22624	   	157.20	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1LHND|2LWND|36VULN|4DUR|5ASPD|7RCR|8NUKE|9AART|aDMG
538	52262 12226	   	157.17	DCR|2VULN|2AART|1DMG	1FEWX|2LHND|34VULN|5ERES|6RCR|7BEXP|8DMG|9aAART
539	22325 25342	   	157.16	DCR|2VULN|2DMG|1CDMG|1ZMB	1LIT|24VULN|34FEWX|4BPWR|5ZMB|6RCVC|7aDMG|8CDMG|9RCR
540	31346 13323	   	157.15	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ZMB|2CGEN|37VULN|4DUST|5TLV|6RCR|8DUR|9AART|aCDMG
541	15262 12226	   	157.07	DCR|2VULN|2AART|1DMG	1LHND|2DUST|34VULN|5ERES|6RCR|7BEXP|8DMG|9aAART
542	34714 42126	   	156.94	DCR|2VULN|1DMG|2CDMG|2ZMB	1aZMB|2MBVNT|3RMIN|4LHND|5aCDMG|6RCR|7DMG|8FEWX|9aVULN|aBPWR
543	34741 34184	   	156.88	DCR|2DMG|1VULN|2ZMB|2ASPD|1CDMG	18ZMB|2MBVNT|3RMIN|48ASPD|5CDMG|6VULN|78DMG|8BPWR|9RCR|aERES
544	12623 12512	   	156.87	DCR|3VULN|2DMG|1ZMB	129LHND|3ZMB|489VULN|5LIT|6BEXP|79DMG|9BPWR|aRCR
545	12621 66132	   	156.83	DCR|2VULN|1AART|2CDMG|1ZMB	128LHND|3ZMB|48VULN|58CDMG|6RCR|7NUKE|8BPWR|9AART|aRCVC
546	13223 12224	   	156.83	DCR|2DMG|1AART|1VULN|1ZMB	14LHND|2LWND|3VULN|5ZMB|6RCR|7BEXP|8aDMG|9AART
547	16152 13224	   	156.83	DCR|2DMG|1AART|1VULN|1ZMB	1LHND|2ZMB|3BEXP|45LWND|6RCR|7VULN|8aDMG|9AART
548	16322 13224	   	156.83	DCR|2DMG|1AART|1VULN|1ZMB	1LHND|2ZMB|35LWND|4FEWX|6RCR|7VULN|8aDMG|9AART
549	31322 13224	   	156.83	DCR|2DMG|1AART|1VULN|1ZMB	1ZMB|2CGEN|3VULN|4BEXP|5RMIN|6RCR|7LHND|8aDMG|9AART
550	62322 13224	   	156.83	DCR|2DMG|1AART|1VULN|1ZMB	1MLV|2ZMB|3VULN|4BEXP|5RMIN|6RCR|7LHND|8aDMG|9AART
551	32522 33365	 * 	156.81	DCR|2VULN|2AART|3ZMB|1DMG|2MSE	128ZMB|3LHND|48VULN|58MSE|67AART|8BPWR|9RCR|aDMG
552	53242 36311	 * 	156.74	4VULN|2AART|2DMG|2DUR	18FEWX|2aDUR|3689VULN|45AART|78DMG|8BPWR
553	12215 13634	   	156.73	DCR|2DMG|1AART|1VULN|1ZMB	12LHND|3BEXP|4LEGI|5aDMG|6RCR|7VULN|8ZMB|9AART
554	13133 13224	   	156.73	DCR|2DMG|1AART|1VULN|1ZMB	1LHND|2LWND|3MLV|4ERES|5ZMB|6RCR|7VULN|8aDMG|9AART
555	16335 13224	   	156.73	DCR|2DMG|1AART|1VULN|1ZMB	1LHND|2ZMB|3LWND|4ERES|5CGEN|6RCR|7VULN|8aDMG|9AART
556	31326 14224	   	156.73	DCR|2DMG|1AART|1VULN|1ZMB	1ZMB|2CGEN|3VULN|4BEXP|5TLV|6RCR|7LHND|8aDMG|9AART
557	31342 13224	   	156.73	DCR|2DMG|1AART|1VULN|1ZMB	1ZMB|2CGEN|3VULN|4DUST|5RMIN|6RCR|7LHND|8aDMG|9AART
558	31352 12234	   	156.73	DCR|2DMG|1AART|1VULN|1ZMB	1ZMB|2CGEN|3VULN|4LWND|5ERES|6RCR|7BEXP|8aDMG|9AART
559	31352 14224	   	156.73	DCR|2DMG|1AART|1VULN|1ZMB	1ZMB|2CGEN|3VULN|4LWND|5ERES|6RCR|7LHND|8aDMG|9AART
560	36322 13224	   	156.73	DCR|2DMG|1AART|1VULN|1ZMB	1ZMB|2TLV|3VULN|4BEXP|5RMIN|6RCR|7LHND|8aDMG|9AART
561	62342 13224	   	156.73	DCR|2DMG|1AART|1VULN|1ZMB	1MLV|2ZMB|3VULN|4DUST|5RMIN|6RCR|7LHND|8aDMG|9AART
562	62352 12234	   	156.73	DCR|2DMG|1AART|1VULN|1ZMB	1MLV|2ZMB|3VULN|4LWND|5ERES|6RCR|7BEXP|8aDMG|9AART
563	54224 51432	 * 	156.72	ACR|2VULN|1AART|1CDMG|1FLTHEA|1ASPD	1FEWX|2MBVNT|34VULN|5RCR|6MLV|7AART|8CDMG|9ASPD|aFLTHEA
564	53212 52121	   	156.65	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1FEWX|2DUR|39VULN|4MBVNT|5LWND|6AART|7RCR|8CDMG|aZMB
565	54232 52121	   	156.65	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1FEWX|2MBVNT|39VULN|4DUR|5LWND|6AART|7RCR|8CDMG|aZMB
566	16612 13224	   	156.63	DCR|2DMG|1AART|1VULN|1ZMB	1LHND|2ZMB|3RMIN|4LEGI|5ERES|6RCR|7VULN|8aDMG|9AART
567	36342 13224	   	156.63	DCR|2DMG|1AART|1VULN|1ZMB	1ZMB|2TLV|3VULN|4DUST|5RMIN|6RCR|7LHND|8aDMG|9AART
568	36352 12234	   	156.63	DCR|2DMG|1AART|1VULN|1ZMB	1ZMB|2TLV|3VULN|4LWND|5ERES|6RCR|7BEXP|8aDMG|9AART
569	34183 34173	 * 	156.62	DCR|2VULN|3ZMB|1DMG|2ASPD|1SELL	158ZMB|2MBVNT|3BEXP|4SELL|68VULN|78ASPD|8BPWR|9RCR|aDMG
570	62221 61511	   	156.57	DCR|4VULN|1CDMG|1ZMB	18MLV|2ZMB|38BEXP|4CGEN|5CDMG|6RCR|789aVULN|8BPWR
571	32121 64262	   	156.51	DCR|2VULN|3ZMB|3CDMG|1SELL	128ZMB|3aLWND|48VULN|58aCDMG|6RCR|7SELL|8aBPWR|9aCGEN
572	53262 15332	   	156.50	DCR|4VULN|1ZMB|1DUR|1ASPD	1FEWX|2DUR|349aVULN|5ERES|6RCR|7ZMB|8ASPD
573	34347 42723	   	156.48	DCR|2VULN|1AART|1DMG|1ZMB|1SELL	1ZMB|2MBVNT|3LWND|4CGEN|5SELL|6RCR|7DMG|8aVULN|9AART
574	21461 22133	   	156.47	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LIT|2LSRHEA|3CDMG|4RCR|5FEWX|6DUR|7AART|8ZMB|9aVULN
575	32121 66131	   	156.45	DCR|2VULN|3ZMB|3CDMG	128ZMB|3LWND|48VULN|589CDMG|6RCR|7NUKE|8BPWR|aRPLT
576	32121 66135	   	156.45	DCR|2VULN|3ZMB|3CDMG	128ZMB|3LWND|48VULN|589CDMG|6RCR|7NUKE|8BPWR|aLHND
577	32421 66131	   	156.45	DCR|2VULN|3ZMB|3CDMG	128ZMB|3FEWX|48VULN|589CDMG|6RCR|7NUKE|8BPWR|aRPLT
578	32521 66131	   	156.45	DCR|2VULN|3ZMB|3CDMG	128ZMB|3LHND|48VULN|589CDMG|6RCR|7NUKE|8BPWR|aRPLT
579	53262 11431	   	156.39	DCR|3VULN|1AART|1DUR|1ASPD	1FEWX|2DUR|349VULN|5ERES|6RCR|7AART|8ASPD|aLHND
580	53262 11432	   	156.39	DCR|3VULN|1AART|1DUR|1ASPD	1FEWX|2DUR|349VULN|5ERES|6RCR|7AART|8ASPD|aRPLT
581	12611 61311	   	156.37	DCR|4VULN|1CDMG|1ZMB	12LHND|3ZMB|4BEXP|5CDMG|6RCR|789aVULN
582	16351 61311	   	156.37	DCR|4VULN|1CDMG|1ZMB	14LHND|2ZMB|3LWND|5CDMG|6RCR|789aVULN
583	31322 12611	   	156.37	DCR|4VULN|1CDMG|1ZMB	1ZMB|2CGEN|389aVULN|4BEXP|5RMIN|6RCR|7CDMG
584	35111 61311	   	156.37	DCR|4VULN|1CDMG|1ZMB	1ZMB|2RCVC|3LWND|4BEXP|5CDMG|6RCR|789aVULN
585	35121 61411	   	156.37	DCR|4VULN|1CDMG|1ZMB	1ZMB|2RCVC|3LWND|479aVULN|5CDMG|6RCR|8BEXP
586	35121 61611	   	156.37	DCR|4VULN|1CDMG|1ZMB	1ZMB|2RCVC|3LWND|479aVULN|5CDMG|6RCR|8LHND
587	35421 61111	   	156.37	DCR|4VULN|1CDMG|1ZMB	1ZMB|2RCVC|3FEWX|479aVULN|5CDMG|6RCR|8LWND
588	35511 61311	   	156.37	DCR|4VULN|1CDMG|1ZMB	1ZMB|2RCVC|3LHND|4BEXP|5CDMG|6RCR|789aVULN
589	35521 61111	   	156.37	DCR|4VULN|1CDMG|1ZMB	1ZMB|2RCVC|3LHND|479aVULN|5CDMG|6RCR|8LWND
590	35521 63311	   	156.37	DCR|4VULN|1CDMG|1ZMB	1ZMB|2RCVC|3LHND|489aVULN|5CDMG|6RCR|7LWND
591	61611 61311	   	156.37	DCR|4VULN|1CDMG|1ZMB	1MLV|2CGEN|3ZMB|4BEXP|5CDMG|6RCR|789aVULN
592	62221 61311	   	156.37	DCR|4VULN|1CDMG|1ZMB	1MLV|2ZMB|3BEXP|4CGEN|5CDMG|6RCR|789aVULN
593	62361 61111	   	156.37	DCR|4VULN|1CDMG|1ZMB	1MLV|2ZMB|379aVULN|4CGEN|5CDMG|6RCR|8LWND
594	62361 63311	   	156.37	DCR|4VULN|1CDMG|1ZMB	1MLV|2ZMB|389aVULN|4CGEN|5CDMG|6RCR|7LWND
595	12621 61111	   	156.37	DCR|4VULN|1CDMG|1ZMB	12LHND|3ZMB|479aVULN|5CDMG|6RCR|8LWND
596	12621 61411	   	156.37	DCR|4VULN|1CDMG|1ZMB	12LHND|3ZMB|479aVULN|5CDMG|6RCR|8BEXP
597	12621 63311	   	156.37	DCR|4VULN|1CDMG|1ZMB	12LHND|3ZMB|489aVULN|5CDMG|6RCR|7LWND
598	61621 61111	   	156.37	DCR|4VULN|1CDMG|1ZMB	1MLV|2CGEN|3ZMB|479aVULN|5CDMG|6RCR|8LWND
599	61621 63311	   	156.37	DCR|4VULN|1CDMG|1ZMB	1MLV|2CGEN|3ZMB|489aVULN|5CDMG|6RCR|7LWND
600	32121 66132	   	156.35	DCR|2VULN|3ZMB|3CDMG	128ZMB|3LWND|48VULN|589CDMG|6RCR|7NUKE|8BPWR|aERES
601	32421 66132	   	156.35	DCR|2VULN|3ZMB|3CDMG	128ZMB|3FEWX|48VULN|589CDMG|6RCR|7NUKE|8BPWR|aERES
602	32521 66132	   	156.35	DCR|2VULN|3ZMB|3CDMG	128ZMB|3LHND|48VULN|589CDMG|6RCR|7NUKE|8BPWR|aERES
603	32121 62546	 * 	156.33	DCR|2VULN|3ZMB|1CDMG|2DUR	12aZMB|3LWND|4aVULN|5CDMG|6RCR|7FEWX|8MBVNT|9aDUR|aBPWR
604	14221 48283	   	156.31	DCR|2VULN|2AART|1DMG|1DUR	1LHND|2MBVNT|34VULN|5BELT|68AART|7DMG|9DUR|aRCR
605	32121 64221	   	156.31	DCR|2VULN|3ZMB|3CDMG|1SELL	128ZMB|3aLWND|48VULN|589CDMG|6RCR|7SELL|8BPWR
606	32121 64224	   	156.31	DCR|2VULN|3ZMB|3CDMG|1SELL	128ZMB|3LWND|48VULN|589CDMG|6RCR|7SELL|8BPWR|aRPLT
607	32421 64221	   	156.31	DCR|2VULN|3ZMB|3CDMG|1SELL	128ZMB|3FEWX|48VULN|589CDMG|6RCR|7SELL|8BPWR|aLWND
608	32421 64222	   	156.31	DCR|2VULN|3ZMB|3CDMG|1SELL	128ZMB|3FEWX|48VULN|589CDMG|6RCR|7SELL|8BPWR|aLHND
609	32521 64221	   	156.31	DCR|2VULN|3ZMB|3CDMG|1SELL	128ZMB|3LHND|48VULN|589CDMG|6RCR|7SELL|8BPWR|aLWND
610	32521 64222	   	156.31	DCR|2VULN|3ZMB|3CDMG|1SELL	128ZMB|3aLHND|48VULN|589CDMG|6RCR|7SELL|8BPWR
611	32521 64223	   	156.31	DCR|2VULN|3ZMB|3CDMG|1SELL	128ZMB|3LHND|48VULN|589CDMG|6RCR|7SELL|8BPWR|aBEXP
612	32521 64232	   	156.31	DCR|2VULN|3ZMB|3CDMG|1SELL	128ZMB|3LHND|48VULN|58aCDMG|6RCR|7SELL|8BPWR|9LIT
613	36361 61111	   	156.27	DCR|4VULN|1CDMG|1ZMB	1ZMB|2TLV|379aVULN|4CGEN|5CDMG|6RCR|8LWND
614	36361 63311	   	156.27	DCR|4VULN|1CDMG|1ZMB	1ZMB|2TLV|389aVULN|4CGEN|5CDMG|6RCR|7LWND
615	31342 12611	   	156.27	DCR|4VULN|1CDMG|1ZMB	1ZMB|2CGEN|389aVULN|4DUST|5RMIN|6RCR|7CDMG
616	36221 61311	   	156.27	DCR|4VULN|1CDMG|1ZMB	1ZMB|2TLV|3BEXP|4CGEN|5CDMG|6RCR|789aVULN
617	32121 64222	   	156.21	DCR|2VULN|3ZMB|3CDMG|1SELL	128ZMB|3LWND|48VULN|589CDMG|6RCR|7SELL|8BPWR|aAIRHEA
618	13235 31366	 * 	156.18	DCR|3VULN|1AART|3ASPD	158LHND|27LWND|38aVULN|458ASPD|58BPWR|6AART|9RCR
619	15243 62233	   	156.14	DCR|2AART|1VULN|1DMG|1CDMG	1LHND|2DUST|3VULN|48AART|5DMG|6RCR|7CGEN|9TLV|aCDMG
620	53213 35336	   	156.13	DCR|3VULN|3ZMB|2DUR	18aFEWX|29DUR|38aVULN|4MBVNT|58aZMB|6RPLT|7RCR|8aBPWR
621	54224 52232	   	156.12	ACR|2VULN|1AART|1CDMG|1FLTHEA|1ASPD	1FEWX|2MBVNT|34VULN|5RCR|6MLV|7CDMG|8AART|9ASPD|aFLTHEA
622	14252 14632	   	156.02	DCR|1AART|1DMG|1VULN|1ZMB|1ASPD|1DUR	1LHND|2MBVNT|3VULN|4AART|5DUR|6RCR|7ZMB|8DMG|9ASPD|aLWND
623	14252 14634	   	156.02	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1LHND|2MBVNT|3VULN|4AART|5DUR|6RCR|7ZMB|8DMG|9ASPD|aBEXP
624	54224 11533	   	155.98	ACR|3VULN|1AART|1ZMB|1ASPD	1FEWX|2MBVNT|349VULN|5RCR|6NUKE|7AART|8ASPD|aZMB
625	33351 13365	   	155.93	DCR|1AART|1DMG|1VULN|2ZMB|2DUR	19ZMB|25DUR|3LWND|4LHND|6RCR|7VULN|8AART|aDMG
626	36312 26612	 * 	155.92	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB	1ZMB|2TLV|3VULN|4DMSP|5RCR|6BEXP|7AART|8DMG|9aCDMG
627	14252 14631	   	155.92	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1LHND|2MBVNT|3VULN|4AART|5DUR|6RCR|7ZMB|8DMG|9ASPD|aERES
628	31635 11224	   	155.88	DCR|2VULN|1AART|1DMG|2ZMB	13ZMB|2CGEN|4DMG|5AART|6aVULN|7MLV|8LWND|9RCR
629	32335 11224	   	155.88	DCR|2VULN|1AART|1DMG|2ZMB	12ZMB|3CGEN|4DMG|5AART|6aVULN|7MLV|8LWND|9RCR
630	32335 11624	   	155.88	DCR|2VULN|1AART|1DMG|2ZMB	12ZMB|3CGEN|4DMG|5AART|6aVULN|7MLV|8BEXP|9RCR
631	32335 13424	   	155.88	DCR|2VULN|1AART|1DMG|2ZMB	12ZMB|3CGEN|4DMG|5AART|6aVULN|7FEWX|8MLV|9RCR
632	22265 63313	   	155.87	DCR|3VULN|1DMG|1CDMG|1ASPD	1LIT|25aVULN|39LWND|4CDMG|6ASPD|7RCR|8DMG
633	32124 32563	   	155.81	DCR|2VULN|1AART|2ZMB|1CDMG|1DUR	12ZMB|3LWND|4aVULN|5FEWX|6AART|7CDMG|8DUR|9RCR
634	31635 13224	   	155.78	DCR|2VULN|1AART|1DMG|2ZMB	13ZMB|2CGEN|4DMG|5AART|6aVULN|7FEWX|8ERES|9RCR
635	32335 13224	   	155.78	DCR|2VULN|1AART|1DMG|2ZMB	12ZMB|3CGEN|4DMG|5AART|6aVULN|7FEWX|8ERES|9RCR
636	21531 61123	   	155.76	DCR|2VULN|1DMG|2CDMG|1ASPD|1DUR	1LIT|2LSRHEA|3DUR|49VULN|57CDMG|6RCR|8DMG|aASPD
637	26313 35332	 * 	155.74	ACR|3DMG|2VULN|1SELL	159LIT|29aLWND|3RCR|4ERES|6aVULN|7SELL|89aDMG|9aBPWR
638	26343 35332	 * 	155.74	ACR|3DMG|2VULN|1SELL	159LIT|29aLWND|3RCR|4TLV|6aVULN|7SELL|89aDMG|9aBPWR
639	22535 22532	   	155.72	DCR|3VULN|1DMG|1ZMB|1DUR	1LIT|257VULN|345CGEN|5BPWR|6RCR|8DMG|9DUR|aZMB
640	33415 33373	   	155.69	DCR|2VULN|3ZMB|1AART|1DUR	17aZMB|2DUR|37MLV|4LEGI|57VULN|6AART|7BPWR|8MBVNT|9RCR
641	15243 61321	   	155.66	DCR|2VULN|1AART|1DMG|1DUR	1LHND|2DUST|37VULN|4AART|5DMG|6RCR|8RPLT|9DUR|aMLV
642	15243 61322	   	155.66	DCR|2VULN|1AART|1DMG|1DUR	1LHND|2DUST|37VULN|4AART|5DMG|6RCR|8RPLT|9DUR|aLWND
643	15243 61323	   	155.66	DCR|2VULN|1AART|1DMG|1DUR	1LHND|2DUST|37VULN|4AART|5DMG|6RCR|8RPLT|9DUR|aDMSP
644	14252 12326	   	155.66	DCR|2VULN|1AART|1DMG|1DUR	1LHND|2MBVNT|38VULN|4AART|5DUR|6RCR|7RMIN|9FEWX|aDMG
645	14252 12345	   	155.66	DCR|2VULN|1AART|1DMG|1DUR	1LHND|2MBVNT|38VULN|4AART|5DUR|6RCR|7RMIN|9CGEN|aDMG
646	22536 22532	   	155.62	DCR|3VULN|1DMG|1ZMB|1DUR	1LIT|257VULN|34CGEN|6RCR|8DMG|9DUR|aZMB
647	15243 61242	   	155.56	DCR|2VULN|1AART|1DMG|1DUR	1LHND|2DUST|37VULN|4AART|5DMG|6RCR|8MBVNT|9DUR|aLWND
648	15243 61244	   	155.56	DCR|2VULN|1AART|1DMG|1DUR	1LHND|2DUST|37VULN|4AART|5DMG|6RCR|8MBVNT|9DUR|aBEXP
649	14252 12315	   	155.56	DCR|2VULN|1AART|1DMG|1DUR	1LHND|2MBVNT|38VULN|4AART|5DUR|6RCR|7RMIN|9ERES|aDMG
650	14252 12335	   	155.56	DCR|2VULN|1AART|1DMG|1DUR	1LHND|2MBVNT|38VULN|4AART|5DUR|6RCR|7RMIN|9NUKE|aDMG
651	14252 12421	   	155.56	DCR|2VULN|1AART|1DMG|1DUR	1LHND|2MBVNT|3aVULN|4AART|5DUR|6RCR|7RMIN|8SNIHEL|9DMG
652	14252 12426	   	155.56	DCR|2DMG|1AART|1VULN|1DUR	1LHND|2MBVNT|3VULN|4AART|5DUR|6RCR|7RMIN|8SNIHEL|9aDMG
653	14252 13326	   	155.56	DCR|2VULN|1AART|1DMG|1DUR	1LHND|2MBVNT|38VULN|4AART|5DUR|6RCR|7TLV|9FEWX|aDMG
654	14252 13345	   	155.56	DCR|2VULN|1AART|1DMG|1DUR	1LHND|2MBVNT|38VULN|4AART|5DUR|6RCR|7TLV|9CGEN|aDMG
655	14252 13421	   	155.56	DCR|2VULN|1AART|1DMG|1DUR	1LHND|2MBVNT|3aVULN|4AART|5DUR|6RCR|7TLV|8MGNSTR|9DMG
656	14252 13426	   	155.56	DCR|2DMG|1AART|1VULN|1DUR	1LHND|2MBVNT|3VULN|4AART|5DUR|6RCR|7TLV|8MGNSTR|9aDMG
657	12621 61313	   	155.52	DCR|3VULN|2CDMG|1ZMB|1DUR	12LHND|3ZMB|479VULN|5aCDMG|6RCR|8DUR
658	12621 61331	   	155.52	DCR|3VULN|2CDMG|1ZMB|1DUR	12LHND|3ZMB|47aVULN|59CDMG|6RCR|8DUR
659	33421 61313	   	155.52	DCR|3VULN|2CDMG|1ZMB|1DUR	1ZMB|2DUR|3MLV|4CGEN|5aCDMG|6RCR|789VULN
660	35121 61313	   	155.52	DCR|3VULN|2CDMG|1ZMB|1DUR	1ZMB|2RCVC|3LWND|479VULN|5aCDMG|6RCR|8DUR
661	35121 61331	   	155.52	DCR|3VULN|2CDMG|1ZMB|1DUR	1ZMB|2RCVC|3LWND|47aVULN|59CDMG|6RCR|8DUR
662	35421 61213	   	155.52	DCR|3VULN|2CDMG|1ZMB|1DUR	1ZMB|2RCVC|3FEWX|479VULN|5aCDMG|6RCR|8DUR
663	35421 61231	   	155.52	DCR|3VULN|2CDMG|1ZMB|1DUR	1ZMB|2RCVC|3FEWX|47aVULN|59CDMG|6RCR|8DUR
