0	Index      	 *	Score 	Summary	Detail	
1	31453 11232	 * 	193.22	ACR|3DMG|2VULN|3ZMB|1FLTHEA	1LEGI|279LIT|38VULN|479ZMB|5RCR|679DMG|79BPWR|aFLTHEA
522	65223 12143	   	165.62	ACR|3VULN|1DMG|1CDMG|1DUR|1ASPD	148VULN|2CGEN|3RCR|5DMG|6CDMG|7LIT|9DUR|aASPD
523	25222 42162	   	165.62	ACR|3VULN|1DMG|1CDMG|1DUR|1ASPD	1RMIN|2LWND|3RCR|456VULN|7CDMG|8ASPD|9DUR|aDMG
524	25222 42215	   	165.62	ACR|3VULN|1DMG|1CDMG|1DUR|1ASPD	1RMIN|2LWND|3RCR|456VULN|7CDMG|8DMG|9ASPD|aDUR
525	25222 42262	   	165.62	ACR|3VULN|1DMG|1CDMG|1DUR|1ASPD	1RMIN|2LWND|3RCR|456VULN|7CDMG|8DMG|9DUR|aASPD
526	26222 42213	   	165.62	ACR|3VULN|1DMG|1CDMG|1ASPD|1DUR	1RMIN|2FEWX|3RCR|456VULN|7CDMG|8DMG|9ASPD|aDUR
527	32222 62663	   	165.53	ACR|2VULN|2DMG|1AART	1LEGI|2MLV|3RCR|45VULN|6AART|7RPLT|89DMG|aRCVC
528	32222 65234	   	165.53	ACR|2VULN|2DMG|1AART	1LEGI|27MLV|3RCR|45VULN|6AART|8aDMG|9RMIN
529	32222 66222	   	165.53	ACR|2VULN|2DMG|1AART	1LEGI|29MLV|3RCR|45VULN|6AART|79DUST|89DMG|9BPWR|aLHND
530	32222 66225	   	165.53	ACR|2VULN|2DMG|1AART	1LEGI|29MLV|3RCR|45VULN|6AART|79DUST|89DMG|9BPWR|aBEXP
531	32222 66226	   	165.53	ACR|2VULN|2DMG|1AART	1LEGI|29MLV|3RCR|45VULN|6AART|79DUST|89DMG|9BPWR|aLIT
532	32231 62661	   	165.53	ACR|2VULN|2DMG|1AART	1LEGI|2MLV|3RCR|4RCVC|5aVULN|6AART|7RPLT|89DMG
533	32231 66221	   	165.53	ACR|2VULN|2DMG|1AART	1LEGI|29MLV|3RCR|4RCVC|5aVULN|6AART|79DUST|89DMG|9BPWR
534	36222 61234	   	165.53	ACR|2VULN|2DMG|1AART	1LEGI|27CGEN|3RCR|45VULN|6AART|8aDMG|9RMIN
535	12222 61364	   	165.53	ACR|2VULN|2DMG|1AART	1ERES|2FEWX|3RCR|45VULN|6AART|78CGEN|9aDMG
536	24222 42213	   	165.52	ACR|3VULN|1DMG|1CDMG|1ASPD|1DUR	1RMIN|2DUST|3RCR|456VULN|7CDMG|8DMG|9ASPD|aDUR
537	32222 42162	   	165.52	ACR|3VULN|1DMG|1CDMG|1ASPD|1DUR	1LEGI|2MLV|3RCR|456VULN|7CDMG|8ASPD|9DUR|aDMG
538	32222 42262	   	165.52	ACR|3VULN|1DMG|1CDMG|1ASPD|1DUR	1LEGI|2MLV|3RCR|456VULN|7CDMG|8DMG|9DUR|aASPD
539	36222 42162	   	165.52	ACR|3VULN|1DMG|1CDMG|1DUR|1ASPD	1LEGI|2CGEN|3RCR|456VULN|7CDMG|8ASPD|9DUR|aDMG
540	36222 42262	   	165.52	ACR|3VULN|1DMG|1CDMG|1DUR|1ASPD	1LEGI|2CGEN|3RCR|456VULN|7CDMG|8DMG|9DUR|aASPD
541	66223 12143	   	165.52	ACR|3VULN|1DMG|1CDMG|1ASPD|1DUR	148VULN|2ERES|3RCR|5DMG|6CDMG|7LIT|9DUR|aASPD
542	66221 41332	 * 	165.45	ACR|5VULN|1CDMG|1ASPD	14567VULN|267ERES|3RCR|67BPWR|8LHND|9CDMG|aASPD
543	32222 66224	   	165.43	ACR|2VULN|2DMG|1AART	1LEGI|29MLV|3RCR|45VULN|6AART|79DUST|89DMG|9BPWR|aBASICY
544	31453 12312	   	165.40	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LEGI|2LIT|39VULN|4ZMB|5RCR|6DMG|7CGEN|8CDMG|aAART
545	12133 52423	 * 	165.39	DCR|2AART|2DMG|1FLTHEA|2DUR	1ERES|2FEWX|3aDMG|4FLTHEA|59AART|6RCR|78DUR
546	25222 15215	   	165.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1RMIN|26LWND|3RCR|45VULN|7AART|8DMG|9DUR|aZMB
547	31413 12312	   	165.30	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LEGI|2LIT|39VULN|4TLV|5RCR|6DMG|7ZMB|8CDMG|aAART
548	65621 42321	   	165.22	DCR|3VULN|1AART|1DMG|1ASPD	145VULN|2CGEN|3MBVNT|6DMG|7RCR|8AIRHEA|9ASPD|aAART
549	24222 15222	   	165.03	ACR|2VULN|2DMG|1AART	1RMIN|29DUST|3RCR|45VULN|69LWND|7AART|89DMG|9BPWR|aLHND
550	24222 15224	   	165.03	ACR|2VULN|2DMG|1AART	1RMIN|29DUST|3RCR|45VULN|69LWND|7AART|89DMG|9BPWR|aMLV
551	25222 15236	   	165.03	ACR|2VULN|2DMG|1AART	19RMIN|26LWND|3RCR|45VULN|7AART|8aDMG
552	65221 43223	   	165.03	ACR|5VULN|1DMG	1456aVULN|26CGEN|3RCR|6BPWR|7RMIN|8DUST|9DMG
553	65223 63123	   	165.03	ACR|5VULN|1DMG	1468aVULN|2CGEN|3RCR|5DMG|7RMIN|9FEWX
554	65223 63133	   	165.03	ACR|5VULN|1DMG	1468aVULN|2CGEN|3RCR|5DMG|7RMIN|9BEXP
555	12231 45234	   	164.93	ACR|2VULN|2DMG|1AART	1ERES|2FEWX|3RCR|4RCVC|56VULN|7AART|8aDMG|9RMIN
556	12261 45221	   	164.93	ACR|2VULN|2DMG|1AART	19ERES|29FEWX|3RCR|4DUST|5DMSP|6aVULN|7AART|89DMG|9BPWR
557	24222 15226	   	164.93	ACR|2VULN|2DMG|1AART	1RMIN|29DUST|3RCR|45VULN|69LWND|7AART|89DMG|9BPWR|aTLV
558	32224 23663	   	164.93	ACR|2VULN|2DMG|1AART	1LEGI|2MLV|3RCR|46VULN|5RPLT|7AART|89DMG|aRCVC
559	32231 45234	   	164.93	ACR|2VULN|2DMG|1AART	1LEGI|2MLV|3RCR|4RCVC|56VULN|7AART|8aDMG|9RMIN
560	65232 51223	   	164.90	ACR|3VULN|1DMG|2CDMG|1DUR	168VULN|2CGEN|3RCR|4BASHEA|56CDMG|6BPWR|7DUR|9DUST|aDMG
561	24224 23152	   	164.83	ACR|2VULN|2DMG|1AART	1RMIN|2DUST|3RCR|46VULN|5RPLT|7AART|8ERES|9aDMG
562	66223 22336	   	164.83	ACR|5VULN|1DMG	1479aVULN|2ERES|3RCR|5DMG|6FEWX|8DUST
563	25221 33221	   	164.82	ACR|3VULN|1AART|1CDMG|1ASPD	1RMIN|2LWND|3RCR|47aVULN|5AART|6ASPD|8CDMG|9FEWX
564	25221 33261	   	164.82	ACR|3VULN|1AART|1CDMG|1ASPD	1RMIN|2LWND|3RCR|47aVULN|5AART|6ASPD|8CDMG|9BEXP
565	26221 33261	   	164.82	ACR|3VULN|1AART|1CDMG|1ASPD	1RMIN|2FEWX|3RCR|47aVULN|5AART|6ASPD|8CDMG|9BEXP
566	45221 36221	   	164.82	ACR|3VULN|1AART|1CDMG|1ASPD	1LWND|2CGEN|3RCR|47aVULN|5AART|6ASPD|8CDMG|9FEWX
567	65211 36221	   	164.82	ACR|3VULN|1AART|1CDMG|1ASPD	17aVULN|2CGEN|3RCR|4BEXP|5AART|6ASPD|8CDMG|9FEWX
568	66232 51223	   	164.80	ACR|3VULN|2CDMG|1DMG|1DUR	168VULN|2ERES|3RCR|4BASHEA|56CDMG|6BPWR|7DUR|9DUST|aDMG
569	12133 53543	   	164.78	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1DUR	1ERES|29FEWX|3DMG|4FLTHEA|5AART|6RCR|7VULN|8CDMG|aDUR
570	12133 55226	   	164.78	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ASPD	1ERES|2FEWX|3DMG|4FLTHEA|5AART|6RCR|7CDMG|8ASPD|9LWND|aVULN
571	12221 16561	   	164.72	ACR|3VULN|1AART|1CDMG|1ASPD	1ERES|2FEWX|3RCR|48aVULN|5AART|6CDMG|7ASPD|9BEXP
572	16221 16521	   	164.72	ACR|3VULN|1AART|1CDMG|1ASPD	1ERES|2LHND|3RCR|48aVULN|5AART|6CDMG|7ASPD|9FEWX
573	25221 33211	   	164.72	ACR|3VULN|1AART|1CDMG|1ASPD	1RMIN|2LWND|3RCR|47aVULN|5AART|6ASPD|8CDMG|9DUST
574	26221 33211	   	164.72	ACR|3VULN|1AART|1CDMG|1ASPD	1RMIN|2FEWX|3RCR|47aVULN|5AART|6ASPD|8CDMG|9DUST
575	36221 36221	   	164.72	ACR|3VULN|1AART|1CDMG|1ASPD	1LEGI|2CGEN|3RCR|47aVULN|5AART|6ASPD|8CDMG|9FEWX
576	36221 36261	   	164.72	ACR|3VULN|1AART|1CDMG|1ASPD	1LEGI|2CGEN|3RCR|47aVULN|5AART|6ASPD|8CDMG|9BEXP
577	36221 36363	   	164.72	ACR|3VULN|1AART|1CDMG|1ASPD	1LEGI|28CGEN|3RCR|479VULN|5AART|6ASPD|aCDMG
578	45221 12431	   	164.72	ACR|3VULN|1AART|1CDMG|1DUR	1LWND|2CGEN|3RCR|49aVULN|5AART|6CDMG|7ERES|8DUR
579	45221 36211	   	164.72	ACR|3VULN|1AART|1CDMG|1ASPD	1LWND|2CGEN|3RCR|47aVULN|5AART|6ASPD|8CDMG|9DUST
580	65211 36211	   	164.72	ACR|3VULN|1AART|1CDMG|1ASPD	17aVULN|2CGEN|3RCR|4BEXP|5AART|6ASPD|8CDMG|9DUST
581	12133 53523	   	164.68	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1DUR	19ERES|2FEWX|3DMG|4FLTHEA|5AART|6RCR|7VULN|8CDMG|aDUR
582	12133 53525	   	164.68	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ASPD	19ERES|2FEWX|3DMG|4FLTHEA|5AART|6RCR|7VULN|8CDMG|aASPD
583	12133 55623	   	164.68	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1DUR	19ERES|2FEWX|3DMG|4FLTHEA|5AART|6RCR|7CDMG|8VULN|aDUR
584	25221 62236	   	164.67	ACR|1AART|1VULN|1DMG|2CDMG|1FLTHEA	17RMIN|2LWND|3RCR|4VULN|5AART|6DMG|89CDMG|aFLTHEA
585	65211 11334	   	164.67	ACR|1AART|1DMG|2CDMG|1VULN|1FLTHEA	1VULN|2CGEN|3RCR|47BEXP|5AART|69CDMG|8DMG|aFLTHEA
586	12221 16511	   	164.62	ACR|3VULN|1AART|1CDMG|1ASPD	1ERES|2FEWX|3RCR|48aVULN|5AART|6CDMG|7ASPD|9DUST
587	16221 16511	   	164.62	ACR|3VULN|1AART|1CDMG|1ASPD	1ERES|2LHND|3RCR|48aVULN|5AART|6CDMG|7ASPD|9DUST
588	32221 12431	   	164.62	ACR|3VULN|1AART|1CDMG|1DUR	1LEGI|2MLV|3RCR|49aVULN|5AART|6CDMG|7ERES|8DUR
589	36221 12431	   	164.62	ACR|3VULN|1AART|1CDMG|1DUR	1LEGI|2CGEN|3RCR|49aVULN|5AART|6CDMG|7ERES|8DUR
590	36221 36211	   	164.62	ACR|3VULN|1AART|1CDMG|1ASPD	1LEGI|2CGEN|3RCR|47aVULN|5AART|6ASPD|8CDMG|9DUST
591	66211 11334	   	164.57	ACR|1AART|1VULN|1DMG|2CDMG|1FLTHEA	1VULN|2ERES|3RCR|47BEXP|5AART|69CDMG|8DMG|aFLTHEA
592	16221 12334	   	164.47	ACR|1AART|1VULN|1DMG|2CDMG|1FLTHEA	17ERES|2LHND|3RCR|4VULN|5AART|69CDMG|8DMG|aFLTHEA
593	46221 12334	   	164.47	ACR|1AART|1VULN|1DMG|2CDMG|1FLTHEA	1LWND|27ERES|3RCR|4VULN|5AART|69CDMG|8DMG|aFLTHEA
594	25221 61422	 * 	164.40	ACR|3DMG|1AART|1VULN	1RMIN|289LWND|3RCR|4VULN|5AART|689DMG|789DUST|89BPWR|aLHND
595	25221 61423	   	164.40	ACR|3DMG|1AART|1VULN	1RMIN|289LWND|3RCR|4VULN|5AART|689DMG|789DUST|89BPWR|aLIT
596	24224 21252	   	164.33	ACR|2VULN|2DMG|1AART	1RMIN|2DUST|3RCR|46VULN|5RPLT|7CGEN|8AART|9aDMG
597	24226 12252	   	164.33	ACR|2VULN|2DMG|1AART	1RMIN|2DUST|3RCR|47VULN|5CGEN|6RPLT|8AART|9aDMG
598	25211 33443	 * 	164.30	ACR|3VULN|1AART|3ASPD	1RMIN|28LWND|3RCR|4BEXP|5AART|68aASPD|789VULN|8BPWR
599	25221 61421	   	164.30	ACR|3DMG|1AART|1VULN	1RMIN|289LWND|3RCR|4VULN|5AART|689DMG|789DUST|89BPWR|aERES
600	25221 63141	   	164.30	ACR|3VULN|1AART|1DMG	1RMIN|2LWND|3RCR|47aVULN|5AART|6DMG|8RPLT|9RCVC
601	25221 63351	   	164.30	ACR|3VULN|1AART|1DMG	1RMIN|2LWND|3RCR|47aVULN|5AART|6DMG|8CGEN|9MLV
602	25221 63532	   	164.30	ACR|3VULN|1AART|1DMG	1RMIN|2LWND|3RCR|47aVULN|5AART|6DMG|8LIT|9FEWX
603	36221 16321	   	164.30	ACR|3VULN|1AART|2CDMG	1LEGI|289CGEN|3RCR|49aVULN|5AART|69CDMG|7RPLT|9BPWR
604	24224 12252	   	164.23	ACR|2VULN|2DMG|1AART	1RMIN|2DUST|3RCR|47VULN|5RPLT|6ERES|8AART|9aDMG
605	36221 66121	   	164.20	ACR|3VULN|1AART|1DMG	1LEGI|29CGEN|3RCR|47aVULN|5AART|6DMG|8RPLT
606	36221 66331	   	164.20	ACR|3VULN|1AART|1DMG	1LEGI|28CGEN|3RCR|47aVULN|5AART|6DMG|9RMIN
607	12133 53512	   	164.15	DCR|1AART|1VULN|1DMG|2CDMG|1FLTHEA	1ERES|2FEWX|3DMG|4FLTHEA|5AART|6RCR|7VULN|89CDMG|aCGEN
608	12133 55612	   	164.15	DCR|1AART|1VULN|1DMG|2CDMG|1FLTHEA	1ERES|2FEWX|3DMG|4FLTHEA|5AART|6RCR|79CDMG|8VULN|aCGEN
609	52316 11233	 * 	164.15	4VULN|3DMG|3ZMB|1CDMG	179ZMB|2FEWX|3789VULN|4BEXP|5LIT|679DMG|79BPWR|aCDMG
610	65232 11316	   	164.12	ACR|3VULN|1AART|1CDMG|1DUR	17aVULN|2CGEN|3RCR|4BASHEA|5CDMG|6AART|8FEWX|9DUR
611	65232 11523	   	164.12	ACR|3VULN|1AART|1CDMG|1DUR	178VULN|2CGEN|3RCR|4BASHEA|5CDMG|6AART|9MLV|aDUR
612	65232 11533	   	164.12	ACR|3VULN|1AART|1CDMG|1DUR	178VULN|2CGEN|3RCR|4BASHEA|5CDMG|6AART|9DMSP|aDUR
613	16221 62341	   	164.10	ACR|3VULN|1AART|1DMG	1ERES|2LHND|3RCR|49aVULN|5AART|6DMG|7RMIN|8TLV
614	16221 63631	   	164.10	ACR|3VULN|1AART|1DMG	1ERES|2LHND|3RCR|49aVULN|5AART|6DMG|7TLV|8RCVC
615	16221 65331	   	164.10	ACR|3VULN|1AART|1DMG	17ERES|2LHND|3RCR|49aVULN|5AART|6DMG|8CGEN
616	24221 26241	   	164.10	ACR|3VULN|1AART|1DMG	1RMIN|2DUST|3RCR|49aVULN|5AART|6ERES|7MLV|8DMG
617	24221 62234	   	164.10	ACR|3DMG|1AART|1VULN	1RMIN|2DUST|3RCR|4VULN|5AART|68aDMG|7TLV|9DMSP
618	32221 61562	   	164.10	ACR|3VULN|1AART|1DMG	1LEGI|2MLV|3RCR|49aVULN|5AART|6DMG|7DUST|8LIT
619	32221 62341	   	164.10	ACR|3VULN|1AART|1DMG	1LEGI|2MLV|3RCR|49aVULN|5AART|6DMG|7RMIN|8TLV
620	32221 66341	   	164.10	ACR|3VULN|1AART|1DMG	1LEGI|2MLV|3RCR|49aVULN|5AART|6DMG|7CGEN|8TLV
621	36221 61341	   	164.10	ACR|3VULN|1AART|1DMG	1LEGI|28CGEN|3RCR|49aVULN|5AART|6DMG|7DUST
622	36221 62341	   	164.10	ACR|3VULN|1AART|1DMG	1LEGI|2CGEN|3RCR|49aVULN|5AART|6DMG|7RMIN|8TLV
623	25222 15361	   	164.08	ACR|4VULN|1AART|1DUR	1RMIN|26LWND|3RCR|458aVULN|7AART|9DUR
624	25222 45311	   	164.08	ACR|4VULN|1AART|1DUR	1RMIN|2LWND|3RCR|4568VULN|7AART|9RPLT|aDUR
625	25222 45322	   	164.08	ACR|4VULN|1AART|1DUR	1RMIN|2LWND|3RCR|4568VULN|7AART|9CGEN|aDUR
626	12133 53516	   	164.05	DCR|1AART|1VULN|1DMG|2CDMG|1FLTHEA	1aERES|2FEWX|3DMG|4FLTHEA|5AART|6RCR|7VULN|89CDMG
627	66232 11316	   	164.02	ACR|3VULN|1AART|1CDMG|1DUR	17aVULN|2ERES|3RCR|4BASHEA|5CDMG|6AART|8FEWX|9DUR
628	66232 11523	   	164.02	ACR|3VULN|1AART|1CDMG|1DUR	178VULN|2ERES|3RCR|4BASHEA|5CDMG|6AART|9MLV|aDUR
629	66232 11533	   	164.02	ACR|3VULN|1AART|1CDMG|1DUR	178VULN|2ERES|3RCR|4BASHEA|5CDMG|6AART|9DMSP|aDUR
630	16221 63331	   	164.00	ACR|3VULN|1AART|1DMG	1ERES|2LHND|3RCR|49aVULN|5AART|6DMG|78TLV
631	24221 22241	   	164.00	ACR|3VULN|1AART|1DMG	1RMIN|2DUST|3RCR|49aVULN|5AART|6ERES|7TLV|8DMG
632	24221 62263	   	164.00	ACR|3DMG|1AART|1VULN	1RMIN|2DUST|3RCR|4VULN|5AART|68aDMG|7TLV|9BASHEA
633	32221 61641	   	164.00	ACR|3VULN|1AART|1DMG	1LEGI|2MLV|3RCR|49aVULN|5AART|6DMG|78DUST
634	32221 65341	   	164.00	ACR|3VULN|1AART|1DMG	1LEGI|2MLV|3RCR|49aVULN|5AART|6DMG|7ERES|8TLV
635	12222 45311	   	163.98	ACR|4VULN|1AART|1DUR	1ERES|2FEWX|3RCR|4568VULN|7AART|9RPLT|aDUR
636	12222 45322	   	163.98	ACR|4VULN|1AART|1DUR	1ERES|2FEWX|3RCR|4568VULN|7AART|9CGEN|aDUR
637	12222 45611	   	163.98	ACR|4VULN|1AART|1DUR	1ERES|2FEWX|3RCR|456aVULN|7AART|8MLV|9DUR
638	16222 45311	   	163.98	ACR|4VULN|1AART|1DUR	1ERES|2LHND|3RCR|4568VULN|7AART|9RPLT|aDUR
639	16222 45322	   	163.98	ACR|4VULN|1AART|1DUR	1ERES|2LHND|3RCR|4568VULN|7AART|9CGEN|aDUR
640	32222 45311	   	163.98	ACR|4VULN|1AART|1DUR	1LEGI|2MLV|3RCR|4568VULN|7AART|9RPLT|aDUR
641	36222 45311	   	163.98	ACR|4VULN|1AART|1DUR	1LEGI|2CGEN|3RCR|4568VULN|7AART|9RPLT|aDUR
642	65221 35331	   	163.98	ACR|4VULN|1AART|1DUR	145aVULN|2CGEN|3RCR|6DUST|7AART|8DUR|9DMSP
643	25222 45332	   	163.98	ACR|4VULN|1AART|1DUR	1RMIN|2LWND|3RCR|4568VULN|7AART|9TLV|aDUR
644	32222 63365	   	163.88	ACR|2VULN|2AART|1CDMG|1ZMB	1LEGI|2MLV|3RCR|45VULN|68AART|7SNIHEL|9ZMB|aCDMG
645	12222 25341	   	163.88	ACR|4VULN|1AART|1DUR	1ERES|2FEWX|3RCR|459aVULN|6DUR|7AART|8TLV
646	16222 25341	   	163.88	ACR|4VULN|1AART|1DUR	1ERES|2LHND|3RCR|459aVULN|6DUR|7AART|8TLV
647	32222 25341	   	163.88	ACR|4VULN|1AART|1DUR	1LEGI|2MLV|3RCR|459aVULN|6DUR|7AART|8TLV
648	36222 25341	   	163.88	ACR|4VULN|1AART|1DUR	1LEGI|2CGEN|3RCR|459aVULN|6DUR|7AART|8TLV
649	66221 35331	   	163.88	ACR|4VULN|1AART|1DUR	145aVULN|2ERES|3RCR|6DUST|7AART|8DUR|9DMSP
650	12123 14126	   	163.87	DCR|3DMG|2VULN|1ZMB	1ERES|24FEWX|345DMG|4BPWR|6ZMB|7RCR|8LIT|9aVULN
651	52222 13624	 * 	163.86	DCR|1AART|1VULN|2CDMG|1DMG|2ZMB	17ZMB|2FEWX|3RMIN|47LIT|57CDMG|6RCR|7BPWR|8AART|9DMG|aVULN
652	25222 42412	   	163.73	ACR|4VULN|1CDMG|1ZMB|1ASPD	1RMIN|2LWND|3RCR|456aVULN|7CDMG|8ZMB|9ASPD
653	45222 61231	   	163.70	ACR|3VULN|1AART|1DMG	1LWND|27CGEN|3RCR|45aVULN|6AART|8DMG|9RMIN
654	65212 61231	   	163.70	ACR|3VULN|1AART|1DMG	15aVULN|27CGEN|3RCR|4BEXP|6AART|8DMG|9RMIN
655	45222 61312	   	163.70	ACR|3VULN|1AART|1DMG	1LWND|27CGEN|3RCR|458VULN|6AART|9RPLT|aDMG
656	65212 61312	   	163.70	ACR|3VULN|1AART|1DMG	158VULN|27CGEN|3RCR|4BEXP|6AART|9RPLT|aDMG
657	32222 23652	   	163.63	ACR|4VULN|1CDMG|1ZMB|1DUR	1LEGI|2MLV|3RCR|4579VULN|6DUR|8ZMB|aCDMG
658	32222 42412	   	163.63	ACR|4VULN|1CDMG|1ZMB|1ASPD	1LEGI|2MLV|3RCR|456aVULN|7CDMG|8ZMB|9ASPD
659	12222 61361	   	163.60	ACR|3VULN|1AART|1DMG	1ERES|2FEWX|3RCR|45aVULN|6AART|78CGEN|9DMG
660	12222 62515	   	163.60	ACR|3VULN|1AART|2CDMG	1aERES|2FEWX|3RCR|45aVULN|6AART|7RPLT|8BELT|9aCDMG|aBPWR
661	12222 62652	   	163.60	ACR|3VULN|1AART|1DMG	1ERES|28FEWX|3RCR|459VULN|6AART|7RPLT|aDMG
662	32222 62641	   	163.60	ACR|3VULN|1AART|1DMG	1LEGI|2MLV|3RCR|45aVULN|6AART|7RPLT|8DMG|9RCVC
663	32222 65231	   	163.60	ACR|3VULN|1AART|1DMG	1LEGI|27MLV|3RCR|45aVULN|6AART|8DMG|9RMIN
664	32222 65241	   	163.60	ACR|3VULN|1AART|1DMG	1LEGI|27MLV|3RCR|45aVULN|6AART|8DMG|9FEWX
665	32222 65251	   	163.60	ACR|3VULN|1AART|1DMG	1LEGI|27MLV|3RCR|45aVULN|6AART|8DMG|9LWND
666	32222 65261	   	163.60	ACR|3VULN|1AART|1DMG	1LEGI|27aMLV|3RCR|459VULN|6AART|8DMG
667	32222 65262	   	163.60	ACR|3VULN|1AART|1DMG	1LEGI|27MLV|3RCR|459VULN|6AART|8DMG|aLHND
668	32222 65312	   	163.60	ACR|3VULN|1AART|1DMG	1LEGI|27MLV|3RCR|458VULN|6AART|9RPLT|aDMG
669	32231 65263	   	163.60	ACR|3VULN|1AART|1DMG	1LEGI|27MLV|3RCR|4RCVC|59aVULN|6AART|8DMG
670	36222 61231	   	163.60	ACR|3VULN|1AART|1DMG	1LEGI|27CGEN|3RCR|45aVULN|6AART|8DMG|9RMIN
671	36222 61241	   	163.60	ACR|3VULN|1AART|1DMG	1LEGI|27CGEN|3RCR|45aVULN|6AART|8DMG|9FEWX
672	36222 61251	   	163.60	ACR|3VULN|1AART|1DMG	1LEGI|27CGEN|3RCR|45aVULN|6AART|8DMG|9LWND
673	36222 61261	   	163.60	ACR|3VULN|1AART|1DMG	1LEGI|27CGEN|3RCR|459VULN|6AART|8DMG|aMLV
674	36222 61312	   	163.60	ACR|3VULN|1AART|1DMG	1LEGI|27CGEN|3RCR|458VULN|6AART|9RPLT|aDMG
675	12222 61461	   	163.50	ACR|3VULN|1AART|1DMG	18ERES|2FEWX|3RCR|45aVULN|6AART|7CGEN|9DMG
676	12222 62152	   	163.50	ACR|3VULN|1AART|1DMG	18ERES|2FEWX|3RCR|459VULN|6AART|7RPLT|aDMG
677	32222 65226	   	163.50	ACR|3VULN|1AART|1DMG	1LEGI|27MLV|3RCR|45aVULN|6AART|8DMG|9DLOT
678	32222 66242	   	163.50	ACR|3VULN|1AART|1DMG	1LEGI|2MLV|3RCR|459VULN|6AART|7DUST|8DMG|aLHND
679	32231 66241	   	163.50	ACR|3VULN|1AART|1DMG	1LEGI|2MLV|3RCR|4RCVC|59aVULN|6AART|7DUST|8DMG
680	66212 63333	   	163.50	ACR|3VULN|1AART|1DMG	159VULN|2ERES|3RCR|4BEXP|6AART|7SNIHEL|8DMSP|aDMG
681	32221 64234	   	163.40	ACR|2VULN|1AART|1DMG|2ZMB	1LEGI|2MLV|3RCR|49VULN|5AART|6DMG|7MGNSTR|8aZMB
682	16222 63433	   	163.40	ACR|3VULN|1AART|1DMG	1ERES|2LHND|3RCR|459VULN|6AART|7SNIHEL|8DUST|aDMG
683	22315 63125	   	163.40	ACR|3VULN|1AART|2CDMG	1RMIN|25CDMG|3RCR|45ERES|5BPWR|6AART|7TLV|89aVULN
684	32222 63433	   	163.40	ACR|3VULN|1AART|1DMG	1LEGI|2MLV|3RCR|459VULN|6AART|7SNIHEL|8DUST|aDMG
685	66225 42411	   	163.28	ACR|4VULN|1AART|1DUR	147aVULN|2ERES|3RCR|5MBVNT|6MLV|8AART|9DUR
