0	Index      	 *	Score 	Summary	Detail	
1	62342 13115	 * 	191.88	DCR|2VULN|2DMG|1AART|2FLTHEA|1ZMB	1AART|29FLTHEA|3BELT|4ZMB|59VULN|69DMG|7RCVC|8DLOT|9BPWR|aRCR
476	61313 31273	   	164.80	DCR|2DMG|1AART|2ASPD|1CDMG|1DUR	1AART|29LIT|3MBVNT|49ASPD|5FEWX|6RCR|7DUR|89DMG|9BPWR|aCDMG
477	61314 37273	   	164.80	DCR|2DMG|1AART|1CDMG|2ASPD|1DUR	1AART|29LIT|3MBVNT|49ASPD|5DUR|6RCR|7LWND|89DMG|9BPWR|aCDMG
478	61314 38273	   	164.80	DCR|2DMG|1AART|2ASPD|1CDMG|1DUR	1AART|29LIT|3MBVNT|49ASPD|5DUR|6RCR|7BEXP|89DMG|9BPWR|aCDMG
479	61317 31273	   	164.80	DCR|2DMG|1AART|1CDMG|2ASPD|1DUR	1AART|29LIT|3MBVNT|49ASPD|5LHND|6RCR|7DUR|89DMG|9BPWR|aCDMG
480	62113 65223	   	164.78	DCR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1ASPD	1AART|2FLTHEA|3CDMG|4CGEN|5ASPD|6VULN|7RCR|8DUST|9BEXP|aDMG
481	61314 33132	   	164.70	DCR|2VULN|1AART|2ASPD|1CDMG|1DUR	1AART|29LIT|3MBVNT|49ASPD|5DUR|6RCR|7TLV|89VULN|9BPWR|aCDMG
482	62222 34251	   	164.70	DCR|2DMG|1AART|1CDMG|1FLTHEA|1ASPD	1AART|2FLTHEA|3LWND|4ERES|5aDMG|6RCR|7ASPD|8BEXP|9CDMG
483	62133 65223	   	164.68	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1ASPD	1AART|2FLTHEA|3CDMG|4TLV|5ASPD|6VULN|7RCR|8DUST|9BEXP|aDMG
484	62342 52332	   	164.63	DCR|1AART|1DMG|1VULN|1FLTHEA|1ZMB|1DUR	1AART|2FLTHEA|3BELT|4ZMB|5VULN|6RCR|7DMG|8DUR|9CGEN|aLHND
485	62342 52333	   	164.63	DCR|1AART|1DMG|1VULN|1FLTHEA|1ZMB|1DUR	1AART|2FLTHEA|3BELT|4ZMB|5VULN|6RCR|7DMG|8DUR|9CGEN|aLWND
486	62252 34331	   	164.63	DCR|1AART|1DMG|1VULN|1FLTHEA|1ZMB|1ASPD	1AART|2FLTHEA|3LWND|4CGEN|5DMG|6RCR|7ASPD|8ZMB|9VULN|aLIT
487	62252 34332	   	164.63	DCR|1AART|1DMG|1VULN|1FLTHEA|1ZMB|1ASPD	1AART|2FLTHEA|3LWND|4aCGEN|5DMG|6RCR|7ASPD|8ZMB|9VULN
488	23611 33614	   	164.61	DCR|5VULN|1DMG	1359aVULN|2aLWND|4LIT|6RCR|7DMG|8aERES|aBPWR
489	61344 43313	   	164.53	ACR|2AART|2VULN|1DMG|1DUR	19AART|2LIT|3MBVNT|4FEWX|5RCR|6DMG|7aVULN|8DUR
490	61344 45233	   	164.53	ACR|2AART|2VULN|1DMG|1DUR	17AART|2LIT|3MBVNT|4FEWX|5RCR|6DMG|8aVULN|9DUR
491	61344 45271	   	164.53	ACR|2AART|2VULN|1DMG|1DUR	17AART|2LIT|3MBVNT|4FEWX|5RCR|6DMG|89VULN|aDUR
492	62222 32541	   	164.53	DCR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1DUR	1AART|2FLTHEA|3LWND|4ERES|5DMG|6RCR|7VULN|8DUR|9ZMB|aLHND
493	62222 32543	   	164.53	DCR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1DUR	1AART|2FLTHEA|3aLWND|4ERES|5DMG|6RCR|7VULN|8DUR|9ZMB
494	62222 34331	   	164.53	DCR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1ASPD	1AART|2FLTHEA|3LWND|4ERES|5DMG|6RCR|7ASPD|8ZMB|9VULN|aLIT
495	62222 34332	   	164.53	DCR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1ASPD	1AART|2FLTHEA|3LWND|4ERES|5DMG|6RCR|7ASPD|8ZMB|9VULN|aCGEN
496	62342 52313	   	164.53	DCR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1DUR	1AART|2FLTHEA|3BELT|4ZMB|5VULN|6RCR|7DMG|8DUR|9LWND|aERES
497	62342 52331	   	164.53	DCR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1DUR	1AART|2FLTHEA|3BELT|4ZMB|5VULN|6RCR|7DMG|8DUR|9CGEN|aTLV
498	62312 52132	   	164.53	DCR|1AART|1DMG|2CDMG|1FLTHEA|1ZMB|1DUR	1AART|2FLTHEA|3BELT|4DUR|5ZMB|6RCR|7MGNLIT|8aCDMG|9DMG
499	22352 52413	   	164.51	DCR|3VULN|2AART|2ASPD	12aVULN|39ASPD|47AART|5LEGI|6LHND|8RCR
500	61313 35273	   	164.50	DCR|3VULN|2AART|1ASPD	17AART|2LIT|3MBVNT|4ASPD|5FEWX|6RCR|89aVULN
501	61315 33237	   	164.50	DCR|3VULN|2AART|1ASPD	19AART|2LIT|3MBVNT|4ASPD|578VULN|6RCR|aCGEN
502	61315 33238	   	164.50	DCR|3VULN|2AART|1ASPD	19AART|2LIT|3MBVNT|4ASPD|578VULN|6RCR|aLWND
503	61315 31235	   	164.43	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB|1DUR	1AART|2LIT|3MBVNT|49ASPD|5VULN|6RCR|7DUR|8DMG|aZMB
504	61374 34135	   	164.43	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB|1DUR	1AART|2LIT|3MBVNT|4DMG|5DUR|6RCR|79ASPD|8VULN|aZMB
505	62222 32345	   	164.43	DCR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1ASPD	1AART|2FLTHEA|3LWND|4ERES|5DMG|6RCR|7VULN|8DUST|9ZMB|aASPD
506	62223 32366	   	164.43	DCR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1ASPD	1AART|2FLTHEA|3LWND|4ERES|5ASPD|6RCR|7VULN|8DUST|9DMG|aZMB
507	62342 52323	   	164.43	DCR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1DUR	1AART|2FLTHEA|3BELT|4ZMB|5VULN|6RCR|7DMG|8DUR|9DUST|aERES
508	61315 37333	   	164.40	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1AART|2LIT|3MBVNT|4ASPD|5aVULN|6RCR|7DMG|8RMIN|9DUR
509	61315 32411	   	164.40	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1AART|2LIT|3MBVNT|4ASPD|59VULN|6RCR|7CGEN|8DMG|aDUR
510	61315 33641	   	164.40	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1AART|2LIT|3MBVNT|4ASPD|57VULN|6RCR|8DMG|9MLV|aDUR
511	61315 37141	   	164.40	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1AART|2LIT|3MBVNT|4ASPD|58VULN|6RCR|7DMG|9MLV|aDUR
512	61315 37441	   	164.40	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1AART|2LIT|3MBVNT|4ASPD|5VULN|6RCR|78DMG|9MLV|aDUR
513	61315 33232	   	164.40	DCR|3VULN|2AART|1ASPD	19AART|2LIT|3MBVNT|4ASPD|578VULN|6RCR|aDUST
514	61315 33233	   	164.40	DCR|3VULN|2AART|1ASPD	19AART|2LIT|3MBVNT|4ASPD|578VULN|6RCR|aERES
515	61315 33236	   	164.40	DCR|3VULN|2AART|1ASPD	19AART|2LIT|3MBVNT|4ASPD|578VULN|6RCR|aLEGI
516	22351 14335	   	164.40	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD	127VULN|3ASPD|4AART|5AIRHEA|6LIT|8RCR|9ZMB|aDUR
517	61375 34432	   	164.38	DCR|2DMG|1AART|1VULN|1CDMG	1AART|29LIT|3MBVNT|49DMG|5VULN|6RCR|7LHND|89MLV|9BPWR|aCDMG
518	61377 33432	   	164.38	DCR|2DMG|1AART|1VULN|1CDMG	1AART|29LIT|3MBVNT|49DMG|5LHND|6RCR|7VULN|89MLV|9BPWR|aCDMG
519	61375 31233	   	164.36	DCR|2DMG|1AART|1VULN|2DUR	1AART|2LIT|3MBVNT|48DMG|5VULN|6RCR|7aDUR|9RCVC
520	62222 32233	   	164.35	DCR|2AART|1VULN|2FLTHEA|1DMG	19AART|2aFLTHEA|3LWND|4ERES|5DMG|6RCR|7VULN|8FEWX
521	62222 33533	   	164.35	DCR|2AART|1VULN|2FLTHEA|1DMG	19AART|2aFLTHEA|3LWND|4ERES|5DMG|6RCR|7FEWX|8VULN
522	62222 35133	   	164.35	DCR|2AART|1VULN|2FLTHEA|1DMG	17AART|2aFLTHEA|3LWND|4ERES|5DMG|6RCR|8FEWX|9VULN
523	61374 34418	   	164.30	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1AART|2LIT|3MBVNT|4aDMG|5DUR|6RCR|7ASPD|8ERES|9VULN
524	64312 32215	   	164.30	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1AART|2ASPD|37VULN|4TLV|5CANHEL|6RCR|8CGEN|9DMG|aDUR
525	61371 32132	   	164.28	DCR|2VULN|1AART|1DMG|1CDMG	1AART|29LIT|3MBVNT|4DMG|5LEGI|6RCR|79CGEN|89VULN|9BPWR|aCDMG
526	61371 33432	   	164.28	DCR|2VULN|1AART|1DMG|1CDMG	1AART|29LIT|3MBVNT|4DMG|5LEGI|6RCR|79VULN|89MLV|9BPWR|aCDMG
527	61371 33832	   	164.28	DCR|2VULN|1AART|1DMG|1CDMG	1AART|29LIT|3MBVNT|4DMG|5LEGI|6RCR|79VULN|89CGEN|9BPWR|aCDMG
528	62222 32333	   	164.25	DCR|2AART|1VULN|2FLTHEA|1DMG	19AART|2aFLTHEA|3LWND|4ERES|5DMG|6RCR|7VULN|8DUST
529	62222 35333	   	164.25	DCR|2AART|1VULN|2FLTHEA|1DMG	17AART|2aFLTHEA|3LWND|4ERES|5DMG|6RCR|8DUST|9VULN
530	45322 31162	 * 	164.23	DCR|2AART|2VULN|1DMG|2CDMG|1ASPD|1MSE	1ASPD|2aCDMG|38AART|4MSE|59VULN|6RCR|7DMG
531	45322 31612	 * 	164.23	DCR|2AART|2DMG|1VULN|2CDMG|1ASPD|1MSE	1ASPD|2aCDMG|39AART|4MSE|5VULN|6RCR|78DMG
532	23442 21136	   	164.22	DCR|2AART|2VULN|1DMG|1CDMG	19VULN|2LWND|3FEWX|48AART|5NUKE|6CDMG|7DMG|aRCR
533	23542 21136	   	164.22	DCR|2AART|2VULN|1DMG|1CDMG	19VULN|2LWND|3BEXP|48AART|5NUKE|6CDMG|7DMG|aRCR
534	61375 32122	   	164.18	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2LIT|3MBVNT|4DMG|58VULN|6RCR|7CGEN|9BEXP|aCDMG
535	61375 32132	   	164.18	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2LIT|3MBVNT|4DMG|58VULN|6RCR|7CGEN|9LHND|aCDMG
536	61375 32422	   	164.18	DCR|2DMG|1AART|1VULN|1CDMG	1AART|2LIT|3MBVNT|48DMG|5VULN|6RCR|7CGEN|9BEXP|aCDMG
537	61375 32432	   	164.18	DCR|2DMG|1AART|1VULN|1CDMG	1AART|2LIT|3MBVNT|48DMG|5VULN|6RCR|7CGEN|9LHND|aCDMG
538	61311 37543	   	164.18	DCR|2DMG|1AART|1VULN|2ASPD	1AART|28LIT|3MBVNT|48ASPD|5LEGI|6RCR|78DMG|8BPWR|9MLV|aVULN
539	61373 36431	   	164.18	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2LIT|3MBVNT|4DMG|5FEWX|6RCR|7LSRICY|89VULN|aCDMG
540	61432 13115	   	164.18	DCR|2VULN|1AART|1DMG|1CDMG	1AART|23LIT|4LSRHEA|5CDMG|6RCR|7CGEN|89VULN|aDMG
541	62252 32216	   	164.18	DCR|2VULN|1AART|1DMG|1FLTHEA	1AART|2FLTHEA|3LWND|4CGEN|5DMG|6RCR|7aVULN|8FEWX|9VENICY
542	62252 32361	   	164.18	DCR|2DMG|1AART|1VULN|1FLTHEA	1AART|2FLTHEA|3LWND|4CGEN|59DMG|6RCR|7VULN|8DUST|aLIT
543	62252 32362	   	164.18	DCR|2DMG|1AART|1VULN|1FLTHEA	1AART|2FLTHEA|3LWND|4aCGEN|59DMG|6RCR|7VULN|8DUST
544	62122 16521	   	164.14	DCR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1ZMB	1AART|2FLTHEA|3CDMG|4LWND|5FEWX|6DMG|7ZMB|8VULN|9RCR|aBEXP
545	62122 16522	   	164.14	DCR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1ZMB	1AART|2FLTHEA|3CDMG|4LWND|5FEWX|6DMG|7ZMB|8VULN|9RCR|aLIT
546	21661 21341	   	164.11	DCR|3VULN|2DMG|1CDMG	139VULN|2RPLT|45DMG|6FEWX|7LWND|8RCR|aCDMG
547	21662 31321	   	164.11	DCR|3VULN|2DMG|1CDMG	136VULN|2RPLT|49DMG|5BEXP|7LWND|8RCR|aCDMG
548	21665 21321	   	164.11	DCR|3VULN|2DMG|1CDMG	135VULN|2RPLT|49DMG|6FEWX|7LWND|8RCR|aCDMG
549	22561 21341	   	164.11	DCR|3VULN|2DMG|1CDMG	129VULN|3RPLT|45DMG|6FEWX|7LWND|8RCR|aCDMG
550	22562 31321	   	164.11	DCR|3VULN|2DMG|1CDMG	126VULN|3RPLT|49DMG|5BEXP|7LWND|8RCR|aCDMG
551	22565 21321	   	164.11	DCR|3VULN|2DMG|1CDMG	125VULN|3RPLT|49DMG|6FEWX|7LWND|8RCR|aCDMG
552	22655 11321	   	164.11	DCR|3VULN|2DMG|1CDMG	123VULN|4LHND|5RPLT|69DMG|7LWND|8RCR|aCDMG
553	22665 11321	   	164.11	DCR|3VULN|2DMG|1CDMG	123VULN|4BEXP|5RPLT|69DMG|7LWND|8RCR|aCDMG
554	62535 33212	   	164.10	ACR|2AART|1VULN|1DMG|1FLTHEA|1ASPD	14AART|2FLTHEA|3RCVC|5RCR|6ASPD|7DMG|8aRMIN|9VULN
555	62535 32131	   	164.10	ACR|2AART|1DMG|1VULN|1FLTHEA|1ASPD	14AART|2FLTHEA|3RCVC|5RCR|6ASPD|7LHND|8LIT|9VULN|aDMG
556	61344 41286	   	164.09	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|2LIT|3MBVNT|4FEWX|5RCR|68DMG|7DUR|9ZMB|aVULN
557	23611 36342	   	164.09	DCR|4VULN|1DMG|1ZMB	1357VULN|2LWND|4LIT|6RCR|8ZMB|9DMG|aRCVC
558	61313 33237	   	164.08	DCR|2VULN|1AART|1DMG|2ASPD	1AART|2LIT|3MBVNT|49ASPD|5FEWX|6RCR|7aVULN|8DMG
559	61315 34237	   	164.08	DCR|2VULN|1AART|1DMG|2ASPD	1AART|2LIT|3MBVNT|49ASPD|5aVULN|6RCR|7LHND|8DMG
560	61317 33237	   	164.08	DCR|2VULN|1AART|1DMG|2ASPD	1AART|2LIT|3MBVNT|49ASPD|5LHND|6RCR|7aVULN|8DMG
561	61373 33212	   	164.08	DCR|2DMG|1AART|1VULN|1CDMG	1AART|2LIT|3MBVNT|48DMG|5FEWX|6RCR|7VULN|9ERES|aCDMG
562	61373 33222	   	164.08	DCR|2DMG|1AART|1VULN|1CDMG	1AART|2LIT|3MBVNT|48DMG|5FEWX|6RCR|7VULN|9TLV|aCDMG
563	61373 33263	   	164.08	DCR|2DMG|1AART|1VULN|1CDMG	1AART|2LIT|3MBVNT|48DMG|5FEWX|6RCR|7VULN|9NUKE|aCDMG
564	61375 33112	   	164.08	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2LIT|3MBVNT|4DMG|57VULN|6RCR|8LWND|9ERES|aCDMG
565	61375 33122	   	164.08	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2LIT|3MBVNT|4DMG|57VULN|6RCR|8LWND|9TLV|aCDMG
566	61375 33312	   	164.08	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2LIT|3MBVNT|4DMG|57VULN|6RCR|8BEXP|9ERES|aCDMG
567	61375 33322	   	164.08	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2LIT|3MBVNT|4DMG|57VULN|6RCR|8BEXP|9TLV|aCDMG
568	61375 33412	   	164.08	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2LIT|3MBVNT|4DMG|57VULN|6RCR|8LHND|9ERES|aCDMG
569	61375 33422	   	164.08	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2LIT|3MBVNT|4DMG|57VULN|6RCR|8LHND|9TLV|aCDMG
570	61375 34212	   	164.08	DCR|2DMG|1AART|1VULN|1CDMG	1AART|2LIT|3MBVNT|48DMG|5VULN|6RCR|7LHND|9ERES|aCDMG
571	61375 34222	   	164.08	DCR|2DMG|1AART|1VULN|1CDMG	1AART|2LIT|3MBVNT|48DMG|5VULN|6RCR|7LHND|9TLV|aCDMG
572	61377 33212	   	164.08	DCR|2DMG|1AART|1VULN|1CDMG	1AART|2LIT|3MBVNT|48DMG|5LHND|6RCR|7VULN|9ERES|aCDMG
573	61377 33222	   	164.08	DCR|2DMG|1AART|1VULN|1CDMG	1AART|2LIT|3MBVNT|48DMG|5LHND|6RCR|7VULN|9TLV|aCDMG
574	62222 32361	   	164.08	DCR|2DMG|1AART|1VULN|1FLTHEA	1AART|2FLTHEA|3LWND|4ERES|59DMG|6RCR|7VULN|8DUST|aLIT
575	62222 32362	   	164.08	DCR|2DMG|1AART|1VULN|1FLTHEA	1AART|2FLTHEA|3LWND|4ERES|59DMG|6RCR|7VULN|8DUST|aCGEN
576	61333 33262	   	164.08	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2LIT|3MBVNT|4DUST|5RMIN|6RCR|78VULN|9DMG|aCDMG
577	61334 33262	   	164.08	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2LIT|3MBVNT|4DUST|5MLV|6RCR|78VULN|9DMG|aCDMG
578	62252 32316	   	164.08	DCR|2VULN|1AART|1DMG|1FLTHEA	1AART|2FLTHEA|3LWND|4CGEN|5DMG|6RCR|7aVULN|8DUST|9VENICY
579	62252 32363	   	164.08	DCR|2DMG|1AART|1VULN|1FLTHEA	1AART|2FLTHEA|3LWND|4CGEN|59DMG|6RCR|7VULN|8DUST|aNUKE
580	62433 31334	   	164.07	DCR|2VULN|1AART|1CDMG|1FLTHEA|1ZMB	1AART|2FLTHEA|3FEWX|4BELT|5LHND|6ZMB|7aVULN|8RCR|9CDMG
581	61374 31271	   	164.06	DCR|2VULN|1AART|1DMG|2DUR	1AART|2LIT|3MBVNT|4DMG|57DUR|6RCR|89VULN|aRCVC
582	62312 51324	   	164.06	DCR|2VULN|1AART|1FLTHEA|1ZMB|1DUR	1AART|2FLTHEA|3BELT|4DUR|5ZMB|6RCR|7aVULN|8RCVC|9RPLT
583	61315 33223	   	164.06	DCR|3VULN|1AART|1ZMB|1ASPD	1AART|2LIT|3MBVNT|4ASPD|578VULN|6RCR|9CGEN|aZMB
584	62244 32123	   	164.04	DCR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1ZMB	1AART|2FLTHEA|3LWND|4VULN|5BEXP|6CDMG|7ZMB|8NUKE|9RCR|aDMG
585	21661 22341	   	164.01	DCR|3VULN|2DMG|1CDMG	139VULN|2RPLT|45DMG|6FEWX|7DUST|8RCR|aCDMG
586	21662 32321	   	164.01	DCR|3VULN|2DMG|1CDMG	136VULN|2RPLT|49DMG|5BEXP|7DUST|8RCR|aCDMG
587	21665 22321	   	164.01	DCR|3VULN|2DMG|1CDMG	135VULN|2RPLT|49DMG|6FEWX|7DUST|8RCR|aCDMG
588	22561 22341	   	164.01	DCR|3VULN|2DMG|1CDMG	129VULN|3RPLT|45DMG|6FEWX|7DUST|8RCR|aCDMG
589	22562 32321	   	164.01	DCR|3VULN|2DMG|1CDMG	126VULN|3RPLT|49DMG|5BEXP|7DUST|8RCR|aCDMG
590	22565 22321	   	164.01	DCR|3VULN|2DMG|1CDMG	125VULN|3RPLT|49DMG|6FEWX|7DUST|8RCR|aCDMG
591	22645 11321	   	164.01	DCR|3VULN|2DMG|1CDMG	123VULN|4DUST|5RPLT|69DMG|7LWND|8RCR|aCDMG
592	22655 12321	   	164.01	DCR|3VULN|2DMG|1CDMG	123VULN|4LHND|5RPLT|69DMG|7DUST|8RCR|aCDMG
593	22665 12321	   	164.01	DCR|3VULN|2DMG|1CDMG	123VULN|4BEXP|5RPLT|69DMG|7DUST|8RCR|aCDMG
594	62113 65331	   	164.01	DCR|2VULN|1AART|1CDMG|1FLTHEA|1ASPD	1AART|2FLTHEA|3CDMG|4CGEN|5ASPD|6aVULN|7RCR|8BELT|9RCVC
595	62535 33211	   	164.00	ACR|2AART|1VULN|1DMG|1FLTHEA|1ASPD	14AART|2FLTHEA|3RCVC|5RCR|6ASPD|7DMG|8RMIN|9VULN|aDLOT
596	62535 33213	   	164.00	ACR|2AART|1VULN|1DMG|1FLTHEA|1ASPD	14AART|2FLTHEA|3RCVC|5RCR|6ASPD|7DMG|8RMIN|9VULN|aERES
597	22341 11623	 * 	163.99	DCR|3VULN|3ASPD|1DMG|1CDMG	125VULN|36aASPD|4CGEN|7CDMG|8DMG|9RCR
598	22252 46313	 * 	163.99	DCR|3VULN|3AART|1CDMG	129VULN|3ERES|478AART|5LEGI|6CDMG|aRCR
599	61311 33237	   	163.98	DCR|2VULN|1AART|1DMG|2ASPD	1AART|2LIT|3MBVNT|49ASPD|5LEGI|6RCR|7aVULN|8DMG
600	61311 37137	   	163.98	DCR|2VULN|1AART|1DMG|2ASPD	1AART|2LIT|3MBVNT|49ASPD|5LEGI|6RCR|7DMG|8aVULN
601	61371 33212	   	163.98	DCR|2DMG|1AART|1VULN|1CDMG	1AART|2LIT|3MBVNT|48DMG|5LEGI|6RCR|7VULN|9ERES|aCDMG
602	61371 33222	   	163.98	DCR|2DMG|1AART|1VULN|1CDMG	1AART|2LIT|3MBVNT|48DMG|5LEGI|6RCR|7VULN|9TLV|aCDMG
603	61371 33263	   	163.98	DCR|2DMG|1AART|1VULN|1CDMG	1AART|2LIT|3MBVNT|48DMG|5LEGI|6RCR|7VULN|9NUKE|aCDMG
604	61371 37212	   	163.98	DCR|2DMG|1AART|1VULN|1CDMG	1AART|2LIT|3MBVNT|47DMG|5LEGI|6RCR|8VULN|9ERES|aCDMG
605	61371 37222	   	163.98	DCR|2DMG|1AART|1VULN|1CDMG	1AART|2LIT|3MBVNT|47DMG|5LEGI|6RCR|8VULN|9TLV|aCDMG
606	61376 33212	   	163.98	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2LIT|3MBVNT|4DMG|5DUST|6RCR|78VULN|9ERES|aCDMG
607	61376 33222	   	163.98	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2LIT|3MBVNT|4DMG|5DUST|6RCR|78VULN|9TLV|aCDMG
608	61315 33243	   	163.96	DCR|3VULN|1AART|1ZMB|1ASPD	1AART|2LIT|3MBVNT|4ASPD|578VULN|6RCR|9ERES|aZMB
609	61374 35414	   	163.93	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	17AART|2LIT|3MBVNT|4DMG|5DUR|6RCR|8ZMB|9RCVC|aVULN
610	62211 56233	   	163.91	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1AART|2FLTHEA|3LWND|4BEXP|5DUR|6DMG|7aVULN|8DUST|9RCR
611	62215 36233	   	163.91	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1AART|2FLTHEA|3LWND|4BEXP|5DMG|6DUR|7aVULN|8DUST|9RCR
612	62231 56233	   	163.91	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1AART|2FLTHEA|3LWND|4FEWX|5DUR|6DMG|7aVULN|8DUST|9RCR
613	21621 62611	 * 	163.91	DCR|3VULN|2DMG|2ASPD	137VULN|2RPLT|46ASPD|5aDMG|8RCR|9DUST
614	22521 62611	   	163.91	DCR|3VULN|2DMG|2ASPD	127VULN|3RPLT|46ASPD|5aDMG|8RCR|9DUST
615	62133 65331	   	163.91	DCR|2VULN|1AART|1CDMG|1FLTHEA|1ASPD	1AART|2FLTHEA|3CDMG|4TLV|5ASPD|6aVULN|7RCR|8BELT|9RCVC
616	22315 11623	   	163.89	DCR|3VULN|3ASPD|1DMG|1CDMG	124VULN|36aASPD|5ERES|7CDMG|8DMG|9RCR
617	45362 31121	   	163.77	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1ASPD|2CDMG|38AART|4BEXP|5VULN|6RCR|7DMG|9ERES|aLWND
618	45362 31133	   	163.77	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1ASPD|2CDMG|38AART|49BEXP|5VULN|6RCR|7DMG|aERES
619	62512 13125	   	163.74	DCR|1AART|1DMG|1VULN|1CDMG|1FLTHEA	1AART|2FLTHEA|3RCVC|4LIT|5CDMG|6RCR|7CGEN|8VULN|9DMSP|aDMG
620	22363 52421	   	163.74	DCR|3VULN|2AART|1DUR|1ASPD	125VULN|3ASPD|4BEXP|6aAART|7DUR|8RCR|9MLV
621	61344 43245	   	163.73	ACR|2VULN|2DMG|1AART	1AART|2LIT|3MBVNT|4FEWX|5RCR|68DMG|7aVULN|9LHND
622	61344 43255	   	163.73	ACR|2VULN|2DMG|1AART	1AART|2LIT|3MBVNT|4FEWX|5RCR|68DMG|7aVULN|9BEXP
623	61344 43274	   	163.73	ACR|2VULN|2DMG|1AART	1AART|2LIT|3MBVNT|4FEWX|5RCR|68DMG|79VULN|aLHND
624	61344 43275	   	163.73	ACR|2VULN|2DMG|1AART	1AART|2aLIT|3MBVNT|4FEWX|5RCR|68DMG|79VULN
625	61344 43773	   	163.70	ACR|3VULN|1AART|1DMG	1AART|2LIT|3MBVNT|4FEWX|5RCR|6DMG|79aVULN|8RCVC
626	45362 31122	   	163.67	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1ASPD|2CDMG|38AART|4BEXP|5VULN|6RCR|7DMG|9aERES
627	22351 63212	   	163.65	DCR|2VULN|2DMG|1AART|1ASPD	12VULN|3ASPD|4AART|5AIRHEA|6BEXP|79DMG|8CGEN|aRCR
628	22351 63312	   	163.65	DCR|2VULN|2DMG|1AART|1ASPD	12VULN|3ASPD|4AART|5AIRHEA|6BEXP|79DMG|8RMIN|aRCR
629	22353 53312	   	163.65	DCR|2VULN|2DMG|1AART|1ASPD	12VULN|3ASPD|4AART|5RMIN|6VENICY|7FEWX|89DMG|aRCR
630	22651 22511	   	163.65	DCR|5VULN|1AART	12356VULN|46LHND|6BPWR|7AART|8ERES|9RCR|aRCVC
631	61344 43217	   	163.63	ACR|2VULN|2DMG|1AART	1AART|2LIT|3MBVNT|4FEWX|5RCR|68DMG|7aVULN|9ERES
632	61344 43227	   	163.63	ACR|2VULN|2DMG|1AART	1AART|2LIT|3MBVNT|4FEWX|5RCR|68DMG|7aVULN|9TLV
633	61344 43267	   	163.63	ACR|2VULN|2DMG|1AART	1AART|2LIT|3MBVNT|4FEWX|5RCR|68DMG|7aVULN|9NUKE
634	61344 43272	   	163.63	ACR|2VULN|2DMG|1AART	1AART|2LIT|3MBVNT|4FEWX|5RCR|68DMG|79VULN|aERES
635	61344 43276	   	163.63	ACR|2VULN|2DMG|1AART	1AART|2LIT|3MBVNT|4FEWX|5RCR|68DMG|79VULN|aDUST
636	61344 43277	   	163.63	ACR|2VULN|2DMG|1AART	1AART|2LIT|3MBVNT|4FEWX|5RCR|68DMG|79VULN|aLEGI
