0	Index      	 *	Score 	Summary	Detail	
1	43651 24134	 * 	180.76	DCR|2VULN|2DMG|1AART|1CDMG	17LWND|27LIT|3AART|47DMG|5MBVNT|6RCR|7BPWR|8CDMG|9aVULN
501	36211 26126	   	156.60	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	1LEGI|2VULN|3FEWX|49CDMG|5AART|6ZMB|7DMG|8RCR|aTLV
502	12611 23361	   	156.60	DCR|2VULN|2DMG|1CDMG|1DUR	1ERES|2RCVC|3CDMG|4CGEN|58DMG|6DUR|7aVULN|9RCR
503	32151 34214	   	156.59	ACR|2VULN|1AART|1DMG|2ASPD	1LEGI|2LHND|38VULN|47ASPD|5RCR|6AART|9CANHEL|aDMG
504	32151 34236	   	156.59	ACR|2VULN|1AART|1DMG|2ASPD	1LEGI|2LHND|38VULN|47ASPD|5RCR|6AART|9DMG|aNUKE
505	43632 63132	   	156.59	ACR|3VULN|1AART|1CDMG	16LWND|2LIT|3AART|4RCR|59aVULN|7ERES|8CDMG
506	32151 35241	   	156.58	ACR|3VULN|1AART|1ZMB|1ASPD	1LEGI|2LHND|378VULN|4ASPD|5RCR|6AART|9TLV|aZMB
507	31156 31224	   	156.57	DCR|2AART|2DMG|1VULN	1LEGI|26AART|3LIT|45DMG|7VULN|8RCR|9LHND|aBEXP
508	31156 31231	   	156.57	DCR|2AART|2DMG|1VULN	1LEGI|26AART|3LIT|45DMG|7VULN|8RCR|9RMIN|aRPLT
509	31156 31235	   	156.57	DCR|2AART|2DMG|1VULN	1LEGI|26AART|3LIT|45DMG|7VULN|8RCR|9RMIN|aLHND
510	31156 31261	   	156.57	DCR|2AART|2DMG|1VULN	1LEGI|26AART|3LIT|45DMG|7VULN|8RCR|9RPLT|aLWND
511	31156 31262	   	156.57	DCR|2AART|2DMG|1VULN	1LEGI|26AART|3LIT|45DMG|7VULN|8RCR|9RPLT|aRMIN
512	31156 32221	   	156.57	DCR|2AART|2DMG|1VULN	1LEGI|26AART|3LIT|45DMG|7LWND|8RCR|9LHND|aVULN
513	31156 32234	   	156.57	DCR|2AART|2DMG|1VULN	1LEGI|26AART|3LIT|45DMG|7LWND|8RCR|9RMIN|aVULN
514	66221 43233	   	156.55	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	1DUR|28DMG|3ZMB|4RPLT|5LEGI|6RCR|7CDMG|9DUST|aAART
515	31151 24253	   	156.52	DCR|3DMG|1AART|1ZMB	1LEGI|2AART|37LIT|479DMG|5MBVNT|6RCR|7BPWR|8FEWX|aZMB
516	31151 24453	   	156.52	DCR|3DMG|1AART|1ZMB	1LEGI|2AART|37LIT|479DMG|5MBVNT|6RCR|7BPWR|8BEXP|aZMB
517	31151 24553	   	156.52	DCR|3DMG|1AART|1ZMB	1LEGI|2AART|37LIT|479DMG|5MBVNT|6RCR|7BPWR|8LWND|aZMB
518	36316 13533	   	156.51	DCR|3VULN|1AART|1CDMG|1ASPD	1LEGI|235VULN|4FEWX|6AART|7ASPD|8LIT|9RCR|aCDMG
519	36353 11242	   	156.51	DCR|3VULN|1AART|1CDMG|1DUR	1LEGI|238VULN|4LIT|5RPLT|6AART|7CDMG|9RCR|aDUR
520	11324 11443	   	156.50	DCR|2AART|2DMG|1CDMG|1ASPD	1ERES|2BELT|39AART|4CDMG|57DMG|6LWND|8RCR|aASPD
521	24133 26141	   	156.48	DCR|2VULN|1AART|1DMG|1CDMG	1CGEN|2LHND|3CDMG|4aLWND|59VULN|6AART|7DMG|8RCR
522	24133 26142	   	156.48	DCR|2VULN|1AART|1DMG|1CDMG	1CGEN|2LHND|3CDMG|4LWND|59VULN|6AART|7DMG|8RCR|aRMIN
523	63352 24232	 * 	156.48	DCR|2VULN|1AART|1DMG|3DUR	14aDUR|2LIT|35VULN|6AART|7FEWX|8DMG|9RCR
524	63352 25232	   	156.48	DCR|2VULN|1AART|1DMG|3DUR	14aDUR|2LIT|35VULN|6AART|7LWND|8DMG|9RCR
525	31156 31211	   	156.47	DCR|2AART|2DMG|1VULN	1LEGI|26AART|3LIT|45DMG|7VULN|8RCR|9ERES|aRPLT
526	31156 31215	   	156.47	DCR|2AART|2DMG|1VULN	1LEGI|26AART|3LIT|45DMG|7VULN|8RCR|9ERES|aLHND
527	31156 31233	   	156.47	DCR|2AART|2DMG|1VULN	1LEGI|26AART|3LIT|45DMG|7VULN|8RCR|9RMIN|aCANHEL
528	31156 31236	   	156.47	DCR|2AART|2DMG|1VULN	1LEGI|26AART|3LIT|45DMG|7VULN|8RCR|9RMIN|aNUKE
529	31156 32214	   	156.47	DCR|2AART|2DMG|1VULN	1LEGI|26AART|3LIT|45DMG|7LWND|8RCR|9ERES|aVULN
530	43651 24214	   	156.46	DCR|2DMG|1AART|1VULN|1DUR	17LWND|27LIT|3AART|47DMG|5MBVNT|6RCR|7BPWR|8FEWX|9VULN|aDUR
531	43651 24311	   	156.46	DCR|2DMG|1AART|1VULN|1DUR	17LWND|27LIT|3AART|47DMG|5MBVNT|6RCR|7BPWR|8DUR|9VULN|aRPLT
532	43651 24312	   	156.46	DCR|2DMG|1AART|1VULN|1DUR	17LWND|27LIT|3AART|47DMG|5MBVNT|6RCR|7BPWR|8DUR|9VULN|aBEXP
533	43651 24313	   	156.46	DCR|2DMG|1AART|1VULN|1DUR	17LWND|27LIT|3AART|47DMG|5MBVNT|6RCR|7BPWR|8DUR|9VULN|aRMIN
534	11322 51442	   	156.40	DCR|2AART|2DMG|1CDMG|1DUR	1ERES|2BELT|39AART|4CDMG|5DUR|67DMG|8RCR|aTLV
535	16361 12228	   	156.40	DCR|2AART|2VULN|1CDMG|1ASPD	1ERES|27VULN|36AART|4LIT|5MBVNT|8RCR|9CDMG|aASPD
536	52234 31234	   	156.38	DCR|2VULN|2AART|1DMG	1LIT|2ERES|3DMG|4CGEN|56AART|7aVULN|8RCR|9RCVC
537	52234 31235	   	156.38	DCR|2DMG|2AART|1VULN	1LIT|2ERES|3aDMG|4CGEN|56AART|7VULN|8RCR|9RCVC
538	24133 26153	   	156.38	DCR|2DMG|1AART|1VULN|1CDMG	1CGEN|2LHND|3CDMG|4LWND|5VULN|6AART|7aDMG|8RCR|9LEGI
539	31126 26334	   	156.38	DCR|2DMG|1AART|1VULN|1CDMG	1LEGI|2AART|3LIT|46MLV|5aDMG|7CDMG|8VULN|9RCR
540	31126 26336	   	156.38	DCR|2VULN|1AART|1DMG|1CDMG	1LEGI|2AART|3LIT|46MLV|5DMG|7CDMG|8aVULN|9RCR
541	34133 26141	   	156.38	DCR|2VULN|1AART|1DMG|1CDMG	1LEGI|2CGEN|3CDMG|4aLWND|59VULN|6AART|7DMG|8RCR
542	34133 26142	   	156.38	DCR|2VULN|1AART|1DMG|1CDMG	1LEGI|2CGEN|3CDMG|4LWND|59VULN|6AART|7DMG|8RCR|aRMIN
543	34133 26153	   	156.38	DCR|2DMG|1AART|1VULN|1CDMG	1LEGI|2CGEN|3CDMG|4LWND|5VULN|6AART|7aDMG|8RCR|9LHND
544	34143 26133	   	156.38	DCR|2DMG|1AART|1VULN|1CDMG	1LEGI|2CGEN|3CDMG|4LHND|5VULN|6AART|7aDMG|8RCR|9LWND
545	63352 22232	   	156.38	DCR|2VULN|1AART|1DMG|3DUR	14aDUR|2LIT|35VULN|6AART|7DUST|8DMG|9RCR
546	31156 31213	   	156.37	DCR|2AART|2DMG|1VULN	1LEGI|26AART|3LIT|45DMG|7VULN|8RCR|9ERES|aAIRHEA
547	31156 31216	   	156.37	DCR|2AART|2DMG|1VULN	1LEGI|26AART|3LIT|45DMG|7VULN|8RCR|9ERES|aNUKE
548	16436 23122	 * 	156.36	DCR|3VULN|1DMG|1CDMG|2DUR	18ERES|258VULN|3DMG|47DUR|68MLV|8BPWR|9RCR|aCDMG
549	52214 31234	   	156.28	DCR|2VULN|2AART|1DMG	1LIT|2ERES|3DMG|4TLV|56AART|7aVULN|8RCR|9RCVC
550	52214 31235	   	156.28	DCR|2DMG|2AART|1VULN	1LIT|2ERES|3aDMG|4TLV|56AART|7VULN|8RCR|9RCVC
551	31156 51333	   	156.28	DCR|2DMG|1AART|1VULN|1CDMG	1LEGI|2AART|36LIT|45DMG|7VULN|8DUST|9RCR|aCDMG
552	31156 21361	   	156.26	DCR|3DMG|1AART|1ZMB|1DUR	1LEGI|2AART|37LIT|456DMG|8DUR|9RCR|aZMB
553	16313 43513	   	156.25	DCR|2AART|2VULN|1ZMB|1DUR	1ERES|25VULN|36AART|49CGEN|7RCR|8ZMB|aDUR
554	36327 22122	   	156.17	DCR|4VULN|1CDMG|1ZMB	1LEGI|2359VULN|4MBVNT|6RCR|7BELT|8ZMB|aCDMG
555	16331 41373	   	156.16	DCR|2VULN|1AART|1DMG|1DUR	157ERES|27VULN|3AART|47BEXP|6RCR|7BPWR|8MBVNT|9DUR|aDMG
556	56233 23223	   	156.15	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1LIT|2ASPD|3AART|4ZMB|57VULN|6MLV|8RCR|9LHND|aCDMG
557	56233 23253	   	156.15	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1LIT|2ASPD|3AART|4ZMB|57VULN|6MLV|8RCR|9LWND|aCDMG
558	31151 24147	   	156.12	DCR|2DMG|1AART|1CDMG|1ZMB	1LEGI|2AART|37LIT|47DMG|5MBVNT|6RCR|7BPWR|8CDMG|9RCVC|aZMB
559	16313 41114	   	156.10	DCR|3VULN|2AART|1DUR	1ERES|25aVULN|36AART|4CGEN|7LIT|8DUR|9RCR
560	16362 12114	   	156.10	DCR|3VULN|2AART|1ASPD	1ERES|27aVULN|36AART|4LIT|5FEWX|8ASPD|9RCR
561	16363 12114	   	156.10	DCR|3VULN|2AART|1ASPD	1ERES|27aVULN|36AART|4LIT|5LWND|8ASPD|9RCR
562	31153 12331	   	156.08	DCR|2AART|2VULN|1DMG	1LEGI|26AART|3LIT|4DMG|5LWND|7aVULN|8RCVC|9RCR
563	31156 12336	   	156.08	DCR|2AART|2DMG|1VULN	1LEGI|2aAART|3LIT|45DMG|6LWND|7VULN|8RCVC|9RCR
564	53226 22333	   	156.08	DCR|2VULN|1AART|1DMG|1CDMG	18LIT|28MLV|3AART|4FEWX|5DMG|6RMIN|78VULN|8BPWR|9RCR|aCDMG
565	43653 31221	   	156.07	DCR|2AART|2VULN|1DMG	15LWND|2LIT|36AART|4DMG|7aVULN|8RCR|9LHND
566	16323 21333	   	156.05	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ERES|2aVULN|3AART|4RPLT|5DUR|6ZMB|7FEWX|8RCR|9CDMG
567	16323 22333	   	156.05	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ERES|2aVULN|3AART|4RPLT|5DUR|6ZMB|7BEXP|8RCR|9CDMG
568	16114 51331	   	156.04	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG	1ERES|2VULN|3CDMG|4aBELT|5MLV|6RCR|7DMG|8AART|9FLTHEA
569	31132 13612	   	155.97	ACR|3VULN|1AART|2DUR	1LEGI|2AART|39LIT|4RCR|59aVULN|6FEWX|7LWND|89DUR|9BPWR
570	56233 43223	   	155.95	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1LIT|2ASPD|3AART|4ZMB|57VULN|6ERES|8RCR|9MBVNT|aCDMG
571	56233 41231	   	155.95	DCR|2VULN|1AART|2ASPD|1ZMB|1DUR	1LIT|27ASPD|3AART|4ZMB|5aVULN|6ERES|8RCR|9DUR
572	16114 51332	   	155.94	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG	1aERES|2VULN|3CDMG|4BELT|5MLV|6RCR|7DMG|8AART|9FLTHEA
573	31151 23514	 * 	155.92	DCR|2AART|1VULN|1DMG|2DUR	1LEGI|28AART|3LIT|4DMG|5MBVNT|6RCR|7aDUR|9VULN
574	63352 52333	 * 	155.89	DCR|2VULN|2DMG|1CDMG|2DUR	14DUR|2LIT|35VULN|6CGEN|78DMG|9CDMG|aRCR
575	36353 11141	   	155.88	DCR|3VULN|1AART|2CDMG	1LEGI|23aVULN|4LIT|5RPLT|6AART|78CDMG|9RCR
576	36353 11243	   	155.88	DCR|3VULN|1AART|2CDMG	1LEGI|238VULN|4LIT|5RPLT|6AART|7aCDMG|9RCR
577	55226 22333	   	155.88	DCR|2VULN|1AART|1DMG|1CDMG	18LIT|28TLV|3AART|4FEWX|5DMG|6RMIN|78VULN|8BPWR|9RCR|aCDMG
578	12253 54223	   	155.88	DCR|3DMG|1VULN|2ZMB|1DUR	1ERES|2RCVC|3VULN|47ZMB|58aDMG|6DUR|9RCR
579	16361 12247	   	155.87	DCR|2AART|2VULN|1DMG	1ERES|27VULN|36AART|4LIT|5MBVNT|8RCR|9RMIN|aDMG
580	36321 53522	   	155.87	DCR|3VULN|1AART|1CDMG	1LEGI|238VULN|4MBVNT|5RPLT|6RCR|7CDMG|9RCVC|aAART
581	31132 11612	   	155.87	ACR|3VULN|1AART|2DUR	1LEGI|2AART|39LIT|4RCR|59aVULN|6FEWX|7DUST|89DUR|9BPWR
582	31132 52612	   	155.87	ACR|3VULN|1AART|2DUR	1LEGI|2AART|39LIT|4RCR|59aVULN|6DUST|7BEXP|89DUR|9BPWR
583	31132 61612	   	155.87	ACR|3VULN|1AART|2DUR	1LEGI|2AART|39LIT|4RCR|59aVULN|6LWND|7DUST|89DUR|9BPWR
584	16236 14331	   	155.87	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ERES|25VULN|3ZMB|4LWND|6AART|7ASPD|8BEXP|9DMG|aRCR
585	16236 16211	   	155.87	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ERES|25VULN|3ZMB|4LWND|6AART|7DMG|8ASPD|9FEWX|aRCR
586	32151 14112	 * 	155.82	ACR|2VULN|2DMG|1CDMG|1ASPD	1LEGI|29LHND|39VULN|4ASPD|5RCR|6ERES|7RPLT|89DMG|9BPWR|aCDMG
587	32151 64112	   	155.82	ACR|2VULN|2DMG|1CDMG|1ASPD	1LEGI|29LHND|39VULN|4ASPD|5RCR|6TLV|7RPLT|89DMG|9BPWR|aCDMG
588	63352 32333	   	155.79	DCR|2VULN|2DMG|1CDMG|2DUR	14DUR|2LIT|35VULN|6ERES|78DMG|9CDMG|aRCR
589	31131 22132	   	155.78	ACR|2AART|2VULN|1CDMG	1LEGI|2aAART|3LIT|4RCR|5RCVC|6MLV|79VULN|8CDMG
590	43653 21333	   	155.78	DCR|2DMG|1AART|1VULN|1CDMG	15LWND|2LIT|3AART|46DMG|7VULN|8DUST|9RCR|aCDMG
591	16361 12216	   	155.77	DCR|2AART|2VULN|1DMG	19ERES|27VULN|36AART|4LIT|5MBVNT|8RCR|aDMG
592	31132 23411	   	155.77	ACR|3VULN|1AART|2DUR	1LEGI|2AART|3LIT|4RCR|59aVULN|6CGEN|78DUR
593	31132 45411	   	155.77	ACR|3VULN|1AART|2DUR	1LEGI|2AART|3LIT|4RCR|59aVULN|68DUR|7CGEN
594	56233 22361	   	155.70	DCR|2VULN|1AART|2ZMB|1DUR|1ASPD	1LIT|2ASPD|3AART|49ZMB|5aVULN|6MLV|7RCR|8DUR
595	31131 62132	   	155.68	ACR|2AART|2VULN|1CDMG	1LEGI|2aAART|3LIT|4RCR|5RCVC|6TLV|79VULN|8CDMG
596	31132 33442	   	155.68	ACR|2AART|1VULN|1DMG|1ASPD|1DUR	1LEGI|28AART|3LIT|4RCR|5VULN|6ASPD|7DUR|9DMG|aBELT
597	16261 23532	   	155.68	DCR|2VULN|1AART|1DMG|2ZMB	1ERES|2aVULN|34ZMB|5CGEN|6DMG|7TLV|8RCR|9AART
598	16411 14333	   	155.68	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|2aVULN|3DMG|4FEWX|5RPLT|6LEGI|7AART|8RCR|9CDMG
599	16422 14333	   	155.68	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|2aVULN|3DMG|4RPLT|5BEXP|6LEGI|7AART|8RCR|9CDMG
600	32221 45315	   	155.67	DCR|1AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1LEGI|2LHND|3BELT|4VULN|5ASPD|6RCR|7DMG|8CDMG|9AART|aDUR
601	56233 23341	   	155.66	DCR|3VULN|1AART|1ZMB|1ASPD	1LIT|2ASPD|3AART|4ZMB|57aVULN|6MLV|8DUST|9RCR
602	53231 21224	   	155.63	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2MLV|3AART|4ZMB|56DMG|7VULN|8RCR|9LHND|aBEXP
603	53231 21226	   	155.63	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2MLV|3AART|4ZMB|56DMG|7VULN|8RCR|9LHND|aDMSP
604	53231 21231	   	155.63	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2MLV|3AART|4ZMB|56DMG|7VULN|8RCR|9RMIN|aRPLT
605	53231 21235	   	155.63	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2MLV|3AART|4ZMB|56DMG|7VULN|8RCR|9RMIN|aLHND
606	53231 21254	   	155.63	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2MLV|3AART|4ZMB|56DMG|7VULN|8RCR|9LWND|aBEXP
607	53231 21256	   	155.63	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2MLV|3AART|4ZMB|56DMG|7VULN|8RCR|9LWND|aDMSP
608	53231 21261	   	155.63	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2MLV|3AART|4ZMB|56DMG|7VULN|8RCR|9RPLT|aLWND
609	53231 21262	   	155.63	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2MLV|3AART|4ZMB|56DMG|7VULN|8RCR|9RPLT|aRMIN
610	53231 21266	   	155.63	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2MLV|3AART|4ZMB|56DMG|7VULN|8RCR|9RPLT|aCGEN
611	53231 22221	   	155.63	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2MLV|3AART|4ZMB|56DMG|7LWND|8RCR|9LHND|aVULN
612	53231 22234	   	155.63	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2MLV|3AART|4ZMB|56DMG|7LWND|8RCR|9RMIN|aVULN
613	53231 22254	   	155.63	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2MLV|3AART|4ZMB|56DMG|79LWND|8RCR|aVULN
614	53231 26221	   	155.63	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2MLV|3AART|4ZMB|56DMG|7BEXP|8RCR|9LHND|aVULN
615	53231 26234	   	155.63	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2MLV|3AART|4ZMB|56DMG|7BEXP|8RCR|9RMIN|aVULN
616	53231 26251	   	155.63	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2MLV|3AART|4ZMB|56DMG|7BEXP|8RCR|9LWND|aVULN
617	53233 32236	   	155.63	DCR|2VULN|1AART|1DMG|1ZMB	1LIT|2MLV|3AART|4ZMB|57VULN|6CGEN|8RCR|9RMIN|aDMG
618	53231 31221	   	155.63	DCR|2VULN|1AART|1DMG|1ZMB	1LIT|2MLV|3AART|4ZMB|5DMG|6DMSP|7aVULN|8RCR|9LHND
619	53231 31234	   	155.63	DCR|2VULN|1AART|1DMG|1ZMB	1LIT|2MLV|3AART|4ZMB|5DMG|6DMSP|7aVULN|8RCR|9RMIN
620	53231 31251	   	155.63	DCR|2VULN|1AART|1DMG|1ZMB	1LIT|2MLV|3AART|4ZMB|5DMG|6DMSP|7aVULN|8RCR|9LWND
621	53231 51221	   	155.63	DCR|2VULN|1AART|1DMG|1ZMB	16LIT|2MLV|3AART|4ZMB|5DMG|7aVULN|8RCR|9LHND
622	53231 51234	   	155.63	DCR|2VULN|1AART|1DMG|1ZMB	16LIT|2MLV|3AART|4ZMB|5DMG|7aVULN|8RCR|9RMIN
623	53231 51251	   	155.63	DCR|2VULN|1AART|1DMG|1ZMB	16LIT|2MLV|3AART|4ZMB|5DMG|7aVULN|8RCR|9LWND
624	32151 12542	   	155.59	ACR|2DMG|1AART|1VULN|2ASPD	1LEGI|2aLHND|3VULN|4aASPD|5RCR|6ERES|7BEXP|8AART|9aDMG|aBPWR
625	31132 33441	   	155.58	ACR|2AART|1VULN|1DMG|1ASPD|1DUR	1LEGI|28AART|3LIT|4RCR|5VULN|6ASPD|7DUR|9DMG|aDUST
626	31132 33445	   	155.58	ACR|2AART|1VULN|1DMG|1ASPD|1DUR	1LEGI|28AART|3LIT|4RCR|5VULN|6ASPD|7DUR|9DMG|aTLV
627	56353 33122	 * 	155.54	DCR|3VULN|1DMG|3ASPD	19aLIT|29aASPD|38RPLT|4LHND|5DMG|69aVULN|7RCR|9aBPWR
628	12251 23532	   	155.53	DCR|2VULN|1AART|1DMG|1ZMB	1ERES|2RCVC|3aVULN|4ZMB|5CGEN|6DMG|7TLV|8RCR|9AART
629	12253 43532	   	155.53	DCR|2VULN|1AART|1DMG|1ZMB	1ERES|2RCVC|3aVULN|4ZMB|5DMG|6CGEN|7TLV|8RCR|9AART
630	55231 21224	   	155.53	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2TLV|3AART|4ZMB|56DMG|7VULN|8RCR|9LHND|aBEXP
631	55231 21226	   	155.53	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2TLV|3AART|4ZMB|56DMG|7VULN|8RCR|9LHND|aDMSP
632	55231 21231	   	155.53	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2TLV|3AART|4ZMB|56DMG|7VULN|8RCR|9RMIN|aRPLT
633	55231 21235	   	155.53	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2TLV|3AART|4ZMB|56DMG|7VULN|8RCR|9RMIN|aLHND
634	55231 21261	   	155.53	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2TLV|3AART|4ZMB|56DMG|7VULN|8RCR|9RPLT|aLWND
635	55231 21262	   	155.53	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2TLV|3AART|4ZMB|56DMG|7VULN|8RCR|9RPLT|aRMIN
636	55231 31221	   	155.53	DCR|2VULN|1AART|1DMG|1ZMB	1LIT|2TLV|3AART|4ZMB|5DMG|6DMSP|7aVULN|8RCR|9LHND
637	55231 31234	   	155.53	DCR|2VULN|1AART|1DMG|1ZMB	1LIT|2TLV|3AART|4ZMB|5DMG|6DMSP|7aVULN|8RCR|9RMIN
638	55231 31251	   	155.53	DCR|2VULN|1AART|1DMG|1ZMB	1LIT|2TLV|3AART|4ZMB|5DMG|6DMSP|7aVULN|8RCR|9LWND
639	55231 51221	   	155.53	DCR|2VULN|1AART|1DMG|1ZMB	16LIT|2TLV|3AART|4ZMB|5DMG|7aVULN|8RCR|9LHND
640	53231 21211	   	155.53	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2MLV|3AART|4ZMB|56DMG|7VULN|8RCR|9ERES|aRPLT
641	53231 21215	   	155.53	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2MLV|3AART|4ZMB|56DMG|7VULN|8RCR|9ERES|aLHND
642	53231 21233	   	155.53	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2MLV|3AART|4ZMB|56DMG|7VULN|8RCR|9RMIN|aAIRHEA
643	53231 21236	   	155.53	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2MLV|3AART|4ZMB|56DMG|7VULN|8RCR|9RMIN|aNUKE
644	53231 21265	   	155.53	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2MLV|3AART|4ZMB|56DMG|7VULN|8RCR|9RPLT|aDUST
645	53231 22214	   	155.53	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2MLV|3AART|4ZMB|56DMG|7LWND|8RCR|9ERES|aVULN
646	53231 26214	   	155.53	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2MLV|3AART|4ZMB|56DMG|7BEXP|8RCR|9ERES|aVULN
647	53233 32216	   	155.53	DCR|2VULN|1AART|1DMG|1ZMB	1LIT|2MLV|3AART|4ZMB|57VULN|6CGEN|8RCR|9ERES|aDMG
648	55231 22221	   	155.53	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2TLV|3AART|4ZMB|56DMG|7LWND|8RCR|9LHND|aVULN
649	55231 22234	   	155.53	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2TLV|3AART|4ZMB|56DMG|7LWND|8RCR|9RMIN|aVULN
650	55231 26221	   	155.53	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2TLV|3AART|4ZMB|56DMG|7BEXP|8RCR|9LHND|aVULN
651	55233 22236	   	155.53	DCR|2VULN|1AART|1DMG|1ZMB	1LIT|2TLV|3AART|4ZMB|57VULN|6MLV|8RCR|9RMIN|aDMG
652	53231 31214	   	155.53	DCR|2VULN|1AART|1DMG|1ZMB	1LIT|2MLV|3AART|4ZMB|5DMG|6DMSP|7aVULN|8RCR|9ERES
653	53231 51214	   	155.53	DCR|2VULN|1AART|1DMG|1ZMB	16LIT|2MLV|3AART|4ZMB|5DMG|7aVULN|8RCR|9ERES
654	11324 23452	   	155.50	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB	1ERES|2BELT|3AART|47CDMG|5DMG|6ZMB|8LIT|9RCR|aVULN
655	66361 33232	 * 	155.48	ACR|2DMG|1AART|1VULN|2DUR	19DUR|28DMG|3LEGI|4LWND|5RCR|6RCVC|7VULN|aAART
656	36321 53834	   	155.47	DCR|3VULN|1AART|1CDMG	1LEGI|23aVULN|4MBVNT|5RPLT|6RCR|7CDMG|8AART|9MLV
657	36321 53844	   	155.47	DCR|3VULN|1AART|1CDMG	1LEGI|23aVULN|4MBVNT|5RPLT|6RCR|7CDMG|8AART|9CGEN
658	36321 54633	   	155.47	DCR|3VULN|1AART|1CDMG	1LEGI|23aVULN|4MBVNT|5RPLT|6RCR|7FEWX|8AART|9CDMG
659	36316 36322	   	155.46	DCR|3VULN|1AART|1ZMB|1DUR	1LEGI|235VULN|4FEWX|6DUR|7ZMB|8RCR|9RCVC|aAART
660	31134 22164	   	155.45	ACR|2AART|1VULN|1DMG|1CDMG	1LEGI|25AART|3LIT|4RCR|6MLV|7VULN|8CDMG|9CGEN|aDMG
661	31134 35131	   	155.45	ACR|2AART|1VULN|1DMG|1CDMG	1LEGI|25AART|3LIT|4RCR|6LHND|7DMG|8CDMG|9VULN|aLWND
662	31134 35132	   	155.45	ACR|2AART|1VULN|1DMG|1CDMG	1LEGI|25AART|3LIT|4RCR|6LHND|7DMG|8CDMG|9VULN|aRMIN
663	31134 35135	   	155.45	ACR|2AART|1VULN|1DMG|1CDMG	1LEGI|25AART|3LIT|4RCR|6LHND|7DMG|8CDMG|9VULN|aCGEN
664	31134 35136	   	155.45	ACR|2AART|1VULN|1DMG|1CDMG	1LEGI|25AART|3LIT|4RCR|6LHND|7DMG|8CDMG|9VULN|aBEXP
665	31134 55131	   	155.45	ACR|2AART|1VULN|1DMG|1CDMG	1LEGI|25AART|3LIT|4RCR|6aLWND|7DMG|8CDMG|9VULN
666	55231 21211	   	155.43	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2TLV|3AART|4ZMB|56DMG|7VULN|8RCR|9ERES|aRPLT
667	55231 21215	   	155.43	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2TLV|3AART|4ZMB|56DMG|7VULN|8RCR|9ERES|aLHND
668	55231 21233	   	155.43	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2TLV|3AART|4ZMB|56DMG|7VULN|8RCR|9RMIN|aAIRHEA
669	55231 21236	   	155.43	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2TLV|3AART|4ZMB|56DMG|7VULN|8RCR|9RMIN|aNUKE
