0	Index      	 *	Score 	Summary	Detail	
1	31463 21353	 * 	179.97	DCR|3VULN|3DMG|1CDMG	17LHND|2CGEN|347DMG|57aVULN|6RMIN|7BPWR|8RCR|9CDMG
503	56131 31235	 * 	150.89	DCR|5VULN|1CDMG	1CGEN|2ERES|3567aVULN|4CDMG|8MLV|9RCR
504	12863 43314	   	150.86	DCR|2VULN|1AART|1DMG|1DUR	1FEWX|2MBVNT|3DMG|4LHND|59VULN|6RMIN|7RCR|8AART|aDUR
505	12864 13314	   	150.86	DCR|2VULN|1AART|1DMG|1DUR	1FEWX|2MBVNT|3DMG|4LHND|5RMIN|69VULN|7RCR|8AART|aDUR
506	12883 43314	   	150.86	DCR|2VULN|1AART|1DMG|1DUR	1FEWX|2MBVNT|3DMG|4LWND|59VULN|6RMIN|7RCR|8AART|aDUR
507	12884 13314	   	150.86	DCR|2VULN|1AART|1DMG|1DUR	1FEWX|2MBVNT|3DMG|4LWND|5RMIN|69VULN|7RCR|8AART|aDUR
508	32713 43318	   	150.86	DCR|2VULN|1AART|1DMG|1DUR	1LHND|2MBVNT|3DMG|4BEXP|59VULN|6RMIN|7RCR|8AART|aDUR
509	32714 13318	   	150.86	DCR|2VULN|1AART|1DMG|1DUR	1LHND|2MBVNT|3DMG|4BEXP|5RMIN|69VULN|7RCR|8AART|aDUR
510	32717 23315	   	150.86	DCR|2VULN|1AART|1DMG|1DUR	1LHND|2MBVNT|3DMG|4BEXP|5DUR|6MLV|7RCR|8AART|9aVULN
511	32717 43315	   	150.86	DCR|2VULN|1AART|1DMG|1DUR	1LHND|2MBVNT|3DMG|4BEXP|5DUR|6RMIN|7RCR|8AART|9aVULN
512	32753 43314	   	150.86	DCR|2VULN|1AART|1DMG|1DUR	1LHND|2MBVNT|3DMG|4FEWX|59VULN|6RMIN|7RCR|8AART|aDUR
513	32754 13314	   	150.86	DCR|2VULN|1AART|1DMG|1DUR	1LHND|2MBVNT|3DMG|4FEWX|5RMIN|69VULN|7RCR|8AART|aDUR
514	32761 23315	   	150.86	DCR|2VULN|1AART|1DMG|1DUR	1LHND|2MBVNT|3DMG|4DUR|5BEXP|6MLV|7RCR|8AART|9aVULN
515	32761 43315	   	150.86	DCR|2VULN|1AART|1DMG|1DUR	1LHND|2MBVNT|3DMG|4DUR|5BEXP|6RMIN|7RCR|8AART|9aVULN
516	32764 13311	   	150.86	DCR|2VULN|1AART|1DMG|1DUR	1LHND|2MBVNT|3DMG|4DUR|5RMIN|69VULN|7RCR|8AART|aFEWX
517	32764 13313	   	150.86	DCR|2VULN|1AART|1DMG|1DUR	1LHND|2MBVNT|3DMG|4DUR|5RMIN|69VULN|7RCR|8AART|aMLV
518	32764 13314	   	150.86	DCR|2VULN|1AART|1DMG|1DUR	1aLHND|2MBVNT|3DMG|4DUR|5RMIN|69VULN|7RCR|8AART
519	32764 13318	   	150.86	DCR|2VULN|1AART|1DMG|1DUR	1LHND|2MBVNT|3DMG|4DUR|5RMIN|69VULN|7RCR|8AART|aRCVC
520	32764 13335	   	150.86	DCR|2VULN|1AART|1DMG|1DUR	1LHND|2MBVNT|3DMG|4DUR|5RMIN|6aVULN|7RCR|8AART|9FEWX
521	33112 23661	   	150.86	DCR|2VULN|2DMG|1CDMG	1LHND|2RCVC|3aVULN|4ERES|5DUST|6aLWND|7RCR|8CDMG|9aDMG|aBPWR
522	41511 21311	   	150.83	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1MLV|2CDMG|3ASPD|4LIT|5ZMB|6DMG|7VULN|8AART|9CGEN|aRCR
523	41522 21311	   	150.83	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1MLV|2CDMG|3ASPD|4ZMB|5LIT|6DMG|7VULN|8AART|9CGEN|aRCR
524	33311 13152	   	150.83	DCR|2DMG|1AART|1VULN|1ZMB	1LHND|2RCVC|3ZMB|4BEXP|56DMG|7AART|8RPLT|9RCR|aVULN
525	35511 13152	   	150.83	DCR|2DMG|1AART|1VULN|1ZMB	1LHND|24BEXP|3ZMB|56DMG|7AART|8RPLT|9RCR|aVULN
526	34521 16321	   	150.82	DCR|3VULN|2CDMG|1ZMB|1DUR	1LHND|2aLWND|3ZMB|4TLV|56aVULN|7DUR|8RCR|9aCDMG|aBPWR
527	12825 13311	   	150.76	DCR|2VULN|1AART|1DMG|1DUR	1aFEWX|2MBVNT|3DMG|4TLV|5DUR|69VULN|7RCR|8AART
528	12825 13317	   	150.76	DCR|2VULN|1AART|1DMG|1DUR	1FEWX|2MBVNT|3DMG|4TLV|5DUR|69VULN|7RCR|8AART|aLHND
529	12825 13318	   	150.76	DCR|2VULN|1AART|1DMG|1DUR	1FEWX|2MBVNT|3DMG|4TLV|5DUR|69VULN|7RCR|8AART|aCGEN
530	12825 13352	   	150.76	DCR|2VULN|1AART|1DMG|1DUR	1FEWX|2MBVNT|3DMG|4TLV|5DUR|6aVULN|7RCR|8AART|9CGEN
531	41222 33242	   	150.76	DCR|2VULN|1AART|2CDMG|1DUR	1MLV|25CDMG|3DUST|4AART|6DUR|7aVULN|8RCR|9RMIN
532	41222 33252	   	150.76	DCR|2VULN|1AART|2CDMG|1DUR	1MLV|25CDMG|3DUST|4AART|6DUR|7aVULN|8RCR|9CGEN
533	32764 13316	   	150.76	DCR|2VULN|1AART|1DMG|1DUR	1LHND|2MBVNT|3DMG|4DUR|5RMIN|69VULN|7RCR|8AART|aERES
534	32764 13325	   	150.76	DCR|2VULN|1AART|1DMG|1DUR	1LHND|2MBVNT|3DMG|4DUR|5RMIN|6aVULN|7RCR|8AART|9DUST
535	12826 25342	   	150.74	DCR|2AART|1VULN|1DMG|1CDMG	1FEWX|2MBVNT|3DMG|4TLV|56AART|7CDMG|8RCR|9LHND|aVULN
536	41511 21321	   	150.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1MLV|2CDMG|3ASPD|4LIT|5ZMB|6DMG|7VULN|8AART|9ERES|aRCR
537	41511 21331	   	150.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1MLV|2CDMG|3ASPD|4LIT|5ZMB|6DMG|7VULN|8AART|9TLV|aRCR
538	41522 21321	   	150.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1MLV|2CDMG|3ASPD|4ZMB|5LIT|6DMG|7VULN|8AART|9ERES|aRCR
539	41522 21331	   	150.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1MLV|2CDMG|3ASPD|4ZMB|5LIT|6DMG|7VULN|8AART|9TLV|aRCR
540	51523 15311	   	150.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CGEN|2CDMG|3ASPD|4ZMB|5VULN|6DMG|7LIT|8AART|9ERES|aRCR
541	35521 13323	   	150.72	DCR|3VULN|1DMG|1ZMB|1DUR	1LHND|2BEXP|3ZMB|4ERES|567VULN|8RCR|9DUR|aDMG
542	12825 13312	   	150.66	DCR|2VULN|1AART|1DMG|1DUR	1FEWX|2MBVNT|3DMG|4TLV|5DUR|69VULN|7RCR|8AART|aLEGI
543	12825 13313	   	150.66	DCR|2VULN|1AART|1DMG|1DUR	1FEWX|2MBVNT|3DMG|4TLV|5DUR|69VULN|7RCR|8AART|aDUST
544	12825 13316	   	150.66	DCR|2VULN|1AART|1DMG|1DUR	1FEWX|2MBVNT|3DMG|4TLV|5DUR|69VULN|7RCR|8AART|aERES
545	12825 13325	   	150.66	DCR|2VULN|1AART|1DMG|1DUR	1FEWX|2MBVNT|3DMG|4TLV|5DUR|6aVULN|7RCR|8AART|9DUST
546	41222 33265	   	150.66	DCR|2AART|3CDMG|1VULN|1DUR	1MLV|25aCDMG|3DUST|49AART|6DUR|7VULN|8RCR
547	31463 21321	   	150.66	DCR|3DMG|2VULN	17LHND|2aCGEN|347DMG|57VULN|6RMIN|7BPWR|8RCR|9FEWX
548	31463 21333	   	150.66	DCR|3DMG|2VULN	179aLHND|2CGEN|347DMG|57VULN|6RMIN|7BPWR|8RCR
549	31463 21336	   	150.66	DCR|3DMG|2VULN	179LHND|2CGEN|347DMG|57VULN|6RMIN|7BPWR|8RCR|aLWND
550	12173 18162	   	150.66	DCR|2VULN|1AART|2ASPD|1CDMG	1aFEWX|2MBVNT|3aASPD|4LIT|5AART|6CDMG|7aVULN|8RCR|9RMIN|aBPWR
551	35521 13336	   	150.65	DCR|5VULN|1ZMB	1LHND|2BEXP|3ZMB|4ERES|5679aVULN|8RCR
552	12826 25332	   	150.64	DCR|2AART|1VULN|1DMG|1CDMG	1FEWX|2MBVNT|3DMG|4TLV|56AART|7CDMG|8RCR|9DUST|aVULN
553	56133 21633	 * 	150.62	DCR|4VULN|3CDMG	17CGEN|2ERES|378aVULN|467CDMG|5RPLT|7BPWR|9RCR
554	11443 13232	   	150.60	DCR|2VULN|2DMG|1CDMG|1ASPD	1FEWX|2CGEN|36DMG|4RCVC|57VULN|8CDMG|9ASPD|aRCR
555	11463 33232	   	150.60	DCR|2VULN|2DMG|1CDMG|1ASPD	1FEWX|26CGEN|34DMG|57VULN|8CDMG|9ASPD|aRCR
556	11541 13232	   	150.60	DCR|2VULN|2DMG|1CDMG|1ASPD	14FEWX|2CGEN|37VULN|56DMG|8CDMG|9ASPD|aRCR
557	45151 13232	   	150.60	DCR|2VULN|2DMG|1CDMG|1ASPD	1MLV|2CGEN|37VULN|4RMIN|56DMG|8CDMG|9ASPD|aRCR
558	46521 13232	   	150.60	DCR|2VULN|2DMG|1CDMG|1ASPD	14MLV|2LWND|37VULN|56DMG|8CDMG|9ASPD|aRCR
559	31463 21323	   	150.56	DCR|3DMG|2VULN	17LHND|2CGEN|347DMG|57VULN|6RMIN|7BPWR|8RCR|9FEWX|aERES
560	31463 21332	   	150.56	DCR|3DMG|2VULN	179LHND|2CGEN|347DMG|57VULN|6RMIN|7BPWR|8RCR|aLSRHEA
561	31463 21362	   	150.56	DCR|3DMG|2VULN	17LHND|2CGEN|347DMG|57VULN|6RMIN|7BPWR|8RCR|9CANSTR|aLIT
562	33161 33462	   	150.50	DCR|2VULN|2DMG|1CDMG|1ASPD	1LHND|2RCVC|37VULN|45DMG|6ASPD|8TLV|9CDMG|aRCR
563	43151 13232	   	150.50	DCR|2VULN|2DMG|1CDMG|1ASPD	1MLV|2TLV|37VULN|4RMIN|56DMG|8CDMG|9ASPD|aRCR
564	43164 13232	   	150.50	DCR|2VULN|2DMG|1CDMG|1ASPD	1MLV|2TLV|37VULN|46DMG|5RMIN|8CDMG|9ASPD|aRCR
565	45111 13232	   	150.50	DCR|2VULN|2DMG|1CDMG|1ASPD	1MLV|2CGEN|37VULN|4ERES|56DMG|8CDMG|9ASPD|aRCR
566	53151 13232	   	150.50	DCR|2VULN|2DMG|1CDMG|1ASPD	1CGEN|2TLV|37VULN|4RMIN|56DMG|8CDMG|9ASPD|aRCR
567	53164 13232	   	150.50	DCR|2VULN|2DMG|1CDMG|1ASPD	1CGEN|2TLV|37VULN|46DMG|5RMIN|8CDMG|9ASPD|aRCR
568	56151 13232	   	150.50	DCR|2VULN|2DMG|1CDMG|1ASPD	1CGEN|2ERES|37VULN|4RMIN|56DMG|8CDMG|9ASPD|aRCR
569	41223 42263	 * 	150.48	ACR|2VULN|1AART|3CDMG	1aMLV|26aCDMG|3DUST|4AART|5RCR|7LWND|8RMIN|9aVULN|aBPWR
570	51223 42263	   	150.48	ACR|2VULN|1AART|3CDMG	1aCGEN|26aCDMG|3DUST|4AART|5RCR|7LWND|8RMIN|9aVULN|aBPWR
571	31463 13313	   	150.46	DCR|3DMG|2VULN	1aLHND|2CGEN|346DMG|59VULN|7RMIN|8RCR
572	31463 13316	   	150.46	DCR|3DMG|2VULN	1LHND|2CGEN|346DMG|59VULN|7RMIN|8RCR|aLWND
573	31463 21361	   	150.46	DCR|3DMG|2VULN	17LHND|2CGEN|347DMG|57VULN|6RMIN|7BPWR|8RCR|9CANSTR|aDUST
574	31463 21363	   	150.46	DCR|3DMG|2VULN	17LHND|2CGEN|347DMG|57VULN|6RMIN|7BPWR|8RCR|9CANSTR|aERES
575	52614 22331	 * 	150.44	DCR|3DMG|1VULN|3ASPD	18CGEN|2RPLT|346DMG|56aASPD|6BPWR|7VULN|9RCR
576	33211 45213	   	150.42	DCR|2DMG|1AART|1CDMG|1ZMB	1LHND|2RCVC|3RPLT|4aDMG|5AART|6CDMG|7RCR|8LWND|9ZMB
577	12843 51374	   	150.41	DCR|2AART|2DMG|1ZMB	1FEWX|2MBVNT|39DMG|4BASICY|5aAART|6RCR|7LIT|8ZMB
578	43111 13232	   	150.40	DCR|2VULN|2DMG|1CDMG|1ASPD	1MLV|2TLV|37VULN|4ERES|56DMG|8CDMG|9ASPD|aRCR
579	53111 13232	   	150.40	DCR|2VULN|2DMG|1CDMG|1ASPD	1CGEN|2TLV|37VULN|4ERES|56DMG|8CDMG|9ASPD|aRCR
580	56121 13232	   	150.40	DCR|2VULN|2DMG|1CDMG|1ASPD	1CGEN|2ERES|37VULN|4TLV|56DMG|8CDMG|9ASPD|aRCR
581	43121 61333	   	150.39	DCR|3VULN|1AART|1DUR|1ASPD	1MLV|24TLV|346VULN|4BPWR|5DUR|7LWND|8RCR|9AART|aASPD
582	43121 64333	   	150.39	DCR|3VULN|1AART|1DUR|1ASPD	1MLV|24TLV|346VULN|4BPWR|5DUR|7LHND|8RCR|9AART|aASPD
583	33221 11343	   	150.39	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LHND|2RCVC|3RPLT|4ZMB|5AART|6ERES|7CDMG|8RCR|9VULN|aDMG
584	33331 11343	   	150.39	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LHND|2RCVC|3ZMB|4RPLT|5AART|6ERES|7CDMG|8RCR|9VULN|aDMG
585	42421 11343	   	150.39	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1MLV|2RPLT|3CGEN|4ZMB|5AART|6ERES|7CDMG|8RCR|9VULN|aDMG
586	45221 11343	   	150.39	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1MLV|2CGEN|3RPLT|4ZMB|5AART|6ERES|7CDMG|8RCR|9VULN|aDMG
587	45331 11343	   	150.39	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1MLV|2CGEN|3ZMB|4RPLT|5AART|6ERES|7CDMG|8RCR|9VULN|aDMG
588	31151 13336	   	150.36	DCR|3VULN|2DMG	1LHND|2CGEN|3ERES|4RMIN|56DMG|79aVULN|8RCR
589	31164 13336	   	150.36	DCR|3VULN|2DMG	1LHND|2CGEN|3ERES|46DMG|5RMIN|79aVULN|8RCR
590	31414 13336	   	150.36	DCR|3VULN|2DMG	1LHND|2CGEN|36DMG|4ERES|5RMIN|79aVULN|8RCR
591	31463 13312	   	150.36	DCR|3DMG|2VULN	1LHND|2CGEN|346DMG|59VULN|7RMIN|8RCR|aLSRHEA
592	31463 22336	   	150.36	DCR|3VULN|2DMG	1LHND|2CGEN|34DMG|59aVULN|6RMIN|7ERES|8RCR
593	33111 11336	   	150.36	DCR|3VULN|2DMG	1LHND|2RCVC|39aVULN|4ERES|56DMG|7LWND|8RCR
594	35621 53332	   	150.36	DCR|3VULN|2DMG	1LHND|2BEXP|36DMG|4ERES|579VULN|8RCR|aLIT
595	35621 53333	   	150.36	DCR|3VULN|2DMG	1LHND|2BEXP|36DMG|4ERES|579VULN|8RCR|aFEWX
596	45111 11336	   	150.36	DCR|3VULN|2DMG	1MLV|2CGEN|39aVULN|4ERES|56DMG|7LWND|8RCR
597	46111 13336	   	150.36	DCR|3VULN|2DMG	1MLV|2LWND|3CGEN|4ERES|56DMG|79aVULN|8RCR
598	41511 21232	   	150.33	DCR|2VULN|1DMG|2CDMG|1ZMB|1ASPD	1MLV|29CDMG|3ASPD|4LIT|5ZMB|6DMG|78VULN|aRCR
599	41522 21232	   	150.33	DCR|2VULN|1DMG|2CDMG|1ZMB|1ASPD	1MLV|29CDMG|3ASPD|4ZMB|5LIT|6DMG|78VULN|aRCR
600	51523 15232	   	150.33	DCR|2VULN|1DMG|2CDMG|1ZMB|1ASPD	1CGEN|29CDMG|3ASPD|4ZMB|58VULN|6DMG|7LIT|aRCR
601	33211 45613	   	150.32	DCR|2DMG|1AART|1CDMG|1ZMB	1LHND|2RCVC|3RPLT|4aDMG|5AART|6CDMG|7RCR|8DUST|9ZMB
602	43211 45213	   	150.32	DCR|2DMG|1AART|1CDMG|1ZMB	1MLV|2TLV|3RPLT|4aDMG|5AART|6CDMG|7RCR|8LWND|9ZMB
603	53211 45213	   	150.32	DCR|2DMG|1AART|1CDMG|1ZMB	1CGEN|2TLV|3RPLT|4aDMG|5AART|6CDMG|7RCR|8LWND|9ZMB
604	43331 11343	   	150.29	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1MLV|2TLV|3ZMB|4RPLT|5AART|6ERES|7CDMG|8RCR|9VULN|aDMG
605	53331 11343	   	150.29	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1CGEN|2TLV|3ZMB|4RPLT|5AART|6ERES|7CDMG|8RCR|9VULN|aDMG
606	43221 11343	   	150.29	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1MLV|2TLV|3RPLT|4ZMB|5AART|6ERES|7CDMG|8RCR|9VULN|aDMG
607	53221 11343	   	150.29	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1CGEN|2TLV|3RPLT|4ZMB|5AART|6ERES|7CDMG|8RCR|9VULN|aDMG
608	12541 14642	   	150.26	DCR|2DMG|1AART|1VULN|1DUR	13FEWX|2MBVNT|4MLV|56DMG|7RCR|8VULN|9AART|aDUR
609	12741 14642	   	150.26	DCR|2DMG|1AART|1VULN|1DUR	1FEWX|2MBVNT|3RCVC|4MLV|56DMG|7RCR|8VULN|9AART|aDUR
610	33411 13336	   	150.26	DCR|3VULN|2DMG	1LHND|2RCVC|3DUST|4ERES|56DMG|79aVULN|8RCR
611	43111 11336	   	150.26	DCR|3VULN|2DMG	1MLV|2TLV|39aVULN|4ERES|56DMG|7LWND|8RCR
612	43111 14336	   	150.26	DCR|3VULN|2DMG	1MLV|2TLV|39aVULN|4ERES|56DMG|7LHND|8RCR
613	53111 11336	   	150.26	DCR|3VULN|2DMG	1CGEN|2TLV|39aVULN|4ERES|56DMG|7LWND|8RCR
614	53111 14336	   	150.26	DCR|3VULN|2DMG	1CGEN|2TLV|39aVULN|4ERES|56DMG|7LHND|8RCR
615	56121 11336	   	150.26	DCR|3VULN|2DMG	1CGEN|2ERES|39aVULN|4TLV|56DMG|7LWND|8RCR
616	12511 14622	   	150.16	DCR|2DMG|1AART|1VULN|1DUR	13FEWX|2MBVNT|4ERES|56DMG|7RCR|8VULN|9AART|aDUR
617	12711 14622	   	150.16	DCR|2DMG|1AART|1VULN|1DUR	1FEWX|2MBVNT|3RCVC|4ERES|56DMG|7RCR|8VULN|9AART|aDUR
618	43411 13336	   	150.16	DCR|3VULN|2DMG	1MLV|2TLV|3DUST|4ERES|56DMG|79aVULN|8RCR
619	53411 13336	   	150.16	DCR|3VULN|2DMG	1CGEN|2TLV|3DUST|4ERES|56DMG|79aVULN|8RCR
620	54311 13352	   	150.14	DCR|2DMG|1VULN|1CDMG|2DUR|1ASPD	13CGEN|23DUR|3BPWR|4BEXP|56DMG|7VULN|8RCR|9CDMG|aASPD
621	41321 32511	   	150.14	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	15MLV|2CDMG|3CGEN|46ZMB|7DMG|8AART|9RCR|aVULN
622	41323 32511	   	150.14	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	1MLV|2CDMG|35CGEN|46ZMB|7DMG|8AART|9RCR|aVULN
623	41221 43243	   	150.07	DCR|2VULN|1AART|3CDMG	1aMLV|26aCDMG|3DUST|4AART|5LHND|7aVULN|8RCR|9RMIN|aBPWR
624	41222 63243	   	150.07	DCR|2VULN|1AART|3CDMG	1aMLV|25aCDMG|3DUST|4AART|6LHND|7aVULN|8RCR|9RMIN|aBPWR
625	51221 43243	   	150.07	DCR|2VULN|1AART|3CDMG	1aCGEN|26aCDMG|3DUST|4AART|5LHND|7aVULN|8RCR|9RMIN|aBPWR
626	51222 53243	   	150.07	DCR|2VULN|1AART|3CDMG	1aCGEN|25aCDMG|3DUST|4AART|6BEXP|7aVULN|8RCR|9RMIN|aBPWR
627	12635 74414	   	150.05	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	1FEWX|2MBVNT|3DUR|4CDMG|5AART|6CGEN|79DMG|8ZMB|aRCR
