0	Index      	 *	Score 	Summary	Detail	
1	12625 11511	 * 	185.95	DCR|2VULN|3ZMB|1AART|1DMG|2DUR	134ZMB|24DUR|4BPWR|59VULN|6RCR|7LIT|8DMG|aAART
488	24213 34134	   	160.17	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1LWND|2aDMG|3RMIN|4ZMB|5VULN|6BEXP|7AART|8RCR|9ASPD
489	12621 13125	   	160.14	DCR|2DMG|3ZMB|2CDMG|2DUR	134ZMB|24DUR|4BPWR|56DMG|7RCR|8aCDMG|9ERES
490	12621 13355	   	160.14	DCR|2DMG|3ZMB|2CDMG|2DUR	134ZMB|24DUR|4BPWR|56DMG|7RCR|8TLV|9aCDMG
491	12621 13652	   	160.14	DCR|2DMG|3ZMB|1VULN|2DUR	134ZMB|24DUR|4BPWR|56DMG|7RCR|8VULN|9aDUST
492	12621 13663	   	160.14	DCR|2DMG|3ZMB|1VULN|2DUR	134ZMB|24DUR|4BPWR|56DMG|7RCR|8VULN|9TLV|aMBVNT
493	33513 24134	   	160.07	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1TLV|2BEXP|3aDMG|4ZMB|5VULN|6FEWX|7AART|8RCR|9ASPD
494	42133 28841	   	160.06	DCR|3VULN|1DMG|2ZMB|2DUR	1MBVNT|2RMIN|379VULN|49DUR|5RPLT|69ZMB|8RCR|9BPWR|aDMG
495	42134 48841	   	160.06	DCR|3VULN|1DMG|2ZMB|2DUR	1MBVNT|2RMIN|379VULN|49DUR|59ZMB|6RPLT|8RCR|9BPWR|aDMG
496	42141 48841	   	160.06	DCR|3VULN|1DMG|2ZMB|2DUR	1MBVNT|2RMIN|379VULN|49ZMB|59DUR|6RPLT|8RCR|9BPWR|aDMG
497	24321 25262	   	160.03	DCR|3DMG|1VULN|1CDMG|1ZMB	14aLWND|249DMG|3RCVC|4BPWR|5VULN|6ZMB|7RCR|8CDMG
498	41531 12433	   	159.97	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1MBVNT|2DUST|3ZMB|4DUR|56DMG|7AART|8RCR|9LWND|aVULN
499	41531 12471	   	159.97	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1MBVNT|2DUST|3ZMB|4DUR|56DMG|7AART|8RCR|9VULN|aLWND
500	41531 12474	   	159.97	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1MBVNT|2DUST|3ZMB|4DUR|56DMG|7AART|8RCR|9VULN|aFEWX
501	41531 12481	   	159.97	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1MBVNT|2DUST|3ZMB|4DUR|56DMG|7AART|8RCR|9RMIN|aVULN
502	41511 12472	   	159.97	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1MBVNT|2DUST|3ZMB|4BEXP|56DMG|7AART|8RCR|9VULN|aDUR
503	48124 15114	   	159.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MBVNT|2LWND|35VULN|4DUR|6DMG|7AART|8RCR|9DUST|aZMB
504	41131 18373	   	159.96	DCR|3DMG|1VULN|1ZMB|1ASPD|1DUR	1MBVNT|2DUST|3VULN|4ASPD|569DMG|7RCR|8DUR|aZMB
505	12621 13215	   	159.95	DCR|3DMG|3ZMB|3DUR	134ZMB|24aDUR|4aBPWR|56aDMG|7RCR|8aMLV|9RMIN
506	48131 13118	   	159.92	DCR|3DMG|1AART|1VULN|1ASPD	1MBVNT|2LWND|3VULN|4ASPD|568DMG|7AART|9RCVC|aRCR
507	48131 13161	   	159.92	DCR|3DMG|1AART|1VULN|1ASPD	1MBVNT|2LWND|3VULN|4ASPD|568DMG|7AART|9LIT|aRCR
508	63324 26312	   	159.92	ACR|2AART|2VULN|1CDMG|1DUR	1BEXP|26AART|3ERES|4RCR|5RMIN|7aVULN|8DUR|9CDMG
509	55343 44211	   	159.89	DCR|3VULN|1AART|2DUR|1ASPD	1ASPD|25aVULN|3RCVC|4MBVNT|6AART|7RCR|89DUR
510	55343 44233	   	159.89	DCR|3VULN|1AART|2DUR|1ASPD	1ASPD|259VULN|3RCVC|4MBVNT|6AART|7RCR|8aDUR
511	12648 12412	   	159.88	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	13ZMB|2DUR|4MBVNT|5DUST|6DMG|7AART|8RCR|9CDMG|aVULN
512	41531 12461	   	159.87	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1MBVNT|2DUST|3ZMB|4DUR|56DMG|7AART|8RCR|9NUKE|aVULN
513	32561 22335	   	159.85	DCR|2VULN|2DMG|1CDMG|1DUR|1SELL	1TLV|2DUR|38DMG|4SELL|5CGEN|6RCR|7aVULN|9CDMG
514	42142 43724	   	159.83	DCR|3VULN|1DMG|1CDMG|1ZMB	1MBVNT|2RMIN|368VULN|4ZMB|5CDMG|7RCR|9BEXP|aDMG
515	42142 43741	   	159.83	DCR|3VULN|1DMG|1CDMG|1ZMB	1MBVNT|2RMIN|368VULN|4ZMB|5CDMG|7RCR|9DMG|aMLV
516	42142 43743	   	159.83	DCR|3VULN|1DMG|1CDMG|1ZMB	1MBVNT|2RMIN|368VULN|4ZMB|5CDMG|7RCR|9DMG|aBELT
517	42142 43744	   	159.83	DCR|3VULN|1DMG|1CDMG|1ZMB	1MBVNT|2RMIN|368VULN|4ZMB|5CDMG|7RCR|9DMG|aRCVC
518	42142 43745	   	159.83	DCR|3VULN|1DMG|1CDMG|1ZMB	1MBVNT|2RMIN|368VULN|4ZMB|5CDMG|7RCR|9DMG|aRPLT
519	42142 43747	   	159.83	DCR|3VULN|1DMG|1CDMG|1ZMB	1MBVNT|2aRMIN|368VULN|4ZMB|5CDMG|7RCR|9DMG
520	13343 18184	   	159.83	DCR|3DMG|1VULN|1CDMG|1ZMB	1ZMB|2BEXP|3RCVC|4MBVNT|5VULN|69aDMG|7RCR|8CDMG
521	53255 13123	 * 	159.81	DCR|2VULN|2DMG|3DUR|2ASPD	19ASPD|2BEXP|3RMIN|478DUR|59VULN|69DMG|9BPWR|aRCR
522	24321 25261	   	159.79	DCR|3DMG|1VULN|1CDMG|1ZMB|1SELL	14LWND|249DMG|3RCVC|4BPWR|5VULN|6ZMB|7RCR|8CDMG|aSELL
523	61421 26223	 * 	159.78	DCR|2DMG|2AART|2CDMG|1ZMB	1BEXP|24CDMG|3MLV|59DMG|6ZMB|78AART|aRCR
524	12621 13315	   	159.75	DCR|3DMG|3ZMB|3DUR	134ZMB|24aDUR|4aBPWR|56aDMG|7RCR|8aTLV|9RMIN
525	63323 21335	   	159.75	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD	1BEXP|26AART|3ERES|4RCR|5ZMB|7ASPD|8DMG|9RCVC|aVULN
526	63323 21342	   	159.75	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD	1BEXP|26AART|3ERES|4RCR|5ZMB|7ASPD|8DMG|9VULN|aRPLT
527	63323 21344	   	159.75	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD	1BEXP|26AART|3ERES|4RCR|5ZMB|7ASPD|8DMG|9VULN|aLIT
528	63323 21345	   	159.75	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD	1BEXP|26AART|3ERES|4RCR|5ZMB|7ASPD|8DMG|9VULN|aLWND
529	63323 21346	   	159.75	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD	1BEXP|26AART|3ERES|4RCR|5ZMB|7ASPD|8DMG|9VULN|aLHND
530	63323 21352	   	159.75	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD	1BEXP|26AART|3ERES|4RCR|5ZMB|7ASPD|8DMG|9RPLT|aVULN
531	63323 21361	   	159.75	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD	1BEXP|26AART|3ERES|4RCR|5ZMB|7ASPD|8DMG|9FEWX|aVULN
532	63323 21432	   	159.75	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD	1BEXP|26AART|3ERES|4RCR|5ZMB|7ASPD|8VULN|9LWND|aDMG
533	63323 21462	   	159.75	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD	1BEXP|26AART|3ERES|4RCR|5ZMB|7ASPD|8VULN|9LHND|aDMG
534	63323 25121	   	159.75	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD	1BEXP|26AART|3ERES|4RCR|5ZMB|7FEWX|8DMG|9ASPD|aVULN
535	63323 26115	   	159.75	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1BEXP|26AART|3ERES|4RCR|5ZMB|7VULN|8DMG|9DUR|aCGEN
536	63323 26116	   	159.75	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1BEXP|26AART|3ERES|4RCR|5ZMB|7VULN|8DMG|9DUR|aLWND
537	63323 26122	   	159.75	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD	1BEXP|26AART|3ERES|4RCR|5ZMB|7VULN|8DMG|9ASPD|aRPLT
538	63323 26124	   	159.75	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD	1BEXP|26AART|3ERES|4RCR|5ZMB|7VULN|8DMG|9ASPD|aLIT
539	63323 26125	   	159.75	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD	1BEXP|26AART|3ERES|4RCR|5ZMB|7VULN|8DMG|9ASPD|aLWND
540	63323 26126	   	159.75	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD	1BEXP|26AART|3ERES|4RCR|5ZMB|7VULN|8DMG|9ASPD|aLHND
541	63323 26322	   	159.75	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1BEXP|26AART|3ERES|4RCR|5ZMB|7VULN|8DUR|9RMIN|aDMG
542	42614 38243	   	159.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2RMIN|3DMG|4ZMB|5AART|6DMSP|7RCR|8DUR|9CDMG|aVULN
543	43144 15182	   	159.71	DCR|2VULN|2DMG|1AART	1MBVNT|2FEWX|35VULN|4LHND|6aDMG|7AART|8RCR|9DMSP
544	12141 61531	   	159.67	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2DUR|3LIT|468VULN|5DMG|7LHND|9CDMG|aRCR
545	12141 62531	   	159.67	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2DUR|3LIT|468VULN|5DMG|7BEXP|9CDMG|aRCR
546	63323 21311	   	159.65	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD	1BEXP|26AART|3ERES|4RCR|5ZMB|7ASPD|8DMG|9DUST|aVULN
547	63323 21343	   	159.65	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD	1BEXP|26AART|3ERES|4RCR|5ZMB|7ASPD|8DMG|9VULN|aLEGI
548	63323 21442	   	159.65	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD	1BEXP|26AART|3ERES|4RCR|5ZMB|7ASPD|8VULN|9DUST|aDMG
549	63323 21525	 * 	159.65	ACR|2AART|1VULN|2CDMG|1ZMB|1ASPD	1BEXP|26AART|3ERES|4RCR|5ZMB|7ASPD|89CDMG|aVULN
550	63323 22121	   	159.65	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD	1BEXP|26AART|3ERES|4RCR|5ZMB|7DUST|8DMG|9ASPD|aVULN
551	63323 26111	   	159.65	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1BEXP|26AART|3ERES|4RCR|5ZMB|7VULN|8DMG|9DUR|aTLV
552	63323 26113	   	159.65	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1BEXP|26AART|3ERES|4RCR|5ZMB|7VULN|8DMG|9DUR|aDUST
553	63323 26123	   	159.65	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD	1BEXP|26AART|3ERES|4RCR|5ZMB|7VULN|8DMG|9ASPD|aLEGI
554	63323 26133	   	159.65	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1BEXP|26AART|3ERES|4RCR|5ZMB|7VULN|8DMG|9CANSTR|aDUR
555	63323 26153	   	159.65	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1BEXP|26AART|3ERES|4RCR|5ZMB|7VULN|8DMG|9AIRHEL|aDUR
556	63323 26351	   	159.65	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1BEXP|26AART|3ERES|4RCR|5ZMB|7VULN|8DUR|9DMG|aTLV
557	63323 26353	   	159.65	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1BEXP|26AART|3ERES|4RCR|5ZMB|7VULN|8DUR|9DMG|aDUST
558	63221 13442	 * 	159.64	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG	1BEXP|2AART|3LIT|47ASPD|5MLV|6RCR|8VULN|9DMG|aCDMG
559	42131 43684	   	159.62	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1MBVNT|2RMIN|3VULN|4aDUR|5DMG|6AART|7ZMB|8CDMG|9RCR
560	45361 14112	   	159.60	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1MBVNT|2RCVC|3ASPD|4CGEN|5AART|6VULN|7RCR|8aDMG|9DUR
561	42141 73484	   	159.60	DCR|2VULN|2DMG|2ZMB|2DUR	1MBVNT|2RMIN|3aVULN|4aZMB|57DUR|6BEXP|8aDMG|9RCR|aBPWR
562	42144 16184	   	159.60	DCR|2VULN|2DMG|2ZMB|2DUR	1MBVNT|2RMIN|3aVULN|4aZMB|5BEXP|67DMG|8aDUR|9RCR|aBPWR
563	42142 43737	   	159.59	DCR|3VULN|1DMG|1CDMG|1ZMB|1SELL	1MBVNT|2RMIN|368VULN|4ZMB|5CDMG|7RCR|9SELL|aDMG
564	42134 73484	   	159.56	DCR|2VULN|2DMG|3DUR|1ZMB	1MBVNT|2RMIN|3aVULN|47aDUR|5ZMB|6BEXP|8aDMG|9RCR|aBPWR
565	63222 13442	   	159.54	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG	1BEXP|2AART|3LIT|47ASPD|5TLV|6RCR|8VULN|9DMG|aCDMG
566	44514 22115	   	159.52	ACR|2VULN|2DMG|2ZMB|1DUR	1MBVNT|2aLIT|3DUR|4RCR|5aDMG|6BEXP|79VULN|8aZMB|aBPWR
567	44514 32115	   	159.52	ACR|2VULN|2DMG|2ZMB|1DUR	1MBVNT|2aLIT|3DUR|4RCR|5aDMG|6LHND|79VULN|8aZMB|aBPWR
568	23115 23533	   	159.52	ACR|2VULN|2DMG|2ZMB|1DUR	17LWND|2DUR|37VULN|4RCR|5BELT|67DMG|7BPWR|8ERES|9aZMB
569	63323 21325	   	159.50	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD|1SELL	1BEXP|26AART|3ERES|4RCR|5ZMB|7ASPD|8DMG|9SELL|aVULN
570	63231 31622	   	159.50	DCR|2AART|2VULN|1CDMG|1DUR	1BEXP|28AART|3LIT|49VULN|5DUR|6AIRHEA|7RCR|aCDMG
571	12242 61242	 * 	159.46	DCR|2VULN|3ZMB|3ASPD|3DUR	17aZMB|267DUR|3RMIN|4RPLT|57aASPD|7aBPWR|8aVULN|9RCR
572	63322 32641	   	159.39	ACR|2AART|2VULN|1DMG	15BEXP|26AART|35ERES|4RCR|5BPWR|7LWND|8DMG|9aVULN
573	63322 33156	   	159.39	ACR|2AART|2VULN|1DMG	158BEXP|26AART|35ERES|4RCR|5BPWR|7aVULN|9DMG
574	11231 45252	   	159.36	DCR|2AART|2VULN|1CDMG|1ZMB	1ZMB|2MLV|3RCVC|49VULN|57AART|6AIRHEL|8RCR|aCDMG
575	12621 35311	   	159.36	DCR|2DMG|3ZMB|1VULN|3DUR	134ZMB|24aDUR|4BPWR|57DMG|6CGEN|8VULN|9RCR
576	63231 31641	   	159.33	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1BEXP|28AART|3LIT|4VULN|5DUR|6AIRHEA|7RCR|9ZMB|aDMG
577	21325 16261	   	159.32	ACR|3VULN|1AART|1CDMG|1DUR	1LWND|2CDMG|3DUST|4DUR|5RCR|6AART|7CGEN|89aVULN
578	45361 14121	   	159.28	DCR|2VULN|1AART|1DMG|2ASPD	1MBVNT|2RCVC|39ASPD|4CGEN|5AART|6aVULN|7RCR|8DMG
579	12621 14611	   	159.26	DCR|2DMG|3ZMB|1VULN|3DUR	134ZMB|24aDUR|4BPWR|56DMG|7VULN|8TLV|9RCR
580	12623 15311	   	159.26	DCR|2DMG|3ZMB|1VULN|3DUR	134ZMB|24aDUR|4BPWR|5ERES|67DMG|8VULN|9RCR
581	12321 25214	   	159.26	DCR|3ZMB|1AART|1DMG|1VULN|2DUR	146ZMB|24DUR|3RCVC|4BPWR|5VULN|7DMG|8VENICY|9AART|aRCR
582	12344 38531	   	159.26	DCR|3VULN|1AART|1ZMB|1DUR	1ZMB|2DUR|3RCVC|4MBVNT|5AART|6DMSP|7RCR|89aVULN
583	44411 73213	   	159.19	ACR|2VULN|1AART|1DMG|1CDMG	1MBVNT|2LIT|3LHND|4RCR|5CGEN|6AART|7CDMG|89VULN|aDMG
584	12441 34133	   	159.15	DCR|2DMG|1AART|2ASPD|2DUR|1ZMB	1ZMB|2aDUR|3LHND|4LWND|5aDMG|6CGEN|7AART|8RCR|9aASPD|aBPWR
585	23441 34133	   	159.15	DCR|2DMG|1AART|2ASPD|2DUR|1ZMB	1LWND|2aDUR|3ZMB|4LHND|5aDMG|6CGEN|7AART|8RCR|9aASPD|aBPWR
586	44413 73213	   	159.09	ACR|2VULN|1AART|1DMG|1CDMG	1MBVNT|2LIT|3LHND|4RCR|5ERES|6AART|7CDMG|89VULN|aDMG
587	21613 15235	   	159.07	DCR|2VULN|2DMG|2CDMG|1DUR|1SELL	1LWND|28CDMG|3DUR|4SELL|5aVULN|67DMG|9RCR
588	22613 15235	   	159.07	DCR|2VULN|2DMG|2CDMG|1DUR|1SELL	1LWND|2SELL|3DUR|48CDMG|5aVULN|67DMG|9RCR
589	55343 44112	   	159.00	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|25VULN|3RCVC|4MBVNT|6AART|7RCR|8BEXP|9DUR|aDMG
590	48142 34714	   	158.97	DCR|3DMG|2VULN|1ZMB	1MBVNT|28LWND|38VULN|4LEGI|5DUST|6ZMB|78aDMG|8BPWR|9RCR
591	43136 43181	   	158.91	DCR|3VULN|1AART|1CDMG|1ASPD	1MBVNT|2FEWX|35aVULN|4ASPD|6AART|7LHND|8RCR|9CDMG
592	12643 18411	   	158.90	DCR|2VULN|2DMG|2ZMB|1DUR	13ZMB|2DUR|4MBVNT|59VULN|68DMG|7RCR|aCGEN
593	12643 18412	   	158.90	DCR|2VULN|2DMG|2ZMB|1DUR	13ZMB|2DUR|4MBVNT|59VULN|68DMG|7RCR|aFEWX
594	12643 18414	   	158.90	DCR|2VULN|2DMG|2ZMB|1DUR	13ZMB|2DUR|4MBVNT|59VULN|68DMG|7RCR|aLHND
595	55343 44242	   	158.90	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|25VULN|3RCVC|4MBVNT|6AART|7RCR|8DUR|9DUST|aDMG
596	12643 18211	 * 	158.88	DCR|2AART|1VULN|1DMG|2ZMB|1DUR	13ZMB|2DUR|4MBVNT|5VULN|6DMG|7RCR|8VENICY|9aAART
597	63253 23613	   	158.88	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2AART|3LIT|4CGEN|5FEWX|69VULN|7CDMG|8RCR|aDMG
598	12625 12242	   	158.81	DCR|3ZMB|1VULN|1DMG|1CDMG|2DUR	134ZMB|24DUR|4BPWR|5VULN|6RCR|7LHND|8DMG|9CDMG|aLIT
599	12625 12243	   	158.81	DCR|3ZMB|1VULN|1DMG|1CDMG|2DUR	134ZMB|24DUR|4BPWR|5VULN|6RCR|7LHND|8DMG|9CDMG|aLWND
600	43136 42181	   	158.81	DCR|3VULN|1AART|1CDMG|1ASPD	1MBVNT|2FEWX|35aVULN|4ASPD|6AART|7DUST|8RCR|9CDMG
601	13663 13111	   	158.78	DCR|2DMG|3ZMB|1AART|2DUR	135ZMB|28BEXP|4MLV|68DMG|78DUR|8BPWR|9RCR|aAART
602	42123 44823	   	158.78	DCR|2VULN|1AART|1DMG|1CDMG	1MBVNT|2RMIN|35VULN|4RCVC|6AART|7RCR|8LIT|9CDMG|aDMG
603	63235 13613	   	158.78	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2AART|3LIT|49VULN|5ERES|6FEWX|7CDMG|8RCR|aDMG
604	12343 87213	   	158.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2DUR|3RCVC|4MBVNT|5aVULN|6AIRHEL|7DMG|8RCR|9AART
605	15344 27213	   	158.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2aVULN|3RCVC|4MBVNT|5BASHEA|6DUR|7DMG|8RCR|9AART
606	15344 47213	   	158.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2aVULN|3RCVC|4MBVNT|5BASHEA|6DMG|7DUR|8RCR|9AART
607	22542 36223	   	158.73	DCR|2DMG|1AART|1VULN|1CDMG|1SELL	18LWND|2SELL|38MGNSTR|4DUST|5CDMG|6RCR|78DMG|8BPWR|9VULN|aAART
608	15631 13211	   	158.71	DCR|2VULN|1AART|2ZMB|1CDMG|1DUR	13ZMB|26VULN|4CGEN|5AART|7LSRHEA|8RCR|9CDMG|aDUR
609	12644 27412	   	158.71	DCR|2VULN|1AART|2ZMB|1CDMG|1DUR	13ZMB|2DUR|4MBVNT|5AART|6CGEN|7aVULN|8RCR|9CDMG
610	12625 12241	   	158.71	DCR|3ZMB|1VULN|1DMG|1CDMG|2DUR	134ZMB|24DUR|4BPWR|5VULN|6RCR|7LHND|8DMG|9CDMG|aERES
611	26115 14232	   	158.69	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2BEXP|3aVULN|4RCR|5RCVC|6DMG|7AART|8CDMG|9CGEN
612	26115 14312	   	158.69	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2BEXP|3aVULN|4RCR|5RCVC|6DMG|7AART|8CGEN|9CDMG
613	26115 31162	   	158.69	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2BEXP|39VULN|4RCR|5RCVC|6CDMG|7AART|8RPLT|aDMG
614	26115 31363	   	158.69	ACR|2DMG|1AART|1VULN|1CDMG	1LWND|2BEXP|3VULN|4RCR|5RCVC|6CDMG|7AART|8LIT|9aDMG
615	26116 14232	   	158.69	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|25BEXP|3aVULN|4RCR|6DMG|7AART|8CDMG|9CGEN
616	26116 14312	   	158.69	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|25BEXP|3aVULN|4RCR|6DMG|7AART|8CGEN|9CDMG
617	26116 31162	   	158.69	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|25BEXP|39VULN|4RCR|6CDMG|7AART|8RPLT|aDMG
618	26116 31363	   	158.69	ACR|2DMG|1AART|1VULN|1CDMG	1LWND|25BEXP|3VULN|4RCR|6CDMG|7AART|8LIT|9aDMG
619	11313 13111	   	158.68	DCR|2DMG|3ZMB|1AART|2DUR	145ZMB|28MLV|3DUST|68DMG|78DUR|8BPWR|9RCR|aAART
620	13633 13111	   	158.68	DCR|2DMG|3ZMB|1AART|2DUR	135ZMB|28BEXP|4TLV|68DMG|78DUR|8BPWR|9RCR|aAART
621	65613 13111	   	158.68	DCR|2DMG|3ZMB|1AART|2DUR	18BEXP|2TLV|345ZMB|68DMG|78DUR|8BPWR|9RCR|aAART
622	12621 15211	   	158.68	DCR|2DMG|3ZMB|1AART|2DUR	134ZMB|24DUR|4BPWR|56DMG|7BEXP|8MLV|9RCR|aAART
623	45321 44361	   	158.68	DCR|2VULN|1AART|1DMG|2ASPD	1MBVNT|2RCVC|34ASPD|4BPWR|5aVULN|6AART|7RCR|8RMIN|9DMG
624	45321 44533	   	158.68	DCR|2VULN|1AART|1DMG|2ASPD	1MBVNT|2RCVC|34ASPD|4BPWR|58VULN|6AART|7RCR|9DMG|aLHND
625	45321 44534	   	158.68	DCR|2VULN|1AART|1DMG|2ASPD	1MBVNT|2RCVC|34ASPD|4BPWR|58VULN|6AART|7RCR|9DMG|aRPLT
626	42123 44554	   	158.66	DCR|3VULN|1AART|1ZMB|1ASPD	1MBVNT|2RMIN|358VULN|4RCVC|6AART|7RCR|9ASPD|aZMB
627	48124 31284	   	158.64	DCR|2VULN|2AART|1CDMG|1DUR|1ASPD	1MBVNT|2LWND|35VULN|4DUR|6CDMG|7aAART|8ASPD|9RCR
628	12621 15311	   	158.58	DCR|2DMG|3ZMB|1AART|2DUR	134ZMB|24DUR|4BPWR|56DMG|7BEXP|8TLV|9RCR|aAART
629	12663 11111	   	158.58	DCR|2DMG|3ZMB|1AART|2DUR	135ZMB|28DUR|4MLV|68DMG|78DUST|8BPWR|9RCR|aAART
630	33613 13111	   	158.58	DCR|2DMG|3ZMB|1AART|2DUR	18TLV|2BEXP|345ZMB|68DMG|78DUR|8BPWR|9RCR|aAART
631	45321 44531	   	158.58	DCR|2VULN|1AART|1DMG|2ASPD	1MBVNT|2RCVC|34ASPD|4BPWR|58VULN|6AART|7RCR|9DMG|aDUST
632	63236 31161	   	158.53	DCR|2VULN|1AART|1DMG|1ZMB	1BEXP|2AART|3LIT|49VULN|5LWND|6AIRHEA|7RCR|8ZMB|aDMG
633	12633 11111	   	158.48	DCR|2DMG|3ZMB|1AART|2DUR	135ZMB|28DUR|4TLV|68DMG|78DUST|8BPWR|9RCR|aAART
634	63232 53233	   	158.48	DCR|3VULN|1AART|1DMG	1BEXP|2AART|3LIT|468VULN|5RPLT|7CGEN|9RCR|aDMG
635	23115 23112	   	158.42	ACR|2VULN|2DMG|1CDMG|1DUR	17LWND|2DUR|37VULN|4RCR|5BELT|67DMG|7BPWR|8LHND|9LIT|aCDMG
636	23115 23126	   	158.42	ACR|2VULN|2DMG|1CDMG|1DUR	17LWND|2DUR|37VULN|4RCR|5BELT|67DMG|7BPWR|8LHND|9LSRICY|aCDMG
637	23115 23136	   	158.42	ACR|2VULN|2DMG|1CDMG|1DUR	17LWND|2DUR|37VULN|4RCR|5BELT|67DMG|7BPWR|8LHND|9RMIN|aCDMG
638	23115 23312	   	158.42	ACR|2VULN|2DMG|1CDMG|1DUR	17LWND|2DUR|37VULN|4RCR|5BELT|67DMG|7BPWR|8FEWX|9LIT|aCDMG
639	23115 23336	   	158.42	ACR|2VULN|2DMG|1CDMG|1DUR	17LWND|2DUR|37VULN|4RCR|5BELT|67DMG|7BPWR|8FEWX|9RMIN|aCDMG
640	12343 18316	   	158.41	DCR|3VULN|1DMG|2DUR|1ZMB	1ZMB|28DUR|3RCVC|4MBVNT|59aVULN|6DMG|7RCR
641	12343 18427	   	158.41	DCR|3DMG|1VULN|2DUR|1ZMB	1ZMB|29DUR|3RCVC|4MBVNT|5VULN|68aDMG|7RCR
642	43116 44172	   	158.38	DCR|3VULN|1AART|1DMG	1MBVNT|2FEWX|359VULN|4RMIN|6AART|7BEXP|8RCR|aDMG
643	63232 35233	   	158.38	DCR|3VULN|1AART|1DMG	1BEXP|2AART|3LIT|478VULN|5RPLT|6ERES|9RCR|aDMG
644	23112 11322	 * 	158.38	ACR|2DMG|3CDMG|1VULN|2DUR	1LWND|29DUR|3VULN|4RCR|5DUST|69DMG|7LIT|89aCDMG|9BPWR
645	45744 32323	   	158.35	ACR|2DMG|1AART|1VULN|1CDMG|1SELL	1MBVNT|2RCVC|3AART|4LIT|5RCR|67DMG|8SELL|9CDMG|aVULN
646	23115 23354	   	158.32	ACR|2VULN|2DMG|1CDMG|1DUR	17LWND|2DUR|37VULN|4RCR|5BELT|67DMG|7BPWR|8FEWX|9DUST|aCDMG
