0	Index      	 *	Score 	Summary	Detail	
1	15611 12621	 * 	189.49	DCR|2VULN|1AART|1DMG|2ASPD|2DUR|1ZMB|2RCVC	18ASPD|26RCVC|38VULN|4AART|58DUR|7RCR|8BPWR|9DMG|aZMB
479	51457 12332	 * 	165.75	ACR|3DMG|2VULN|1ZMB|1SELL	1RCVC|2MBVNT|39LIT|4SELL|5RCR|6ZMB|79aDMG|89VULN|9BPWR
480	65111 22162	   	165.72	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1DMSP|2DMG|3LHND|4AART|56DUR|7RCR|8CDMG|9ZMB|aVULN
481	23215 52134	   	165.71	ACR|2VULN|1AART|1CDMG|1FLTHEA|2DUR	1MLV|26DUR|37VULN|4RCR|5AART|8CDMG|9RMIN|aFLTHEA
482	12132 62513	   	165.71	DCR|2DMG|1AART|1VULN|2ASPD|1DUR	12ASPD|3LHND|4DUR|5DMSP|6AART|7RCR|8VULN|9aDMG
483	12632 62522	   	165.71	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	12ASPD|38VULN|4DUR|5DMSP|6AART|7RCR|9DMG|aFEWX
484	12611 22146	   	165.70	DCR|2VULN|1AART|2ASPD|1CDMG|2DUR	12ASPD|3aVULN|4AART|56DUR|7RCR|8CDMG|9TLV
485	14362 22216	 * 	165.69	DCR|1AART|1VULN|3ASPD|1DMG|1CDMG|1DUR	136ASPD|2AART|4DUR|5DMG|7CGEN|8VULN|9RCR|aCDMG
486	14363 21216	   	165.69	DCR|1AART|1VULN|3ASPD|1DMG|1CDMG|1DUR	136ASPD|2AART|4DUR|5CGEN|7DMG|8VULN|9RCR|aCDMG
487	33135 33255	   	165.68	ACR|2DMG|1AART|2CDMG|2DUR|1ZMB	1ERES|28DUR|3ZMB|4aCDMG|5RCR|69DMG|7AART
488	14315 31412	   	165.67	DCR|2DMG|1AART|2ASPD|1CDMG|1ZMB	13ASPD|2AART|4BEXP|5ZMB|6DUST|7RCR|8CDMG|9aDMG
489	14561 22113	   	165.66	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1ASPD|2AART|3VULN|46DUR|5RCVC|7RCR|8CDMG|9RPLT|aDMG
490	54111 22152	   	165.66	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1RCVC|2ASPD|3LHND|4AART|56DUR|7RCR|8CDMG|9DMG|aVULN
491	54111 22162	   	165.66	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1RCVC|2ASPD|3LHND|4AART|56DUR|7RCR|8CDMG|9VULN|aDMG
492	54611 22113	   	165.66	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1RCVC|2ASPD|3VULN|4AART|56DUR|7RCR|8CDMG|9RPLT|aDMG
493	33135 33221	   	165.66	ACR|1AART|1VULN|1DMG|3DUR|1CDMG|1ZMB	1ERES|289DUR|3ZMB|4CDMG|5RCR|6DMG|7AART|aVULN
494	11414 25321	   	165.64	ACR|2VULN|3ASPD|1DMG|1CDMG|2DUR|1SELL	157ASPD|2DUST|37DUR|4RCR|67VULN|7BPWR|8SELL|9DMG|aCDMG
495	23212 32324	 * 	165.64	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1MLV|2DUR|38VULN|4RCR|5FEWX|6DMG|7aZMB|9AART
496	23212 32424	 * 	165.64	ACR|2DMG|1AART|1VULN|2ZMB|1DUR	1MLV|2DUR|3VULN|4RCR|5FEWX|68DMG|7aZMB|9AART
497	43212 32324	   	165.64	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1CGEN|2DUR|38VULN|4RCR|5FEWX|6DMG|7aZMB|9AART
498	43212 32424	   	165.64	ACR|2DMG|1AART|1VULN|2ZMB|1DUR	1CGEN|2DUR|3VULN|4RCR|5FEWX|68DMG|7aZMB|9AART
499	12611 22413	   	165.62	DCR|1AART|1VULN|1DMG|2ASPD|2DUR|1ZMB	12ASPD|3VULN|4AART|56DUR|7RCR|8ZMB|9FEWX|aDMG
500	12611 22433	   	165.62	DCR|1AART|1VULN|1DMG|2ASPD|2DUR|1ZMB	12ASPD|3VULN|4AART|56DUR|7RCR|8ZMB|9BEXP|aDMG
501	12615 11323	   	165.62	DCR|1AART|1VULN|1DMG|2ASPD|2DUR|1ZMB	12ASPD|3VULN|4AART|5ZMB|6BEXP|7RCR|89DUR|aDMG
502	12615 41323	   	165.62	DCR|1AART|1VULN|1DMG|2ASPD|2DUR|1ZMB	12ASPD|3VULN|4AART|5ZMB|6FEWX|7RCR|89DUR|aDMG
503	12615 51323	   	165.62	DCR|1AART|1VULN|1DMG|2ASPD|2DUR|1ZMB	12ASPD|3VULN|4AART|5ZMB|6LHND|7RCR|89DUR|aDMG
504	33215 52134	   	165.61	ACR|2VULN|1AART|1FLTHEA|1CDMG|2DUR	1ERES|26DUR|37VULN|4RCR|5AART|8CDMG|9RMIN|aFLTHEA
505	33215 53622	   	165.61	ACR|2VULN|1AART|2ASPD|1FLTHEA|2DUR	18ERES|26DUR|38VULN|4RCR|5AART|78ASPD|8BPWR|9RPLT|aFLTHEA
506	12622 62313	   	165.61	DCR|2DMG|1AART|1VULN|2ASPD|1DUR	12ASPD|3VULN|4DUST|5DMSP|6AART|7RCR|8DUR|9aDMG
507	12632 62523	   	165.61	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	12ASPD|38VULN|4DUR|5DMSP|6AART|7RCR|9DMG|aERES
508	22511 22513	   	165.60	DCR|2DMG|1AART|1VULN|2DUR|1ASPD	1MLV|2ASPD|3CGEN|4AART|56DUR|7RCR|8VULN|9aDMG
509	42611 22513	   	165.60	DCR|2DMG|1AART|1VULN|2DUR|1ASPD	1CGEN|2ASPD|3MLV|4AART|56DUR|7RCR|8VULN|9aDMG
510	64111 22513	   	165.60	DCR|2DMG|1AART|1VULN|2DUR|1ASPD	1DMSP|2ASPD|3LHND|4AART|56DUR|7RCR|8VULN|9aDMG
511	43213 36112	   	165.59	ACR|3VULN|1AART|1DMG|1DUR|1SELL	15CGEN|2DUR|389VULN|4RCR|6DMG|7SELL|aAART
512	44431 32121	   	165.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	14CGEN|2AART|3DMSP|56VULN|7RCR|8DUR|9DMG|aZMB
513	33212 32324	   	165.54	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1ERES|2DUR|38VULN|4RCR|5FEWX|6DMG|7aZMB|9AART
514	33212 32424	   	165.54	ACR|2DMG|1AART|1VULN|2ZMB|1DUR	1ERES|2DUR|3VULN|4RCR|5FEWX|68DMG|7aZMB|9AART
515	12615 31323	   	165.52	DCR|1AART|1VULN|1DMG|2ASPD|2DUR|1ZMB	12ASPD|3VULN|4AART|5ZMB|6DUST|7RCR|89DUR|aDMG
516	32511 22516	   	165.50	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1ERES|2ASPD|3CGEN|4AART|56DUR|7RCR|8aVULN|9DMG
517	12111 12152	   	165.48	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	12ASPD|3LHND|4AART|5DUR|6RCVC|7RCR|8CDMG|9DMG|aVULN
518	12111 12162	   	165.48	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	12ASPD|3LHND|4AART|5DUR|6RCVC|7RCR|8CDMG|9VULN|aDMG
519	12611 12113	   	165.48	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	12ASPD|3VULN|4AART|5DUR|6RCVC|7RCR|8CDMG|9RPLT|aDMG
520	12611 12153	   	165.48	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	12ASPD|3VULN|4AART|5DUR|6RCVC|7RCR|8CDMG|9DMG|aCGEN
521	12611 12154	   	165.48	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	12ASPD|3VULN|4AART|5DUR|6RCVC|7RCR|8CDMG|9DMG|aMGNSTR
522	12611 12156	   	165.48	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	12ASPD|3VULN|4AART|5DUR|6RCVC|7RCR|8CDMG|9DMG|aLIT
523	31135 33242	 * 	165.42	ACR|2DMG|2AART|1CDMG|1ZMB|1DUR	1ERES|2DUST|3ZMB|4CDMG|5RCR|6aDMG|79AART|8DUR
524	33135 33142	   	165.42	ACR|2DMG|2AART|1CDMG|1ZMB|1DUR	1ERES|2DUR|3ZMB|4CDMG|5RCR|6aDMG|79AART|8DUST
525	33216 36112	   	165.39	ACR|3VULN|1AART|1DMG|1DUR|1SELL	15ERES|2DUR|389VULN|4RCR|6DMG|7SELL|aAART
526	14561 12321	   	165.39	DCR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1ASPD|2AART|3VULN|48DUR|56RCVC|7RCR|9DMG|aZMB
527	54611 12321	   	165.39	DCR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD|2RCVC	16RCVC|2ASPD|3VULN|4AART|58DUR|7RCR|9DMG|aZMB
528	14362 11124	 * 	165.38	DCR|1AART|1VULN|1DMG|2ZMB|2ASPD|1DUR	13ASPD|2AART|4DUR|5DMG|6BEXP|7RCR|8aZMB|9VULN
529	12611 12152	   	165.38	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	12ASPD|3VULN|4AART|5DUR|6RCVC|7RCR|8CDMG|9DMG|aTLV
530	23215 22511	   	165.38	ACR|4VULN|1AART|1DUR	1MLV|2DUR|378aVULN|4RCR|5AART|6RCVC|9BELT
531	23215 22562	   	165.38	ACR|4VULN|1AART|1DUR	19MLV|2DUR|378aVULN|4RCR|5AART|6RCVC
532	15611 22113	   	165.36	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1ASPD|2RCVC|3VULN|4AART|56DUR|7RCR|8CDMG|9RPLT|aDMG
533	15611 22153	   	165.36	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1ASPD|2RCVC|3VULN|4AART|56DUR|7RCR|8CDMG|9DMG|aCGEN
534	15111 22152	   	165.36	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1ASPD|2RCVC|3LHND|4AART|56DUR|7RCR|8CDMG|9DMG|aVULN
535	15111 22162	   	165.36	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1ASPD|2RCVC|3LHND|4AART|56DUR|7RCR|8CDMG|9VULN|aDMG
536	23314 11362	   	165.36	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	18MLV|2DUR|38LWND|4RCR|5ASPD|6CDMG|78VULN|8BPWR|9aDMG
537	23214 13362	   	165.36	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	18MLV|2DUR|38VULN|4RCR|5ASPD|6CDMG|78LHND|8BPWR|9aDMG
538	14362 31124	   	165.28	DCR|1AART|1VULN|1DMG|2ZMB|2ASPD|1DUR	13ASPD|2AART|4DUR|5DMG|6DUST|7RCR|8aZMB|9VULN
539	33215 22534	   	165.28	ACR|4VULN|1AART|1DUR	1ERES|2DUR|378aVULN|4RCR|5AART|6RCVC|9LHND
540	15611 22152	   	165.26	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1ASPD|2RCVC|3VULN|4AART|56DUR|7RCR|8CDMG|9DMG|aTLV
541	31135 31538	   	165.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|2DUST|3ZMB|4CDMG|5RCR|6DMG|79VULN|8MBVNT|aAART
542	23314 11322	   	165.16	ACR|2VULN|1AART|1FLTHEA|1CDMG|1DUR|1ASPD	18MLV|2DUR|38LWND|4RCR|5ASPD|6CDMG|78VULN|8BPWR|9AART|aFLTHEA
543	43314 11322	   	165.16	ACR|2VULN|1AART|1CDMG|1FLTHEA|1DUR|1ASPD	18CGEN|2DUR|38LWND|4RCR|5ASPD|6CDMG|78VULN|8BPWR|9AART|aFLTHEA
544	23214 11462	   	165.16	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1MLV|2DUR|37VULN|4RCR|5ASPD|6CDMG|8LHND|9aDMG
545	23214 22662	   	165.16	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1MLV|2DUR|36VULN|4RCR|5ASPD|7LHND|8CDMG|9aDMG
546	33214 13362	   	165.16	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	18ERES|2DUR|38VULN|4RCR|5ASPD|6CDMG|78LHND|8BPWR|9aDMG
547	33314 11362	   	165.16	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	18ERES|2DUR|38LWND|4RCR|5ASPD|6CDMG|78VULN|8BPWR|9aDMG
548	15611 12321	   	165.09	DCR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD|2RCVC	1ASPD|26RCVC|3VULN|4AART|58DUR|7RCR|9DMG|aZMB
549	11414 21162	   	165.08	ACR|2DMG|1VULN|2ASPD|1CDMG|1ZMB|1DUR	15ASPD|2DUST|3DUR|4RCR|6VULN|7CDMG|8ZMB|9aDMG
550	21214 21662	   	165.06	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1MLV|2DUST|36VULN|4RCR|5ASPD|7DUR|8CDMG|9aDMG
551	23214 11362	   	165.06	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1MLV|2DUR|37VULN|4RCR|5ASPD|6CDMG|8DUST|9aDMG
552	33214 11462	   	165.06	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1ERES|2DUR|37VULN|4RCR|5ASPD|6CDMG|8LHND|9aDMG
553	33214 22662	   	165.06	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1ERES|2DUR|36VULN|4RCR|5ASPD|7LHND|8CDMG|9aDMG
554	55611 12311	   	165.04	DCR|2VULN|1AART|1DMG|2DUR|2RCVC	16RCVC|2DMG|3aVULN|4AART|58DUR|7RCR|9BELT
555	55611 12321	   	165.04	DCR|2DMG|1AART|1VULN|2DUR|2RCVC	16RCVC|29DMG|3VULN|4AART|58DUR|7RCR|aFEWX
556	55611 12323	   	165.04	DCR|2DMG|1AART|1VULN|2DUR|2RCVC	16RCVC|29DMG|3VULN|4AART|58DUR|7RCR|aBEXP
557	55111 12322	   	165.04	DCR|2DMG|1AART|1VULN|2DUR|2RCVC	16RCVC|29DMG|3LHND|4AART|58DUR|7RCR|aVULN
558	55111 12513	   	165.04	DCR|2DMG|1AART|1VULN|2DUR|2RCVC	16RCVC|29DMG|3LHND|4AART|5aDUR|7RCR|8VULN
559	61843 11542	   	165.02	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1DMSP|2MBVNT|36DUR|4VULN|5AART|7RCR|8CDMG|9ZMB|aDMG
560	12611 12511	   	165.01	DCR|3VULN|1AART|2ASPD|1DUR	12ASPD|38aVULN|4AART|5DUR|6RCVC|7RCR|9BELT
561	12611 12615	   	164.98	DCR|2VULN|1AART|3ASPD|3DUR	128ASPD|38VULN|4AART|58aDUR|6RCVC|7RCR|8BPWR|9RMIN
562	12611 12635	   	164.98	DCR|2VULN|1AART|3ASPD|3DUR	128ASPD|38VULN|4AART|58aDUR|6RCVC|7RCR|8BPWR|9CGEN
563	11214 42532	   	164.96	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	15ASPD|2DUST|3VULN|4RCR|6LIT|7CDMG|8AART|9ZMB|aDMG
564	33314 11322	   	164.96	ACR|2VULN|1AART|1FLTHEA|1CDMG|1DUR|1ASPD	18ERES|2DUR|38LWND|4RCR|5ASPD|6CDMG|78VULN|8BPWR|9AART|aFLTHEA
565	33214 11362	   	164.96	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1ERES|2DUR|37VULN|4RCR|5ASPD|6CDMG|8DUST|9aDMG
566	31214 21662	   	164.96	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1ERES|2DUST|36VULN|4RCR|5ASPD|7DUR|8CDMG|9aDMG
567	53611 12326	   	164.94	DCR|2VULN|1AART|1DMG|2DUR|2RCVC	16RCVC|2TLV|3aVULN|4AART|58DUR|7RCR|9DMG
568	11211 52515	   	164.93	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DUST|36VULN|4RCR|5LIT|7CDMG|8AART|9DMG|aRMIN
569	11211 52522	   	164.93	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DUST|36VULN|4RCR|5LIT|7CDMG|8AART|9RMIN|aDMG
570	11211 42512	   	164.93	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1ASPD|2DUST|3VULN|4RCR|56LIT|7CDMG|8AART|9aDMG
571	21211 52512	   	164.93	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1MLV|2DUST|36VULN|4RCR|5LIT|7CDMG|8AART|9ASPD|aDMG
572	41211 52512	   	164.93	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CGEN|2DUST|36VULN|4RCR|5LIT|7CDMG|8AART|9ASPD|aDMG
573	23215 22136	   	164.93	ACR|3VULN|1AART|1CDMG|1DUR	1MLV|2DUR|37aVULN|4RCR|5AART|6RCVC|8CDMG|9RMIN
574	23215 22541	 * 	164.93	ACR|3VULN|1AART|1FLTHEA|1DUR	1MLV|2DUR|378VULN|4RCR|5AART|6RCVC|9FLTHEA|aCGEN
575	23215 22543	   	164.93	ACR|3VULN|1AART|1FLTHEA|1DUR	1MLV|2DUR|378VULN|4RCR|5AART|6RCVC|9FLTHEA|aDMSP
576	43215 22136	   	164.93	ACR|3VULN|1AART|1CDMG|1DUR	1CGEN|2DUR|37aVULN|4RCR|5AART|6RCVC|8CDMG|9RMIN
577	14562 12311	   	164.89	DCR|3VULN|1AART|2DUR|1ASPD	1ASPD|2AART|35aVULN|48DUR|6RCVC|7RCR|9BELT
578	15611 22511	   	164.89	DCR|3VULN|1AART|2DUR|1ASPD	1ASPD|2RCVC|38aVULN|4AART|56DUR|7RCR|9BELT
579	12611 12624	   	164.88	DCR|2VULN|1AART|3ASPD|3DUR	128ASPD|38VULN|4AART|58aDUR|6RCVC|7RCR|8BPWR|9DUST
580	33135 33553	 * 	164.87	ACR|2DMG|1AART|2ZMB|1CDMG|1DUR|1ASPD	1ERES|2DUR|38ZMB|4CDMG|5RCR|69DMG|7AART|aASPD
581	11211 52513	   	164.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DUST|36VULN|4RCR|5LIT|7CDMG|8AART|9DMG|aMBVNT
582	11211 52542	   	164.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DUST|36VULN|4RCR|5LIT|7CDMG|8AART|9ERES|aDMG
583	11211 52552	   	164.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DUST|36VULN|4RCR|5LIT|7CDMG|8AART|9TLV|aDMG
584	11214 53323	   	164.83	ACR|2VULN|1AART|1DMG|2ASPD|1DUR	15ASPD|2DUST|36VULN|4RCR|7CGEN|8AART|9DUR|aDMG
585	31211 52512	   	164.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ERES|2DUST|36VULN|4RCR|5LIT|7CDMG|8AART|9ASPD|aDMG
586	11211 62512	   	164.83	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1ASPD|26DUST|3VULN|4RCR|5LIT|7CDMG|8AART|9aDMG
587	23215 22146	   	164.83	ACR|3VULN|1AART|1CDMG|1DUR	1MLV|2DUR|37aVULN|4RCR|5AART|6RCVC|8CDMG|9TLV
588	23215 22542	   	164.83	ACR|3VULN|1AART|1FLTHEA|1DUR	1MLV|2DUR|378VULN|4RCR|5AART|6RCVC|9FLTHEA|aERES
589	33215 22136	   	164.83	ACR|3VULN|1AART|1CDMG|1DUR	1ERES|2DUR|37aVULN|4RCR|5AART|6RCVC|8CDMG|9RMIN
590	33215 22166	   	164.83	ACR|3VULN|1AART|1CDMG|1DUR	1ERES|2DUR|37aVULN|4RCR|5AART|6RCVC|8CDMG|9MLV
591	33215 22541	   	164.83	ACR|3VULN|1AART|1FLTHEA|1DUR	1ERES|2DUR|378VULN|4RCR|5AART|6RCVC|9FLTHEA|aCGEN
592	23214 41233	   	164.79	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1MLV|2DUR|3VULN|4RCR|5ASPD|6ZMB|7CDMG|8MGNLIT|9AART|aDMG
593	23214 15233	   	164.79	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1MLV|2DUR|3VULN|4RCR|5ASPD|6CDMG|7ZMB|8MGNLIT|9AART|aDMG
594	33135 31262	   	164.79	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2DUR|3ZMB|4CDMG|5RCR|6DMG|79aVULN|8MGNLIT
595	12615 11422	 * 	164.74	DCR|2AART|1VULN|2CDMG|2ASPD|1ZMB	12ASPD|3VULN|4aAART|5ZMB|6BEXP|7RCR|89CDMG
596	25611 12326	   	164.74	DCR|2VULN|1AART|1DMG|2DUR|2RCVC	1MLV|26RCVC|3aVULN|4AART|58DUR|7RCR|9DMG
597	11313 11322	 * 	164.73	ACR|2VULN|1AART|2ASPD|1CDMG|1FLTHEA	18ASPD|2DUST|38LWND|4RCR|5CGEN|6CDMG|78VULN|8BPWR|9AART|aFLTHEA
598	33215 22146	   	164.73	ACR|3VULN|1AART|1CDMG|1DUR	1ERES|2DUR|37aVULN|4RCR|5AART|6RCVC|8CDMG|9TLV
599	33215 22542	   	164.73	ACR|3VULN|1AART|1FLTHEA|1DUR	1aERES|2DUR|378VULN|4RCR|5AART|6RCVC|9FLTHEA
600	11211 55511	   	164.69	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1SELL	1ASPD|2DUST|36VULN|4RCR|5LIT|7SELL|8AART|9DMG|aCDMG
601	23214 41362	   	164.69	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1MLV|2DUR|3VULN|4RCR|5ASPD|6ZMB|7CDMG|8DUST|9AART|aDMG
602	23214 15362	   	164.69	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1MLV|2DUR|3VULN|4RCR|5ASPD|6CDMG|7ZMB|8DUST|9AART|aDMG
603	33135 31352	 * 	164.69	ACR|3DMG|1VULN|1CDMG|1ZMB|1DUR	1ERES|2DUR|3ZMB|4CDMG|5RCR|69aDMG|7VULN|8DUST
604	33135 31537	   	164.69	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2DUR|3ZMB|4CDMG|5RCR|6DMG|79aVULN|8MBVNT
605	33135 31562	   	164.69	ACR|3DMG|1VULN|1CDMG|1ZMB|1DUR	1ERES|2DUR|3ZMB|4CDMG|5RCR|69aDMG|7VULN|8MBVNT
606	12615 31422	   	164.64	DCR|2AART|1VULN|2CDMG|2ASPD|1ZMB	12ASPD|3VULN|4aAART|5ZMB|6DUST|7RCR|89CDMG
607	35611 12326	   	164.64	DCR|2VULN|1AART|1DMG|2DUR|2RCVC	1ERES|26RCVC|3aVULN|4AART|58DUR|7RCR|9DMG
608	24355 12133	 * 	164.62	DCR|2DMG|1AART|1VULN|2ZMB|1ASPD	1MLV|2AART|3ASPD|4aDMG|57ZMB|6BEXP|8VULN|9RCR
609	33214 15362	   	164.59	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1ERES|2DUR|3VULN|4RCR|5ASPD|6CDMG|7ZMB|8DUST|9AART|aDMG
610	33214 41362	   	164.59	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1ERES|2DUR|3VULN|4RCR|5ASPD|6ZMB|7CDMG|8DUST|9AART|aDMG
611	12115 11412	   	164.57	DCR|2DMG|1AART|2ASPD|1CDMG|1ZMB	12ASPD|3LHND|4AART|5ZMB|6BEXP|7RCR|8CDMG|9aDMG
612	12115 41412	   	164.57	DCR|2DMG|1AART|2ASPD|1CDMG|1ZMB	12ASPD|3LHND|4AART|5ZMB|6FEWX|7RCR|8CDMG|9aDMG
613	24355 32133	   	164.52	DCR|2DMG|1AART|1VULN|2ZMB|1ASPD	1MLV|2AART|3ASPD|4aDMG|57ZMB|6DUST|8VULN|9RCR
614	11214 53334	   	164.49	ACR|3VULN|1AART|2ASPD|1ZMB	15ASPD|2DUST|36aVULN|4RCR|7CGEN|8AART|9ZMB
615	14513 12152	   	164.48	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1ASPD|2aAART|3VULN|4ERES|5CGEN|6RCVC|7RCR|8CDMG|9DMG
616	34531 12152	   	164.48	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1ERES|24AART|3FEWX|5DUR|6RCVC|7RCR|8CDMG|9DMG|aVULN
617	34531 12162	   	164.48	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1ERES|24AART|3FEWX|5DUR|6RCVC|7RCR|8CDMG|9VULN|aDMG
618	12115 31412	   	164.47	DCR|2DMG|1AART|2ASPD|1CDMG|1ZMB	12ASPD|3LHND|4AART|5ZMB|6DUST|7RCR|8CDMG|9aDMG
619	12632 62321	   	164.42	DCR|1AART|1VULN|1DMG|2ASPD|2DUR|1ZMB	12ASPD|3VULN|48DUR|5DMSP|6AART|7RCR|9DMG|aZMB
620	13453 32363	   	164.37	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2RPLT|3aLWND|4AART|5ZMB|68VULN|7RCR|9DMG
621	41215 21523	   	164.30	ACR|3DMG|1AART|1VULN	1CGEN|2DUST|3VULN|4RCR|5AART|6RCVC|7LHND|89aDMG
622	12553 62131	   	164.29	DCR|1AART|1DMG|1VULN|2ASPD|1CDMG|1FLTHEA	12ASPD|3CDMG|4CGEN|5VULN|6FLTHEA|7FEWX|8RCR|9AART|aDMG
623	24345 32122	   	164.28	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	14MLV|2AART|34ASPD|4BPWR|5CGEN|6VULN|7RCR|8CDMG|9DUR|aDMG
624	13453 32152	   	164.27	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2RPLT|3LWND|4AART|5ZMB|69VULN|7RCR|8TLV|aDMG
625	13453 32322	   	164.27	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2RPLT|3LWND|4AART|5ZMB|68VULN|7RCR|9ERES|aDMG
626	14361 32122	   	164.23	DCR|1AART|1VULN|3DUR|2ASPD|1CDMG|1ZMB	13ASPD|2AART|459DUR|6VULN|7RCR|8CDMG|aZMB
627	14361 32352	   	164.23	DCR|1AART|1VULN|3DUR|2ASPD|1CDMG|1ZMB	13ASPD|2AART|458DUR|6VULN|7RCR|9CDMG|aZMB
628	65162 21211	   	164.21	DCR|3DMG|2VULN|1CDMG	1DMSP|245DMG|34LHND|4BPWR|6aVULN|7CDMG|8RCR|9LIT
629	14562 22123	   	164.20	DCR|2VULN|1AART|3DUR|1CDMG|1ASPD	1ASPD|2AART|35VULN|469DUR|7RCR|8CDMG|aCGEN
630	14562 22131	   	164.20	DCR|2VULN|1AART|3DUR|1CDMG|1ASPD	1ASPD|2AART|35VULN|46aDUR|7RCR|8CDMG|9RMIN
631	12533 24142	   	164.19	DCR|2DMG|1VULN|3ASPD|2CDMG|1DUR	127ASPD|37CDMG|4MLV|5VULN|67DMG|7BPWR|8RCR|9DUR|aLHND
632	12533 24143	   	164.19	DCR|2DMG|1VULN|3ASPD|2CDMG|1DUR	127ASPD|37CDMG|4MLV|5VULN|67DMG|7BPWR|8RCR|9DUR|aBEXP
633	12615 11123	   	164.18	DCR|1AART|1VULN|1DMG|2ZMB|2ASPD|1DUR	12ASPD|3VULN|4AART|58ZMB|6BEXP|7RCR|9DUR|aDMG
