0	Index      	 *	Score 	Summary	Detail	
1	21213 16434	 * 	196.09	ACR|4VULN|2DMG|1AART	1AART|257aVULN|3DLOT|4RCR|6LHND|8aLWND|9aDMG|aBPWR
495	21418 48321	   	170.57	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|235VULN|3BPWR|4MBVNT|6RCR|7CDMG|8ERES|9ZMB|aVENICY
496	21418 48324	   	170.57	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|235VULN|3BPWR|4MBVNT|6RCR|7CDMG|8ERES|9ZMB|aDUST
497	21165 13111	   	170.53	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1AART|25VULN|38ASPD|4LHND|6CDMG|7DMG|9RCR|aBASHEA
498	21165 13116	   	170.53	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1AART|25VULN|38ASPD|4LHND|6CDMG|7DMG|9RCR|aDUST
499	21412 16125	   	170.53	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1AART|23VULN|3BPWR|4MBVNT|5CGEN|6CDMG|7DMG|8aASPD|9RCR
500	21414 16125	   	170.53	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1AART|23VULN|3BPWR|4MBVNT|5RMIN|6CDMG|7DMG|8aASPD|9RCR
501	21245 21411	   	170.51	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1AART|268VULN|3DLOT|4ZMB|5CDMG|7ASPD|9RCR|aBEXP
502	21245 21413	   	170.51	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1AART|268VULN|3DLOT|4ZMB|5CDMG|7ASPD|9RCR|aMGNSTR
503	21213 26146	   	170.47	ACR|4VULN|1AART|2DUR	1AART|257aVULN|3DLOT|4RCR|69DUR|8RPLT
504	21213 26613	   	170.47	ACR|4VULN|1AART|2DUR	1AART|2578VULN|3DLOT|4RCR|69DUR|aLWND
505	21213 26614	   	170.47	ACR|4VULN|1AART|2DUR	1AART|2578VULN|3DLOT|4RCR|69DUR|aLHND
506	21213 26616	   	170.47	ACR|4VULN|1AART|2DUR	1AART|2578VULN|3DLOT|4RCR|69DUR|aLIT
507	21213 12214	   	170.47	ACR|4VULN|1AART|2DUR	1AART|258aVULN|3DLOT|4RCR|6LHND|7aTLV|9aDUR|aBPWR
508	21213 15214	   	170.47	ACR|4VULN|1AART|2DUR	1AART|258aVULN|3DLOT|4RCR|6LHND|7aERES|9aDUR|aBPWR
509	21213 16614	   	170.47	ACR|4VULN|1AART|2DUR	1AART|257aVULN|3DLOT|4RCR|6LHND|8aERES|9aDUR|aBPWR
510	21213 62214	   	170.47	ACR|4VULN|1AART|2DUR	1AART|257aVULN|3DLOT|4RCR|6RMIN|8aDUST|9aDUR|aBPWR
511	23265 21113	 * 	170.43	DCR|3DMG|1AART|2CDMG|2ASPD	1AART|28ASPD|35CDMG|458FEWX|58BPWR|678DMG|9CGEN|aRCR
512	21245 21412	   	170.41	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1AART|268VULN|3DLOT|4ZMB|5CDMG|7ASPD|9RCR|aERES
513	21213 26611	   	170.37	ACR|4VULN|1AART|2DUR	1AART|2578VULN|3DLOT|4RCR|69DUR|aTLV
514	21213 26612	   	170.37	ACR|4VULN|1AART|2DUR	1AART|2578VULN|3DLOT|4RCR|69DUR|aERES
515	21213 26615	   	170.37	ACR|4VULN|1AART|2DUR	1AART|2578VULN|3DLOT|4RCR|69DUR|aMBVNT
516	21215 33325	   	170.34	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1AART|27VULN|3DLOT|4RCR|58ZMB|6DUR|9BEXP|aDMG
517	23226 41211	   	170.32	DCR|2DMG|1AART|2ZMB|2ASPD|1CDMG	1AART|2aASPD|3CDMG|4LEGI|5aZMB|6LWND|7RCR|8LHND|9aDMG|aBPWR
518	21213 41364	   	170.29	ACR|3VULN|2AART|2ZMB|1SELL	19AART|25aVULN|3DLOT|4RCR|6aZMB|7SELL|8RCVC|aBPWR
519	21433 25151	   	170.25	DCR|2VULN|2DMG|1AART|1DUR	1AART|23VULN|3BPWR|4RCVC|5LEGI|6LHND|7DUR|8RCR|9aDMG
520	21215 43315	   	170.24	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1AART|27VULN|3DLOT|4RCR|58ZMB|6DUST|9DUR|aDMG
521	21215 33336	   	170.24	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1AART|27VULN|3DLOT|4RCR|58ZMB|6DUR|9MBVNT|aDMG
522	21215 33345	   	170.24	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1AART|27VULN|3DLOT|4RCR|58ZMB|6DUR|9LEGI|aDMG
523	21215 33355	   	170.24	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1AART|27VULN|3DLOT|4RCR|58ZMB|6DUR|9DUST|aDMG
524	23226 51211	   	170.22	DCR|2DMG|1AART|2ZMB|2ASPD|1CDMG	1AART|2aASPD|3CDMG|4LEGI|5aZMB|6DUST|7RCR|8LHND|9aDMG|aBPWR
525	21233 56214	   	170.15	DCR|4VULN|1AART|2DUR	1AART|258aVULN|3DLOT|4DUST|6aCGEN|7RCR|9aDUR|aBPWR
526	12325 43162	   	170.07	DCR|3DMG|2VULN|1AART	1RCVC|24VULN|36CGEN|567DMG|6BPWR|8AART|9CANSTR|aRCR
527	21212 62166	   	170.02	ACR|3VULN|1AART|1CDMG|2DUR	1AART|29aVULN|3DLOT|4RCR|58DUR|6CDMG|7BEXP
528	21212 63164	   	169.93	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1aAART|2VULN|3DLOT|4RCR|5DUR|6CDMG|7LIT|8DMG|9ASPD
529	36161 21333	 * 	169.77	ACR|2AART|1VULN|2CDMG|1DMG|1ZMB	1DUST|2ZMB|36AART|4LHND|5RCR|7VULN|89CDMG|aDMG
530	21322 12631	   	169.69	ACR|4VULN|1AART|1CDMG	1AART|2689VULN|3ERES|49LIT|5RCR|79LHND|9BPWR|aCDMG
531	36161 14333	   	169.50	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DUST|2ZMB|3AART|4LHND|5RCR|6CDMG|79VULN|8ERES|aDMG
532	21322 11631	   	169.49	ACR|4VULN|1AART|1CDMG	1AART|2689VULN|3ERES|49LIT|5RCR|79DUST|9BPWR|aCDMG
533	21213 42424	   	169.44	ACR|4VULN|1AART|1ZMB	1AART|257aVULN|3DLOT|4RCR|6ZMB|8aBEXP|9aLWND|aBPWR
534	21213 42624	   	169.44	ACR|4VULN|1AART|1ZMB	1AART|257aVULN|3DLOT|4RCR|6ZMB|8aLHND|9aLWND|aBPWR
535	21213 43224	   	169.44	ACR|4VULN|1AART|1ZMB	1AART|258aVULN|3DLOT|4RCR|6ZMB|7aLHND|9aLWND|aBPWR
536	26215 32134	   	169.42	ACR|2DMG|1AART|2ZMB|1CDMG|2DUR	1AART|2aLHND|3DLOT|4RCR|5aZMB|6CDMG|78DMG|9aDUR|aBPWR
537	21361 14311	   	169.39	ACR|4VULN|1AART|1CDMG	1AART|279aVULN|3ERES|4DUST|5RCR|6CDMG|8BELT
538	21426 35212	   	169.31	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1AART|23VULN|3BPWR|4CDMG|5RMIN|68DUR|7DMG|9RCR|aRPLT
539	21426 35213	   	169.31	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1AART|23VULN|3BPWR|4CDMG|5RMIN|68DUR|7DMG|9RCR|aRCVC
540	23161 13513	   	169.26	ACR|3DMG|1AART|1CDMG|1ASPD|1DUR	1AART|2ASPD|3DUST|4LHND|5RCR|6CDMG|79aDMG|8DUR
541	21213 42153	   	169.24	ACR|4VULN|1AART|1ZMB	1AART|2579VULN|3DLOT|4RCR|6ZMB|8RMIN|aLWND
542	21213 42154	   	169.24	ACR|4VULN|1AART|1ZMB	1AART|2579VULN|3DLOT|4RCR|6ZMB|8RMIN|aLHND
543	21213 42156	   	169.24	ACR|4VULN|1AART|1ZMB	1AART|2579VULN|3DLOT|4RCR|6ZMB|8RMIN|aLIT
544	21161 21322	   	169.22	ACR|2AART|2VULN|1CDMG|1ZMB|1ASPD	16AART|27VULN|3ASPD|4LHND|5RCR|8CDMG|9ZMB|aRPLT
545	21161 21323	   	169.22	ACR|2AART|2VULN|1CDMG|1ZMB|1ASPD	16AART|27VULN|3ASPD|4LHND|5RCR|8CDMG|9ZMB|aRCVC
546	21161 21324	   	169.22	ACR|2AART|2VULN|1CDMG|1ZMB|1ASPD	16AART|27VULN|3ASPD|4LHND|5RCR|8CDMG|9ZMB|aCGEN
547	21161 21325	   	169.22	ACR|2AART|2VULN|1CDMG|1ZMB|1ASPD	16AART|27VULN|3ASPD|4aLHND|5RCR|8CDMG|9ZMB
548	21215 33312	   	169.22	ACR|2VULN|1AART|2ZMB|1CDMG|2DUR	1AART|27VULN|3DLOT|4RCR|58ZMB|69DUR|aCDMG
549	21426 35211	   	169.21	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1AART|23VULN|3BPWR|4CDMG|5RMIN|68DUR|7DMG|9RCR|aBASHEA
550	21213 42151	   	169.14	ACR|4VULN|1AART|1ZMB	1AART|2579VULN|3DLOT|4RCR|6ZMB|8RMIN|aTLV
551	21213 42152	   	169.14	ACR|4VULN|1AART|1ZMB	1AART|2579VULN|3DLOT|4RCR|6ZMB|8RMIN|aERES
552	21213 42155	   	169.14	ACR|4VULN|1AART|1ZMB	1AART|2579VULN|3DLOT|4RCR|6ZMB|8RMIN|aMBVNT
553	21213 42442	   	169.14	ACR|4VULN|1AART|1ZMB	1AART|257aVULN|3DLOT|4RCR|6ZMB|8BEXP|9LEGI
554	21213 42452	   	169.14	ACR|4VULN|1AART|1ZMB	1AART|257aVULN|3DLOT|4RCR|6ZMB|8BEXP|9DUST
555	21322 16231	   	169.14	ACR|3VULN|1AART|2ASPD|1CDMG	1AART|269VULN|3ERES|49LIT|5RCR|79ASPD|8RMIN|9BPWR|aCDMG
556	21211 54122	   	169.13	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2VULN|3DLOT|4RCR|5RPLT|6aDMG|7CDMG|8RCVC|9DUR
557	21211 54522	   	169.13	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2VULN|3DLOT|4RCR|58RPLT|6aDMG|7CDMG|9DUR
558	21212 63121	   	169.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|29VULN|3DLOT|4RCR|5DUR|6CDMG|7LIT|8DMG|aRPLT
559	21212 63122	   	169.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|29VULN|3DLOT|4RCR|5DUR|6CDMG|7LIT|8DMG|aFEWX
560	21212 63125	   	169.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|29VULN|3DLOT|4RCR|5DUR|6CDMG|7LIT|8DMG|aCGEN
561	21212 63523	   	169.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|29VULN|3DLOT|4RCR|5DUR|6CDMG|7LIT|8MLV|aDMG
562	21212 64121	   	169.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|27VULN|3DLOT|4RCR|5DUR|6CDMG|8DMG|9RPLT|aCGEN
563	21212 64124	   	169.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|27VULN|3DLOT|4RCR|5DUR|6CDMG|8DMG|9RPLT|aFEWX
564	21212 64126	   	169.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|27VULN|3DLOT|4RCR|5DUR|6CDMG|8DMG|9RPLT|aLHND
565	21212 64152	   	169.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|27VULN|3DLOT|4RCR|5DUR|6CDMG|8DMG|9CGEN|aBELT
566	21212 64153	   	169.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|27VULN|3DLOT|4RCR|5DUR|6CDMG|8DMG|9CGEN|aMLV
567	21212 65122	   	169.13	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2VULN|3DLOT|4RCR|5DUR|6CDMG|7DMSP|8aDMG|9RPLT
568	21212 66223	   	169.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|29VULN|3DLOT|4RCR|5DUR|6CDMG|7CGEN|8LIT|aDMG
569	21216 63223	   	169.13	ACR|3VULN|2AART|1CDMG	18AART|29aVULN|3DLOT|4RCR|5DUST|6CDMG|7LIT
570	21161 21321	   	169.12	ACR|2AART|2VULN|1CDMG|1ZMB|1ASPD	16AART|27VULN|3ASPD|4LHND|5RCR|8CDMG|9ZMB|aBASHEA
571	21161 21326	   	169.12	ACR|2AART|2VULN|1CDMG|1ZMB|1ASPD	16AART|27VULN|3ASPD|4LHND|5RCR|8CDMG|9ZMB|aDUST
572	23226 61421	   	169.07	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1AART|2ASPD|3CDMG|4LEGI|5ZMB|6VULN|7RCR|8MLV|9DMG|aDUR
573	23246 61121	   	169.07	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1AART|2ASPD|3CDMG|4LHND|5ZMB|6VULN|7RCR|8ERES|9DMG|aDUR
574	23266 61121	   	169.07	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1AART|2ASPD|3CDMG|4FEWX|5ZMB|6VULN|7RCR|8ERES|9DMG|aDUR
575	21122 12242	   	169.04	ACR|3VULN|1AART|2ASPD|1CDMG	1AART|26aVULN|39ASPD|4LIT|5RCR|7LHND|8CDMG
576	21122 16551	   	169.04	ACR|3VULN|1AART|2ASPD|1CDMG	1AART|268VULN|37ASPD|4LIT|5RCR|9LHND|aCDMG
577	21122 16561	   	169.04	ACR|3VULN|1AART|2ASPD|1CDMG	1AART|268VULN|37ASPD|4LIT|5RCR|9FEWX|aCDMG
578	21122 61242	   	169.04	ACR|3VULN|1AART|2ASPD|1CDMG	1AART|27aVULN|39ASPD|47LIT|5RCR|67DUST|7BPWR|8CDMG
579	21213 21587	   	169.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|25VULN|3DLOT|4RCR|6DUR|7FEWX|8MBVNT|9CDMG|aDMG
580	21216 63126	   	169.03	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|29VULN|3DLOT|4RCR|5DUST|6CDMG|7LIT|8DMG|aASPD
581	21211 46622	   	169.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|27VULN|3DLOT|4RCR|5RPLT|6TLV|8CDMG|9DUR|aDMG
582	21212 63123	   	169.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|29VULN|3DLOT|4RCR|5DUR|6CDMG|7LIT|8DMG|aNUKE
583	21212 64162	   	169.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|27VULN|3DLOT|4RCR|5DUR|6CDMG|8DMG|9DUST|aFEWX
584	21212 64163	   	169.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|27VULN|3DLOT|4RCR|5DUR|6CDMG|8DMG|9DUST|aLHND
585	21216 26252	   	169.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|29VULN|3DLOT|4RCR|5DUST|6FEWX|7DMG|8DUR|aCDMG
586	21216 63163	   	169.03	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2aVULN|3DLOT|4RCR|5DUST|6CDMG|7LIT|8DMG|9ASPD
587	21653 11311	   	169.00	DCR|4VULN|2AART|1ASPD	19AART|2567VULN|35CANHEL|4RMIN|5BPWR|8ASPD|aRCR
588	25253 11311	   	169.00	DCR|4VULN|2AART|1ASPD	19AART|25BASHEA|3567VULN|4RMIN|5BPWR|8ASPD|aRCR
589	21321 26633	   	168.99	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1AART|25VULN|3ERES|4LIT|6RCR|7ASPD|8DUR|9ZMB|aCDMG
590	23226 61121	   	168.97	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1AART|2ASPD|3CDMG|4LEGI|5ZMB|6VULN|7RCR|8ERES|9DMG|aDUR
591	21321 31351	   	168.97	DCR|4VULN|1AART|1CDMG	1AART|2567VULN|3ERES|4LIT|8RCR|9LEGI|aCDMG
592	21242 21262	   	168.96	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	1AART|2VULN|3DLOT|4ZMB|5aDMG|69DUR|7FEWX|8RCR
593	21122 11242	   	168.94	ACR|3VULN|1AART|2ASPD|1CDMG	1AART|26aVULN|39ASPD|4LIT|5RCR|7DUST|8CDMG
594	21213 23587	   	168.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|25VULN|3DLOT|4RCR|6DUR|7DUST|8MBVNT|9CDMG|aDMG
595	21212 64161	   	168.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|27VULN|3DLOT|4RCR|5DUR|6CDMG|8DMG|9DUST|aERES
596	21212 65135	   	168.86	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR	1AART|2VULN|3DLOT|4RCR|5DUR|69CDMG|7DMSP|8DMG|aZMB
597	21213 42122	   	168.79	ACR|3VULN|1AART|1CDMG|1ZMB	1AART|257VULN|3DLOT|4RCR|6ZMB|8RMIN|9MLV|aCDMG
598	21213 42132	   	168.79	ACR|3VULN|1AART|1CDMG|1ZMB	1AART|257VULN|3DLOT|4RCR|6ZMB|8RMIN|9CGEN|aCDMG
599	21213 42322	   	168.79	ACR|3VULN|1AART|1CDMG|1ZMB	1AART|257VULN|3DLOT|4RCR|6ZMB|8RCVC|9BEXP|aCDMG
600	21213 42362	   	168.79	ACR|3VULN|1AART|1CDMG|1ZMB	1AART|257VULN|3DLOT|4RCR|6ZMB|8RCVC|9CDMG|aBEXP
601	21213 42363	   	168.79	ACR|3VULN|1AART|1CDMG|1ZMB	1AART|257VULN|3DLOT|4RCR|6ZMB|8RCVC|9CDMG|aBELT
602	21213 42366	   	168.79	ACR|3VULN|1AART|1CDMG|1ZMB	1AART|257VULN|3DLOT|4RCR|6ZMB|8RCVC|9CDMG|aLWND
603	21213 42422	   	168.79	ACR|3VULN|1AART|1CDMG|1ZMB	1AART|257VULN|3DLOT|4RCR|6ZMB|8BEXP|9LWND|aCDMG
604	21213 42462	   	168.79	ACR|3VULN|1AART|1CDMG|1ZMB	1AART|257VULN|3DLOT|4RCR|6ZMB|89BEXP|aCDMG
605	21213 42622	   	168.79	ACR|3VULN|1AART|1CDMG|1ZMB	1AART|257VULN|3DLOT|4RCR|6ZMB|8LHND|9LWND|aCDMG
606	21213 42642	   	168.79	ACR|3VULN|1AART|1CDMG|1ZMB	1AART|257VULN|3DLOT|4RCR|6ZMB|8LHND|9DMSP|aCDMG
607	21213 43222	   	168.79	ACR|3VULN|1AART|1CDMG|1ZMB	1AART|258VULN|3DLOT|4RCR|6ZMB|7LHND|9LWND|aCDMG
608	21213 43242	   	168.79	ACR|3VULN|1AART|1CDMG|1ZMB	1AART|258VULN|3DLOT|4RCR|6ZMB|7LHND|9DMSP|aCDMG
609	21213 43634	   	168.79	ACR|3VULN|1AART|2ASPD|1ZMB	1AART|25aVULN|3DLOT|4RCR|6ZMB|7aLHND|8aASPD|9NUKE|aBPWR
610	21213 45622	   	168.79	ACR|3VULN|1AART|1CDMG|1ZMB	1AART|258VULN|3DLOT|4RCR|6ZMB|7CGEN|9MLV|aCDMG
611	21215 26622	   	168.79	ACR|3VULN|1AART|1CDMG|1ZMB	1AART|278VULN|3DLOT|4RCR|5ZMB|6CGEN|9MLV|aCDMG
612	21121 16331	   	168.77	DCR|2VULN|1AART|2ASPD|1CDMG|1ZMB	1AART|25VULN|37ASPD|4LIT|6RCR|8CGEN|9ZMB|aCDMG
613	21344 21324	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|26VULN|3ERES|4RPLT|5DMG|7RCR|8DUR|9CDMG|aBEXP
614	21344 21325	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|26VULN|3ERES|4aRPLT|5DMG|7RCR|8DUR|9CDMG
615	24432 11325	   	168.71	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2LWND|3MGNLIT|4ASPD|5DUST|68DMG|7RCR|9VULN|aCDMG
616	25135 11325	   	168.71	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2BASHEA|3LHND|4ASPD|5FEWX|68DMG|7RCR|9VULN|aCDMG
617	25335 11325	   	168.71	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2BASHEA|3LWND|4ASPD|5FEWX|68DMG|7RCR|9VULN|aCDMG
618	26432 11325	   	168.71	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2LHND|3MGNLIT|4ASPD|5DUST|68DMG|7RCR|9VULN|aCDMG
619	21211 51314	   	168.71	ACR|2VULN|1AART|1DMG|2CDMG	1AART|2aVULN|3DLOT|4RCR|5RPLT|6DMG|79aMLV|8aCDMG|aBPWR
620	21211 54114	   	168.71	ACR|2VULN|1AART|1DMG|2CDMG	1AART|2aVULN|3DLOT|4RCR|5RPLT|6DMG|7aCDMG|8RCVC|9aCGEN|aBPWR
621	21213 42332	   	168.69	ACR|3VULN|1AART|1CDMG|1ZMB	1AART|257VULN|3DLOT|4RCR|6ZMB|8RCVC|9MBVNT|aCDMG
622	21213 42361	   	168.69	ACR|3VULN|1AART|1CDMG|1ZMB	1AART|257VULN|3DLOT|4RCR|6ZMB|8RCVC|9CDMG|aAIRHEA
623	21213 42522	   	168.69	ACR|3VULN|1AART|1CDMG|1ZMB	1AART|257VULN|3DLOT|4RCR|6ZMB|8ERES|9MLV|aCDMG
624	21213 42532	   	168.69	ACR|3VULN|1AART|1CDMG|1ZMB	1AART|257VULN|3DLOT|4RCR|6ZMB|8ERES|9CGEN|aCDMG
625	21215 25232	   	168.69	ACR|3VULN|1AART|1CDMG|1ZMB	1AART|289VULN|3DLOT|4RCR|5ZMB|6CGEN|7ERES|aCDMG
626	21121 16211	   	168.67	DCR|2VULN|1AART|2ASPD|1CDMG|1ZMB	1AART|25VULN|37ASPD|4LIT|6RCR|8ZMB|9TLV|aCDMG
627	21121 16253	   	168.67	DCR|2VULN|1AART|2ASPD|1CDMG|1ZMB	1AART|25VULN|37ASPD|4LIT|6RCR|8ZMB|9VENICY|aCDMG
628	21122 16543	 * 	168.64	ACR|3VULN|1AART|3ASPD|1DUR	1AART|268VULN|37aASPD|4LIT|5RCR|9DUR
629	21344 21326	   	168.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|26VULN|3ERES|4RPLT|5DMG|7RCR|8DUR|9CDMG|aAIRHEA
630	21416 11336	   	168.61	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|23VULN|3BPWR|4MBVNT|5LHND|6LSRHEA|7RCR|8ASPD|9DMG|aCDMG
631	21632 11345	   	168.61	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2VULN|3CANHEL|4ASPD|5DUST|68DMG|7RCR|9LWND|aCDMG
632	25132 11325	   	168.61	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2BASHEA|3LHND|4ASPD|5DUST|68DMG|7RCR|9VULN|aCDMG
633	25232 11345	   	168.61	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2BASHEA|3VULN|4ASPD|5DUST|68DMG|7RCR|9LWND|aCDMG
634	25332 11325	   	168.61	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2BASHEA|3LWND|4ASPD|5DUST|68DMG|7RCR|9VULN|aCDMG
635	21213 42552	   	168.59	ACR|3VULN|1AART|1CDMG|1ZMB	1AART|257VULN|3DLOT|4RCR|6ZMB|8ERES|9TLV|aCDMG
636	23161 11511	   	168.57	ACR|2DMG|1AART|2ZMB|1CDMG|1ASPD|1DUR	1AART|2ASPD|3aDUST|4LHND|5RCR|6CDMG|7aZMB|8DUR|9aDMG|aBPWR
637	21421 35162	   	168.55	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1AART|23VULN|3BPWR|4CDMG|5MLV|6DUR|7DMG|8ASPD|9RPLT|aRCR
638	21431 24283	   	168.55	DCR|3VULN|2AART|1CDMG|1DUR	18AART|235VULN|3BPWR|4RCVC|6DUR|7MBVNT|9CDMG|aRCR
639	21414 13823	   	168.55	DCR|3VULN|2AART|1CDMG|1ASPD	18AART|239VULN|3BPWR|4MBVNT|5RMIN|6CDMG|7ASPD|aRCR
640	34311 16151	   	168.55	DCR|2VULN|2DMG|1AART|1DUR	17DUST|2DUR|37LHND|4AART|57VULN|6DMSP|7BPWR|8RCR|9aDMG
641	21213 41553	   	168.54	ACR|3VULN|1AART|1CDMG|1ZMB|1SELL	1AART|259VULN|3DLOT|4RCR|6ZMB|7SELL|8CDMG|aLWND
642	21632 11331	   	168.51	DCR|2DMG|1AART|1VULN|2ASPD|1DUR	1AART|2VULN|3CANHEL|49ASPD|5DUST|68DMG|7RCR|aDUR
643	25232 11331	   	168.51	DCR|2DMG|1AART|1VULN|2ASPD|1DUR	1AART|2BASHEA|3VULN|49ASPD|5DUST|68DMG|7RCR|aDUR
644	25532 11325	   	168.51	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2BASHEA|3LEGI|4ASPD|5DUST|68DMG|7RCR|9VULN|aCDMG
645	21211 54222	   	168.51	ACR|2VULN|1AART|1DMG|2CDMG	1AART|2aVULN|3DLOT|4RCR|5RPLT|6DMG|79CDMG|8RMIN
646	21211 54225	   	168.51	ACR|2DMG|1AART|1VULN|2CDMG	1AART|2VULN|3DLOT|4RCR|5RPLT|6aDMG|79CDMG|8RMIN
647	24213 64131	   	168.51	ACR|2VULN|1AART|1DMG|2CDMG	1AART|2LWND|3DLOT|4RCR|57VULN|69CDMG|8DMG|aRPLT
648	24213 64132	   	168.51	ACR|2VULN|1AART|1DMG|2CDMG	1AART|2LWND|3DLOT|4RCR|57VULN|69CDMG|8DMG|aFEWX
649	24213 64133	   	168.51	ACR|2VULN|1AART|1DMG|2CDMG	1AART|2LWND|3DLOT|4RCR|57VULN|69CDMG|8DMG|aMGNLIT
650	26213 64131	   	168.51	ACR|2VULN|1AART|1DMG|2CDMG	1AART|2LHND|3DLOT|4RCR|57VULN|69CDMG|8DMG|aRPLT
651	26213 64132	   	168.51	ACR|2VULN|1AART|1DMG|2CDMG	1AART|2LHND|3DLOT|4RCR|57VULN|69CDMG|8DMG|aFEWX
652	26213 64133	   	168.51	ACR|2VULN|1AART|1DMG|2CDMG	1AART|2LHND|3DLOT|4RCR|57VULN|69CDMG|8DMG|aMGNLIT
653	21344 21323	   	168.47	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1AART|26VULN|3ERES|4RPLT|5DMG|7RCR|8DUR|9CDMG|aSELL
654	21431 53231	   	168.47	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|235VULN|3BPWR|4RCVC|6LIT|7RCR|8LHND|9ZMB|aCDMG
655	21431 53631	   	168.47	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|235VULN|3BPWR|4RCVC|6LIT|7RCR|8LWND|9ZMB|aCDMG
656	21121 12325	   	168.47	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1AART|25VULN|3ASPD|4LIT|6RCR|7LHND|8DUST|9DMG|aZMB
657	21422 35162	   	168.45	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1AART|23VULN|3BPWR|4CDMG|5ERES|6DUR|7DMG|8ASPD|9RPLT|aRCR
