0	Index      	 *	Score 	Summary	Detail	
1	12456 13121	 * 	197.43	DCR|2AART|2DMG|1VULN|2CDMG|2ZMB|1DUR	17CDMG|27ZMB|37DMG|45AART|6RPLT|7BPWR|8RCR|9DUR|aVULN
484	13325 43484	   	168.58	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CDMG|25DMG|3LWND|4AART|6FEWX|7MBVNT|8RCR|9ZMB|aVULN
485	11124 31512	   	168.56	DCR|2VULN|2DMG|1AART|1CDMG	1CDMG|2DUST|38VULN|46DMG|5LIT|7AART|9MLV|aRCR
486	53632 14322	   	168.52	DCR|3VULN|1AART|2ASPD|1CDMG	16DUST|2LWND|39ASPD|468VULN|5AART|6BPWR|7RCR|aCDMG
487	31232 14336	   	168.52	DCR|3VULN|1AART|2ASPD|1CDMG	16ASPD|2aDUST|3LWND|468VULN|5AART|6BPWR|7RCR|9CDMG
488	36212 62251	   	168.51	ACR|2VULN|1AART|3ASPD|2CDMG	178ASPD|2RCR|3LWND|48CDMG|58VULN|6RCVC|8BPWR|9AART|aERES
489	36212 62253	   	168.51	ACR|2VULN|1AART|3ASPD|2CDMG	178ASPD|2RCR|3LWND|48CDMG|58VULN|6RCVC|8BPWR|9AART|aDUST
490	43321 62253	   	168.49	ACR|3VULN|1AART|1DMG|1ASPD|1SELL	1AART|2LIT|3ERES|46aVULN|5RCR|7ASPD|8SELL|9DMG
491	24121 63363	   	168.49	ACR|4VULN|1AART|1CDMG	18LIT|2TLV|3AART|4689VULN|5RCR|78CGEN|8BPWR|aCDMG
492	32232 16232	   	168.46	DCR|3VULN|1AART|2ASPD|1CDMG|1DUR	16ASPD|2FEWX|3LWND|467VULN|5AART|6BPWR|8DUR|9CDMG|aRCR
493	33232 16232	   	168.46	DCR|3VULN|1AART|2ASPD|1CDMG|1DUR	16ASPD|2LHND|3LWND|467VULN|5AART|6BPWR|8DUR|9CDMG|aRCR
494	33332 16232	   	168.46	DCR|3VULN|1AART|2ASPD|1CDMG|1DUR	16ASPD|2LHND|3BEXP|467VULN|5AART|6BPWR|8DUR|9CDMG|aRCR
495	35532 16232	   	168.46	DCR|3VULN|1AART|2ASPD|1CDMG|1DUR	16ASPD|2LWND|3BEXP|467VULN|5AART|6BPWR|8DUR|9CDMG|aRCR
496	36212 32287	   	168.43	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2RCR|3LWND|4CDMG|57VULN|6MBVNT|8DMG|9LEGI|aAART
497	36232 52321	   	168.43	ACR|3VULN|1AART|2ZMB|1ASPD	1ASPD|2RCR|3LWND|48aVULN|5AART|69ZMB|7BEXP
498	13325 26222	   	168.43	DCR|3DMG|1AART|1VULN|1CDMG	1CDMG|256DMG|3LWND|4AART|7VULN|8DUST|9RPLT|aRCR
499	36214 31513	   	168.43	ACR|2VULN|2AART|2ASPD|1CDMG	16ASPD|2RCR|3LWND|4CDMG|5LIT|79AART|8aVULN
500	36314 31513	   	168.43	ACR|2VULN|2AART|2ASPD|1CDMG	16ASPD|2RCR|3BEXP|4CDMG|5LIT|79AART|8aVULN
501	23271 21122	   	168.42	DCR|2AART|2DMG|1VULN|1CDMG	1LIT|2MBVNT|3MLV|49DMG|56AART|7VULN|8RCR|aCDMG
502	23271 21142	   	168.42	DCR|2AART|2VULN|1DMG|1CDMG	1LIT|2MBVNT|3MLV|4DMG|56AART|79VULN|8RCR|aCDMG
503	31232 16232	   	168.36	DCR|3VULN|1AART|2ASPD|1CDMG|1DUR	16ASPD|2DUST|3LWND|467VULN|5AART|6BPWR|8DUR|9CDMG|aRCR
504	36213 61261	   	168.33	ACR|2VULN|3CDMG|1AART|2ASPD	18ASPD|2RCR|3LWND|478CDMG|5RPLT|68VULN|8BPWR|9AART|aFEWX
505	24621 21122	   	168.32	DCR|2AART|2DMG|1VULN|1CDMG	1LIT|2TLV|39DMG|4MBVNT|56AART|7VULN|8RCR|aCDMG
506	24621 21142	   	168.32	DCR|2AART|2VULN|1DMG|1CDMG	1LIT|2TLV|3DMG|4MBVNT|56AART|79VULN|8RCR|aCDMG
507	25421 21122	   	168.32	DCR|2DMG|2AART|1VULN|1CDMG	1LIT|29DMG|3ERES|4MBVNT|56AART|7VULN|8RCR|aCDMG
508	25421 21142	   	168.32	DCR|2VULN|2AART|1DMG|1CDMG	1LIT|2DMG|3ERES|4MBVNT|56AART|79VULN|8RCR|aCDMG
509	36236 83323	   	168.29	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2RCR|3LWND|48VULN|5MBVNT|6AART|7DMG|9ZMB|aBEXP
510	36236 83324	   	168.29	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2RCR|3LWND|48VULN|5MBVNT|6AART|7DMG|9ZMB|aLIT
511	53632 14113	   	168.22	DCR|3VULN|1AART|1DMG|1ASPD	168DUST|2LWND|3ASPD|46aVULN|5AART|6BPWR|7RCR|9DMG
512	36236 83321	   	168.19	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2RCR|3LWND|48VULN|5MBVNT|6AART|7DMG|9ZMB|aLEGI
513	24121 62531	   	168.18	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1LIT|2TLV|3AART|46VULN|5RCR|79DUR|8DMG|aZMB
514	24121 42521	   	168.18	ACR|2DMG|1AART|1VULN|2DUR|1ZMB	1LIT|2TLV|3AART|4VULN|5RCR|67DUR|89DMG|aZMB
515	36213 61263	   	168.09	ACR|2VULN|3CDMG|1AART|2ASPD|1SELL	18ASPD|2RCR|3LWND|478CDMG|5RPLT|68VULN|8BPWR|9AART|aSELL
516	36312 62233	   	168.02	ACR|3VULN|1DMG|1CDMG|1DUR|1ASPD	1ASPD|2RCR|3BEXP|4CDMG|57aVULN|6DUR|8DMG|9MLV
517	23271 81138	   	167.95	DCR|2VULN|2DMG|1AART|1DUR	1LIT|2MBVNT|36MLV|46DMG|5AART|6BPWR|7aVULN|8RCR|9DUR
518	11111 64132	   	167.92	DCR|2VULN|2DMG|2CDMG|1ZMB|1DUR	17CDMG|2DUST|37VULN|4ZMB|5MLV|67DMG|7BPWR|8DUR|9DLOT|aRCR
519	11125 38454	   	167.91	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1CDMG|2DUST|3VULN|49DMG|5aDUR|6MBVNT|7AART|8RCR
520	23371 64125	   	167.88	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	1LIT|2MBVNT|34VULN|5AART|6ZMB|7aASPD|8RCR|9DMG
521	64621 21133	   	167.85	DCR|3VULN|1DMG|2DUR|1ZMB|1ASPD	1ZMB|2DMG|3RPLT|49aVULN|57DUR|6RCR|8ASPD
522	64621 21323	   	167.85	DCR|3VULN|1DMG|2DUR|1ZMB|1ASPD	1ZMB|2DMG|3RPLT|48aVULN|57DUR|6RCR|9ASPD
523	44611 21132	   	167.83	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	1AART|27CDMG|3DMG|4RMIN|57VULN|678ERES|7BPWR|9ASPD|aRCR
524	64611 31113	   	167.80	ACR|2VULN|2DMG|2DUR|1ZMB|1ASPD	1ZMB|29DMG|3RPLT|4RCR|57DUR|6aVULN|8ASPD
525	36232 13231	   	167.78	ACR|4VULN|1AART|1ASPD	1ASPD|2RCR|36LWND|469aVULN|5AART|6BPWR|7LHND|8RMIN
526	36232 13431	   	167.78	ACR|4VULN|1AART|1ASPD	1ASPD|2RCR|36LWND|469aVULN|5AART|6BPWR|7LHND|8MLV
527	36232 14321	   	167.78	ACR|4VULN|1AART|1ASPD	1ASPD|2RCR|36LWND|468aVULN|5AART|6BPWR|7RMIN|9CGEN
528	36232 14331	   	167.78	ACR|4VULN|1AART|1ASPD	1ASPD|2RCR|36LWND|468aVULN|5AART|6BPWR|7RMIN|9BEXP
529	36232 16311	   	167.78	ACR|4VULN|1AART|1ASPD	1ASPD|2RCR|36LWND|467aVULN|5AART|6BPWR|8BEXP|9CGEN
530	36232 16611	   	167.78	ACR|4VULN|1AART|1ASPD	1ASPD|2RCR|36LWND|467aVULN|5AART|6BPWR|8FEWX|9CGEN
531	25123 43231	   	167.76	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	1LIT|27DMG|3AART|4VULN|56DUR|8RCR|9TLV|aZMB
532	25123 43253	   	167.76	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	1LIT|27DMG|3AART|4VULN|56DUR|8RCR|9ZMB|aMBVNT
533	24121 62513	   	167.74	ACR|3VULN|1AART|1DMG|1DUR	1aLIT|2TLV|3AART|46aVULN|5RCR|7DUR|8DMG|9aBEXP|aBPWR
534	25111 22242	   	167.70	DCR|2AART|2DMG|2ASPD|1ZMB|1DUR	19LIT|29DMG|36AART|4ZMB|5DUR|79ASPD|8RCR|9BPWR|aFEWX
535	25111 22244	   	167.70	DCR|2AART|2DMG|2ASPD|1ZMB|1DUR	19LIT|29DMG|36AART|4ZMB|5DUR|79ASPD|8RCR|9BPWR|aRCVC
536	25111 22245	   	167.70	DCR|2AART|2DMG|2ASPD|1ZMB|1DUR	19LIT|29DMG|36AART|4ZMB|5DUR|79ASPD|8RCR|9BPWR|aMLV
537	25113 22241	   	167.70	DCR|2AART|2DMG|2ASPD|1ZMB|1DUR	19LIT|29DMG|36AART|4ZMB|5FEWX|79ASPD|8RCR|9BPWR|aDUR
538	25116 22241	   	167.70	DCR|2AART|2DMG|2ASPD|1ZMB|1DUR	19LIT|29DMG|36AART|4ZMB|5BEXP|79ASPD|8RCR|9BPWR|aDUR
539	36232 12321	   	167.68	ACR|4VULN|1AART|1ASPD	1ASPD|2RCR|36LWND|468aVULN|5AART|6BPWR|7TLV|9CGEN
540	36232 12331	   	167.68	ACR|4VULN|1AART|1ASPD	1ASPD|2RCR|36LWND|468aVULN|5AART|6BPWR|7TLV|9BEXP
541	36232 14131	   	167.68	ACR|4VULN|1AART|1ASPD	1ASPD|2RCR|36LWND|469aVULN|5AART|6BPWR|7RMIN|8DUST
542	36232 14361	   	167.68	ACR|4VULN|1AART|1ASPD	1ASPD|2RCR|36LWND|468aVULN|5AART|6BPWR|7RMIN|9TLV
543	36232 15231	   	167.68	ACR|4VULN|1AART|1ASPD	1ASPD|2RCR|36LWND|469aVULN|5AART|6BPWR|7MBVNT|8RMIN
544	36232 15531	   	167.68	ACR|4VULN|1AART|1ASPD	1ASPD|2RCR|36LWND|469aVULN|5AART|6BPWR|7MBVNT|8MLV
545	36232 16511	   	167.68	ACR|4VULN|1AART|1ASPD	1ASPD|2RCR|36LWND|467aVULN|5AART|6BPWR|8DUST|9CGEN
546	36232 26136	   	167.68	ACR|4VULN|1AART|1ASPD	1ASPD|2RCR|3LWND|478aVULN|5AART|6BELT|9RMIN
547	36232 32331	   	167.68	ACR|4VULN|1AART|1ASPD	1ASPD|2RCR|3LWND|489aVULN|5AART|6MLV|7BEXP
548	36332 62112	   	167.63	ACR|2VULN|2AART|1DMG|1ASPD	1ASPD|2RCR|3BEXP|46VULN|5DMSP|7DMG|89AART|aBELT
549	36332 62114	   	167.63	ACR|2VULN|2AART|1DMG|1ASPD	1ASPD|2RCR|3BEXP|46VULN|5DMSP|7DMG|89AART|aFEWX
550	11122 21444	 * 	167.63	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1CDMG|2DUST|35VULN|4DMG|6RMIN|7FLTHEA|8RCR|9BEXP|aAART
551	41245 11121	   	167.62	DCR|2DMG|1AART|1VULN|2ZMB|1ASPD	1AART|2ASPD|3RMIN|4aZMB|5LIT|69DMG|7VULN|8RCR
552	13456 13122	   	167.61	DCR|2AART|2DMG|2CDMG|2DUR	17CDMG|27DMG|3NUKE|45AART|6RPLT|7BPWR|8RCR|9aDUR
553	25111 22246	   	167.60	DCR|2AART|2DMG|2ASPD|1ZMB|1DUR	19LIT|29DMG|36AART|4ZMB|5DUR|79ASPD|8RCR|9BPWR|aERES
554	36312 38814	   	167.59	ACR|2VULN|1AART|2CDMG|1ZMB|1ASPD	1ASPD|2RCR|3BEXP|48CDMG|59VULN|6MBVNT|7AART|aZMB
555	25111 21352	   	167.58	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LIT|2DMG|36AART|4ZMB|5DUR|7VULN|8ERES|9RCR|aCDMG
556	25131 21152	   	167.58	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LIT|2DMG|36AART|4ERES|5DUR|7VULN|8ZMB|9RCR|aCDMG
557	36232 12131	   	167.58	ACR|4VULN|1AART|1ASPD	1ASPD|2RCR|36LWND|469aVULN|5AART|6BPWR|7TLV|8DUST
558	36232 15382	   	167.58	ACR|4VULN|1AART|1ASPD	1ASPD|2RCR|36LWND|469aVULN|5AART|6BPWR|7MBVNT|8AIRHEA
559	36232 26141	   	167.58	ACR|4VULN|1AART|1ASPD	1ASPD|2RCR|3LWND|478aVULN|5AART|6BELT|9DUST
560	36332 62111	   	167.53	ACR|2VULN|2AART|1DMG|1ASPD	1ASPD|2RCR|3BEXP|46VULN|5DMSP|7DMG|89AART|aDUST
561	36332 62115	   	167.53	ACR|2VULN|2AART|1DMG|1ASPD	1ASPD|2RCR|3BEXP|46VULN|5DMSP|7DMG|89AART|aMBVNT
562	36332 62116	   	167.53	ACR|2VULN|2AART|1DMG|1ASPD	1ASPD|2RCR|3BEXP|46VULN|5DMSP|7DMG|89AART|aERES
563	12322 62514	 * 	167.51	DCR|2VULN|3ZMB|1AART|2CDMG	15CDMG|267ZMB|3LWND|4AART|89VULN|aRCR
564	25663 12113	   	167.50	DCR|3DMG|2VULN|2DUR	1LIT|238DMG|4aDUR|57VULN|6RCR|9RCVC
565	11115 38452	   	167.48	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2DUST|3VULN|4ZMB|5DUR|6MBVNT|7aAART|8RCR|9DMG
566	11125 38482	   	167.48	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2DUST|3VULN|4DMG|5DUR|6MBVNT|7aAART|8RCR|9ZMB
567	15353 13311	 * 	167.47	DCR|4VULN|1DMG|1CDMG|1DUR	1CDMG|2ERES|3DUR|459aVULN|6DMG|7FEWX|8RCR
