0	Index      	 *	Score 	Summary	Detail	
1	12234 34324	 * 	205.48	ACR|3VULN|1AART|1DMG|2ASPD|2DUR|1ZMB	1RCR|27DUR|3ZMB|478VULN|57ASPD|6AART|7BPWR|9LWND|aDMG
491	13342 43362	   	179.75	ACR|2VULN|2DMG|2CDMG|2ZMB	1RCR|2FEWX|3aCDMG|49VULN|5CGEN|6aDMG|7DUST|8aZMB|aBPWR
492	13343 41362	   	179.75	ACR|2VULN|2DMG|2CDMG|2ZMB	1RCR|2FEWX|3aCDMG|49VULN|5LWND|6aDMG|7ERES|8aZMB|aBPWR
493	13222 14262	   	179.75	ACR|2VULN|2DMG|2CDMG|2ZMB	1RCR|2FEWX|3aZMB|46VULN|5ERES|7aCDMG|8LHND|9aDMG|aBPWR
494	12232 14631	   	179.68	ACR|3VULN|1DMG|1CDMG|2DUR|1ZMB	1RCR|29DUR|3ZMB|468VULN|5ERES|7CDMG|aDMG
495	13323 16263	   	179.65	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|2FEWX|3CDMG|4RPLT|5DMG|679VULN|8TLV|aAART
496	16511 42123	   	179.64	ACR|2AART|2VULN|1DMG|1CDMG	1RCR|2VENICY|36AART|4DMG|57VULN|8LIT|9CDMG|aCGEN
497	16515 23123	   	179.64	ACR|2AART|2DMG|1VULN|1CDMG	1RCR|2VENICY|36AART|45DMG|7VULN|8LIT|9CDMG|aCGEN
498	13224 33563	 * 	179.56	ACR|2VULN|2AART|3ZMB|1ASPD	1RCR|2FEWX|389ZMB|4aVULN|5ASPD|67AART
499	13243 12356	   	179.55	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1RCR|2FEWX|38ZMB|4LWND|5DMG|6aVULN|7CDMG|9AART
500	16515 21212	   	179.54	ACR|2AART|2DMG|1VULN|1CDMG	1RCR|2VENICY|36AART|45DMG|7RPLT|8CDMG|9MBVNT|aVULN
501	12341 36121	   	179.53	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1RCR|28DUR|3CDMG|48VULN|5AART|6BELT|78LWND|8BPWR|9DMG|aFEWX
502	13211 32116	   	179.50	ACR|3VULN|1AART|1DMG|1ZMB	1RCR|2FEWX|3ZMB|48RCVC|579VULN|6AART|aDMG
503	13224 34131	   	179.50	ACR|3VULN|1AART|3ASPD|1ZMB	1RCR|27FEWX|3ZMB|479VULN|578ASPD|6AART|7BPWR|aRCVC
504	13224 34134	   	179.50	ACR|3VULN|1AART|3ASPD|1ZMB	1RCR|27FEWX|3ZMB|479VULN|578ASPD|6AART|7BPWR|aDMSP
505	13224 34136	   	179.50	ACR|3VULN|1AART|3ASPD|1ZMB	1RCR|27aFEWX|3ZMB|479VULN|578ASPD|6AART|7BPWR
506	12341 36122	   	179.43	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1RCR|28DUR|3CDMG|48VULN|5AART|6BELT|78LWND|8BPWR|9DMG|aLSRHEA
507	12341 36126	   	179.43	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1RCR|28DUR|3CDMG|48VULN|5AART|6BELT|78LWND|8BPWR|9DMG|aDUST
508	45122 13315	   	179.41	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1ASPD|2RCR|3FEWX|46VULN|5ERES|7DUR|89DMG|aAART
509	45331 26313	   	179.41	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1ASPD|2RCR|3DUR|47VULN|5LWND|6TLV|89DMG|aAART
510	45332 11315	   	179.41	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1ASPD|2RCR|3DUR|46VULN|5ERES|7LHND|89DMG|aAART
511	13222 31261	   	179.40	ACR|3VULN|1AART|1DMG|1ZMB	1RCR|28FEWX|3ZMB|48aVULN|578ERES|6AART|8BPWR|9DMG
512	13224 34132	   	179.40	ACR|3VULN|1AART|3ASPD|1ZMB	1RCR|27FEWX|3ZMB|479VULN|578ASPD|6AART|7BPWR|aLEGI
513	13224 34135	   	179.40	ACR|3VULN|1AART|3ASPD|1ZMB	1RCR|27FEWX|3ZMB|479VULN|578ASPD|6AART|7BPWR|aMBVNT
514	45221 13334	   	179.38	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|2RCR|3CGEN|4DMG|59aVULN|6RCVC|7AART|8DUR
515	13224 13156	   	179.33	ACR|3VULN|1AART|2ASPD|1ZMB|1DUR	1RCR|2FEWX|3ZMB|469VULN|58ASPD|7AART|aDUR
516	12234 13114	   	179.33	ACR|3VULN|1AART|2ASPD|1ZMB|1DUR	1RCR|2DUR|3ZMB|46aVULN|58ASPD|7AART|9CGEN
517	16512 32722	   	179.33	ACR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1RCR|2VENICY|3AART|46DMG|5MBVNT|7VULN|8ZMB|9DUR|aASPD
518	45332 12315	   	179.31	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1ASPD|2RCR|3DUR|46VULN|5ERES|7DUST|89DMG|aAART
519	16144 32212	   	179.25	ACR|3VULN|2AART|1DMG	1RCR|2VENICY|356VULN|4LHND|7aAART|8RPLT|9DMG
520	12234 13154	   	179.23	ACR|3VULN|1AART|2ASPD|1ZMB|1DUR	1RCR|2DUR|3ZMB|46aVULN|58ASPD|7AART|9ERES
521	12243 14513	   	179.18	ACR|2DMG|1AART|1VULN|2ZMB|1DUR|1ASPD	1RCR|2DUR|37ZMB|4LWND|59DMG|6VULN|8ASPD|aAART
522	12244 14313	   	179.18	ACR|2DMG|1AART|1VULN|2ZMB|1DUR|1ASPD	1RCR|2DUR|37ZMB|4LWND|5ASPD|6VULN|89DMG|aAART
523	16512 32247	   	179.10	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCR|2VENICY|3AART|46DMG|5MBVNT|7VULN|8LWND|9ZMB|aCDMG
524	12251 41311	   	179.09	ACR|2DMG|1AART|1VULN|2ZMB|2DUR|1SELL	1RCR|25DUR|38ZMB|4SELL|6VULN|7AART|9aDMG
525	12263 41123	   	179.07	ACR|2VULN|2AART|2ZMB|1CDMG|1DUR	1RCR|2DUR|35ZMB|4CDMG|6aVULN|79AART|8LWND
526	16511 32231	   	179.07	ACR|2VULN|2DMG|1AART|1ASPD	1RCR|2VENICY|3AART|46DMG|57VULN|8LWND|9ASPD|aCGEN
527	16511 32233	   	179.07	ACR|2VULN|2DMG|1AART|1ASPD	1RCR|2VENICY|3AART|46DMG|57VULN|8LWND|9ASPD|aRMIN
528	16511 32235	   	179.07	ACR|2VULN|2DMG|1AART|1ASPD	1RCR|2VENICY|3AART|46DMG|57VULN|8LWND|9ASPD|aRCVC
529	12646 12232	   	179.07	ACR|2VULN|2DMG|2ASPD|1CDMG|1DUR	1RCR|2DUR|3aASPD|4LWND|5TLV|6aVULN|7CDMG|8aDMG|9DMSP|aBPWR
530	13335 43334	   	179.07	ACR|2AART|2VULN|1CDMG|1FLTHEA|1ASPD	1RCR|2FEWX|3CDMG|4ASPD|57AART|6RPLT|8aVULN|9FLTHEA
531	45143 23133	   	179.05	ACR|3DMG|1AART|1VULN|2ASPD	18ASPD|2RCR|3FEWX|4LWND|569DMG|7AART|aVULN
532	12553 34231	 * 	178.99	ACR|4VULN|1AART|3DUR	1RCR|278DUR|3RCVC|478aVULN|578BEXP|6AART|78BPWR|9CGEN
533	16511 32361	   	178.97	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2VENICY|3AART|46DMG|57VULN|8TLV|9DUR|aCGEN
534	16511 32633	   	178.97	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2VENICY|3AART|46DMG|57VULN|8CGEN|9TLV|aDUR
535	16512 32441	   	178.97	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2VENICY|3AART|46DMG|5MBVNT|79VULN|8DUR|aBEXP
536	16512 32442	   	178.97	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2VENICY|3AART|46DMG|5MBVNT|79VULN|8DUR|aCGEN
537	16512 32443	   	178.97	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2VENICY|3AART|46DMG|5MBVNT|79VULN|8DUR|aRMIN
538	16512 32445	   	178.97	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2VENICY|3AART|46DMG|5MBVNT|79VULN|8DUR|aMLV
539	16512 32448	   	178.97	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2VENICY|3AART|46DMG|5MBVNT|79VULN|8DUR|aRPLT
540	16535 32141	   	178.97	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2VENICY|3AART|4DUR|56DMG|79VULN|8MBVNT|aBEXP
541	16535 32142	   	178.97	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2VENICY|3AART|4DUR|56DMG|79VULN|8MBVNT|aCGEN
542	16535 32143	   	178.97	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2VENICY|3AART|4DUR|56DMG|79VULN|8MBVNT|aRMIN
543	12236 46113	   	178.96	ACR|2VULN|2DMG|2ZMB|2DUR|1ASPD	1RCR|25DUR|36ZMB|46VULN|6BPWR|78DMG|9FEWX|aASPD
544	12341 24313	   	178.94	ACR|3VULN|1AART|3DUR|1CDMG	1RCR|29aDUR|3CDMG|479VULN|5AART|689LIT|9BPWR
545	13222 11315	   	178.94	ACR|2VULN|2DMG|1AART|1ZMB	1RCR|2FEWX|3ZMB|46VULN|5ERES|7LHND|89DMG|aAART
546	13222 16315	   	178.94	ACR|2VULN|2DMG|1AART|1ZMB	1RCR|2FEWX|3ZMB|46VULN|5ERES|7BEXP|89DMG|aAART
547	12341 53222	   	178.90	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCR|2DUR|3CDMG|4VULN|5aAART|6FEWX|7ZMB|8RPLT|9DMG
548	13265 35222	   	178.90	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCR|2FEWX|3ZMB|4CDMG|5aAART|6DUR|7VULN|8RPLT|9DMG
549	12553 34221	   	178.89	ACR|4VULN|1AART|3DUR	1RCR|278DUR|3RCVC|478aVULN|578BEXP|6AART|78BPWR|9ERES
550	16511 25333	   	178.87	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2VENICY|3AART|48DMG|57VULN|6ERES|9TLV|aDUR
551	16511 32316	   	178.87	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2VENICY|3AART|46DMG|57VULN|8TLV|9MBVNT|aDUR
552	16512 32325	   	178.87	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2VENICY|3AART|46DMG|5MBVNT|7aVULN|8TLV|9DUR
553	16512 32447	   	178.87	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2VENICY|3AART|46DMG|5MBVNT|79VULN|8DUR|aERES
554	12144 12242	   	178.87	ACR|2VULN|2DMG|2CDMG|1DUR|1ASPD	1RCR|2DUR|3aCGEN|4LWND|5ASPD|6aVULN|79CDMG|8aDMG|aBPWR
555	12323 22656	   	178.86	ACR|2DMG|1AART|2ZMB|1CDMG|2DUR|1ASPD	1RCR|2aDUR|3CDMG|4RPLT|5aDMG|6ASPD|7MLV|8aZMB|9AART|aBPWR
556	13222 12315	   	178.84	ACR|2VULN|2DMG|1AART|1ZMB	1RCR|2FEWX|3ZMB|46VULN|5ERES|7DUST|89DMG|aAART
557	16562 43331	   	178.83	ACR|2VULN|2DMG|1AART|1DUR|1SELL	1RCR|29VENICY|3AART|4MLV|5MBVNT|6SELL|79DMG|89VULN|9BPWR|aDUR
558	33221 41521	   	178.78	DCR|4VULN|1AART|1DMG|1ZMB	1578VULN|2ZMB|3CGEN|4DMG|6AART|9FEWX|aRCR
559	12556 31312	   	178.73	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1RCR|25DUR|3RCVC|47VULN|6AART|8LIT|9DMG|aCDMG
560	32412 51363	   	178.72	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	129VULN|2BPWR|3ZMB|4ASPD|5DUST|6RCR|7LHND|8DMG|aAART
561	32412 53133	   	178.72	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	127VULN|2BPWR|3ZMB|4ASPD|5DUST|6RCR|8DMG|9LWND|aAART
562	32412 53163	   	178.72	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	127VULN|2BPWR|3ZMB|4ASPD|5DUST|6RCR|8DMG|9LHND|aAART
563	32413 52363	   	178.72	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	129VULN|2BPWR|3ZMB|4ASPD|5LWND|6RCR|7DUST|8DMG|aAART
564	34412 53133	   	178.72	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	127VULN|3ZMB|4ASPD|5DUST|6RCR|8DMG|9LWND|aAART
565	33252 53123	   	178.72	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	147VULN|2ZMB|3CGEN|5DUST|6RCR|8DMG|9DUR|aAART
566	16122 32311	   	178.70	ACR|3VULN|1AART|1DMG|1ZMB	1RCR|2VENICY|369VULN|4ERES|5ZMB|7AART|8DMG|aDMSP
567	16122 32312	   	178.70	ACR|3VULN|1AART|1DMG|1ZMB	1RCR|2VENICY|369VULN|4ERES|5ZMB|7AART|8DMG|aRCVC
568	16122 32316	   	178.70	ACR|3VULN|1AART|1DMG|1ZMB	1RCR|2VENICY|369VULN|4ERES|5ZMB|7AART|8DMG|aRPLT
569	16125 22211	   	178.70	ACR|3VULN|1AART|1DMG|1ZMB	1RCR|2VENICY|359VULN|4ERES|6DMG|7AART|8ZMB|aDMSP
570	16125 22212	   	178.70	ACR|3VULN|1AART|1DMG|1ZMB	1RCR|2VENICY|359VULN|4ERES|6DMG|7AART|8ZMB|aRCVC
571	16125 22216	   	178.70	ACR|3VULN|1AART|1DMG|1ZMB	1RCR|2VENICY|359VULN|4ERES|6DMG|7AART|8ZMB|aRPLT
572	16144 32323	   	178.70	ACR|3VULN|1AART|1DMG|1ZMB	1RCR|2VENICY|356VULN|4LHND|7AART|8DMG|9ERES|aZMB
573	11311 21246	   	178.70	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1ZMB|1DUR	1RCR|2LIT|3CDMG|4ZMB|5DMG|6LWND|7FLTHEA|8VULN|9AART|aDUR
574	12552 34231	   	178.69	ACR|4VULN|1AART|3DUR	1RCR|278DUR|3RCVC|478aVULN|578DUST|6AART|78BPWR|9CGEN
575	33221 41311	   	178.68	DCR|4VULN|1AART|1DMG|1ZMB	1579VULN|2ZMB|3CGEN|4DMG|6AART|8DUST|aRCR
576	33221 41531	   	178.68	DCR|4VULN|1AART|1DMG|1ZMB	1578VULN|2ZMB|3CGEN|4DMG|6AART|9ERES|aRCR
577	12434 34121	   	178.63	ACR|2VULN|1AART|3ASPD|1CDMG|2DUR	1RCR|27DUR|3NUKE|47VULN|578ASPD|6AART|7BPWR|9CDMG|aCGEN
578	12434 34122	   	178.63	ACR|2VULN|1AART|3ASPD|1CDMG|2DUR	1RCR|27DUR|3NUKE|47VULN|578ASPD|6AART|7BPWR|9CDMG|aRMIN
579	12434 34131	   	178.63	ACR|2VULN|1AART|3ASPD|1CDMG|2DUR	1RCR|27DUR|3NUKE|47VULN|578ASPD|6AART|7BPWR|9BEXP|aCDMG
580	13335 36272	   	178.62	ACR|2DMG|1AART|2ASPD|1CDMG|1ZMB|1DUR	1RCR|2aFEWX|3CDMG|4aASPD|5AART|6DUR|7MBVNT|8ZMB|9aDMG|aBPWR
581	32412 53153	   	178.62	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	127VULN|2BPWR|3ZMB|4ASPD|5DUST|6RCR|8DMG|9LEGI|aAART
582	36322 33145	   	178.62	DCR|2VULN|2DMG|1AART|1ZMB	1aVULN|2AART|3MLV|4LHND|5BEXP|6RCR|78DMG|9ZMB
583	12124 33534	   	178.61	ACR|3VULN|1AART|2DUR|1ZMB|1ASPD	1RCR|27DUR|3CGEN|49aVULN|5ASPD|6AART|8ZMB
584	16122 32314	   	178.60	ACR|3VULN|1AART|1DMG|1ZMB	1RCR|2VENICY|369VULN|4aERES|5ZMB|7AART|8DMG
585	16122 32315	   	178.60	ACR|3VULN|1AART|1DMG|1ZMB	1RCR|2VENICY|369VULN|4ERES|5ZMB|7AART|8DMG|aMBVNT
586	16122 32352	   	178.60	ACR|3VULN|1AART|1DMG|1ZMB	1RCR|2VENICY|36aVULN|4ERES|5ZMB|7AART|8DMG|9TLV
587	16125 22214	   	178.60	ACR|3VULN|1AART|1DMG|1ZMB	1RCR|2VENICY|359VULN|4aERES|6DMG|7AART|8ZMB
588	16125 22215	   	178.60	ACR|3VULN|1AART|1DMG|1ZMB	1RCR|2VENICY|359VULN|4ERES|6DMG|7AART|8ZMB|aMBVNT
589	16125 22252	   	178.60	ACR|3VULN|1AART|1DMG|1ZMB	1RCR|2VENICY|35aVULN|4ERES|6DMG|7AART|8ZMB|9TLV
590	12552 34221	   	178.59	ACR|4VULN|1AART|3DUR	1RCR|278DUR|3RCVC|478aVULN|578DUST|6AART|78BPWR|9ERES
591	11422 62423	   	178.57	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1RCR|2LIT|3ASPD|45VULN|6CDMG|7DUR|8FEWX|9AART|aDMG
592	11422 63163	   	178.57	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1RCR|2LIT|3ASPD|45VULN|6CDMG|7LWND|8DUR|9AART|aDMG
593	12336 41251	   	178.57	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1RCR|2DUR|3CDMG|4ASPD|5VULN|68DMG|7BEXP|9AART|aLHND
594	12643 12251	   	178.57	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1RCR|2DUR|3ASPD|4LWND|58DMG|6VULN|7CDMG|9AART|aLHND
595	12631 15163	   	178.57	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1RCR|2DUR|3ASPD|47VULN|5LWND|6LIT|8CDMG|9AART|aDMG
596	32413 45123	   	178.56	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	126VULN|2BPWR|3ZMB|4ASPD|5LWND|7DUR|8DMG|9RCR|aAART
597	12335 33663	 * 	178.56	ACR|2VULN|1AART|3CDMG|2DUR|1ASPD	1RCR|26DUR|378CDMG|4ASPD|5AART|9aVULN
598	11222 41614	 * 	178.55	ACR|3VULN|2AART|2CDMG	1RCR|2LIT|3TLV|459VULN|67CDMG|8aAART
599	11152 51162	   	178.53	ACR|3VULN|1AART|1DMG|2DUR	1RCR|28LIT|36RCVC|48DUR|578VULN|8BPWR|9DMG|aAART
600	12434 34123	   	178.53	ACR|2VULN|1AART|3ASPD|1CDMG|2DUR	1RCR|27DUR|3NUKE|47VULN|578ASPD|6AART|7BPWR|9CDMG|aDLOT
601	12226 31134	   	178.51	ACR|3VULN|1AART|2DUR|1ZMB|1ASPD	1RCR|25DUR|3ZMB|4ERES|6AART|79aVULN|8ASPD
602	62311 32125	   	178.50	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1CANHEL|2AART|3DUR|46DMG|57VULN|8LIT|9CDMG|aRCR
603	12336 41252	   	178.47	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1RCR|2DUR|3CDMG|4ASPD|5VULN|68DMG|7BEXP|9AART|aCANHEL
604	12336 41253	   	178.47	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1RCR|2DUR|3CDMG|4ASPD|5VULN|68DMG|7BEXP|9AART|aERES
605	12643 12252	   	178.47	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1RCR|2DUR|3ASPD|4LWND|58DMG|6VULN|7CDMG|9AART|aCANHEL
606	12643 12253	   	178.47	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1RCR|2DUR|3ASPD|4LWND|58DMG|6VULN|7CDMG|9AART|aERES
607	16125 22623	   	178.46	ACR|3VULN|1AART|1DMG|1ZMB|1SELL	1RCR|2VENICY|359VULN|4ERES|6DMG|7AART|8SELL|aZMB
608	13224 16312	   	178.43	ACR|3VULN|2DMG|1ZMB|1ASPD	1RCR|2FEWX|3ZMB|46aVULN|5ASPD|7BEXP|89DMG
609	11311 64161	   	178.34	ACR|3VULN|1DMG|2ZMB|1CDMG|1DUR	1RCR|2LIT|3CDMG|46ZMB|5DMG|79aVULN|8DUR
610	12223 16531	 * 	178.34	ACR|3VULN|2CDMG|2ZMB|1FLTHEA|1DUR	1RCR|2DUR|39ZMB|4ERES|5BEXP|69aVULN|7FLTHEA|89CDMG|9BPWR
611	11152 11562	   	178.33	ACR|3VULN|1AART|1DMG|2DUR	1RCR|2LIT|3RCVC|48DUR|567VULN|9DMG|aAART
612	12232 16312	   	178.33	ACR|3VULN|2DMG|1ZMB|1DUR	1RCR|2DUR|3ZMB|46aVULN|5ERES|7BEXP|89DMG
613	12234 33124	   	178.20	ACR|2AART|1VULN|1DMG|2ASPD|1ZMB|1DUR	1RCR|2DUR|3ZMB|4VULN|58ASPD|67AART|9LWND|aDMG
614	13224 33144	   	178.20	ACR|2AART|1VULN|1DMG|2ASPD|1ZMB|1DUR	1RCR|2FEWX|3ZMB|4VULN|58ASPD|67AART|9DUR|aDMG
615	12624 33334	   	178.13	ACR|2VULN|1AART|1DMG|2ASPD|2DUR	1RCR|29DUR|39ASPD|4ERES|56FEWX|7AART|89VULN|9BPWR|aDMG
616	13224 34633	   	178.12	ACR|2VULN|1AART|2ASPD|1FLTHEA|1ZMB|1DUR	1RCR|27FEWX|3ZMB|47VULN|57ASPD|6AART|7BPWR|8DUR|9FLTHEA|aLHND
617	13341 25142	   	178.10	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCR|2FEWX|3CDMG|4VULN|5AART|6LIT|7LWND|8aDMG|9ZMB
618	36522 14122	   	178.08	DCR|2VULN|2DMG|1AART|3ASPD	17VULN|2AART|37DMG|4LHND|5BEXP|678ASPD|7BPWR|9LWND|aRCR
619	12434 33324	   	178.07	ACR|2VULN|2AART|1DMG|1DUR|1ASPD	1RCR|2DUR|3NUKE|48VULN|5ASPD|67AART|9LWND|aDMG
620	12623 63334	   	178.03	ACR|2VULN|1AART|1DMG|2ASPD|2DUR	1RCR|29DUR|39ASPD|46ERES|5BEXP|7AART|89VULN|9BPWR|aDMG
621	12234 13235	   	178.01	ACR|3VULN|1AART|2DUR|1ZMB|1ASPD	1RCR|2aDUR|3ZMB|469VULN|5ASPD|7AART|8CGEN
622	12234 13315	   	178.01	ACR|3VULN|1AART|2DUR|1ZMB|1ASPD	1RCR|2aDUR|3ZMB|468VULN|5ASPD|7AART|9CGEN
623	12234 13435	   	178.01	ACR|3VULN|1AART|2DUR|1ZMB|1ASPD	1RCR|2aDUR|3ZMB|469VULN|5ASPD|7AART|8RMIN
624	12234 13614	   	178.01	ACR|3VULN|1AART|2DUR|1ZMB|1ASPD	1RCR|28DUR|3ZMB|46aVULN|5ASPD|7AART|9CGEN
625	13224 13343	   	178.01	ACR|3VULN|1AART|2DUR|1ZMB|1ASPD	1RCR|2FEWX|3ZMB|468VULN|5ASPD|7AART|9aDUR
626	13341 33447	   	178.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|2FEWX|3CDMG|4aVULN|5AART|6RCVC|7MBVNT|8ZMB|9DMG
627	13341 53447	   	178.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|26FEWX|3CDMG|4aVULN|5AART|7MBVNT|8ZMB|9DMG
628	13361 23142	   	178.00	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCR|2FEWX|3CDMG|4DUST|5AART|6LIT|7VULN|8aDMG|9ZMB
629	13361 26311	   	178.00	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCR|2FEWX|3CDMG|4DUST|5AART|6LIT|78DMG|9VULN|aZMB
630	12234 33131	   	177.95	ACR|2AART|1VULN|1DMG|2ASPD|1ZMB|1DUR|1SELL	1RCR|2DUR|3ZMB|4VULN|58ASPD|67AART|9SELL|aDMG
631	15361 41211	   	177.93	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	1RCR|28ERES|35DUR|4CDMG|6VULN|7AART|9aDMG
632	12234 13355	   	177.91	ACR|3VULN|1AART|2DUR|1ZMB|1ASPD	1RCR|2aDUR|3ZMB|468VULN|5ASPD|7AART|9ERES
633	12144 12252	   	177.85	ACR|2VULN|2DMG|1CDMG|2DUR|1ASPD	1RCR|29DUR|3aCGEN|4LWND|5ASPD|6aVULN|7CDMG|8aDMG|aBPWR
634	12434 33331	   	177.83	ACR|2VULN|2AART|1DMG|1ASPD|1DUR|1SELL	1RCR|2DUR|3NUKE|48VULN|5ASPD|67AART|9SELL|aDMG
635	13224 33234	   	177.83	ACR|3VULN|2AART|1ZMB|1ASPD	1RCR|2FEWX|3ZMB|49aVULN|5ASPD|67AART|8CGEN
636	13224 33314	   	177.83	ACR|3VULN|2AART|1ZMB|1ASPD	1RCR|2FEWX|3ZMB|48aVULN|5ASPD|67AART|9CGEN
637	13224 33351	   	177.83	ACR|3VULN|2AART|1ZMB|1ASPD	1RCR|2FEWX|3ZMB|489VULN|5ASPD|67AART|aLIT
638	13224 33353	   	177.83	ACR|3VULN|2AART|1ZMB|1ASPD	1RCR|2FEWX|3ZMB|489VULN|5ASPD|67AART|aRCVC
639	13224 33354	   	177.83	ACR|3VULN|2AART|1ZMB|1ASPD	1RCR|2FEWX|3ZMB|489VULN|5ASPD|67AART|aRMIN
640	13224 33355	   	177.83	ACR|3VULN|2AART|1ZMB|1ASPD	1RCR|2FEWX|3ZMB|489VULN|5ASPD|67AART|aBELT
641	13224 33433	   	177.83	ACR|3VULN|2AART|1ZMB|1ASPD	1RCR|2FEWX|3ZMB|49aVULN|5ASPD|67AART|8RMIN
642	13243 11362	 * 	177.81	ACR|3VULN|1DMG|2CDMG|2ZMB	1RCR|2FEWX|3aZMB|4LWND|5DMG|69aVULN|7ERES|8aCDMG|aBPWR
643	31135 51313	   	177.77	DCR|2VULN|2DMG|1AART|2ZMB	15VULN|2CGEN|3FEWX|45ZMB|5BPWR|6RCR|7LHND|89DMG|aAART
644	12336 44113	   	177.73	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD|1SELL	1RCR|2DUR|3CDMG|4ASPD|5VULN|69DMG|7SELL|8LWND|aAART
645	12336 44213	   	177.73	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR|1SELL	1RCR|2DUR|3CDMG|4ASPD|5VULN|69DMG|7SELL|8LHND|aAART
646	12234 32155	   	177.73	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1RCR|2DUR|3ZMB|4aVULN|5ASPD|6AART|7LHND|8DMG|9DMSP
647	13224 33352	   	177.73	ACR|3VULN|2AART|1ZMB|1ASPD	1RCR|2FEWX|3ZMB|489VULN|5ASPD|67AART|aERES
648	13424 33363	   	177.73	ACR|3VULN|2AART|1ZMB|1ASPD	1RCR|2FEWX|3NUKE|48aVULN|5ASPD|67AART|9ZMB
649	13424 33533	   	177.73	ACR|3VULN|2AART|1ZMB|1ASPD	1RCR|2FEWX|3NUKE|49aVULN|5ASPD|67AART|8ZMB
650	13211 24126	   	177.70	ACR|3VULN|1AART|1DMG|1ZMB	1RCR|2FEWX|3ZMB|4RCVC|568VULN|7DMSP|9AART|aDMG
651	16535 32223	   	177.68	ACR|2DMG|1AART|1VULN|2DUR|1ZMB	1RCR|2VENICY|3AART|49DUR|56DMG|7VULN|8TLV|aZMB
652	31135 52313	   	177.67	DCR|2VULN|2DMG|1AART|2ZMB	15VULN|2CGEN|3FEWX|45ZMB|5BPWR|6RCR|7DUST|89DMG|aAART
653	12335 43363	   	177.65	ACR|2VULN|2AART|1CDMG|2DUR|1ASPD	1RCR|2aDUR|3CDMG|4ASPD|57AART|6RPLT|89VULN
