0	Index      	 *	Score 	Summary	Detail	
1	23361 31344	 * 	188.28	DCR|2VULN|2DMG|1AART|3ASPD	1AART|2aCGEN|3RMIN|4aDMG|589ASPD|6RCR|7aVULN|aBPWR
511	23522 35334	   	165.53	DCR|3AART|1VULN|1DMG|2DUR|1ASPD	146AART|2CGEN|3VULN|5aDUR|7RCR|8DMG|9ASPD
512	51412 13613	   	165.52	ACR|2VULN|2DMG|1CDMG|1DUR	1aBEXP|2RCR|3AIRHEL|4aVULN|5MBVNT|6RCVC|7DUR|8CDMG|9aDMG|aBPWR
513	51631 21131	   	165.52	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1BEXP|2RCR|3DUR|4AART|59VULN|6DMG|7CGEN|8RPLT|aASPD
514	51231 45321	   	165.52	ACR|2DMG|1AART|1VULN|1ASPD|1DUR	1BEXP|2RCR|3FEWX|4AART|5VULN|6DUR|7aDMG|8LIT|9ASPD
515	51232 24521	   	165.52	ACR|2DMG|1AART|1VULN|1ASPD|1DUR	1BEXP|2RCR|3FEWX|4AART|5DUR|6aDMG|7LIT|8VULN|9ASPD
516	51631 23321	   	165.52	ACR|2DMG|1AART|1VULN|1ASPD|1DUR	1BEXP|2RCR|3DUR|4AART|5VULN|6aDMG|7LHND|8LIT|9ASPD
517	23523 26523	   	165.52	DCR|2AART|2VULN|1DMG|1ASPD	14AART|2CGEN|35VULN|6DMG|7ASPD|8RCR|9LHND|aRCVC
518	23523 26533	   	165.52	DCR|2AART|2VULN|1DMG|1ASPD	14AART|2CGEN|35VULN|6DMG|7ASPD|8RCR|9LWND|aRCVC
519	51212 63613	   	165.50	ACR|3VULN|1AART|1DMG	1BEXP|2RCR|3FEWX|489VULN|5LWND|6CGEN|7AART|aDMG
520	51216 23613	   	165.50	ACR|3VULN|1AART|1DMG	1BEXP|2RCR|3FEWX|489VULN|5CGEN|6LHND|7AART|aDMG
521	25235 25411	   	165.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|3DUST|4MBVNT|56VULN|7DMG|8LSRICY|9ZMB|aRCR
522	16513 62313	   	165.46	DCR|3VULN|1AART|1DMG	1CGEN|2AART|357VULN|49RCVC|6FEWX|8RCR|aDMG
523	22542 22316	   	165.45	DCR|2VULN|2DMG|1AART|1DUR	1AART|2ERES|35VULN|4DUR|69DMG|7BEXP|8BELT|aRCR
524	16523 22533	   	165.42	DCR|2AART|2VULN|1DMG|1CDMG	1CGEN|24AART|35VULN|6DMG|7BEXP|8ERES|9CDMG|aRCR
525	51112 52131	   	165.42	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1BEXP|2RCR|3TLV|4AART|59VULN|6DMG|7DUR|8RPLT|aASPD
526	51112 52214	   	165.42	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1BEXP|2RCR|3TLV|4AART|59VULN|6DMG|7DUR|8CGEN|aASPD
527	51631 22131	   	165.42	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1BEXP|2RCR|3DUR|4AART|59VULN|6DMG|7ERES|8RPLT|aASPD
528	51631 24121	   	165.42	ACR|2DMG|1AART|1VULN|1ASPD|1DUR	1BEXP|2RCR|3DUR|4AART|5VULN|6aDMG|7LIT|8DUST|9ASPD
529	23622 42342	   	165.41	DCR|3VULN|1AART|1CDMG|1DUR	1AART|2CGEN|3RCVC|467VULN|5DUR|8RCR|9LIT|aCDMG
530	23623 32336	   	165.41	DCR|3VULN|1AART|1CDMG|1DUR	1AART|2CGEN|3RCVC|457VULN|6LHND|8RCR|9CDMG|aDUR
531	16323 42333	   	165.37	DCR|3VULN|1AART|1CDMG|1ZMB	1CGEN|2AART|3RMIN|4TLV|567VULN|8RCR|9CDMG|aZMB
532	21412 53316	   	165.35	DCR|2VULN|2DMG|1AART|1DUR	1AART|2TLV|3DUST|4DUR|57VULN|69DMG|8BELT|aRCR
533	51112 52314	   	165.32	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1BEXP|2RCR|3TLV|4AART|59VULN|6DMG|7DUR|8ERES|aASPD
534	51231 12435	   	165.29	ACR|2DMG|1AART|1VULN|1CDMG	1BEXP|2RCR|3FEWX|4AART|5VULN|6CDMG|7LHND|8aDMG|9LWND
535	51231 12462	   	165.29	ACR|2DMG|1AART|1VULN|1CDMG	1BEXP|2RCR|3FEWX|4AART|5VULN|6CDMG|7LHND|89DMG|aRPLT
536	51231 12636	   	165.29	ACR|2VULN|1AART|1DMG|1CDMG	1BEXP|2RCR|39FEWX|4AART|58VULN|6CDMG|7LHND|aDMG
537	51231 12662	   	165.29	ACR|2VULN|1AART|1DMG|1CDMG	1BEXP|2RCR|3FEWX|4AART|58VULN|6CDMG|7LHND|9LIT|aDMG
538	51231 13252	   	165.29	ACR|2VULN|1AART|1DMG|1CDMG	1BEXP|2RCR|3FEWX|4AART|58VULN|6CDMG|7LIT|9LHND|aDMG
539	51231 12256	   	165.29	ACR|2VULN|1AART|1DMG|1CDMG	18BEXP|2RCR|3FEWX|4AART|59VULN|6CDMG|7LHND|aDMG
540	23624 32333	   	165.27	DCR|2AART|2VULN|1CDMG|1ZMB	15AART|2CGEN|3RCVC|47VULN|6LHND|8RCR|9CDMG|aZMB
541	16622 42311	   	165.26	DCR|4VULN|1AART|1DUR	1CGEN|2AART|3RCVC|467aVULN|5DUR|8RCR|9BELT
542	16622 42331	   	165.26	DCR|4VULN|1AART|1DUR	1CGEN|2AART|3RCVC|467aVULN|5DUR|8RCR|9MLV
543	62114 36132	 * 	165.20	ACR|2DMG|1AART|3ASPD|1CDMG|1ZMB	1TLV|236ASPD|4ZMB|5RCR|79DMG|8CDMG|aAART
544	51113 23235	   	165.19	ACR|2DMG|1AART|1VULN|1CDMG	1BEXP|2RCR|3TLV|4AART|5CDMG|6VULN|7RMIN|8aDMG|9LHND
545	51113 26123	   	165.19	ACR|2VULN|1AART|1DMG|1CDMG	1BEXP|2RCR|3TLV|4AART|5CDMG|69VULN|7LIT|8DMSP|aDMG
546	51113 33255	   	165.19	ACR|2DMG|1AART|1VULN|1CDMG	1BEXP|2RCR|3TLV|4AART|5CDMG|6LWND|7RMIN|8aDMG|9VULN
547	51115 22432	   	165.19	ACR|2DMG|1AART|1VULN|1CDMG	15BEXP|2RCR|3TLV|4AART|69DMG|7LIT|8CDMG|aVULN
548	51231 12463	   	165.19	ACR|2DMG|1AART|1VULN|1CDMG	1BEXP|2RCR|3FEWX|4AART|5VULN|6CDMG|7LHND|89DMG|aERES
549	51231 26135	   	165.19	ACR|2DMG|1AART|1VULN|1CDMG	1BEXP|2RCR|3FEWX|4AART|5VULN|6aDMG|7CDMG|8DUST|9LWND
550	51231 26162	   	165.19	ACR|2DMG|1AART|1VULN|1CDMG	1BEXP|2RCR|3FEWX|4AART|5VULN|69DMG|7CDMG|8DUST|aRPLT
551	51231 26613	   	165.19	ACR|2VULN|1AART|1DMG|1CDMG	1BEXP|2RCR|3FEWX|4AART|5aVULN|6DMG|7CDMG|8MLV|9DUST
552	51231 26623	   	165.19	ACR|2VULN|1AART|1DMG|1CDMG	1BEXP|2RCR|3FEWX|4AART|5aVULN|6DMG|7CDMG|8MLV|9ERES
553	51231 12626	   	165.19	ACR|2VULN|1AART|1DMG|1CDMG	1BEXP|2RCR|3FEWX|4AART|58VULN|6CDMG|7LHND|9ERES|aDMG
554	23512 42342	   	165.11	DCR|3VULN|1AART|1CDMG|1DUR	1AART|2CGEN|367VULN|4RCVC|5DUR|8RCR|9LIT|aCDMG
555	23513 32336	   	165.11	DCR|3VULN|1AART|1CDMG|1DUR	1AART|2CGEN|357VULN|4RCVC|6LHND|8RCR|9CDMG|aDUR
556	23522 42322	   	165.10	DCR|3VULN|2AART|2DUR	14AART|2CGEN|367VULN|59DUR|8RCR|aLHND
557	23522 42324	   	165.10	DCR|3VULN|2AART|2DUR	14AART|2CGEN|367VULN|59DUR|8RCR|aBEXP
558	23522 42326	   	165.10	DCR|3VULN|2AART|2DUR	14AART|2CGEN|367VULN|59DUR|8RCR|aFEWX
559	23542 32322	   	165.10	DCR|3VULN|2AART|2DUR	16AART|2CGEN|357VULN|49DUR|8RCR|aLHND
560	23542 32324	   	165.10	DCR|3VULN|2AART|2DUR	16AART|2CGEN|357VULN|49DUR|8RCR|aBEXP
561	23542 32326	   	165.10	DCR|3VULN|2AART|2DUR	16AART|2CGEN|357VULN|49DUR|8RCR|aFEWX
562	23523 32326	   	165.10	DCR|3VULN|2AART|2DUR	14AART|2CGEN|357VULN|6LHND|8RCR|9aDUR
563	51111 23244	   	165.09	ACR|2VULN|1AART|1DMG|1CDMG	1BEXP|2RCR|3TLV|4AART|5NUKE|6LIT|78VULN|9DMG|aCDMG
564	51113 21212	   	165.09	ACR|2VULN|1AART|1DMG|1CDMG	1BEXP|2RCR|3TLV|4AART|5CDMG|69VULN|7ERES|8DMG|aLWND
565	51113 21213	   	165.09	ACR|2VULN|1AART|1DMG|1CDMG	1BEXP|2RCR|3TLV|4AART|5CDMG|69VULN|7ERES|8DMG|aRPLT
566	51113 24163	   	165.09	ACR|2VULN|1AART|1DMG|1CDMG	1BEXP|2RCR|3TLV|4AART|5CDMG|6aVULN|7FEWX|8DUST|9DMG
567	51113 31213	   	165.09	ACR|2VULN|1AART|1DMG|1CDMG	1BEXP|2RCR|3TLV|4AART|5CDMG|6LWND|7ERES|8DMG|9aVULN
568	51113 31215	   	165.09	ACR|2DMG|1AART|1VULN|1CDMG	1BEXP|2RCR|3TLV|4AART|5CDMG|6LWND|7ERES|8aDMG|9VULN
569	51113 51213	   	165.09	ACR|2VULN|1AART|1DMG|1CDMG	1BEXP|2RCR|3TLV|4AART|5CDMG|6ERES|7LWND|8DMG|9aVULN
570	51113 51215	   	165.09	ACR|2DMG|1AART|1VULN|1CDMG	1BEXP|2RCR|3TLV|4AART|5CDMG|6ERES|7LWND|8aDMG|9VULN
571	51113 52213	   	165.09	ACR|2VULN|1AART|1DMG|1CDMG	1BEXP|2RCR|3TLV|4AART|5CDMG|6ERES|7LHND|8DMG|9aVULN
572	51113 52215	   	165.09	ACR|2DMG|1AART|1VULN|1CDMG	1BEXP|2RCR|3TLV|4AART|5CDMG|6ERES|7LHND|8aDMG|9VULN
573	51113 54113	   	165.09	ACR|2VULN|1AART|1DMG|1CDMG	1BEXP|2RCR|3TLV|4AART|5CDMG|6ERES|7DMG|8LWND|9aVULN
574	51113 54313	   	165.09	ACR|2VULN|1AART|1DMG|1CDMG	1BEXP|2RCR|3TLV|4AART|5CDMG|6ERES|7DMG|8LHND|9aVULN
575	51113 56212	   	165.09	ACR|2VULN|1AART|1DMG|1CDMG	1BEXP|2RCR|3TLV|4AART|5CDMG|6ERES|79VULN|8DMG|aLWND
576	51113 56213	   	165.09	ACR|2VULN|1AART|1DMG|1CDMG	1BEXP|2RCR|3TLV|4AART|5CDMG|6ERES|79VULN|8DMG|aRPLT
577	51231 26163	   	165.09	ACR|2DMG|1AART|1VULN|1CDMG	1BEXP|2RCR|3FEWX|4AART|5VULN|69DMG|7CDMG|8DUST|aERES
578	23361 32164	   	165.07	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1aAART|2CGEN|3RMIN|4DMG|5ASPD|6RCR|7LIT|8VULN|9CDMG
579	26441 21231	   	165.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1AART|2LHND|3RCR|4CDMG|5BEXP|6VULN|7ZMB|8ASPD|9FEWX|aDMG
580	51231 12326	   	165.02	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB	1BEXP|2RCR|3FEWX|4AART|5VULN|69CDMG|7LHND|8ZMB|aDMG
581	51231 36326	   	165.02	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB	1BEXP|2RCR|3FEWX|4AART|5VULN|6LHND|79CDMG|8ZMB|aDMG
582	23641 21124	   	165.02	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2CGEN|3RCVC|4DMG|5CDMG|6ASPD|78VULN|9LWND|aRCR
583	23522 42321	   	165.00	DCR|3VULN|2AART|2DUR	14AART|2CGEN|367VULN|59DUR|8RCR|aDUST
584	23522 42325	   	165.00	DCR|3VULN|2AART|2DUR	14AART|2CGEN|367VULN|59DUR|8RCR|aTLV
585	23542 32321	   	165.00	DCR|3VULN|2AART|2DUR	16AART|2CGEN|357VULN|49DUR|8RCR|aDUST
586	23542 32325	   	165.00	DCR|3VULN|2AART|2DUR	16AART|2CGEN|357VULN|49DUR|8RCR|aTLV
587	51113 21211	   	164.99	ACR|2VULN|1AART|1DMG|1CDMG	1BEXP|2RCR|3TLV|4AART|5CDMG|69VULN|7aERES|8DMG
588	51113 21215	   	164.99	ACR|2VULN|1AART|1DMG|1CDMG	1BEXP|2RCR|3TLV|4AART|5CDMG|69VULN|7ERES|8DMG|aDUST
589	51113 56211	   	164.99	ACR|2VULN|1AART|1DMG|1CDMG	1BEXP|2RCR|3TLV|4AART|5CDMG|6aERES|79VULN|8DMG
590	21331 32164	   	164.97	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1aAART|2TLV|3RMIN|4DMG|5ASPD|6RCR|7LIT|8VULN|9CDMG
591	22361 32164	   	164.97	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1aAART|2ERES|3RMIN|4DMG|5ASPD|6RCR|7LIT|8VULN|9CDMG
592	23514 32333	   	164.97	DCR|2AART|2VULN|1CDMG|1ZMB	15AART|2CGEN|37VULN|4RCVC|6LHND|8RCR|9CDMG|aZMB
593	16512 42311	   	164.96	DCR|4VULN|1AART|1DUR	1CGEN|2AART|367aVULN|4RCVC|5DUR|8RCR|9BELT
594	16512 42331	   	164.96	DCR|4VULN|1AART|1DUR	1CGEN|2AART|367aVULN|4RCVC|5DUR|8RCR|9MLV
595	23542 62311	   	164.96	DCR|4VULN|1AART|1DUR	1AART|2CGEN|357aVULN|4DUR|6RCVC|8RCR|9BELT
596	23542 62331	   	164.96	DCR|4VULN|1AART|1DUR	1AART|2CGEN|357aVULN|4DUR|6RCVC|8RCR|9MLV
597	26441 21211	   	164.95	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1AART|2LHND|3RCR|4CDMG|5BEXP|6VULN|7ZMB|8ASPD|9DUST|aDMG
598	51231 11126	   	164.92	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB	1BEXP|2RCR|3FEWX|4AART|5VULN|69CDMG|7ZMB|8DUST|aDMG
599	26452 21231	   	164.92	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1AART|2LHND|3RCR|4ASPD|5RPLT|6DUR|79VULN|8MLV|aDMG
600	25534 43417	   	164.92	DCR|3VULN|1AART|3CDMG	1AART|268CDMG|3FEWX|4MBVNT|58ERES|78aVULN|8BPWR|9RCR
601	21641 21124	   	164.92	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2TLV|3RCVC|4DMG|5CDMG|6ASPD|78VULN|9LWND|aRCR
602	22641 21124	   	164.92	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ERES|3RCVC|4DMG|5CDMG|6ASPD|78VULN|9LWND|aRCR
603	23623 32315	   	164.88	DCR|3VULN|1AART|1DMG	1AART|2CGEN|3RCVC|457VULN|6LHND|8RCR|9BELT|aDMG
604	23623 62353	   	164.88	DCR|3VULN|1AART|1DMG	1AART|29CGEN|3RCVC|457VULN|6FEWX|8RCR|aDMG
605	25352 62123	   	164.87	DCR|1AART|1VULN|1DMG|2CDMG|2DUR|1ASPD	1AART|25CDMG|3LEGI|46DUR|7ASPD|8VULN|9RCR|aDMG
606	51635 23221	 * 	164.82	ACR|2AART|2VULN|2ZMB|1DUR	1BEXP|2RCR|3DUR|45AART|6LIT|78VULN|9aZMB
607	25234 43417	   	164.82	DCR|3VULN|1AART|3CDMG	1AART|268CDMG|3DUST|4MBVNT|58ERES|78aVULN|8BPWR|9RCR
608	25653 21323	   	164.81	DCR|2AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	15AART|2CDMG|37LWND|4DUR|6VULN|8ASPD|9RCR|aDMG
609	25653 22123	   	164.81	DCR|2AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	15AART|2CDMG|38LWND|4DUR|6VULN|7ASPD|9RCR|aDMG
610	16623 32336	   	164.81	DCR|3VULN|1AART|1CDMG|1DUR	1CGEN|2AART|3RCVC|457VULN|6LHND|8RCR|9CDMG|aDUR
611	25353 42123	   	164.71	DCR|2AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	15AART|2CDMG|3LEGI|4DUR|6DMSP|7ASPD|8VULN|9RCR|aDMG
612	51131 31452	   	164.70	ACR|3VULN|1AART|2CDMG	19BEXP|2RCR|34TLV|579VULN|69CDMG|8AART|9BPWR|aERES
613	26435 22232	   	164.69	ACR|2DMG|1AART|1VULN|1CDMG	1AART|24LHND|3RCR|4BPWR|56DMG|7VULN|8LIT|9DMSP|aCDMG
614	26441 22223	   	164.69	ACR|2DMG|1AART|1VULN|1CDMG	1AART|27LHND|3RCR|4CDMG|5BEXP|6VULN|8aDMG|9DMSP
615	22623 21521	   	164.68	DCR|3VULN|1AART|1DMG	1AART|27ERES|3RCVC|45aVULN|6DMG|8RCR|9LHND
616	22623 21541	   	164.68	DCR|3VULN|1AART|1DMG	1AART|27ERES|3RCVC|45aVULN|6DMG|8RCR|9BEXP
617	22623 21552	   	164.68	DCR|3VULN|1AART|1DMG	1AART|27ERES|3RCVC|459VULN|6DMG|8RCR|aLWND
618	16624 32333	   	164.67	DCR|2AART|2VULN|1CDMG|1ZMB	1CGEN|25AART|3RCVC|47VULN|6LHND|8RCR|9CDMG|aZMB
619	25553 23211	   	164.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|3FEWX|4LIT|5ZMB|6RCR|7RPLT|8VULN|9DUR|aDMG
620	26543 23211	   	164.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1AART|2LHND|3LIT|4CDMG|5ZMB|6RCR|7RPLT|8VULN|9DUR|aDMG
621	25322 13514	   	164.62	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2CDMG|3LEGI|4RCVC|57VULN|6RMIN|8DMG|9DUR|aRCR
622	22623 21511	   	164.58	DCR|3VULN|1AART|1DMG	1AART|279ERES|3RCVC|45aVULN|6DMG|8RCR
623	22623 21551	   	164.58	DCR|3VULN|1AART|1DMG	1AART|27ERES|3RCVC|459VULN|6DMG|8RCR|aDUST
624	22623 21553	   	164.58	DCR|3VULN|1AART|1DMG	1AART|27aERES|3RCVC|459VULN|6DMG|8RCR
625	23513 32315	   	164.58	DCR|3VULN|1AART|1DMG	1AART|2CGEN|357VULN|4RCVC|6LHND|8RCR|9BELT|aDMG
626	23513 62353	   	164.58	DCR|3VULN|1AART|1DMG	1AART|29CGEN|357VULN|4RCVC|6FEWX|8RCR|aDMG
627	42421 11423	   	164.58	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|2AART|3RCVC|4aVULN|5BEXP|6DUST|7RCR|8DMG|9CDMG
628	22621 52163	   	164.57	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1AART|28ERES|3RCVC|47VULN|5ASPD|6ZMB|9RCR|aDMG
629	25253 23211	   	164.53	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|3DUST|4LIT|5ZMB|6RCR|7RPLT|8VULN|9DUR|aDMG
630	25253 23252	   	164.53	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1AART|2CDMG|3DUST|4LIT|5ZMB|6RCR|7RPLT|8VULN|9DMG|aASPD
631	25322 23514	   	164.52	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2CDMG|3LEGI|4RCVC|56VULN|7ERES|8DMG|9DUR|aRCR
632	16513 32336	   	164.51	DCR|3VULN|1AART|1CDMG|1DUR	1CGEN|2AART|357VULN|4RCVC|6LHND|8RCR|9CDMG|aDUR
633	13352 55221	   	164.51	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1CGEN|26DMG|3LIT|48DUR|5AART|7CDMG|9VULN|aRCR
634	15312 55221	   	164.51	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1CGEN|28DUR|3LIT|46DMG|5AART|7CDMG|9VULN|aRCR
635	16522 42322	   	164.50	DCR|3VULN|2AART|2DUR	1CGEN|24AART|367VULN|59DUR|8RCR|aLHND
636	16542 32322	   	164.50	DCR|3VULN|2AART|2DUR	1CGEN|26AART|357VULN|49DUR|8RCR|aLHND
637	16523 32326	   	164.50	DCR|3VULN|2AART|2DUR	1CGEN|24AART|357VULN|6LHND|8RCR|9aDUR
638	23522 35532	   	164.47	DCR|3AART|2VULN|1CDMG|1DUR	146AART|2CGEN|38VULN|5DUR|7RCR|9CDMG|aLHND
639	21561 32124	   	164.43	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1AART|2TLV|3ERES|4DMG|5ASPD|6RCR|7LIT|8VULN|9ZMB|aCDMG
640	21331 31114	   	164.40	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1AART|2TLV|3RMIN|4aDMG|5ASPD|6RCR|7VULN|8CGEN|9DUR
641	22361 31114	   	164.40	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1AART|2ERES|3RMIN|4aDMG|5ASPD|6RCR|7VULN|8CGEN|9DUR
642	51235 22243	   	164.40	ACR|2AART|2VULN|1DMG	1BEXP|2RCR|3FEWX|45AART|6LIT|78VULN|9DMG|aRCVC
643	16522 42321	   	164.40	DCR|3VULN|2AART|2DUR	1CGEN|24AART|367VULN|59DUR|8RCR|aDUST
644	16542 32321	   	164.40	DCR|3VULN|2AART|2DUR	1CGEN|26AART|357VULN|49DUR|8RCR|aDUST
645	22513 21521	   	164.38	DCR|3VULN|1AART|1DMG	1AART|27ERES|35aVULN|4RCVC|6DMG|8RCR|9LHND
646	22513 21541	   	164.38	DCR|3VULN|1AART|1DMG	1AART|27ERES|35aVULN|4RCVC|6DMG|8RCR|9BEXP
647	22513 21552	   	164.38	DCR|3VULN|1AART|1DMG	1AART|27ERES|359VULN|4RCVC|6DMG|8RCR|aLWND
648	15612 33312	   	164.38	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1CGEN|2aDUR|3RCR|4AART|5VULN|6VENICY|7DMG|8CDMG|9ASPD
649	42231 53326	   	164.37	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1RPLT|2aAART|3BASICY|4LWND|5VULN|6RCR|7DMG|8CDMG|9ASPD
650	23522 35513	   	164.37	DCR|3AART|2VULN|1CDMG|1DUR	146AART|2CGEN|38VULN|5DUR|7RCR|9DUST|aCDMG
651	23522 35523	   	164.37	DCR|3AART|2VULN|1CDMG|1DUR	146AART|2CGEN|38VULN|5DUR|7RCR|9MBVNT|aCDMG
652	16514 32333	   	164.37	DCR|2AART|2VULN|1CDMG|1ZMB	1CGEN|25AART|37VULN|4RCVC|6LHND|8RCR|9CDMG|aZMB
653	13111 31464	   	164.35	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	19CGEN|2DMG|3ASPD|4DUR|57VULN|6CDMG|8AART|aRCR
654	23623 21663	   	164.32	DCR|2VULN|2DMG|1AART	1AART|28CGEN|3RCVC|45VULN|6aDMG|7ERES|9RCR
655	21561 31114	   	164.30	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1AART|2TLV|3ERES|4aDMG|5ASPD|6RCR|7VULN|8CGEN|9DUR
656	16623 32315	   	164.28	DCR|3VULN|1AART|1DMG	1CGEN|2AART|3RCVC|457VULN|6LHND|8RCR|9BELT|aDMG
657	22513 21511	   	164.28	DCR|3VULN|1AART|1DMG	1AART|279ERES|35aVULN|4RCVC|6DMG|8RCR
658	22513 21551	   	164.28	DCR|3VULN|1AART|1DMG	1AART|27ERES|359VULN|4RCVC|6DMG|8RCR|aDUST
659	22513 21553	   	164.28	DCR|3VULN|1AART|1DMG	1AART|27aERES|359VULN|4RCVC|6DMG|8RCR
660	22511 52163	   	164.27	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1AART|28ERES|37VULN|4RCVC|5ASPD|6ZMB|9RCR|aDMG
661	25253 25133	   	164.26	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1AART|2CDMG|3DUST|4LIT|5ZMB|6RCR|7RCVC|8ASPD|9aDMG
662	51231 24511	   	164.25	ACR|2VULN|1AART|1DMG|1ZMB	1BEXP|2RCR|3FEWX|4AART|58VULN|6DMG|7LIT|9RCVC|aZMB
663	22623 21163	   	164.22	DCR|2VULN|2DMG|1AART	1AART|27ERES|3RCVC|45VULN|6aDMG|8CGEN|9RCR
664	23623 21163	   	164.22	DCR|2VULN|2DMG|1AART	1AART|2CGEN|3RCVC|45VULN|6aDMG|78ERES|9RCR
665	23523 26522	   	164.21	DCR|2AART|2VULN|1DMG|1ASPD	14AART|2CGEN|35VULN|6DMG|7ASPD|8RCR|9LHND|aBEXP
666	23523 26532	   	164.21	DCR|2AART|2VULN|1DMG|1ASPD	14AART|2CGEN|35VULN|6DMG|7ASPD|8RCR|9LWND|aBEXP
667	23361 31141	   	164.18	DCR|2VULN|1AART|1DMG|2ASPD	1AART|28CGEN|3RMIN|4DMG|59ASPD|6RCR|7aVULN
668	23361 31225	   	164.18	DCR|2DMG|1AART|1VULN|2ASPD	1AART|2CGEN|3RMIN|4aDMG|59ASPD|6RCR|7VULN|8BELT
669	23361 31332	   	164.18	DCR|2VULN|1AART|1DMG|2ASPD	1AART|2CGEN|3RMIN|4DMG|58ASPD|6RCR|79VULN|aLHND
670	23361 31334	   	164.18	DCR|2VULN|1AART|1DMG|2ASPD	1AART|2CGEN|3RMIN|4DMG|58ASPD|6RCR|79VULN|aFEWX
671	23361 31361	   	164.18	DCR|2VULN|1AART|1DMG|2ASPD	1AART|2CGEN|39RMIN|4DMG|58ASPD|6RCR|7aVULN
672	23361 31642	   	164.18	DCR|2VULN|1AART|1DMG|2ASPD	1AART|2CGEN|3RMIN|4DMG|59ASPD|6RCR|78VULN|aLHND
673	51611 36113	   	164.12	ACR|3VULN|1AART|1CDMG|1DUR	15BEXP|2RCR|3DUR|479VULN|6ERES|8CDMG|aAART
674	21623 21163	   	164.12	DCR|2VULN|2DMG|1AART	1AART|2TLV|3RCVC|45VULN|6aDMG|78ERES|9RCR
675	22623 22163	   	164.12	DCR|2VULN|2DMG|1AART	1AART|28ERES|3RCVC|45VULN|6aDMG|7TLV|9RCR
676	22523 26522	   	164.11	DCR|2AART|2VULN|1DMG|1ASPD	14AART|2ERES|35VULN|6DMG|7ASPD|8RCR|9aLHND
677	22523 26532	   	164.11	DCR|2AART|2VULN|1DMG|1ASPD	14AART|2ERES|35VULN|6DMG|7ASPD|8RCR|9LWND|aLHND
678	22523 26533	   	164.11	DCR|2AART|2VULN|1DMG|1ASPD	14AART|2ERES|35VULN|6DMG|7ASPD|8RCR|9LWND|aMLV
679	23523 26521	   	164.11	DCR|2AART|2VULN|1DMG|1ASPD	14AART|2CGEN|35VULN|6DMG|7ASPD|8RCR|9LHND|aERES
680	23523 26531	   	164.11	DCR|2AART|2VULN|1DMG|1ASPD	14AART|2CGEN|35VULN|6DMG|7ASPD|8RCR|9LWND|aERES
681	23522 23424	   	164.09	DCR|2AART|1VULN|1DMG|2CDMG|1DUR	14AART|2CGEN|3VULN|5DUR|6DMG|7TLV|8aCDMG|9RCR
682	25343 21243	   	164.09	DCR|2AART|1VULN|1DMG|2CDMG|1ASPD	14AART|25CDMG|3LEGI|6ASPD|7VULN|8LIT|9RCR|aDMG
683	25343 24123	   	164.09	DCR|2AART|1DMG|2CDMG|1VULN|1ASPD	14AART|25CDMG|3LEGI|6ASPD|7LHND|8VULN|9RCR|aDMG
