0	Index      	 *	Score 	Summary	Detail	
1	22365 21325	 * 	190.52	DCR|2VULN|2DMG|1AART|2CDMG|1ASPD	1aDMG|26CDMG|3aVULN|4ASPD|5AART|7RCR|8LIT|9aLHND|aBPWR
486	63121 33115	   	162.17	DCR|4VULN|2DMG	147aVULN|2LHND|3aDMG|5BEXP|6MLV|8aDUST|9RCR|aBPWR
487	64122 33115	   	162.17	DCR|4VULN|2DMG	147aVULN|2BEXP|3aDMG|5LHND|6MLV|8aDUST|9RCR|aBPWR
488	24133 21323	   	162.16	DCR|3DMG|1AART|1ZMB|1DUR	19aDMG|2DUR|3LHND|4AART|5DUST|6RCR|7ZMB|8LEGI
489	24318 81113	   	162.13	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1DMG|2DUR|3MBVNT|4VULN|5AART|6RCR|7ZMB|8LHND|9LWND|aCDMG
490	21112 16425	   	162.08	DCR|3VULN|1AART|1DMG	1DMG|2BEXP|3LHND|49aVULN|5FEWX|6RCR|7LIT|8AART
491	21212 15425	   	162.08	DCR|3VULN|1AART|1DMG	1DMG|2BEXP|3LWND|49aVULN|5FEWX|6RCR|7LIT|8AART
492	12165 21234	   	162.08	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1ASPD|26CDMG|3DUR|4DMG|5AART|7RCR|8BEXP|9RPLT|aVULN
493	12165 21361	   	162.08	DCR|1AART|1DMG|2CDMG|1VULN|1ASPD|1DUR	1ASPD|26CDMG|3DUR|4DMG|5AART|7RCR|8CGEN|9VULN|aLHND
494	12165 21362	   	162.08	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1ASPD|26CDMG|3DUR|4DMG|5AART|7RCR|8CGEN|9VULN|aRMIN
495	12165 21363	   	162.08	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1ASPD|26CDMG|3DUR|4DMG|5AART|7RCR|8CGEN|9VULN|aDMSP
496	12165 21521	   	162.08	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1ASPD|26CDMG|3DUR|4DMG|5AART|7RCR|8VULN|9DMSP|aRCVC
497	12165 21523	   	162.08	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1ASPD|26CDMG|3DUR|4DMG|5AART|7RCR|8VULN|9DMSP|aCGEN
498	12365 21121	   	162.08	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1ASPD|26CDMG|3VULN|4DMG|5AART|7RCR|8DUR|9DMSP|aRCVC
499	12365 21123	   	162.08	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1ASPD|26CDMG|3VULN|4DMG|5AART|7RCR|8DUR|9DMSP|aCGEN
500	12365 21124	   	162.08	DCR|1AART|1VULN|1DMG|2CDMG|1DUR|1ASPD	1ASPD|26CDMG|3VULN|4DMG|5AART|7RCR|8DUR|9DMSP|aLWND
501	12365 21141	   	162.08	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1ASPD|26CDMG|3VULN|4DMG|5AART|7RCR|8DUR|9aRCVC
502	12365 21143	   	162.08	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1ASPD|26CDMG|3VULN|4DMG|5AART|7RCR|8DUR|9RCVC|aCGEN
503	12365 21152	   	162.08	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1ASPD|26CDMG|3VULN|4DMG|5AART|7RCR|8DUR|9aBEXP
504	12365 21162	   	162.08	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1ASPD|26CDMG|3VULN|4DMG|5AART|7RCR|8DUR|9LHND|aBEXP
505	12365 21163	   	162.08	DCR|1AART|1VULN|1DMG|2CDMG|1DUR|1ASPD	1ASPD|26CDMG|3VULN|4DMG|5AART|7RCR|8DUR|9LHND|aMLV
506	12365 21253	   	162.08	DCR|1AART|1VULN|1DMG|2CDMG|1DUR|1ASPD	1ASPD|26CDMG|3VULN|4DMG|5AART|7RCR|8LWND|9BEXP|aDUR
507	12365 21312	   	162.08	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1ASPD|26CDMG|3VULN|4DMG|5AART|7RCR|8LIT|9CGEN|aDUR
508	12365 21342	   	162.08	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1ASPD|26CDMG|3VULN|4DMG|5AART|7RCR|8LIT|9RMIN|aDUR
509	12365 21351	   	162.08	DCR|1AART|1VULN|1DMG|2CDMG|1DUR|1ASPD	1ASPD|26CDMG|3VULN|4DMG|5AART|7RCR|8LIT|9DUR|aMGNLIT
510	12365 21353	   	162.08	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1ASPD|26CDMG|3VULN|4DMG|5AART|7RCR|8LIT|9DUR|aRCVC
511	12365 21621	   	162.08	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1ASPD|26CDMG|3VULN|4DMG|5AART|7RCR|8FEWX|9DMSP|aDUR
512	22165 21234	   	162.08	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1DMG|26CDMG|3DUR|4ASPD|5AART|7RCR|8BEXP|9RPLT|aVULN
513	22165 21361	   	162.08	DCR|1AART|1DMG|2CDMG|1VULN|1ASPD|1DUR	1DMG|26CDMG|3DUR|4ASPD|5AART|7RCR|8CGEN|9VULN|aLHND
514	22165 21362	   	162.08	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1DMG|26CDMG|3DUR|4ASPD|5AART|7RCR|8CGEN|9VULN|aRMIN
515	22165 21363	   	162.08	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1DMG|26CDMG|3DUR|4ASPD|5AART|7RCR|8CGEN|9VULN|aDMSP
516	22165 21521	   	162.08	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1DMG|26CDMG|3DUR|4ASPD|5AART|7RCR|8VULN|9DMSP|aRCVC
517	22165 21523	   	162.08	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1DMG|26CDMG|3DUR|4ASPD|5AART|7RCR|8VULN|9DMSP|aCGEN
518	22365 21121	   	162.08	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1DMG|26CDMG|3VULN|4ASPD|5AART|7RCR|8DUR|9DMSP|aRCVC
519	22365 21123	   	162.08	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1DMG|26CDMG|3VULN|4ASPD|5AART|7RCR|8DUR|9DMSP|aCGEN
520	22365 21124	   	162.08	DCR|1AART|1VULN|1DMG|2CDMG|1DUR|1ASPD	1DMG|26CDMG|3VULN|4ASPD|5AART|7RCR|8DUR|9DMSP|aLWND
521	22365 21141	   	162.08	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1DMG|26CDMG|3VULN|4ASPD|5AART|7RCR|8DUR|9aRCVC
522	22365 21143	   	162.08	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1DMG|26CDMG|3VULN|4ASPD|5AART|7RCR|8DUR|9RCVC|aCGEN
523	22365 21152	   	162.08	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1DMG|26CDMG|3VULN|4ASPD|5AART|7RCR|8DUR|9aBEXP
524	22365 21162	   	162.08	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1DMG|26CDMG|3VULN|4ASPD|5AART|7RCR|8DUR|9LHND|aBEXP
525	22365 21163	   	162.08	DCR|1AART|1VULN|1DMG|2CDMG|1DUR|1ASPD	1DMG|26CDMG|3VULN|4ASPD|5AART|7RCR|8DUR|9LHND|aMLV
526	22365 21253	   	162.08	DCR|1AART|1VULN|1DMG|2CDMG|1DUR|1ASPD	1DMG|26CDMG|3VULN|4ASPD|5AART|7RCR|8LWND|9BEXP|aDUR
527	22365 21312	   	162.08	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1DMG|26CDMG|3VULN|4ASPD|5AART|7RCR|8LIT|9CGEN|aDUR
528	22365 21342	   	162.08	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1DMG|26CDMG|3VULN|4ASPD|5AART|7RCR|8LIT|9RMIN|aDUR
529	22365 21351	   	162.08	DCR|1AART|1VULN|1DMG|2CDMG|1DUR|1ASPD	1DMG|26CDMG|3VULN|4ASPD|5AART|7RCR|8LIT|9DUR|aMGNLIT
530	22365 21353	   	162.08	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1DMG|26CDMG|3VULN|4ASPD|5AART|7RCR|8LIT|9DUR|aRCVC
531	22365 21621	   	162.08	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1DMG|26CDMG|3VULN|4ASPD|5AART|7RCR|8FEWX|9DMSP|aDUR
532	61365 23131	   	162.08	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1VULN|2RMIN|36CDMG|4ASPD|5AART|7RCR|8DUR|9DMG|aLHND
533	61365 23132	   	162.08	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1VULN|2aRMIN|36CDMG|4ASPD|5AART|7RCR|8DUR|9DMG
534	12311 18747	   	162.08	DCR|3VULN|1DMG|2CDMG|1ASPD	1ASPD|24CDMG|39aVULN|5MBVNT|6DMG|7RCR|8MLV
535	63531 23241	   	162.06	ACR|2AART|2VULN|2DUR|1ZMB	17VULN|2LHND|3aAART|4RCR|58DUR|6ZMB|9BEXP
536	63531 23261	   	162.06	ACR|2AART|2VULN|2DUR|1ZMB	17VULN|2LHND|3aAART|4RCR|58DUR|6ZMB|9LWND
537	21324 67271	   	162.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DMG|2BEXP|3MBVNT|4DUST|5AART|6RCR|7VULN|8CDMG|9ZMB|aDUR
538	21324 67841	   	162.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DMG|2BEXP|3MBVNT|4DUST|5AART|6RCR|7VULN|8ZMB|9CDMG|aDUR
539	23362 42352	   	162.01	DCR|2VULN|2DMG|1AART	1aDMG|2LIT|3AART|4RMIN|5DUST|69VULN|7CANHEL|8RCR
540	21113 16425	   	161.98	DCR|3VULN|1AART|1DMG	1DMG|2BEXP|3LHND|49aVULN|5DUST|6RCR|7LIT|8AART
541	21213 15425	   	161.98	DCR|3VULN|1AART|1DMG	1DMG|2BEXP|3LWND|49aVULN|5DUST|6RCR|7LIT|8AART
542	12165 21315	   	161.98	DCR|1AART|1VULN|1DMG|2CDMG|1DUR|1ASPD	1ASPD|26CDMG|3DUR|4DMG|5AART|7RCR|8CGEN|9ERES|aVULN
543	12165 21511	   	161.98	DCR|1AART|1VULN|1DMG|2CDMG|1DUR|1ASPD	1ASPD|26CDMG|3DUR|4DMG|5AART|7RCR|8VULN|9ERES|aLHND
544	12165 21512	   	161.98	DCR|1AART|1VULN|1DMG|2CDMG|1DUR|1ASPD	1ASPD|26CDMG|3DUR|4DMG|5AART|7RCR|8VULN|9ERES|aRMIN
545	12165 21513	   	161.98	DCR|1AART|1VULN|1DMG|2CDMG|1DUR|1ASPD	1ASPD|26CDMG|3DUR|4DMG|5AART|7RCR|8VULN|9ERES|aDMSP
546	12165 21522	   	161.98	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1ASPD|26CDMG|3DUR|4DMG|5AART|7RCR|8VULN|9DMSP|aCANSTR
547	12165 21531	   	161.98	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1ASPD|26CDMG|3DUR|4DMG|5AART|7RCR|8VULN|9NUKE|aLHND
548	12165 21532	   	161.98	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1ASPD|26CDMG|3DUR|4DMG|5AART|7RCR|8VULN|9NUKE|aRMIN
549	12365 21111	   	161.98	DCR|1AART|1VULN|1DMG|2CDMG|1DUR|1ASPD	1ASPD|26CDMG|3VULN|4DMG|5AART|7RCR|8DUR|9ERES|aLHND
550	12365 21112	   	161.98	DCR|1AART|1VULN|1DMG|2CDMG|1DUR|1ASPD	1ASPD|26CDMG|3VULN|4DMG|5AART|7RCR|8DUR|9ERES|aRMIN
551	12365 21113	   	161.98	DCR|1AART|1VULN|1DMG|2CDMG|1DUR|1ASPD	1ASPD|26CDMG|3VULN|4DMG|5AART|7RCR|8DUR|9ERES|aDMSP
552	12365 21122	   	161.98	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1ASPD|26CDMG|3VULN|4DMG|5AART|7RCR|8DUR|9DMSP|aCANSTR
553	12365 21125	   	161.98	DCR|1AART|1VULN|1DMG|2CDMG|1DUR|1ASPD	1ASPD|26CDMG|3VULN|4DMG|5AART|7RCR|8DUR|9DMSP|aERES
554	12365 21131	   	161.98	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1ASPD|26CDMG|3VULN|4DMG|5AART|7RCR|8DUR|9NUKE|aLHND
555	12365 21132	   	161.98	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1ASPD|26CDMG|3VULN|4DMG|5AART|7RCR|8DUR|9NUKE|aRMIN
556	12365 21136	   	161.98	DCR|1AART|1VULN|1DMG|2CDMG|1DUR|1ASPD	1ASPD|26CDMG|3VULN|4DMG|5AART|7RCR|8DUR|9NUKE|aLWND
557	12365 21142	   	161.98	DCR|1AART|1VULN|1DMG|2CDMG|1DUR|1ASPD	1ASPD|26CDMG|3VULN|4DMG|5AART|7RCR|8DUR|9RCVC|aCANSTR
558	12365 21151	   	161.98	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1ASPD|26CDMG|3VULN|4DMG|5AART|7RCR|8DUR|9BEXP|aDUST
559	12365 21161	   	161.98	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1ASPD|26CDMG|3VULN|4DMG|5AART|7RCR|8DUR|9LHND|aDUST
560	12365 21238	   	161.98	DCR|1AART|1VULN|1DMG|2CDMG|1DUR|1ASPD	1ASPD|26CDMG|3VULN|4DMG|5AART|7RCR|8LWND|9MBVNT|aDUR
561	12365 21333	   	161.98	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1ASPD|26CDMG|3VULN|4DMG|5AART|7RCR|8LIT|9MBVNT|aDUR
562	12365 21352	   	161.98	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1ASPD|26CDMG|3VULN|4DMG|5AART|7RCR|8LIT|9DUR|aMBVNT
563	22165 21315	   	161.98	DCR|1AART|1VULN|1DMG|2CDMG|1DUR|1ASPD	1DMG|26CDMG|3DUR|4ASPD|5AART|7RCR|8CGEN|9ERES|aVULN
564	22165 21511	   	161.98	DCR|1AART|1VULN|1DMG|2CDMG|1DUR|1ASPD	1DMG|26CDMG|3DUR|4ASPD|5AART|7RCR|8VULN|9ERES|aLHND
565	22165 21512	   	161.98	DCR|1AART|1VULN|1DMG|2CDMG|1DUR|1ASPD	1DMG|26CDMG|3DUR|4ASPD|5AART|7RCR|8VULN|9ERES|aRMIN
566	22165 21513	   	161.98	DCR|1AART|1VULN|1DMG|2CDMG|1DUR|1ASPD	1DMG|26CDMG|3DUR|4ASPD|5AART|7RCR|8VULN|9ERES|aDMSP
567	22165 21522	   	161.98	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1DMG|26CDMG|3DUR|4ASPD|5AART|7RCR|8VULN|9DMSP|aCANSTR
568	22165 21531	   	161.98	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1DMG|26CDMG|3DUR|4ASPD|5AART|7RCR|8VULN|9NUKE|aLHND
569	22165 21532	   	161.98	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1DMG|26CDMG|3DUR|4ASPD|5AART|7RCR|8VULN|9NUKE|aRMIN
570	22365 21111	   	161.98	DCR|1AART|1VULN|1DMG|2CDMG|1DUR|1ASPD	1DMG|26CDMG|3VULN|4ASPD|5AART|7RCR|8DUR|9ERES|aLHND
571	22365 21112	   	161.98	DCR|1AART|1VULN|1DMG|2CDMG|1DUR|1ASPD	1DMG|26CDMG|3VULN|4ASPD|5AART|7RCR|8DUR|9ERES|aRMIN
572	22365 21113	   	161.98	DCR|1AART|1VULN|1DMG|2CDMG|1DUR|1ASPD	1DMG|26CDMG|3VULN|4ASPD|5AART|7RCR|8DUR|9ERES|aDMSP
573	22365 21122	   	161.98	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1DMG|26CDMG|3VULN|4ASPD|5AART|7RCR|8DUR|9DMSP|aCANSTR
574	22365 21125	   	161.98	DCR|1AART|1VULN|1DMG|2CDMG|1DUR|1ASPD	1DMG|26CDMG|3VULN|4ASPD|5AART|7RCR|8DUR|9DMSP|aERES
575	22365 21131	   	161.98	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1DMG|26CDMG|3VULN|4ASPD|5AART|7RCR|8DUR|9NUKE|aLHND
576	22365 21132	   	161.98	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1DMG|26CDMG|3VULN|4ASPD|5AART|7RCR|8DUR|9NUKE|aRMIN
577	22365 21136	   	161.98	DCR|1AART|1VULN|1DMG|2CDMG|1DUR|1ASPD	1DMG|26CDMG|3VULN|4ASPD|5AART|7RCR|8DUR|9NUKE|aLWND
578	22365 21142	   	161.98	DCR|1AART|1VULN|1DMG|2CDMG|1DUR|1ASPD	1DMG|26CDMG|3VULN|4ASPD|5AART|7RCR|8DUR|9RCVC|aCANSTR
579	22365 21151	   	161.98	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1DMG|26CDMG|3VULN|4ASPD|5AART|7RCR|8DUR|9BEXP|aDUST
580	22365 21161	   	161.98	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1DMG|26CDMG|3VULN|4ASPD|5AART|7RCR|8DUR|9LHND|aDUST
581	22365 21238	   	161.98	DCR|1AART|1VULN|1DMG|2CDMG|1DUR|1ASPD	1DMG|26CDMG|3VULN|4ASPD|5AART|7RCR|8LWND|9MBVNT|aDUR
582	22365 21333	   	161.98	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1DMG|26CDMG|3VULN|4ASPD|5AART|7RCR|8LIT|9MBVNT|aDUR
583	22365 21352	   	161.98	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1DMG|26CDMG|3VULN|4ASPD|5AART|7RCR|8LIT|9DUR|aMBVNT
584	61365 23133	   	161.98	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1VULN|2RMIN|36CDMG|4ASPD|5AART|7RCR|8DUR|9DMG|aDUST
585	12311 18447	   	161.98	DCR|3VULN|1DMG|2CDMG|1ASPD	1ASPD|24CDMG|38aVULN|5MBVNT|6DMG|7RCR|9ERES
586	62412 51133	   	161.97	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	146VULN|2DUR|3LSRREG|5ZMB|7LWND|8CDMG|9RCR|aDMG
587	25333 24123	   	161.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DMG|2ZMB|3CGEN|49VULN|5LWND|6RCVC|7RCR|8AART|aDUR
588	25333 54123	   	161.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DMG|2ZMB|36CGEN|49VULN|5LWND|7RCR|8AART|aDUR
589	25333 64123	   	161.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DMG|2ZMB|3CGEN|49VULN|56LWND|7RCR|8AART|aDUR
590	62142 21123	   	161.91	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	17VULN|28DUR|3DMG|4CDMG|5BASHEA|6TLV|9AART|aRCR
591	62143 21123	   	161.91	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	17VULN|28DUR|3DMG|4CDMG|5SNIHEL|6TLV|9AART|aRCR
592	14318 82121	   	161.90	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1ASPD|2DUR|3MBVNT|4aVULN|5AART|6RCR|7ERES|8LHND|9DMG
593	14318 82321	   	161.90	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1ASPD|2DUR|3MBVNT|4aVULN|5AART|6RCR|7ERES|8FEWX|9DMG
594	24318 81434	   	161.89	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1SELL	1DMG|2DUR|3MBVNT|4VULN|5AART|6RCR|7ZMB|8SELL|9MLV|aCDMG
595	44113 13123	   	161.88	DCR|3DMG|1AART|1VULN	1FEWX|2BEXP|39aDMG|4VULN|5DUST|6RCR|7TLV|8AART
596	64252 13123	   	161.88	DCR|3DMG|1AART|1VULN	1VULN|2BEXP|3DUST|49aDMG|5FEWX|6RCR|7TLV|8AART
597	12165 21533	   	161.88	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1ASPD|26CDMG|3DUR|4DMG|5AART|7RCR|8VULN|9NUKE|aLEGI
598	12365 21116	   	161.88	DCR|1AART|1VULN|1DMG|2CDMG|1DUR|1ASPD	1ASPD|26CDMG|3VULN|4DMG|5AART|7RCR|8DUR|9ERES|aMBVNT
599	12365 21133	   	161.88	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1ASPD|26CDMG|3VULN|4DMG|5AART|7RCR|8DUR|9NUKE|aLEGI
600	12365 21135	   	161.88	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1ASPD|26CDMG|3VULN|4DMG|5AART|7RCR|8DUR|9NUKE|aMBVNT
601	22165 21533	   	161.88	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1DMG|26CDMG|3DUR|4ASPD|5AART|7RCR|8VULN|9NUKE|aLEGI
602	22365 21116	   	161.88	DCR|1AART|1VULN|1DMG|2CDMG|1DUR|1ASPD	1DMG|26CDMG|3VULN|4ASPD|5AART|7RCR|8DUR|9ERES|aMBVNT
603	22365 21133	   	161.88	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1DMG|26CDMG|3VULN|4ASPD|5AART|7RCR|8DUR|9NUKE|aLEGI
604	22365 21135	   	161.88	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1DMG|26CDMG|3VULN|4ASPD|5AART|7RCR|8DUR|9NUKE|aMBVNT
605	25332 24124	   	161.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DMG|2ZMB|3CGEN|49VULN|5LEGI|6RCVC|7RCR|8AART|aDUR
606	24235 22224	   	161.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DMG|2DUR|3LWND|4AART|5RCVC|6ZMB|7ERES|8RCR|9aVULN
607	25331 34321	   	161.86	DCR|2VULN|2DMG|1CDMG|1ZMB	16DMG|2ZMB|3CGEN|48VULN|5BEXP|7RCR|9CDMG|aRMIN
608	25331 34322	   	161.86	DCR|2VULN|2DMG|1CDMG|1ZMB	16DMG|2ZMB|3CGEN|48VULN|5BEXP|7RCR|9CDMG|aBELT
609	25331 34324	   	161.86	DCR|2VULN|2DMG|1CDMG|1ZMB	16DMG|2ZMB|3aCGEN|48VULN|5BEXP|7RCR|9CDMG
610	25331 34326	   	161.86	DCR|2VULN|2DMG|1CDMG|1ZMB	16DMG|2ZMB|3CGEN|48VULN|5BEXP|7RCR|9CDMG|aLIT
611	22525 63331	   	161.85	DCR|1AART|1VULN|1DMG|2CDMG|1FLTHEA	1DMG|26CDMG|36CGEN|4LEGI|5AART|6BPWR|7RCR|8LIT|9VULN|aFLTHEA
612	22555 23331	   	161.85	DCR|1AART|1DMG|2CDMG|1VULN|1FLTHEA	1DMG|26CDMG|3CGEN|4FEWX|5AART|7RCR|8LIT|9VULN|aFLTHEA
613	26314 31185	   	161.84	DCR|3DMG|2VULN|1ASPD|1DUR	156DMG|2FEWX|3MBVNT|4aVULN|7DUR|8ASPD|9RCR
614	22311 53527	   	161.81	DCR|2VULN|2DMG|2CDMG|1ASPD	1aDMG|24CDMG|3aVULN|5MBVNT|6LIT|7ASPD|8RCR|9aFEWX|aBPWR
615	22266 23233	   	161.79	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1SELL	1DMG|2CDMG|3LIT|4SELL|5RCR|6LHND|7ASPD|8aVULN|9AART
616	22266 23236	 * 	161.79	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1SELL	1aDMG|2CDMG|3LIT|4SELL|5RCR|6LHND|7ASPD|8VULN|9AART
617	22324 24161	   	161.79	DCR|2AART|1VULN|1DMG|2CDMG|1DUR	1DMG|27CDMG|3VULN|4FEWX|56AART|8DUR|9RCR|aLHND
618	12341 45132	   	161.78	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ASPD	1ASPD|2CDMG|3VULN|4LIT|5DUST|6RCR|7MLV|8FLTHEA|9DMG|aAART
619	22346 42112	   	161.78	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1DUR	1DMG|2CDMG|3VULN|4LIT|5DUR|6RCR|7TLV|8FLTHEA|9CGEN|aAART
620	25335 34321	   	161.76	DCR|2VULN|2DMG|1CDMG|1ZMB	16DMG|2ZMB|3CGEN|48VULN|5DUST|7RCR|9CDMG|aRMIN
621	25335 34322	   	161.76	DCR|2VULN|2DMG|1CDMG|1ZMB	16DMG|2ZMB|3CGEN|48VULN|5DUST|7RCR|9CDMG|aBELT
622	24318 11524	   	161.76	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1DMG|28DUR|3MBVNT|46VULN|5AART|7ZMB|9LWND|aRCR
623	24318 14218	   	161.76	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1DMG|28DUR|3MBVNT|46VULN|5AART|7LHND|9ZMB|aRCR
624	22525 23331	   	161.75	DCR|1AART|1VULN|1DMG|2CDMG|1FLTHEA	1DMG|26CDMG|3CGEN|4LEGI|5AART|7RCR|8LIT|9VULN|aFLTHEA
625	24318 48343	   	161.71	DCR|2VULN|2AART|1DMG|1DUR	1DMG|2DUR|3MBVNT|47VULN|5aAART|6LIT|8RCR|9BEXP
626	35112 13526	   	161.71	DCR|2VULN|2DMG|2CDMG|1ASPD	1RPLT|2aDMG|3ASPD|4aCDMG|5LHND|6MBVNT|7TLV|8RCR|9aVULN|aBPWR
627	22324 24163	   	161.69	DCR|2AART|1VULN|1DMG|2CDMG|1DUR	1DMG|27CDMG|3VULN|4FEWX|56AART|8DUR|9RCR|aLEGI
628	12341 42132	   	161.68	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ASPD	1ASPD|2CDMG|3VULN|4LIT|5DUST|6RCR|7TLV|8FLTHEA|9DMG|aAART
629	11324 67246	   	161.68	DCR|2VULN|1AART|2CDMG|2ASPD	19ASPD|29BEXP|3MBVNT|4DUST|5AART|6RCR|7aVULN|89CDMG|9BPWR
630	21347 14526	   	161.67	DCR|3DMG|2VULN|1ZMB	159DMG|259BEXP|3MBVNT|4BELT|59BPWR|69VULN|7RCVC|8RCR|aZMB
631	25634 32123	   	161.66	DCR|3DMG|1AART|1ZMB|1DUR	19aDMG|2ZMB|3FEWX|4DUST|5AART|6RCR|7DUR|8LHND
632	23352 62333	   	161.62	DCR|2AART|1VULN|1DMG|2DUR|1ZMB	1DMG|2LIT|37AART|4SNIHEL|5ZMB|69DUR|8RCR|aVULN
633	51353 62333	   	161.62	DCR|2AART|1VULN|1DMG|2DUR|1ZMB	1LIT|2ZMB|37AART|4SNIHEL|5DMG|69DUR|8RCR|aVULN
634	35324 31321	   	161.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1RPLT|2DMG|34VULN|5AART|6LWND|7BELT|8DUR|9RCR|aCDMG
