0	Index      	 *	Score 	Summary	Detail	
1	14552 33123	 * 	178.07	DCR|4VULN|3ZMB|2CDMG	13aLWND|236ZMB|36aBPWR|4DMSP|569aVULN|7RCR|8aCDMG
493	21512 46121	   	153.37	DCR|3VULN|1DMG|1CDMG|1DUR	1FEWX|2DUR|349VULN|5DMG|6DUST|7RMIN|8RCR|aCDMG
494	31512 26121	   	153.37	DCR|3VULN|1DMG|1CDMG|1DUR	1DUST|2DUR|349VULN|5DMG|6BEXP|7RMIN|8RCR|aCDMG
495	31512 26152	   	153.37	DCR|3VULN|1DMG|1CDMG|1DUR	1DUST|2DUR|34aVULN|5DMG|6BEXP|7RMIN|8RCR|9CDMG
496	31512 61432	   	153.37	DCR|3VULN|1DMG|1CDMG|1DUR	1DUST|2DUR|349VULN|5DMG|6CDMG|7CGEN|8RCR|aLHND
497	21512 45121	   	153.27	DCR|3VULN|1DMG|1CDMG|1DUR	1FEWX|2DUR|349VULN|5DMG|6DUST|7TLV|8RCR|aCDMG
498	31512 25121	   	153.27	DCR|3VULN|1DMG|1CDMG|1DUR	1DUST|2DUR|349VULN|5DMG|6BEXP|7TLV|8RCR|aCDMG
499	31512 25152	   	153.27	DCR|3VULN|1DMG|1CDMG|1DUR	1DUST|2DUR|34aVULN|5DMG|6BEXP|7TLV|8RCR|9CDMG
500	31512 61431	   	153.27	DCR|3VULN|1DMG|1CDMG|1DUR	1DUST|2DUR|349VULN|5DMG|6CDMG|7CGEN|8RCR|aERES
501	31512 61433	   	153.27	DCR|3VULN|1DMG|1CDMG|1DUR	1DUST|2DUR|349VULN|5DMG|6CDMG|7CGEN|8RCR|aTLV
502	16513 12631	   	153.17	ACR|3VULN|1AART|2DUR	19LWND|2FEWX|349VULN|5RCR|6RCVC|7AART|89DUR|9BPWR|aLHND
503	11512 36211	   	153.10	DCR|2VULN|2DMG|1CDMG|1DUR	167LWND|2DUR|34VULN|56DMG|6BPWR|8CDMG|9RCR|aMLV
504	11512 36212	   	153.10	DCR|2VULN|2DMG|1CDMG|1DUR	167LWND|2DUR|34VULN|56DMG|6BPWR|8CDMG|9RCR|aCGEN
505	11512 36213	   	153.10	DCR|2VULN|2DMG|1CDMG|1DUR	167LWND|2DUR|34VULN|56DMG|6BPWR|8CDMG|9RCR|aMGNSTR
506	11512 36215	   	153.10	DCR|2VULN|2DMG|1CDMG|1DUR	167LWND|2DUR|34VULN|56DMG|6BPWR|8CDMG|9RCR|aBEXP
507	16513 12633	   	153.07	ACR|3VULN|1AART|2DUR	19LWND|2FEWX|349VULN|5RCR|6RCVC|7AART|89DUR|9BPWR|aERES
508	11512 36216	   	153.00	DCR|2VULN|2DMG|1CDMG|1DUR	167LWND|2DUR|34VULN|56DMG|6BPWR|8CDMG|9RCR|aDUST
509	63113 21488	   	152.95	ACR|2DMG|1AART|1VULN|1ZMB	1CGEN|2ZMB|3VULN|4BEXP|5RCR|6MBVNT|7RMIN|8AART|9aDMG
510	16513 28431	   	152.95	ACR|2VULN|1AART|1DMG|1ZMB	1LWND|2FEWX|34VULN|5RCR|6MBVNT|7ZMB|8AART|9LIT|aDMG
511	11513 41133	   	152.94	ACR|3VULN|2CDMG|1ZMB|1DUR	1aLWND|2DUR|34aVULN|5RCR|6BEXP|7ZMB|8aCDMG|9RCVC|aBPWR
512	21513 31133	   	152.94	ACR|3VULN|2CDMG|1ZMB|1DUR	1aFEWX|2DUR|34aVULN|5RCR|6LHND|7ZMB|8aCDMG|9RCVC|aBPWR
513	53431 12353	   	152.94	ACR|2VULN|1AART|1CDMG|1ZMB	1ERES|2ZMB|3RCVC|4RCR|5LHND|6LWND|7AART|8CDMG|9aVULN
514	65126 22233	   	152.87	DCR|2VULN|1AART|1DMG|1ASPD	1CGEN|2DMG|3aVULN|4MLV|5ASPD|6RCVC|7RCR|8RPLT|9AART
515	65611 23121	   	152.86	DCR|3DMG|2VULN	13CGEN|235DMG|3BPWR|4ERES|6BEXP|7RCR|8RPLT|9aVULN
516	53113 21438	   	152.85	ACR|2DMG|1AART|1VULN|1ZMB	1ERES|2ZMB|3VULN|4BEXP|5RCR|6MBVNT|7RMIN|8AART|9aDMG
517	53113 23438	   	152.85	ACR|2DMG|1AART|1VULN|1ZMB	1ERES|2ZMB|3VULN|4BEXP|5RCR|6MBVNT|7CGEN|8AART|9aDMG
518	11152 36161	 * 	152.85	DCR|2VULN|1AART|1CDMG|2DUR	16LWND|2aDUR|3AART|45VULN|7RCR|8RMIN|9CDMG
519	61161 32533	   	152.82	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1CGEN|2CDMG|3FEWX|45DMG|6VULN|7RCR|8ZMB|9RCVC|aDUR
520	31512 33364	   	152.80	DCR|2VULN|2DMG|1CDMG|1DUR	167DUST|2DUR|34VULN|56DMG|6BPWR|8RMIN|9RCR|aCDMG
521	11511 61474	   	152.79	DCR|3VULN|1AART|1ASPD|1DUR	1LWND|2DUR|348VULN|5LHND|6MBVNT|7RCR|9AART|aASPD
522	65134 13222	 * 	152.79	ACR|2DMG|2AART|1VULN	1CGEN|28DMG|3VULN|4DMSP|5RCR|6LWND|7ERES|9aAART
523	11515 36121	   	152.76	DCR|2VULN|1AART|1DMG|1DUR	16LWND|2DUR|34VULN|5AART|7RCR|8RMIN|9DMG|aLHND
524	11515 36321	   	152.76	DCR|2VULN|1AART|1DMG|1DUR	16LWND|2DUR|34VULN|5AART|7RCR|8CGEN|9DMG|aLHND
525	26521 23631	   	152.76	DCR|2VULN|2DMG|1CDMG|1ASPD|1SELL	128FEWX|3CDMG|48VULN|58DMG|6SELL|7RCVC|8BPWR|9ASPD|aRCR
526	21512 23116	   	152.75	DCR|2VULN|2DMG|1ZMB|1DUR	1FEWX|2DUR|34VULN|5aDMG|6BEXP|7ZMB|8RCR|9LHND
527	31513 31133	   	152.74	ACR|3VULN|2CDMG|1ZMB|1DUR	1aDUST|2DUR|34aVULN|5RCR|6LHND|7ZMB|8aCDMG|9RCVC|aBPWR
528	53433 13313	   	152.72	ACR|2VULN|1AART|2DUR|1ZMB	1ERES|2ZMB|3RCVC|4RCR|5AART|69DUR|7aVULN|8RPLT
529	51161 32533	   	152.72	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1ERES|2CDMG|3FEWX|45DMG|6VULN|7RCR|8ZMB|9RCVC|aDUR
530	11122 22564	 * 	152.70	DCR|2VULN|1AART|3CDMG|1DUR	1LWND|2DUR|3AART|469CDMG|58VULN|7RPLT|aRCR
531	11122 32264	   	152.70	DCR|2VULN|1AART|3CDMG|1DUR	1LWND|2DUR|3AART|489CDMG|56VULN|7RPLT|aRCR
532	21122 22564	   	152.70	DCR|2VULN|1AART|3CDMG|1DUR	1FEWX|2DUR|3AART|469CDMG|58VULN|7RPLT|aRCR
533	21122 32264	   	152.70	DCR|2VULN|1AART|3CDMG|1DUR	1FEWX|2DUR|3AART|489CDMG|56VULN|7RPLT|aRCR
534	55134 11222	   	152.69	ACR|2DMG|2AART|1VULN	1ERES|28DMG|3VULN|4DMSP|5RCR|6LWND|7TLV|9aAART
535	11515 36123	   	152.66	DCR|2VULN|1AART|1DMG|1DUR	16LWND|2DUR|34VULN|5AART|7RCR|8RMIN|9DMG|aERES
536	11515 36323	   	152.66	DCR|2VULN|1AART|1DMG|1DUR	16LWND|2DUR|34VULN|5AART|7RCR|8CGEN|9DMG|aERES
537	65134 21313	 * 	152.66	ACR|1AART|1VULN|1DMG|2CDMG|1ASPD	1CGEN|2DMG|3VULN|4DMSP|5RCR|6RCVC|78CDMG|9ASPD|aAART
538	21512 43116	   	152.65	DCR|2VULN|2DMG|1ZMB|1DUR	1FEWX|2DUR|34VULN|5aDMG|6DUST|7ZMB|8RCR|9LHND
539	31512 23116	   	152.65	DCR|2VULN|2DMG|1ZMB|1DUR	1DUST|2DUR|34VULN|5aDMG|6BEXP|7ZMB|8RCR|9LHND
540	31512 23136	   	152.65	DCR|2VULN|2DMG|1ZMB|1DUR	1DUST|2DUR|34VULN|5aDMG|6BEXP|7ZMB|8RCR|9FEWX
541	11512 23116	   	152.65	DCR|2VULN|2DMG|1ZMB|1DUR	1LWND|2DUR|34VULN|5aDMG|6BEXP|7ZMB|8RCR|9LEGI
542	11512 23136	   	152.65	DCR|2VULN|2DMG|1ZMB|1DUR	1LWND|2DUR|34VULN|5aDMG|6BEXP|7ZMB|8RCR|9DUST
543	21512 23166	   	152.65	DCR|2VULN|2DMG|1ZMB|1DUR	1FEWX|2DUR|34VULN|5aDMG|6BEXP|7ZMB|8RCR|9LEGI
544	11513 12164	   	152.61	ACR|2VULN|1AART|1CDMG|1DUR|1ASPD	1LWND|2DUR|34VULN|5RCR|6RCVC|7AART|8RMIN|9CDMG|aASPD
545	21513 12164	   	152.61	ACR|2VULN|1AART|1CDMG|1ASPD|1DUR	1FEWX|2DUR|34VULN|5RCR|6RCVC|7AART|8RMIN|9CDMG|aASPD
546	55134 21313	   	152.56	ACR|1AART|1VULN|1DMG|2CDMG|1ASPD	1ERES|2DMG|3VULN|4DMSP|5RCR|6RCVC|78CDMG|9ASPD|aAART
547	11512 43116	   	152.55	DCR|2VULN|2DMG|1ZMB|1DUR	1LWND|2DUR|34VULN|5aDMG|6DUST|7ZMB|8RCR|9LEGI
548	31512 23166	   	152.55	DCR|2VULN|2DMG|1ZMB|1DUR	1DUST|2DUR|34VULN|5aDMG|6BEXP|7ZMB|8RCR|9LEGI
549	11536 13226	   	152.51	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1LWND|2DUR|3VULN|4ASPD|58DMG|6RCVC|7ERES|9AART|aRCR
550	43163 43132	   	152.47	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1DUR|2CANSTR|3VULN|4ASPD|5LIT|6AART|7RCVC|8DMG|9RCR|aCDMG
551	11513 26123	   	152.47	ACR|3VULN|2CDMG|2DUR|1ASPD	1aLWND|2aDUR|349VULN|5RCR|6MBVNT|7ASPD|8aCDMG|aBPWR
552	63113 31523	   	152.45	ACR|2VULN|1AART|1DMG|1ZMB	1CGEN|2ZMB|38VULN|4BEXP|5RCR|6LHND|7RMIN|9AART|aDMG
553	63113 33523	   	152.45	ACR|2VULN|1AART|1DMG|1ZMB	1CGEN|2ZMB|38VULN|4BEXP|5RCR|6LHND|7MLV|9AART|aDMG
554	21536 31352	   	152.44	DCR|2VULN|1DMG|1CDMG|2DUR|1ASPD	1FEWX|28DUR|3aVULN|4ASPD|5DMG|6LWND|7RCR|9CDMG
555	63113 12425	   	152.44	ACR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1CGEN|2ZMB|3VULN|4BEXP|5RCR|6RCVC|7AART|8ASPD|9DMG|aDUR
556	55133 13226	   	152.40	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1ERES|2DMG|37VULN|4DMSP|5AART|6DUR|8BEXP|9ASPD|aRCR
557	55133 13326	   	152.40	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1ERES|2DMG|37VULN|4DMSP|5AART|6DUR|8FEWX|9ASPD|aRCR
558	31536 31352	   	152.34	DCR|2VULN|1DMG|1CDMG|2DUR|1ASPD	1DUST|28DUR|3aVULN|4ASPD|5DMG|6LWND|7RCR|9CDMG
559	53113 12425	   	152.34	ACR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1ERES|2ZMB|3VULN|4BEXP|5RCR|6RCVC|7AART|8ASPD|9DMG|aDUR
560	21522 64323	   	152.32	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1FEWX|25DUR|3VULN|4MGNLIT|6DMG|7RCR|8AART|9CDMG|aCGEN
561	11553 25133	   	152.29	ACR|2VULN|1AART|1DMG|1DUR	1LWND|2DUR|3aVULN|4CGEN|5RCR|6AART|7RCVC|8ERES|9DMG
562	53433 21632	   	152.27	ACR|3AART|1DMG|1CDMG|1ZMB	1ERES|2ZMB|3RCVC|4RCR|57aAART|6FEWX|8DMG|9CDMG
563	21123 23462	 * 	152.26	DCR|2AART|1DMG|2CDMG|1ASPD|1DUR	1FEWX|2DUR|3aAART|46CDMG|5BELT|7DMG|8RCR|9ASPD
564	21123 43461	   	152.26	DCR|2AART|1DMG|2CDMG|1ASPD|1DUR	1FEWX|2DUR|36AART|4aCDMG|5BELT|7DMG|8RCR|9ASPD
565	24233 32884	   	152.25	ACR|2VULN|1AART|1DMG|1ZMB	1FEWX|2ZMB|3DUST|4CGEN|5RCR|6aVULN|7MBVNT|8DMG|9AART
566	11426 21214	   	152.22	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1LWND|29DUR|3DMG|4ERES|5VULN|6FEWX|7RCR|8AART|aCDMG
567	21336 31214	   	152.22	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1FEWX|29DUR|3ERES|4DMG|5VULN|6LWND|7RCR|8AART|aCDMG
568	21426 31214	   	152.22	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1FEWX|29DUR|3DMG|4ERES|5VULN|6LWND|7RCR|8AART|aCDMG
569	21522 64321	   	152.22	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1FEWX|25DUR|3VULN|4MGNLIT|6DMG|7RCR|8AART|9CDMG|aERES
570	21522 64322	   	152.22	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1FEWX|25DUR|3VULN|4MGNLIT|6DMG|7RCR|8AART|9CDMG|aDUST
571	63113 12346	   	152.21	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1CGEN|2ZMB|3VULN|4BEXP|5RCR|6RCVC|7AART|8RPLT|9CDMG|aDMG
572	31123 23462	   	152.16	DCR|2AART|1DMG|2CDMG|1ASPD|1DUR	1DUST|2DUR|3aAART|46CDMG|5BELT|7DMG|8RCR|9ASPD
573	31123 43461	   	152.16	DCR|2AART|1DMG|2CDMG|1ASPD|1DUR	1DUST|2DUR|36AART|4aCDMG|5BELT|7DMG|8RCR|9ASPD
574	63164 21323	   	152.15	ACR|2VULN|1AART|2ZMB|1CDMG|1SELL	1CGEN|24ZMB|3aVULN|5RCR|6RCVC|7CDMG|8SELL|9AART
575	31336 31214	   	152.12	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1DUST|29DUR|3ERES|4DMG|5VULN|6LWND|7RCR|8AART|aCDMG
576	31426 31214	   	152.12	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1DUST|29DUR|3DMG|4ERES|5VULN|6LWND|7RCR|8AART|aCDMG
577	11513 12121	   	152.09	ACR|2VULN|1AART|1DMG|1DUR	1LWND|2DUR|34VULN|5RCR|6RCVC|7AART|8RMIN|9DMG|aLHND
578	11513 12321	   	152.09	ACR|2VULN|1AART|1DMG|1DUR	1LWND|2DUR|34VULN|5RCR|6RCVC|7AART|8CGEN|9DMG|aLHND
579	21513 12121	   	152.09	ACR|2VULN|1AART|1DMG|1DUR	1FEWX|2DUR|34VULN|5RCR|6RCVC|7AART|8RMIN|9DMG|aLHND
580	21513 12321	   	152.09	ACR|2VULN|1AART|1DMG|1DUR	1FEWX|2DUR|34VULN|5RCR|6RCVC|7AART|8CGEN|9DMG|aLHND
581	46513 12121	   	152.09	ACR|2VULN|1AART|1DMG|1DUR	1DUR|2FEWX|34VULN|5RCR|6RCVC|7AART|8RMIN|9DMG|aLHND
582	46513 12321	   	152.09	ACR|2VULN|1AART|1DMG|1DUR	1DUR|2FEWX|34VULN|5RCR|6RCVC|7AART|8CGEN|9DMG|aLHND
583	16513 12421	   	152.09	ACR|2VULN|1AART|1DMG|1ASPD	1LWND|2FEWX|34VULN|5RCR|6RCVC|7AART|8ASPD|9DMG|aLHND
584	16513 12125	   	152.09	ACR|2VULN|1AART|1DMG|1DUR	1LWND|2FEWX|34VULN|5RCR|6RCVC|7AART|8RMIN|9DMG|aDUR
585	16513 12325	   	152.09	ACR|2VULN|1AART|1DMG|1DUR	1LWND|2FEWX|34VULN|5RCR|6RCVC|7AART|8CGEN|9DMG|aDUR
586	26113 12426	   	152.09	ACR|2DMG|1AART|1VULN|1ASPD	12FEWX|3VULN|4BEXP|5RCR|6RCVC|7AART|8ASPD|9aDMG
587	11513 12123	   	151.99	ACR|2VULN|1AART|1DMG|1DUR	1LWND|2DUR|34VULN|5RCR|6RCVC|7AART|8RMIN|9DMG|aERES
588	11513 12323	   	151.99	ACR|2VULN|1AART|1DMG|1DUR	1LWND|2DUR|34VULN|5RCR|6RCVC|7AART|8CGEN|9DMG|aERES
589	21513 12123	   	151.99	ACR|2VULN|1AART|1DMG|1DUR	1FEWX|2DUR|34VULN|5RCR|6RCVC|7AART|8RMIN|9DMG|aERES
590	21513 12323	   	151.99	ACR|2VULN|1AART|1DMG|1DUR	1FEWX|2DUR|34VULN|5RCR|6RCVC|7AART|8CGEN|9DMG|aERES
591	31513 12121	   	151.99	ACR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|34VULN|5RCR|6RCVC|7AART|8RMIN|9DMG|aLHND
592	31513 12122	   	151.99	ACR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|34VULN|5RCR|6RCVC|7AART|8RMIN|9DMG|aBEXP
593	31513 12321	   	151.99	ACR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|34VULN|5RCR|6RCVC|7AART|8CGEN|9DMG|aLHND
594	31513 12322	   	151.99	ACR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|34VULN|5RCR|6RCVC|7AART|8CGEN|9DMG|aBEXP
595	46513 12123	   	151.99	ACR|2VULN|1AART|1DMG|1DUR	1DUR|2FEWX|34VULN|5RCR|6RCVC|7AART|8RMIN|9DMG|aERES
596	46513 12323	   	151.99	ACR|2VULN|1AART|1DMG|1DUR	1DUR|2FEWX|34VULN|5RCR|6RCVC|7AART|8CGEN|9DMG|aERES
597	16513 12423	   	151.99	ACR|2VULN|1AART|1DMG|1ASPD	1LWND|2FEWX|34VULN|5RCR|6RCVC|7AART|8ASPD|9DMG|aERES
598	35513 12125	   	151.99	ACR|2VULN|1AART|1DMG|1DUR	1DUST|2BEXP|34VULN|5RCR|6RCVC|7AART|8RMIN|9DMG|aDUR
599	35513 12325	   	151.99	ACR|2VULN|1AART|1DMG|1DUR	1DUST|2BEXP|34VULN|5RCR|6RCVC|7AART|8CGEN|9DMG|aDUR
600	35513 12421	   	151.99	ACR|2VULN|1AART|1DMG|1ASPD	1DUST|2BEXP|34VULN|5RCR|6RCVC|7AART|8ASPD|9DMG|aLHND
601	35513 12422	   	151.99	ACR|2VULN|1AART|1DMG|1ASPD	1DUST|2aBEXP|34VULN|5RCR|6RCVC|7AART|8ASPD|9DMG
602	35513 12423	   	151.99	ACR|2VULN|1AART|1DMG|1ASPD	1DUST|2BEXP|34VULN|5RCR|6RCVC|7AART|8ASPD|9DMG|aBELT
603	36513 12125	   	151.99	ACR|2VULN|1AART|1DMG|1DUR	1DUST|2FEWX|34VULN|5RCR|6RCVC|7AART|8RMIN|9DMG|aDUR
604	36513 12325	   	151.99	ACR|2VULN|1AART|1DMG|1DUR	1DUST|2FEWX|34VULN|5RCR|6RCVC|7AART|8CGEN|9DMG|aDUR
605	36513 12421	   	151.99	ACR|2VULN|1AART|1DMG|1ASPD	1DUST|2FEWX|34VULN|5RCR|6RCVC|7AART|8ASPD|9DMG|aLHND
606	36513 12422	   	151.99	ACR|2VULN|1AART|1DMG|1ASPD	1DUST|2FEWX|34VULN|5RCR|6RCVC|7AART|8ASPD|9DMG|aBEXP
607	26133 12426	   	151.99	ACR|2DMG|1AART|1VULN|1ASPD	12FEWX|3VULN|4LEGI|5RCR|6RCVC|7AART|8ASPD|9aDMG
608	24333 21422	   	151.92	DCR|2VULN|2AART|1ZMB	15FEWX|2ZMB|3MGNLIT|4RCVC|6RCR|7aVULN|89AART
609	31513 12123	   	151.89	ACR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|34VULN|5RCR|6RCVC|7AART|8RMIN|9DMG|aERES
610	31513 12133	   	151.89	ACR|2VULN|1AART|1DMG|1DUR	19DUST|2DUR|34VULN|5RCR|6RCVC|7AART|8RMIN|aDMG
611	31513 12323	   	151.89	ACR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|34VULN|5RCR|6RCVC|7AART|8CGEN|9DMG|aERES
612	31513 12333	   	151.89	ACR|2VULN|1AART|1DMG|1DUR	19DUST|2DUR|34VULN|5RCR|6RCVC|7AART|8CGEN|aDMG
613	35513 12433	   	151.89	ACR|2VULN|1AART|1DMG|1ASPD	19DUST|2BEXP|34VULN|5RCR|6RCVC|7AART|8ASPD|aDMG
614	36513 12423	   	151.89	ACR|2VULN|1AART|1DMG|1ASPD	1DUST|2FEWX|34VULN|5RCR|6RCVC|7AART|8ASPD|9DMG|aERES
615	21513 24358	 * 	151.78	ACR|2VULN|1DMG|1CDMG|1FLTHEA|1DUR	1FEWX|2DUR|34VULN|5RCR|6MBVNT|7FLTHEA|8LIT|9DMG|aCDMG
616	11513 31122	   	151.76	ACR|3VULN|1CDMG|1ZMB|1DUR|1ASPD	1LWND|2DUR|34aVULN|5RCR|6LHND|7ZMB|8CDMG|9ASPD
617	11513 31252	   	151.76	ACR|3VULN|1CDMG|1ZMB|1DUR|1ASPD	1LWND|2DUR|34aVULN|5RCR|6LHND|7ZMB|8ASPD|9CDMG
618	11513 41252	   	151.76	ACR|3VULN|1CDMG|1ZMB|1DUR|1ASPD	1LWND|2DUR|34aVULN|5RCR|6BEXP|7ZMB|8ASPD|9CDMG
619	21513 31122	   	151.76	ACR|3VULN|1CDMG|1ZMB|1ASPD|1DUR	1FEWX|2DUR|34aVULN|5RCR|6LHND|7ZMB|8CDMG|9ASPD
620	21513 31252	   	151.76	ACR|3VULN|1CDMG|1ZMB|1ASPD|1DUR	1FEWX|2DUR|34aVULN|5RCR|6LHND|7ZMB|8ASPD|9CDMG
621	21513 41221	   	151.76	ACR|3VULN|1CDMG|1ZMB|1ASPD|1DUR	1FEWX|2DUR|349VULN|5RCR|6BEXP|7ZMB|8ASPD|aCDMG
622	21513 41252	   	151.76	ACR|3VULN|1CDMG|1ZMB|1ASPD|1DUR	1FEWX|2DUR|34aVULN|5RCR|6BEXP|7ZMB|8ASPD|9CDMG
623	46513 31122	   	151.76	ACR|3VULN|1CDMG|1ZMB|1ASPD|1DUR	1DUR|2FEWX|34aVULN|5RCR|6LHND|7ZMB|8CDMG|9ASPD
624	21513 35531	   	151.76	ACR|3VULN|1CDMG|1ZMB|1ASPD|1DUR	1FEWX|2DUR|348VULN|5RCR|6LHND|7ASPD|9ZMB|aCDMG
625	11533 41235	   	151.76	DCR|2AART|1DMG|1VULN|1ASPD|1DUR	1LWND|2DUR|3VULN|4ASPD|5LHND|6CGEN|7RCR|8aAART|9DMG
626	11533 51235	   	151.76	DCR|2AART|1VULN|1DMG|1ASPD|1DUR	1LWND|2DUR|3VULN|4ASPD|5LHND|6RMIN|7RCR|8aAART|9DMG
627	11511 61216	   	151.75	DCR|3VULN|1AART|2DUR	1LWND|29DUR|34aVULN|5LHND|6MBVNT|7RCR|8AART
628	21511 21216	   	151.75	DCR|3VULN|1AART|2DUR	1FEWX|29DUR|34aVULN|5LWND|6MBVNT|7RCR|8AART
629	21514 21216	   	151.75	DCR|3VULN|1AART|2DUR	1FEWX|29DUR|34aVULN|5LHND|6MBVNT|7RCR|8AART
630	24332 34325	   	151.72	DCR|2VULN|1AART|1CDMG|1ZMB	1FEWX|2ZMB|3MGNLIT|4RCVC|5LHND|6aVULN|7RCR|8AART|9CDMG
631	51161 32362	 * 	151.72	DCR|2DMG|1VULN|2CDMG|2DUR	1ERES|28CDMG|3FEWX|45DMG|6VULN|7RCR|9aDUR
632	11121 32363	   	151.70	DCR|2AART|2VULN|1CDMG|1DUR	1LWND|2DUR|37AART|4CDMG|5CGEN|68VULN|9LSRHEA|aRCR
633	31513 24358	   	151.68	ACR|2VULN|1DMG|1CDMG|1FLTHEA|1DUR	1DUST|2DUR|34VULN|5RCR|6MBVNT|7FLTHEA|8LIT|9DMG|aCDMG
634	11513 26254	 * 	151.68	ACR|2VULN|1DMG|2ASPD|1CDMG|1DUR	1LWND|2DUR|34VULN|5RCR|6MBVNT|78ASPD|9CDMG|aDMG
635	11513 28262	   	151.66	ACR|3VULN|1CDMG|1ZMB|1DUR|1ASPD	1LWND|2DUR|34aVULN|5RCR|6MBVNT|7ZMB|8ASPD|9CDMG
636	31513 31122	   	151.66	ACR|3VULN|1CDMG|1ZMB|1ASPD|1DUR	1DUST|2DUR|34aVULN|5RCR|6LHND|7ZMB|8CDMG|9ASPD
637	31513 31252	   	151.66	ACR|3VULN|1CDMG|1ZMB|1ASPD|1DUR	1DUST|2DUR|34aVULN|5RCR|6LHND|7ZMB|8ASPD|9CDMG
638	31513 41221	   	151.66	ACR|3VULN|1CDMG|1ZMB|1ASPD|1DUR	1DUST|2DUR|349VULN|5RCR|6BEXP|7ZMB|8ASPD|aCDMG
639	31513 41252	   	151.66	ACR|3VULN|1CDMG|1ZMB|1ASPD|1DUR	1DUST|2DUR|34aVULN|5RCR|6BEXP|7ZMB|8ASPD|9CDMG
640	11513 28124	   	151.66	ACR|3VULN|1CDMG|1ZMB|1DUR|1ASPD	1LWND|2DUR|349VULN|5RCR|6MBVNT|7ZMB|8CDMG|aASPD
641	31513 35531	   	151.66	ACR|3VULN|1CDMG|1ZMB|1ASPD|1DUR	1DUST|2DUR|348VULN|5RCR|6LHND|7ASPD|9ZMB|aCDMG
642	11532 21232	   	151.66	DCR|2AART|1VULN|1DMG|1DUR|1ASPD	1LWND|2DUR|3VULN|4ASPD|5TLV|6FEWX|7RCR|8aAART|9DMG
643	11533 11232	   	151.66	DCR|2AART|1VULN|1DMG|1DUR|1ASPD	1LWND|2DUR|3VULN|4ASPD|5LHND|6TLV|7RCR|8aAART|9DMG
644	21532 31232	   	151.66	DCR|2AART|1VULN|1DMG|1DUR|1ASPD	1FEWX|2DUR|3VULN|4ASPD|5TLV|6LWND|7RCR|8aAART|9DMG
645	21533 11232	   	151.66	DCR|2AART|1VULN|1DMG|1DUR|1ASPD	1FEWX|2DUR|3VULN|4ASPD|5LHND|6TLV|7RCR|8aAART|9DMG
646	23136 31232	   	151.66	DCR|2AART|1VULN|1DMG|1DUR|1ASPD	1FEWX|2ASPD|3TLV|4DUR|5VULN|6LWND|7RCR|8aAART|9DMG
647	46532 31232	   	151.66	DCR|2AART|1VULN|1DMG|1DUR|1ASPD	1DUR|2FEWX|3VULN|4ASPD|5TLV|6LWND|7RCR|8aAART|9DMG
648	46533 11232	   	151.66	DCR|2AART|1VULN|1DMG|1DUR|1ASPD	1DUR|2FEWX|3VULN|4ASPD|5LHND|6TLV|7RCR|8aAART|9DMG
649	31511 21216	   	151.65	DCR|3VULN|1AART|2DUR	1DUST|29DUR|34aVULN|5LWND|6MBVNT|7RCR|8AART
650	31514 21216	   	151.65	DCR|3VULN|1AART|2DUR	1DUST|29DUR|34aVULN|5LHND|6MBVNT|7RCR|8AART
651	61131 32388	   	151.62	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1CGEN|2CDMG|3FEWX|46DUR|5VULN|7RCR|8MBVNT|9AART|aDMG
652	21432 34324	   	151.62	DCR|1AART|1DMG|1CDMG|1FLTHEA|1ZMB|1DUR	14FEWX|2DUR|3DMG|5LWND|6FLTHEA|7RCR|8AART|9CDMG|aZMB
653	11413 22423	   	151.57	DCR|2DMG|1VULN|2CDMG|2DUR|1SELL	1LWND|24DUR|38DMG|5aCDMG|6SELL|7RCR|9VULN
654	11414 32423	   	151.57	DCR|2DMG|1VULN|2CDMG|2DUR|1SELL	1LWND|24DUR|38DMG|5SELL|6aCDMG|7RCR|9VULN
