0	Index      	 *	Score 	Summary	Detail	
1	31832 54274	 * 	189.87	DCR|3DMG|1AART|1VULN|2ZMB|2DUR	149DMG|2MBVNT|3RPLT|59DUR|6RCR|7AART|89ZMB|9BPWR|aVULN
491	31818 54212	   	162.23	DCR|3DMG|1VULN|1CDMG|1ZMB	17aDMG|2MBVNT|3RPLT|4RMIN|5ZMB|6RCR|8CDMG|9VULN
492	61834 54212	   	162.23	DCR|3DMG|1VULN|1CDMG|1ZMB	1ZMB|2MBVNT|3RPLT|47aDMG|5MLV|6RCR|8CDMG|9VULN
493	32133 36526	   	162.23	DCR|3VULN|1DMG|1CDMG|1ZMB	1DMG|2ZMB|39aVULN|4LIT|5FEWX|6RCR|7DUST|8CDMG
494	14151 11223	   	162.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCVC|23VULN|4AART|5DMG|6LHND|7CDMG|8ASPD|9RCR|aCGEN
495	14151 11226	   	162.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCVC|23VULN|4AART|5DMG|6LHND|7CDMG|8ASPD|9RCR|aBELT
496	14151 21223	   	162.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCVC|23VULN|4AART|5DMG|6LWND|7CDMG|8ASPD|9RCR|aCGEN
497	14151 21226	   	162.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCVC|23VULN|4AART|5DMG|6LWND|7CDMG|8ASPD|9RCR|aBELT
498	14151 41223	   	162.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCVC|23VULN|4AART|5DMG|6FEWX|7CDMG|8ASPD|9RCR|aCGEN
499	36121 11223	   	162.21	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	15DMG|2VULN|3LWND|4AART|6DMSP|7CDMG|8ASPD|9RCR|aCGEN
500	36121 11226	   	162.21	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	15DMG|2VULN|3LWND|4AART|6DMSP|7CDMG|8ASPD|9RCR|aBELT
501	36121 51223	   	162.21	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	15DMG|2VULN|36LWND|4AART|7CDMG|8ASPD|9RCR|aCGEN
502	36121 51226	   	162.21	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	15DMG|2VULN|36LWND|4AART|7CDMG|8ASPD|9RCR|aBELT
503	14151 11124	   	162.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCVC|23VULN|4AART|5DMG|6LHND|7CDMG|8RMIN|9RCR|aASPD
504	14151 21124	   	162.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCVC|23VULN|4AART|5DMG|6LWND|7CDMG|8RMIN|9RCR|aASPD
505	36121 11124	   	162.21	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	15DMG|2VULN|3LWND|4AART|6DMSP|7CDMG|8RMIN|9RCR|aASPD
506	36121 11524	   	162.21	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	15DMG|2VULN|3LWND|4AART|6DMSP|7CDMG|8CGEN|9RCR|aASPD
507	36121 51124	   	162.21	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	15DMG|2VULN|36LWND|4AART|7CDMG|8RMIN|9RCR|aASPD
508	14123 34361	 * 	162.21	DCR|5VULN|1DMG	1RCVC|2359aVULN|4DMSP|6DMG|7RCR|8LIT
509	36335 13316	   	162.20	DCR|3VULN|2DMG|1DUR	18DMG|29aVULN|3BEXP|4DUR|5CGEN|6RCR|7RMIN
510	65342 13121	   	162.18	DCR|2AART|2DMG|1VULN|1ZMB	1ZMB|2DLOT|37AART|4MGNLIT|5VULN|69DMG|8CGEN|aRCR
511	32141 16318	   	162.13	DCR|3VULN|1DMG|1CDMG|1ZMB	1DMG|2ZMB|37aVULN|4DUST|5LHND|6RCR|8CDMG|9MBVNT
512	32141 16512	 * 	162.13	DCR|3VULN|1DMG|1FLTHEA|1ZMB	1DMG|2ZMB|379VULN|4DUST|5LHND|6RCR|8TLV|aFLTHEA
513	14151 11221	   	162.11	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCVC|23VULN|4AART|5DMG|6LHND|7CDMG|8ASPD|9RCR|aERES
514	14151 11222	   	162.11	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCVC|23VULN|4AART|5DMG|6LHND|7CDMG|8ASPD|9RCR|aMBVNT
515	14151 21221	   	162.11	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCVC|23VULN|4AART|5DMG|6LWND|7CDMG|8ASPD|9RCR|aERES
516	14151 21222	   	162.11	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCVC|23VULN|4AART|5DMG|6LWND|7CDMG|8ASPD|9RCR|aMBVNT
517	14151 41221	   	162.11	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCVC|23VULN|4AART|5DMG|6FEWX|7CDMG|8ASPD|9RCR|aERES
518	14151 41222	   	162.11	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCVC|23VULN|4AART|5DMG|6FEWX|7CDMG|8ASPD|9RCR|aMBVNT
519	36121 11221	   	162.11	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	15DMG|2VULN|3LWND|4AART|6DMSP|7CDMG|8ASPD|9RCR|aERES
520	36121 11222	   	162.11	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	15DMG|2VULN|3LWND|4AART|6DMSP|7CDMG|8ASPD|9RCR|aMBVNT
521	36121 51221	   	162.11	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	15DMG|2VULN|36LWND|4AART|7CDMG|8ASPD|9RCR|aERES
522	36121 51222	   	162.11	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	15DMG|2VULN|36LWND|4AART|7CDMG|8ASPD|9RCR|aMBVNT
523	36331 13316	   	162.10	DCR|3VULN|2DMG|1DUR	18DMG|29aVULN|3BEXP|4DUR|5TLV|6RCR|7RMIN
524	36331 14316	   	162.10	DCR|3VULN|2DMG|1DUR	18DMG|29aVULN|3BEXP|4DUR|5TLV|6RCR|7CGEN
525	36331 16316	   	162.10	DCR|3VULN|2DMG|1DUR	18DMG|29aVULN|3BEXP|4DUR|5TLV|6RCR|7MLV
526	32123 72317	   	162.09	DCR|2VULN|2DMG|1ZMB|1DUR|1ASPD	16DMG|2ZMB|39VULN|46BEXP|5MBVNT|6BPWR|7RCR|8ASPD|aDUR
527	36251 22624	   	162.07	DCR|4VULN|2DMG	17DMG|245aVULN|3DMSP|6FEWX|8MBVNT|9RCR
528	32142 16318	   	162.03	DCR|3VULN|1DMG|1CDMG|1ZMB	1DMG|2ZMB|37aVULN|4DUST|5LEGI|6RCR|8CDMG|9MBVNT
529	32142 16512	   	162.03	DCR|3VULN|1DMG|1FLTHEA|1ZMB	1DMG|2ZMB|379VULN|4DUST|5LEGI|6RCR|8TLV|aFLTHEA
530	31261 52418	   	161.99	DCR|2VULN|2DMG|1ZMB|1DUR|1ASPD	1aDMG|2MBVNT|3DMSP|49VULN|5ASPD|6DUR|7RCR|8ZMB
531	32451 42111	   	161.99	DCR|2VULN|2DMG|1ZMB|1ASPD|1DUR	19DMG|2ZMB|3NUKE|4aVULN|5ASPD|6DUR|7RCR|8BEXP
532	36122 42332	   	161.98	DCR|3VULN|1AART|1DMG	1DMG|289VULN|3LWND|4AART|5LHND|6LEGI|7RCR|aBEXP
533	36122 42335	   	161.98	DCR|3VULN|1AART|1DMG	1DMG|289VULN|3LWND|4AART|5LHND|6LEGI|7RCR|aFEWX
534	36122 42336	   	161.98	DCR|3VULN|1AART|1DMG	1DMG|289VULN|3LWND|4AART|5LHND|6LEGI|7RCR|aCGEN
535	35142 13312	   	161.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	13DMG|2DLOT|4ZMB|5BEXP|6CDMG|7AART|8FEWX|9VULN|aRCR
536	65142 13312	   	161.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ZMB|2DLOT|34DMG|5BEXP|6CDMG|7AART|8FEWX|9VULN|aRCR
537	32121 21212	   	161.97	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1aDMG|2ZMB|3VULN|4BEXP|5LHND|6RPLT|7RCR|8AART|9DUR
538	36144 21212	   	161.97	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1aDMG|2VULN|3LWND|4LHND|5ZMB|6RPLT|7RCR|8AART|9DUR
539	36314 21212	   	161.97	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1aDMG|2VULN|3BEXP|4LHND|5ZMB|6RPLT|7RCR|8AART|9DUR
540	36336 12131	   	161.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DMG|26VULN|3BEXP|4DUR|5LIT|7RCR|8AART|9ZMB|aCGEN
541	36336 12136	   	161.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DMG|26VULN|3BEXP|4DUR|5LIT|7RCR|8AART|9ZMB|aRMIN
542	36122 42124	   	161.88	DCR|3DMG|1AART|1VULN	18aDMG|2VULN|3LWND|4AART|5LHND|6LEGI|7RCR|9AIRHEL
543	36122 42333	   	161.88	DCR|3VULN|1AART|1DMG	1DMG|289VULN|3LWND|4AART|5LHND|6LEGI|7RCR|aERES
544	36122 42334	   	161.88	DCR|3VULN|1AART|1DMG	1DMG|289VULN|3LWND|4AART|5LHND|6LEGI|7RCR|aNUKE
545	35143 14112	   	161.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	13DMG|2DLOT|4ZMB|5LEGI|6CDMG|7AART|8BEXP|9VULN|aRCR
546	35141 21521	   	161.87	DCR|3DMG|1VULN|1CDMG|1ZMB|1DUR	135DMG|2DLOT|4ZMB|6VULN|7CDMG|8DUST|9RCR|aDUR
547	32122 21212	   	161.87	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1aDMG|2ZMB|3VULN|4BEXP|5LEGI|6RPLT|7RCR|8AART|9DUR
548	32141 21212	   	161.87	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1aDMG|2ZMB|3VULN|4DUST|5LHND|6RPLT|7RCR|8AART|9DUR
549	36114 21212	   	161.87	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1aDMG|2VULN|3LWND|4LEGI|5ZMB|6RPLT|7RCR|8AART|9DUR
550	36164 21212	   	161.87	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1aDMG|2VULN|3LWND|4DUST|5ZMB|6RPLT|7RCR|8AART|9DUR
551	36336 12132	   	161.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DMG|26VULN|3BEXP|4DUR|5LIT|7RCR|8AART|9ZMB|aLEGI
552	36414 21212	   	161.87	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1aDMG|2VULN|3DUST|4LHND|5ZMB|6RPLT|7RCR|8AART|9DUR
553	32123 72258	   	161.86	DCR|2VULN|2DMG|1CDMG|1ZMB	16DMG|2ZMB|3aVULN|46BEXP|5MBVNT|6BPWR|7RCR|8CDMG|9LWND
554	32123 72268	   	161.86	DCR|2VULN|2DMG|1CDMG|1ZMB	16DMG|2ZMB|3aVULN|46BEXP|5MBVNT|6BPWR|7RCR|8CDMG|9LHND
555	32123 72412	   	161.86	DCR|2VULN|2DMG|1FLTHEA|1ZMB	16DMG|2ZMB|39VULN|46BEXP|5MBVNT|6BPWR|7RCR|8CGEN|aFLTHEA
556	36311 21366	   	161.86	DCR|2VULN|2DMG|1CDMG|1ZMB	18DMG|28VULN|3BEXP|4LHND|58TLV|6RPLT|7RCR|8BPWR|9ZMB|aCDMG
557	36121 63126	   	161.82	DCR|3DMG|1AART|1VULN|1DUR	159DMG|2VULN|37LWND|4AART|6MGNSTR|8DUR|aRCR
558	66126 22332	 * 	161.79	DCR|2VULN|3ZMB|1AART|1ASPD	189ZMB|28VULN|3LWND|4AART|5DUST|68BEXP|7RCR|8BPWR|aASPD
559	22116 51212	   	161.77	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUST|2RPLT|3VULN|4LEGI|5ZMB|6aDMG|7RCR|8AART|9DUR
560	32142 21212	   	161.77	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1aDMG|2ZMB|3VULN|4DUST|5LEGI|6RPLT|7RCR|8AART|9DUR
561	32123 72612	   	161.76	DCR|2VULN|2DMG|1FLTHEA|1ZMB	16DMG|2ZMB|39VULN|46BEXP|5MBVNT|6BPWR|7RCR|8TLV|aFLTHEA
562	32133 52136	   	161.76	DCR|2VULN|2DMG|1CDMG|1ZMB	1aDMG|2ZMB|36VULN|4LIT|5FEWX|7RCR|8TLV|9CDMG
563	66122 12332	   	161.69	DCR|2VULN|3ZMB|1AART|1ASPD	189ZMB|28VULN|3LWND|4AART|5LHND|68DUST|7RCR|8BPWR|aASPD
564	32143 72337	   	161.66	DCR|2VULN|2DMG|1CDMG|1ZMB	16DMG|2ZMB|3aVULN|46DUST|5MBVNT|6BPWR|7RCR|8CDMG|9LIT
565	32451 52312	   	161.66	DCR|2VULN|2DMG|2ASPD|1ZMB	1aDMG|2ZMB|3NUKE|49VULN|58ASPD|6BEXP|7RCR
566	31211 66147	   	161.61	DCR|3DMG|2VULN|1CDMG	16aDMG|2MBVNT|3DMSP|4aTLV|5CDMG|7CGEN|8aVULN|9RCR|aBPWR
567	32143 72612	   	161.56	DCR|2VULN|2DMG|1FLTHEA|1ZMB	16DMG|2ZMB|39VULN|46DUST|5MBVNT|6BPWR|7RCR|8TLV|aFLTHEA
568	31261 14324	 * 	161.51	DCR|3VULN|2DMG|2ASPD	18DMG|2MBVNT|3DMSP|46aVULN|56ASPD|6BPWR|7ERES|9RCR
569	31112 15422	   	161.51	DCR|2VULN|2DMG|1AART	19DMG|2MBVNT|3LWND|4LHND|5LIT|6aVULN|7RCR|8AART
570	31643 23824	   	161.42	DCR|3VULN|3DMG	178DMG|2MBVNT|38CGEN|4MLV|5LIT|689VULN|8BPWR|aRCR
571	31225 31363	   	161.41	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	16DMG|2MBVNT|3DMSP|4DUR|5AART|7CDMG|8DUST|9RCR|aVULN
572	14433 16321	   	161.37	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1SELL	1RCVC|28VULN|3DMG|4ASPD|5AART|6CDMG|7SELL|9RCR|aDMSP
573	14633 16321	   	161.37	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1SELL	1RCVC|28VULN|3ASPD|4DMG|5AART|6CDMG|7SELL|9RCR|aDMSP
574	36233 16321	   	161.37	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1SELL	1DMG|28VULN|3aDMSP|4ASPD|5AART|6CDMG|7SELL|9RCR
575	36233 16324	   	161.37	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1SELL	1DMG|28VULN|3DMSP|4ASPD|5AART|6CDMG|7SELL|9RCR|aBEXP
576	36233 16325	   	161.37	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1SELL	1DMG|28VULN|3DMSP|4ASPD|5AART|6CDMG|7SELL|9RCR|aLWND
577	36233 16326	   	161.37	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1SELL	1DMG|28VULN|3DMSP|4ASPD|5AART|6CDMG|7SELL|9RCR|aFEWX
578	32123 74517	   	161.37	DCR|3VULN|2DMG|1ZMB	16DMG|2ZMB|39aVULN|46BEXP|5MBVNT|6BPWR|7ERES|8RCR
579	31638 23824	   	161.32	DCR|3VULN|3DMG	178DMG|2MBVNT|38CGEN|4LIT|5TLV|689VULN|8BPWR|aRCR
580	14433 16323	   	161.27	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1SELL	1RCVC|28VULN|3DMG|4ASPD|5AART|6CDMG|7SELL|9RCR|aLSRREG
581	14633 16323	   	161.27	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1SELL	1RCVC|28VULN|3ASPD|4DMG|5AART|6CDMG|7SELL|9RCR|aLSRREG
582	36233 16323	   	161.27	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1SELL	1DMG|28VULN|3DMSP|4ASPD|5AART|6CDMG|7SELL|9RCR|aLSRREG
583	31732 23824	   	161.22	DCR|3VULN|3DMG	178DMG|2MBVNT|38TLV|4LIT|5CGEN|689VULN|8BPWR|aRCR
584	14153 31143	   	161.19	DCR|2AART|2VULN|1CDMG|2DUR	1RCVC|23VULN|49AART|5aDUR|6ERES|7CDMG|8RCR
585	36122 12134	   	161.18	DCR|2DMG|1AART|1VULN|2ZMB	18DMG|2VULN|3LWND|4AART|5LHND|6DUST|7RCR|9aZMB
586	36122 12334	   	161.18	DCR|2VULN|1AART|1DMG|2ZMB	1DMG|28VULN|3LWND|4AART|5LHND|6DUST|7RCR|9aZMB
587	36123 22134	   	161.18	DCR|2DMG|1AART|1VULN|2ZMB	18DMG|2VULN|3LWND|4AART|5DUST|6BEXP|7RCR|9aZMB
588	36123 42134	   	161.18	DCR|2DMG|1AART|1VULN|2ZMB	18DMG|2VULN|3LWND|4AART|5DUST|6LHND|7RCR|9aZMB
589	36123 42334	   	161.18	DCR|2VULN|1AART|1DMG|2ZMB	1DMG|28VULN|3LWND|4AART|5DUST|6LHND|7RCR|9aZMB
590	66122 12124	   	161.18	DCR|2VULN|1AART|1DMG|2ZMB	1aZMB|29VULN|3LWND|4AART|5LHND|6DUST|7RCR|8DMG
591	31833 48123	   	161.16	DCR|3DMG|1VULN|2ASPD|2DUR	148DMG|2MBVNT|3RPLT|58ASPD|68DUR|7RCR|8BPWR|9VULN|aRMIN
592	31833 48124	   	161.06	DCR|3DMG|1VULN|2ASPD|2DUR	148DMG|2MBVNT|3RPLT|58ASPD|68DUR|7RCR|8BPWR|9VULN|aERES
593	31833 48126	   	161.06	DCR|3DMG|1VULN|2ASPD|2DUR	148DMG|2MBVNT|3RPLT|58ASPD|68DUR|7RCR|8BPWR|9VULN|aDUST
594	31833 48128	   	161.06	DCR|3DMG|1VULN|2ASPD|2DUR	148DMG|2MBVNT|3RPLT|58ASPD|68DUR|7RCR|8BPWR|9VULN|aLSRHEA
595	31833 48132	   	161.06	DCR|3DMG|1VULN|2ASPD|2DUR	148DMG|2MBVNT|3RPLT|58ASPD|68DUR|7RCR|8BPWR|9DUST|aVULN
596	36124 32121	   	161.06	DCR|2VULN|2DMG|1AART|1CDMG|1DUR|1MSE	18DMG|29VULN|3LWND|4AART|5DUR|6MSE|7RCR|aCDMG
597	36334 21533	   	160.77	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	18DMG|2VULN|3BEXP|4DUR|5ZMB|6RPLT|7RCR|9LHND|aAART
598	32121 21555	   	160.77	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	18DMG|2ZMB|3VULN|4BEXP|5LHND|6RPLT|7RCR|9ASPD|aAART
599	32123 72118	   	160.77	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	16DMG|2ZMB|3VULN|468BEXP|5MBVNT|6BPWR|7RCR|9DUR|aAART
600	25231 53353	   	160.67	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1DUST|2ZMB|3DMSP|4ASPD|5CDMG|6DMG|7AART|8DUR|9RCR|aVULN
601	31261 62414	   	160.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DMG|2MBVNT|3DMSP|49VULN|5ASPD|6BEXP|7RCR|8ZMB|aAART
602	32123 22314	   	160.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DMG|2ZMB|39VULN|4BEXP|5MBVNT|6RCVC|7RCR|8ASPD|aAART
603	32122 21555	   	160.67	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	18DMG|2ZMB|3VULN|4BEXP|5LEGI|6RPLT|7RCR|9ASPD|aAART
604	32133 22265	   	160.65	DCR|2VULN|2DMG|2DUR|1ZMB	1aDMG|2ZMB|3aVULN|4LIT|5FEWX|69RCVC|7RCR|8aDUR|aBPWR
605	14452 33223	 * 	160.63	DCR|4VULN|1DMG|1CDMG	16RCVC|247aVULN|3DMG|5CDMG|8RCR|9CGEN
606	36252 33223	   	160.63	DCR|4VULN|1DMG|1CDMG	1DMG|247aVULN|3DMSP|5CDMG|6RCVC|8RCR|9CGEN
607	31637 13824	   	160.62	DCR|3DMG|2VULN|2ZMB	178DMG|2MBVNT|38CGEN|4LIT|59VULN|68ZMB|8BPWR|aRCR
608	32132 43824	   	160.62	DCR|3DMG|2VULN|2ZMB	178DMG|28ZMB|39VULN|4LIT|58CGEN|6MBVNT|8BPWR|aRCR
609	31474 11217	   	160.59	DCR|2VULN|2DMG|2ASPD|2DUR	1aDMG|2MBVNT|3AIRHEL|4aASPD|59VULN|6CGEN|7aDUR|8RCR|aBPWR
610	36361 13136	   	160.58	DCR|3DMG|1AART|1VULN	189DMG|2VULN|3BEXP|4DUST|5TLV|6RCR|7AIRHEA|aAART
611	36421 13136	   	160.58	DCR|3DMG|1AART|1VULN	189DMG|2VULN|3DUST|4BEXP|5TLV|6RCR|7AIRHEA|aAART
612	31831 54613	   	160.58	DCR|2DMG|1AART|1VULN|1CDMG	14DMG|2MBVNT|3RPLT|5FEWX|6RCR|7AART|8CDMG|9LWND|aVULN
613	31834 54613	   	160.58	DCR|2DMG|1AART|1VULN|1CDMG	14DMG|2MBVNT|3RPLT|5BEXP|6RCR|7AART|8CDMG|9LWND|aVULN
614	31834 54633	   	160.58	DCR|2DMG|1AART|1VULN|1CDMG	14DMG|2MBVNT|3RPLT|5BEXP|6RCR|7AART|8CDMG|9FEWX|aVULN
615	31834 54643	   	160.58	DCR|2DMG|1AART|1VULN|1CDMG	14DMG|2MBVNT|3RPLT|5BEXP|6RCR|7AART|8CDMG|9LHND|aVULN
616	31146 54634	   	160.58	DCR|2VULN|1AART|1DMG|1CDMG	1DMG|2MBVNT|35LWND|4RPLT|6RCR|7AART|8CDMG|9aVULN
617	31474 51217	   	160.49	DCR|2VULN|2DMG|2ASPD|2DUR	1aDMG|2MBVNT|3AIRHEL|4aASPD|59VULN|6ERES|7aDUR|8RCR|aBPWR
618	31832 54228	   	160.46	DCR|3DMG|1AART|1ZMB|1DUR	14aDMG|2MBVNT|3RPLT|5DUR|6RCR|7AART|8ZMB|9RMIN
619	31832 54248	   	160.46	DCR|3DMG|1AART|1ZMB|1DUR	14aDMG|2MBVNT|3RPLT|5DUR|6RCR|7AART|8ZMB|9MLV
620	31412 88225	   	160.45	DCR|2VULN|2DMG|1AART|1ASPD	18DMG|2MBVNT|3AIRHEL|4TLV|5ASPD|67VULN|9AART|aRCR
621	31844 74316	   	160.41	DCR|2VULN|2DMG|1AART	18DMG|2MBVNT|3RPLT|4ERES|58MLV|68VULN|7RCR|8BPWR|9FEWX|aAART
622	31832 54281	   	160.36	DCR|3DMG|1AART|1ZMB|1DUR	149DMG|2MBVNT|3RPLT|5DUR|6RCR|7AART|8ZMB|aERES
623	31832 54282	   	160.36	DCR|3DMG|1AART|1ZMB|1DUR	149DMG|2MBVNT|3RPLT|5DUR|6RCR|7AART|8ZMB|aNUKE
624	31384 32611	   	160.35	DCR|2VULN|2DMG|2DUR|1ZMB	19DMG|2MBVNT|3BEXP|4ZMB|56DUR|7RCR|8aVULN
625	31115 38354	   	160.33	ACR|2VULN|2DMG|1AART	1aDMG|2MBVNT|39aLWND|4LHND|5RCR|6FEWX|7AART|8aVULN|aBPWR
626	31115 38374	   	160.33	ACR|2VULN|2DMG|1AART	1aDMG|2MBVNT|3aLWND|49LHND|5RCR|6FEWX|7AART|8aVULN|aBPWR
627	31115 38544	   	160.33	ACR|2VULN|2DMG|1AART	1aDMG|2MBVNT|3aLWND|4LHND|5RCR|68FEWX|7AART|9aVULN|aBPWR
628	31115 38844	   	160.33	ACR|2VULN|2DMG|1AART	1aDMG|2MBVNT|3aLWND|48LHND|5RCR|6FEWX|7AART|9aVULN|aBPWR
629	62111 53261	 * 	160.33	ACR|2DMG|1AART|2ZMB|1CDMG|1ASPD	12ZMB|3TLV|4RCR|5CDMG|6aDMG|7AART|8ASPD|9MGNSTR
630	31844 74336	   	160.31	DCR|2VULN|2DMG|1AART	18DMG|2MBVNT|3RPLT|4ERES|58MLV|68VULN|7RCR|8BPWR|9DUST|aAART
631	14153 42113	   	160.30	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1RCVC|23VULN|4AART|5DUR|6FEWX|7RCR|8DMG|9BEXP|aASPD
632	31584 32611	   	160.25	DCR|2VULN|2DMG|2DUR|1ZMB	19DMG|2MBVNT|3DUST|4ZMB|56DUR|7RCR|8aVULN
633	31115 18354	   	160.23	ACR|2VULN|2DMG|1AART	1aDMG|2MBVNT|39aLWND|4LHND|5RCR|6DUST|7AART|8aVULN|aBPWR
634	31115 18374	   	160.23	ACR|2VULN|2DMG|1AART	1aDMG|2MBVNT|3aLWND|49LHND|5RCR|6DUST|7AART|8aVULN|aBPWR
635	31125 18324	   	160.23	ACR|2VULN|2DMG|1AART	1aDMG|2MBVNT|3aLWND|49BEXP|5RCR|6DUST|7AART|8aVULN|aBPWR
636	31125 18354	   	160.23	ACR|2VULN|2DMG|1AART	1aDMG|2MBVNT|39aLWND|4BEXP|5RCR|6DUST|7AART|8aVULN|aBPWR
637	31125 48344	   	160.23	ACR|2VULN|2DMG|1AART	1aDMG|2MBVNT|3aLWND|4BEXP|5RCR|6DMSP|7AART|8DUST|9aVULN|aBPWR
638	66124 12122	   	160.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2VULN|3LWND|4AART|5DUR|6DUST|7RCR|8DMG|9AIRHEA|aCDMG
639	62111 53234	   	160.23	ACR|2DMG|1AART|2ZMB|1CDMG|1ASPD	12ZMB|39TLV|4RCR|5CDMG|6aDMG|7AART|8ASPD
640	62111 53251	   	160.23	ACR|2DMG|1AART|2ZMB|1CDMG|1ASPD	12ZMB|3TLV|4RCR|5CDMG|6aDMG|7AART|8ASPD|9VENICY
641	31433 86117	   	160.21	DCR|2VULN|2DMG|1AART	15DMG|2MBVNT|3AIRHEL|4LHND|69VULN|7RCR|8LWND|aAART
642	33121 41224	   	160.21	DCR|2AART|2DMG|2ASPD|1CDMG	15DMG|2LHND|3LWND|46AART|7CDMG|8aASPD|9RCR
643	36331 14623	   	160.20	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1DMG|29VULN|3BEXP|4DUR|5TLV|6RCR|7CGEN|8AART|aASPD
644	36331 16623	   	160.20	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1DMG|29VULN|3BEXP|4DUR|5TLV|6RCR|7MLV|8AART|aASPD
645	36124 42121	   	160.20	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	18DMG|2VULN|3LWND|4AART|5DUR|6LHND|7RCR|9AIRHEL|aASPD
646	36124 42321	   	160.20	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1DMG|28VULN|3LWND|4AART|5DUR|6LHND|7RCR|9AIRHEL|aASPD
647	36335 13312	   	160.20	DCR|2VULN|2DMG|1FLTHEA|1DUR	18DMG|29VULN|3BEXP|4DUR|5CGEN|6RCR|7RMIN|aFLTHEA
648	42231 25211	   	160.20	DCR|2VULN|2DMG|1CDMG|1DUR	15FEWX|2RPLT|34DMG|6RCR|7DUR|8CDMG|9aVULN
649	31115 18444	   	160.13	ACR|2VULN|2DMG|1AART	1aDMG|2MBVNT|3aLWND|4LHND|5RCR|68DUST|7AART|9aVULN|aBPWR
650	31125 18444	   	160.13	ACR|2VULN|2DMG|1AART	1aDMG|2MBVNT|3aLWND|4BEXP|5RCR|68DUST|7AART|9aVULN|aBPWR
651	31175 18244	   	160.13	ACR|2VULN|2DMG|1AART	1aDMG|2MBVNT|3aLWND|46DUST|5RCR|7AART|8BEXP|9aVULN|aBPWR
