0	Index      	 *	Score 	Summary	Detail	
1	56311 32531	 * 	186.49	ACR|4VULN|1AART|1CDMG|1ZMB	1DMSP|2RCR|3AART|4ERES|569aVULN|7ZMB|8CDMG
499	22461 12432	   	160.56	DCR|3VULN|1AART|1ZMB|1ASPD	1CGEN|245VULN|3AART|6RPLT|7RCR|8ASPD|9MLV|aZMB
500	31461 12432	   	160.56	DCR|3VULN|1AART|1ZMB|1ASPD	145VULN|2CGEN|3AART|6RPLT|7RCR|8ASPD|9MLV|aZMB
501	22354 42435	   	160.50	DCR|2VULN|2DMG|1CDMG|1ASPD	1CGEN|2aVULN|3MBVNT|4ASPD|5RCVC|69DMG|7RCR|8CDMG
502	31354 42435	   	160.50	DCR|2VULN|2DMG|1CDMG|1ASPD	1aVULN|2CGEN|3MBVNT|4ASPD|5RCVC|69DMG|7RCR|8CDMG
503	22414 14223	   	160.48	DCR|2VULN|1AART|1DMG|1CDMG	1CGEN|2aVULN|3AART|4LIT|5CDMG|6LEGI|7RCR|8SNIHEL|9DMG
504	31414 14223	   	160.48	DCR|2VULN|1AART|1DMG|1CDMG	1aVULN|2CGEN|3AART|4LIT|5CDMG|6LEGI|7RCR|8SNIHEL|9DMG
505	32421 12551	   	160.48	DCR|2VULN|1AART|1DMG|1CDMG	15VULN|24ERES|3AART|6RPLT|7RCR|8DMG|9CDMG|aDMSP
506	32414 14132	   	160.48	DCR|2VULN|1AART|1DMG|1CDMG	19VULN|2ERES|3AART|4LIT|5CDMG|6LEGI|7RCR|8DMSP|aDMG
507	32461 12432	   	160.46	DCR|3VULN|1AART|1ZMB|1ASPD	145VULN|2ERES|3AART|6RPLT|7RCR|8ASPD|9MLV|aZMB
508	36323 48364	   	160.42	DCR|3VULN|2DMG|2ZMB	159VULN|28ZMB|3MBVNT|4FEWX|67DMG|aRCR
509	32354 42435	   	160.40	DCR|2VULN|2DMG|1CDMG|1ASPD	1aVULN|2ERES|3MBVNT|4ASPD|5RCVC|69DMG|7RCR|8CDMG
510	32421 12553	   	160.38	DCR|2VULN|1AART|1DMG|1CDMG	15VULN|24aERES|3AART|6RPLT|7RCR|8DMG|9CDMG
511	62314 43484	   	160.35	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	147MLV|27VULN|3MBVNT|5AART|67DUR|7BPWR|8RCR|9CDMG|aZMB
512	56311 32233	   	160.34	ACR|3VULN|1AART|1ZMB	1DMSP|2RCR|3AART|4ERES|56aVULN|7ZMB|8RMIN|9RCVC
513	62334 43527	   	160.28	DCR|2VULN|1AART|1DMG|3DUR	17MLV|27VULN|3MBVNT|4RCVC|5AART|678DUR|7BPWR|9RCR|aDMG
514	56343 33311	   	160.27	ACR|3VULN|1AART|2DUR	1aDMSP|2RCR|3AART|47DUR|57MLV|678VULN|7BPWR|9FEWX
515	56343 33313	   	160.27	ACR|3VULN|1AART|2DUR	1DMSP|2RCR|3AART|47DUR|57MLV|678VULN|7BPWR|9FEWX|aCGEN
516	46383 12444	   	160.26	DCR|2VULN|1DMG|2ZMB|1CDMG|2DUR	1aDUR|26ZMB|3MBVNT|45VULN|7RCR|8CDMG|9DMG
517	35615 32232	   	160.21	DCR|3VULN|1AART|1ZMB|1ASPD|1SELL	149VULN|2SELL|3AART|5ASPD|6LWND|7RCR|8LEGI|aZMB
518	31345 13612	   	160.18	DCR|4VULN|2FLTHEA|1ZMB	1589VULN|2CGEN|3MBVNT|48FLTHEA|68TLV|7RCR|8BPWR|aZMB
519	36343 22434	   	160.18	DCR|4VULN|2CDMG|1ZMB	1569VULN|2ZMB|3MBVNT|4LHND|7RCR|8aCDMG
520	56343 33321	   	160.17	ACR|3VULN|1AART|2DUR	1DMSP|2RCR|3AART|47DUR|57MLV|678VULN|7BPWR|9ERES|aCGEN
521	22354 42482	   	160.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CGEN|2VULN|3MBVNT|4ASPD|5RCVC|6DMG|7RCR|8CDMG|9AART|aZMB
522	31354 42482	   	160.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1VULN|2CGEN|3MBVNT|4ASPD|5RCVC|6DMG|7RCR|8CDMG|9AART|aZMB
523	36233 13414	   	160.13	DCR|2VULN|1DMG|2ASPD|1CDMG|1ZMB	1aVULN|2ZMB|3RPLT|4CDMG|5LSRREG|6RCR|79ASPD|8DMG
524	36233 13452	   	160.13	DCR|2DMG|1VULN|2ASPD|1CDMG|1ZMB	1VULN|2ZMB|3RPLT|4CDMG|5LSRREG|6RCR|7aASPD|89DMG
525	62334 84144	   	160.08	DCR|2VULN|1AART|1DMG|1FLTHEA	1MLV|26VULN|3MBVNT|4RCVC|5AART|7FLTHEA|8RCR|9BEXP|aDMG
526	56334 11331	   	160.07	ACR|3VULN|1AART|2DUR	1DMSP|2RCR|3AART|4aDUST|59BEXP|6aDUR|78aVULN|aBPWR
527	56343 33322	   	160.07	ACR|3VULN|1AART|2DUR	1DMSP|2RCR|3AART|47DUR|57MLV|678VULN|7BPWR|9aERES
528	56343 33323	   	160.07	ACR|3VULN|1AART|2DUR	1DMSP|2RCR|3AART|47DUR|57MLV|678VULN|7BPWR|9ERES|aTLV
529	56352 31121	   	160.07	ACR|3VULN|1AART|2DUR	1DMSP|2RCR|3AART|47aVULN|59DUR|6aLHND|8aDUST|aBPWR
530	33426 22532	   	160.05	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	1VULN|2DUST|3CDMG|4AART|5RCVC|6aZMB|7RCR|8DMG|9MLV
531	32354 42482	   	160.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1VULN|2ERES|3MBVNT|4ASPD|5RCVC|6DMG|7RCR|8CDMG|9AART|aZMB
532	22313 42325	   	160.00	DCR|3VULN|2DMG|1ASPD	19CGEN|259VULN|3MBVNT|458MLV|59BPWR|69DMG|7RCR|aASPD
533	62334 84134	   	159.98	DCR|2VULN|1AART|1DMG|1FLTHEA	1MLV|26VULN|3MBVNT|4RCVC|5AART|7FLTHEA|8RCR|9DUST|aDMG
534	32414 63312	   	159.98	DCR|3VULN|1AART|2CDMG	169VULN|27ERES|3AART|4LIT|5aCDMG|8RCR
535	31353 42484	   	159.98	DCR|1AART|1DMG|1VULN|2ASPD|1CDMG|1DUR	1VULN|25CGEN|3MBVNT|45ASPD|5BPWR|6DMG|7RCR|8CDMG|9AART|aDUR
536	36661 21331	   	159.87	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2ZMB|3RMIN|45RCVC|6RCR|7AART|8DMG|9CDMG|aLHND
537	36661 21332	   	159.87	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2ZMB|3RMIN|45RCVC|6RCR|7AART|8DMG|9CDMG|aCGEN
538	36661 21333	   	159.87	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2ZMB|3RMIN|45RCVC|6RCR|7AART|8DMG|9CDMG|aFEWX
539	61327 41364	   	159.87	DCR|4VULN|2DMG	17MLV|26LWND|3MBVNT|4789VULN|57DMG|7BPWR|aRCR
540	36343 82461	   	159.86	DCR|3VULN|1AART|1ZMB|1ASPD	15aVULN|2ZMB|3MBVNT|4LHND|6RCR|7RMIN|8AART|9ASPD
541	36323 22235	   	159.83	DCR|3VULN|1DMG|1CDMG|1ZMB	156VULN|2ZMB|3MBVNT|4FEWX|7RCR|8LIT|9DMG|aCDMG
542	36323 22244	   	159.83	DCR|3VULN|1DMG|1CDMG|1ZMB	156VULN|2ZMB|3MBVNT|4FEWX|7RCR|8LIT|9CDMG|aDMG
543	36323 22441	   	159.83	DCR|3VULN|1DMG|1CDMG|1ZMB	156VULN|2ZMB|3MBVNT|4FEWX|7RCR|8CDMG|9DMG|aLIT
544	36323 22443	   	159.83	DCR|3VULN|1DMG|1CDMG|1ZMB	156VULN|2ZMB|3MBVNT|4FEWX|7RCR|8CDMG|9DMG|aLHND
545	36323 22445	   	159.83	DCR|3VULN|1DMG|1CDMG|1ZMB	156VULN|2ZMB|3MBVNT|4FEWX|7RCR|8CDMG|9DMG|aMLV
546	36323 22446	   	159.83	DCR|3VULN|1DMG|1CDMG|1ZMB	156VULN|2ZMB|3MBVNT|4FEWX|7RCR|8CDMG|9DMG|aDMSP
547	36323 22486	   	159.83	DCR|3VULN|1DMG|1CDMG|1ZMB	156VULN|2ZMB|3MBVNT|4FEWX|7RCR|8CDMG|9DMSP|aDMG
548	36343 22235	   	159.83	DCR|3VULN|1DMG|1CDMG|1ZMB	156VULN|2ZMB|3MBVNT|4LHND|7RCR|8LIT|9DMG|aCDMG
549	36343 22441	   	159.83	DCR|3VULN|1DMG|1CDMG|1ZMB	156VULN|2ZMB|3MBVNT|4LHND|7RCR|8CDMG|9DMG|aLIT
550	36343 22443	   	159.83	DCR|3VULN|1DMG|1CDMG|1ZMB	156VULN|2ZMB|3MBVNT|4aLHND|7RCR|8CDMG|9DMG
551	36343 22445	   	159.83	DCR|3VULN|1DMG|1CDMG|1ZMB	156VULN|2ZMB|3MBVNT|4LHND|7RCR|8CDMG|9DMG|aMLV
552	36343 22448	   	159.83	DCR|3VULN|1DMG|1CDMG|1ZMB	156VULN|2ZMB|3MBVNT|4LHND|7RCR|8CDMG|9DMG|aRMIN
553	36381 22235	   	159.83	DCR|3VULN|1DMG|1CDMG|1ZMB	146VULN|2ZMB|3MBVNT|5LWND|7RCR|8LIT|9DMG|aCDMG
554	36381 22426	   	159.83	DCR|3VULN|1DMG|1CDMG|1ZMB	146VULN|2ZMB|3MBVNT|59LWND|7RCR|8CDMG|aDMG
555	22353 42646	   	159.83	DCR|3VULN|1DMG|2ASPD|1ZMB	1CGEN|25aVULN|3MBVNT|45ASPD|5BPWR|6DMG|7RCR|8FEWX|9ZMB
556	36233 13434	   	159.83	DCR|2VULN|1DMG|2CDMG|1ZMB|1ASPD	1aVULN|2ZMB|3RPLT|49CDMG|5LSRREG|6RCR|7ASPD|8DMG
557	32522 14148	   	159.80	DCR|3VULN|2DMG|1DUR	14aVULN|2ERES|3aLIT|5DUR|6LWND|7RCR|8MBVNT|9aDMG|aBPWR
558	22313 42485	   	159.80	DCR|3DMG|2VULN|1ASPD	1CGEN|25VULN|3MBVNT|45MLV|5BPWR|689DMG|7RCR|aASPD
559	35615 13331	 * 	159.80	5VULN|2DMG|1AART|2ASPD|1SELL	1479aVULN|2SELL|3AART|57ASPD|67DMG|7BPWR|8FEWX
560	36233 13164	   	159.73	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD	1VULN|2ZMB|3RPLT|4CDMG|5LSRREG|6RCR|7ASPD|8CGEN|9AART|aDMG
561	36233 13462	   	159.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1VULN|2ZMB|3RPLT|4CDMG|5LSRREG|6RCR|7ASPD|8DMG|9AART|aFEWX
562	46233 14233	   	159.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2ZMB|3RPLT|4CDMG|5VENICY|6RCR|7LIT|8VULN|9AART|aDMG
563	36382 42632	   	159.73	DCR|3VULN|1DMG|1CDMG|1ZMB	149VULN|2ZMB|3MBVNT|5TLV|6DMG|7RCR|8FEWX|aCDMG
564	36323 22447	   	159.73	DCR|3VULN|1DMG|1CDMG|1ZMB	156VULN|2ZMB|3MBVNT|4FEWX|7RCR|8CDMG|9DMG|aDUST
565	36343 22444	   	159.73	DCR|3VULN|1DMG|1CDMG|1ZMB	156VULN|2ZMB|3MBVNT|4LHND|7RCR|8CDMG|9DMG|aERES
566	36343 22474	   	159.73	DCR|3VULN|1DMG|1CDMG|1ZMB	156VULN|2ZMB|3MBVNT|4LHND|7RCR|8CDMG|9BASICY|aDMG
567	36381 22474	   	159.73	DCR|3VULN|1DMG|1CDMG|1ZMB	146VULN|2ZMB|3MBVNT|5LWND|7RCR|8CDMG|9BASICY|aDMG
568	56131 11533	   	159.71	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1DMSP|2RCR|3ZMB|4CGEN|5RCVC|6FEWX|7AART|8CDMG|9VULN|aDMG
569	33422 34243	   	159.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	16VULN|2DUST|3CDMG|4AART|5BEXP|7DMG|8LHND|9ASPD|aRCR
570	33423 34413	   	159.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	16VULN|2DUST|3CDMG|4AART|5LHND|7DMG|8ASPD|9BEXP|aRCR
571	22316 42485	   	159.70	DCR|3DMG|2VULN|1ASPD	1CGEN|25VULN|3MBVNT|4MLV|689DMG|7RCR|aASPD
572	31316 42485	   	159.70	DCR|3DMG|2VULN|1ASPD	15VULN|2CGEN|3MBVNT|4MLV|689DMG|7RCR|aASPD
573	62323 42485	   	159.70	DCR|3DMG|2VULN|1ASPD	1MLV|24VULN|3MBVNT|5CGEN|689DMG|7RCR|aASPD
574	35615 13231	 * 	159.70	5VULN|2DMG|1AART|2ASPD|1SELL	1479aVULN|2SELL|3AART|57ASPD|67DMG|7BPWR|8MBVNT
575	35611 22123	   	159.69	DCR|2VULN|1AART|1DMG|1ZMB|1SELL	14VULN|2SELL|3AART|5LHND|6ZMB|7RCR|8RCVC|9RMIN|aDMG
576	35611 22153	   	159.69	DCR|2VULN|1AART|1DMG|1ZMB|1SELL	14VULN|2SELL|3AART|5LHND|6ZMB|7RCR|8RCVC|9CGEN|aDMG
577	36372 22436	   	159.63	DCR|3VULN|1DMG|1CDMG|1ZMB	169VULN|2ZMB|3MBVNT|45DUST|7RCR|8CDMG|aDMG
578	36382 42135	   	159.63	DCR|3VULN|1DMG|1CDMG|1ZMB	14aVULN|2ZMB|3MBVNT|58TLV|6DMG|7RCR|9CDMG
579	32316 42485	   	159.60	DCR|3DMG|2VULN|1ASPD	15VULN|2ERES|3MBVNT|4MLV|689DMG|7RCR|aASPD
580	36334 42448	   	159.53	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|2ZMB|3MBVNT|4CGEN|5RCVC|6DMG|7RCR|8CDMG|9DUR|aAART
581	36334 42484	   	159.51	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB	1VULN|2ZMB|3MBVNT|4CGEN|5RCVC|6DMG|7RCR|8aCDMG|9AART
582	62324 84122	   	159.51	DCR|3VULN|1AART|1FLTHEA|1DUR	1aMLV|246VULN|3MBVNT|5AART|7FLTHEA|8RCR|9DUR
583	62324 84123	   	159.51	DCR|3VULN|1AART|1FLTHEA|1DUR	1MLV|246VULN|3MBVNT|5AART|7FLTHEA|8RCR|9DUR|aLHND
584	62324 84125	   	159.51	DCR|3VULN|1AART|1FLTHEA|1DUR	1MLV|246VULN|3MBVNT|5AART|7FLTHEA|8RCR|9DUR|aBEXP
585	62324 24144	   	159.48	DCR|2VULN|1AART|1DMG|1FLTHEA	1MLV|24VULN|3MBVNT|5AART|6RCVC|7FLTHEA|8RCR|9BEXP|aDMG
586	62324 24176	   	159.48	DCR|2VULN|1AART|1DMG|1FLTHEA	1MLV|24VULN|3MBVNT|5AART|6RCVC|7FLTHEA|8RCR|9LIT|aDMG
587	32384 34122	   	159.41	DCR|3VULN|1AART|1FLTHEA|1DUR	146VULN|2ERES|3MBVNT|5AART|7FLTHEA|8RCR|9DUR|aMLV
588	32384 34125	   	159.41	DCR|3VULN|1AART|1FLTHEA|1DUR	146VULN|2ERES|3MBVNT|5AART|7FLTHEA|8RCR|9DUR|aBEXP
589	62324 84121	   	159.41	DCR|3VULN|1AART|1FLTHEA|1DUR	1MLV|246VULN|3MBVNT|5AART|7FLTHEA|8RCR|9DUR|aLEGI
590	62324 84127	   	159.41	DCR|3VULN|1AART|1FLTHEA|1DUR	1MLV|246VULN|3MBVNT|5AART|7FLTHEA|8RCR|9DUR|aDUST
591	62324 24134	   	159.38	DCR|2VULN|1AART|1DMG|1FLTHEA	1MLV|24VULN|3MBVNT|5AART|6RCVC|7FLTHEA|8RCR|9DUST|aDMG
592	33443 14332	   	159.38	DCR|2VULN|1AART|1DMG|1CDMG	1aVULN|2DUST|3CDMG|4LIT|5AART|6CGEN|7RCR|8LHND|9DMG
593	33443 34222	   	159.38	DCR|2VULN|1AART|1DMG|1CDMG	1aVULN|2DUST|3CDMG|4LIT|5AART|6DMG|7RCR|8CGEN|9BEXP
594	33443 34232	   	159.38	DCR|2VULN|1AART|1DMG|1CDMG	1aVULN|2DUST|3CDMG|4LIT|5AART|6DMG|7RCR|8CGEN|9FEWX
595	32384 34121	   	159.31	DCR|3VULN|1AART|1FLTHEA|1DUR	146VULN|2ERES|3MBVNT|5AART|7FLTHEA|8RCR|9DUR|aLEGI
596	32384 34124	   	159.31	DCR|3VULN|1AART|1FLTHEA|1DUR	146VULN|2ERES|3MBVNT|5AART|7FLTHEA|8RCR|9DUR|aDUST
597	32384 34153	   	159.31	DCR|3VULN|1AART|1FLTHEA|1ASPD	146VULN|29ERES|3MBVNT|5AART|7FLTHEA|8RCR|aASPD
598	56336 21321	   	159.28	ACR|3VULN|2AART	1DMSP|2RCR|39AART|4aDUST|5FEWX|6aBEXP|78aVULN|aBPWR
599	32382 13484	   	159.28	DCR|3VULN|1AART|1DMG	149VULN|2ERES|3MBVNT|5TLV|6CANSTR|7RCR|8AART|aDMG
600	33443 14223	   	159.28	DCR|2VULN|1AART|1DMG|1CDMG	1aVULN|2DUST|3CDMG|4LIT|5AART|6CGEN|7RCR|8SNIHEL|9DMG
601	33443 34133	   	159.28	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2DUST|3CDMG|4LIT|5AART|69DMG|7RCR|8LEGI|aRPLT
602	33443 34313	   	159.28	DCR|2VULN|1AART|1DMG|1CDMG	1aVULN|2DUST|3CDMG|4LIT|5AART|6DMG|7RCR|8SNIHEL|9CGEN
603	33443 34331	   	159.28	DCR|2VULN|1AART|1DMG|1CDMG	19VULN|2DUST|3CDMG|4LIT|5AART|6DMG|7RCR|8SNIHEL|aFEWX
604	33443 34332	   	159.28	DCR|2VULN|1AART|1DMG|1CDMG	19VULN|2DUST|3CDMG|4LIT|5AART|6DMG|7RCR|8SNIHEL|aBEXP
605	32356 44272	   	159.22	DCR|3VULN|1AART|1DMG|1ASPD	159VULN|2ERES|3MBVNT|4ASPD|6DMG|7RPLT|8AART|aRCR
606	32386 44272	   	159.22	DCR|3VULN|1AART|1DMG|1ASPD	149VULN|2ERES|3MBVNT|5ASPD|6DMG|7RPLT|8AART|aRCR
607	56343 31123	   	159.18	ACR|2VULN|1AART|1DMG|1DUR	1DMSP|2RCR|3AART|4DUR|5MLV|6aVULN|7BELT|8DMG|9CGEN
608	56343 31133	   	159.18	ACR|2VULN|1AART|1DMG|1DUR	1DMSP|2RCR|3AART|4DUR|5MLV|6aVULN|7BELT|8DMG|9LIT
609	56352 21211	   	159.18	ACR|2VULN|1AART|1DMG|1DUR	18DMSP|2RCR|3AART|47VULN|5DUR|6BELT|9DMG|aFEWX
610	56352 21212	   	159.18	ACR|2VULN|1AART|1DMG|1DUR	18DMSP|2RCR|3AART|47VULN|5DUR|6BELT|9DMG|aCGEN
611	56352 21213	   	159.18	ACR|2VULN|1AART|1DMG|1DUR	18DMSP|2RCR|3AART|47VULN|5DUR|6BELT|9DMG|aLIT
612	56311 33311	   	159.18	ACR|3VULN|2AART	1DMSP|2RCR|3aAART|4ERES|568VULN|7LWND|9FEWX
613	56311 35311	   	159.18	ACR|3VULN|2AART	1DMSP|2RCR|3aAART|4ERES|568VULN|7LHND|9FEWX
614	33443 34113	   	159.18	DCR|2VULN|1AART|1DMG|1CDMG	1aVULN|2DUST|3CDMG|4LIT|5AART|6DMG|7RCR|8LEGI|9BASICY
615	33443 34132	   	159.18	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2DUST|3CDMG|4LIT|5AART|69DMG|7RCR|8LEGI|aERES
616	33443 34333	   	159.18	DCR|2VULN|1AART|1DMG|1CDMG	19VULN|2DUST|3CDMG|4LIT|5AART|6DMG|7RCR|8SNIHEL|aERES
617	32384 54163	   	159.16	DCR|2AART|2VULN|1FLTHEA|1ZMB	14VULN|2ERES|3MBVNT|56AART|7FLTHEA|8RCR|9ZMB|aTLV
618	32384 54164	   	159.16	DCR|2AART|2VULN|1FLTHEA|1ZMB	14VULN|2ERES|3MBVNT|56AART|7FLTHEA|8RCR|9ZMB|aDUST
619	36233 12453	   	159.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|2ZMB|3RPLT|4CDMG|5LSRREG|6RCR|7RMIN|8DMG|9DUR|aAART
620	36233 14533	   	159.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1VULN|2ZMB|3RPLT|4CDMG|5LSRREG|6RCR|7LIT|8DMG|9ASPD|aAART
621	35611 22511	   	159.09	DCR|2VULN|1AART|1DMG|1ZMB|1SELL	14VULN|2SELL|3AART|5LHND|6ZMB|7RCR|8DMG|9BEXP|aRCVC
622	56352 22123	   	159.08	ACR|2VULN|1AART|1DMG|1DUR	1DMSP|2RCR|3AART|4aVULN|5DUR|6BELT|7ERES|8DMG|9CGEN
623	56352 22133	   	159.08	ACR|2VULN|1AART|1DMG|1DUR	1DMSP|2RCR|3AART|4aVULN|5DUR|6BELT|7ERES|8DMG|9LIT
624	56311 34223	   	159.08	ACR|3VULN|2AART	1DMSP|2RCR|3aAART|478ERES|568VULN|8BPWR|9LWND
625	56311 43323	   	159.08	ACR|3VULN|2AART	1DMSP|2RCR|36AART|49ERES|58aVULN|7LWND
626	32384 54443	   	159.01	DCR|3VULN|2AART|1FLTHEA	149VULN|2ERES|3MBVNT|56AART|7FLTHEA|8AIRHEA|aRCR
627	22411 15225	   	159.00	DCR|2AART|2VULN|1CDMG|1DUR	1CGEN|2aVULN|39AART|4LIT|5DUR|6RPLT|7RCR|8CDMG
628	31411 15225	   	159.00	DCR|2AART|2VULN|1CDMG|1DUR	1aVULN|2CGEN|39AART|4LIT|5DUR|6RPLT|7RCR|8CDMG
629	56311 33222	   	158.98	ACR|2VULN|1AART|1DMG|1DUR	1DMSP|2RCR|3AART|4ERES|56VULN|7LWND|8SNIHEL|9DUR|aDMG
630	56311 35222	   	158.98	ACR|2VULN|1AART|1DMG|1DUR	1DMSP|2RCR|3AART|4ERES|56VULN|7LHND|8SNIHEL|9DUR|aDMG
631	56323 51124	   	158.98	ACR|2DMG|1AART|1VULN|1DUR	1DMSP|2RCR|3AART|4LIT|5DUR|6BASHEA|7VULN|8MBVNT|9aDMG
632	62324 52118	   	158.97	DCR|3VULN|2AART|1ZMB	18MLV|24aVULN|3MBVNT|56AART|7ZMB|9RCR
633	62324 52215	   	158.97	DCR|3VULN|2AART|1ZMB	1MLV|24aVULN|3MBVNT|56AART|7ZMB|8LIT|9RCR
634	61512 34132	   	158.88	DCR|2VULN|1AART|1DMG|1CDMG	1MLV|2LWND|3LIT|4CDMG|59VULN|6AART|7RCR|8DMSP|aDMG
635	22345 13257	   	158.81	DCR|3VULN|1AART|1FLTHEA|1ASPD	1CGEN|259VULN|3MBVNT|4FLTHEA|6TLV|7RCR|8ASPD|aAART
636	22345 13427	   	158.81	DCR|3VULN|1AART|1FLTHEA|1ASPD	1CGEN|258VULN|3MBVNT|4FLTHEA|6TLV|7RCR|9ASPD|aAART
637	31345 13257	   	158.81	DCR|3VULN|1AART|1FLTHEA|1ASPD	159VULN|2CGEN|3MBVNT|4FLTHEA|6TLV|7RCR|8ASPD|aAART
638	31345 13427	   	158.81	DCR|3VULN|1AART|1FLTHEA|1ASPD	158VULN|2CGEN|3MBVNT|4FLTHEA|6TLV|7RCR|9ASPD|aAART
639	21512 34223	   	158.78	DCR|2VULN|1AART|1DMG|1CDMG	1CGEN|2LWND|3LIT|4CDMG|5aVULN|6AART|7RCR|8SNIHEL|9DMG
640	32513 34132	   	158.78	DCR|2VULN|1AART|1DMG|1CDMG	19VULN|2ERES|3LIT|4CDMG|5LWND|6AART|7RCR|8DMSP|aDMG
641	56311 32136	   	158.74	ACR|3VULN|1AART|1ZMB	1DMSP|2RCR|3AART|4ERES|56aVULN|7ZMB|8MLV|9BELT
642	56311 32143	   	158.74	ACR|3VULN|1AART|1ZMB	1DMSP|2RCR|3AART|4ERES|56aVULN|7ZMB|89MLV
643	56311 32253	   	158.74	ACR|3VULN|1AART|1ZMB	19DMSP|2RCR|3AART|4ERES|56aVULN|7ZMB|8RMIN
644	56311 32421	   	158.74	ACR|3VULN|1AART|1ZMB	1DMSP|2RCR|3AART|4ERES|569VULN|7ZMB|8BEXP|aCGEN
645	31415 31224	   	158.67	DCR|2AART|2VULN|1DMG	1aVULN|2CGEN|36AART|4aLIT|5DMG|7RCR|8LWND|9aBEXP|aBPWR
646	56311 32123	   	158.64	ACR|3VULN|1AART|1ZMB	1DMSP|2RCR|3AART|49ERES|56aVULN|7ZMB|8MLV
647	56311 32223	   	158.64	ACR|3VULN|1AART|1ZMB	1DMSP|2RCR|3AART|49ERES|56aVULN|7ZMB|8RMIN
648	56311 32321	   	158.64	ACR|3VULN|1AART|1ZMB	1DMSP|2RCR|3AART|4ERES|569VULN|7ZMB|8DUST|aCGEN
649	56311 32422	   	158.64	ACR|3VULN|1AART|1ZMB	1DMSP|2RCR|3AART|4aERES|569VULN|7ZMB|8BEXP
650	56311 32423	   	158.64	ACR|3VULN|1AART|1ZMB	1DMSP|2RCR|3AART|4ERES|569VULN|7ZMB|8BEXP|aTLV
651	56311 34232	   	158.64	ACR|3VULN|1AART|1ZMB	1DMSP|2RCR|3AART|478ERES|568VULN|8BPWR|9ZMB|aCGEN
652	56311 34233	   	158.64	ACR|3VULN|1AART|1ZMB	1DMSP|2RCR|3AART|478ERES|568VULN|8BPWR|9ZMB|aFEWX
653	22461 12124	   	158.62	DCR|4VULN|1AART	1CGEN|245aVULN|3AART|6RPLT|7RCR|8RCVC|9RMIN
654	22461 12131	   	158.62	DCR|4VULN|1AART	1CGEN|2459VULN|3AART|6RPLT|7RCR|8RCVC|aLHND
655	22461 12133	   	158.62	DCR|4VULN|1AART	1CGEN|2459VULN|3AART|6RPLT|7RCR|8RCVC|aFEWX
656	22461 12135	   	158.62	DCR|4VULN|1AART	1CGEN|2459VULN|3AART|6RPLT|7RCR|8RCVC|aLWND
657	31461 12124	   	158.62	DCR|4VULN|1AART	145aVULN|2CGEN|3AART|6RPLT|7RCR|8RCVC|9RMIN
658	31461 12131	   	158.62	DCR|4VULN|1AART	1459VULN|2CGEN|3AART|6RPLT|7RCR|8RCVC|aLHND
659	31461 12133	   	158.62	DCR|4VULN|1AART	1459VULN|2CGEN|3AART|6RPLT|7RCR|8RCVC|aFEWX
660	31461 12135	   	158.62	DCR|4VULN|1AART	1459VULN|2CGEN|3AART|6RPLT|7RCR|8RCVC|aLWND
661	62461 12131	   	158.62	DCR|4VULN|1AART	1MLV|2459VULN|3AART|6RPLT|7RCR|8RCVC|aLHND
662	62461 12132	   	158.62	DCR|4VULN|1AART	1MLV|2459VULN|3AART|6RPLT|7RCR|8RCVC|aCGEN
663	62461 12133	   	158.62	DCR|4VULN|1AART	1MLV|2459VULN|3AART|6RPLT|7RCR|8RCVC|aFEWX
664	45322 22322	   	158.61	DCR|2DMG|1AART|1VULN|2DUR|1SELL	19DUR|2SELL|3LWND|4AART|589BEXP|69DMG|7RCR|9BPWR|aVULN
665	56332 32333	   	158.61	ACR|2AART|1VULN|1DMG|1ZMB	1DMSP|2RCR|35AART|4DUST|6RMIN|7ZMB|8DMG|9RCVC|aVULN
666	22413 15224	   	158.57	DCR|2AART|2VULN|2CDMG	1aCGEN|2aVULN|39AART|4LIT|5BEXP|6RPLT|7RCR|8aCDMG|aBPWR
